년도,월,나이,부산광역시 서구,부산광역시 서구 동대신제1동,부산광역시 서구 동대신제2동,부산광역시 서구 동대신제3동,부산광역시 서구 서대신제1동,부산광역시 서구 서대신제3동,부산광역시 서구 서대신제4동,부산광역시 서구 부민동,부산광역시 서구 아미동,부산광역시 서구 초장동,부산광역시 서구 충무동,부산광역시 서구 남부민제1동,부산광역시 서구 남부민제2동,부산광역시 서구 암남동
2021,11,70,"12,240",565,"1,013",805,"1,247",731,672,623,"1,058",681,"1,157",768,"1,434","1,486"
2021,11,80,"5,632",309,513,386,584,345,313,293,554,352,480,338,582,583
2021,11,90,699,43,63,56,88,53,46,42,60,39,44,43,56,66
2021,11,100,19,1,1,1,0,2,2,4,4,0,0,0,3,1
2021,12,총,"105,164","5,614","7,333","7,702","13,712","8,120","7,758","7,517","6,607","4,271","9,896","4,870","8,992","12,772"
2021,12,0,"5,310",350,277,408,"1,084",565,597,407,86,99,456,131,292,558
2021,12,10,"7,082",365,471,511,"1,099",818,768,527,272,163,503,175,455,955
2021,12,20,"13,028",693,760,"1,211","1,685",893,865,"1,510",727,397,"1,418",432,803,"1,634"
2021,12,30,"10,552",675,595,848,"1,740",844,815,888,479,296,"1,100",421,672,"1,179"
2021,12,40,"14,164",762,939,"1,034","2,156","1,292","1,218","1,003",748,544,"1,255",544,"1,090","1,579"
2021,12,50,"17,090",926,"1,256","1,129","2,088","1,296","1,242","1,067","1,117",742,"1,660",868,"1,582","2,117"
2021,12,60,"19,315",923,"1,450","1,302","1,914","1,292","1,225","1,150","1,502",957,"1,817","1,150","2,020","2,613"
2021,12,70,"12,232",568,"1,010",815,"1,263",727,657,624,"1,052",677,"1,156",765,"1,431","1,487"
2021,12,80,"5,659",308,512,388,596,338,318,294,557,354,489,341,584,580
2021,12,90,714,43,62,55,87,54,51,43,63,42,42,43,60,69
2021,12,100,18,1,1,1,0,1,2,4,4,0,0,0,3,1
