년도,월,나이,관악구,보라매동,청림동,성현동,행운동,낙성대동,청룡동,은천동,중앙동,인헌동,남현동,서원동,신원동,서림동,신사동,신림동,난향동,조원동,대학동,삼성동,미성동,난곡동
2021,3,80,"7,743",437,340,596,386,215,399,555,251,375,203,312,344,325,310,167,275,268,282,636,517,550
2021,3,90,"1,262",79,50,90,67,24,63,94,30,51,50,38,60,67,49,28,38,37,48,126,86,87
2021,3,100,84,5,2,4,5,3,1,3,3,3,1,4,3,6,3,5,3,3,1,6,12,8
2021,4,총,"243,798","12,393","7,798","15,367","14,915","8,360","18,376","17,161","7,920","13,319","9,391","10,977","9,008","10,530","11,272","10,295","7,906","8,564","9,390","11,480","15,812","13,564"
2021,4,0,"10,339",573,576,947,551,320,636,953,176,536,459,314,292,377,361,175,585,313,329,403,847,616
2021,4,10,"13,775",685,546,"1,371",699,445,864,"1,305",295,737,434,394,421,521,515,254,703,407,487,696,"1,138",858
2021,4,20,"55,815","2,448",889,"1,956","4,065","2,858","6,439","2,885","2,606","3,051","2,147","3,142","2,191","2,513","3,059","4,262",846,"2,218","2,522","1,292","2,448","1,978"
2021,4,30,"38,370","1,854","1,266","1,939","2,787","1,550","3,176","2,524","1,357","2,392","1,680","1,906","1,365","1,767","1,701","2,362",939,"1,431","1,552","1,123","2,046","1,653"
2021,4,40,"31,319","1,619","1,214","2,498","1,732",946,"1,932","2,506",790,"1,748","1,120","1,237","1,033","1,269","1,394","1,046","1,452","1,050","1,149","1,493","2,254","1,837"
2021,4,50,"33,421","1,772","1,167","2,437","1,765",784,"1,929","2,463",903,"1,783","1,360","1,439","1,206","1,443","1,605",760,"1,255","1,096","1,176","2,048","2,555","2,475"
2021,4,60,"31,721","1,763","1,069","2,133","1,706",706,"1,785","2,365",898,"1,605","1,245","1,386","1,252","1,434","1,383",754,"1,139","1,108","1,119","2,208","2,512","2,151"
2021,4,70,"19,896","1,155",678,"1,393","1,153",508,"1,149","1,509",615,"1,036",692,800,841,811,883,484,666,626,716,"1,443","1,391","1,347"
2021,4,80,"7,802",439,342,598,390,216,402,557,247,378,205,316,344,323,317,165,281,275,292,642,519,554
2021,4,90,"1,257",80,49,92,62,24,63,91,30,50,48,39,60,66,51,28,37,37,47,126,90,87
2021,4,100,83,5,2,3,5,3,1,3,3,3,1,4,3,6,3,5,3,3,1,6,12,8
2021,5,총,"243,608","12,398","7,800","15,347","14,974","8,355","18,395","17,142","7,924","13,294","9,376","10,924","9,002","10,511","11,255","10,287","7,897","8,563","9,393","11,446","15,770","13,555"
2021,5,0,"10,305",563,581,940,547,315,636,954,174,532,454,314,290,382,364,175,580,308,337,400,846,613
2021,5,10,"13,714",692,550,"1,367",700,437,853,"1,303",291,740,429,392,417,513,518,253,703,409,479,691,"1,116",861
2021,5,20,"55,860","2,477",885,"1,950","4,121","2,873","6,445","2,885","2,604","3,055","2,157","3,121","2,177","2,500","3,045","4,253",850,"2,217","2,525","1,286","2,449","1,985"
2021,5,30,"38,329","1,843","1,268","1,926","2,781","1,551","3,201","2,512","1,364","2,378","1,673","1,886","1,370","1,771","1,704","2,365",937,"1,429","1,552","1,126","2,046","1,646"
2021,5,40,"31,129","1,602","1,196","2,493","1,737",936,"1,928","2,487",784,"1,735","1,118","1,233","1,024","1,259","1,389","1,036","1,446","1,053","1,147","1,478","2,225","1,823"
2021,5,50,"33,372","1,776","1,172","2,441","1,763",782,"1,926","2,461",900,"1,763","1,356","1,434","1,210","1,445","1,583",767,"1,252","1,092","1,178","2,047","2,548","2,476"
2021,5,60,"31,796","1,772","1,071","2,142","1,710",710,"1,791","2,374",903,"1,618","1,238","1,376","1,264","1,430","1,398",755,"1,139","1,110","1,119","2,201","2,524","2,151"
2021,5,70,"19,900","1,146",677,"1,389","1,152",509,"1,146","1,504",619,"1,043",698,807,835,814,877,484,668,630,714,"1,445","1,389","1,354"
2021,5,80,"7,867",442,349,608,394,217,404,567,252,376,207,316,354,329,323,165,279,275,294,641,528,547
2021,5,90,"1,253",79,49,86,65,23,64,92,30,51,45,41,58,62,51,30,40,37,47,125,87,91
2021,5,100,83,6,2,5,4,2,1,3,3,3,1,4,3,6,3,4,3,3,1,6,12,8
2021,6,총,"243,396","12,408","7,798","15,316","14,981","8,357","18,426","17,119","7,918","13,256","9,383","10,915","8,998","10,487","11,247","10,313","7,887","8,527","9,388","11,399","15,757","13,516"
2021,6,0,"10,250",563,581,928,545,311,638,950,174,521,452,317,287,384,353,177,582,307,336,393,842,609
2021,6,10,"13,658",687,548,"1,367",687,432,844,"1,308",291,743,422,389,422,511,506,258,697,409,479,683,"1,117",858
2021,6,20,"55,845","2,492",882,"1,943","4,141","2,875","6,453","2,861","2,611","3,048","2,153","3,119","2,185","2,494","3,067","4,269",854,"2,193","2,495","1,275","2,445","1,990"
2021,6,30,"38,283","1,844","1,266","1,910","2,801","1,549","3,220","2,515","1,353","2,367","1,686","1,874","1,360","1,760","1,710","2,365",938,"1,421","1,566","1,115","2,026","1,637"
2021,6,40,"31,074","1,606","1,192","2,502","1,726",933,"1,915","2,493",788,"1,734","1,117","1,243","1,018","1,247","1,383","1,030","1,437","1,056","1,147","1,471","2,233","1,803"
2021,6,50,"33,280","1,769","1,173","2,434","1,753",785,"1,927","2,455",896,"1,765","1,359","1,412","1,198","1,450","1,586",769,"1,248","1,090","1,178","2,038","2,534","2,461"
2021,6,60,"31,907","1,774","1,077","2,146","1,715",716,"1,797","2,374",907,"1,618","1,245","1,388","1,274","1,430","1,393",765,"1,145","1,099","1,131","2,214","2,537","2,162"
2021,6,70,"19,859","1,145",675,"1,384","1,153",512,"1,153","1,497",614,"1,029",695,807,832,817,882,485,665,629,712,"1,436","1,391","1,346"
2021,6,80,"7,907",444,352,613,396,218,409,569,253,378,208,322,361,326,315,162,277,284,295,644,531,550
2021,6,90,"1,248",78,50,84,60,24,69,94,28,50,44,40,58,62,49,29,41,36,48,124,88,92
2021,6,100,85,6,2,5,4,2,1,3,3,3,2,4,3,6,3,4,3,3,1,6,13,8
2021,7,총,"243,155","12,390","7,825","15,270","14,957","8,370","18,386","17,069","7,915","13,250","9,387","10,931","8,938","10,497","11,229","10,360","7,870","8,550","9,383","11,346","15,738","13,494"
2021,7,0,"10,158",562,574,919,547,307,621,935,175,516,456,312,281,381,355,174,572,310,331,389,832,609
2021,7,10,"13,622",688,559,"1,367",678,430,832,"1,307",292,744,421,392,416,515,505,252,697,411,472,679,"1,108",857
2021,7,20,"55,760","2,483",884,"1,926","4,141","2,880","6,425","2,851","2,601","3,045","2,135","3,141","2,157","2,502","3,047","4,294",846,"2,195","2,509","1,259","2,443","1,996"
2021,7,30,"38,244","1,836","1,279","1,886","2,788","1,568","3,223","2,496","1,350","2,373","1,699","1,867","1,355","1,752","1,716","2,381",942,"1,427","1,558","1,114","2,020","1,614"
2021,7,40,"30,970","1,600","1,189","2,499","1,713",921,"1,909","2,493",789,"1,713","1,117","1,250","1,008","1,240","1,373","1,038","1,426","1,066","1,143","1,460","2,221","1,802"
2021,7,50,"33,222","1,765","1,171","2,428","1,753",785,"1,913","2,431",897,"1,772","1,369","1,406","1,197","1,450","1,581",766,"1,249","1,090","1,170","2,030","2,543","2,456"
2021,7,60,"31,983","1,780","1,077","2,152","1,726",719,"1,816","2,392",909,"1,623","1,241","1,392","1,264","1,446","1,395",771,"1,145","1,101","1,140","2,207","2,529","2,158"
2021,7,70,"19,918","1,139",683,"1,391","1,155",515,"1,164","1,497",616,"1,032",691,802,840,817,887,490,673,628,708,"1,434","1,405","1,351"
2021,7,80,"7,945",453,355,616,392,219,413,566,256,380,210,327,362,328,316,160,277,283,303,644,536,549
2021,7,90,"1,245",78,52,81,60,24,68,98,25,50,45,38,55,60,51,30,40,36,48,124,88,94
2021,7,100,88,6,2,5,4,2,2,3,5,2,3,4,3,6,3,4,3,3,1,6,13,8
2021,8,총,"242,996","12,431","7,802","15,225","14,942","8,385","18,392","17,034","7,950","13,255","9,388","10,942","8,941","10,448","11,238","10,392","7,850","8,540","9,384","11,312","15,716","13,429"
2021,8,0,"9,996",561,569,905,530,308,608,920,172,500,443,309,279,371,356,170,565,309,329,383,814,595
2021,8,10,"13,573",693,560,"1,363",674,419,832,"1,310",295,742,422,392,412,512,506,254,691,412,463,674,"1,102",845
2021,8,20,"55,878","2,499",880,"1,906","4,156","2,890","6,448","2,840","2,629","3,063","2,129","3,167","2,153","2,491","3,050","4,341",840,"2,187","2,522","1,260","2,434","1,993"
2021,8,30,"38,215","1,842","1,269","1,880","2,767","1,578","3,218","2,505","1,356","2,366","1,706","1,879","1,364","1,737","1,726","2,367",942,"1,434","1,564","1,095","2,008","1,612"
2021,8,40,"30,845","1,594","1,186","2,475","1,713",919,"1,921","2,472",797,"1,711","1,112","1,233","1,017","1,237","1,365","1,044","1,417","1,057","1,127","1,442","2,224","1,782"
2021,8,50,"33,163","1,769","1,164","2,432","1,748",781,"1,899","2,427",889,"1,771","1,370","1,397","1,190","1,446","1,580",760,"1,255","1,088","1,172","2,038","2,542","2,445"
2021,8,60,"32,016","1,795","1,080","2,150","1,735",719,"1,812","2,390",909,"1,633","1,246","1,391","1,263","1,444","1,402",768,"1,144","1,099","1,143","2,204","2,532","2,157"
2021,8,70,"19,967","1,136",687,"1,405","1,160",522,"1,167","1,505",615,"1,032",694,803,841,822,885,489,676,629,709,"1,439","1,409","1,342"
2021,8,80,"8,008",459,352,622,395,224,420,564,257,386,219,327,362,322,315,164,277,285,306,648,547,557
2021,8,90,"1,247",78,53,83,60,23,65,98,26,49,44,40,57,59,50,30,40,37,48,122,91,94
2021,8,100,88,5,2,4,4,2,2,3,5,2,3,4,3,7,3,5,3,3,1,7,13,7
2021,9,총,"242,809","12,418","7,815","15,213","14,907","8,457","18,355","17,060","7,928","13,256","9,404","10,942","8,925","10,411","11,245","10,401","7,840","8,543","9,366","11,240","15,682","13,401"
2021,9,0,"9,929",556,571,895,520,310,606,915,173,494,445,308,277,371,356,167,562,312,321,376,808,586
2021,9,10,"13,491",684,557,"1,363",668,419,811,"1,304",291,737,425,396,411,512,498,254,688,410,465,663,"1,102",833
2021,9,20,"55,895","2,510",880,"1,892","4,151","2,932","6,456","2,838","2,613","3,081","2,131","3,163","2,149","2,461","3,085","4,371",840,"2,185","2,504","1,249","2,429","1,975"
2021,9,30,"38,111","1,825","1,266","1,871","2,745","1,606","3,204","2,513","1,361","2,333","1,711","1,884","1,359","1,725","1,721","2,356",937,"1,428","1,572","1,082","1,989","1,623"
2021,9,40,"30,802","1,585","1,196","2,472","1,719",916,"1,911","2,479",792,"1,713","1,121","1,233","1,009","1,240","1,358","1,034","1,414","1,065","1,122","1,433","2,220","1,770"
2021,9,50,"33,153","1,770","1,167","2,437","1,753",776,"1,891","2,435",891,"1,786","1,363","1,398","1,194","1,443","1,578",765,"1,253","1,080","1,170","2,029","2,529","2,445"
2021,9,60,"32,045","1,804","1,078","2,159","1,726",718,"1,814","2,401",907,"1,631","1,246","1,387","1,267","1,438","1,400",765,"1,142","1,105","1,148","2,198","2,541","2,170"
2021,9,70,"19,990","1,141",688,"1,407","1,162",532,"1,175","1,509",615,"1,040",693,803,836,825,883,486,680,633,702,"1,431","1,414","1,335"
2021,9,80,"8,053",461,357,626,399,223,418,566,254,389,222,326,361,329,312,168,282,285,316,650,545,564
2021,9,90,"1,253",77,53,87,60,23,67,97,27,50,44,40,59,60,51,30,39,37,45,122,92,93
2021,9,100,87,5,2,4,4,2,2,3,4,2,3,4,3,7,3,5,3,3,1,7,13,7
2021,10,총,"242,513","12,434","7,792","15,196","14,899","8,451","18,372","17,048","7,885","13,262","9,413","10,888","8,865","10,377","11,215","10,463","7,839","8,548","9,357","11,168","15,644","13,397"
2021,10,0,"9,855",564,568,895,518,304,607,911,172,491,442,308,269,365,355,164,559,304,315,374,788,582
2021,10,10,"13,415",685,552,"1,359",664,415,806,"1,300",289,729,421,393,402,502,492,251,685,401,474,657,"1,103",835
2021,10,20,"55,747","2,512",884,"1,894","4,141","2,919","6,448","2,834","2,577","3,078","2,140","3,127","2,131","2,446","3,072","4,391",845,"2,185","2,496","1,232","2,425","1,970"
2021,10,30,"38,148","1,825","1,261","1,858","2,744","1,603","3,228","2,532","1,375","2,359","1,719","1,883","1,349","1,716","1,715","2,375",926,"1,438","1,553","1,076","1,990","1,623"
2021,10,40,"30,724","1,581","1,187","2,462","1,719",916,"1,906","2,466",792,"1,701","1,114","1,235","1,003","1,230","1,351","1,037","1,415","1,074","1,134","1,424","2,214","1,763"
2021,10,50,"33,109","1,778","1,164","2,443","1,744",782,"1,896","2,422",883,"1,788","1,368","1,392","1,192","1,448","1,571",773,"1,259","1,076","1,168","2,008","2,511","2,443"
2021,10,60,"32,075","1,811","1,073","2,166","1,729",729,"1,807","2,403",899,"1,629","1,245","1,381","1,266","1,443","1,398",776,"1,143","1,103","1,154","2,204","2,542","2,174"
2021,10,70,"19,986","1,133",687,"1,400","1,173",532,"1,180","1,502",615,"1,041",691,797,829,824,889,494,679,642,697,"1,410","1,423","1,348"
2021,10,80,"8,114",462,361,631,403,225,425,578,251,394,226,327,361,337,316,168,286,281,319,657,547,559
2021,10,90,"1,262",80,53,84,60,24,67,97,28,50,44,41,60,59,53,30,41,42,47,121,88,93
2021,10,100,78,3,2,4,4,2,2,3,4,2,3,4,3,7,3,4,1,2,0,5,13,7
2021,11,총,"242,060","12,406","7,786","15,143","14,914","8,446","18,349","17,017","7,861","13,248","9,387","10,876","8,826","10,336","11,208","10,535","7,826","8,574","9,321","11,050","15,591","13,360"
2021,11,0,"9,766",552,559,886,509,297,605,903,175,491,430,307,268,357,351,164,555,305,320,371,786,575
2021,11,10,"13,303",683,558,"1,358",659,414,790,"1,291",289,720,417,387,396,494,489,246,683,393,465,652,"1,093",826
2021,11,20,"55,636","2,509",874,"1,879","4,174","2,916","6,425","2,843","2,571","3,074","2,135","3,090","2,118","2,422","3,048","4,442",842,"2,213","2,473","1,221","2,402","1,965"
2021,11,30,"38,126","1,822","1,269","1,847","2,745","1,606","3,239","2,514","1,380","2,353","1,718","1,895","1,339","1,711","1,711","2,392",926,"1,446","1,548","1,052","2,010","1,603"
2021,11,40,"30,614","1,580","1,194","2,456","1,708",913,"1,906","2,466",785,"1,687","1,098","1,238","1,010","1,213","1,350","1,037","1,409","1,075","1,125","1,416","2,187","1,761"
2021,11,50,"33,074","1,762","1,167","2,440","1,751",789,"1,889","2,409",877,"1,794","1,367","1,398","1,184","1,459","1,579",778,"1,257","1,082","1,171","1,984","2,502","2,435"
2021,11,60,"32,073","1,820","1,075","2,160","1,733",726,"1,820","2,402",889,"1,630","1,249","1,381","1,254","1,444","1,413",775,"1,146","1,101","1,148","2,175","2,546","2,186"
2021,11,70,"19,971","1,130",674,"1,398","1,169",527,"1,173","1,506",616,"1,043",697,800,836,829,894,498,684,633,706,"1,400","1,412","1,346"
2021,11,80,"8,174",464,365,631,403,233,435,582,247,404,231,331,359,341,317,171,285,283,319,658,552,563
2021,11,90,"1,249",81,51,83,59,24,65,98,28,50,42,45,59,61,53,28,39,41,46,116,87,93
2021,11,100,74,3,0,5,4,1,2,3,4,2,3,4,3,5,3,4,0,2,0,5,14,7
2021,12,총,"241,708","12,398","7,760","15,118","14,891","8,385","18,339","17,004","7,840","13,246","9,365","10,897","8,808","10,349","11,215","10,563","7,823","8,610","9,284","10,926","15,562","13,325"
2021,12,0,"9,657",547,546,888,506,290,598,897,173,480,426,304,262,350,349,157,547,305,322,364,777,569
2021,12,10,"13,222",686,559,"1,347",652,405,790,"1,280",285,714,407,390,390,492,484,244,688,390,457,648,"1,093",821
2021,12,20,"55,662","2,500",872,"1,879","4,191","2,889","6,438","2,847","2,556","3,077","2,147","3,106","2,110","2,408","3,074","4,499",834,"2,226","2,443","1,194","2,402","1,970"
2021,12,30,"38,103","1,826","1,270","1,820","2,741","1,595","3,240","2,500","1,387","2,374","1,715","1,912","1,330","1,731","1,708","2,382",930,"1,452","1,534","1,046","2,010","1,600"
2021,12,40,"30,503","1,582","1,184","2,466","1,694",915,"1,900","2,465",779,"1,669","1,087","1,239","1,012","1,221","1,336","1,032","1,407","1,080","1,120","1,397","2,170","1,748"
2021,12,50,"33,045","1,760","1,173","2,437","1,749",782,"1,885","2,415",873,"1,790","1,360","1,392","1,179","1,456","1,599",774,"1,255","1,085","1,181","1,970","2,509","2,421"
2021,12,60,"32,039","1,824","1,068","2,163","1,724",724,"1,811","2,399",887,"1,644","1,251","1,371","1,257","1,445","1,391",770,"1,154","1,108","1,147","2,156","2,553","2,192"
2021,12,70,"19,931","1,125",673,"1,397","1,163",524,"1,171","1,512",613,"1,039",691,805,842,827,896,499,682,633,708,"1,381","1,412","1,338"
2021,12,80,"8,238",466,363,632,410,235,437,586,255,410,234,332,363,352,322,175,289,288,326,648,549,566
2021,12,90,"1,256",80,52,85,58,25,67,101,30,48,44,42,61,62,53,29,37,41,46,118,83,94
2021,12,100,52,2,0,4,3,1,2,2,2,1,3,4,2,5,3,2,0,2,0,4,4,6
