년도,월,나이,대구광역시 수성구,대구광역시 수성구 범어1동,대구광역시 수성구 범어2동,대구광역시 수성구 범어3동,대구광역시 수성구 범어4동,대구광역시 수성구 만촌1동,대구광역시 수성구 만촌2동,대구광역시 수성구 만촌3동,대구광역시 수성구 수성1가동,대구광역시 수성구 수성2.3가동,대구광역시 수성구 수성4가동,대구광역시 수성구 황금1동,대구광역시 수성구 황금2동,대구광역시 수성구 중동,대구광역시 수성구 상동,대구광역시 수성구 파동,대구광역시 수성구 두산동,대구광역시 수성구 지산1동,대구광역시 수성구 지산2동,대구광역시 수성구 범물1동,대구광역시 수성구 범물2동,대구광역시 수성구 고산1동,대구광역시 수성구 고산2동,대구광역시 수성구 고산3동
2021,3,총,"204,586","7,676","7,758","7,871","9,799","11,289","5,642","10,601","8,562","5,888","7,035","11,599","5,334","5,569","8,170","6,184","6,966","10,659","8,985","5,280","8,414","15,257","13,697","16,351"
2021,3,0,"15,255",678,575,969,914,935,258,792,597,565,421,"1,069",264,387,536,480,453,513,558,175,657,"1,161","1,023","1,275"
2021,3,10,"26,738","1,011",950,985,"2,353","1,298",626,"2,557","1,002",863,686,"2,093",428,380,695,541,583,"1,038",926,337,"1,032","2,388","1,746","2,220"
2021,3,20,"29,396","1,049","1,161","1,082","1,029","1,613","1,037","1,461","1,151",665,"1,098","1,457",867,731,"1,084",702,"1,164","1,783","1,324",721,"1,160","2,346","2,163","2,548"
2021,3,30,"20,702",703,984,925,606,"1,132",646,615,781,510,710,885,681,798,"1,037",756,923,"1,166",938,492,903,"1,376","1,460","1,675"
2021,3,40,"32,973","1,310","1,254","1,525","2,236","1,695",757,"1,957","1,441","1,155",935,"2,119",857,900,"1,207",935,"1,117","1,418","1,268",617,"1,328","2,464","2,042","2,436"
2021,3,50,"36,294","1,386","1,305","1,313","1,532","1,981","1,043","1,814","1,545",962,"1,359","2,082",953,991,"1,384",961,"1,334","1,920","1,618",984,"1,438","2,774","2,433","3,182"
2021,3,60,"24,960",826,881,625,625,"1,451",725,795,"1,006",648,"1,003","1,149",686,782,"1,277",946,862,"1,594","1,378","1,112","1,224","1,733","1,734","1,898"
2021,3,70,"12,589",461,465,307,354,798,381,423,686,365,534,515,424,409,680,631,381,865,653,602,514,686,730,725
2021,3,80,"5,211",232,172,124,138,357,162,170,328,143,257,211,161,174,254,209,134,332,295,219,147,297,334,361
2021,3,90,447,19,11,16,10,29,6,16,25,12,31,18,13,17,16,22,14,30,26,20,9,30,30,27
2021,3,100,21,1,0,0,2,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,2,2,2,4
2021,4,총,"204,076","7,748","7,708","7,879","9,821","11,253","5,611","10,576","8,519","5,879","7,011","11,569","5,332","5,568","8,112","6,189","6,970","10,627","8,964","5,272","8,399","15,172","13,606","16,291"
2021,4,0,"15,162",719,557,968,910,938,249,780,585,559,419,"1,053",265,388,525,483,448,516,547,175,656,"1,145","1,004","1,273"
2021,4,10,"26,603","1,021",949,981,"2,357","1,278",623,"2,537","1,005",862,685,"2,084",422,379,694,540,587,"1,022",921,332,"1,026","2,368","1,732","2,198"
2021,4,20,"29,282","1,031","1,149","1,093","1,038","1,614","1,028","1,474","1,146",657,"1,088","1,447",869,736,"1,060",699,"1,164","1,767","1,327",718,"1,159","2,322","2,157","2,539"
2021,4,30,"20,617",731,966,910,602,"1,135",636,611,777,512,710,877,681,789,"1,026",747,933,"1,171",933,490,901,"1,372","1,437","1,670"
2021,4,40,"32,849","1,346","1,251","1,531","2,229","1,679",758,"1,951","1,418","1,143",920,"2,130",858,902,"1,197",940,"1,108","1,414","1,262",620,"1,319","2,446","2,023","2,404"
2021,4,50,"36,224","1,375","1,306","1,311","1,547","1,975","1,035","1,821","1,540",974,"1,367","2,070",952,985,"1,384",967,"1,339","1,915","1,619",977,"1,430","2,755","2,411","3,169"
2021,4,60,"25,046",826,878,635,635,"1,451",727,792,"1,015",645,998,"1,158",685,790,"1,280",951,860,"1,593","1,381","1,117","1,233","1,741","1,743","1,912"
2021,4,70,"12,580",450,465,308,354,796,384,424,676,366,535,517,425,409,678,631,380,863,649,598,513,691,733,735
2021,4,80,"5,235",229,175,126,137,356,162,169,333,149,257,214,160,172,251,209,136,336,297,224,151,301,333,358
2021,4,90,457,19,12,16,10,31,8,16,24,12,31,18,15,18,17,21,14,30,27,20,9,29,31,29
2021,4,100,21,1,0,0,2,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,2,2,2,4
2021,5,총,"203,573","7,840","7,678","7,866","9,837","11,237","5,577","10,534","8,474","5,866","6,979","11,531","5,314","5,546","8,081","6,162","6,974","10,604","8,946","5,250","8,393","15,110","13,553","16,221"
2021,5,0,"15,114",745,552,972,902,935,241,771,583,551,417,"1,046",268,381,522,483,446,512,538,173,657,"1,151",998,"1,270"
2021,5,10,"26,449","1,023",938,977,"2,369","1,270",622,"2,525","1,003",864,679,"2,060",425,381,679,540,583,"1,009",918,330,"1,017","2,342","1,719","2,176"
2021,5,20,"29,147","1,038","1,143","1,088","1,038","1,618","1,013","1,475","1,135",659,"1,087","1,457",863,722,"1,056",682,"1,162","1,768","1,320",704,"1,153","2,311","2,144","2,511"
2021,5,30,"20,590",761,968,913,599,"1,127",634,605,764,501,709,866,677,781,"1,027",752,937,"1,168",932,494,906,"1,382","1,421","1,666"
2021,5,40,"32,643","1,375","1,237","1,528","2,231","1,668",754,"1,930","1,409","1,137",916,"2,109",854,904,"1,181",926,"1,099","1,400","1,251",623,"1,308","2,404","2,015","2,384"
2021,5,50,"36,218","1,374","1,307","1,314","1,560","1,982","1,033","1,814","1,526",983,"1,367","2,073",946,990,"1,384",965,"1,344","1,913","1,617",969,"1,443","2,755","2,405","3,154"
2021,5,60,"25,099",829,879,626,634,"1,447",724,802,"1,027",642,993,"1,167",681,787,"1,283",957,873,"1,597","1,387","1,118","1,230","1,741","1,751","1,924"
2021,5,70,"12,584",447,464,312,355,800,384,427,670,366,532,518,424,412,680,627,374,864,657,593,513,689,732,744
2021,5,80,"5,252",227,178,121,137,357,163,169,332,151,250,216,163,172,250,208,141,340,298,226,154,305,334,360
2021,5,90,456,20,12,15,10,33,8,15,25,12,29,18,13,16,19,21,14,32,27,19,10,28,32,28
2021,5,100,21,1,0,0,2,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,2,2,2,4
2021,6,총,"203,195","8,089","7,637","7,857","9,851","11,222","5,537","10,480","8,397","5,841","6,954","11,524","5,306","5,514","8,000","6,134","6,928","10,572","8,929","5,228","8,375","15,045","13,592","16,183"
2021,6,0,"15,098",806,547,960,899,941,238,758,581,543,417,"1,039",264,375,522,477,440,508,539,173,648,"1,135","1,021","1,267"
2021,6,10,"26,311","1,037",932,978,"2,377","1,261",625,"2,507",994,863,671,"2,046",420,389,673,540,577,"1,003",916,323,"1,000","2,315","1,704","2,160"
2021,6,20,"29,035","1,039","1,140","1,082","1,036","1,617",990,"1,471","1,135",651,"1,078","1,458",860,725,"1,048",675,"1,159","1,747","1,324",703,"1,151","2,308","2,138","2,500"
2021,6,30,"20,657",836,955,913,591,"1,122",633,600,758,494,711,871,679,770,"1,006",743,942,"1,178",927,489,909,"1,376","1,469","1,685"
2021,6,40,"32,561","1,444","1,239","1,519","2,228","1,670",747,"1,917","1,385","1,129",911,"2,103",850,903,"1,168",916,"1,076","1,393","1,252",616,"1,310","2,386","2,022","2,377"
2021,6,50,"36,071","1,393","1,298","1,326","1,576","1,979","1,023","1,801","1,510",980,"1,359","2,078",950,976,"1,375",960,"1,331","1,901","1,603",969,"1,434","2,742","2,385","3,122"
2021,6,60,"25,164",842,869,629,638,"1,451",728,814,"1,023",653,995,"1,173",682,779,"1,270",962,873,"1,604","1,388","1,112","1,237","1,757","1,748","1,937"
2021,6,70,"12,547",441,467,314,359,794,382,422,660,365,532,518,422,410,668,633,376,862,654,594,519,682,731,742
2021,6,80,"5,280",229,179,121,135,355,164,174,328,151,252,219,164,174,251,206,138,343,299,228,155,314,338,363
2021,6,90,455,21,11,15,10,32,7,16,23,12,28,18,15,13,19,21,15,32,27,20,10,28,34,28
2021,6,100,16,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,2,2,2
2021,7,총,"203,235","8,149","7,636","7,843","9,844","11,217","5,509","10,450","8,367","5,828","6,960","11,500","5,300","5,515","7,943","6,121","6,899","10,525","8,920","5,208","8,372","15,003","14,007","16,119"
2021,7,0,"15,106",826,539,950,882,935,239,754,567,538,419,"1,036",264,373,516,479,435,505,532,171,646,"1,123","1,137","1,240"
2021,7,10,"26,261","1,042",939,977,"2,380","1,268",620,"2,490","1,001",860,671,"2,035",411,382,672,541,573,999,913,319,995,"2,302","1,724","2,147"
2021,7,20,"28,955","1,038","1,142","1,077","1,046","1,608",973,"1,473","1,129",645,"1,072","1,456",858,723,"1,035",663,"1,158","1,718","1,332",695,"1,152","2,305","2,170","2,487"
2021,7,30,"20,713",847,961,908,576,"1,122",643,601,753,494,710,854,688,768,"1,006",743,935,"1,173",915,482,901,"1,371","1,592","1,670"
2021,7,40,"32,505","1,463","1,229","1,514","2,230","1,668",730,"1,901","1,365","1,123",914,"2,094",849,909,"1,158",916,"1,061","1,376","1,248",619,"1,313","2,365","2,098","2,362"
2021,7,50,"36,038","1,390","1,303","1,331","1,577","1,973","1,017","1,804","1,516",977,"1,355","2,089",946,974,"1,363",955,"1,328","1,899","1,611",957,"1,431","2,739","2,400","3,103"
2021,7,60,"25,304",848,870,636,644,"1,461",735,810,"1,032",656,"1,005","1,180",683,787,"1,260",960,877,"1,604","1,387","1,129","1,246","1,764","1,765","1,965"
2021,7,70,"12,552",445,466,313,359,787,380,425,651,370,532,518,419,409,662,633,373,866,652,590,522,689,743,748
2021,7,80,"5,330",229,176,122,138,363,165,176,329,153,253,217,168,177,253,209,143,350,304,225,155,316,342,367
2021,7,90,455,20,11,15,10,32,7,16,24,12,29,20,14,13,18,21,15,34,26,20,9,27,34,28
2021,7,100,16,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,2,2,2
2021,8,총,"203,120","8,186","7,606","7,843","9,841","11,206","5,504","10,419","8,347","5,812","6,949","11,483","5,287","5,517","7,914","6,099","6,912","10,488","8,883","5,205","8,347","14,942","14,203","16,127"
2021,8,0,"15,074",829,533,956,878,936,239,743,561,526,413,"1,034",264,379,505,473,440,486,528,174,634,"1,120","1,185","1,238"
2021,8,10,"26,188","1,047",930,981,"2,394","1,253",623,"2,483","1,001",867,672,"2,018",409,379,668,536,575,986,906,313,993,"2,289","1,729","2,136"
2021,8,20,"28,860","1,037","1,153","1,072","1,045","1,592",956,"1,469","1,110",637,"1,067","1,453",857,723,"1,026",667,"1,145","1,723","1,318",691,"1,153","2,296","2,186","2,484"
2021,8,30,"20,751",861,950,907,574,"1,139",653,596,758,488,711,851,682,768,"1,003",736,942,"1,164",920,484,888,"1,345","1,653","1,678"
2021,8,40,"32,399","1,473","1,212","1,511","2,210","1,656",725,"1,887","1,354","1,120",909,"2,082",845,907,"1,161",911,"1,070","1,370","1,231",619,"1,306","2,364","2,131","2,345"
2021,8,50,"36,062","1,389","1,313","1,333","1,589","1,969","1,022","1,805","1,518",980,"1,350","2,108",945,971,"1,347",958,"1,326","1,894","1,609",955,"1,433","2,720","2,418","3,110"
2021,8,60,"25,387",853,863,639,644,"1,472",729,815,"1,033",659,"1,014","1,180",683,789,"1,266",958,881,"1,616","1,388","1,129","1,244","1,776","1,776","1,980"
2021,8,70,"12,590",445,464,313,356,791,386,425,650,370,535,521,418,413,664,633,371,863,654,592,527,691,750,758
2021,8,80,"5,334",231,176,117,139,364,163,180,340,153,247,216,170,175,255,206,146,351,301,227,157,316,336,368
2021,8,90,459,20,12,14,10,34,8,16,22,12,31,19,14,13,19,20,15,34,28,20,10,23,37,28
2021,8,100,16,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,2,2,2
2021,9,총,"202,912","8,158","7,606","7,845","9,822","11,190","5,499","10,407","8,324","5,805","6,920","11,435","5,273","5,520","7,914","6,063","6,917","10,487","8,885","5,186","8,334","14,936","14,276","16,110"
2021,9,0,"14,968",822,531,947,868,923,243,725,552,519,412,"1,025",260,380,501,468,431,491,522,175,632,"1,108","1,191","1,242"
2021,9,10,"26,161","1,056",921,984,"2,399","1,260",616,"2,493","1,000",864,673,"2,008",408,379,663,533,577,984,904,307,987,"2,287","1,735","2,123"
2021,9,20,"28,746","1,024","1,141","1,071","1,045","1,581",957,"1,479","1,105",648,"1,054","1,451",842,726,"1,029",654,"1,136","1,710","1,309",685,"1,145","2,295","2,184","2,475"
2021,9,30,"20,760",862,954,905,568,"1,141",653,587,752,485,701,840,696,763,"1,001",728,963,"1,170",934,478,895,"1,345","1,667","1,672"
2021,9,40,"32,291","1,468","1,215","1,514","2,193","1,646",725,"1,878","1,354","1,107",904,"2,061",837,905,"1,159",908,"1,073","1,368","1,225",616,"1,294","2,365","2,133","2,343"
2021,9,50,"36,077","1,379","1,317","1,331","1,604","1,976","1,022","1,809","1,513",983,"1,347","2,115",942,971,"1,351",963,"1,321","1,885","1,614",956,"1,433","2,716","2,423","3,106"
2021,9,60,"25,450",852,872,643,639,"1,476",726,814,"1,040",661,"1,018","1,176",686,789,"1,268",951,883,"1,627","1,390","1,126","1,244","1,782","1,802","1,985"
2021,9,70,"12,626",446,463,317,354,789,384,426,650,371,532,520,419,418,665,631,371,862,662,589,536,695,761,765
2021,9,80,"5,358",228,181,119,139,363,165,179,335,155,248,220,170,176,256,206,147,356,297,233,158,318,339,370
2021,9,90,460,20,11,14,11,35,8,17,23,12,31,18,13,13,21,20,14,33,28,20,8,23,39,28
2021,9,100,15,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,2,2,1
2021,10,총,"202,574","8,116","7,588","7,812","9,844","11,175","5,474","10,389","8,307","5,791","6,892","11,436","5,260","5,507","7,900","6,071","6,895","10,459","8,885","5,162","8,324","14,924","14,263","16,100"
2021,10,0,"14,863",820,520,932,872,921,243,710,548,515,403,"1,027",255,375,501,469,427,492,521,172,625,"1,102","1,190","1,223"
2021,10,10,"26,106","1,062",926,977,"2,409","1,243",608,"2,493",997,865,671,"2,011",411,378,649,535,573,977,896,295,991,"2,291","1,725","2,123"
2021,10,20,"28,611",998,"1,125","1,070","1,049","1,583",954,"1,475","1,100",645,"1,046","1,446",834,728,"1,032",650,"1,130","1,700","1,299",688,"1,141","2,271","2,176","2,471"
2021,10,30,"20,689",854,952,887,558,"1,148",651,586,748,481,695,837,695,749,997,732,957,"1,169",937,476,900,"1,341","1,671","1,668"
2021,10,40,"32,170","1,458","1,209","1,513","2,197","1,645",715,"1,870","1,358","1,085",889,"2,051",839,903,"1,154",905,"1,073","1,369","1,225",610,"1,279","2,359","2,117","2,347"
2021,10,50,"36,104","1,376","1,319","1,336","1,616","1,975","1,013","1,815","1,511","1,001","1,350","2,126",942,969,"1,352",961,"1,309","1,870","1,618",945,"1,437","2,730","2,426","3,107"
2021,10,60,"25,528",853,879,646,635,"1,472",732,818,"1,038",658,"1,022","1,178",682,792,"1,265",962,892,"1,634","1,396","1,134","1,248","1,788","1,808","1,996"
2021,10,70,"12,641",445,462,317,355,785,384,425,644,373,537,523,419,421,671,626,372,856,665,589,533,700,770,769
2021,10,80,"5,388",230,186,119,140,370,164,178,340,157,249,218,169,179,258,211,149,359,299,231,159,316,339,368
2021,10,90,460,19,10,15,11,33,10,19,23,11,30,18,14,13,21,20,12,32,29,21,9,24,39,27
2021,10,100,14,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,2,2,1
2021,11,총,"202,137","8,045","7,564","7,788","9,816","11,144","5,443","10,365","8,295","5,790","6,839","11,446","5,246","5,498","7,895","6,050","6,874","10,453","8,870","5,161","8,315","14,887","14,280","16,073"
2021,11,0,"14,750",809,512,937,868,912,235,706,542,515,395,"1,017",255,372,499,468,418,490,521,168,628,"1,090","1,178","1,215"
2021,11,10,"26,051","1,063",923,978,"2,400","1,236",608,"2,478","1,002",867,665,"2,025",405,378,642,532,570,967,896,294,990,"2,293","1,734","2,105"
2021,11,20,"28,497",972,"1,131","1,056","1,048","1,585",939,"1,474","1,085",647,"1,034","1,454",831,718,"1,035",639,"1,136","1,701","1,289",681,"1,136","2,255","2,178","2,473"
2021,11,30,"20,591",852,939,882,551,"1,133",650,581,758,477,689,826,690,754,992,728,951,"1,170",920,479,893,"1,339","1,667","1,670"
2021,11,40,"32,051","1,451","1,195","1,506","2,185","1,638",712,"1,850","1,335","1,091",890,"2,041",842,900,"1,155",901,"1,067","1,372","1,226",608,"1,272","2,347","2,129","2,338"
2021,11,50,"36,099","1,368","1,321","1,333","1,616","1,965","1,008","1,838","1,522",991,"1,342","2,140",934,970,"1,349",958,"1,309","1,875","1,615",944,"1,436","2,730","2,434","3,101"
2021,11,60,"25,573",846,880,644,641,"1,486",733,815,"1,041",663,"1,018","1,173",684,791,"1,270",967,887,"1,626","1,409","1,134","1,255","1,787","1,815","2,008"
2021,11,70,"12,662",443,463,318,355,789,382,427,646,369,530,530,421,422,670,623,376,863,664,599,535,703,768,766
2021,11,80,"5,391",222,190,121,140,365,166,176,338,159,246,220,172,180,262,212,148,354,303,233,159,315,341,369
2021,11,90,462,19,10,13,11,35,10,20,26,11,30,19,12,13,21,21,12,34,27,20,9,26,36,27
2021,11,100,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,2,0,1
2021,12,총,"201,689","7,945","7,569","7,760","9,793","11,097","5,421","10,311","8,287","5,783","6,813","11,430","5,211","5,517","7,903","6,031","6,903","10,424","8,825","5,140","8,318","14,869","14,297","16,042"
2021,12,0,"14,668",794,512,927,861,898,231,700,546,509,397,"1,023",247,370,495,468,414,485,511,168,625,"1,102","1,180","1,205"
2021,12,10,"25,941","1,050",922,968,"2,411","1,229",597,"2,452",993,867,658,"2,014",403,383,652,530,564,962,889,290,993,"2,285","1,734","2,095"
2021,12,20,"28,375",955,"1,137","1,063","1,045","1,580",944,"1,470","1,081",646,"1,029","1,438",816,722,"1,031",628,"1,168","1,674","1,278",675,"1,130","2,229","2,173","2,463"
2021,12,30,"20,519",843,948,864,545,"1,120",645,576,760,477,690,827,693,760,981,721,956,"1,170",908,475,890,"1,338","1,679","1,653"
2021,12,40,"31,909","1,438","1,180","1,507","2,162","1,631",714,"1,852","1,323","1,090",886,"2,031",837,896,"1,157",899,"1,062","1,354","1,211",603,"1,271","2,354","2,119","2,332"
2021,12,50,"36,043","1,346","1,320","1,334","1,626","1,960",995,"1,826","1,524",989,"1,333","2,150",923,975,"1,352",960,"1,307","1,890","1,611",934,"1,434","2,719","2,435","3,100"
2021,12,60,"25,647",836,886,650,639,"1,487",734,816,"1,046",660,"1,011","1,177",685,793,"1,280",961,896,"1,629","1,421","1,133","1,267","1,798","1,826","2,016"
2021,12,70,"12,684",440,459,308,352,790,378,427,643,375,531,533,426,423,670,628,379,867,663,610,538,704,769,771
2021,12,80,"5,413",221,194,126,140,368,173,172,343,159,246,217,168,182,262,215,142,355,304,232,158,312,345,379
2021,12,90,483,22,11,13,11,34,10,20,28,11,32,19,13,13,23,21,15,37,29,19,10,27,37,28
2021,12,100,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0
