년도,월,나이,경기도 용인시,경기도 용인시 처인구,경기도 용인시 처인구 포곡읍,경기도 용인시 처인구 모현읍,경기도 용인시 처인구 이동읍,경기도 용인시 처인구 남사면,경기도 용인시 처인구 원삼면,경기도 용인시 처인구 백암면,경기도 용인시 처인구 양지면,경기도 용인시 처인구 중앙동,경기도 용인시 처인구 역삼동,경기도 용인시 처인구 유림동,경기도 용인시 처인구 동부동,경기도 용인시 기흥구,경기도 용인시 기흥구 신갈동,경기도 용인시 기흥구 영덕동,경기도 용인시 기흥구 영덕1동,경기도 용인시 기흥구 영덕2동,경기도 용인시 기흥구 구갈동,경기도 용인시 기흥구 상갈동,경기도 용인시 기흥구 보라동,경기도 용인시 기흥구 기흥동,경기도 용인시 기흥구 서농동,경기도 용인시 기흥구 구성동,경기도 용인시 기흥구 마북동,경기도 용인시 기흥구 동백1동,경기도 용인시 기흥구 동백2동,경기도 용인시 기흥구 동백3동,경기도 용인시 기흥구 동백동,경기도 용인시 기흥구 상하동,경기도 용인시 기흥구 보정동,경기도 용인시 수지구,경기도 용인시 수지구 풍덕천1동,경기도 용인시 수지구 풍덕천2동,경기도 용인시 수지구 신봉동,경기도 용인시 수지구 죽전1동,경기도 용인시 수지구 죽전2동,경기도 용인시 수지구 동천동,경기도 용인시 수지구 상현1동,경기도 용인시 수지구 상현2동,경기도 용인시 수지구 성복동,경기도 용인시 처인구 남사읍,경기도 용인시 처인구 역북동,경기도 용인시 처인구 삼가동,경기도 용인시 수지구 죽전3동,경기도 용인시 수지구 상현3동
2020,8,총,"541,519","125,493","16,037","12,266","9,859","11,599","3,955","4,279","9,193","12,061","22,126","17,755","6,363","223,161","19,495",,"15,486","8,806","21,222","6,533","16,943","10,703","12,550","20,386","16,595","17,086","13,898","12,048",,"12,775","18,635","192,865","18,556","21,389","19,702","29,500","9,406","25,005","25,269","17,547","26,491",,,,,
2020,8,0,"50,370","10,551","1,164",922,807,"1,582",169,102,632,799,"2,408","1,620",346,"21,378","1,724",,"1,790",942,"2,157",471,"1,501",939,"1,632","1,672","1,338","1,818","1,311","1,448",,980,"1,655","18,441","1,383","2,396","1,828","2,628",746,"2,813","2,448","1,659","2,540",,,,,
2020,8,10,"60,024","12,695","1,817","1,125",868,924,288,556,"1,198","1,075","2,177","2,135",532,"24,848","1,780",,"1,727",625,"1,708",650,"2,120","1,013","1,206","2,360","1,504","2,825","2,301","1,461",,"1,367","2,201","22,481","1,822","2,871","2,583","3,584",772,"2,599","3,077","2,071","3,102",,,,,
2020,8,20,"65,848","15,631","2,048","1,435",899,953,335,371,"1,037","2,043","3,412","2,245",853,"27,059","2,569",,"1,789","1,183","3,415",921,"1,952","1,144","2,025","2,056","2,001","1,721","1,479","1,146",,"1,658","2,000","23,158","2,662","2,493","1,982","3,912","1,405","2,758","3,303","1,936","2,707",,,,,
2020,8,30,"74,748","16,122","1,832","1,461","1,080","2,147",305,291,"1,008","1,447","3,672","2,257",622,"31,077","3,010",,"2,471","1,577","4,002",873,"2,065","1,418","2,320","2,268","2,157","1,956","1,463","1,705",,"1,488","2,304","27,549","2,933","3,387","2,237","3,753","1,651","4,285","3,632","2,338","3,333",,,,,
2020,8,40,"101,413","20,509","2,898","2,005","1,513","1,794",475,405,"1,401","1,838","3,798","3,391",991,"42,966","3,342",,"3,060","1,370","3,466","1,168","3,325","1,895","2,126","4,068","2,791","4,177","3,391","2,518",,"2,384","3,885","37,938","3,188","4,669","4,336","5,768","1,555","4,822","4,932","3,437","5,231",,,,,
2020,8,50,"80,091","20,740","2,732","2,092","1,772","1,559",754,748,"1,624","2,087","3,190","2,887","1,295","32,468","3,043",,"2,348","1,423","3,189","1,034","2,493","1,764","1,648","2,916","2,564","2,131","1,917","1,301",,"2,159","2,538","26,883","2,686","2,661","2,720","4,337","1,455","3,433","3,464","2,497","3,630",,,,,
2020,8,60,"54,582","15,117","1,777","1,704","1,469","1,440",793,799,"1,197","1,463","1,897","1,634",944,"21,638","1,987",,"1,317",853,"1,806",648,"1,758","1,398",901,"2,418","1,981","1,164",996,"1,155",,"1,402","1,854","17,827","1,917","1,246","1,875","2,668",927,"2,349","2,188","1,675","2,982",,,,,
2020,8,70,"35,487","8,555","1,078",968,836,749,462,516,605,811,"1,008","1,017",505,"14,302","1,353",,609,385,993,511,"1,170",735,454,"1,780","1,525",877,668,893,,858,"1,491","12,630","1,293","1,058","1,509","1,868",564,"1,354","1,509","1,349","2,126",,,,,
2020,8,80,"15,809","4,633",599,457,498,372,311,416,391,412,463,491,223,"6,220",590,,314,349,398,221,476,323,205,691,625,359,309,372,,401,587,"4,956",575,531,532,834,270,471,577,485,681,,,,,
2020,8,90,"2,987",882,92,91,109,74,59,71,91,79,94,75,47,"1,153",91,,59,98,82,35,77,71,32,152,106,55,60,49,,73,113,952,86,74,98,143,59,117,130,94,151,,,,,
2020,8,100,160,58,0,6,8,5,4,4,9,7,7,3,5,52,6,,2,1,6,1,6,3,1,5,3,3,3,0,,5,7,50,11,3,2,5,2,4,9,6,8,,,,,
2020,9,총,"541,544","125,602","16,046","12,308","9,876","11,602","3,952","4,195","9,248","12,080","22,197","17,767","6,331","223,095","19,475",,"15,482","8,832","21,180","6,523","16,942","10,745","12,528","20,372","16,610","17,096","13,897","12,035",,"12,749","18,629","192,847","18,519","21,328","19,705","29,492","9,374","25,036","25,225","17,540","26,628",,,,,
2020,9,0,"50,075","10,494","1,152",917,799,"1,595",167,102,618,802,"2,395","1,608",339,"21,223","1,713",,"1,777",939,"2,152",467,"1,493",932,"1,617","1,664","1,329","1,807","1,290","1,442",,961,"1,640","18,358","1,364","2,368","1,820","2,611",742,"2,799","2,439","1,667","2,548",,,,,
2020,9,10,"59,898","12,606","1,817","1,128",864,922,288,499,"1,197","1,071","2,179","2,110",531,"24,803","1,767",,"1,718",629,"1,700",653,"2,104","1,021","1,205","2,348","1,507","2,822","2,305","1,458",,"1,371","2,195","22,489","1,806","2,859","2,593","3,574",774,"2,607","3,094","2,052","3,130",,,,,
2020,9,20,"65,905","15,657","2,046","1,448",908,930,334,358,"1,052","2,046","3,439","2,257",839,"27,143","2,565",,"1,810","1,183","3,419",915,"1,965","1,165","2,036","2,063","2,002","1,732","1,498","1,123",,"1,660","2,007","23,105","2,658","2,481","1,959","3,897","1,393","2,766","3,277","1,954","2,720",,,,,
2020,9,30,"74,392","16,059","1,816","1,443","1,077","2,138",304,287,"1,021","1,438","3,674","2,245",616,"30,859","3,002",,"2,453","1,576","3,963",868,"2,037","1,414","2,302","2,251","2,143","1,952","1,443","1,696",,"1,472","2,287","27,474","2,930","3,383","2,239","3,756","1,634","4,264","3,620","2,315","3,333",,,,,
2020,9,40,"101,369","20,541","2,914","2,013","1,507","1,796",471,401,"1,414","1,843","3,806","3,387",989,"42,891","3,327",,"3,054","1,368","3,455","1,171","3,321","1,890","2,136","4,056","2,785","4,165","3,404","2,505",,"2,366","3,888","37,937","3,170","4,665","4,334","5,753","1,542","4,852","4,926","3,446","5,249",,,,,
2020,9,50,"80,409","20,789","2,730","2,108","1,770","1,560",754,738,"1,637","2,085","3,212","2,906","1,289","32,668","3,052",,"2,357","1,442","3,214","1,035","2,509","1,788","1,632","2,932","2,588","2,148","1,921","1,313",,"2,179","2,558","26,952","2,696","2,666","2,716","4,353","1,462","3,436","3,456","2,504","3,663",,,,,
2020,9,60,"54,859","15,262","1,791","1,727","1,493","1,449",798,806,"1,205","1,474","1,913","1,658",948,"21,720","2,003",,"1,329",856,"1,814",644,"1,770","1,398",907,"2,414","1,992","1,173","1,002","1,157",,"1,402","1,859","17,877","1,917","1,249","1,883","2,681",923,"2,360","2,199","1,669","2,996",,,,,
2020,9,70,"35,542","8,570","1,084",961,841,742,461,511,606,817,"1,014","1,024",509,"14,315","1,350",,613,384,978,509,"1,172",743,454,"1,790","1,524",879,661,910,,861,"1,487","12,657","1,300","1,054","1,520","1,873",570,"1,351","1,504","1,346","2,139",,,,,
2020,9,80,"15,914","4,669",601,464,496,386,312,417,398,419,463,493,220,"6,251",595,,307,354,393,224,484,320,207,696,631,359,310,383,,401,587,"4,994",577,529,538,847,271,476,576,488,692,,,,,
2020,9,90,"3,021",895,95,93,112,79,59,71,91,78,95,76,46,"1,169",95,,62,100,86,36,81,71,31,153,105,56,60,48,,71,114,957,90,71,101,142,61,121,125,94,152,,,,,
2020,9,100,160,60,0,6,9,5,4,5,9,7,7,3,5,53,6,,2,1,6,1,6,3,1,5,4,3,3,0,,5,7,47,11,3,2,5,2,4,9,5,6,,,,,
2020,10,총,"541,569","125,640","16,078","12,346","9,858","11,650","3,946","4,113","9,212","12,114","22,221","17,782","6,320","223,054","19,461",,"15,462","8,860","21,133","6,512","16,954","10,772","12,534","20,363","16,579","17,121","13,901","12,056",,"12,739","18,607","192,875","18,485","21,284","19,672","29,480","9,379","25,097","25,207","17,525","26,746",,,,,
2020,10,0,"49,740","10,464","1,145",915,792,"1,613",164,105,619,804,"2,380","1,591",336,"21,040","1,697",,"1,759",935,"2,129",458,"1,487",927,"1,602","1,652","1,301","1,789","1,286","1,439",,961,"1,618","18,236","1,356","2,347","1,784","2,580",734,"2,787","2,437","1,660","2,551",,,,,
2020,10,10,"59,697","12,459","1,819","1,125",854,928,283,414,"1,160","1,074","2,175","2,104",523,"24,790","1,768",,"1,724",634,"1,678",654,"2,098","1,021","1,210","2,353","1,517","2,831","2,289","1,459",,"1,366","2,188","22,448","1,800","2,845","2,586","3,560",781,"2,614","3,075","2,049","3,138",,,,,
2020,10,20,"66,028","15,702","2,062","1,461",906,924,334,355,"1,059","2,056","3,449","2,259",837,"27,184","2,562",,"1,805","1,177","3,432",918,"1,973","1,174","2,038","2,050","1,994","1,742","1,522","1,121",,"1,652","2,024","23,142","2,641","2,473","1,967","3,913","1,388","2,774","3,276","1,948","2,762",,,,,
2020,10,30,"74,064","16,011","1,809","1,445","1,070","2,145",305,287,"1,014","1,432","3,646","2,246",612,"30,663","2,978",,"2,431","1,575","3,936",861,"2,031","1,410","2,290","2,233","2,119","1,935","1,427","1,696",,"1,457","2,284","27,390","2,913","3,363","2,239","3,758","1,633","4,254","3,601","2,303","3,326",,,,,
2020,10,40,"101,284","20,593","2,903","2,020","1,510","1,820",473,399,"1,418","1,846","3,836","3,383",985,"42,802","3,305",,"3,062","1,375","3,440","1,169","3,300","1,885","2,136","4,046","2,788","4,158","3,391","2,507",,"2,370","3,870","37,889","3,173","4,646","4,314","5,713","1,546","4,864","4,930","3,441","5,262",,,,,
2020,10,50,"80,754","20,807","2,748","2,117","1,771","1,558",753,734,"1,619","2,096","3,224","2,906","1,281","32,877","3,073",,"2,368","1,449","3,242","1,035","2,539","1,803","1,635","2,953","2,595","2,172","1,938","1,320",,"2,184","2,571","27,070","2,692","2,685","2,732","4,369","1,469","3,447","3,472","2,519","3,685",,,,,
2020,10,60,"55,110","15,375","1,808","1,721","1,502","1,455",796,814,"1,222","1,488","1,924","1,688",957,"21,781","2,018",,"1,330",864,"1,809",644,"1,758","1,408",924,"2,415","1,993","1,178","1,012","1,158",,"1,413","1,857","17,954","1,938","1,255","1,883","2,699",921,"2,378","2,191","1,673","3,016",,,,,
2020,10,70,"35,653","8,586","1,089",973,835,735,463,507,608,814,"1,019","1,027",516,"14,361","1,349",,612,383,985,507,"1,193",747,455,"1,793","1,531",891,656,912,,858,"1,489","12,706","1,293","1,062","1,522","1,888",566,"1,370","1,513","1,340","2,152",,,,,
2020,10,80,"16,043","4,683",599,466,499,390,313,421,395,419,465,494,222,"6,321",609,,306,365,395,230,485,319,213,710,627,364,316,395,,401,586,"5,039",576,532,541,854,279,487,578,497,695,,,,,
2020,10,90,"3,032",897,96,97,111,77,58,72,88,77,96,81,44,"1,181",96,,63,102,81,35,84,75,30,153,110,58,61,49,,71,113,954,92,73,102,140,60,118,125,91,153,,,,,
2020,10,100,164,63,0,6,8,5,4,5,10,8,7,3,7,54,6,,2,1,6,1,6,3,1,5,4,3,3,0,,6,7,47,11,3,2,6,2,4,9,4,6,,,,,
2020,11,총,"541,302","125,563","16,089","12,404","9,877","11,655","3,941","3,979","9,103","12,133","22,278","17,773","6,331","223,070","19,467",,"15,435","8,903","21,105","6,500","16,959","10,790","12,576","20,336","16,554","17,118","13,888","12,077",,"12,746","18,616","192,669","18,433","21,265","19,632","29,456","9,398","25,125","25,145","17,468","26,747",,,,,
2020,11,0,"49,430","10,411","1,141",923,789,"1,593",161,105,623,796,"2,383","1,564",333,"20,915","1,688",,"1,740",936,"2,121",451,"1,474",920,"1,601","1,623","1,296","1,780","1,282","1,440",,946,"1,617","18,104","1,340","2,325","1,763","2,555",728,"2,784","2,437","1,644","2,528",,,,,
2020,11,10,"59,345","12,216","1,812","1,121",853,947,279,299,"1,035","1,066","2,163","2,111",530,"24,745","1,757",,"1,705",634,"1,662",650,"2,105","1,023","1,217","2,371","1,517","2,817","2,281","1,454",,"1,360","2,192","22,384","1,808","2,839","2,586","3,528",786,"2,601","3,055","2,036","3,145",,,,,
2020,11,20,"66,225","15,752","2,078","1,468",919,916,333,338,"1,052","2,087","3,481","2,257",823,"27,290","2,570",,"1,814","1,181","3,435",921,"1,983","1,185","2,045","2,055","1,994","1,750","1,533","1,131",,"1,663","2,030","23,183","2,630","2,503","1,976","3,944","1,387","2,787","3,247","1,946","2,763",,,,,
2020,11,30,"73,826","15,981","1,804","1,442","1,075","2,124",306,292,"1,021","1,421","3,651","2,225",620,"30,545","2,982",,"2,420","1,593","3,915",858,"2,028","1,404","2,287","2,221","2,104","1,916","1,396","1,700",,"1,459","2,262","27,300","2,931","3,328","2,233","3,753","1,631","4,250","3,589","2,284","3,301",,,,,
2020,11,40,"101,208","20,595","2,891","2,046","1,508","1,841",465,396,"1,417","1,840","3,830","3,383",978,"42,774","3,312",,"3,051","1,374","3,443","1,165","3,277","1,879","2,161","4,025","2,787","4,157","3,395","2,505",,"2,362","3,881","37,839","3,133","4,652","4,308","5,695","1,549","4,884","4,924","3,434","5,260",,,,,
2020,11,50,"80,946","20,861","2,753","2,117","1,770","1,558",763,725,"1,622","2,098","3,245","2,924","1,286","32,962","3,065",,"2,375","1,455","3,249","1,037","2,550","1,817","1,634","2,961","2,598","2,184","1,945","1,323",,"2,194","2,575","27,123","2,686","2,684","2,743","4,390","1,479","3,451","3,469","2,513","3,708",,,,,
2020,11,60,"55,314","15,480","1,822","1,738","1,511","1,463",793,827,"1,229","1,497","1,937","1,696",967,"21,844","2,023",,"1,342",869,"1,817",646,"1,768","1,407",928,"2,398","1,989","1,186","1,022","1,158",,"1,421","1,870","17,990","1,934","1,256","1,864","2,715",929,"2,392","2,196","1,677","3,027",,,,,
2020,11,70,"35,667","8,594","1,091",975,831,738,465,498,606,820,"1,018","1,032",520,"14,402","1,357",,619,388,978,505,"1,194",754,457,"1,806","1,531",897,654,921,,859,"1,482","12,671","1,288","1,066","1,522","1,875",565,"1,356","1,512","1,336","2,151",,,,,
2020,11,80,"16,119","4,699",600,467,498,390,315,423,402,421,468,494,221,"6,341",610,,302,369,396,231,489,324,212,715,626,369,315,393,,403,587,"5,079",583,536,538,857,281,496,583,499,706,,,,,
2020,11,90,"3,057",909,97,101,115,79,57,71,86,79,95,83,46,"1,198",96,,64,103,83,35,85,74,33,156,108,60,63,52,,73,113,950,91,73,97,137,61,119,125,95,152,,,,,
2020,11,100,165,65,0,6,8,6,4,5,10,8,7,4,7,54,7,,3,1,6,1,6,3,1,5,4,2,2,0,,6,7,46,9,3,2,7,2,5,8,4,6,,,,,
2020,12,총,"541,329","125,524","16,070","12,473","9,893","11,698","3,950","3,900","8,953","12,177","22,277","17,801","6,332","223,172","19,479",,"15,458","8,887","21,096","6,501","16,962","10,786","12,650","20,332","16,554","17,152","13,861","12,089",,"12,750","18,615","192,633","18,455","21,238","19,629","29,440","9,382","25,108","25,114","17,488","26,779",,,,,
2020,12,0,"49,264","10,388","1,130",928,790,"1,596",158,106,627,789,"2,371","1,564",329,"20,841","1,696",,"1,735",929,"2,118",447,"1,461",916,"1,598","1,613","1,292","1,772","1,271","1,436",,943,"1,614","18,035","1,330","2,321","1,755","2,525",726,"2,774","2,433","1,643","2,528",,,,,
2020,12,10,"58,971","11,928","1,758","1,129",859,946,272,227,884,"1,060","2,169","2,102",522,"24,717","1,743",,"1,706",629,"1,655",647,"2,121","1,027","1,226","2,356","1,515","2,817","2,278","1,455",,"1,350","2,192","22,326","1,810","2,809","2,589","3,511",789,"2,586","3,047","2,038","3,147",,,,,
2020,12,20,"66,418","15,745","2,101","1,476",918,911,322,336,"1,027","2,097","3,490","2,244",823,"27,406","2,574",,"1,835","1,174","3,441",920,"1,975","1,190","2,089","2,080","1,994","1,768","1,536","1,131",,"1,660","2,039","23,267","2,629","2,524","1,978","3,982","1,375","2,768","3,263","1,974","2,774",,,,,
2020,12,30,"73,557","15,988","1,798","1,447","1,065","2,137",308,291,"1,031","1,420","3,637","2,237",617,"30,362","2,987",,"2,388","1,594","3,886",856,"2,009","1,389","2,274","2,186","2,108","1,919","1,359","1,691",,"1,465","2,251","27,207","2,943","3,332","2,226","3,719","1,633","4,248","3,569","2,264","3,273",,,,,
2020,12,40,"101,182","20,627","2,861","2,061","1,520","1,847",487,399,"1,426","1,845","3,821","3,383",977,"42,747","3,308",,"3,048","1,364","3,467","1,161","3,285","1,879","2,170","4,015","2,776","4,142","3,400","2,501",,"2,353","3,878","37,808","3,133","4,630","4,307","5,689","1,546","4,877","4,912","3,436","5,278",,,,,
2020,12,50,"81,142","20,920","2,792","2,131","1,766","1,560",763,717,"1,615","2,101","3,250","2,934","1,291","33,064","3,069",,"2,398","1,445","3,233","1,048","2,554","1,795","1,641","2,994","2,607","2,207","1,952","1,329",,"2,204","2,588","27,158","2,683","2,685","2,749","4,400","1,470","3,457","3,473","2,528","3,713",,,,,
2020,12,60,"55,591","15,602","1,834","1,746","1,520","1,483",796,829,"1,234","1,525","1,949","1,714",972,"21,941","2,024",,"1,348",886,"1,821",645,"1,777","1,430",944,"2,391","1,986","1,194","1,029","1,169",,"1,433","1,864","18,048","1,960","1,260","1,860","2,731",936,"2,406","2,194","1,671","3,030",,,,,
2020,12,70,"35,728","8,619","1,094",975,838,737,467,493,609,829,"1,015","1,042",520,"14,431","1,364",,619,388,987,506,"1,187",756,454,"1,811","1,530",900,652,926,,862,"1,489","12,678","1,289","1,065","1,523","1,874",565,"1,361","1,510","1,326","2,165",,,,,
2020,12,80,"16,242","4,725",602,470,498,394,314,426,405,423,470,495,228,"6,405",612,,309,373,397,236,501,328,219,724,632,373,317,399,,400,585,"5,112",581,537,541,867,279,504,583,506,714,,,,,
2020,12,90,"3,066",917,100,104,111,81,59,70,86,80,98,82,46,"1,202",95,,69,103,85,34,86,73,33,156,110,58,65,52,,74,109,947,89,72,99,135,61,122,121,98,150,,,,,
2020,12,100,168,65,0,6,8,6,4,6,9,8,7,4,7,56,7,,3,2,6,1,6,3,2,6,4,2,2,0,,6,6,47,8,3,2,7,2,5,9,4,7,,,,,
2021,1,총,"541,823","125,661","16,065","12,543","9,922","11,722","3,961","3,862","8,897","12,201","22,316","17,827","6,345","223,240","19,489",,"15,461","8,898","21,088","6,469","16,988","10,819","12,712","20,306","16,544","17,139","13,872","12,089",,"12,726","18,640","192,922","18,491","21,262","19,668","29,423","9,375","25,180","25,100","17,508","26,915",,,,,
2021,1,0,"48,942","10,304","1,121",927,782,"1,581",165,101,617,769,"2,357","1,556",328,"20,692","1,686",,"1,719",924,"2,105",435,"1,464",899,"1,592","1,601","1,285","1,745","1,259","1,431",,932,"1,615","17,946","1,337","2,320","1,735","2,489",723,"2,762","2,432","1,637","2,511",,,,,
2021,1,10,"58,944","11,872","1,732","1,141",857,957,263,212,850,"1,068","2,182","2,094",516,"24,700","1,750",,"1,700",632,"1,655",639,"2,119","1,043","1,235","2,334","1,509","2,820","2,272","1,450",,"1,342","2,200","22,372","1,796","2,803","2,588","3,518",788,"2,598","3,039","2,050","3,192",,,,,
2021,1,20,"66,507","15,765","2,107","1,493",921,907,325,330,"1,018","2,107","3,487","2,241",829,"27,477","2,572",,"1,851","1,166","3,428",927,"1,976","1,199","2,112","2,091","1,997","1,774","1,556","1,121",,"1,664","2,043","23,265","2,626","2,532","2,002","3,975","1,363","2,775","3,236","1,965","2,791",,,,,
2021,1,30,"73,307","15,938","1,792","1,450","1,064","2,120",310,286,"1,030","1,416","3,627","2,223",620,"30,208","2,973",,"2,387","1,589","3,883",847,"1,998","1,381","2,290","2,163","2,075","1,888","1,348","1,694",,"1,459","2,233","27,161","2,964","3,331","2,218","3,704","1,621","4,223","3,569","2,261","3,270",,,,,
2021,1,40,"101,174","20,689","2,859","2,057","1,523","1,892",491,393,"1,414","1,856","3,837","3,398",969,"42,671","3,318",,"3,023","1,377","3,459","1,153","3,275","1,880","2,177","3,991","2,795","4,137","3,400","2,487",,"2,316","3,883","37,814","3,129","4,619","4,306","5,652","1,547","4,909","4,903","3,436","5,313",,,,,
2021,1,50,"81,412","20,959","2,800","2,152","1,781","1,547",753,707,"1,609","2,104","3,262","2,954","1,290","33,154","3,048",,"2,400","1,443","3,232","1,036","2,574","1,805","1,638","3,014","2,610","2,230","1,962","1,334",,"2,236","2,592","27,299","2,689","2,708","2,777","4,425","1,474","3,464","3,481","2,540","3,741",,,,,
2021,1,60,"56,020","15,757","1,855","1,754","1,528","1,503",808,839,"1,250","1,536","1,972","1,727",985,"22,105","2,057",,"1,371",892,"1,840",653,"1,793","1,437",950,"2,413","1,989","1,200","1,038","1,173",,"1,427","1,872","18,158","1,971","1,276","1,855","2,745",950,"2,429","2,212","1,679","3,041",,,,,
2021,1,70,"35,871","8,653","1,100",977,845,740,469,494,615,825,"1,020","1,045",523,"14,494","1,363",,628,389,994,511,"1,184",766,463,"1,804","1,529",908,656,937,,870,"1,492","12,724","1,296","1,052","1,535","1,883",566,"1,376","1,512","1,325","2,179",,,,,
2021,1,80,"16,397","4,743",598,478,502,386,313,425,400,434,474,503,230,"6,472",619,,310,377,401,234,510,329,219,732,642,376,316,409,,403,595,"5,182",584,545,553,887,281,510,587,516,719,,,,,
2021,1,90,"3,078",913,101,108,110,83,59,69,84,78,91,82,48,"1,210",94,,69,107,85,33,89,77,34,157,109,59,63,53,,71,110,955,90,73,98,138,60,128,120,96,152,,,,,
2021,1,100,171,68,0,6,9,6,5,6,10,8,7,4,7,57,9,,3,2,6,1,6,3,2,6,4,2,2,0,,6,5,46,9,3,1,7,2,6,9,3,6,,,,,
2021,2,총,"542,314","125,872","16,100","12,650","9,951",0,"3,956","3,870","8,887","12,207","22,296","17,867","6,338","223,138","19,456",,"15,431","8,859","21,053","6,448","17,000","10,850","12,762","20,330","16,507","17,132","13,893","12,066",,"12,732","18,619","193,304","18,451","21,179","19,620","29,339","9,336","25,175","25,098","17,450","27,656","11,750",,,,
2021,2,0,"48,763","10,275","1,127",930,783,0,169,104,611,763,"2,332","1,548",324,"20,499","1,671",,"1,700",905,"2,090",427,"1,450",900,"1,582","1,596","1,262","1,725","1,271","1,414",,919,"1,587","17,989","1,322","2,291","1,739","2,450",709,"2,748","2,437","1,618","2,675","1,584",,,,
2021,2,10,"58,909","11,863","1,725","1,165",855,0,242,212,822,"1,081","2,174","2,110",509,"24,687","1,739",,"1,706",623,"1,654",635,"2,106","1,053","1,247","2,332","1,491","2,830","2,271","1,447",,"1,344","2,209","22,359","1,783","2,776","2,577","3,486",778,"2,594","3,032","2,054","3,279",968,,,,
2021,2,20,"66,433","15,780","2,105","1,511",929,0,320,331,"1,026","2,098","3,505","2,237",823,"27,446","2,565",,"1,847","1,156","3,411",930,"1,986","1,182","2,155","2,089","1,989","1,775","1,549","1,123",,"1,650","2,039","23,207","2,612","2,520","1,984","3,966","1,355","2,769","3,238","1,943","2,820",895,,,,
2021,2,30,"73,057","15,909","1,786","1,458","1,067",0,312,290,"1,028","1,413","3,592","2,222",628,"30,014","2,959",,"2,358","1,584","3,870",832,"1,989","1,376","2,279","2,150","2,063","1,867","1,349","1,676",,"1,464","2,198","27,134","2,956","3,307","2,205","3,678","1,596","4,198","3,537","2,237","3,420","2,113",,,,
2021,2,40,"101,227","20,677","2,849","2,080","1,525",0,495,395,"1,407","1,853","3,825","3,388",954,"42,675","3,306",,"3,027","1,375","3,456","1,157","3,269","1,896","2,177","4,007","2,790","4,148","3,393","2,482",,"2,305","3,887","37,875","3,098","4,609","4,275","5,628","1,544","4,897","4,900","3,427","5,497","1,906",,,,
2021,2,50,"81,781","21,028","2,824","2,162","1,779",0,750,703,"1,611","2,106","3,281","2,980","1,293","33,289","3,051",,"2,391","1,451","3,242","1,040","2,591","1,809","1,645","3,022","2,620","2,238","1,979","1,341",,"2,258","2,611","27,464","2,711","2,722","2,786","4,432","1,485","3,484","3,492","2,544","3,808","1,539",,,,
2021,2,60,"56,369","15,898","1,876","1,768","1,541",0,821,842,"1,269","1,550","1,976","1,740",995,"22,183","2,074",,"1,391",886,"1,842",653,"1,808","1,448",953,"2,410","1,997","1,201","1,046","1,176",,"1,431","1,867","18,288","1,985","1,279","1,860","2,780",957,"2,461","2,219","1,678","3,069","1,520",,,,
2021,2,70,"35,953","8,677","1,104",976,845,0,469,495,619,817,"1,036","1,045",523,"14,523","1,364",,628,390,992,504,"1,184",770,466,"1,814","1,531",905,652,944,,875,"1,504","12,753","1,301","1,049","1,537","1,877",568,"1,375","1,522","1,332","2,192",748,,,,
2021,2,80,"16,534","4,771",601,488,508,0,310,421,400,441,474,511,232,"6,546",626,,310,381,404,235,524,337,222,743,648,382,318,408,,407,601,"5,217",582,549,555,896,278,519,590,516,732,385,,,,
2021,2,90,"3,115",926,103,106,110,0,63,71,84,77,94,82,50,"1,221",93,,70,106,86,34,88,76,34,161,112,59,63,55,,73,111,968,92,74,101,138,64,122,122,98,157,86,,,,
2021,2,100,173,68,0,6,9,0,5,6,10,8,7,4,7,55,8,,3,2,6,1,5,3,2,6,4,2,2,0,,6,5,50,9,3,1,8,2,8,9,3,7,6,,,,
2021,3,총,"542,065","125,885","16,116","12,689","9,927",,"3,932","3,861","8,871","12,238","22,293","17,917","6,282","222,891","19,396",,"15,388","8,864","21,046","6,413","16,970","10,871","12,783","20,278","16,520","17,130","13,882","12,065",,"12,738","18,547","193,289","18,364","21,106","19,585","29,311","9,308","25,151","25,123","17,357","27,984","11,759",,,,
2021,3,0,"48,513","10,270","1,127",926,791,,170,102,601,768,"2,328","1,537",320,"20,360","1,660",,"1,683",911,"2,084",419,"1,425",892,"1,589","1,582","1,254","1,717","1,255","1,406",,914,"1,569","17,883","1,307","2,273","1,730","2,427",699,"2,724","2,414","1,604","2,705","1,600",,,,
2021,3,10,"58,836","11,890","1,727","1,162",851,,239,235,813,"1,104","2,182","2,092",509,"24,578","1,728",,"1,696",615,"1,636",635,"2,105","1,045","1,245","2,321","1,487","2,826","2,256","1,447",,"1,342","2,194","22,368","1,772","2,777","2,573","3,477",770,"2,615","3,041","2,031","3,312",976,,,,
2021,3,20,"66,523","15,782","2,101","1,514",924,,321,334,"1,023","2,093","3,509","2,268",812,"27,516","2,564",,"1,858","1,152","3,437",922,"1,980","1,196","2,166","2,079","1,993","1,784","1,561","1,128",,"1,666","2,030","23,225","2,612","2,520","1,968","3,986","1,356","2,767","3,242","1,927","2,847",883,,,,
2021,3,30,"72,799","15,889","1,794","1,472","1,058",,301,293,"1,031","1,424","3,579","2,208",616,"29,853","2,943",,"2,326","1,587","3,847",835,"1,976","1,378","2,270","2,137","2,074","1,844","1,339","1,665",,"1,455","2,177","27,057","2,937","3,259","2,202","3,643","1,596","4,179","3,556","2,215","3,470","2,113",,,,
