년도,월,나이,성동구,왕십리제2동,왕십리도선동,마장동,사근동,행당제1동,행당제2동,응봉동,금호1가동,금호2.3가동,금호4가동,옥수동,성수1가제1동,성수1가제2동,성수2가제1동,성수2가제3동,송정동,용답동
2021,7,100,51,1,1,8,6,4,2,6,2,4,2,3,2,0,3,5,0,2
2021,8,총,"147,697","8,560","13,974","11,401","5,815","7,222","12,497","8,129","8,063","11,954","7,541","13,985","8,348","6,529","7,646","5,433","4,981","5,619"
2021,8,0,"9,604",592,"1,097",572,198,484,881,554,626,836,651,"1,250",458,341,379,280,232,173
2021,8,10,"9,654",551,776,798,406,515,"1,121",808,522,730,451,809,533,423,404,252,257,298
2021,8,20,"22,378","1,288","2,325","2,099","2,167","1,159","1,533",890,879,"1,378",708,"1,525","1,238","1,064","1,051","1,024",819,"1,231"
2021,8,30,"24,142","1,444","2,447","1,554",695,"1,143","1,852","1,119","1,396","2,112","1,413","2,706","1,461","1,166","1,178",928,720,808
2021,8,40,"21,779","1,247","2,002","1,456",520,"1,087","2,015","1,493","1,254","1,855","1,283","2,264","1,211","1,006","1,014",708,676,688
2021,8,50,"23,371","1,398","2,299","1,874",661,"1,172","2,017","1,260","1,211","1,903","1,066","2,079","1,516",967,"1,375",825,890,858
2021,8,60,"19,138","1,084","1,571","1,562",516,838,"1,548",952,"1,166","1,609","1,015","1,820","1,122",844,"1,249",720,770,752
2021,8,70,"11,211",648,885,944,424,534,994,648,624,949,610,958,524,459,662,440,396,512
2021,8,80,"5,518",263,491,456,196,245,463,347,342,507,299,474,249,230,284,222,188,262
2021,8,90,849,44,80,77,26,41,71,52,41,71,43,96,34,29,47,29,33,35
2021,8,100,53,1,1,9,6,4,2,6,2,4,2,4,2,0,3,5,0,2
2021,9,총,"147,530","8,539","13,970","11,359","5,834","7,225","12,483","8,131","8,056","11,922","7,525","13,999","8,323","6,509","7,620","5,422","4,981","5,632"
2021,9,0,"9,554",586,"1,086",570,192,480,876,556,626,831,650,"1,249",459,336,381,274,230,172
2021,9,10,"9,617",538,789,790,408,514,"1,118",807,521,719,447,813,524,423,401,252,255,298
2021,9,20,"22,326","1,288","2,318","2,080","2,180","1,156","1,521",882,871,"1,357",713,"1,524","1,233","1,055","1,055","1,026",821,"1,246"
2021,9,30,"24,057","1,441","2,434","1,558",695,"1,144","1,852","1,114","1,388","2,102","1,395","2,689","1,456","1,174","1,157",927,719,812
2021,9,40,"21,760","1,253","2,009","1,445",520,"1,093","2,018","1,494","1,256","1,855","1,283","2,277","1,199",997,"1,008",699,674,680
2021,9,50,"23,371","1,393","2,301","1,859",668,"1,165","2,014","1,269","1,211","1,912","1,065","2,083","1,518",976,"1,367",822,892,856
2021,9,60,"19,212","1,088","1,580","1,567",517,850,"1,546",953,"1,173","1,614","1,013","1,833","1,130",842,"1,253",726,775,752
2021,9,70,"11,195",643,877,947,424,531,998,652,619,951,614,956,517,453,661,440,396,516
2021,9,80,"5,528",267,492,455,198,245,467,346,347,506,301,479,248,224,285,221,186,261
2021,9,90,858,41,83,80,26,43,71,52,42,71,42,92,37,29,49,30,33,37
2021,9,100,52,1,1,8,6,4,2,6,2,4,2,4,2,0,3,5,0,2
2021,10,총,"147,216","8,497","13,949","11,380","5,835","7,214","12,455","8,106","8,017","11,901","7,517","13,970","8,296","6,486","7,601","5,393","4,962","5,637"
2021,10,0,"9,499",587,"1,073",574,192,481,879,555,615,826,651,"1,242",447,333,380,270,225,169
2021,10,10,"9,562",526,788,793,392,515,"1,108",809,521,713,441,806,521,427,402,247,256,297
2021,10,20,"22,293","1,283","2,292","2,091","2,194","1,146","1,513",879,867,"1,352",719,"1,514","1,229","1,050","1,058","1,024",819,"1,263"
2021,10,30,"23,926","1,426","2,452","1,563",698,"1,132","1,852","1,105","1,381","2,077","1,388","2,672","1,447","1,156","1,141",915,717,804
2021,10,40,"21,696","1,256","2,008","1,448",518,"1,091","1,996","1,495","1,240","1,864","1,273","2,281","1,193",997,"1,000",690,668,678
2021,10,50,"23,345","1,382","2,281","1,855",671,"1,172","2,022","1,264","1,211","1,905","1,063","2,082","1,530",977,"1,369",827,882,852
2021,10,60,"19,279","1,090","1,598","1,572",520,853,"1,545",948,"1,174","1,629","1,020","1,841","1,128",840,"1,260",732,778,751
2021,10,70,"11,178",638,873,941,422,535,997,658,612,951,616,960,513,453,656,436,398,519
2021,10,80,"5,540",265,496,456,199,242,469,348,352,506,302,476,248,223,285,221,187,265
2021,10,90,859,43,87,82,25,43,72,45,42,74,42,91,38,30,46,30,32,37
2021,10,100,39,1,1,5,4,4,2,0,2,4,2,5,2,0,4,1,0,2
2021,11,총,"146,890","8,492","13,901","11,361","5,794","7,216","12,409","8,079","7,985","11,923","7,515","13,934","8,289","6,468","7,568","5,378","4,956","5,622"
2021,11,0,"9,443",586,"1,063",568,188,469,873,554,610,828,651,"1,243",445,327,377,273,223,165
2021,11,10,"9,498",524,782,787,382,520,"1,095",806,517,704,442,801,527,419,395,242,257,298
2021,11,20,"22,192","1,282","2,262","2,087","2,192","1,156","1,489",878,862,"1,349",720,"1,488","1,228","1,047","1,046","1,024",817,"1,265"
2021,11,30,"23,839","1,421","2,439","1,558",684,"1,134","1,858","1,100","1,372","2,084","1,375","2,664","1,442","1,153","1,134",913,709,799
2021,11,40,"21,648","1,262","2,011","1,434",518,"1,081","1,986","1,485","1,238","1,863","1,268","2,282","1,193",998,"1,000",687,672,670
2021,11,50,"23,352","1,375","2,282","1,864",674,"1,176","2,017","1,264","1,204","1,918","1,066","2,082","1,523",986,"1,356",825,879,861
2021,11,60,"19,303","1,095","1,592","1,568",514,860,"1,552",944,"1,178","1,638","1,025","1,844","1,136",842,"1,270",727,776,742
2021,11,70,"11,162",635,877,944,420,530,990,654,612,955,614,961,506,447,654,435,404,524
2021,11,80,"5,564",269,507,465,198,243,472,351,348,504,312,475,248,218,287,222,186,259
2021,11,90,854,42,85,82,22,44,75,43,42,76,40,89,39,31,45,29,33,37
2021,11,100,35,1,1,4,2,3,2,0,2,4,2,5,2,0,4,1,0,2
2021,12,총,"146,610","8,511","13,878","11,323","5,761","7,216","12,373","8,056","7,980","11,911","7,522","13,914","8,265","6,442","7,543","5,350","4,965","5,600"
2021,12,0,"9,425",576,"1,059",564,189,470,868,546,611,829,651,"1,249",455,330,369,271,222,166
2021,12,10,"9,467",525,786,780,373,526,"1,099",796,518,700,445,803,518,411,395,242,254,296
2021,12,20,"22,068","1,285","2,245","2,069","2,166","1,155","1,468",876,850,"1,353",720,"1,470","1,215","1,038","1,050","1,024",823,"1,261"
2021,12,30,"23,783","1,427","2,417","1,564",688,"1,129","1,859","1,094","1,359","2,076","1,378","2,656","1,436","1,158","1,127",902,714,799
2021,12,40,"21,613","1,267","2,019","1,425",518,"1,085","1,974","1,483","1,249","1,864","1,262","2,288","1,179",988,996,684,665,667
2021,12,50,"23,308","1,381","2,288","1,858",672,"1,173","2,024","1,261","1,213","1,907","1,066","2,064","1,529",984,"1,344",820,876,848
2021,12,60,"19,310","1,102","1,599","1,566",512,855,"1,543",948,"1,165","1,637","1,033","1,851","1,137",839,"1,268",728,783,744
2021,12,70,"11,160",630,871,948,418,533,988,654,619,957,616,962,505,446,657,429,404,523
2021,12,80,"5,583",272,508,461,201,245,470,353,351,508,309,481,247,218,288,221,190,260
2021,12,90,859,45,85,83,23,42,78,45,43,76,40,86,41,30,46,28,34,34
2021,12,100,34,1,1,5,1,3,2,0,2,4,2,4,3,0,3,1,0,2
