년도,월,나이,파주시,문산읍,파주읍,법원읍,조리읍,월롱면,탄현면,광탄면,파평면,적성면,군내면,장단출장소,장단면,진동면,진서면,금촌1동,금촌2동,금촌3동,교하동,운정1동,운정2동,운정3동
2021,3,50,"35,216","3,332","1,079",958,"2,820",505,"1,107","1,008",335,545,0.0,52.0,0,10.0,0.0,"1,835","2,582","2,291","3,234","3,656","3,858","6,009"
2021,3,60,"25,505","2,774","1,098",951,"2,262",514,950,"1,008",388,585,0.0,41.0,0,14.0,0.0,"1,553","1,594","1,603","2,016","2,233","2,376","3,545"
2021,3,70,"16,065","1,985",777,661,"1,344",291,613,625,318,481,0.0,51.0,0,15.0,0.0,"1,011","1,035",932,"1,220","1,184","1,462","2,060"
2021,3,80,"9,201","1,172",551,439,763,230,415,473,221,232,0.0,24.0,0,8.0,0.0,546,560,539,705,615,696,"1,012"
2021,3,90,"1,539",155,93,64,121,41,87,116,54,55,0.0,1.0,0,0.0,0.0,87,89,82,137,110,116,131
2021,3,100,63,6,6,0,8,0,7,2,0,2,0.0,0.0,0,0.0,0.0,3,2,1,11,6,3,6
2021,4,총,"231,707","23,579","6,185","4,888","14,719","3,230","6,071","5,123","1,831","3,440",0.0,272.0,0,74.0,0.0,"10,394","16,910","13,384","20,997","25,163","32,239","43,208"
2021,4,0,"21,411","2,366",287,148,855,96,289,221,39,278,0.0,10.0,0,3.0,0.0,534,"1,574","1,135","1,890","2,582","4,323","4,781"
2021,4,10,"24,029","2,308",390,323,"1,363",121,482,283,89,216,0.0,18.0,0,9.0,0.0,705,"2,060","1,294","2,630","3,100","3,759","4,879"
2021,4,20,"27,025","2,570",597,484,"1,693",746,605,468,141,344,0.0,26.0,0,0.0,0.0,"1,501","2,103","1,729","2,301","3,095","3,462","5,160"
2021,4,30,"31,582","3,376",577,374,"1,320",402,593,397,97,368,0.0,26.0,0,4.0,0.0,"1,154","2,149","1,669","2,603","3,656","5,858","6,959"
2021,4,40,"39,686","3,525",707,492,"2,171",283,910,532,145,344,0.0,21.0,0,10.0,0.0,"1,476","3,133","2,086","4,205","4,794","6,266","8,586"
2021,4,50,"35,376","3,345","1,085",954,"2,820",510,"1,118",998,332,541,0.0,52.0,0,10.0,0.0,"1,813","2,594","2,301","3,244","3,727","3,876","6,056"
2021,4,60,"25,687","2,788","1,108",947,"2,267",510,950,"1,009",392,583,0.0,43.0,0,14.0,0.0,"1,575","1,602","1,609","2,036","2,271","2,409","3,574"
2021,4,70,"16,055","1,964",781,661,"1,336",293,611,629,317,477,0.0,51.0,0,15.0,0.0,995,"1,038",935,"1,231","1,203","1,459","2,059"
2021,4,80,"9,251","1,184",550,438,766,227,420,469,224,232,0.0,24.0,0,8.0,0.0,550,561,540,717,620,707,"1,014"
2021,4,90,"1,549",147,97,67,120,42,86,115,55,55,0.0,1.0,0,1.0,0.0,88,94,85,136,109,117,134
2021,4,100,56,6,6,0,8,0,7,2,0,2,0.0,0.0,0,0.0,0.0,3,2,1,4,6,3,6
2021,5,총,"232,259","23,560","6,209","4,879","14,716","3,236","6,068","5,127","1,832","3,443",0.0,275.0,0,73.0,0.0,"10,406","16,931","13,419","21,128","25,290","32,291","43,376"
2021,5,0,"21,328","2,345",282,145,853,94,290,215,39,281,0.0,10.0,0,3.0,0.0,535,"1,573","1,121","1,879","2,572","4,313","4,778"
2021,5,10,"24,045","2,323",393,318,"1,362",120,475,280,87,215,0.0,18.0,0,8.0,0.0,700,"2,055","1,292","2,620","3,106","3,774","4,899"
2021,5,20,"27,080","2,551",607,478,"1,687",744,606,463,142,344,0.0,28.0,0,0.0,0.0,"1,495","2,097","1,730","2,364","3,138","3,446","5,160"
2021,5,30,"31,639","3,359",577,376,"1,314",412,594,403,94,367,0.0,27.0,0,4.0,0.0,"1,159","2,151","1,675","2,637","3,664","5,840","6,986"
2021,5,40,"39,690","3,522",710,483,"2,165",284,907,527,146,346,0.0,21.0,0,10.0,0.0,"1,467","3,136","2,091","4,180","4,811","6,280","8,604"
2021,5,50,"35,560","3,351","1,104",950,"2,821",502,"1,113",999,330,538,0.0,52.0,0,10.0,0.0,"1,819","2,598","2,318","3,281","3,753","3,909","6,112"
2021,5,60,"25,920","2,802","1,104",954,"2,285",514,961,"1,020",399,586,0.0,44.0,0,14.0,0.0,"1,592","1,623","1,630","2,057","2,287","2,434","3,614"
2021,5,70,"16,068","1,956",776,663,"1,324",297,607,633,314,474,0.0,47.0,0,15.0,0.0,988,"1,041",938,"1,243","1,216","1,469","2,067"
2021,5,80,"9,311","1,195",556,445,777,226,424,472,227,234,0.0,27.0,0,7.0,0.0,557,560,537,722,625,704,"1,016"
2021,5,90,"1,562",150,94,67,120,43,84,113,54,56,0.0,1.0,0,2.0,0.0,91,95,86,141,112,119,134
2021,5,100,56,6,6,0,8,0,7,2,0,2,0.0,0.0,0,0.0,0.0,3,2,1,4,6,3,6
2021,6,총,"232,806","23,636","6,229","4,879","14,738","3,247","6,077","5,117","1,827","3,446",0.0,274.0,0,74.0,0.0,"10,392","16,931","13,436","21,227","25,463","32,331","43,482"
2021,6,0,"21,310","2,349",285,148,852,95,294,214,36,280,0.0,10.0,0,3.0,0.0,536,"1,576","1,120","1,879","2,552","4,308","4,773"
2021,6,10,"24,062","2,329",393,316,"1,359",119,474,276,86,215,0.0,18.0,0,8.0,0.0,695,"2,041","1,284","2,620","3,125","3,792","4,912"
2021,6,20,"27,136","2,532",613,481,"1,693",745,605,463,144,349,0.0,28.0,0,0.0,0.0,"1,500","2,100","1,735","2,390","3,166","3,434","5,158"
2021,6,30,"31,662","3,376",582,371,"1,318",416,598,400,94,371,0.0,26.0,0,4.0,0.0,"1,166","2,155","1,656","2,637","3,677","5,812","7,003"
2021,6,40,"39,743","3,520",716,483,"2,166",287,892,530,146,342,0.0,22.0,0,10.0,0.0,"1,454","3,116","2,096","4,185","4,850","6,303","8,625"
2021,6,50,"35,612","3,374","1,110",933,"2,805",496,"1,120",997,327,529,0.0,52.0,0,11.0,0.0,"1,808","2,599","2,316","3,315","3,781","3,922","6,117"
2021,6,60,"26,175","2,825","1,107",969,"2,308",519,967,"1,022",398,590,0.0,43.0,0,14.0,0.0,"1,601","1,632","1,664","2,075","2,328","2,452","3,661"
2021,6,70,"16,092","1,964",771,662,"1,329",299,601,631,311,477,0.0,47.0,0,15.0,0.0,974,"1,050",939,"1,252","1,230","1,480","2,060"
2021,6,80,"9,382","1,205",552,449,779,230,433,469,231,235,0.0,27.0,0,7.0,0.0,565,564,538,725,632,708,"1,033"
2021,6,90,"1,576",156,94,67,121,41,85,112,54,55,0.0,1.0,0,2.0,0.0,90,96,88,145,117,117,135
2021,6,100,56,6,6,0,8,0,8,3,0,3,0.0,0.0,0,0.0,0.0,3,2,0,4,5,3,5
2021,7,총,"233,367","23,613","6,284","4,895","14,766","3,253","6,102","5,107","1,828","3,433",0.0,0.0,349,0.0,0.0,"10,377","16,900","13,434","21,529","25,499","32,349","43,649"
2021,7,0,"21,265","2,350",292,151,842,96,296,211,37,276,0.0,0.0,13,0.0,0.0,529,"1,553","1,112","1,911","2,525","4,310","4,761"
2021,7,10,"24,127","2,329",401,322,"1,352",118,470,279,86,215,0.0,0.0,26,0.0,0.0,690,"2,044","1,274","2,637","3,117","3,826","4,941"
2021,7,20,"27,137","2,513",614,475,"1,691",742,613,461,143,345,0.0,0.0,28,0.0,0.0,"1,489","2,099","1,733","2,428","3,199","3,397","5,167"
2021,7,30,"31,757","3,370",594,372,"1,336",426,596,392,93,369,0.0,0.0,29,0.0,0.0,"1,180","2,138","1,650","2,735","3,689","5,798","6,990"
2021,7,40,"39,768","3,508",730,481,"2,156",279,890,526,143,343,0.0,0.0,33,0.0,0.0,"1,435","3,119","2,092","4,219","4,847","6,303","8,664"
2021,7,50,"35,785","3,374","1,104",938,"2,807",500,"1,132","1,001",324,524,0.0,0.0,63,0.0,0.0,"1,816","2,593","2,330","3,360","3,821","3,931","6,167"
2021,7,60,"26,353","2,852","1,129",975,"2,335",523,973,"1,021",402,592,0.0,0.0,58,0.0,0.0,"1,604","1,643","1,677","2,096","2,313","2,465","3,695"
2021,7,70,"16,082","1,954",766,661,"1,328",299,597,630,313,473,0.0,0.0,62,0.0,0.0,971,"1,045",932,"1,260","1,232","1,487","2,072"
2021,7,80,"9,448","1,203",554,454,788,229,439,470,232,240,0.0,0.0,34,0.0,0.0,567,569,541,733,634,715,"1,046"
2021,7,90,"1,589",154,94,66,123,41,88,113,54,53,0.0,0.0,3,0.0,0.0,93,96,93,146,117,114,141
2021,7,100,56,6,6,0,8,0,8,3,1,3,0.0,0.0,0,0.0,0.0,3,1,0,4,5,3,5
2021,8,총,"234,606","23,640","6,316","4,889","14,744","3,266","6,136","5,136","1,839","3,423",,,347,,,"10,348","16,840","13,460","22,577","25,541","32,302","43,802"
2021,8,0,"21,293","2,339",292,152,825,91,298,215,35,279,,,12,,,514,"1,532","1,103","2,087","2,497","4,273","4,749"
2021,8,10,"24,231","2,332",405,317,"1,355",121,467,281,87,213,,,26,,,699,"2,031","1,273","2,709","3,131","3,845","4,939"
2021,8,20,"27,319","2,513",613,480,"1,680",755,617,466,151,341,,,28,,,"1,468","2,083","1,735","2,587","3,199","3,385","5,218"
2021,8,30,"31,948","3,370",594,376,"1,341",424,596,395,92,374,,,28,,,"1,181","2,120","1,643","3,037","3,690","5,738","6,949"
2021,8,40,"39,945","3,514",734,475,"2,157",277,901,525,145,343,,,32,,,"1,421","3,096","2,097","4,367","4,846","6,311","8,704"
2021,8,50,"35,953","3,380","1,109",931,"2,795",503,"1,137",999,318,515,,,63,,,"1,813","2,603","2,345","3,462","3,826","3,931","6,223"
2021,8,60,"26,646","2,876","1,147",974,"2,350",524,978,"1,034",410,592,,,57,,,"1,611","1,659","1,684","2,170","2,356","2,487","3,737"
2021,8,70,"16,093","1,945",764,660,"1,324",302,605,629,313,471,,,63,,,981,"1,039",935,"1,263","1,231","1,489","2,079"
2021,8,80,"9,510","1,213",556,458,787,228,442,473,231,239,,,35,,,563,576,551,741,639,727,"1,051"
2021,8,90,"1,611",152,96,66,122,41,87,116,56,52,,,3,,,94,100,94,150,120,114,148
2021,8,100,57,6,6,0,8,0,8,3,1,4,,,0,,,3,1,0,4,6,2,5
2021,9,총,"235,401","23,640","6,331","4,881","14,729","3,261","6,156","5,138","1,832","3,412",,,347,,,"10,383","16,864","13,471","23,109","25,627","32,282","43,938"
2021,9,0,"21,276","2,339",280,150,813,90,299,215,35,277,,,12,,,514,"1,530","1,092","2,163","2,483","4,261","4,723"
2021,9,10,"24,302","2,341",411,319,"1,355",122,465,277,84,211,,,26,,,689,"2,028","1,277","2,729","3,149","3,857","4,962"
2021,9,20,"27,346","2,484",616,475,"1,667",763,622,469,151,340,,,27,,,"1,482","2,078","1,740","2,658","3,191","3,352","5,231"
2021,9,30,"32,129","3,385",598,378,"1,345",413,601,393,88,375,,,29,,,"1,178","2,120","1,649","3,191","3,725","5,712","6,949"
2021,9,40,"39,969","3,502",730,468,"2,128",273,896,525,146,339,,,32,,,"1,424","3,097","2,082","4,431","4,862","6,321","8,713"
2021,9,50,"36,176","3,380","1,120",933,"2,816",501,"1,140","1,001",311,515,,,63,,,"1,831","2,613","2,353","3,524","3,833","3,946","6,296"
2021,9,60,"26,870","2,889","1,156",979,"2,359",528,989,"1,040",417,594,,,58,,,"1,622","1,675","1,693","2,224","2,381","2,499","3,767"
2021,9,70,"16,043","1,936",758,656,"1,318",301,602,633,308,464,,,63,,,971,"1,035",936,"1,273","1,232","1,489","2,068"
2021,9,80,"9,597","1,225",560,452,798,229,446,467,230,243,,,34,,,574,584,554,756,644,728,"1,073"
2021,9,90,"1,635",154,97,70,122,41,88,114,61,49,,,3,,,95,103,95,156,121,115,151
2021,9,100,58,5,5,1,8,0,8,4,1,5,,,0,,,3,1,0,4,6,2,5
2021,10,총,"236,044","23,662","6,367","4,852","14,691","3,226","6,164","5,132","1,820","3,398",,,348,,,"10,402","16,863","13,503","23,448","25,778","32,277","44,113"
2021,10,0,"21,223","2,327",284,148,795,85,296,211,35,273,,,12,,,504,"1,516","1,087","2,202","2,495","4,228","4,725"
2021,10,10,"24,348","2,352",417,312,"1,358",118,459,277,85,215,,,26,,,686,"2,031","1,266","2,750","3,145","3,879","4,972"
2021,10,20,"27,383","2,477",612,470,"1,655",740,630,460,146,331,,,27,,,"1,486","2,073","1,740","2,707","3,223","3,334","5,272"
2021,10,30,"32,197","3,391",606,375,"1,326",406,603,395,90,373,,,29,,,"1,187","2,126","1,645","3,285","3,748","5,677","6,935"
2021,10,40,"40,035","3,498",732,466,"2,124",272,901,522,144,339,,,32,,,"1,415","3,084","2,091","4,461","4,878","6,348","8,728"
2021,10,50,"36,392","3,391","1,123",922,"2,804",510,"1,137","1,001",303,514,,,63,,,"1,851","2,619","2,382","3,590","3,868","3,945","6,369"
2021,10,60,"27,041","2,897","1,166",983,"2,365",523,996,"1,044",421,598,,,58,,,"1,618","1,685","1,703","2,255","2,407","2,530","3,792"
2021,10,70,"16,049","1,935",751,653,"1,333",301,596,630,302,453,,,64,,,983,"1,040",934,"1,276","1,238","1,484","2,076"
2021,10,80,"9,664","1,231",570,455,798,228,451,473,230,246,,,34,,,572,587,557,760,651,732,"1,089"
2021,10,90,"1,654",158,101,67,125,43,87,115,63,51,,,3,,,97,101,98,158,119,118,150
2021,10,100,58,5,5,1,8,0,8,4,1,5,,,0,,,3,1,0,4,6,2,5
2021,11,총,"237,339","23,602","6,390","4,856","14,627","3,152","6,159","5,118","1,813","3,391",,,348,,,"10,328","16,804","13,496","24,749","26,205","32,137","44,164"
2021,11,0,"21,293","2,306",280,146,787,81,293,210,33,270,,,13,,,495,"1,485","1,075","2,476","2,471","4,176","4,696"
2021,11,10,"24,459","2,360",422,307,"1,353",114,463,278,82,214,,,25,,,682,"2,029","1,276","2,832","3,161","3,896","4,965"
2021,11,20,"27,465","2,456",612,478,"1,635",701,628,453,151,333,,,27,,,"1,473","2,049","1,735","2,849","3,293","3,281","5,311"
2021,11,30,"32,392","3,367",610,374,"1,317",379,591,396,90,371,,,28,,,"1,176","2,124","1,643","3,628","3,786","5,607","6,905"
2021,11,40,"40,245","3,497",739,466,"2,101",269,902,517,142,339,,,32,,,"1,402","3,062","2,090","4,652","4,960","6,351","8,724"
2021,11,50,"36,640","3,376","1,123",912,"2,805",501,"1,145",997,304,511,,,63,,,"1,840","2,627","2,389","3,724","3,944","3,956","6,423"
2021,11,60,"27,305","2,915","1,180",997,"2,370",533,"1,002","1,045",420,598,,,59,,,"1,611","1,701","1,703","2,343","2,486","2,527","3,815"
2021,11,70,"16,098","1,914",750,654,"1,322",301,594,628,295,453,,,64,,,983,"1,039",934,"1,312","1,296","1,487","2,072"
2021,11,80,"9,716","1,247",568,452,803,230,445,476,231,245,,,33,,,567,586,547,769,683,734,"1,100"
2021,11,90,"1,671",159,104,69,126,43,88,114,64,52,,,4,,,96,101,104,160,119,120,148
2021,11,100,55,5,2,1,8,0,8,4,1,5,,,0,,,3,1,0,4,6,2,5
2021,12,총,"238,160","23,585","6,428","4,858","14,620","3,114","6,162","5,087","1,812","3,381",,,353,,,"10,320","16,798","13,477","25,387","26,395","32,120","44,263"
2021,12,0,"21,290","2,275",282,144,785,84,292,208,36,269,,,14,,,485,"1,474","1,058","2,583","2,464","4,163","4,674"
2021,12,10,"24,533","2,363",432,302,"1,339",113,467,276,81,210,,,27,,,680,"2,019","1,264","2,911","3,169","3,892","4,988"
2021,12,20,"27,525","2,453",613,486,"1,635",674,628,449,149,331,,,26,,,"1,472","2,055","1,736","2,890","3,318","3,284","5,326"
2021,12,30,"32,401","3,348",607,372,"1,314",358,592,384,93,374,,,30,,,"1,171","2,122","1,630","3,777","3,807","5,572","6,850"
2021,12,40,"40,438","3,512",753,466,"2,106",264,900,520,145,336,,,32,,,"1,406","3,052","2,085","4,763","4,975","6,360","8,763"
2021,12,50,"36,854","3,372","1,135",916,"2,798",499,"1,144",994,303,507,,,63,,,"1,841","2,636","2,398","3,802","4,017","3,969","6,460"
2021,12,60,"27,494","2,926","1,181","1,001","2,379",541,"1,004","1,043",418,593,,,59,,,"1,616","1,711","1,711","2,394","2,521","2,525","3,871"
2021,12,70,"16,094","1,913",746,651,"1,314",304,589,625,291,453,,,64,,,983,"1,028",938,"1,323","1,304","1,501","2,067"
2021,12,80,"9,793","1,260",575,450,817,231,447,471,231,251,,,34,,,567,597,550,776,691,734,"1,111"
2021,12,90,"1,689",158,102,69,127,46,91,114,64,52,,,4,,,98,103,107,165,123,118,148
2021,12,100,49,5,2,1,6,0,8,3,1,5,,,0,,,1,1,0,3,6,2,5
