년도,월,나이,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2021,3,60,"46,805","2,599","1,867",925,"2,163",653,595,"1,546","1,041","1,034",652,924,"2,004","1,458","2,394","4,558","1,316",948,"3,982","1,924","1,425","3,433","1,543","1,148","3,352","3,321"
2021,3,70,"21,564","1,405",858,475,750,390,352,673,457,566,354,471,"1,104",749,"1,074","2,046",758,517,"1,407",907,738,"1,582",855,508,"1,291","1,277"
2021,3,80,"12,328",794,552,403,426,273,209,468,275,349,264,303,617,395,652,"1,103",428,316,742,437,393,892,523,292,587,635
2021,3,90,"1,843",117,94,51,69,37,34,55,49,54,51,38,95,54,90,141,65,52,114,72,40,117,84,55,110,105
2021,3,100,63,5,1,1,5,2,0,2,1,1,0,2,3,2,2,5,3,1,4,0,3,3,4,5,3,5
2021,4,총,"354,536","17,654","8,495","3,682","28,381","2,255","2,180","8,606","7,250","3,549","2,662","5,086","12,746","8,558","15,493","44,271","8,587","4,735","28,939","13,558","10,080","24,737","8,080","7,755","32,800","44,397"
2021,4,0,"27,915","1,112",336,109,"4,713",41,42,404,398,58,50,199,640,398,718,"3,365",399,160,"2,093","1,003",765,"1,721",268,502,"3,138","5,283"
2021,4,10,"35,553","1,591",513,134,"2,477",94,84,626,656,113,102,340,"1,306",762,"1,676","5,235",622,286,"2,423","1,197","1,118","2,603",657,863,"4,305","5,770"
2021,4,20,"45,269","2,050",926,314,"2,784",134,138,"1,348",986,195,185,722,"1,606","1,125","2,135","6,563","1,641",541,"4,500","1,995","1,054","3,021",906,937,"4,163","5,300"
2021,4,30,"45,121","1,778",697,239,"6,909",84,121,799,837,177,186,506,"1,185",773,"1,359","5,483",914,389,"4,200","1,584","1,095","2,698",648,731,"4,356","7,373"
2021,4,40,"56,835","2,847",937,325,"4,900",165,152,"1,131","1,118",276,265,623,"1,716","1,136","2,276","7,965","1,004",593,"4,073","2,115","1,721","4,112","1,016","1,218","6,281","8,870"
2021,4,50,"60,728","3,333","1,678",712,"3,143",369,440,"1,545","1,427",727,547,952,"2,442","1,688","3,104","7,758","1,418",923,"5,343","2,293","1,721","4,543","1,554","1,480","5,180","6,408"
2021,4,60,"47,253","2,612","1,902",924,"2,199",664,602,"1,558","1,049","1,031",657,928,"2,018","1,470","2,398","4,605","1,330",959,"4,027","1,947","1,435","3,463","1,560","1,159","3,387","3,369"
2021,4,70,"21,523","1,400",857,467,748,391,355,670,452,569,354,469,"1,110",752,"1,083","2,039",759,511,"1,418",909,735,"1,568",851,508,"1,282","1,266"
2021,4,80,"12,408",805,551,406,432,271,211,470,277,350,265,308,626,398,650,"1,109",430,319,745,444,393,890,528,293,593,644
2021,4,90,"1,870",121,97,51,71,40,35,53,49,52,51,37,94,54,92,144,68,53,113,71,40,116,88,59,112,109
2021,4,100,61,5,1,1,5,2,0,2,1,1,0,2,3,2,2,5,2,1,4,0,3,2,4,5,3,5
2021,5,총,"354,768","17,659","8,468","3,687","28,438","2,261","2,177","8,627","7,269","3,538","2,663","5,059","12,738","8,525","15,515","44,364","8,583","4,713","28,990","13,507","10,067","24,736","8,059","7,786","32,906","44,433"
2021,5,0,"27,843","1,114",333,114,"4,718",41,41,408,400,60,50,198,639,400,712,"3,355",395,160,"2,091",990,759,"1,712",264,500,"3,120","5,269"
2021,5,10,"35,499","1,582",506,131,"2,504",95,78,629,652,109,100,339,"1,306",745,"1,664","5,241",617,278,"2,432","1,182","1,110","2,604",647,868,"4,319","5,761"
2021,5,20,"45,187","2,034",928,313,"2,772",134,142,"1,342",989,190,189,718,"1,590","1,120","2,142","6,553","1,648",538,"4,472","1,980","1,052","3,011",899,942,"4,184","5,305"
2021,5,30,"45,009","1,770",686,241,"6,898",84,113,792,831,173,183,503,"1,189",771,"1,354","5,490",911,387,"4,213","1,572","1,075","2,697",649,726,"4,361","7,340"
2021,5,40,"56,753","2,845",926,326,"4,924",164,157,"1,139","1,120",266,261,612,"1,710","1,124","2,276","7,955","1,005",587,"4,071","2,095","1,726","4,075","1,005","1,219","6,297","8,868"
2021,5,50,"60,855","3,347","1,664",704,"3,150",363,438,"1,555","1,426",731,550,942,"2,444","1,691","3,119","7,785","1,403",922,"5,342","2,303","1,729","4,549","1,550","1,484","5,195","6,469"
2021,5,60,"47,678","2,635","1,911",933,"2,218",674,604,"1,572","1,064","1,036",661,933,"2,025","1,473","2,418","4,664","1,342",961,"4,071","1,956","1,445","3,509","1,569","1,173","3,429","3,402"
2021,5,70,"21,522","1,398",857,466,740,391,356,666,455,564,349,468,"1,108",749,"1,087","2,058",758,508,"1,425",916,735,"1,569",848,509,"1,284","1,258"
2021,5,80,"12,480",809,557,407,437,270,211,472,283,356,265,308,634,396,650,"1,115",432,317,752,441,392,894,533,302,600,647
2021,5,90,"1,880",120,99,51,72,43,37,50,48,52,54,36,90,54,92,143,70,54,117,71,41,114,91,58,114,109
2021,5,100,62,5,1,1,5,2,0,2,1,1,1,2,3,2,1,5,2,1,4,1,3,2,4,5,3,5
2021,6,총,"354,978","17,665","8,482","3,694","28,450","2,266","2,185","8,632","7,298","3,561","2,640","5,037","12,744","8,501","15,481","44,493","8,582","4,709","28,964","13,547","10,054","24,712","8,024","7,788","32,936","44,533"
2021,6,0,"27,761","1,103",333,116,"4,710",40,43,416,402,61,48,200,632,397,699,"3,354",390,159,"2,092",997,754,"1,705",258,495,"3,105","5,252"
2021,6,10,"35,473","1,581",502,130,"2,521",95,76,627,650,112,100,338,"1,308",737,"1,653","5,254",618,278,"2,415","1,180","1,108","2,573",642,866,"4,333","5,776"
2021,6,20,"45,084","2,027",927,309,"2,756",134,144,"1,337",991,188,183,713,"1,580","1,110","2,122","6,554","1,644",537,"4,437","1,981","1,050","3,000",883,940,"4,196","5,341"
2021,6,30,"45,023","1,769",683,238,"6,887",84,115,792,833,179,185,500,"1,210",774,"1,347","5,505",902,389,"4,218","1,581","1,062","2,703",646,738,"4,340","7,343"
2021,6,40,"56,740","2,859",931,332,"4,925",164,154,"1,146","1,118",268,259,611,"1,689","1,114","2,281","7,957","1,013",590,"4,050","2,114","1,727","4,058",998,"1,204","6,307","8,871"
2021,6,50,"60,710","3,329","1,648",698,"3,148",355,437,"1,538","1,440",728,533,930,"2,443","1,683","3,113","7,795","1,386",912,"5,347","2,299","1,725","4,528","1,550","1,478","5,187","6,480"
2021,6,60,"48,169","2,662","1,940",947,"2,243",681,611,"1,590","1,071","1,044",665,941,"2,047","1,479","2,434","4,735","1,362",964,"4,103","1,966","1,448","3,551","1,573","1,196","3,467","3,449"
2021,6,70,"21,482","1,402",853,463,740,396,357,664,452,566,346,457,"1,096",748,"1,089","2,069",756,507,"1,423",907,743,"1,565",843,501,"1,286","1,253"
2021,6,80,"12,576",806,565,409,440,272,210,470,290,363,267,308,645,403,650,"1,119",440,318,753,449,394,910,536,308,602,649
2021,6,90,"1,895",122,99,51,74,43,38,50,49,51,53,37,91,55,92,146,69,53,122,72,40,117,91,57,110,113
2021,6,100,65,5,1,1,6,2,0,2,2,1,1,2,3,1,1,5,2,2,4,1,3,2,4,5,3,6
2021,7,총,"355,432","17,695","8,488","3,679","28,558","2,262","2,187","8,618","7,325","3,568","2,627","5,022","12,731","8,528","15,454","44,657","8,558","4,706","28,990","13,573","10,063","24,696","8,038","7,776","32,957","44,676"
2021,7,0,"27,738","1,098",334,111,"4,738",39,43,416,397,61,49,202,626,393,706,"3,360",389,159,"2,099",998,751,"1,696",254,491,"3,081","5,247"
2021,7,10,"35,424","1,580",503,131,"2,539",94,73,597,648,107,97,333,"1,302",752,"1,636","5,246",608,276,"2,392","1,184","1,100","2,565",648,868,"4,362","5,783"
2021,7,20,"45,121","2,027",928,302,"2,752",132,145,"1,345",999,189,180,711,"1,576","1,107","2,113","6,615","1,650",529,"4,425","1,978","1,057","2,976",879,931,"4,190","5,385"
2021,7,30,"45,019","1,762",685,234,"6,898",83,114,789,838,182,181,506,"1,192",772,"1,354","5,522",900,391,"4,233","1,588","1,045","2,694",645,741,"4,314","7,356"
2021,7,40,"56,734","2,870",926,331,"4,943",166,154,"1,142","1,121",267,257,600,"1,696","1,116","2,266","7,962","1,009",593,"4,047","2,118","1,730","4,033",999,"1,195","6,311","8,882"
2021,7,50,"60,759","3,313","1,643",693,"3,156",352,432,"1,541","1,447",732,534,932,"2,447","1,679","3,096","7,821","1,374",910,"5,339","2,300","1,732","4,544","1,547","1,470","5,209","6,516"
2021,7,60,"48,562","2,710","1,947",955,"2,259",681,616,"1,595","1,081","1,051",664,936,"2,053","1,494","2,453","4,784","1,369",967,"4,151","1,979","1,461","3,592","1,590","1,210","3,489","3,475"
2021,7,70,"21,480","1,397",859,466,750,393,358,662,450,558,344,456,"1,099",749,"1,086","2,070",752,511,"1,424",906,744,"1,559",846,499,"1,284","1,258"
2021,7,80,"12,641",814,565,406,442,277,213,478,292,368,268,305,646,409,652,"1,123",437,317,758,450,400,918,535,309,605,654
2021,7,90,"1,890",119,97,49,77,43,39,51,50,50,52,39,91,56,91,149,68,51,119,71,40,117,91,57,109,114
2021,7,100,64,5,1,1,4,2,0,2,2,3,1,2,3,1,1,5,2,2,3,1,3,2,4,5,3,6
2021,8,총,"355,767","17,710","8,500","3,671","28,688","2,262","2,177","8,653","7,328","3,585","2,611","4,989","12,773","8,510","15,460","44,720","8,554","4,696","28,955","13,608","10,085","24,680","8,022","7,804","32,984","44,742"
2021,8,0,"27,701","1,092",335,115,"4,759",41,42,416,397,60,48,200,627,396,703,"3,363",383,160,"2,084","1,006",739,"1,683",256,492,"3,062","5,242"
2021,8,10,"35,364","1,572",506,129,"2,554",93,73,607,633,109,99,331,"1,296",748,"1,617","5,226",606,270,"2,385","1,186","1,111","2,559",642,871,"4,371","5,770"
2021,8,20,"45,064","2,024",936,303,"2,738",131,144,"1,350","1,009",190,178,708,"1,584","1,101","2,116","6,605","1,638",530,"4,379","1,977","1,057","2,944",874,933,"4,200","5,415"
2021,8,30,"45,060","1,767",685,230,"6,875",86,112,797,857,183,185,506,"1,189",768,"1,360","5,551",911,391,"4,268","1,591","1,038","2,704",637,748,"4,282","7,339"
2021,8,40,"56,708","2,857",912,331,"5,016",163,156,"1,138","1,103",271,253,586,"1,705","1,117","2,261","7,954","1,002",589,"4,024","2,148","1,722","4,018",987,"1,192","6,307","8,896"
2021,8,50,"60,866","3,328","1,650",690,"3,167",344,427,"1,548","1,448",734,524,930,"2,450","1,669","3,097","7,845","1,375",908,"5,336","2,288","1,754","4,557","1,537","1,481","5,232","6,547"
2021,8,60,"48,867","2,727","1,945",960,"2,298",687,615,"1,605","1,084","1,052",659,935,"2,061","1,501","2,470","4,819","1,379",969,"4,176","1,987","1,474","3,621","1,609","1,222","3,512","3,500"
2021,8,70,"21,435","1,395",863,462,757,397,358,656,449,562,346,452,"1,104",743,"1,080","2,069",752,506,"1,412",904,745,"1,549",841,488,"1,291","1,254"
2021,8,80,"12,736",823,568,401,442,273,209,484,295,371,268,299,665,410,663,"1,137",438,317,769,450,401,928,543,317,613,652
2021,8,90,"1,903",120,99,49,78,45,41,50,51,50,50,40,89,56,92,147,68,54,119,70,41,115,92,55,111,121
2021,8,100,63,5,1,1,4,2,0,2,2,3,1,2,3,1,1,4,2,2,3,1,3,2,4,5,3,6
2021,9,총,"356,134","17,712","8,471","3,648","28,880","2,262","2,180","8,675","7,338","3,590","2,604","4,932","12,793","8,488","15,442","44,814","8,567","4,691","28,969","13,641","10,119","24,643","8,018","7,780","33,088","44,789"
2021,9,0,"27,608","1,082",332,110,"4,788",41,41,411,396,58,48,193,624,391,696,"3,359",380,156,"2,081","1,009",736,"1,675",253,481,"3,047","5,220"
2021,9,10,"35,333","1,558",506,122,"2,569",90,71,617,634,109,100,333,"1,301",734,"1,609","5,201",599,264,"2,387","1,198","1,107","2,539",639,875,"4,382","5,789"
2021,9,20,"44,998","2,012",927,302,"2,753",131,146,"1,356","1,013",184,178,702,"1,574","1,101","2,110","6,616","1,646",532,"4,349","1,980","1,069","2,916",874,923,"4,209","5,395"
2021,9,30,"45,117","1,771",678,225,"6,896",86,113,794,856,185,183,499,"1,195",765,"1,347","5,575",912,386,"4,287","1,586","1,042","2,698",640,741,"4,317","7,340"
2021,9,40,"56,722","2,845",903,334,"5,078",162,155,"1,140","1,112",266,252,587,"1,707","1,104","2,260","7,939","1,006",586,"4,005","2,151","1,714","4,017",982,"1,188","6,338","8,891"
2021,9,50,"60,971","3,336","1,657",682,"3,177",344,428,"1,545","1,438",737,526,917,"2,452","1,669","3,095","7,889","1,370",916,"5,340","2,292","1,773","4,551","1,533","1,482","5,224","6,598"
2021,9,60,"49,219","2,755","1,945",960,"2,331",691,618,"1,618","1,097","1,061",655,927,"2,074","1,508","2,491","4,865","1,395",975,"4,206","1,996","1,485","3,653","1,616","1,228","3,547","3,522"
2021,9,70,"21,414","1,407",852,461,765,396,355,660,443,566,344,440,"1,107",738,"1,075","2,076",755,506,"1,420",899,746,"1,547",832,479,"1,295","1,250"
2021,9,80,"12,768",823,569,400,440,274,212,481,297,371,267,291,668,417,668,"1,138",434,315,772,459,403,928,551,321,611,658
2021,9,90,"1,925",119,101,51,79,46,41,51,50,50,50,41,88,60,91,153,68,53,120,70,41,117,94,56,115,120
2021,9,100,59,4,1,1,4,1,0,2,2,3,1,2,3,1,0,3,2,2,2,1,3,2,4,6,3,6
2021,10,총,"356,625","17,766","8,469","3,647","28,962","2,254","2,171","9,115","7,320","3,578","2,600","4,828","12,780","8,464","15,497","44,875","8,549","4,692","28,966","13,650","10,113","24,680","7,989","7,787","33,029","44,844"
2021,10,0,"27,521","1,069",329,102,"4,787",40,39,451,390,59,48,186,622,387,716,"3,334",381,149,"2,072","1,002",730,"1,665",254,485,"3,016","5,208"
2021,10,10,"35,344","1,563",501,117,"2,600",89,67,667,630,106,99,326,"1,291",736,"1,603","5,203",595,266,"2,380","1,200","1,106","2,532",636,869,"4,370","5,792"
2021,10,20,"44,957","2,002",929,308,"2,731",130,146,"1,429",999,180,171,688,"1,576","1,088","2,111","6,648","1,623",523,"4,316","1,978","1,067","2,932",866,913,"4,211","5,392"
2021,10,30,"45,249","1,783",680,226,"6,891",87,111,885,862,183,187,500,"1,196",764,"1,385","5,536",916,392,"4,305","1,593","1,035","2,709",633,745,"4,278","7,367"
2021,10,40,"56,654","2,844",891,330,"5,106",159,152,"1,199","1,114",263,250,572,"1,692","1,098","2,257","7,943",997,587,"4,003","2,143","1,712","4,004",967,"1,188","6,316","8,867"
2021,10,50,"61,109","3,356","1,659",680,"3,194",340,427,"1,606","1,441",730,533,885,"2,441","1,648","3,083","7,924","1,362",920,"5,361","2,303","1,765","4,550","1,537","1,478","5,249","6,637"
2021,10,60,"49,537","2,778","1,955",971,"2,365",690,617,"1,666","1,101","1,071",652,912,"2,087","1,519","2,504","4,907","1,414",974,"4,203","2,003","1,500","3,689","1,615","1,241","3,565","3,538"
2021,10,70,"21,423","1,418",854,458,768,392,357,670,442,557,341,424,"1,105",741,"1,070","2,073",755,514,"1,424",900,749,"1,545",829,485,"1,297","1,255"
2021,10,80,"12,811",828,565,400,437,281,213,484,290,376,270,295,675,422,671,"1,149",433,312,779,455,404,935,553,322,607,655
2021,10,90,"1,959",121,105,54,79,45,42,56,49,50,49,38,92,60,97,155,71,53,120,72,42,117,95,54,117,126
2021,10,100,61,4,1,1,4,1,0,2,2,3,0,2,3,1,0,3,2,2,3,1,3,2,4,7,3,7
2021,11,총,"357,277","17,859","8,449","3,641","29,011","2,234","2,163","9,228","7,361","3,583","2,583","4,662","12,781","8,416","15,519","44,760","8,555","4,685","28,895","13,611","10,109","24,722","7,996","7,808","33,865","44,781"
2021,11,0,"27,466","1,065",322,98,"4,792",38,38,457,394,59,48,183,625,370,709,"3,283",384,152,"2,073",993,734,"1,658",255,486,"3,075","5,175"
2021,11,10,"35,355","1,563",496,118,"2,612",83,69,672,633,106,95,319,"1,279",734,"1,590","5,194",594,263,"2,366","1,195","1,095","2,545",636,869,"4,441","5,788"
2021,11,20,"44,958","2,019",929,306,"2,693",133,143,"1,449","1,002",178,170,669,"1,583","1,082","2,123","6,640","1,596",523,"4,283","1,971","1,062","2,927",864,921,"4,344","5,348"
2021,11,30,"45,353","1,791",679,224,"6,890",87,102,897,861,189,181,486,"1,198",751,"1,371","5,523",930,394,"4,301","1,574","1,028","2,704",644,742,"4,473","7,333"
2021,11,40,"56,762","2,847",889,326,"5,151",151,154,"1,207","1,135",265,245,562,"1,682","1,083","2,268","7,913",989,582,"4,025","2,142","1,705","4,006",968,"1,185","6,405","8,877"
2021,11,50,"61,198","3,381","1,661",673,"3,185",338,429,"1,635","1,436",730,538,858,"2,422","1,652","3,107","7,896","1,367",912,"5,322","2,288","1,766","4,560","1,525","1,484","5,403","6,630"
2021,11,60,"49,850","2,804","1,953",980,"2,392",690,615,"1,693","1,114","1,071",653,863,"2,112","1,505","2,505","4,930","1,418",984,"4,206","2,010","1,508","3,718","1,627","1,255","3,669","3,575"
2021,11,70,"21,429","1,423",848,460,774,386,358,668,444,558,333,400,"1,105",746,"1,072","2,061",772,507,"1,415",908,754,"1,543",822,487,"1,315","1,270"
2021,11,80,"12,889",840,566,401,441,283,213,491,291,374,272,286,679,432,675,"1,162",431,312,777,456,409,945,557,321,618,657
2021,11,90,"1,959",121,105,54,78,44,42,57,49,50,48,35,93,60,99,154,72,54,123,73,45,115,94,52,119,123
2021,11,100,58,5,1,1,3,1,0,2,2,3,0,1,3,1,0,4,2,2,4,1,3,1,4,6,3,5
2021,12,총,"357,757","17,887","8,439","3,643","29,029","2,226","2,163","9,256","7,385","3,574","2,577","4,562","12,740","8,398","15,519","44,736","8,576","4,693","28,820","13,573","10,306","24,745","7,941","7,835","34,415","44,719"
2021,12,0,"27,420","1,063",323,102,"4,790",38,42,457,397,58,47,182,611,372,706,"3,266",384,147,"2,067",979,741,"1,648",249,492,"3,118","5,141"
2021,12,10,"35,362","1,558",486,116,"2,624",83,68,673,640,105,94,310,"1,276",729,"1,600","5,181",595,265,"2,372","1,181","1,094","2,535",635,862,"4,480","5,800"
2021,12,20,"44,938","2,017",928,301,"2,621",130,139,"1,463","1,002",182,170,662,"1,585","1,078","2,118","6,611","1,600",530,"4,244","1,961","1,150","2,937",846,942,"4,409","5,312"
2021,12,30,"45,429","1,789",674,225,"6,895",85,105,898,873,190,179,474,"1,184",748,"1,377","5,537",931,390,"4,284","1,573","1,058","2,701",630,739,"4,588","7,302"
2021,12,40,"56,864","2,855",891,322,"5,194",147,155,"1,214","1,128",260,253,544,"1,686","1,076","2,266","7,896",986,589,"4,031","2,126","1,707","4,003",952,"1,193","6,503","8,887"
2021,12,50,"61,255","3,396","1,665",674,"3,183",341,427,"1,628","1,433",728,535,848,"2,400","1,657","3,104","7,901","1,366",911,"5,291","2,301","1,780","4,561","1,519","1,486","5,492","6,628"
2021,12,60,"50,069","2,812","1,959",988,"2,423",691,613,"1,707","1,126","1,066",648,834,"2,125","1,497","2,497","4,954","1,422",984,"4,212","2,014","1,538","3,742","1,628","1,256","3,744","3,589"
2021,12,70,"21,409","1,421",845,457,775,382,356,667,442,557,339,390,"1,101",743,"1,071","2,066",770,507,"1,405",900,768,"1,550",821,485,"1,321","1,270"
2021,12,80,"12,978",847,562,403,443,281,216,487,290,374,265,283,679,437,681,"1,164",446,312,785,464,421,952,561,322,640,663
2021,12,90,"1,978",123,105,54,78,47,42,60,53,51,47,34,91,60,99,156,74,56,125,73,47,115,96,52,118,122
2021,12,100,55,6,1,1,3,1,0,2,1,3,0,1,2,1,0,4,2,2,4,1,2,1,4,6,2,5
