년도,월,나이,경기도 시흥시,경기도 시흥시 대야동,경기도 시흥시 신천동,경기도 시흥시 신현동,경기도 시흥시 은행동,경기도 시흥시 매화동,경기도 시흥시 목감동,경기도 시흥시 군자동,경기도 시흥시 월곶동,경기도 시흥시 정왕본동,경기도 시흥시 정왕1동,경기도 시흥시 정왕2동,경기도 시흥시 정왕3동,경기도 시흥시 정왕4동,경기도 시흥시 배곧동,경기도 시흥시 과림동,경기도 시흥시 연성동,경기도 시흥시 장곡동,경기도 시흥시 능곡동,경기도 시흥시 배곧1동,경기도 시흥시 배곧2동
2021,4,총,"510,098","44,784","36,284","9,961","55,843","12,130","42,276","22,041","16,016","20,309","22,544","32,129","22,937","21,351","71,201","1,977","23,855","31,092","23,368",,
2021,4,0,"49,119","3,497","1,603",437,"7,330",666,"5,843","1,531","1,376","1,141","1,277","2,379","1,709","1,649","10,859",39,"1,717","3,681","2,385",,
2021,4,10,"50,411","3,519","3,205",736,"5,689","1,185","3,343","2,188","1,484","1,109","1,962","3,539","2,122","2,689","8,063",52,"2,858","3,964","2,704",,
2021,4,20,"70,298","6,801","5,875","1,402","6,674","1,658","4,199","2,880","1,882","3,228","3,801","5,189","3,071","3,570","9,090",160,"3,693","3,933","3,192",,
2021,4,30,"78,769","6,975","3,900",965,"9,820","1,104","8,320","2,652","2,349","4,010","3,341","4,335","3,142","2,423","14,456",175,"2,585","4,690","3,527",,
2021,4,40,"92,133","6,586","5,241","1,298","9,733","1,926","7,498","3,833","3,178","4,202","4,542","6,153","4,605","3,822","14,862",179,"4,189","6,179","4,107",,
2021,4,50,"88,712","8,573","8,075","2,212","8,630","2,479","5,726","4,089","2,704","3,766","4,327","6,233","4,576","4,333","8,612",467,"4,849","5,100","3,961",,
2021,4,60,"50,081","5,592","5,195","1,711","5,120","1,701","4,617","2,849","1,796","1,877","2,158","2,642","2,353","1,659","3,784",567,"2,244","2,175","2,041",,
2021,4,70,"19,781","2,040","2,103",758,"1,848",891,"1,835","1,301",835,664,746,"1,021",879,730,"1,032",228,"1,074",895,901,,
2021,4,80,"9,269","1,023",944,377,844,451,755,621,357,268,333,567,399,434,377,87,557,408,467,,
2021,4,90,"1,422",170,120,56,150,66,126,86,51,41,54,68,79,41,65,19,84,65,81,,
2021,4,100,103,8,23,9,5,3,14,11,4,3,3,3,2,1,1,4,5,2,2,,
2021,5,총,"510,833","44,879","36,292","9,991","55,933","12,119","42,261","22,005","16,096","20,334","22,531","32,184","22,953","21,306","71,217","1,970","23,814","31,312","23,636",,
2021,5,0,"49,027","3,506","1,602",431,"7,309",664,"5,794","1,519","1,385","1,134","1,278","2,366","1,711","1,645","10,806",41,"1,708","3,701","2,427",,
2021,5,10,"50,384","3,512","3,168",737,"5,712","1,175","3,386","2,187","1,495","1,117","1,955","3,524","2,105","2,669","8,098",50,"2,832","3,968","2,694",,
2021,5,20,"70,324","6,776","5,910","1,406","6,677","1,670","4,180","2,867","1,892","3,227","3,787","5,204","3,055","3,567","9,047",163,"3,694","3,964","3,238",,
2021,5,30,"78,680","7,004","3,896",970,"9,784","1,109","8,289","2,632","2,372","3,996","3,349","4,342","3,141","2,420","14,379",172,"2,568","4,695","3,562",,
2021,5,40,"92,108","6,586","5,181","1,280","9,798","1,900","7,507","3,813","3,170","4,199","4,520","6,170","4,599","3,800","14,920",176,"4,142","6,204","4,143",,
2021,5,50,"88,962","8,560","8,084","2,242","8,634","2,487","5,728","4,091","2,712","3,786","4,320","6,248","4,586","4,324","8,653",463,"4,877","5,156","4,011",,
2021,5,60,"50,676","5,668","5,251","1,727","5,174","1,709","4,641","2,878","1,818","1,900","2,184","2,667","2,394","1,684","3,828",566,"2,264","2,233","2,090",,
2021,5,70,"19,825","2,059","2,105",755,"1,849",877,"1,831","1,297",843,658,748,"1,028",876,723,"1,040",228,"1,076",912,920,,
2021,5,80,"9,319","1,031",953,378,844,459,764,624,356,273,332,563,404,431,379,88,566,412,462,,
2021,5,90,"1,423",168,119,56,147,66,126,86,49,41,55,69,80,42,66,19,82,65,87,,
2021,5,100,105,9,23,9,5,3,15,11,4,3,3,3,2,1,1,4,5,2,2,,
2021,6,총,"511,314","44,963","36,276","10,002","56,065","12,118","42,259","21,982","16,103","20,358","22,507","32,234","22,982","21,250","71,154","1,965","23,823","31,410","23,863",,
2021,6,0,"48,870","3,503","1,601",431,"7,283",664,"5,763","1,504","1,382","1,125","1,281","2,358","1,710","1,626","10,725",45,"1,706","3,706","2,457",,
2021,6,10,"50,361","3,500","3,151",730,"5,739","1,165","3,398","2,182","1,491","1,123","1,950","3,509","2,110","2,659","8,123",50,"2,818","3,963","2,700",,
2021,6,20,"70,248","6,784","5,885","1,399","6,685","1,673","4,167","2,851","1,904","3,248","3,753","5,203","3,035","3,550","9,044",161,"3,688","3,957","3,261",,
2021,6,30,"78,524","6,994","3,927",976,"9,758","1,085","8,221","2,609","2,373","3,970","3,345","4,361","3,141","2,405","14,285",176,"2,580","4,711","3,607",,
2021,6,40,"92,241","6,594","5,142","1,287","9,843","1,901","7,552","3,811","3,161","4,219","4,521","6,179","4,599","3,782","14,935",175,"4,138","6,220","4,182",,
2021,6,50,"89,124","8,580","8,075","2,214","8,687","2,498","5,739","4,089","2,710","3,782","4,324","6,244","4,593","4,342","8,697",455,"4,867","5,178","4,050",,
2021,6,60,"51,166","5,730","5,290","1,764","5,211","1,725","4,667","2,911","1,820","1,919","2,187","2,710","2,434","1,698","3,850",564,"2,295","2,269","2,122",,
2021,6,70,"19,887","2,069","2,105",757,"1,868",875,"1,841","1,307",851,654,752,"1,031",876,717,"1,039",230,"1,074",913,928,,
2021,6,80,"9,360","1,030",956,381,843,462,767,621,358,274,336,566,403,426,389,85,569,427,467,,
2021,6,90,"1,428",170,121,54,142,67,130,86,49,41,55,70,79,44,66,20,83,64,87,,
2021,6,100,105,9,23,9,6,3,14,11,4,3,3,3,2,1,1,4,5,2,2,,
2021,7,총,"511,747","45,003","36,208","9,986","56,176","12,120","42,261","21,988","16,131","20,398","22,458","32,272","23,047","21,200",0,"1,958","23,847","31,489","23,965","35,788","35,452"
2021,7,0,"48,738","3,512","1,584",427,"7,261",653,"5,754","1,500","1,372","1,122","1,273","2,347","1,703","1,616",0,45,"1,706","3,704","2,452","5,943","4,764"
2021,7,10,"50,375","3,482","3,131",724,"5,762","1,163","3,409","2,196","1,497","1,126","1,936","3,511","2,104","2,635",0,50,"2,791","3,967","2,716","4,307","3,868"
2021,7,20,"70,055","6,751","5,846","1,392","6,680","1,667","4,154","2,829","1,920","3,223","3,704","5,207","3,046","3,544",0,156,"3,706","3,969","3,260","3,472","5,529"
2021,7,30,"78,529","7,014","3,949",985,"9,771","1,082","8,168","2,582","2,372","3,998","3,347","4,374","3,147","2,400",0,179,"2,591","4,707","3,634","6,899","7,330"
2021,7,40,"92,285","6,592","5,089","1,273","9,886","1,891","7,583","3,830","3,166","4,220","4,519","6,163","4,602","3,758",0,169,"4,107","6,239","4,193","7,685","7,320"
2021,7,50,"89,310","8,600","8,064","2,213","8,692","2,507","5,746","4,095","2,707","3,780","4,335","6,268","4,610","4,342",0,453,"4,899","5,193","4,077","4,458","4,271"
2021,7,60,"51,574","5,761","5,337","1,778","5,256","1,740","4,687","2,916","1,825","1,956","2,195","2,736","2,472","1,715",0,568,"2,311","2,291","2,141","2,175","1,714"
2021,7,70,"19,923","2,067","2,103",755,"1,877",881,"1,842","1,321",855,656,751,"1,030",871,717,0,228,"1,074",917,927,598,453
2021,7,80,"9,405","1,047",957,376,840,467,769,620,364,273,341,562,411,427,0,85,574,429,475,219,169
2021,7,90,"1,447",168,124,54,146,66,134,88,49,41,54,71,79,45,0,21,83,71,88,31,34
2021,7,100,106,9,24,9,5,3,15,11,4,3,3,3,2,1,0,4,5,2,2,1,0
2021,8,총,"511,807","44,995","36,204","9,969","56,305","12,139","42,235","21,951","16,162","20,401","22,402","32,216","23,002","21,160",,"1,948","23,848","31,636","24,082","35,688","35,464"
2021,8,0,"48,477","3,510","1,574",414,"7,276",649,"5,715","1,476","1,357","1,116","1,252","2,316","1,681","1,609",,44,"1,702","3,715","2,481","5,857","4,733"
2021,8,10,"50,370","3,485","3,124",723,"5,776","1,154","3,421","2,197","1,495","1,109","1,914","3,512","2,096","2,615",,51,"2,777","3,989","2,720","4,341","3,871"
2021,8,20,"69,860","6,672","5,845","1,392","6,661","1,681","4,133","2,817","1,919","3,217","3,709","5,171","3,029","3,534",,156,"3,694","3,982","3,247","3,458","5,543"
2021,8,30,"78,448","7,035","3,949",984,"9,755","1,089","8,131","2,564","2,385","4,029","3,342","4,349","3,135","2,394",,182,"2,604","4,740","3,649","6,807","7,325"
2021,8,40,"92,219","6,558","5,055","1,273","9,951","1,871","7,604","3,818","3,159","4,213","4,513","6,164","4,571","3,737",,166,"4,061","6,252","4,211","7,713","7,329"
2021,8,50,"89,402","8,613","8,060","2,189","8,690","2,526","5,747","4,098","2,740","3,761","4,317","6,281","4,611","4,352",,446,"4,934","5,211","4,108","4,462","4,256"
2021,8,60,"51,991","5,806","5,386","1,797","5,308","1,750","4,710","2,939","1,828","1,982","2,206","2,740","2,504","1,730",,568,"2,325","2,320","2,154","2,195","1,743"
2021,8,70,"20,000","2,076","2,104",756,"1,889",887,"1,849","1,317",857,653,752,"1,034",876,716,,226,"1,078",927,942,599,462
2021,8,80,"9,474","1,060",961,376,849,462,775,627,367,276,342,573,416,426,,85,585,428,477,221,168
2021,8,90,"1,460",171,123,56,145,67,135,87,52,42,51,73,81,46,,20,82,70,91,34,34
2021,8,100,106,9,23,9,5,3,15,11,3,3,4,3,2,1,,4,6,2,2,1,0
2021,9,총,"511,900","44,928","36,182","9,955","56,323","12,132","42,194","21,874","16,110","20,392","22,361","32,159","23,088","21,073",,"1,943","23,821","32,265","24,126","35,562","35,412"
2021,9,0,"48,222","3,496","1,568",414,"7,252",648,"5,678","1,460","1,327","1,110","1,250","2,294","1,657","1,600",,45,"1,698","3,745","2,480","5,812","4,688"
2021,9,10,"50,352","3,464","3,104",722,"5,780","1,146","3,436","2,191","1,485","1,119","1,891","3,496","2,098","2,595",,48,"2,761","4,041","2,720","4,348","3,907"
2021,9,20,"69,629","6,655","5,814","1,383","6,621","1,667","4,110","2,808","1,910","3,222","3,703","5,123","3,043","3,500",,158,"3,667","4,062","3,244","3,412","5,527"
2021,9,30,"78,202","6,996","3,958",981,"9,699","1,102","8,091","2,556","2,361","4,007","3,327","4,336","3,142","2,397",,181,"2,613","4,821","3,638","6,736","7,260"
2021,9,40,"92,260","6,559","5,001","1,273","10,003","1,860","7,623","3,803","3,158","4,209","4,502","6,162","4,578","3,716",,168,"4,026","6,339","4,218","7,724","7,338"
2021,9,50,"89,627","8,596","8,092","2,179","8,719","2,527","5,743","4,064","2,752","3,757","4,318","6,294","4,655","4,348",,440,"4,961","5,327","4,114","4,465","4,276"
2021,9,60,"52,415","5,840","5,425","1,808","5,348","1,761","4,721","2,946","1,830","1,990","2,219","2,764","2,527","1,729",,570,"2,342","2,450","2,187","2,205","1,753"
2021,9,70,"20,070","2,076","2,106",754,"1,897",888,"1,863","1,311",860,654,753,"1,045",883,713,,224,"1,074",965,947,603,454
2021,9,80,"9,539","1,061",969,378,850,458,781,639,371,277,341,572,422,427,,84,590,439,486,220,174
2021,9,90,"1,477",176,123,54,148,72,133,85,53,43,53,70,81,47,,21,83,74,90,36,35
2021,9,100,107,9,22,9,6,3,15,11,3,4,4,3,2,1,,4,6,2,2,1,0
2021,10,총,"511,888","44,821","36,144","9,935","56,439","12,103","42,214","21,828","16,174","20,352","22,325","32,089","23,082","21,056",,"1,944","23,766","32,486","24,156","35,574","35,400"
2021,10,0,"47,971","3,466","1,557",410,"7,235",645,"5,660","1,452","1,324","1,100","1,248","2,258","1,638","1,591",,44,"1,675","3,739","2,482","5,793","4,654"
2021,10,10,"50,301","3,463","3,082",715,"5,795","1,141","3,461","2,181","1,489","1,114","1,864","3,486","2,097","2,571",,48,"2,742","4,048","2,694","4,377","3,933"
2021,10,20,"69,428","6,590","5,804","1,373","6,614","1,650","4,087","2,804","1,898","3,219","3,696","5,111","3,041","3,512",,158,"3,656","4,078","3,239","3,406","5,492"
2021,10,30,"78,030","6,970","3,983",986,"9,668","1,100","8,062","2,540","2,381","3,988","3,317","4,332","3,128","2,388",,180,"2,604","4,847","3,647","6,682","7,227"
2021,10,40,"92,325","6,558","4,961","1,258","10,075","1,846","7,644","3,792","3,168","4,210","4,496","6,155","4,586","3,706",,167,"4,021","6,351","4,209","7,758","7,364"
2021,10,50,"89,769","8,593","8,073","2,170","8,730","2,522","5,753","4,081","2,785","3,739","4,321","6,287","4,671","4,352",,441,"4,959","5,371","4,150","4,468","4,303"
2021,10,60,"52,821","5,864","5,464","1,822","5,400","1,777","4,754","2,947","1,840","2,013","2,224","2,777","2,539","1,746",,573,"2,364","2,532","2,208","2,218","1,759"
2021,10,70,"20,112","2,086","2,103",757,"1,909",894,"1,864","1,307",862,646,764,"1,036",881,709,,225,"1,065",986,949,611,458
2021,10,80,"9,560","1,046",981,380,856,449,792,633,372,275,340,574,418,431,,82,595,453,485,224,174
2021,10,90,"1,495",180,124,55,151,76,131,87,52,43,53,70,81,49,,22,79,79,91,36,36
2021,10,100,76,5,12,9,6,3,6,4,3,5,2,3,2,1,,4,6,2,2,1,0
2021,11,총,"512,155","44,870","36,106","9,902","56,469","12,111","42,258","21,805","16,347","20,381","22,292","32,088","23,058","21,020",,"1,925","23,752","32,573","24,250","35,558","35,390"
2021,11,0,"47,767","3,478","1,534",409,"7,217",632,"5,636","1,431","1,329","1,095","1,240","2,225","1,621","1,572",,45,"1,674","3,734","2,497","5,766","4,632"
2021,11,10,"50,289","3,456","3,056",705,"5,804","1,143","3,483","2,168","1,495","1,114","1,848","3,476","2,105","2,567",,48,"2,725","4,053","2,691","4,395","3,957"
2021,11,20,"69,249","6,568","5,788","1,369","6,594","1,648","4,063","2,802","1,927","3,202","3,690","5,095","3,017","3,500",,158,"3,647","4,069","3,249","3,393","5,470"
2021,11,30,"77,950","6,987","3,980",974,"9,633","1,104","8,049","2,536","2,430","3,990","3,307","4,346","3,105","2,384",,182,"2,616","4,838","3,665","6,629","7,195"
2021,11,40,"92,416","6,553","4,944","1,264","10,096","1,836","7,686","3,780","3,185","4,216","4,486","6,136","4,583","3,704",,165,"3,999","6,381","4,228","7,782","7,392"
2021,11,50,"89,972","8,603","8,046","2,169","8,764","2,528","5,748","4,089","2,830","3,759","4,328","6,316","4,682","4,362",,433,"4,971","5,404","4,164","4,484","4,292"
2021,11,60,"53,198","5,902","5,524","1,819","5,444","1,785","4,791","2,961","1,855","2,027","2,230","2,810","2,559","1,745",,565,"2,380","2,568","2,219","2,232","1,782"
2021,11,70,"20,126","2,077","2,110",756,"1,903",896,"1,861","1,319",862,652,764,"1,033",882,701,,223,"1,062",997,959,612,457
2021,11,80,"9,618","1,054",990,378,862,458,803,629,378,275,342,580,420,435,,83,593,451,484,227,176
2021,11,90,"1,509",187,121,54,149,78,132,88,54,46,55,68,81,49,,22,82,77,92,37,37
2021,11,100,61,5,13,5,3,3,6,2,2,5,2,3,3,1,,1,3,1,2,1,0
2021,12,총,"512,030","44,791","36,126","9,908","56,481","12,096","42,209","21,779","16,477","20,280","22,300","32,095","23,025","20,947",,"1,918","23,732","32,584","24,388","35,587","35,307"
2021,12,0,"47,577","3,481","1,517",414,"7,198",635,"5,582","1,423","1,334","1,076","1,251","2,224","1,614","1,551",,45,"1,660","3,702","2,493","5,756","4,621"
2021,12,10,"50,216","3,436","3,028",700,"5,819","1,122","3,502","2,155","1,505","1,102","1,826","3,461","2,111","2,552",,46,"2,718","4,075","2,686","4,413","3,959"
2021,12,20,"68,964","6,529","5,777","1,362","6,583","1,652","4,037","2,783","1,944","3,159","3,675","5,103","2,971","3,484",,159,"3,644","4,037","3,287","3,387","5,391"
2021,12,30,"77,837","6,954","4,006",982,"9,568","1,117","8,001","2,524","2,488","3,969","3,309","4,359","3,106","2,381",,178,"2,636","4,841","3,684","6,568","7,166"
2021,12,40,"92,511","6,544","4,947","1,250","10,128","1,821","7,733","3,778","3,198","4,224","4,494","6,107","4,569","3,675",,164,"3,990","6,409","4,234","7,833","7,413"
2021,12,50,"90,045","8,589","8,057","2,183","8,767","2,521","5,750","4,082","2,846","3,748","4,342","6,340","4,691","4,367",,430,"4,966","5,395","4,193","4,480","4,298"
2021,12,60,"53,472","5,936","5,562","1,811","5,486","1,793","4,793","2,979","1,863","2,029","2,231","2,821","2,570","1,753",,560,"2,388","2,595","2,251","2,268","1,783"
2021,12,70,"20,154","2,067","2,104",761,"1,913",892,"1,865","1,326",862,657,775,"1,029",887,695,,232,"1,054",996,966,612,461
2021,12,80,"9,691","1,060",998,382,867,463,811,641,381,267,341,577,422,439,,82,597,455,500,232,176
2021,12,90,"1,508",189,120,58,149,78,130,86,54,44,54,71,81,49,,22,77,78,92,37,39
2021,12,100,55,6,10,5,3,2,5,2,2,5,2,3,3,1,,0,2,1,2,1,0
