년도,월,나이,전라북도 군산시,전라북도 군산시 옥구읍,전라북도 군산시 옥산면,전라북도 군산시 회현면,전라북도 군산시 임피면,전라북도 군산시 서수면,전라북도 군산시 대야면,전라북도 군산시 개정면,전라북도 군산시 성산면,전라북도 군산시 나포면,전라북도 군산시 옥도면,전라북도 군산시 옥서면,전라북도 군산시 해신동,전라북도 군산시 월명동,전라북도 군산시 신풍동,전라북도 군산시 삼학동,전라북도 군산시 중앙동,전라북도 군산시 흥남동,전라북도 군산시 조촌동,전라북도 군산시 경암동,전라북도 군산시 구암동,전라북도 군산시 개정동,전라북도 군산시 수송동,전라북도 군산시 나운1동,전라북도 군산시 나운2동,전라북도 군산시 나운3동,전라북도 군산시 소룡동,전라북도 군산시 미성동
2021,2,총,"267,612","3,154","4,733","3,423","2,655","2,565","5,019","3,016","2,910","2,215","3,418","3,023","2,380","5,489","7,162","5,674","4,449","12,809","22,308","7,497","7,946","2,867","55,515","12,605","23,754","32,214","16,783","12,029"
2021,2,0,"20,672",81,581,183,62,75,147,70,105,49,94,117,117,185,359,153,236,"1,066","2,547",387,486,165,"6,699",645,"1,672","2,576","1,126",689
2021,2,10,"26,645",117,372,340,108,105,230,148,140,96,174,144,134,384,589,339,206,"1,125","2,081",493,682,250,"7,739","1,112","2,898","4,168","1,626",845
2021,2,20,"29,647",249,373,239,227,159,346,265,245,132,313,262,165,437,805,577,437,"1,386","2,538",718,"1,085",304,"6,645","1,578","2,926","4,172","1,858","1,206"
2021,2,30,"30,267",182,723,213,149,158,346,187,179,127,275,195,189,450,562,400,627,"1,675","3,750",747,943,244,"7,509","1,249","2,157","3,523","2,045","1,463"
2021,2,40,"43,375",308,723,470,231,249,519,289,270,223,484,361,274,703,943,597,595,"1,946","3,635","1,083","1,076",361,"10,998","1,799","3,877","6,067","3,169","2,125"
2021,2,50,"44,039",581,685,561,482,426,798,603,563,379,733,466,366,925,"1,098",946,674,"2,029","3,100","1,227","1,445",473,"8,018","2,385","4,162","5,547","3,092","2,275"
2021,2,60,"38,025",694,630,588,634,602,"1,148",680,651,511,734,615,491,"1,154","1,339","1,162",794,"1,824","2,631","1,407","1,327",514,"4,640","2,192","3,381","3,511","2,297","1,874"
2021,2,70,"23,021",546,383,464,430,413,873,478,458,402,423,542,460,837,"1,017",992,619,"1,229","1,422","1,019",636,353,"2,249","1,165","1,706","1,797","1,094","1,014"
2021,2,80,"10,195",332,220,309,267,305,509,258,251,253,161,272,156,350,398,445,222,469,515,358,224,175,875,414,848,752,384,473
2021,2,90,"1,600",59,42,56,60,65,96,34,46,40,23,44,22,52,47,59,36,57,85,54,41,25,135,65,124,96,80,57
2021,2,100,126,5,1,0,5,8,7,4,2,3,4,5,6,12,5,4,3,3,4,4,1,3,8,1,3,5,12,8
2021,3,총,"266,959","3,163","4,753","3,423","2,668","2,551","4,982","2,968","2,886","2,213","3,395","2,993","2,374","5,422","7,132","5,643","4,449","12,769","22,274","7,470","7,984","2,858","55,474","12,595","23,643","32,179","16,824","11,874"
2021,3,0,"20,503",83,580,180,60,75,141,75,94,51,92,115,114,182,354,154,242,"1,067","2,540",383,494,172,"6,632",635,"1,662","2,541","1,111",674
2021,3,10,"26,568",119,378,335,107,105,229,152,134,96,172,150,137,381,590,330,206,"1,117","2,081",492,683,244,"7,739","1,115","2,878","4,159","1,618",821
2021,3,20,"29,521",250,369,239,228,153,339,253,247,132,314,261,165,437,794,582,435,"1,359","2,540",708,"1,089",302,"6,615","1,572","2,892","4,186","1,870","1,190"
2021,3,30,"30,076",183,730,213,150,157,340,182,177,129,271,194,190,444,554,400,627,"1,664","3,724",739,937,249,"7,484","1,249","2,130","3,507","2,030","1,422"
2021,3,40,"43,217",311,724,473,238,249,507,286,264,221,475,356,275,689,946,592,588,"1,937","3,647","1,076","1,081",351,"10,997","1,788","3,844","6,038","3,167","2,097"
2021,3,50,"43,999",585,683,554,467,420,797,569,561,372,734,457,367,913,"1,090",931,671,"2,038","3,075","1,230","1,457",475,"8,061","2,394","4,157","5,554","3,125","2,262"
2021,3,60,"38,126",693,634,594,653,605,"1,145",684,650,506,728,607,493,"1,148","1,339","1,161",790,"1,831","2,634","1,418","1,329",511,"4,670","2,197","3,385","3,539","2,321","1,861"
2021,3,70,"23,059",546,389,469,426,410,869,475,461,410,423,541,452,832,"1,020",988,624,"1,233","1,426","1,018",647,353,"2,257","1,159","1,712","1,800","1,105","1,014"
2021,3,80,"10,243",332,221,311,274,305,512,254,249,252,161,269,157,351,402,445,227,469,517,355,225,174,882,419,857,758,390,475
2021,3,90,"1,586",60,44,55,60,66,96,34,47,41,23,41,23,44,43,59,36,54,86,51,42,25,133,66,123,95,84,55
2021,3,100,61,1,1,0,5,6,7,4,2,3,2,2,1,1,0,1,3,0,4,0,0,2,4,1,3,2,3,3
2021,4,총,"266,878","3,160","4,764","3,405","2,654","2,541","4,983","2,974","2,884","2,201","3,393","2,998","2,380","5,415","7,100","5,613","4,436","12,787","22,274","7,449","8,053","2,855","55,507","12,580","23,641","32,157","16,834","11,840"
2021,4,0,"20,406",87,582,177,59,74,135,75,92,49,95,115,114,177,352,151,247,"1,076","2,535",382,498,172,"6,585",636,"1,656","2,518","1,098",669
2021,4,10,"26,501",118,380,333,105,106,229,149,130,94,169,149,138,382,584,328,200,"1,109","2,087",485,690,243,"7,753","1,112","2,855","4,133","1,608",832
2021,4,20,"29,479",247,368,238,228,151,346,251,246,133,314,266,168,437,782,580,429,"1,346","2,530",710,"1,100",297,"6,597","1,561","2,904","4,191","1,881","1,178"
2021,4,30,"29,962",188,731,210,149,154,335,183,177,126,270,196,186,435,551,389,621,"1,683","3,704",726,958,252,"7,454","1,232","2,117","3,496","2,030","1,409"
2021,4,40,"43,210",303,723,461,237,251,503,285,261,216,471,355,275,690,932,591,592,"1,941","3,663","1,067","1,094",347,"11,025","1,798","3,837","6,029","3,167","2,096"
2021,4,50,"44,060",583,688,562,458,414,798,566,565,369,733,460,365,906,"1,081",925,673,"2,025","3,077","1,232","1,456",475,"8,110","2,385","4,184","5,574","3,131","2,265"
2021,4,60,"38,212",694,631,594,652,607,"1,155",688,649,506,733,603,499,"1,158","1,341","1,160",792,"1,852","2,636","1,416","1,334",515,"4,684","2,204","3,375","3,552","2,339","1,843"
2021,4,70,"23,106",542,395,464,422,412,867,485,468,410,419,542,452,829,"1,027",984,620,"1,236","1,436","1,021",649,349,"2,271","1,161","1,718","1,804","1,109","1,014"
2021,4,80,"10,281",336,221,313,278,298,512,254,247,254,164,268,159,356,407,445,223,463,517,358,230,178,892,420,867,761,386,474
2021,4,90,"1,601",61,44,53,61,68,96,34,47,41,23,42,23,44,43,59,37,56,86,52,44,25,132,70,125,97,81,57
2021,4,100,60,1,1,0,5,6,7,4,2,3,2,2,1,1,0,1,2,0,3,0,0,2,4,1,3,2,4,3
2021,5,총,"266,345","3,144","4,779","3,391","2,648","2,540","4,928","2,972","2,862","2,194","3,380","2,992","2,319","5,273","7,066","5,574","4,446","12,789","22,299","7,438","8,066","2,852","55,494","12,556","23,589","32,237","16,847","11,670"
2021,5,0,"20,321",84,589,176,58,73,133,76,91,46,97,113,113,171,341,152,256,"1,090","2,547",375,504,171,"6,571",618,"1,635","2,497","1,089",655
2021,5,10,"26,439",119,377,333,106,108,229,144,130,94,169,151,145,387,577,327,203,"1,101","2,080",480,688,240,"7,718","1,123","2,857","4,129","1,600",824
2021,5,20,"29,495",247,371,238,222,155,346,251,244,134,309,271,164,429,785,575,424,"1,339","2,536",702,"1,101",296,"6,613","1,548","2,888","4,230","1,879","1,198"
2021,5,30,"29,831",185,728,210,150,154,336,185,177,121,262,194,181,420,555,383,623,"1,686","3,705",713,953,254,"7,418","1,220","2,101","3,491","2,040","1,386"
2021,5,40,"43,023",300,739,455,239,244,489,285,253,217,470,355,260,660,920,585,599,"1,940","3,643","1,071","1,098",341,"10,993","1,794","3,823","5,999","3,178","2,073"
2021,5,50,"44,025",583,679,556,459,410,780,561,550,365,732,453,348,877,"1,079",925,663,"2,020","3,098","1,242","1,460",471,"8,160","2,381","4,192","5,621","3,128","2,232"
2021,5,60,"38,220",691,634,594,650,606,"1,153",690,651,510,735,605,489,"1,124","1,339","1,143",792,"1,849","2,641","1,421","1,341",524,"4,721","2,220","3,373","3,594","2,347","1,783"
2021,5,70,"23,064",542,395,465,426,414,862,491,471,411,412,535,440,809,"1,017",980,622,"1,248","1,449","1,023",649,346,"2,275","1,159","1,717","1,805","1,110",991
2021,5,80,"10,264",331,223,311,274,302,502,250,246,251,168,269,156,353,409,441,222,462,516,359,228,180,888,420,872,772,390,469
2021,5,90,"1,607",61,43,53,59,68,96,35,47,42,24,44,22,42,44,62,40,54,81,51,44,27,132,72,128,97,82,57
2021,5,100,56,1,1,0,5,6,2,4,2,3,2,2,1,1,0,1,2,0,3,1,0,2,5,1,3,2,4,2
2021,6,총,"266,389","3,136","4,788","3,398","2,655","2,529","4,916","2,978","2,864","2,190","3,351","2,975","2,308","5,232","7,059","5,581","4,447","12,810","22,392","7,442","8,064","2,838","55,531","12,532","23,576","32,250","16,901","11,646"
2021,6,0,"20,219",83,585,179,58,73,135,73,92,43,95,111,107,171,338,150,257,"1,091","2,563",377,504,168,"6,531",616,"1,609","2,480","1,090",640
2021,6,10,"26,418",117,388,332,105,108,228,142,127,93,163,150,149,385,573,327,198,"1,111","2,087",488,689,237,"7,730","1,111","2,847","4,116","1,594",823
2021,6,20,"29,539",245,374,237,223,152,332,258,247,133,309,273,167,420,791,576,424,"1,337","2,555",698,"1,091",294,"6,631","1,538","2,892","4,265","1,882","1,195"
2021,6,30,"29,741",181,723,212,155,151,341,181,178,114,259,192,177,410,554,384,619,"1,684","3,714",704,963,248,"7,385","1,223","2,085","3,484","2,041","1,379"
2021,6,40,"42,997",301,734,456,242,240,492,284,255,214,469,351,256,658,912,583,607,"1,943","3,655","1,076","1,096",339,"11,006","1,787","3,804","5,977","3,200","2,060"
2021,6,50,"43,935",584,686,552,455,407,767,557,547,362,717,446,342,858,"1,077",925,654,"2,026","3,105","1,236","1,448",470,"8,177","2,372","4,196","5,613","3,139","2,217"
2021,6,60,"38,452",689,635,602,650,610,"1,162",698,652,522,730,606,490,"1,128","1,343","1,152",799,"1,852","2,644","1,428","1,345",525,"4,753","2,230","3,401","3,624","2,372","1,810"
2021,6,70,"23,106",538,395,461,429,410,857,497,473,409,413,537,437,808,"1,014",978,624,"1,250","1,463","1,024",649,347,"2,283","1,161","1,745","1,806","1,111",987
2021,6,80,"10,312",333,224,314,273,301,508,247,246,255,170,264,160,352,412,444,222,458,522,361,235,181,894,423,863,787,387,476
2021,6,90,"1,616",64,43,53,60,71,92,37,46,42,24,43,22,41,45,61,41,58,81,49,44,27,136,70,131,96,82,57
2021,6,100,54,1,1,0,5,6,2,4,1,3,2,2,1,1,0,1,2,0,3,1,0,2,5,1,3,2,3,2
2021,7,총,"266,226","3,133","4,797","3,400","2,655","2,531","4,896","2,971","2,873","2,190","3,344","2,974","2,309","5,210","7,038","5,559","4,438","12,799","22,467","7,430","8,039","2,838","55,471","12,508","23,537","32,244","16,964","11,611"
2021,7,0,"20,075",81,576,177,60,74,133,76,90,40,100,110,108,168,331,147,258,"1,092","2,555",375,505,169,"6,480",619,"1,594","2,454","1,067",636
2021,7,10,"26,364",115,392,338,104,108,227,139,131,93,161,148,149,375,574,321,200,"1,103","2,099",489,686,237,"7,715","1,108","2,829","4,104","1,606",813
2021,7,20,"29,489",238,379,237,226,152,326,258,250,134,306,273,163,423,782,585,417,"1,332","2,576",690,"1,077",297,"6,606","1,512","2,894","4,264","1,894","1,198"
2021,7,30,"29,649",181,716,213,153,153,336,184,176,115,258,196,175,407,550,375,616,"1,693","3,718",706,961,243,"7,374","1,213","2,082","3,451","2,026","1,378"
2021,7,40,"42,885",301,743,453,237,236,498,278,253,212,466,343,257,656,909,577,610,"1,924","3,661","1,069","1,089",333,"10,987","1,784","3,778","5,974","3,223","2,034"
2021,7,50,"43,946",583,690,551,448,409,763,545,546,360,710,454,339,863,"1,073",917,652,"2,025","3,122","1,224","1,447",472,"8,196","2,367","4,187","5,632","3,161","2,210"
2021,7,60,"38,610",696,635,604,659,609,"1,152",706,656,523,731,605,495,"1,110","1,345","1,152",795,"1,863","2,656","1,435","1,350",529,"4,790","2,235","3,426","3,643","2,397","1,813"
2021,7,70,"23,194",541,397,459,432,413,865,498,477,412,415,535,441,809,"1,014",976,625,"1,250","1,482","1,027",646,345,"2,281","1,169","1,751","1,823","1,115",996
2021,7,80,"10,333",331,224,316,271,300,503,248,247,257,172,266,161,354,414,446,224,460,513,365,236,183,898,429,860,795,388,472
2021,7,90,"1,627",65,44,52,60,71,91,35,46,41,23,42,20,44,46,62,39,57,82,49,42,28,139,71,133,102,84,59
2021,7,100,54,1,1,0,5,6,2,4,1,3,2,2,1,1,0,1,2,0,3,1,0,2,5,1,3,2,3,2
2021,8,총,"266,026","3,137","4,792","3,394","2,631","2,517","4,888","2,966","2,855","2,180","3,334","2,960","2,304","5,200","7,050","5,549","4,440","12,773","22,465","7,427","8,043","2,831","55,463","12,487","23,505","32,197","17,012","11,626"
2021,8,0,"19,946",79,575,177,57,74,129,77,85,40,96,108,109,164,328,144,266,"1,077","2,558",379,506,166,"6,466",621,"1,572","2,414","1,054",625
2021,8,10,"26,304",116,391,339,104,106,228,139,132,92,158,147,151,376,576,325,196,"1,102","2,085",488,684,235,"7,701","1,103","2,821","4,091","1,606",812
2021,8,20,"29,420",238,377,235,217,147,320,261,248,130,303,266,160,421,786,584,410,"1,318","2,581",679,"1,080",289,"6,616","1,499","2,892","4,269","1,895","1,199"
2021,8,30,"29,533",179,709,213,150,149,331,182,174,115,255,195,176,396,546,373,617,"1,686","3,710",714,956,251,"7,323","1,220","2,071","3,432","2,034","1,376"
2021,8,40,"42,783",300,749,444,237,235,499,277,248,212,462,339,251,656,909,575,612,"1,921","3,652","1,067","1,088",330,"10,982","1,779","3,746","5,938","3,233","2,042"
2021,8,50,"43,984",577,686,559,441,409,766,542,541,355,715,453,338,863,"1,075",915,649,"2,020","3,129","1,215","1,443",470,"8,241","2,344","4,196","5,645","3,196","2,201"
2021,8,60,"38,731",707,638,600,655,609,"1,159",705,657,525,734,608,490,"1,109","1,353","1,143",796,"1,879","2,654","1,437","1,359",526,"4,798","2,246","3,442","3,676","2,390","1,836"
2021,8,70,"23,266",542,397,457,440,414,865,496,475,408,411,534,446,810,"1,009",976,626,"1,249","1,495","1,033",650,351,"2,288","1,173","1,766","1,830","1,123","1,002"
2021,8,80,"10,370",331,226,318,264,299,499,244,247,260,176,264,162,362,419,448,226,465,515,367,232,182,905,430,869,795,393,472
2021,8,90,"1,634",67,43,52,61,69,91,39,47,40,22,44,20,42,49,65,40,56,83,47,45,29,136,71,128,104,85,59
2021,8,100,55,1,1,0,5,6,1,4,1,3,2,2,1,1,0,1,2,0,3,1,0,2,7,1,2,3,3,2
2021,9,총,"265,770","3,123","4,773","3,394","2,637","2,506","4,866","2,968","2,858","2,171","3,332","2,943","2,293","5,197","7,026","5,527","4,426","12,791","22,470","7,423","8,023","2,838","55,439","12,473","23,417","32,153","17,085","11,618"
2021,9,0,"19,810",81,576,175,60,68,130,76,83,39,96,106,108,163,328,138,262,"1,080","2,540",378,509,170,"6,413",621,"1,559","2,369","1,064",618
2021,9,10,"26,278",114,384,341,105,107,227,141,129,92,157,142,148,375,564,326,193,"1,105","2,097",484,682,234,"7,728","1,099","2,813","4,075","1,606",810
2021,9,20,"29,329",226,376,230,218,144,315,261,248,128,305,265,162,424,792,576,407,"1,307","2,568",681,"1,054",288,"6,608","1,479","2,865","4,290","1,911","1,201"
2021,9,30,"29,359",176,701,207,148,145,322,178,179,114,252,194,174,385,535,374,616,"1,682","3,689",707,960,253,"7,269","1,222","2,055","3,408","2,037","1,377"
2021,9,40,"42,649",297,742,452,234,231,500,278,248,213,458,336,246,655,898,572,607,"1,920","3,667","1,067","1,082",329,"10,967","1,770","3,711","5,900","3,234","2,035"
2021,9,50,"44,045",578,692,555,441,409,758,541,538,351,712,451,335,858,"1,083",911,652,"2,035","3,138","1,209","1,436",471,"8,293","2,347","4,179","5,683","3,198","2,191"
2021,9,60,"38,856",710,636,605,655,614,"1,157",708,664,517,737,612,492,"1,112","1,345","1,143",792,"1,881","2,663","1,442","1,363",527,"4,810","2,254","3,458","3,683","2,428","1,848"
2021,9,70,"23,326",544,391,462,443,416,868,498,477,416,413,531,443,817,"1,011",968,630,"1,255","1,501","1,030",653,353,"2,297","1,171","1,773","1,834","1,123","1,008"
2021,9,80,"10,420",328,232,315,267,298,495,243,246,255,177,261,165,364,419,453,224,471,518,378,237,184,912,433,876,804,395,470
2021,9,90,"1,645",68,43,52,61,69,93,41,45,43,23,43,19,43,51,65,41,55,86,46,47,27,135,76,126,104,85,58
2021,9,100,53,1,0,0,5,5,1,3,1,3,2,2,1,1,0,1,2,0,3,1,0,2,7,1,2,3,4,2
2021,10,총,"265,504","3,120","4,785","3,376","2,624","2,507","4,874","2,951","2,868","2,173","3,313","2,936","2,270","5,199","7,039","5,477","4,427","12,737","22,504","7,410","8,021","2,841","55,427","12,472","23,331","32,113","17,151","11,558"
2021,10,0,"19,649",80,577,168,56,73,130,75,80,38,91,103,102,159,326,137,261,"1,075","2,548",375,507,168,"6,381",612,"1,534","2,332","1,066",595
2021,10,10,"26,224",116,386,343,105,106,226,138,128,93,154,144,143,381,575,316,192,"1,085","2,105",478,681,235,"7,711","1,105","2,797","4,076","1,602",803
2021,10,20,"29,250",225,376,224,214,140,314,257,253,128,301,265,161,420,787,558,406,"1,317","2,564",674,"1,045",290,"6,623","1,472","2,855","4,272","1,908","1,201"
2021,10,30,"29,231",178,693,205,146,147,318,178,180,117,251,189,171,385,533,375,617,"1,655","3,689",703,965,252,"7,254","1,218","2,037","3,379","2,038","1,358"
2021,10,40,"42,569",302,747,450,231,230,500,276,252,208,451,335,244,655,898,564,610,"1,914","3,669","1,067","1,083",334,"10,940","1,783","3,674","5,877","3,260","2,015"
2021,10,50,"44,124",569,697,553,441,401,756,536,542,354,713,458,330,854,"1,093",901,650,"2,025","3,140","1,214","1,437",469,"8,333","2,334","4,194","5,719","3,219","2,192"
2021,10,60,"38,896",709,634,607,657,620,"1,162",707,661,515,735,608,492,"1,114","1,342","1,139",791,"1,880","2,662","1,440","1,364",524,"4,831","2,260","3,456","3,688","2,446","1,852"
2021,10,70,"23,400",544,393,459,441,415,880,500,478,417,411,528,443,817,"1,009",972,629,"1,260","1,515","1,032",658,358,"2,296","1,179","1,776","1,854","1,125","1,011"
2021,10,80,"10,443",325,233,313,264,302,492,242,247,255,180,263,164,369,426,452,228,469,522,381,237,182,914,430,878,806,397,472
2021,10,90,"1,665",72,49,54,64,68,95,39,46,45,24,41,19,44,50,61,41,57,87,45,44,27,137,78,128,107,86,57
2021,10,100,53,0,0,0,5,5,1,3,1,3,2,2,1,1,0,2,2,0,3,1,0,2,7,1,2,3,4,2
2021,11,총,"265,452","3,121","4,748","3,376","2,609","2,505","4,870","2,937","2,860","2,168","3,293","2,934","2,268","5,182","7,002","5,477","4,385","12,664","23,287","7,389","8,091","2,821","55,252","12,394","23,189","31,955","17,159","11,516"
2021,11,0,"19,532",80,562,171,60,74,129,75,79,37,90,102,97,153,318,134,262,"1,043","2,706",356,491,165,"6,315",597,"1,505","2,296","1,058",577
2021,11,10,"26,211",117,386,343,103,103,229,139,133,92,152,142,144,378,568,321,186,"1,083","2,187",474,672,230,"7,716","1,097","2,768","4,043","1,604",801
2021,11,20,"29,118",224,370,218,206,145,314,245,245,127,291,269,163,424,775,558,388,"1,297","2,612",672,"1,075",293,"6,592","1,457","2,852","4,237","1,880","1,189"
2021,11,30,"29,154",174,688,209,149,147,311,177,179,117,249,191,165,376,526,371,612,"1,643","3,894",694,995,242,"7,155","1,193","1,993","3,330","2,037","1,337"
2021,11,40,"42,556",302,735,451,233,223,496,275,257,201,449,331,245,658,884,562,605,"1,899","3,826","1,055","1,090",329,"10,919","1,780","3,640","5,859","3,245","2,007"
2021,11,50,"44,166",571,694,547,435,399,755,535,535,354,710,459,332,848,"1,098",892,648,"2,019","3,201","1,223","1,442",466,"8,356","2,311","4,189","5,714","3,238","2,195"
2021,11,60,"39,032",708,634,615,657,625,"1,159",706,661,516,739,606,489,"1,112","1,340","1,143",788,"1,884","2,708","1,449","1,367",519,"4,841","2,269","3,450","3,700","2,474","1,873"
2021,11,70,"23,440",543,395,457,442,417,884,495,475,416,411,526,450,810,"1,013",974,628,"1,259","1,530","1,035",668,366,"2,299","1,177","1,787","1,855","1,129",999
2021,11,80,"10,518",328,234,313,258,302,494,249,244,257,178,265,162,378,428,457,228,480,532,386,246,182,915,430,882,811,403,476
2021,11,90,"1,681",74,50,52,65,66,98,38,51,48,22,41,20,44,51,63,40,57,88,44,45,29,137,82,122,107,87,60
2021,11,100,44,0,0,0,1,4,1,3,1,3,2,2,1,1,1,2,0,0,3,1,0,0,7,1,1,3,4,2
2021,12,총,"265,304","3,103","4,695","3,356","2,623","2,503","4,864","2,940","2,854","2,166","3,285","2,923","2,260","5,190","6,965","5,439","4,358","12,585","24,159","7,344","8,119","2,802","54,888","12,401","23,117","31,751","17,222","11,392"
2021,12,0,"19,483",77,548,172,61,75,132,72,84,38,89,104,93,154,319,133,252,"1,017","2,898",350,481,155,"6,207",603,"1,480","2,270","1,065",554
2021,12,10,"26,150",117,387,341,107,105,225,139,129,96,147,141,147,377,556,310,182,"1,065","2,301",468,680,229,"7,651","1,105","2,753","3,997","1,603",792
2021,12,20,"29,021",224,362,214,211,143,315,247,243,125,292,273,166,428,765,558,384,"1,296","2,640",664,"1,070",291,"6,578","1,449","2,842","4,175","1,883","1,183"
2021,12,30,"29,074",173,671,208,150,144,316,172,179,117,247,193,160,383,521,359,607,"1,606","4,079",686,"1,003",239,"7,061","1,190","1,976","3,298","2,034","1,302"
2021,12,40,"42,523",301,733,442,231,231,489,276,254,200,440,323,244,653,872,549,604,"1,886","4,011","1,049","1,083",324,"10,849","1,775","3,628","5,810","3,273","1,993"
2021,12,50,"44,185",560,684,543,442,403,759,534,532,356,709,456,332,843,"1,111",889,641,"2,017","3,311","1,205","1,464",468,"8,320","2,311","4,186","5,699","3,238","2,172"
2021,12,60,"39,086",707,636,615,656,623,"1,154",701,659,517,746,604,486,"1,112","1,334","1,150",789,"1,889","2,730","1,455","1,370",514,"4,863","2,281","3,441","3,713","2,483","1,858"
2021,12,70,"23,380",533,390,451,436,412,875,500,473,409,410,525,450,807,"1,005",967,625,"1,261","1,541","1,032",670,368,"2,290","1,170","1,787","1,862","1,141",990
2021,12,80,"10,670",340,235,317,261,297,501,255,249,259,180,265,161,387,430,461,233,491,556,389,254,183,920,434,899,817,412,484
2021,12,90,"1,691",71,49,53,67,66,97,41,51,47,23,39,18,45,51,62,41,57,90,44,43,31,143,83,124,107,86,62
2021,12,100,41,0,0,0,1,4,1,3,1,2,2,0,3,1,1,1,0,0,2,2,1,0,6,0,1,3,4,2
