년도,월,나이,전라북도 남원시,전라북도 남원시 운봉읍,전라북도 남원시 주천면,전라북도 남원시 수지면,전라북도 남원시 송동면,전라북도 남원시 주생면,전라북도 남원시 금지면,전라북도 남원시 대강면,전라북도 남원시 대산면,전라북도 남원시 사매면,전라북도 남원시 덕과면,전라북도 남원시 보절면,전라북도 남원시 산동면,전라북도 남원시 이백면,전라북도 남원시 아영면,전라북도 남원시 산내면,전라북도 남원시 인월면,전라북도 남원시 동충동,전라북도 남원시 죽항동,전라북도 남원시 노암동,전라북도 남원시 금동,전라북도 남원시 왕정동,전라북도 남원시 향교동,전라북도 남원시 도통동
2021,6,10,"7,144",202,161,56,107,97,118,72,87,63,35,64,79,148,112,180,193,334,235,611,763,329,598,"2,500"
2021,6,20,"7,493",261,231,62,148,110,121,77,92,99,56,94,125,180,91,142,168,368,357,685,612,485,758,"2,171"
2021,6,30,"6,224",210,152,55,107,79,107,65,89,73,53,55,87,127,92,88,146,274,276,680,612,396,582,"1,819"
2021,6,40,"10,419",339,265,110,156,159,219,130,148,106,66,128,159,214,163,243,284,435,443,948,"1,081",499,973,"3,151"
2021,6,50,"13,526",682,486,173,372,303,348,230,274,253,161,221,324,407,311,504,515,587,524,983,"1,013",682,"1,271","2,902"
2021,6,60,"13,386",815,561,232,438,372,506,362,374,279,226,279,361,448,394,362,612,558,573,835,985,748,"1,175","1,891"
2021,6,70,"9,730",624,385,187,316,329,446,302,270,289,184,297,339,335,350,286,423,426,486,557,669,531,783,916
2021,6,80,"6,291",466,240,170,277,256,322,279,213,242,127,256,267,275,229,199,230,238,219,277,316,267,462,464
2021,6,90,988,75,44,31,49,40,46,50,43,28,18,36,35,55,34,19,38,30,42,34,46,48,74,73
2021,6,100,32,0,4,0,2,0,1,2,0,0,0,1,2,1,3,0,3,0,2,1,0,5,2,3
2021,7,총,"80,027","3,852","2,636","1,115","2,032","1,798","2,291","1,602","1,656","1,487",941,"1,478","1,831","2,276","1,871","2,100","2,734","3,422","3,328","6,174","6,653","4,201","7,056","17,493"
2021,7,0,"4,790",169,99,44,60,58,61,43,68,53,27,53,56,87,88,78,113,169,182,567,533,212,391,"1,579"
2021,7,10,"7,164",202,162,56,106,97,113,72,85,61,34,64,81,149,113,181,192,336,234,624,762,325,589,"2,526"
2021,7,20,"7,482",261,227,62,149,110,122,73,92,99,54,91,121,175,91,137,175,371,355,669,617,491,758,"2,182"
2021,7,30,"6,172",214,155,55,109,75,105,60,86,75,52,52,84,128,90,90,143,268,276,677,603,396,581,"1,798"
2021,7,40,"10,375",339,262,107,155,159,218,129,145,109,65,128,158,214,164,240,287,430,436,949,"1,077",494,964,"3,146"
2021,7,50,"13,539",685,485,173,370,303,349,230,273,246,155,219,325,407,312,506,520,592,513,980,"1,027",690,"1,276","2,903"
2021,7,60,"13,423",819,565,229,434,371,505,365,378,283,226,281,359,453,393,363,610,562,578,835,998,744,"1,171","1,901"
2021,7,70,"9,738",619,391,187,322,331,449,301,272,289,185,295,342,330,354,283,421,427,484,559,668,533,780,916
2021,7,80,"6,305",469,241,169,277,255,319,277,214,242,125,258,266,276,229,203,233,234,224,279,320,263,470,462
2021,7,90,"1,007",75,45,33,48,39,49,50,43,29,18,35,37,55,34,19,38,33,44,34,48,49,74,78
2021,7,100,32,0,4,0,2,0,1,2,0,1,0,2,2,2,3,0,2,0,2,1,0,4,2,2
2021,8,총,"79,933","3,843","2,623","1,118","2,026","1,798","2,297","1,595","1,657","1,484",943,"1,473","1,828","2,272","1,869","2,093","2,725","3,424","3,317","6,178","6,608","4,220","7,043","17,499"
2021,8,0,"4,741",168,99,44,56,56,59,41,67,51,27,53,55,90,86,79,113,169,181,560,522,214,390,"1,561"
2021,8,10,"7,166",198,160,54,107,98,115,69,87,61,35,64,77,148,113,178,189,332,235,642,758,329,590,"2,527"
2021,8,20,"7,440",261,227,63,145,110,124,74,89,98,52,90,122,174,94,141,173,368,349,662,609,488,749,"2,178"
2021,8,30,"6,158",215,156,55,111,74,106,58,86,73,54,51,83,128,89,86,141,270,280,676,598,400,579,"1,789"
2021,8,40,"10,299",331,259,105,152,160,222,127,144,107,64,125,156,212,164,232,287,434,428,952,"1,056",492,956,"3,134"
2021,8,50,"13,556",684,481,173,367,304,348,231,269,246,156,219,325,403,310,512,515,590,517,985,"1,027",692,"1,278","2,924"
2021,8,60,"13,456",822,561,234,434,373,505,364,384,287,223,280,366,455,390,362,612,562,577,832,"1,000",749,"1,173","1,911"
2021,8,70,"9,740",620,387,185,326,331,448,296,274,288,186,297,339,329,354,280,423,430,480,558,668,534,779,928
2021,8,80,"6,317",465,245,171,278,253,317,282,213,242,128,255,267,276,231,203,233,236,224,276,320,267,470,465
2021,8,90,"1,028",79,45,34,48,39,52,51,44,31,18,36,36,55,35,20,37,33,44,34,50,50,77,80
2021,8,100,32,0,3,0,2,0,1,2,0,0,0,3,2,2,3,0,2,0,2,1,0,5,2,2
2021,9,총,"79,673","3,834","2,610","1,109","2,015","1,799","2,288","1,589","1,653","1,485",938,"1,469","1,821","2,266","1,865","2,094","2,716","3,399","3,296","6,157","6,602","4,213","7,011","17,444"
2021,9,0,"4,696",165,99,42,57,59,58,38,64,49,27,51,52,88,85,79,112,169,181,559,518,209,383,"1,552"
2021,9,10,"7,138",196,158,55,108,101,115,67,87,60,32,65,78,147,111,176,189,327,232,636,764,327,585,"2,522"
2021,9,20,"7,341",261,223,60,140,107,120,75,86,99,52,89,121,165,94,139,170,356,341,659,607,490,743,"2,144"
2021,9,30,"6,098",218,153,54,108,72,107,58,86,69,52,50,81,126,90,88,133,263,277,665,587,389,577,"1,795"
2021,9,40,"10,222",329,253,104,150,158,217,126,146,111,63,120,160,210,164,225,288,430,416,948,"1,052",500,949,"3,103"
2021,9,50,"13,574",683,484,171,365,304,351,227,268,243,158,222,320,402,311,514,519,594,526,983,"1,033",696,"1,267","2,933"
2021,9,60,"13,467",822,563,235,432,374,503,367,386,290,222,282,370,460,390,368,608,558,571,836,997,746,"1,175","1,912"
2021,9,70,"9,733",617,385,184,326,333,446,297,270,289,188,290,341,330,353,278,420,433,483,554,673,535,776,932
2021,9,80,"6,341",463,244,168,278,251,319,280,215,244,128,261,261,278,231,207,236,235,224,282,321,268,476,471
2021,9,90,"1,030",80,45,36,48,40,51,52,45,31,16,36,35,57,33,20,39,34,43,35,50,48,78,78
2021,9,100,33,0,3,0,3,0,1,2,0,0,0,3,2,3,3,0,2,0,2,0,0,5,2,2
2021,10,총,"79,649","3,830","2,621","1,094","2,020","1,801","2,280","1,586","1,654","1,499",933,"1,471","1,827","2,256","1,871","2,097","2,713","3,383","3,300","6,149","6,614","4,202","7,030","17,418"
2021,10,0,"4,677",164,97,40,58,61,54,36,64,51,29,51,53,85,86,81,112,168,182,562,514,213,378,"1,538"
2021,10,10,"7,137",203,164,49,112,102,111,67,84,63,31,65,79,148,111,174,190,326,230,637,769,325,583,"2,514"
2021,10,20,"7,339",262,222,61,141,106,124,77,88,102,50,88,120,164,94,140,166,355,338,657,604,483,745,"2,152"
2021,10,30,"6,082",222,152,53,106,70,107,55,85,68,51,50,82,124,91,90,130,267,276,662,587,382,582,"1,790"
2021,10,40,"10,194",331,252,102,152,155,214,126,148,111,62,121,162,204,168,225,289,426,416,933,"1,055",496,952,"3,094"
2021,10,50,"13,555",674,489,169,361,307,348,228,262,245,154,220,318,400,308,513,510,581,524,992,"1,036",698,"1,282","2,936"
2021,10,60,"13,504",820,566,233,439,377,501,368,390,289,223,280,373,463,391,369,620,561,579,832,994,744,"1,176","1,916"
2021,10,70,"9,722",610,387,184,327,328,448,296,270,291,188,294,341,329,352,278,416,429,481,555,677,535,777,929
2021,10,80,"6,373",469,242,170,274,255,321,275,218,248,128,264,263,280,234,207,237,236,227,284,327,274,473,467
2021,10,90,"1,033",75,47,33,48,40,51,56,45,31,17,34,35,55,33,20,41,34,45,35,51,47,80,80
2021,10,100,33,0,3,0,2,0,1,2,0,0,0,4,1,4,3,0,2,0,2,0,0,5,2,2
2021,11,총,"79,581","3,846","2,615","1,082","2,003","1,805","2,275","1,571","1,658","1,491",930,"1,448","1,819","2,256","1,881","2,099","2,713","3,387","3,289","6,146","6,625","4,195","7,026","17,421"
2021,11,0,"4,640",166,97,39,57,63,53,35,63,46,29,49,49,84,86,81,109,168,178,562,520,206,382,"1,518"
2021,11,10,"7,104",202,166,46,104,100,112,62,82,63,29,59,79,147,113,175,190,326,230,638,768,323,576,"2,514"
2021,11,20,"7,352",267,221,60,143,104,123,75,92,99,51,84,118,162,98,141,161,358,337,652,613,477,741,"2,175"
2021,11,30,"6,053",221,151,51,102,72,106,56,84,70,51,49,74,123,95,90,131,269,269,661,586,379,584,"1,779"
2021,11,40,"10,161",331,246,98,148,155,214,125,147,113,63,113,162,203,170,227,291,418,413,929,"1,050",501,949,"3,095"
2021,11,50,"13,591",677,494,171,364,304,343,225,261,241,156,221,318,397,307,515,506,591,524,999,"1,041",705,"1,284","2,947"
2021,11,60,"13,494",812,561,231,437,380,503,368,394,289,218,282,373,467,393,367,625,561,579,836,989,737,"1,177","1,915"
2021,11,70,"9,719",621,387,184,329,329,448,289,268,292,185,288,345,329,350,277,418,425,483,553,675,539,777,928
2021,11,80,"6,401",471,240,167,273,258,322,274,220,248,129,267,265,284,233,205,240,237,230,283,331,277,478,469
2021,11,90,"1,034",78,48,35,44,39,51,60,47,30,19,33,35,56,33,21,41,34,44,33,52,46,76,79
2021,11,100,32,0,4,0,2,1,0,2,0,0,0,3,1,4,3,0,1,0,2,0,0,5,2,2
2021,12,총,"79,431","3,848","2,609","1,082","2,000","1,802","2,273","1,570","1,647","1,491",928,"1,446","1,811","2,261","1,885","2,108","2,706","3,373","3,289","6,127","6,598","4,206","6,984","17,387"
2021,12,0,"4,595",163,93,39,57,63,53,35,61,43,31,47,48,85,90,78,106,165,177,552,516,209,377,"1,507"
2021,12,10,"7,093",201,164,46,101,99,116,63,84,62,30,60,78,147,111,179,187,325,229,640,759,324,577,"2,511"
2021,12,20,"7,320",268,224,57,143,100,118,73,91,99,48,82,119,164,94,136,164,360,331,648,625,475,726,"2,175"
2021,12,30,"6,020",227,147,53,101,70,102,57,84,68,53,49,72,126,100,91,131,261,270,666,572,381,573,"1,766"
2021,12,40,"10,118",330,241,96,144,154,216,124,144,111,64,115,163,203,170,228,291,413,420,919,"1,041",498,937,"3,096"
2021,12,50,"13,595",670,495,169,363,309,344,224,260,244,153,223,317,396,306,521,501,597,525,"1,002","1,040",710,"1,287","2,939"
2021,12,60,"13,508",813,568,234,440,379,504,370,392,292,219,279,371,468,394,372,626,556,579,831,987,746,"1,170","1,918"
2021,12,70,"9,676",613,384,186,326,328,448,285,267,291,185,290,339,330,346,275,416,423,476,551,678,534,779,926
2021,12,80,"6,425",482,240,165,276,259,321,273,222,248,127,268,269,280,234,205,241,240,236,283,329,280,480,467
2021,12,90,"1,052",81,49,37,47,40,51,64,42,33,18,30,35,58,37,23,42,33,45,35,51,45,76,80
2021,12,100,29,0,4,0,2,1,0,2,0,0,0,3,0,4,3,0,1,0,1,0,0,4,2,2
