년도,월,나이,경기도 시흥시,경기도 시흥시 대야동,경기도 시흥시 신천동,경기도 시흥시 신현동,경기도 시흥시 은행동,경기도 시흥시 매화동,경기도 시흥시 목감동,경기도 시흥시 군자동,경기도 시흥시 월곶동,경기도 시흥시 정왕본동,경기도 시흥시 정왕1동,경기도 시흥시 정왕2동,경기도 시흥시 정왕3동,경기도 시흥시 정왕4동,경기도 시흥시 배곧동,경기도 시흥시 과림동,경기도 시흥시 연성동,경기도 시흥시 장곡동,경기도 시흥시 능곡동,경기도 시흥시 배곧1동,경기도 시흥시 배곧2동
2021,5,총,"266,839","22,766","18,749","5,250","27,938","6,354","21,409","11,550","8,389","12,836","13,307","17,431","12,931","10,558","36,471","1,205","12,130","15,796","11,769",,
2021,5,0,"24,915","1,801",852,217,"3,680",320,"2,922",788,685,574,640,"1,185",868,857,"5,472",21,884,"1,897","1,252",,
2021,5,10,"25,893","1,805","1,661",384,"2,913",620,"1,733","1,137",787,575,"1,012","1,817","1,094","1,356","4,070",28,"1,476","2,059","1,366",,
2021,5,20,"38,203","3,555","3,219",786,"3,422",971,"2,122","1,592","1,015","2,130","2,422","3,030","1,754","1,834","4,741",101,"1,949","1,990","1,570",,
2021,5,30,"42,084","3,651","2,165",558,"4,809",587,"4,153","1,484","1,254","2,737","2,118","2,537","1,875","1,226","7,305",117,"1,341","2,305","1,862",,
2021,5,40,"49,623","3,397","2,709",666,"5,065","1,006","4,089","2,116","1,749","2,838","2,811","3,424","2,795","1,790","7,905",125,"2,030","3,102","2,006",,
2021,5,50,"46,786","4,242","4,134","1,185","4,278","1,377","2,879","2,145","1,477","2,411","2,610","3,308","2,606","2,162","4,363",292,"2,559","2,703","2,055",,
2021,5,60,"26,934","3,015","2,784",936,"2,631",915,"2,354","1,469",878,"1,137","1,242","1,487","1,377",894,"2,009",342,"1,200","1,189","1,075",,
2021,5,70,"9,045",945,930,363,866,398,890,580,395,340,335,430,403,278,473,135,468,404,412,,
2021,5,80,"3,049",326,267,130,249,141,240,222,138,87,109,193,148,147,123,37,208,132,152,,
2021,5,90,277,28,25,20,24,18,23,14,9,6,6,20,10,14,10,5,13,14,18,,
2021,5,100,30,1,3,5,1,1,4,3,2,1,2,0,1,0,0,2,2,1,1,,
2021,6,총,"267,078","22,821","18,743","5,256","27,997","6,355","21,397","11,519","8,387","12,833","13,307","17,487","12,950","10,511","36,445","1,206","12,143","15,855","11,866",,
2021,6,0,"24,837","1,793",850,218,"3,667",319,"2,909",781,685,570,643,"1,178",872,848,"5,435",23,887,"1,897","1,262",,
2021,6,10,"25,863","1,803","1,649",384,"2,921",615,"1,732","1,139",778,576,"1,004","1,815","1,096","1,350","4,081",28,"1,470","2,055","1,367",,
2021,6,20,"38,133","3,581","3,214",775,"3,418",974,"2,114","1,572","1,016","2,128","2,403","3,035","1,745","1,821","4,710",102,"1,947","1,994","1,584",,
2021,6,30,"41,998","3,638","2,173",563,"4,792",577,"4,117","1,467","1,266","2,714","2,119","2,561","1,864","1,209","7,278",120,"1,347","2,312","1,881",,
2021,6,40,"49,734","3,400","2,692",668,"5,102","1,004","4,100","2,111","1,741","2,858","2,820","3,432","2,803","1,782","7,924",122,"2,033","3,111","2,031",,
2021,6,50,"46,885","4,257","4,130","1,172","4,291","1,383","2,902","2,148","1,475","2,403","2,614","3,316","2,614","2,166","4,385",290,"2,552","2,721","2,066",,
2021,6,60,"27,175","3,045","2,810",957,"2,655",925,"2,354","1,476",881,"1,146","1,248","1,503","1,396",904,"2,015",344,"1,216","1,210","1,090",,
2021,6,70,"9,083",951,929,361,875,395,900,589,395,342,338,435,403,276,477,134,468,402,413,,
2021,6,80,"3,058",324,268,134,250,144,239,219,139,89,110,192,146,141,128,36,208,138,153,,
2021,6,90,282,28,25,19,25,18,26,14,9,6,6,20,10,14,12,5,13,14,18,,
2021,6,100,30,1,3,5,1,1,4,3,2,1,2,0,1,0,0,2,2,1,1,,
2021,7,총,"267,186","22,828","18,684","5,249","28,039","6,356","21,382","11,525","8,407","12,843","13,261","17,524","12,981","10,484",0,"1,201","12,135","15,903","11,914","17,823","18,647"
2021,7,0,"24,731","1,797",835,217,"3,656",313,"2,897",783,680,565,636,"1,174",863,844,0,23,885,"1,893","1,262","2,974","2,434"
2021,7,10,"25,874","1,789","1,642",377,"2,929",613,"1,747","1,144",780,575,999,"1,814","1,097","1,336",0,28,"1,446","2,066","1,378","2,192","1,922"
2021,7,20,"37,964","3,561","3,174",773,"3,423",967,"2,104","1,553","1,031","2,107","2,356","3,024","1,755","1,817",0,97,"1,957","1,990","1,578","1,698","2,999"
2021,7,30,"42,026","3,651","2,194",567,"4,794",583,"4,089","1,457","1,268","2,733","2,123","2,584","1,856","1,203",0,123,"1,353","2,320","1,889","3,292","3,947"
2021,7,40,"49,767","3,412","2,655",662,"5,117","1,004","4,104","2,126","1,742","2,858","2,823","3,444","2,805","1,773",0,116,"2,018","3,126","2,035","4,016","3,931"
2021,7,50,"46,969","4,250","4,124","1,168","4,295","1,385","2,907","2,153","1,478","2,398","2,622","3,323","2,633","2,163",0,289,"2,557","2,728","2,081","2,197","2,218"
2021,7,60,"27,369","3,062","2,834",968,"2,671",927,"2,363","1,479",878,"1,168","1,247","1,517","1,415",912,0,350,"1,228","1,217","1,102","1,117",914
2021,7,70,"9,086",948,928,361,876,399,901,591,398,343,335,432,398,275,0,132,468,408,412,262,219
2021,7,80,"3,082",329,268,132,252,146,239,222,141,89,112,192,148,147,0,35,208,140,156,67,59
2021,7,90,288,28,27,19,25,18,27,14,9,6,6,20,10,14,0,6,13,14,20,8,4
2021,7,100,30,1,3,5,1,1,4,3,2,1,2,0,1,0,0,2,2,1,1,0,0
2021,8,총,"267,236","22,823","18,690","5,247","28,111","6,365","21,356","11,509","8,412","12,870","13,240","17,493","12,962","10,473",,"1,199","12,144","15,974","11,955","17,747","18,666"
2021,8,0,"24,585","1,796",822,211,"3,655",316,"2,873",769,676,561,625,"1,157",853,847,,23,881,"1,893","1,276","2,930","2,421"
2021,8,10,"25,855","1,787","1,645",375,"2,941",608,"1,750","1,139",770,567,985,"1,816","1,096","1,325",,28,"1,441","2,082","1,379","2,204","1,917"
2021,8,20,"37,889","3,520","3,179",777,"3,418",973,"2,101","1,559","1,032","2,109","2,358","3,010","1,746","1,810",,101,"1,950","1,998","1,564","1,683","3,001"
2021,8,30,"41,999","3,661","2,206",562,"4,785",587,"4,061","1,446","1,273","2,761","2,126","2,571","1,847","1,200",,125,"1,364","2,335","1,892","3,240","3,957"
2021,8,40,"49,754","3,409","2,634",666,"5,145",997,"4,110","2,121","1,739","2,867","2,820","3,437","2,794","1,762",,113,"1,999","3,130","2,044","4,020","3,947"
2021,8,50,"47,000","4,239","4,119","1,158","4,307","1,390","2,917","2,155","1,493","2,383","2,607","3,332","2,630","2,168",,283,"2,575","2,737","2,095","2,202","2,210"
2021,8,60,"27,593","3,092","2,863",980,"2,687",929,"2,371","1,487",881,"1,180","1,264","1,518","1,434",927,,351,"1,234","1,229","1,109","1,129",928
2021,8,70,"9,136",956,924,362,893,401,901,591,398,344,333,434,402,274,,132,475,414,417,263,222
2021,8,80,"3,100",331,269,130,253,145,240,225,139,91,113,198,148,147,,35,210,141,158,68,59
2021,8,90,297,31,27,21,26,18,28,14,10,6,7,20,11,13,,6,13,14,20,8,4
2021,8,100,28,1,2,5,1,1,4,3,1,1,2,0,1,0,,2,2,1,1,0,0
2021,9,총,"267,334","22,781","18,670","5,244","28,127","6,367","21,356","11,453","8,376","12,870","13,215","17,490","13,019","10,440",,"1,196","12,148","16,297","11,970","17,684","18,631"
2021,9,0,"24,473","1,793",816,212,"3,643",315,"2,858",763,655,557,621,"1,151",840,842,,23,879,"1,907","1,280","2,914","2,404"
2021,9,10,"25,828","1,775","1,631",377,"2,948",605,"1,755","1,131",766,575,964,"1,805","1,095","1,316",,26,"1,435","2,113","1,371","2,206","1,934"
2021,9,20,"37,817","3,523","3,168",771,"3,400",965,"2,101","1,545","1,029","2,116","2,366","2,996","1,753","1,797",,101,"1,940","2,034","1,569","1,663","2,980"
2021,9,30,"41,869","3,628","2,207",563,"4,753",597,"4,049","1,443","1,261","2,752","2,109","2,568","1,850","1,196",,124,"1,372","2,390","1,879","3,200","3,928"
2021,9,40,"49,808","3,413","2,602",676,"5,183",991,"4,114","2,102","1,737","2,868","2,821","3,444","2,807","1,760",,114,"1,977","3,176","2,045","4,024","3,954"
2021,9,50,"47,064","4,217","4,137","1,145","4,316","1,388","2,920","2,144","1,491","2,380","2,603","3,336","2,663","2,161",,279,"2,592","2,780","2,103","2,198","2,211"
2021,9,60,"27,824","3,107","2,878",986,"2,707",937,"2,376","1,490",885,"1,182","1,272","1,532","1,445",932,,354,"1,248","1,303","1,120","1,138",932
2021,9,70,"9,196",962,931,358,896,404,910,588,401,343,336,442,404,273,,131,476,433,423,266,219
2021,9,80,"3,131",330,272,132,253,144,242,230,139,90,114,199,151,150,,36,214,144,160,67,64
2021,9,90,296,32,26,19,27,20,27,14,11,6,7,17,10,13,,6,13,16,19,8,5
2021,9,100,28,1,2,5,1,1,4,3,1,1,2,0,1,0,,2,2,1,1,0,0
2021,10,총,"267,351","22,730","18,654","5,229","28,183","6,354","21,388","11,420","8,411","12,876","13,190","17,471","13,030","10,440",,"1,197","12,127","16,398","11,980","17,675","18,598"
2021,10,0,"24,348","1,780",806,207,"3,637",315,"2,851",758,652,550,620,"1,135",834,840,,21,867,"1,906","1,283","2,903","2,383"
2021,10,10,"25,782","1,771","1,615",372,"2,957",598,"1,762","1,128",772,578,955,"1,794","1,095","1,302",,25,"1,428","2,111","1,359","2,217","1,943"
2021,10,20,"37,724","3,485","3,170",764,"3,381",960,"2,108","1,536","1,023","2,128","2,358","2,999","1,747","1,803",,102,"1,934","2,046","1,571","1,660","2,949"
2021,10,30,"41,783","3,619","2,218",573,"4,749",597,"4,035","1,444","1,271","2,734","2,090","2,571","1,846","1,203",,121,"1,369","2,393","1,879","3,168","3,903"
2021,10,40,"49,848","3,401","2,580",664,"5,217",987,"4,128","2,088","1,739","2,883","2,825","3,442","2,815","1,755",,117,"1,979","3,175","2,043","4,037","3,973"
2021,10,50,"47,139","4,224","4,131","1,140","4,321","1,381","2,919","2,150","1,509","2,367","2,601","3,335","2,674","2,163",,278,"2,589","2,806","2,120","2,202","2,229"
2021,10,60,"28,035","3,117","2,899",995,"2,728",948,"2,395","1,486",891,"1,198","1,280","1,539","1,452",938,,359,"1,258","1,352","1,130","1,141",929
2021,10,70,"9,231",973,932,358,908,405,915,589,401,340,339,437,406,270,,130,474,442,421,271,220
2021,10,80,"3,143",327,277,132,257,142,247,225,140,91,114,202,150,153,,36,215,149,154,68,64
2021,10,90,298,33,25,19,27,20,27,15,12,6,7,17,10,13,,6,12,17,19,8,5
2021,10,100,20,0,1,5,1,1,1,1,1,1,1,0,1,0,,2,2,1,1,0,0
2021,11,총,"267,503","22,730","18,640","5,196","28,210","6,359","21,411","11,412","8,512","12,912","13,181","17,482","12,994","10,422",,"1,187","12,123","16,443","12,033","17,678","18,578"
2021,11,0,"24,254","1,771",795,205,"3,633",310,"2,849",750,651,554,613,"1,125",820,828,,22,876,"1,905","1,295","2,887","2,365"
2021,11,10,"25,771","1,772","1,594",365,"2,963",597,"1,771","1,117",779,579,945,"1,782","1,103","1,303",,25,"1,413","2,121","1,361","2,230","1,951"
2021,11,20,"37,654","3,474","3,169",760,"3,368",970,"2,093","1,535","1,043","2,118","2,358","2,995","1,728","1,798",,102,"1,942","2,032","1,572","1,663","2,934"
2021,11,30,"41,717","3,621","2,221",566,"4,736",597,"4,029","1,450","1,296","2,735","2,087","2,582","1,817","1,202",,122,"1,366","2,395","1,880","3,128","3,887"
2021,11,40,"49,936","3,412","2,568",665,"5,232",981,"4,147","2,079","1,758","2,884","2,829","3,430","2,813","1,761",,116,"1,971","3,181","2,053","4,065","3,991"
2021,11,50,"47,190","4,217","4,111","1,137","4,329","1,375","2,913","2,151","1,526","2,388","2,609","3,350","2,681","2,155",,273,"2,597","2,823","2,132","2,207","2,216"
2021,11,60,"28,257","3,134","2,943",990,"2,752",957,"2,415","1,501",903,"1,211","1,275","1,563","1,459",941,,356,"1,260","1,372","1,136","1,147",942
2021,11,70,"9,244",967,939,357,909,406,913,592,401,342,341,431,413,265,,128,471,448,429,275,217
2021,11,80,"3,169",327,275,131,261,144,252,223,142,92,116,207,149,156,,37,215,148,156,68,70
2021,11,90,299,35,24,18,27,21,28,13,12,8,7,17,10,13,,6,11,18,18,8,5
2021,11,100,12,0,1,2,0,1,1,1,1,1,1,0,1,0,,0,1,0,1,0,0
2021,12,총,"267,423","22,662","18,667","5,193","28,224","6,357","21,385","11,393","8,575","12,850","13,185","17,490","12,984","10,384",,"1,183","12,123","16,450","12,095","17,698","18,525"
2021,12,0,"24,171","1,771",788,205,"3,624",310,"2,821",750,663,546,618,"1,121",816,809,,22,870,"1,894","1,302","2,879","2,362"
2021,12,10,"25,747","1,771","1,588",363,"2,974",581,"1,784","1,108",781,572,931,"1,777","1,107","1,300",,25,"1,408","2,132","1,357","2,238","1,950"
2021,12,20,"37,460","3,434","3,162",754,"3,369",969,"2,071","1,527","1,052","2,090","2,349","2,980","1,702","1,793",,103,"1,935","2,016","1,587","1,667","2,900"
2021,12,30,"41,656","3,600","2,240",569,"4,694",613,"4,005","1,437","1,324","2,710","2,083","2,600","1,822","1,204",,119,"1,384","2,390","1,892","3,099","3,871"
2021,12,40,"49,973","3,402","2,561",660,"5,251",977,"4,164","2,076","1,762","2,889","2,838","3,422","2,808","1,745",,116,"1,976","3,194","2,052","4,093","3,987"
2021,12,50,"47,257","4,216","4,124","1,140","4,338","1,373","2,920","2,149","1,530","2,387","2,621","3,366","2,687","2,151",,271,"2,590","2,825","2,142","2,203","2,224"
2021,12,60,"28,380","3,138","2,962",991,"2,767",961,"2,418","1,510",904,"1,214","1,271","1,568","1,465",949,,351,"1,263","1,385","1,159","1,166",938
2021,12,70,"9,274",965,938,359,916,405,922,595,403,341,351,430,416,261,,133,472,448,426,274,219
2021,12,80,"3,200",330,280,130,266,147,253,226,144,92,115,209,150,159,,37,214,148,160,71,69
2021,12,90,296,35,23,20,25,21,27,14,11,8,7,17,10,13,,6,11,18,17,8,5
2021,12,100,9,0,1,2,0,0,0,1,1,1,1,0,1,0,,0,0,0,1,0,0
