년도,월,나이,전라남도 고흥군,전라남도 고흥군 고흥읍,전라남도 고흥군 도양읍,전라남도 고흥군 도양읍소록출장소,전라남도 고흥군 도양읍시산출장소,전라남도 고흥군 풍양면,전라남도 고흥군 도덕면,전라남도 고흥군 금산면,전라남도 고흥군 도화면,전라남도 고흥군 포두면,전라남도 고흥군 봉래면,전라남도 고흥군 점암면,전라남도 고흥군 과역면,전라남도 고흥군 남양면,전라남도 고흥군 동강면,전라남도 고흥군 대서면,전라남도 고흥군 두원면,전라남도 고흥군 영남면,전라남도 고흥군 동일면
2021,11,30,"1,856",521,349,17,12,82,85,85,90,110,35,46,89,54,91,59,58,31,42
2021,11,40,"3,457",908,591,14,26,158,129,189,187,251,105,134,152,91,162,91,132,52,85
2021,11,50,"5,606","1,077",894,17,26,287,273,382,341,460,173,234,305,197,263,195,244,110,128
2021,11,60,"6,493",855,938,51,18,362,338,468,433,519,219,316,377,304,356,294,314,138,193
2021,11,70,"4,947",575,652,88,15,293,244,403,380,415,176,253,252,185,256,190,307,129,134
2021,11,80,"2,461",222,248,77,7,164,140,240,180,247,88,118,148,89,114,108,174,49,48
2021,11,90,273,21,18,11,0,19,19,22,15,25,13,13,22,3,27,6,20,11,8
2021,11,100,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2021,12,총,"30,569","6,133","4,718",303,116,"1,524","1,402","2,076","1,839","2,337",919,"1,251","1,563","1,074","1,496","1,089","1,408",590,731
2021,12,0,"1,205",488,238,13,1,32,30,58,31,49,28,13,45,29,50,37,34,14,15
2021,12,10,"1,982",764,389,11,4,47,59,93,78,116,38,49,66,51,64,42,54,24,33
2021,12,20,"2,262",687,403,6,7,80,82,129,107,142,42,77,112,75,104,67,70,29,43
2021,12,30,"1,843",522,347,16,12,78,84,87,87,109,36,44,85,54,90,59,58,32,43
2021,12,40,"3,442",913,584,17,25,156,126,188,190,248,105,132,149,89,165,90,130,51,84
2021,12,50,"5,635","1,079",896,16,27,289,279,387,340,464,174,232,306,196,268,196,247,110,129
2021,12,60,"6,487",853,934,49,18,366,341,465,431,520,219,317,380,300,355,293,313,139,194
2021,12,70,"4,966",579,655,88,15,292,241,402,379,417,177,256,252,189,261,189,311,130,133
2021,12,80,"2,464",222,253,77,7,165,141,243,182,248,86,116,147,88,112,108,171,49,49
2021,12,90,279,24,19,10,0,19,19,23,14,24,13,15,21,3,27,8,20,12,8
2021,12,100,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
