년도,월,나이,당진시,합덕읍,송악읍,고대면,석문면,대호지면,정미면,면천면,순성면,우강면,신평면,송산면,당진1동,당진2동,당진3동
2021,10,30,"21,825",658,"5,134",276,"1,076",127,210,226,262,297,"1,471","1,809","4,378","3,654","2,247"
2021,10,40,"26,924","1,085","5,560",508,"1,331",184,295,347,492,562,"2,567","2,031","4,362","4,094","3,506"
2021,10,50,"26,431","1,508","4,577",914,"1,989",338,589,643,925,830,"2,505","1,894","3,550","3,308","2,861"
2021,10,60,"22,533","1,839","3,484","1,254","1,845",636,866,850,"1,108","1,113","2,172","1,494","2,254","2,214","1,404"
2021,10,70,"13,353","1,295","1,722",859,"1,006",487,610,574,790,813,"1,314",843,"1,167","1,145",728
2021,10,80,"8,247",821,"1,022",609,633,308,415,348,580,551,783,558,548,646,425
2021,10,90,"1,204",133,146,91,93,46,69,69,89,69,109,81,73,75,61
2021,10,100,41,7,1,6,3,3,2,0,4,1,3,4,2,3,2
2021,11,총,"166,989","8,735","30,428","5,301","9,689","2,404","3,593","3,515","5,026","5,239","15,427","11,774","24,741","23,201","17,916"
2021,11,0,"14,599",289,"3,733",137,380,63,98,86,157,188,"1,309","1,030","2,382","2,919","1,828"
2021,11,10,"15,827",540,"2,732",274,462,83,170,179,297,317,"1,816","1,014","2,592","2,668","2,683"
2021,11,20,"15,779",615,"2,235",369,898,128,277,213,334,400,"1,359",981,"3,398","2,430","2,142"
2021,11,30,"21,777",650,"5,130",274,"1,059",129,210,222,258,311,"1,467","1,817","4,363","3,632","2,255"
2021,11,40,"26,948","1,057","5,557",501,"1,331",184,293,341,487,586,"2,552","2,044","4,388","4,124","3,503"
2021,11,50,"26,569","1,495","4,619",915,"1,990",344,588,634,926,871,"2,512","1,907","3,554","3,333","2,881"
2021,11,60,"22,614","1,838","3,511","1,259","1,843",631,868,851,"1,107","1,125","2,182","1,500","2,260","2,226","1,413"
2021,11,70,"13,383","1,284","1,742",866,997,485,610,576,783,819,"1,331",841,"1,177","1,149",723
2021,11,80,"8,248",829,"1,022",610,636,309,410,342,582,551,786,556,552,640,423
2021,11,90,"1,209",131,146,91,90,46,68,71,91,71,110,80,73,78,63
2021,11,100,36,7,1,5,3,2,1,0,4,0,3,4,2,2,2
2021,12,총,"167,092","8,700","30,469","5,295","9,624","2,386","3,593","3,514","5,040","5,298","15,391","11,787","24,803","23,277","17,915"
2021,12,0,"14,564",281,"3,718",138,381,60,95,85,161,196,"1,293","1,022","2,379","2,931","1,824"
2021,12,10,"15,832",525,"2,737",271,453,85,169,176,297,321,"1,820","1,020","2,595","2,684","2,679"
2021,12,20,"15,765",615,"2,235",360,888,124,274,214,334,403,"1,341",980,"3,408","2,440","2,149"
2021,12,30,"21,689",627,"5,103",279,"1,049",124,210,216,259,320,"1,456","1,808","4,372","3,609","2,257"
2021,12,40,"27,006","1,060","5,569",500,"1,319",183,288,345,488,604,"2,545","2,058","4,405","4,146","3,496"
2021,12,50,"26,634","1,493","4,640",915,"1,971",344,591,634,924,878,"2,517","1,904","3,573","3,355","2,895"
2021,12,60,"22,688","1,842","3,547","1,259","1,837",624,873,853,"1,117","1,132","2,179","1,512","2,265","2,241","1,407"
2021,12,70,"13,380","1,292","1,740",868,990,485,607,571,781,823,"1,337",840,"1,174","1,146",726
2021,12,80,"8,285",827,"1,033",607,644,307,416,349,586,552,788,556,555,645,420
2021,12,90,"1,214",131,146,93,89,48,69,71,89,69,112,83,75,79,60
2021,12,100,35,7,1,5,3,2,1,0,4,0,3,4,2,1,2
