년도,월,나이,광주광역시 남구,광주광역시 남구 양림동,광주광역시 남구 방림1동,광주광역시 남구 방림2동,광주광역시 남구 봉선1동,광주광역시 남구 봉선2동,광주광역시 남구 사직동,광주광역시 남구 월산동,광주광역시 남구 월산4동,광주광역시 남구 월산5동,광주광역시 남구 백운1동,광주광역시 남구 백운2동,광주광역시 남구 주월1동,광주광역시 남구 주월2동,광주광역시 남구 효덕동,광주광역시 남구 송암동,광주광역시 남구 대촌동,광주광역시 남구 진월동
2021,9,총,"214,295","7,064","6,679","8,992","13,542","28,678","5,226","7,450","8,567","6,442","12,265","6,407","21,821","8,103","16,146","21,198","6,302","29,413"
2021,9,0,"16,926",436,508,457,803,"2,830",262,386,319,235,919,468,"1,663",463,"1,569","3,102",385,"2,121"
2021,9,10,"22,603",748,649,747,"1,278","4,856",290,420,564,341,"1,129",426,"2,231",550,"1,730","2,170",403,"4,071"
2021,9,20,"27,610",801,838,"1,203","1,965","3,193",641,859,"1,151",916,"1,479",992,"3,170","1,063","2,103","2,503",514,"4,219"
2021,9,30,"25,070",640,797,836,"1,531","2,721",611,851,"1,015",748,"1,398",897,"2,581",898,"2,257","3,816",583,"2,890"
2021,9,40,"34,047","1,032","1,058","1,224","2,026","5,546",730,"1,017","1,125",809,"1,858",868,"3,469","1,079","2,736","3,739",802,"4,929"
2021,9,50,"32,826","1,096",971,"1,474","2,124","4,300",855,"1,176","1,453","1,155","1,883",935,"3,560","1,365","2,102","2,679",978,"4,720"
2021,9,60,"28,863","1,015",917,"1,432","1,958","2,948",829,"1,188","1,530","1,230","1,909",915,"2,883","1,445","2,026","1,992","1,194","3,452"
2021,9,70,"17,467",862,643,"1,077","1,133","1,439",676,"1,045",970,695,"1,129",618,"1,594",880,"1,116",780,817,"1,993"
2021,9,80,"7,707",373,264,475,622,718,302,445,387,275,476,255,591,322,425,343,546,888
2021,9,90,"1,137",59,28,65,99,125,29,62,51,38,84,33,75,36,76,72,75,130
2021,9,100,39,2,6,2,3,2,1,1,2,0,1,0,4,2,6,2,5,0
2021,10,총,"215,043","7,080","6,671","8,955","13,501","28,688","5,221","8,302","8,512","6,460","12,209","6,362","21,874","8,045","16,189","21,266","6,305","29,403"
2021,10,0,"16,991",434,509,449,792,"2,835",261,504,315,235,900,450,"1,675",453,"1,553","3,104",388,"2,134"
2021,10,10,"22,647",755,654,737,"1,272","4,867",288,473,556,337,"1,125",419,"2,237",545,"1,732","2,172",402,"4,076"
2021,10,20,"27,713",800,837,"1,190","1,969","3,169",642,979,"1,139",924,"1,485",990,"3,177","1,049","2,139","2,518",517,"4,189"
2021,10,30,"25,214",645,785,840,"1,512","2,707",615,"1,070","1,011",746,"1,381",879,"2,594",890,"2,253","3,826",584,"2,876"
2021,10,40,"34,154","1,036","1,067","1,213","2,000","5,576",737,"1,130","1,123",812,"1,846",861,"3,483","1,069","2,730","3,742",799,"4,930"
2021,10,50,"32,879","1,095",973,"1,465","2,134","4,290",841,"1,278","1,440","1,149","1,879",942,"3,556","1,355","2,109","2,681",980,"4,712"
2021,10,60,"28,999","1,018",912,"1,429","1,961","2,955",833,"1,274","1,518","1,248","1,898",915,"2,896","1,442","2,030","2,015","1,192","3,463"
2021,10,70,"17,514",861,643,"1,087","1,135","1,443",667,"1,065",970,696,"1,132",618,"1,585",880,"1,134",785,812,"2,001"
2021,10,80,"7,751",375,258,478,628,719,305,466,386,275,481,254,588,322,424,349,550,893
2021,10,90,"1,141",58,27,65,96,125,31,62,52,38,81,34,79,38,79,71,76,129
2021,10,100,40,3,6,2,2,2,1,1,2,0,1,0,4,2,6,3,5,0
2021,11,총,"215,527","7,046","6,647","8,939","13,488","28,773","5,219","8,657","8,512","6,416","12,226","6,359","21,908","8,021","16,151","21,401","6,315","29,449"
2021,11,0,"17,041",422,507,446,790,"2,853",260,558,311,234,897,445,"1,676",451,"1,544","3,119",387,"2,141"
2021,11,10,"22,738",757,652,734,"1,267","4,886",285,508,548,331,"1,136",417,"2,265",543,"1,718","2,193",409,"4,089"
2021,11,20,"27,682",790,826,"1,183","1,958","3,179",645,"1,021","1,150",918,"1,490",990,"3,154","1,037","2,142","2,530",516,"4,153"
2021,11,30,"25,252",640,788,839,"1,520","2,689",614,"1,146","1,018",737,"1,374",877,"2,590",891,"2,239","3,825",583,"2,882"
2021,11,40,"34,296","1,016","1,061","1,205","1,993","5,615",743,"1,197","1,122",811,"1,841",865,"3,509","1,075","2,722","3,783",806,"4,932"
2021,11,50,"32,915","1,102",967,"1,469","2,133","4,299",833,"1,321","1,429","1,131","1,886",943,"3,549","1,348","2,100","2,701",974,"4,730"
2021,11,60,"29,082","1,016",911,"1,426","1,959","2,960",839,"1,298","1,525","1,247","1,900",916,"2,896","1,439","2,049","2,025","1,196","3,480"
2021,11,70,"17,554",864,641,"1,090","1,136","1,441",666,"1,074",965,693,"1,131",618,"1,601",876,"1,134",794,816,"2,014"
2021,11,80,"7,799",380,261,481,634,725,305,470,388,279,487,255,591,323,422,354,546,898
2021,11,90,"1,132",56,27,64,95,124,28,63,54,35,83,33,76,36,75,75,78,130
2021,11,100,36,3,6,2,3,2,1,1,2,0,1,0,1,2,6,2,4,0
2021,12,총,"215,575","7,018","6,641","8,912","13,466","28,800","5,215","8,836","8,478","6,414","12,208","6,373","21,920","8,023","16,133","21,450","6,305","29,383"
2021,12,0,"17,062",416,505,446,790,"2,884",263,584,310,234,883,451,"1,675",448,"1,532","3,129",377,"2,135"
2021,12,10,"22,739",753,652,726,"1,267","4,900",284,523,542,328,"1,146",407,"2,254",536,"1,721","2,198",413,"4,089"
2021,12,20,"27,524",790,824,"1,173","1,959","3,144",642,"1,035","1,141",907,"1,476",994,"3,143","1,036","2,107","2,529",510,"4,114"
2021,12,30,"25,221",636,779,841,"1,500","2,674",609,"1,178","1,010",731,"1,368",893,"2,607",887,"2,241","3,811",582,"2,874"
2021,12,40,"34,277","1,000","1,063","1,196","1,989","5,638",743,"1,241","1,106",809,"1,833",858,"3,504","1,077","2,710","3,785",811,"4,914"
2021,12,50,"32,988","1,103",966,"1,471","2,131","4,284",834,"1,346","1,431","1,132","1,901",946,"3,553","1,355","2,110","2,713",971,"4,741"
2021,12,60,"29,154","1,014",917,"1,418","1,962","2,976",841,"1,312","1,531","1,258","1,888",917,"2,900","1,433","2,069","2,045","1,194","3,479"
2021,12,70,"17,585",863,645,"1,090","1,127","1,452",658,"1,074",962,701,"1,140",614,"1,608",884,"1,139",806,814,"2,008"
2021,12,80,"7,860",385,260,483,638,721,312,479,392,278,489,258,599,329,424,362,550,901
2021,12,90,"1,137",55,30,66,100,125,28,63,52,36,83,35,76,36,74,71,80,127
2021,12,100,28,3,0,2,3,2,1,1,1,0,1,0,1,2,6,1,3,1
