년도,월,나이,서대문구,천연동,북아현동,충현동,신촌동,연희동,홍제제1동,홍제제3동,홍제제2동,홍은제1동,홍은제2동,남가좌제1동,남가좌제2동,북가좌제1동,북가좌제2동
2021,9,20,"25,887","1,116","1,214","1,763","4,794","3,786","1,558","1,034",878,"1,390","2,064",748,"2,156","1,092","2,294"
2021,9,30,"22,450","1,181","1,461","1,688","1,751","2,775","1,722",911,965,"1,510","1,660","1,291","2,298","1,223","2,014"
2021,9,40,"23,124","1,393","1,263","1,475","1,018","2,475","1,883","1,024","1,004","1,670","1,942","1,495","2,433","1,616","2,433"
2021,9,50,"24,895","1,492","1,373","1,666",976,"2,667","2,150","1,339","1,305","2,002","2,337","1,083","2,218","1,536","2,751"
2021,9,60,"20,889","1,168",958,"1,407",752,"2,224","1,850","1,256","1,122","1,763","2,078",833,"1,827","1,195","2,456"
2021,9,70,"13,405",814,551,776,513,"1,516","1,114",943,715,"1,095","1,232",532,"1,239",750,"1,615"
2021,9,80,"7,148",509,296,447,309,791,598,540,362,637,702,257,619,351,730
2021,9,90,"1,134",69,45,93,52,128,86,60,60,98,127,39,98,60,119
2021,9,100,84,3,4,9,3,9,3,12,3,7,23,3,2,1,2
2021,10,총,"159,632","8,998","8,346","10,596","11,034","18,277","12,622","7,954","7,261","11,725","13,753","8,070","15,380","9,386","16,230"
2021,10,0,"9,356",582,688,594,314,779,731,360,355,719,587,999,"1,303",645,700
2021,10,10,"11,365",696,527,674,521,"1,156",942,475,492,850,"1,010",774,"1,190",924,"1,134"
2021,10,20,"25,786","1,102","1,189","1,753","4,810","3,767","1,552","1,032",873,"1,386","2,062",749,"2,158","1,072","2,281"
2021,10,30,"22,443","1,182","1,464","1,694","1,758","2,772","1,712",917,971,"1,501","1,655","1,283","2,295","1,223","2,016"
2021,10,40,"23,039","1,372","1,247","1,485","1,024","2,476","1,866","1,015",992,"1,661","1,925","1,501","2,433","1,621","2,421"
2021,10,50,"24,919","1,498","1,380","1,662",976,"2,661","2,155","1,341","1,305","2,008","2,344","1,083","2,221","1,538","2,747"
2021,10,60,"20,933","1,171",959,"1,408",748,"2,231","1,865","1,256","1,127","1,760","2,069",843,"1,829","1,207","2,460"
2021,10,70,"13,365",809,548,769,518,"1,502","1,103",941,715,"1,098","1,234",536,"1,234",742,"1,616"
2021,10,80,"7,201",513,297,453,311,798,605,544,367,636,710,259,617,355,736
2021,10,90,"1,139",70,43,95,51,127,87,59,61,99,134,40,98,58,117
2021,10,100,86,3,4,9,3,8,4,14,3,7,23,3,2,1,2
2021,11,총,"159,453","9,006","8,322","10,568","11,042","18,277","12,601","7,927","7,240","11,751","13,745","8,041","15,382","9,348","16,203"
2021,11,0,"9,309",574,690,594,317,778,729,357,354,715,592,991,"1,296",632,690
2021,11,10,"11,323",699,522,671,508,"1,160",927,472,492,845,"1,005",770,"1,203",926,"1,123"
2021,11,20,"25,773","1,112","1,185","1,742","4,838","3,768","1,549","1,025",866,"1,391","2,065",744,"2,157","1,057","2,274"
2021,11,30,"22,386","1,170","1,460","1,701","1,746","2,773","1,707",919,962,"1,505","1,645","1,275","2,295","1,211","2,017"
2021,11,40,"22,975","1,379","1,247","1,478","1,013","2,462","1,865","1,013",991,"1,657","1,920","1,486","2,437","1,625","2,402"
2021,11,50,"24,961","1,504","1,373","1,655",987,"2,676","2,160","1,339","1,299","2,027","2,342","1,091","2,217","1,532","2,759"
2021,11,60,"20,960","1,173",954,"1,402",752,"2,227","1,867","1,262","1,130","1,771","2,069",845,"1,836","1,208","2,464"
2021,11,70,"13,325",801,552,774,515,"1,490","1,096",936,713,"1,095","1,232",535,"1,234",738,"1,614"
2021,11,80,"7,223",518,292,449,312,806,613,543,372,638,717,260,607,358,738
2021,11,90,"1,144",73,43,96,51,130,84,58,58,99,135,41,96,60,120
2021,11,100,74,3,4,6,3,7,4,3,3,8,23,3,4,1,2
2021,12,총,"159,125","9,000","8,286","10,548","10,996","18,239","12,586","7,926","7,232","11,740","13,700","8,025","15,364","9,333","16,150"
2021,12,0,"9,249",575,685,589,312,777,726,351,347,709,591,986,"1,295",625,681
2021,12,10,"11,247",692,519,658,485,"1,147",925,485,493,838,989,774,"1,199",932,"1,111"
2021,12,20,"25,684","1,118","1,168","1,745","4,813","3,762","1,544","1,020",856,"1,396","2,074",734,"2,147","1,050","2,257"
2021,12,30,"22,355","1,163","1,457","1,708","1,756","2,763","1,708",921,959,"1,505","1,641","1,262","2,299","1,207","2,006"
2021,12,40,"22,905","1,369","1,244","1,476","1,014","2,447","1,868","1,009",986,"1,642","1,910","1,490","2,434","1,625","2,391"
2021,12,50,"24,955","1,511","1,372","1,651",987,"2,668","2,149","1,338","1,303","2,044","2,332","1,091","2,221","1,530","2,758"
2021,12,60,"20,947","1,177",949,"1,399",751,"2,224","1,868","1,262","1,132","1,772","2,075",847,"1,823","1,207","2,461"
2021,12,70,"13,320",801,554,769,511,"1,487","1,097",935,721,"1,090","1,232",537,"1,232",736,"1,618"
2021,12,80,"7,260",519,291,454,313,821,612,544,373,642,713,259,610,362,747
2021,12,90,"1,146",72,43,93,51,136,85,58,59,95,136,42,100,58,118
2021,12,100,57,3,4,6,3,7,4,3,3,7,7,3,4,1,2
