년도,월,나이,부산광역시,부산광역시 중구,부산광역시 서구,부산광역시 동구,부산광역시 영도구,부산광역시 부산진구,부산광역시 동래구,부산광역시 남구,부산광역시 북구,부산광역시 해운대구,부산광역시 사하구,부산광역시 금정구,부산광역시 강서구,부산광역시 연제구,부산광역시 수영구,부산광역시 사상구,부산광역시 기장군
2021,4,50,"560,443","6,947","17,488","14,422","18,959","57,559","43,813","42,386","52,859","69,679","54,011","39,673","16,956","33,695","27,345","40,237","24,414"
2021,4,60,"538,609","7,946","19,098","16,142","22,175","56,480","41,406","41,059","46,698","58,799","52,041","39,292","16,334","32,840","28,842","37,496","21,961"
2021,4,70,"293,433","5,109","12,201","10,616","14,432","31,441","22,352","24,859","21,506","30,925","26,327","21,643","6,939","18,206","17,085","17,263","12,529"
2021,4,80,"118,489","2,164","5,493","4,731","5,935","13,126","8,528","9,691","8,469","13,309","9,884","8,980","2,737","7,142","6,931","6,052","5,317"
2021,4,90,"14,737",361,666,572,690,"1,459","1,061","1,132","1,048","1,751","1,329","1,140",444,818,882,652,732
2021,4,100,767,20,28,64,52,61,73,67,36,90,41,64,22,41,35,44,29
2021,5,총,"3,367,334","41,209","106,556","88,080","111,574","356,706","268,616","264,679","283,138","399,222","308,036","229,704","140,215","206,547","176,062","210,579","176,411"
2021,5,0,"226,629","1,232","5,529","4,040","5,024","20,831","19,186","17,383","18,695","27,921","19,122","12,637","19,956","14,158","10,217","11,826","18,872"
2021,5,10,"268,529","1,969","7,219","4,972","7,213","24,452","24,708","22,759","22,782","37,464","24,881","17,357","12,280","16,310","11,643","14,775","17,745"
2021,5,20,"425,129","5,694","13,420","10,382","11,790","52,524","32,112","34,812","36,736","48,048","39,111","32,664","12,551","25,471","24,095","28,571","17,148"
2021,5,30,"412,056","4,458","10,928","10,411","10,390","47,638","32,391","29,144","33,579","46,074","35,840","24,565","27,202","26,292","23,749","24,697","24,698"
2021,5,40,"506,123","5,304","14,389","11,683","14,841","50,924","42,801","41,275","40,135","64,989","45,226","31,618","24,608","31,479","25,217","28,920","32,714"
2021,5,50,"559,326","6,919","17,419","14,395","18,919","57,442","43,711","42,317","52,846","69,556","53,865","39,586","16,971","33,611","27,265","40,002","24,502"
2021,5,60,"540,745","7,978","19,196","16,150","22,229","56,661","41,555","41,115","47,100","59,097","52,298","39,385","16,459","32,921","28,888","37,680","22,033"
2021,5,70,"294,051","5,096","12,255","10,646","14,442","31,489","22,431","24,909","21,648","30,903","26,399","21,642","6,970","18,252","17,082","17,315","12,572"
2021,5,80,"119,162","2,170","5,502","4,767","5,980","13,217","8,577","9,760","8,518","13,365","9,923","9,031","2,748","7,179","6,978","6,089","5,358"
2021,5,90,"14,830",368,672,569,693,"1,466","1,071","1,139","1,062","1,733","1,330","1,154",448,835,893,660,737
2021,5,100,754,21,27,65,53,62,73,66,37,72,41,65,22,39,35,44,32
2021,6,총,"3,364,358","40,561","106,422","87,916","111,685","356,091","268,391","264,098","283,612","399,015","307,559","229,222","140,720","206,239","175,877","210,333","176,617"
2021,6,0,"225,716","1,200","5,502","4,022","5,008","20,716","19,127","17,262","18,689","27,798","19,017","12,576","19,913","14,082","10,192","11,777","18,835"
2021,6,10,"268,079","1,949","7,202","4,950","7,218","24,425","24,689","22,707","22,756","37,375","24,773","17,277","12,388","16,283","11,590","14,739","17,758"
2021,6,20,"424,072","5,724","13,363","10,348","11,792","52,287","32,023","34,614","36,711","47,953","39,020","32,546","12,621","25,341","24,075","28,461","17,193"
2021,6,30,"411,026","4,431","10,905","10,409","10,402","47,464","32,264","29,009","33,680","45,985","35,656","24,486","27,204","26,206","23,680","24,629","24,616"
2021,6,40,"505,849","5,223","14,394","11,634","14,874","50,855","42,788","41,131","40,125","64,983","45,178","31,546","24,813","31,471","25,173","28,909","32,752"
2021,6,50,"557,505","6,825","17,329","14,342","18,844","57,168","43,600","42,254","52,802","69,425","53,609","39,367","16,972","33,476","27,181","39,753","24,558"
2021,6,60,"542,673","7,847","19,246","16,129","22,326","56,858","41,680","41,195","47,455","59,362","52,507","39,508","16,602","33,007","28,937","37,873","22,141"
2021,6,70,"294,173","4,938","12,235","10,654","14,457","31,513","22,451","24,916","21,725","30,925","26,442","21,633","6,973","18,235","17,114","17,355","12,607"
2021,6,80,"119,680","2,084","5,532","4,790","6,022","13,275","8,633","9,807","8,562","13,385","9,983","9,057","2,765","7,258","6,998","6,138","5,391"
2021,6,90,"14,827",322,686,573,689,"1,465","1,064","1,137","1,071","1,752","1,334","1,160",446,840,902,654,732
2021,6,100,758,18,28,65,53,65,72,66,36,72,40,66,23,40,35,45,34
2021,7,총,"3,361,781","40,666","106,314","87,764","111,580","355,589","267,994","263,764","283,696","398,645","306,866","229,228","141,226","205,936","175,722","210,005","176,786"
2021,7,0,"224,799","1,197","5,489","4,013","4,995","20,605","19,030","17,182","18,687","27,724","18,873","12,529","19,881","13,992","10,118","11,705","18,779"
2021,7,10,"267,659","1,949","7,192","4,917","7,190","24,394","24,663","22,701","22,697","37,248","24,680","17,239","12,481","16,248","11,554","14,674","17,832"
2021,7,20,"422,488","5,736","13,302","10,293","11,733","52,034","31,898","34,475","36,558","47,818","38,791","32,483","12,681","25,172","23,998","28,338","17,178"
2021,7,30,"409,975","4,484","10,878","10,386","10,356","47,385","32,099","28,881","33,728","45,847","35,452","24,473","27,145","26,134","23,618","24,581","24,528"
2021,7,40,"505,116","5,212","14,361","11,600","14,841","50,708","42,678","41,006","40,062","64,822","45,075","31,549","25,060","31,377","25,164","28,801","32,800"
2021,7,50,"556,481","6,823","17,269","14,322","18,803","57,041","43,517","42,225","52,703","69,397","53,390","39,270","16,987","33,385","27,155","39,568","24,626"
2021,7,60,"544,644","7,872","19,301","16,152","22,388","57,018","41,808","41,278","47,761","59,577","52,692","39,631","16,720","33,162","29,021","38,047","22,216"
2021,7,70,"294,713","4,950","12,253","10,628","14,478","31,527","22,492","24,954","21,787","30,942","26,508","21,702","7,016","18,283","17,120","17,413","12,660"
2021,7,80,"120,274","2,099","5,558","4,812","6,051","13,345","8,670","9,861","8,606","13,436","10,043","9,109","2,784","7,292","7,033","6,173","5,402"
2021,7,90,"14,876",326,683,575,692,"1,468","1,069","1,136","1,073","1,759","1,323","1,178",446,849,906,661,732
2021,7,100,756,18,28,66,53,64,70,65,34,75,39,65,25,42,35,44,33
2021,8,총,"3,359,527","40,713","105,996","87,585","111,386","355,138","267,672","263,333","283,901","398,117","306,885","229,240","141,688","205,700","175,815","209,547","176,811"
2021,8,0,"223,790","1,184","5,422","4,004","4,969","20,487","18,917","17,043","18,651","27,610","18,786","12,486","19,896","13,951","10,087","11,623","18,674"
2021,8,10,"267,212","1,929","7,175","4,897","7,162","24,296","24,633","22,623","22,679","37,127","24,665","17,230","12,575","16,188","11,534","14,619","17,880"
2021,8,20,"421,122","5,792","13,243","10,258","11,648","51,877","31,752","34,447","36,404","47,516","38,701","32,425","12,704","25,073","24,055","28,157","17,070"
2021,8,30,"408,986","4,504","10,759","10,371","10,340","47,354","31,989","28,694","33,776","45,738","35,347","24,494","27,087","26,001","23,606","24,466","24,460"
2021,8,40,"504,235","5,214","14,311","11,539","14,785","50,542","42,545","40,883","40,047","64,614","45,001","31,482","25,253","31,335","25,135","28,707","32,842"
2021,8,50,"556,023","6,813","17,229","14,270","18,733","56,939","43,509","42,190","52,677","69,448","53,383","39,210","17,040","33,345","27,146","39,428","24,663"
2021,8,60,"546,088","7,878","19,331","16,146","22,391","57,161","41,892","41,335","47,994","59,702","52,879","39,744","16,813","33,265","29,062","38,179","22,316"
2021,8,70,"295,340","4,942","12,220","10,635","14,518","31,502","22,570","24,997","21,902","30,981","26,631","21,745","7,052","18,314","17,162","17,469","12,700"
2021,8,80,"120,959","2,113","5,589","4,815","6,084","13,432","8,719","9,910","8,648","13,525","10,120","9,174","2,784","7,335","7,081","6,203","5,427"
2021,8,90,"15,020",326,689,583,703,"1,486","1,077","1,145","1,089","1,782","1,332","1,185",459,852,913,651,748
2021,8,100,752,18,28,67,53,62,69,66,34,74,40,65,25,41,34,45,31
2021,9,총,"3,358,763","40,708","105,813","87,595","111,210","354,924","267,425","263,262","283,937","397,918","306,843","229,350","142,104","205,676","175,799","209,410","176,789"
2021,9,0,"222,742","1,180","5,390","4,002","4,963","20,409","18,835","16,929","18,610","27,468","18,649","12,389","19,871","13,883","10,027","11,562","18,575"
2021,9,10,"267,044","1,911","7,159","4,859","7,112","24,280","24,602","22,606","22,645","37,127","24,673","17,255","12,659","16,200","11,507","14,546","17,903"
2021,9,20,"420,631","5,832","13,228","10,260","11,634","51,768","31,650","34,568","36,260","47,441","38,656","32,471","12,715","25,016","23,996","28,126","17,010"
2021,9,30,"408,295","4,523","10,678","10,347","10,327","47,325","31,890","28,586","33,752","45,595","35,268","24,511","27,103","25,958","23,603","24,479","24,350"
2021,9,40,"503,507","5,176","14,260","11,587","14,700","50,377","42,462","40,735","39,976","64,512","44,932","31,395","25,451","31,319","25,115","28,628","32,882"
2021,9,50,"555,964","6,800","17,197","14,268","18,704","56,913","43,490","42,248","52,677","69,414","53,367","39,241","17,058","33,342","27,164","39,312","24,769"
2021,9,60,"546,976","7,877","19,348","16,126","22,393","57,198","41,920","41,385","48,209","59,856","53,017","39,768","16,880","33,301","29,113","38,259","22,326"
2021,9,70,"296,080","4,943","12,223","10,646","14,505","31,563","22,672","25,019","21,969","31,036","26,698","21,828","7,084","18,373","17,219","17,559","12,743"
2021,9,80,"121,655","2,126","5,606","4,846","6,121","13,534","8,753","9,960","8,718","13,585","10,200","9,231","2,797","7,380","7,114","6,237","5,447"
2021,9,90,"15,114",322,696,584,697,"1,496","1,084","1,159","1,085","1,810","1,340","1,195",463,864,907,657,755
2021,9,100,755,18,28,70,54,61,67,67,36,74,43,66,23,40,34,45,29
2021,10,총,"3,356,311","40,676","105,557","87,705","111,111","354,428","266,912","263,236","283,766","397,516","306,605","229,148","142,444","205,607","175,583","209,138","176,879"
2021,10,0,"221,729","1,161","5,366","4,016","4,925","20,311","18,749","16,839","18,551","27,351","18,519","12,269","19,872","13,844","9,983","11,490","18,483"
2021,10,10,"266,634","1,894","7,108","4,837","7,103","24,193","24,587","22,605","22,539","37,037","24,613","17,281","12,732","16,178","11,464","14,491","17,972"
2021,10,20,"419,064","5,858","13,156","10,260","11,613","51,484","31,460","34,514","36,060","47,336","38,508","32,353","12,665","24,903","23,918","28,007","16,969"
2021,10,30,"407,480","4,495","10,635","10,361","10,312","47,232","31,802","28,560","33,775","45,405","35,209","24,467","27,038","25,973","23,595","24,409","24,212"
2021,10,40,"502,715","5,165","14,204","11,577","14,662","50,268","42,352","40,673","39,901","64,300","44,869","31,337","25,640","31,240","25,036","28,553","32,938"
2021,10,50,"555,902","6,773","17,172","14,302","18,718","56,889","43,430","42,231","52,586","69,475","53,320","39,232","17,130","33,368","27,177","39,190","24,909"
2021,10,60,"547,730","7,894","19,333","16,141","22,352","57,240","41,866","41,486","48,417","59,966","53,136","39,783","16,939","33,376","29,071","38,385","22,345"
2021,10,70,"296,893","4,953","12,239","10,670","14,550","31,638","22,699","25,088","22,045","31,113","26,798","21,896","7,145","18,420","17,246","17,628","12,765"
2021,10,80,"122,286","2,145","5,627","4,879","6,147","13,604","8,804","10,006","8,763","13,651","10,254","9,286","2,794","7,404","7,152","6,281","5,489"
2021,10,90,"15,197",322,691,593,693,"1,511","1,097","1,168","1,093","1,809","1,338","1,203",466,875,906,666,766
2021,10,100,681,16,26,69,36,58,66,66,36,73,41,41,23,26,35,38,31
2021,11,총,"3,353,627","40,556","105,406","87,770","110,901","353,769","266,570","262,856","283,584","397,071","306,421","228,936","142,768","205,742","175,389","208,727","177,161"
2021,11,0,"220,636","1,139","5,350","4,016","4,893","20,198","18,676","16,741","18,455","27,221","18,447","12,214","19,795","13,790","9,920","11,370","18,411"
2021,11,10,"266,474","1,873","7,086","4,833","7,088","24,130","24,598","22,579","22,492","36,985","24,568","17,282","12,848","16,176","11,455","14,453","18,028"
2021,11,20,"417,317","5,830","13,151","10,248","11,539","51,150","31,258","34,407","35,825","47,160","38,363","32,264","12,615","24,846","23,819","27,871","16,971"
2021,11,30,"406,584","4,471","10,591","10,404","10,326","47,129","31,680","28,449","33,743","45,293","35,126","24,372","26,960","25,975","23,577","24,345","24,143"
2021,11,40,"502,425","5,128","14,194","11,598","14,576","50,227","42,352","40,580","39,852","64,123","44,792","31,319","25,867","31,283","25,013","28,496","33,025"
2021,11,50,"555,462","6,766","17,142","14,299","18,669","56,739","43,349","42,229","52,548","69,457","53,302","39,194","17,170","33,395","27,159","39,050","24,994"
2021,11,60,"548,572","7,897","19,302","16,154","22,353","57,299","41,943","41,529","48,593","60,082","53,248","39,792","17,031","33,427","29,026","38,446","22,450"
2021,11,70,"297,407","4,969","12,240","10,675","14,544","31,707","22,718","25,078","22,096","31,147","26,889","21,939","7,160","18,475","17,292","17,665","12,813"
2021,11,80,"122,945","2,151","5,632","4,906","6,174","13,631","8,851","10,049","8,837","13,734","10,308","9,329","2,830","7,471","7,174","6,348","5,520"
2021,11,90,"15,294",321,699,601,704,"1,533","1,108","1,175","1,112","1,815","1,344","1,193",469,879,917,649,775
2021,11,100,511,11,19,36,35,26,37,40,31,54,34,38,23,25,37,34,31
2021,12,총,"3,350,380","40,524","105,164","87,679","110,638","353,159","266,866","262,069","283,211","396,438","306,003","228,049","142,918","207,144","175,095","208,298","177,125"
2021,12,0,"219,611","1,117","5,310","3,964","4,874","20,097","18,726","16,611","18,340","27,097","18,330","12,089","19,700","13,970","9,838","11,268","18,280"
2021,12,10,"266,105","1,872","7,082","4,824","7,042","24,034","24,522","22,527","22,445","36,918","24,510","17,215","12,957","16,236","11,464","14,409","18,048"
2021,12,20,"415,549","5,839","13,028","10,278","11,465","50,989","31,201","34,143","35,666","46,850","38,220","32,019","12,565","24,911","23,723","27,690","16,962"
2021,12,30,"405,300","4,477","10,552","10,400","10,253","47,020","31,643","28,193","33,678","45,120","34,919","24,174","26,821","26,303","23,505","24,248","23,994"
2021,12,40,"502,391","5,118","14,164","11,575","14,550","50,121","42,507","40,440","39,791","63,976","44,747","31,261","26,072","31,562","24,951","28,452","33,104"
2021,12,50,"554,768","6,722","17,090","14,296","18,600","56,616","43,330","42,202","52,430","69,405","53,211","39,018","17,201","33,531","27,141","38,940","25,035"
2021,12,60,"548,878","7,918","19,315","16,111","22,346","57,250","42,034","41,484","48,637","60,122","53,340","39,694","17,050","33,606","29,010","38,474","22,487"
2021,12,70,"298,128","4,962","12,232","10,677","14,549","31,720","22,835","25,136","22,196","31,233","26,964","21,942","7,224","18,582","17,297","17,718","12,861"
2021,12,80,"123,791","2,169","5,659","4,935","6,222","13,738","8,917","10,112","8,898","13,822","10,369","9,406","2,845","7,528","7,213","6,422","5,536"
2021,12,90,"15,457",323,714,604,710,"1,549","1,123","1,191","1,107","1,840","1,367","1,201",471,889,924,657,787
2021,12,100,402,7,18,15,27,25,28,30,23,55,26,30,12,26,29,20,31
