년도,월,나이,경기도 남양주시,경기도 남양주시 와부읍,경기도 남양주시 진접읍,경기도 남양주시 화도읍,경기도 남양주시 화도읍동부출장소,경기도 남양주시 진건읍,경기도 남양주시 오남읍,경기도 남양주시 퇴계원읍,경기도 남양주시 별내면,경기도 남양주시 수동면,경기도 남양주시 조안면,경기도 남양주시 호평동,경기도 남양주시 평내동,경기도 남양주시 금곡동,경기도 남양주시 양정동,경기도 남양주시 다산1동,경기도 남양주시 다산2동,경기도 남양주시 별내동
2021,4,70,"45,207","4,726","5,976","6,848",837,"1,985","3,520","2,230","1,726","1,117",477,"3,090","1,908","1,639",482,"3,513","1,418","3,715"
2021,4,80,"19,294","1,990","2,595","2,732",389,969,"1,569",988,790,518,231,"1,185",872,856,226,"1,401",560,"1,423"
2021,4,90,"2,722",288,316,366,65,136,193,112,103,126,39,195,110,131,24,205,90,223
2021,4,100,130,12,12,14,1,3,4,8,20,7,3,9,2,5,3,7,3,17
2021,5,총,"723,215","61,495","92,895","104,242","14,895","23,927","53,718","29,441","19,722","9,025","4,165","57,278","36,785","18,732","4,526","80,787","35,900","75,682"
2021,5,0,"64,403","3,863","8,012","8,562","1,624",977,"3,852","1,686","1,188",342,195,"6,311","3,215",687,158,"10,504","4,711","8,516"
2021,5,10,"77,928","7,279","11,388","11,488","1,385","1,828","6,558","2,540","1,892",577,238,"7,186","4,920","1,167",191,"8,512","3,797","6,982"
2021,5,20,"85,855","7,733","10,639","12,218","1,623","3,216","6,777","4,006","2,539",802,407,"6,176","4,627","2,447",515,"9,291","3,727","9,112"
2021,5,30,"89,743","5,865","10,044","12,174","2,157","2,317","5,394","3,277","1,789",755,406,"7,550","4,344","2,062",482,"13,388","5,554","12,185"
2021,5,40,"131,202","10,764","17,190","19,673","2,534","3,219","10,083","4,220","3,218","1,033",505,"11,914","7,273","2,204",471,"15,962","7,329","13,610"
2021,5,50,"119,382","11,130","15,304","17,731","2,332","5,084","9,778","5,652","3,648","1,783",771,"8,375","5,974","3,867",892,"10,647","5,198","11,216"
2021,5,60,"87,081","7,827","11,386","12,372","1,948","4,188","5,974","4,712","2,814","1,964",895,"5,239","3,523","3,673","1,081","7,333","3,513","8,639"
2021,5,70,"45,288","4,726","5,988","6,872",833,"1,982","3,515","2,228","1,713","1,114",472,"3,109","1,922","1,635",483,"3,536","1,415","3,745"
2021,5,80,"19,470","2,013","2,612","2,767",389,972,"1,590","1,003",794,524,236,"1,214",873,855,226,"1,398",563,"1,441"
2021,5,90,"2,727",282,318,372,69,138,193,109,107,124,37,194,112,130,24,208,90,220
2021,5,100,136,13,14,13,1,6,4,8,20,7,3,10,2,5,3,8,3,16
2021,6,총,"724,183","61,421","92,857","104,334","14,942","23,880","53,835","29,406","19,761","9,117","4,178","57,499","36,770","18,764","4,526","80,911","35,906","76,076"
2021,6,0,"64,095","3,830","7,934","8,482","1,617",968,"3,832","1,670","1,194",336,196,"6,308","3,206",663,156,"10,484","4,683","8,536"
2021,6,10,"78,097","7,278","11,401","11,518","1,413","1,810","6,568","2,534","1,880",667,238,"7,201","4,894","1,156",189,"8,503","3,824","7,023"
2021,6,20,"85,889","7,709","10,628","12,215","1,624","3,201","6,795","3,972","2,545",815,406,"6,198","4,609","2,466",511,"9,322","3,739","9,134"
2021,6,30,"89,558","5,855","9,980","12,132","2,153","2,321","5,396","3,277","1,794",756,414,"7,543","4,347","2,042",491,"13,353","5,480","12,224"
2021,6,40,"131,327","10,741","17,157","19,677","2,561","3,208","10,041","4,199","3,209","1,025",499,"11,962","7,267","2,197",469,"16,043","7,340","13,732"
2021,6,50,"119,530","11,095","15,315","17,774","2,319","5,059","9,832","5,639","3,648","1,783",771,"8,405","5,989","3,877",888,"10,659","5,202","11,275"
2021,6,60,"87,831","7,877","11,491","12,468","1,963","4,222","6,029","4,754","2,848","1,967",904,"5,321","3,534","3,713","1,083","7,388","3,559","8,710"
2021,6,70,"45,345","4,713","5,983","6,889",831,"1,982","3,523","2,221","1,706","1,113",476,"3,131","1,930","1,644",480,"3,544","1,424","3,755"
2021,6,80,"19,626","2,028","2,628","2,794",390,969,"1,617","1,017",808,522,234,"1,224",876,875,232,"1,402",562,"1,448"
2021,6,90,"2,744",282,324,372,70,134,197,114,109,126,37,195,116,126,24,205,90,223
2021,6,100,141,13,16,13,1,6,5,9,20,7,3,11,2,5,3,8,3,16
2021,7,총,"725,031","61,336","92,828","104,468","14,944","23,815","53,890","29,325","19,763","9,160","4,167","57,768","36,810","18,746","4,504","81,178","35,803","76,526"
2021,7,0,"63,867","3,806","7,843","8,480","1,604",951,"3,814","1,661","1,191",336,192,"6,315","3,206",651,156,"10,494","4,638","8,529"
2021,7,10,"78,124","7,247","11,405","11,467","1,430","1,805","6,534","2,523","1,881",712,236,"7,226","4,887","1,145",181,"8,567","3,836","7,042"
2021,7,20,"86,031","7,698","10,633","12,257","1,604","3,180","6,827","3,935","2,535",835,402,"6,250","4,610","2,475",502,"9,330","3,724","9,234"
2021,7,30,"89,451","5,830","9,946","12,104","2,149","2,309","5,401","3,264","1,787",752,419,"7,572","4,360","2,034",492,"13,340","5,383","12,309"
2021,7,40,"131,216","10,705","17,103","19,681","2,573","3,188","9,999","4,192","3,186","1,025",489,"11,949","7,260","2,165",463,"16,136","7,336","13,766"
2021,7,50,"119,910","11,103","15,400","17,810","2,314","5,049","9,877","5,612","3,672","1,766",772,"8,492","6,002","3,885",877,"10,719","5,196","11,364"
2021,7,60,"88,311","7,906","11,509","12,564","1,968","4,227","6,083","4,779","2,852","1,970",914,"5,378","3,554","3,735","1,096","7,415","3,590","8,771"
2021,7,70,"45,471","4,715","6,013","6,902",834,"1,991","3,525","2,219","1,712","1,113",468,"3,135","1,935","1,643",480,"3,553","1,438","3,795"
2021,7,80,"19,744","2,029","2,639","2,818",395,973,"1,628","1,018",810,523,235,"1,244",878,879,230,"1,405",563,"1,477"
2021,7,90,"2,765",284,321,372,72,136,198,113,117,122,37,195,116,129,24,211,96,222
2021,7,100,141,13,16,13,1,6,4,9,20,6,3,12,2,5,3,8,3,17
2021,8,총,"727,221","61,161","92,576","104,434","14,977","23,738","53,747","29,280","19,725","9,217","4,143","57,822","36,752","18,639","4,431","83,895","35,681","77,003"
2021,8,0,"63,796","3,746","7,721","8,433","1,590",935,"3,739","1,624","1,171",326,191,"6,267","3,178",635,150,"11,015","4,584","8,491"
2021,8,10,"78,265","7,215","11,375","11,419","1,444","1,806","6,519","2,523","1,882",758,234,"7,213","4,864","1,122",174,"8,833","3,851","7,033"
2021,8,20,"86,278","7,698","10,624","12,282","1,604","3,154","6,815","3,921","2,523",848,395,"6,261","4,600","2,458",495,"9,483","3,727","9,390"
2021,8,30,"89,521","5,787","9,856","12,031","2,138","2,304","5,370","3,265","1,767",743,416,"7,551","4,349","2,039",478,"13,735","5,266","12,426"
2021,8,40,"131,480","10,619","17,020","19,669","2,598","3,179","9,969","4,158","3,157","1,020",488,"11,938","7,236","2,132",458,"16,698","7,337","13,804"
2021,8,50,"120,400","11,134","15,442","17,826","2,311","5,020","9,876","5,607","3,689","1,773",766,"8,541","6,019","3,865",863,"10,999","5,222","11,447"
2021,8,60,"88,964","7,916","11,532","12,664","1,982","4,232","6,098","4,808","2,864","1,978",915,"5,437","3,564","3,741","1,083","7,718","3,588","8,844"
2021,8,70,"45,675","4,715","6,012","6,884",835,"1,987","3,521","2,225","1,713","1,125",463,"3,156","1,944","1,629",473,"3,729","1,440","3,824"
2021,8,80,"19,926","2,033","2,658","2,839",398,980,"1,635","1,021",822,517,236,"1,256",884,883,230,"1,461",571,"1,502"
2021,8,90,"2,776",285,322,374,76,135,200,119,117,122,36,191,113,130,24,216,92,224
2021,8,100,140,13,14,13,1,6,5,9,20,7,3,11,1,5,3,8,3,18
2021,9,총,"728,664","60,888","92,446","104,426","14,852","23,639","53,655","29,136","19,680","9,180","4,131","57,711","36,740","18,550","4,369","85,915","35,557","77,789"
2021,9,0,"63,595","3,721","7,634","8,371","1,559",915,"3,695","1,590","1,155",324,191,"6,230","3,150",627,153,"11,231","4,539","8,510"
2021,9,10,"78,269","7,185","11,382","11,411","1,393","1,794","6,520","2,506","1,886",724,231,"7,183","4,846","1,106",167,"9,005","3,855","7,075"
2021,9,20,"86,290","7,616","10,587","12,286","1,589","3,125","6,799","3,891","2,504",849,401,"6,237","4,602","2,448",498,"9,626","3,708","9,524"
2021,9,30,"89,590","5,766","9,772","11,964","2,109","2,279","5,342","3,250","1,755",744,400,"7,501","4,330","2,029",470,"14,067","5,181","12,631"
2021,9,40,"131,567","10,548","17,030","19,615","2,602","3,161","9,894","4,125","3,152","1,002",498,"11,909","7,228","2,113",450,"16,999","7,347","13,894"
2021,9,50,"120,897","11,104","15,426","17,889","2,312","5,004","9,945","5,576","3,686","1,782",760,"8,572","6,062","3,831",849,"11,276","5,247","11,576"
2021,9,60,"89,571","7,897","11,569","12,730","1,990","4,260","6,092","4,816","2,870","1,980",916,"5,461","3,576","3,769","1,065","8,047","3,574","8,959"
2021,9,70,"45,821","4,714","6,029","6,889",813,"1,970","3,515","2,227","1,708","1,126",457,"3,155","1,945","1,614",465,"3,892","1,442","3,860"
2021,9,80,"20,069","2,031","2,675","2,875",405,989,"1,641","1,020",826,521,237,"1,258",878,873,228,"1,527",570,"1,515"
2021,9,90,"2,852",294,328,383,79,136,207,124,118,121,37,194,122,136,21,235,91,226
2021,9,100,143,12,14,13,1,6,5,11,20,7,3,11,1,4,3,10,3,19
2021,10,총,"729,918","60,677","92,364","104,322","14,884","23,529","53,627","29,092","19,623","9,158","4,095","57,654","36,728","18,496","4,328","87,042","35,571","78,728"
2021,10,0,"63,396","3,686","7,571","8,309","1,556",911,"3,662","1,579","1,147",316,188,"6,169","3,132",634,150,"11,278","4,532","8,576"
2021,10,10,"78,253","7,171","11,374","11,400","1,391","1,775","6,498","2,502","1,883",694,226,"7,159","4,833","1,100",167,"9,074","3,870","7,136"
2021,10,20,"86,332","7,578","10,591","12,263","1,583","3,107","6,790","3,877","2,493",845,397,"6,229","4,600","2,442",492,"9,741","3,686","9,618"
2021,10,30,"89,602","5,721","9,718","11,898","2,110","2,262","5,329","3,237","1,740",747,387,"7,470","4,330","2,002",464,"14,222","5,132","12,833"
2021,10,40,"131,602","10,465","16,986","19,542","2,620","3,140","9,872","4,118","3,122",995,500,"11,879","7,220","2,108",443,"17,173","7,357","14,062"
2021,10,50,"121,467","11,119","15,458","17,958","2,326","4,994","9,982","5,573","3,685","1,787",754,"8,642","6,070","3,792",845,"11,504","5,294","11,684"
2021,10,60,"90,083","7,893","11,608","12,777","1,991","4,244","6,137","4,813","2,876","1,990",909,"5,471","3,600","3,781","1,060","8,247","3,584","9,102"
2021,10,70,"45,947","4,695","6,018","6,886",822,"1,973","3,503","2,242","1,705","1,124",456,"3,151","1,929","1,621",456,"3,998","1,442","3,926"
2021,10,80,"20,205","2,040","2,694","2,890",400,980,"1,641","1,017",830,525,239,"1,276",892,876,228,"1,554",581,"1,542"
2021,10,90,"2,894",296,333,387,84,138,208,124,122,128,36,198,120,136,20,242,91,231
2021,10,100,137,13,13,12,1,5,5,10,20,7,3,10,2,4,3,9,2,18
2021,11,총,"731,497","60,458","92,181","104,106","14,799","23,546","53,650","28,960","19,568","9,043","4,076","57,549","36,705","18,483","4,294","89,655","35,511","78,913"
2021,11,0,"63,376","3,656","7,463","8,226","1,530",905,"3,647","1,563","1,140",312,180,"6,094","3,095",630,150,"11,826","4,475","8,484"
2021,11,10,"78,218","7,153","11,358","11,377","1,378","1,768","6,477","2,493","1,868",592,224,"7,146","4,853","1,087",164,"9,240","3,883","7,157"
2021,11,20,"86,248","7,549","10,569","12,206","1,548","3,106","6,804","3,846","2,478",821,402,"6,243","4,589","2,434",492,"9,865","3,668","9,628"
2021,11,30,"89,997","5,682","9,653","11,849","2,099","2,261","5,346","3,224","1,733",739,376,"7,397","4,303","1,994",465,"14,991","5,066","12,819"
2021,11,40,"131,812","10,414","16,897","19,483","2,614","3,125","9,852","4,087","3,101",989,502,"11,860","7,182","2,115",435,"17,639","7,406","14,111"
2021,11,50,"121,950","11,102","15,508","17,951","2,337","5,001","10,037","5,556","3,685","1,808",756,"8,663","6,126","3,789",838,"11,720","5,299","11,774"
2021,11,60,"90,498","7,857","11,649","12,829","1,984","4,277","6,139","4,810","2,891","1,988",911,"5,498","3,613","3,788","1,055","8,456","3,582","9,171"
2021,11,70,"46,032","4,697","6,016","6,872",829,"1,975","3,489","2,225","1,699","1,130",451,"3,158","1,921","1,631",445,"4,079","1,462","3,953"
2021,11,80,"20,328","2,032","2,723","2,915",390,986,"1,646","1,021",833,528,233,"1,280",904,875,228,"1,586",580,"1,568"
2021,11,90,"2,908",302,331,386,89,136,207,125,126,129,38,203,116,136,21,245,88,230
2021,11,100,130,14,14,12,1,6,6,10,14,7,3,7,3,4,1,8,2,18
2021,12,총,"733,798","60,226","93,408","104,016","14,794","23,505","53,494","28,863","19,511","8,957","4,086","57,475","36,620","18,448","4,220","91,650","35,495","79,030"
2021,12,0,"63,527","3,615","7,573","8,145","1,534",905,"3,605","1,549","1,130",303,182,"6,044","3,052",619,146,"12,259","4,466","8,400"
2021,12,10,"78,293","7,112","11,393","11,379","1,388","1,742","6,436","2,471","1,867",542,225,"7,138","4,847","1,076",159,"9,453","3,896","7,169"
2021,12,20,"86,336","7,519","10,755","12,166","1,539","3,108","6,782","3,837","2,471",802,399,"6,221","4,598","2,414",480,"9,936","3,659","9,650"
2021,12,30,"90,426","5,651","9,921","11,779","2,088","2,253","5,340","3,194","1,708",733,382,"7,357","4,265","1,980",456,"15,451","5,026","12,842"
2021,12,40,"132,228","10,374","17,073","19,480","2,619","3,120","9,762","4,066","3,092",981,500,"11,829","7,132","2,115",426,"18,100","7,431","14,128"
2021,12,50,"122,453","11,082","15,767","17,986","2,338","4,996","10,067","5,527","3,676","1,800",757,"8,710","6,164","3,785",833,"11,863","5,296","11,806"
2021,12,60,"90,900","7,829","11,783","12,875","1,981","4,284","6,143","4,828","2,907","1,999",911,"5,526","3,624","3,798","1,036","8,581","3,569","9,226"
2021,12,70,"46,068","4,683","6,036","6,857",829,"1,956","3,486","2,226","1,681","1,129",458,"3,149","1,913","1,638",440,"4,141","1,470","3,976"
2021,12,80,"20,519","2,045","2,758","2,955",385,994,"1,655","1,031",847,530,234,"1,297",904,880,223,"1,607",593,"1,581"
2021,12,90,"2,934",304,336,381,92,141,211,128,125,130,38,197,118,140,20,251,88,234
2021,12,100,114,12,13,13,1,6,7,6,7,8,0,7,3,3,1,8,1,18
