년도,월,나이,서구,양동,양3동,농성1동,농성2동,광천동,유덕동,치평동,상무1동,상무2동,화정1동,화정2동,화정3동,화정4동,서창동,금호1동,금호2동,풍암동,동천동
2021,7,40,"24,536",169,318,713,279,560,943,"2,612","1,929","1,549","1,042","1,865",686,"1,162",336,"1,623","3,065","3,902","1,783"
2021,7,50,"25,119",274,341,836,415,748,883,"2,839","1,969","2,004","1,203","1,503",921,"1,472",556,"2,090","2,588","3,172","1,305"
2021,7,60,"18,775",409,442,881,420,629,502,"1,473","1,425","1,815","1,085","1,321",889,"1,443",447,"1,612","1,268","1,729",985
2021,7,70,"10,754",427,301,653,270,372,357,874,734,"1,184",688,663,477,622,239,806,626,"1,008",453
2021,7,80,"5,349",177,121,310,146,195,183,496,311,591,365,251,226,321,181,475,321,501,178
2021,7,90,943,26,23,50,24,30,33,63,58,96,66,57,57,57,39,68,66,84,46
2021,7,100,43,1,0,3,1,3,0,2,4,9,1,1,3,3,2,2,6,1,1
2021,8,총,"149,129","1,909","2,365","5,503","2,377","3,991","5,401","15,857","12,423","12,213","8,184","10,346","5,131","8,042","2,819","10,579","14,686","18,755","8,548"
2021,8,0,"9,932",45,174,280,75,234,384,"1,065",805,535,398,"1,084",238,487,188,588,"1,204","1,388",760
2021,8,10,"14,378",68,154,269,89,293,607,"1,427","1,223",805,510,"1,006",447,679,187,939,"2,077","2,387","1,211"
2021,8,20,"21,861",172,211,809,408,496,835,"2,894","2,324","2,255","1,691","1,095",678,981,322,"1,361","1,862","2,571",896
2021,8,30,"17,380",147,280,697,257,448,656,"2,103","1,618","1,348","1,143","1,472",523,817,323,"1,019","1,595","2,017",917
2021,8,40,"24,489",170,321,718,277,550,944,"2,603","1,940","1,553","1,037","1,888",677,"1,166",331,"1,615","3,039","3,876","1,784"
2021,8,50,"25,165",270,338,836,414,742,892,"2,842","1,971","2,013","1,205","1,503",919,"1,461",559,"2,095","2,616","3,176","1,313"
2021,8,60,"18,806",411,441,876,422,629,503,"1,482","1,437","1,820","1,078","1,321",888,"1,443",446,"1,612","1,269","1,746",982
2021,8,70,"10,751",423,301,650,264,372,361,874,733,"1,183",690,662,474,625,242,807,626,"1,007",457
2021,8,80,"5,373",178,122,316,145,193,186,502,307,597,363,253,227,321,177,474,327,503,182
2021,8,90,950,24,23,49,25,31,33,63,62,95,67,60,57,59,42,67,65,83,45
2021,8,100,44,1,0,3,1,3,0,2,3,9,2,2,3,3,2,2,6,1,1
2021,9,총,"149,003","1,905","2,363","5,494","2,365","3,994","5,391","15,840","12,434","12,224","8,198","10,317","5,106","8,047","2,812","10,576","14,681","18,701","8,555"
2021,9,0,"9,850",49,172,278,75,237,373,"1,058",798,534,397,"1,073",229,483,184,582,"1,203","1,373",752
2021,9,10,"14,349",70,153,265,90,295,604,"1,416","1,216",800,505,"1,015",449,682,187,945,"2,069","2,373","1,215"
2021,9,20,"21,896",171,215,807,403,499,837,"2,914","2,336","2,263","1,707","1,083",680,990,325,"1,346","1,865","2,553",902
2021,9,30,"17,314",144,283,702,255,450,646,"2,075","1,611","1,360","1,136","1,468",518,811,321,"1,022","1,584","2,012",916
2021,9,40,"24,383",170,323,705,274,543,948,"2,589","1,936","1,552","1,040","1,884",668,"1,166",329,"1,607","3,025","3,847","1,777"
2021,9,50,"25,180",271,335,838,411,740,898,"2,843","1,973","2,002","1,210","1,495",905,"1,452",554,"2,104","2,627","3,196","1,326"
2021,9,60,"18,872",411,439,879,422,630,504,"1,501","1,446","1,824","1,078","1,326",894,"1,441",444,"1,611","1,288","1,750",984
2021,9,70,"10,772",420,301,650,265,376,364,869,737,"1,183",688,662,472,636,247,813,624,"1,007",458
2021,9,80,"5,402",177,121,318,144,191,184,510,317,602,368,251,233,322,174,476,326,507,181
2021,9,90,941,21,21,49,25,30,33,63,61,95,67,58,55,61,45,68,64,82,43
2021,9,100,44,1,0,3,1,3,0,2,3,9,2,2,3,3,2,2,6,1,1
2021,10,총,"148,797","1,883","2,354","5,504","2,354","3,969","5,408","15,820","12,404","12,221","8,160","10,332","5,088","8,021","2,831","10,552","14,638","18,712","8,546"
2021,10,0,"9,814",48,172,278,78,238,376,"1,055",794,536,391,"1,077",228,473,188,570,"1,198","1,368",746
2021,10,10,"14,270",70,148,268,88,290,604,"1,405","1,202",793,498,"1,018",448,681,186,930,"2,065","2,358","1,218"
2021,10,20,"21,872",165,215,806,397,495,839,"2,904","2,333","2,276","1,702","1,078",678,990,324,"1,351","1,862","2,556",901
2021,10,30,"17,254",141,279,708,261,446,644,"2,083","1,612","1,355","1,133","1,467",513,795,326,"1,011","1,574","2,006",900
2021,10,40,"24,291",165,321,711,273,542,944,"2,565","1,924","1,544","1,036","1,893",668,"1,169",330,"1,606","2,987","3,840","1,773"
2021,10,50,"25,210",272,330,835,403,728,904,"2,850","1,978","1,992","1,207","1,498",903,"1,451",556,"2,102","2,639","3,223","1,339"
2021,10,60,"18,888",406,448,879,418,629,513,"1,515","1,442","1,827","1,066","1,329",883,"1,440",450,"1,616","1,294","1,753",980
2021,10,70,"10,780",415,298,647,268,377,365,864,740,"1,187",688,659,475,634,249,815,623,"1,013",463
2021,10,80,"5,435",180,121,320,142,192,184,512,317,608,367,255,237,323,175,480,327,513,182
2021,10,90,939,20,22,49,25,30,35,64,59,95,70,56,52,62,45,69,63,80,43
2021,10,100,44,1,0,3,1,2,0,3,3,8,2,2,3,3,2,2,6,2,1
2021,11,총,"148,628","1,867","2,351","5,498","2,353","3,961","5,404","15,837","12,375","12,232","8,138","10,317","5,105","7,993","2,811","10,531","14,612","18,682","8,561"
2021,11,0,"9,785",46,171,277,78,247,376,"1,067",785,533,394,"1,076",225,468,181,563,"1,202","1,350",746
2021,11,10,"14,196",68,147,268,87,286,601,"1,398","1,206",789,490,"1,010",448,685,188,923,"2,054","2,331","1,217"
2021,11,20,"21,783",162,214,805,388,485,823,"2,891","2,312","2,300","1,680","1,065",688,979,320,"1,345","1,855","2,566",905
2021,11,30,"17,198",135,279,702,274,447,639,"2,073","1,604","1,355","1,136","1,452",511,791,327,"1,011","1,556","2,007",899
2021,11,40,"24,268",165,321,714,272,544,946,"2,579","1,926","1,537","1,031","1,909",673,"1,160",327,"1,600","2,971","3,829","1,764"
2021,11,50,"25,223",270,327,834,401,727,909,"2,854","1,979","1,973","1,202","1,494",904,"1,444",558,"2,103","2,653","3,240","1,351"
2021,11,60,"18,958",406,452,871,412,627,526,"1,525","1,446","1,844","1,067","1,334",893,"1,442",451,"1,614","1,305","1,753",990
2021,11,70,"10,801",409,296,656,274,374,365,872,738,"1,187",696,659,473,642,240,820,622,"1,014",464
2021,11,80,"5,453",185,122,320,140,191,185,511,318,615,372,263,236,317,175,481,326,514,182
2021,11,90,929,20,22,49,26,31,34,64,59,95,68,53,51,62,43,70,64,76,42
2021,11,100,34,1,0,2,1,2,0,3,2,4,2,2,3,3,1,1,4,2,1
2021,12,총,"148,510","1,838","2,360","5,573","2,329","3,929","5,374","15,817","12,387","12,215","8,145","10,296","5,104","8,006","2,798","10,506","14,601","18,684","8,548"
2021,12,0,"9,752",42,171,287,75,240,370,"1,075",780,526,396,"1,067",223,463,182,563,"1,201","1,348",743
2021,12,10,"14,120",68,147,276,87,278,597,"1,383","1,195",790,482,999,451,690,185,915,"2,042","2,322","1,213"
2021,12,20,"21,739",157,216,828,384,483,805,"2,871","2,337","2,287","1,683","1,053",688,979,320,"1,340","1,843","2,563",902
2021,12,30,"17,178",135,276,723,267,443,646,"2,084","1,586","1,354","1,149","1,449",503,794,320,999,"1,543","2,013",894
2021,12,40,"24,200",158,323,731,268,533,930,"2,564","1,925","1,525","1,022","1,910",681,"1,164",331,"1,592","2,968","3,813","1,762"
2021,12,50,"25,279",268,327,828,402,726,913,"2,860","1,993","1,983","1,209","1,498",901,"1,450",555,"2,097","2,669","3,246","1,354"
2021,12,60,"18,990",397,460,877,406,628,524,"1,530","1,450","1,847","1,058","1,336",897,"1,439",449,"1,624","1,313","1,762",993
2021,12,70,"10,823",408,293,653,275,374,369,869,746,"1,187",703,668,467,643,239,822,623,"1,021",463
2021,12,80,"5,459",180,125,319,137,190,185,514,314,617,374,262,239,320,173,481,332,514,183
2021,12,90,933,24,22,49,27,32,35,64,59,94,67,52,51,60,42,72,63,80,40
2021,12,100,37,1,0,2,1,2,0,3,2,5,2,2,3,4,2,1,4,2,1
