년도,월,나이,경상북도 경산시,경상북도 경산시 하양읍,경상북도 경산시 진량읍,경상북도 경산시 압량읍,경상북도 경산시 와촌면,경상북도 경산시 자인면,경상북도 경산시 용성면,경상북도 경산시 남산면,경상북도 경산시 압량면,경상북도 경산시 남천면,경상북도 경산시 중방동,경상북도 경산시 중앙동,경상북도 경산시 남부동,경상북도 경산시 서부1동,경상북도 경산시 서부2동,경상북도 경산시 북부동,경상북도 경산시 동부동
2021,7,70,"19,913","2,172","2,321","1,236",808,837,615,582,,509,796,636,"1,519","2,602","2,160",927,"2,193"
2021,7,80,"9,696","1,092","1,186",651,461,456,369,380,,251,323,358,644,"1,186",897,404,"1,038"
2021,7,90,"1,189",111,131,80,59,57,51,63,,45,38,32,83,149,98,56,136
2021,7,100,34,5,3,3,1,3,1,3,,2,0,1,1,4,3,0,4
2021,8,총,"267,935","27,460","35,692","20,661","5,753","5,488","3,306","3,711",,"2,943","9,743","6,412","19,967","35,794","35,880","16,203","38,922"
2021,8,0,"19,961","1,866","2,226","2,211",137,135,65,118,,78,516,200,"1,911","2,597","3,848",955,"3,098"
2021,8,10,"22,938","2,875","3,306","1,181",247,248,103,155,,98,573,380,"2,005","3,866","2,913",777,"4,211"
2021,8,20,"36,495","4,126","5,330","3,097",460,441,203,245,,235,"1,491",950,"2,021","4,326","4,475","3,755","5,340"
2021,8,30,"33,179","2,877","3,833","3,976",441,387,193,213,,180,"1,157",673,"2,517","3,803","5,381","2,780","4,768"
2021,8,40,"41,656","4,344","6,033","3,025",584,579,267,360,,264,"1,225",768,"3,548","6,091","5,661","2,178","6,729"
2021,8,50,"45,650","4,494","6,957","2,793","1,141",984,571,678,,567,"1,861","1,248","3,011","6,161","6,073","2,458","6,653"
2021,8,60,"37,070","3,476","4,339","2,409","1,399","1,356",867,911,,712,"1,758","1,158","2,686","5,009","4,353","1,899","4,738"
2021,8,70,"20,005","2,194","2,337","1,238",815,839,614,587,,508,797,645,"1,533","2,599","2,167",935,"2,197"
2021,8,80,"9,743","1,090","1,195",645,470,459,371,379,,253,328,355,648,"1,189",904,411,"1,046"
2021,8,90,"1,204",113,133,83,58,57,52,62,,45,37,34,86,149,102,55,138
2021,8,100,34,5,3,3,1,3,0,3,,3,0,1,1,4,3,0,4
2021,9,총,"268,331","27,725","35,668","20,711","5,736","5,481","3,298","3,713",,"2,936","9,704","6,384","19,948","35,763","35,975","16,305","38,984"
2021,9,0,"19,907","1,896","2,194","2,219",136,130,65,120,,79,498,192,"1,889","2,592","3,863",958,"3,076"
2021,9,10,"22,961","2,899","3,307","1,182",242,252,102,156,,94,568,375,"2,009","3,857","2,912",788,"4,218"
2021,9,20,"36,648","4,207","5,371","3,118",450,426,199,239,,232,"1,483",935,"2,020","4,304","4,470","3,834","5,360"
2021,9,30,"33,148","2,917","3,801","3,950",447,392,192,217,,184,"1,154",681,"2,505","3,769","5,387","2,782","4,770"
2021,9,40,"41,638","4,365","5,995","3,058",575,576,264,359,,258,"1,212",755,"3,543","6,088","5,680","2,169","6,741"
2021,9,50,"45,732","4,526","6,967","2,793","1,135",988,571,673,,566,"1,866","1,236","3,013","6,186","6,079","2,461","6,672"
2021,9,60,"37,161","3,496","4,356","2,418","1,394","1,354",862,917,,715,"1,749","1,168","2,688","5,008","4,380","1,911","4,745"
2021,9,70,"20,100","2,200","2,340","1,239",827,842,614,587,,508,807,651,"1,542","2,611","2,189",936,"2,207"
2021,9,80,"9,788","1,095","1,200",647,471,461,377,380,,253,330,356,653,"1,189",910,412,"1,054"
2021,9,90,"1,214",119,134,84,58,57,52,62,,44,37,34,85,155,102,54,137
2021,9,100,34,5,3,3,1,3,0,3,,3,0,1,1,4,3,0,4
2021,10,총,"268,431","27,866","35,661","20,751","5,721","5,449","3,293","3,719",,"2,920","9,696","6,345","19,963","35,708","36,067","16,329","38,943"
2021,10,0,"19,857","1,915","2,173","2,213",132,128,65,117,,78,502,188,"1,885","2,564","3,870",963,"3,064"
2021,10,10,"22,926","2,904","3,295","1,191",236,250,100,155,,94,564,366,"2,009","3,843","2,929",780,"4,210"
2021,10,20,"36,554","4,225","5,348","3,105",451,419,196,246,,232,"1,495",931,"2,021","4,292","4,460","3,833","5,300"
2021,10,30,"33,122","2,953","3,798","3,958",447,386,189,211,,181,"1,148",675,"2,487","3,757","5,399","2,781","4,752"
2021,10,40,"41,586","4,369","5,949","3,076",568,570,262,368,,255,"1,216",747,"3,552","6,062","5,678","2,173","6,741"
2021,10,50,"45,873","4,553","7,020","2,800","1,131",990,569,677,,561,"1,853","1,224","3,018","6,210","6,107","2,468","6,692"
2021,10,60,"37,287","3,527","4,378","2,429","1,401","1,351",865,911,,715,"1,743","1,167","2,701","5,014","4,398","1,917","4,770"
2021,10,70,"20,163","2,195","2,355","1,246",824,831,617,590,,509,806,659,"1,552","2,612","2,205",944,"2,218"
2021,10,80,"9,808","1,102","1,203",646,473,464,377,382,,249,333,352,655,"1,189",914,414,"1,055"
2021,10,90,"1,224",118,139,85,57,57,53,61,,43,36,35,82,161,104,56,137
2021,10,100,31,5,3,2,1,3,0,1,,3,0,1,1,4,3,0,4
2021,11,총,"268,455","28,029","35,635","20,744","5,731","5,452","3,278","3,709",,"2,921","9,638","6,338","19,973","35,674","36,122","16,314","38,897"
2021,11,0,"19,783","1,932","2,158","2,208",133,128,61,114,,81,487,183,"1,879","2,540","3,872",965,"3,042"
2021,11,10,"22,869","2,916","3,267","1,195",242,242,104,156,,94,565,364,"2,010","3,830","2,939",758,"4,187"
2021,11,20,"36,442","4,231","5,344","3,088",448,418,190,247,,233,"1,482",929,"2,017","4,270","4,457","3,810","5,278"
2021,11,30,"33,085","2,990","3,795","3,955",445,391,188,211,,177,"1,132",675,"2,474","3,760","5,368","2,797","4,727"
2021,11,40,"41,592","4,407","5,920","3,082",572,564,259,367,,253,"1,211",746,"3,555","6,054","5,695","2,169","6,738"
2021,11,50,"45,886","4,571","7,029","2,802","1,120",980,565,667,,561,"1,837","1,215","3,026","6,205","6,124","2,466","6,718"
2021,11,60,"37,449","3,546","4,412","2,426","1,406","1,359",865,912,,716,"1,749","1,181","2,703","5,047","4,410","1,929","4,788"
2021,11,70,"20,226","2,202","2,356","1,254",834,838,617,589,,508,803,662,"1,559","2,613","2,222",947,"2,222"
2021,11,80,"9,858","1,111","1,214",646,474,469,375,381,,253,334,349,664,"1,193",925,413,"1,057"
2021,11,90,"1,237",118,136,86,56,60,54,64,,42,38,33,85,159,109,60,137
2021,11,100,28,5,4,2,1,3,0,1,,3,0,1,1,3,1,0,3
2021,12,총,"268,369","28,053","35,568","20,797","5,732","5,453","3,270","3,711",,"2,919","9,643","6,359","19,968","35,561","36,165","16,296","38,874"
2021,12,0,"19,729","1,937","2,138","2,211",132,130,63,115,,83,485,184,"1,877","2,524","3,869",964,"3,017"
2021,12,10,"22,857","2,921","3,259","1,204",241,241,102,154,,96,569,366,"2,006","3,809","2,947",758,"4,184"
2021,12,20,"36,271","4,208","5,300","3,093",447,419,189,247,,231,"1,476",938,"2,021","4,224","4,424","3,779","5,275"
2021,12,30,"32,967","2,988","3,783","3,952",452,390,188,213,,174,"1,128",682,"2,440","3,735","5,351","2,790","4,701"
2021,12,40,"41,676","4,423","5,905","3,114",570,563,257,367,,258,"1,220",753,"3,568","6,049","5,736","2,168","6,725"
2021,12,50,"45,856","4,580","7,023","2,790","1,121",983,565,666,,562,"1,821","1,213","3,020","6,196","6,123","2,473","6,720"
2021,12,60,"37,558","3,547","4,439","2,440","1,408","1,353",862,912,,713,"1,760","1,177","2,714","5,035","4,444","1,941","4,813"
2021,12,70,"20,275","2,211","2,355","1,258",827,842,616,594,,507,806,661,"1,573","2,613","2,229",951,"2,232"
2021,12,80,"9,888","1,112","1,223",643,472,465,377,377,,247,340,352,660,"1,209",931,412,"1,068"
2021,12,90,"1,262",121,139,90,61,64,51,65,,45,38,32,88,164,109,59,136
2021,12,100,30,5,4,2,1,3,0,1,,3,0,1,1,3,2,1,3
