년도,월,나이,서울특별시 성북구,서울특별시 성북구 성북동,서울특별시 성북구 삼선동,서울특별시 성북구 동선동,서울특별시 성북구 돈암제1동,서울특별시 성북구 돈암제2동,서울특별시 성북구 안암동,서울특별시 성북구 보문동,서울특별시 성북구 정릉제1동,서울특별시 성북구 정릉제2동,서울특별시 성북구 정릉제3동,서울특별시 성북구 정릉제4동,서울특별시 성북구 길음제1동,서울특별시 성북구 길음제2동,서울특별시 성북구 종암동,서울특별시 성북구 월곡제1동,서울특별시 성북구 월곡제2동,서울특별시 성북구 장위제1동,서울특별시 성북구 장위제2동,서울특별시 성북구 장위제3동,서울특별시 성북구 석관동
2021,3,60,"29,273","1,117","1,410",823,"1,151","1,454",769,"1,016","1,209","1,807","1,223","1,964","1,782","1,093","2,517","1,861","1,395","1,760","1,150","1,003","2,769"
2021,3,70,"18,606",773,"1,040",597,713,831,566,611,799,"1,106",842,"1,183","1,181",634,"1,634","1,185",876,976,784,499,"1,776"
2021,3,80,"8,724",409,502,293,354,442,278,282,369,495,431,521,511,263,910,497,423,454,345,213,732
2021,3,90,"1,474",93,76,46,50,96,43,54,59,85,78,95,95,41,156,75,75,69,54,33,101
2021,3,100,75,11,11,10,4,3,4,3,3,1,2,4,3,1,4,0,3,1,2,4,1
2021,4,총,"224,716","8,907","12,087","8,983","7,954","12,742","7,434","8,032","9,543","11,958","7,628","13,030","18,729","8,580","19,753","13,796","10,189","12,400","6,933","8,231","17,807"
2021,4,0,"14,009",392,525,292,410,979,220,487,650,708,288,753,"1,878",670,"1,267","1,010",488,881,291,855,965
2021,4,10,"18,170",549,882,545,663,"1,392",408,480,886,886,472,"1,028","2,496",677,"1,667","1,348",747,917,436,673,"1,018"
2021,4,20,"34,490","1,523","2,332","3,015","1,068","1,517","2,466","1,352","1,155","1,614","1,349","1,568","1,760","1,086","2,678","1,630","1,991","1,673","1,000","1,072","2,641"
2021,4,30,"29,771","1,287","1,633","1,343","1,009","1,567",879,"1,259","1,327","1,528",791,"1,646","2,497","1,227","2,552","1,804","1,294","1,603",814,"1,349","2,362"
2021,4,40,"35,028","1,318","1,828","1,039","1,122","2,339",792,"1,190","1,635","1,788",950,"2,107","4,070","1,509","3,188","2,264","1,405","1,861",880,"1,296","2,447"
2021,4,50,"34,998","1,435","1,847",978,"1,400","2,120","1,013","1,293","1,438","1,943","1,197","2,156","2,448","1,381","3,179","2,102","1,478","2,183","1,176","1,247","2,984"
2021,4,60,"29,388","1,124","1,412",822,"1,163","1,450",768,"1,020","1,221","1,807","1,232","1,969","1,790","1,103","2,517","1,874","1,406","1,777","1,152","1,007","2,774"
2021,4,70,"18,533",764,"1,037",598,712,831,563,610,798,"1,100",832,"1,180","1,183",616,"1,640","1,186",878,972,777,486,"1,770"
2021,4,80,"8,783",411,506,296,355,449,279,284,370,496,437,526,510,269,903,501,428,461,350,211,741
2021,4,90,"1,470",93,74,45,48,95,42,54,60,87,78,93,93,41,158,77,71,71,55,31,104
2021,4,100,76,11,11,10,4,3,4,3,3,1,2,4,4,1,4,0,3,1,2,4,1
2021,5,총,"224,581","8,906","12,068","8,971","7,923","12,730","7,430","8,029","9,519","11,938","7,637","13,006","18,708","8,592","19,741","13,779","10,173","12,438","6,952","8,225","17,816"
2021,5,0,"13,961",391,521,290,406,974,214,488,663,707,287,746,"1,869",671,"1,264",999,495,880,287,849,960
2021,5,10,"18,071",551,876,545,652,"1,384",410,481,873,879,474,"1,015","2,494",671,"1,655","1,334",727,925,433,676,"1,016"
2021,5,20,"34,438","1,519","2,316","2,985","1,075","1,516","2,470","1,343","1,147","1,620","1,349","1,579","1,758","1,089","2,670","1,633","1,981","1,670","1,001","1,080","2,637"
2021,5,30,"29,743","1,285","1,654","1,350",994,"1,554",878,"1,259","1,322","1,523",800,"1,630","2,471","1,233","2,541","1,794","1,303","1,618",833,"1,336","2,365"
2021,5,40,"34,925","1,314","1,807","1,045","1,120","2,333",794,"1,191","1,625","1,773",941,"2,101","4,059","1,501","3,197","2,261","1,396","1,864",870,"1,298","2,435"
2021,5,50,"35,001","1,448","1,843",976,"1,392","2,135","1,004","1,293","1,445","1,941","1,197","2,150","2,454","1,388","3,176","2,107","1,472","2,179","1,176","1,247","2,978"
2021,5,60,"29,528","1,121","1,410",827,"1,166","1,459",770,"1,025","1,217","1,812","1,238","1,981","1,803","1,107","2,535","1,888","1,417","1,789","1,163","1,012","2,788"
2021,5,70,"18,504",761,"1,042",597,702,832,561,608,788,"1,092",829,"1,172","1,190",614,"1,630","1,180",878,981,782,484,"1,781"
2021,5,80,"8,845",411,514,297,362,445,281,285,375,503,441,530,513,275,910,505,426,461,351,211,749
2021,5,90,"1,486",95,74,48,50,95,44,53,60,86,79,98,93,42,159,78,74,70,54,28,106
2021,5,100,79,10,11,11,4,3,4,3,4,2,2,4,4,1,4,0,4,1,2,4,1
2021,6,총,"224,448","8,904","12,038","8,976","7,910","12,749","7,429","8,021","9,534","11,951","7,636","12,974","18,682","8,615","19,713","13,772","10,137","12,436","6,964","8,205","17,802"
2021,6,0,"13,885",389,506,287,398,973,214,487,663,705,283,737,"1,854",675,"1,259",999,490,881,283,840,962
2021,6,10,"18,037",559,876,539,652,"1,389",402,478,873,882,463,"1,010","2,485",673,"1,652","1,336",724,916,435,679,"1,014"
2021,6,20,"34,424","1,498","2,315","2,998","1,074","1,518","2,479","1,352","1,154","1,624","1,357","1,585","1,767","1,097","2,660","1,619","1,962","1,663","1,006","1,077","2,619"
2021,6,30,"29,673","1,293","1,654","1,357",984,"1,561",883,"1,253","1,324","1,515",795,"1,606","2,442","1,239","2,524","1,792","1,306","1,624",836,"1,325","2,360"
2021,6,40,"34,852","1,320","1,790","1,037","1,117","2,321",777,"1,187","1,622","1,781",943,"2,104","4,053","1,495","3,195","2,264","1,383","1,862",871,"1,294","2,436"
2021,6,50,"34,978","1,448","1,834",979,"1,399","2,137","1,001","1,297","1,447","1,943","1,189","2,146","2,461","1,386","3,166","2,103","1,469","2,182","1,180","1,247","2,964"
2021,6,60,"29,680","1,114","1,420",834,"1,167","1,472",782,"1,021","1,218","1,819","1,254","1,981","1,815","1,120","2,549","1,891","1,423","1,795","1,172","1,019","2,814"
2021,6,70,"18,466",764,"1,037",593,696,833,558,606,789,"1,089",828,"1,170","1,190",613,"1,630","1,184",877,978,779,480,"1,772"
2021,6,80,"8,877",412,521,293,369,445,285,282,379,504,443,530,516,274,916,507,424,464,346,212,755
2021,6,90,"1,498",97,74,47,50,97,45,55,62,87,79,101,95,42,158,77,75,70,54,28,105
2021,6,100,78,10,11,12,4,3,3,3,3,2,2,4,4,1,4,0,4,1,2,4,1
2021,7,총,"224,357","8,903","12,045","8,973","7,885","12,726","7,409","8,005","9,517","11,944","7,630","12,975","18,690","8,629","19,713","13,729","10,158","12,455","6,964","8,183","17,824"
2021,7,0,"13,814",389,506,279,400,959,212,485,669,702,277,729,"1,852",680,"1,258",982,483,874,285,829,964
2021,7,10,"18,010",563,873,540,650,"1,392",398,477,871,881,448,"1,008","2,485",677,"1,652","1,334",721,915,433,685,"1,007"
2021,7,20,"34,406","1,489","2,315","3,010","1,059","1,499","2,479","1,354","1,146","1,621","1,379","1,589","1,768","1,089","2,646","1,610","1,983","1,676","1,008","1,066","2,620"
2021,7,30,"29,610","1,283","1,665","1,357",988,"1,563",892,"1,243","1,324","1,497",789,"1,604","2,418","1,242","2,523","1,776","1,308","1,618",836,"1,324","2,360"
2021,7,40,"34,741","1,327","1,767","1,032","1,111","2,312",766,"1,183","1,621","1,786",927,"2,085","4,057","1,498","3,193","2,261","1,371","1,863",871,"1,282","2,428"
2021,7,50,"34,991","1,451","1,850",975,"1,389","2,141",986,"1,296","1,444","1,938","1,197","2,147","2,463","1,388","3,175","2,099","1,476","2,180","1,172","1,251","2,973"
2021,7,60,"29,810","1,121","1,421",831,"1,178","1,477",792,"1,024","1,215","1,823","1,257","2,005","1,836","1,123","2,548","1,896","1,429","1,809","1,181","1,025","2,819"
2021,7,70,"18,440",762,"1,034",595,687,835,552,604,785,"1,094",821,"1,171","1,186",612,"1,630","1,185",880,984,770,477,"1,776"
2021,7,80,"8,946",409,529,295,371,446,283,283,378,512,452,530,522,276,925,509,429,467,353,211,766
2021,7,90,"1,508",97,74,47,48,99,46,53,62,88,80,103,99,43,159,77,74,68,52,29,110
2021,7,100,81,12,11,12,4,3,3,3,2,2,3,4,4,1,4,0,4,1,3,4,1
2021,8,총,"224,104","8,882","12,034","8,972","7,868","12,702","7,437","7,988","9,470","11,930","7,612","12,937","18,674","8,650","19,694","13,705","10,140","12,454","6,975","8,181","17,799"
2021,8,0,"13,735",389,497,278,401,958,211,484,668,697,274,724,"1,820",685,"1,244",972,480,874,283,842,954
2021,8,10,"17,961",555,870,545,643,"1,398",396,477,855,879,444,998,"2,494",675,"1,643","1,329",720,923,436,678,"1,003"
2021,8,20,"34,390","1,488","2,316","3,030","1,062","1,493","2,505","1,355","1,132","1,617","1,380","1,587","1,764","1,084","2,652","1,599","1,994","1,666","1,004","1,059","2,603"
2021,8,30,"29,498","1,287","1,654","1,349",980,"1,551",891,"1,239","1,312","1,490",781,"1,591","2,405","1,241","2,512","1,778","1,300","1,613",852,"1,322","2,350"
2021,8,40,"34,606","1,315","1,767","1,015","1,115","2,296",765,"1,179","1,620","1,774",924,"2,068","4,034","1,494","3,193","2,261","1,354","1,863",862,"1,283","2,424"
2021,8,50,"35,002","1,452","1,856",975,"1,382","2,148",979,"1,286","1,443","1,944","1,190","2,154","2,473","1,405","3,177","2,087","1,476","2,178","1,173","1,249","2,975"
2021,8,60,"29,922","1,118","1,424",834,"1,181","1,478",802,"1,022","1,213","1,830","1,267","2,000","1,861","1,133","2,548","1,907","1,427","1,818","1,189","1,027","2,843"
2021,8,70,"18,413",757,"1,035",592,684,834,552,607,783,"1,088",816,"1,171","1,190",611,"1,639","1,175",881,982,766,475,"1,775"
2021,8,80,"8,998",413,528,295,368,447,287,282,381,520,452,538,531,277,927,521,430,468,356,214,763
2021,8,90,"1,497",96,75,47,48,96,46,54,61,89,81,102,98,44,155,76,74,68,51,28,108
2021,8,100,82,12,12,12,4,3,3,3,2,2,3,4,4,1,4,0,4,1,3,4,1
2021,9,총,"224,036","8,868","12,043","8,993","7,856","12,664","7,462","7,976","9,486","11,919","7,616","12,960","18,670","8,647","19,664","13,694","10,154","12,462","6,969","8,145","17,788"
2021,9,0,"13,640",383,495,279,399,958,209,475,666,694,269,725,"1,805",685,"1,233",959,474,872,279,838,943
2021,9,10,"17,922",557,875,546,636,"1,397",387,478,861,865,450,990,"2,503",671,"1,636","1,331",709,922,432,673,"1,003"
2021,9,20,"34,452","1,477","2,323","3,032","1,060","1,475","2,545","1,366","1,136","1,631","1,376","1,606","1,766","1,089","2,638","1,594","2,012","1,665","1,004","1,052","2,605"
2021,9,30,"29,454","1,290","1,653","1,360",979,"1,551",898,"1,231","1,300","1,492",784,"1,585","2,389","1,239","2,510","1,767","1,300","1,624",848,"1,309","2,345"
2021,9,40,"34,493","1,310","1,764","1,024","1,105","2,266",765,"1,166","1,627","1,755",920,"2,051","4,037","1,498","3,173","2,257","1,360","1,855",866,"1,277","2,417"
2021,9,50,"35,075","1,452","1,856",970,"1,385","2,161",982,"1,288","1,449","1,951","1,197","2,170","2,481","1,399","3,174","2,101","1,482","2,174","1,176","1,249","2,978"
2021,9,60,"29,970","1,115","1,427",837,"1,184","1,481",801,"1,025","1,207","1,835","1,267","2,009","1,863","1,138","2,570","1,908","1,424","1,825","1,188","1,020","2,846"
2021,9,70,"18,413",758,"1,029",588,686,828,546,608,790,"1,086",817,"1,174","1,192",602,"1,632","1,181",886,988,763,482,"1,777"
2021,9,80,"9,033",417,534,297,368,448,281,284,385,520,453,543,531,278,936,523,429,470,360,211,765
2021,9,90,"1,500",97,75,48,49,96,45,52,63,88,80,103,98,47,158,73,74,66,50,30,108
2021,9,100,84,12,12,12,5,3,3,3,2,2,3,4,5,1,4,0,4,1,3,4,1
2021,10,총,"223,773","8,842","12,027","9,031","7,846","12,655","7,471","7,966","9,451","11,889","7,588","12,923","18,674","8,660","19,653","13,685","10,133","12,447","6,969","8,098","17,765"
2021,10,0,"13,543",384,491,277,400,947,207,477,665,683,268,711,"1,783",691,"1,222",959,471,864,283,827,933
2021,10,10,"17,843",547,879,538,627,"1,399",391,475,857,845,445,990,"2,524",666,"1,631","1,324",702,911,429,672,991
2021,10,20,"34,411","1,483","2,319","3,067","1,069","1,469","2,540","1,363","1,129","1,631","1,372","1,591","1,759","1,081","2,644","1,579","2,015","1,672",994,"1,035","2,599"
2021,10,30,"29,395","1,287","1,638","1,363",983,"1,555",902,"1,231","1,285","1,493",785,"1,578","2,367","1,245","2,485","1,777","1,287","1,627",863,"1,296","2,348"
2021,10,40,"34,376","1,306","1,752","1,027","1,094","2,264",767,"1,149","1,627","1,738",911,"2,058","4,045","1,497","3,158","2,234","1,358","1,852",863,"1,272","2,404"
2021,10,50,"35,142","1,451","1,864",981,"1,375","2,154",983,"1,293","1,443","1,964","1,191","2,161","2,495","1,403","3,198","2,121","1,483","2,171","1,176","1,254","2,981"
2021,10,60,"30,028","1,113","1,430",837,"1,194","1,487",804,"1,032","1,211","1,841","1,265","2,005","1,867","1,149","2,571","1,909","1,425","1,834","1,192","1,016","2,846"
2021,10,70,"18,380",754,"1,029",591,685,824,545,602,782,"1,079",819,"1,177","1,195",601,"1,631","1,180",884,983,757,479,"1,783"
2021,10,80,"9,082",415,541,298,365,454,283,287,389,525,447,546,533,276,946,528,433,467,360,212,777
2021,10,90,"1,513",97,75,47,49,99,47,54,61,88,82,104,101,50,163,74,74,65,50,31,102
2021,10,100,60,5,9,5,5,3,2,3,2,2,3,2,5,1,4,0,1,1,2,4,1
2021,11,총,"223,334","8,827","12,004","9,003","7,830","12,609","7,446","7,959","9,435","11,887","7,567","12,903","18,660","8,654","19,595","13,663","10,109","12,428","6,949","8,062","17,744"
2021,11,0,"13,457",379,487,269,396,941,207,471,660,685,265,702,"1,772",689,"1,216",957,466,864,279,822,930
2021,11,10,"17,761",548,877,529,623,"1,396",391,476,854,841,437,991,"2,530",665,"1,615","1,316",690,908,421,658,995
2021,11,20,"34,249","1,469","2,311","3,053","1,061","1,449","2,523","1,366","1,132","1,613","1,366","1,583","1,754","1,081","2,628","1,574","2,012","1,664",990,"1,027","2,593"
2021,11,30,"29,309","1,289","1,641","1,358",977,"1,552",900,"1,235","1,271","1,490",788,"1,566","2,336","1,250","2,468","1,768","1,284","1,624",872,"1,288","2,352"
2021,11,40,"34,304","1,309","1,744","1,022","1,091","2,255",768,"1,145","1,623","1,737",901,"2,056","4,067","1,485","3,153","2,235","1,353","1,849",854,"1,270","2,387"
2021,11,50,"35,125","1,451","1,861",984,"1,377","2,153",974,"1,282","1,440","1,979","1,186","2,161","2,505","1,406","3,195","2,114","1,493","2,167","1,172","1,248","2,977"
2021,11,60,"30,061","1,112","1,430",845,"1,196","1,494",807,"1,040","1,210","1,843","1,273","2,005","1,862","1,147","2,563","1,916","1,421","1,833","1,201","1,022","2,841"
2021,11,70,"18,364",752,"1,024",589,687,817,542,596,790,"1,078",817,"1,184","1,197",599,"1,633","1,182",882,985,744,481,"1,785"
2021,11,80,"9,118",419,547,298,366,445,285,293,393,530,448,548,531,280,952,528,434,466,364,211,780
2021,11,90,"1,528",95,73,51,51,104,47,52,60,89,83,105,102,51,168,73,73,67,50,31,103
2021,11,100,58,4,9,5,5,3,2,3,2,2,3,2,4,1,4,0,1,1,2,4,1
2021,12,총,"222,950","8,807","11,956","8,971","7,818","12,540","7,434","7,967","9,449","11,918","7,555","12,881","18,614","8,676","19,559","13,616","10,087","12,404","6,959","8,046","17,693"
2021,12,0,"13,358",375,479,272,393,926,209,469,656,687,260,699,"1,743",705,"1,207",947,459,860,274,812,926
2021,12,10,"17,690",543,870,525,625,"1,382",376,473,857,840,427,986,"2,549",670,"1,604","1,311",687,909,422,657,977
2021,12,20,"34,185","1,473","2,288","3,035","1,066","1,440","2,533","1,376","1,132","1,616","1,363","1,580","1,742","1,078","2,624","1,556","2,013","1,652",989,"1,030","2,599"
2021,12,30,"29,202","1,286","1,638","1,351",967,"1,539",902,"1,231","1,263","1,493",788,"1,560","2,322","1,245","2,455","1,762","1,290","1,621",871,"1,280","2,338"
2021,12,40,"34,198","1,298","1,734","1,013","1,090","2,247",765,"1,133","1,627","1,738",905,"2,047","4,050","1,493","3,150","2,228","1,349","1,842",855,"1,272","2,362"
2021,12,50,"35,124","1,450","1,865",983,"1,371","2,154",968,"1,298","1,455","1,985","1,182","2,157","2,513","1,407","3,192","2,106","1,490","2,169","1,169","1,245","2,965"
2021,12,60,"30,097","1,117","1,437",837,"1,200","1,496",802,"1,042","1,210","1,851","1,270","2,017","1,858","1,140","2,570","1,919","1,416","1,835","1,205","1,032","2,843"
2021,12,70,"18,331",748,"1,012",598,682,813,542,597,785,"1,084",825,"1,170","1,193",602,"1,634","1,185",881,977,749,472,"1,782"
2021,12,80,"9,188",416,552,300,366,440,289,294,402,532,450,558,536,284,954,531,429,472,371,215,797
2021,12,90,"1,523",96,73,52,53,100,46,51,60,91,83,104,104,51,166,71,72,65,52,30,103
2021,12,100,54,5,8,5,5,3,2,3,2,1,2,3,4,1,3,0,1,2,2,1,1
