년도,월,나이,경상남도 거제시,경상남도 거제시 일운면,경상남도 거제시 동부면,경상남도 거제시 남부면,경상남도 거제시 거제면,경상남도 거제시 둔덕면,경상남도 거제시 사등면,경상남도 거제시 사등면가조출장소,경상남도 거제시 연초면,경상남도 거제시 하청면,경상남도 거제시 하청면칠천출장소,경상남도 거제시 장목면,경상남도 거제시 장목면외포출장소,경상남도 거제시 장승포동,경상남도 거제시 능포동,경상남도 거제시 아주동,경상남도 거제시 옥포1동,경상남도 거제시 옥포2동,경상남도 거제시 장평동,경상남도 거제시 고현동,경상남도 거제시 상문동,경상남도 거제시 수양동
2021,4,60,"27,500","1,448",716,397,"1,415",732,"1,522",299,"1,367",718,261,719,315,875,"1,647","1,509","1,075","3,371","1,875","4,000","1,821","1,418"
2021,4,70,"10,998",624,502,281,817,452,804,161,607,427,205,525,201,365,611,423,315,912,466,"1,224",612,464
2021,4,80,"5,078",344,251,158,503,258,375,67,349,250,117,329,125,164,220,163,107,312,159,432,192,203
2021,4,90,807,55,34,19,102,42,53,12,55,46,21,49,20,17,27,27,14,49,28,66,42,29
2021,4,100,27,1,1,0,4,2,2,0,1,1,0,3,0,1,1,0,0,0,4,1,2,3
2021,5,총,"243,484","8,010","3,108","1,613","7,184","2,922","11,984","1,106","8,185","3,588","1,080","3,140","1,404","6,129","9,295","27,119","7,362","26,263","20,694","35,114","34,456","23,728"
2021,5,0,"25,537",552,84,29,387,64,"1,368",35,474,181,30,73,52,387,507,"4,370",607,"2,402","1,565","3,353","5,581","3,436"
2021,5,10,"27,793",626,116,62,569,150,"1,136",51,662,268,29,111,68,653,939,"3,482",644,"3,006","2,222","4,215","5,044","3,740"
2021,5,20,"23,740",670,218,86,537,208,926,66,763,282,45,198,74,648,972,"2,300",848,"2,849","2,779","4,070","2,978","2,223"
2021,5,30,"34,960",834,215,90,592,150,"1,712",74,835,294,63,175,98,636,861,"5,689","1,057","3,510","3,267","4,832","6,417","3,559"
2021,5,40,"47,405","1,245",341,153,967,308,"2,189",108,"1,358",445,104,367,184,"1,172","1,594","6,145","1,330","4,984","4,402","6,889","7,605","5,515"
2021,5,50,"39,349","1,591",623,336,"1,284",552,"1,886",231,"1,686",665,205,578,265,"1,199","1,897","2,989","1,369","4,840","3,898","5,986","4,146","3,123"
2021,5,60,"27,713","1,463",720,398,"1,415",734,"1,532",299,"1,388",723,264,729,318,886,"1,660","1,529","1,071","3,390","1,899","4,038","1,824","1,433"
2021,5,70,"11,053",630,500,280,822,455,807,163,614,434,201,523,198,366,615,423,315,915,471,"1,234",620,467
2021,5,80,"5,088",343,255,159,507,255,370,67,347,249,118,335,127,163,222,165,107,317,158,428,195,201
2021,5,90,819,55,35,20,100,44,56,12,57,46,21,48,20,18,27,27,14,50,29,68,44,28
2021,5,100,27,1,1,0,4,2,2,0,1,1,0,3,0,1,1,0,0,0,4,1,2,3
2021,6,총,"243,200","8,014","3,114","1,602","7,168","2,900","11,997","1,106","8,150","3,573","1,079","3,132","1,403","6,092","9,258","27,042","7,382","26,266","20,722","34,997","34,434","23,769"
2021,6,0,"25,335",549,84,27,378,64,"1,363",34,463,178,30,73,50,383,503,"4,326",608,"2,371","1,567","3,319","5,533","3,432"
2021,6,10,"27,837",627,116,60,568,151,"1,135",51,656,267,29,110,69,647,925,"3,504",646,"3,018","2,216","4,214","5,073","3,755"
2021,6,20,"23,629",657,220,84,542,202,924,64,743,279,47,197,73,644,965,"2,274",845,"2,847","2,794","4,038","2,968","2,222"
2021,6,30,"34,684",830,212,89,582,149,"1,703",79,835,291,63,175,97,621,857,"5,640","1,062","3,499","3,233","4,783","6,351","3,533"
2021,6,40,"47,446","1,243",341,153,957,304,"2,204",108,"1,346",448,104,372,181,"1,166","1,591","6,163","1,345","4,972","4,415","6,871","7,622","5,540"
2021,6,50,"39,362","1,602",612,333,"1,292",543,"1,880",228,"1,686",656,204,573,270,"1,202","1,879","2,984","1,364","4,856","3,915","5,981","4,175","3,127"
2021,6,60,"27,882","1,479",736,394,"1,413",733,"1,551",299,"1,399",723,265,726,317,881,"1,668","1,535","1,075","3,411","1,918","4,055","1,853","1,451"
2021,6,70,"11,084",630,498,283,826,456,812,163,617,433,200,523,200,366,620,421,316,915,470,"1,245",615,475
2021,6,80,"5,099",339,257,158,508,254,368,68,345,250,117,333,126,163,224,168,107,325,163,426,198,202
2021,6,90,813,57,37,21,97,42,55,12,59,47,20,46,20,18,25,27,14,51,28,64,44,29
2021,6,100,29,1,1,0,5,2,2,0,1,1,0,4,0,1,1,0,0,1,3,1,2,3
2021,7,총,"242,852","8,055","3,106","1,597","7,171","2,898","11,993","1,098","8,141","3,542","1,071","3,127","1,396","6,069","9,214","26,988","7,327","26,192","20,724","34,862","34,509","23,772"
2021,7,0,"25,144",551,82,27,370,64,"1,356",34,463,170,28,70,51,373,497,"4,288",597,"2,331","1,563","3,269","5,531","3,429"
2021,7,10,"27,866",624,117,60,576,149,"1,140",51,651,268,28,109,70,648,921,"3,523",650,"3,019","2,212","4,203","5,084","3,763"
2021,7,20,"23,512",669,218,81,547,203,921,58,743,277,45,196,72,633,944,"2,280",824,"2,821","2,762","4,027","2,981","2,210"
2021,7,30,"34,387",831,209,90,577,146,"1,678",78,826,290,63,174,95,614,837,"5,557","1,049","3,478","3,234","4,735","6,311","3,515"
2021,7,40,"47,410","1,242",343,152,961,305,"2,191",107,"1,350",439,104,372,180,"1,171","1,591","6,194","1,337","4,953","4,400","6,840","7,656","5,522"
2021,7,50,"39,372","1,618",607,329,"1,284",547,"1,900",227,"1,669",645,200,566,260,"1,205","1,880","2,989","1,358","4,848","3,942","5,966","4,184","3,148"
2021,7,60,"28,107","1,491",742,397,"1,413",729,"1,566",299,"1,419",727,264,734,320,880,"1,668","1,550","1,073","3,448","1,941","4,091","1,884","1,471"
2021,7,70,"11,103",629,496,282,832,455,815,161,617,430,204,523,203,360,625,419,319,914,471,"1,241",628,479
2021,7,80,"5,111",341,255,158,508,256,370,70,342,249,115,333,125,167,225,164,106,327,169,424,205,202
2021,7,90,812,58,36,21,98,42,54,13,60,46,20,46,20,17,25,24,14,52,28,65,43,30
2021,7,100,28,1,1,0,5,2,2,0,1,1,0,4,0,1,1,0,0,1,2,1,2,3
2021,8,총,"242,555","8,045","3,100","1,586","7,191","2,872","11,961","1,093","8,137","3,521","1,073","3,130","1,392","6,048","9,203","26,984","7,342","26,158","20,757","34,727","34,509","23,726"
2021,8,0,"24,960",550,79,27,374,58,"1,342",33,456,170,28,69,50,368,498,"4,274",588,"2,327","1,565","3,229","5,473","3,402"
2021,8,10,"27,870",627,116,60,576,148,"1,146",50,642,264,26,108,73,640,908,"3,529",662,"3,014","2,210","4,190","5,117","3,764"
2021,8,20,"23,369",668,218,78,540,203,902,59,744,272,45,194,70,632,945,"2,286",823,"2,806","2,750","3,975","2,962","2,197"
2021,8,30,"34,093",825,208,85,572,138,"1,658",75,822,290,60,169,94,610,837,"5,509","1,049","3,440","3,237","4,682","6,248","3,485"
2021,8,40,"47,341","1,236",342,152,973,298,"2,201",107,"1,348",429,107,374,179,"1,160","1,580","6,189","1,340","4,934","4,375","6,819","7,691","5,507"
2021,8,50,"39,525","1,615",598,323,"1,279",540,"1,895",224,"1,683",645,202,560,260,"1,207","1,881","3,021","1,359","4,869","3,993","5,974","4,223","3,174"
2021,8,60,"28,260","1,497",748,400,"1,432",730,"1,575",299,"1,424",725,265,742,317,881,"1,683","1,565","1,081","3,463","1,949","4,102","1,903","1,479"
2021,8,70,"11,164",629,499,282,837,453,811,163,617,423,205,531,203,367,621,421,319,925,483,"1,254",639,482
2021,8,80,"5,131",339,255,158,506,258,376,70,341,256,113,334,126,167,224,165,108,328,166,431,209,201
2021,8,90,813,58,36,21,97,44,53,13,59,46,22,45,20,15,25,25,13,50,27,70,42,32
2021,8,100,29,1,1,0,5,2,2,0,1,1,0,4,0,1,1,0,0,2,2,1,2,3
2021,9,총,"242,103","8,065","3,089","1,573","7,186","2,867","11,944","1,093","8,097","3,510","1,070","3,109","1,388","6,009","9,188","26,975","7,318","26,055","20,771","34,623","34,423","23,750"
2021,9,0,"24,712",561,77,27,368,57,"1,322",31,442,166,29,68,44,359,491,"4,245",582,"2,305","1,564","3,187","5,408","3,379"
2021,9,10,"27,902",623,119,60,580,147,"1,145",47,654,264,26,100,73,633,905,"3,550",663,"3,001","2,212","4,188","5,128","3,784"
2021,9,20,"23,118",665,213,77,527,202,886,59,726,270,46,194,68,627,941,"2,268",812,"2,772","2,733","3,920","2,928","2,184"
2021,9,30,"33,825",833,208,83,570,137,"1,644",72,816,284,59,169,96,606,836,"5,455","1,035","3,399","3,238","4,645","6,195","3,445"
2021,9,40,"47,308","1,241",333,151,977,299,"2,198",109,"1,329",430,106,360,175,"1,153","1,566","6,226","1,339","4,935","4,367","6,795","7,706","5,513"
2021,9,50,"39,623","1,609",603,315,"1,283",539,"1,914",226,"1,683",648,192,558,260,"1,198","1,877","3,026","1,359","4,850","4,009","5,987","4,260","3,227"
2021,9,60,"28,395","1,501",750,401,"1,426",719,"1,582",304,"1,427",723,271,736,322,881,"1,696","1,593","1,084","3,485","1,964","4,128","1,909","1,493"
2021,9,70,"11,234",632,496,281,847,464,816,162,621,425,206,541,203,364,626,424,323,930,481,"1,266",640,486
2021,9,80,"5,129",342,251,156,505,256,382,70,340,250,111,330,127,172,222,163,106,328,172,436,206,204
2021,9,90,828,57,38,22,98,44,53,13,59,49,24,49,20,15,27,25,15,48,29,70,41,32
2021,9,100,29,1,1,0,5,3,2,0,0,1,0,4,0,1,1,0,0,2,2,1,2,3
2021,10,총,"241,879","8,075","3,070","1,575","7,221","2,860","11,912","1,087","8,079","3,498","1,068","3,095","1,382","5,990","9,177","26,955","7,322","25,960","20,769","34,577","34,431","23,776"
2021,10,0,"24,501",553,76,28,370,54,"1,291",31,436,166,29,64,43,353,483,"4,215",573,"2,283","1,549","3,160","5,369","3,375"
2021,10,10,"27,956",621,118,60,584,144,"1,156",45,649,256,26,103,70,623,911,"3,581",677,"2,989","2,209","4,201","5,136","3,797"
2021,10,20,"23,048",653,209,77,537,206,885,57,725,274,47,189,67,625,936,"2,254",812,"2,757","2,732","3,905","2,924","2,177"
2021,10,30,"33,521",834,203,81,568,135,"1,614",70,809,281,56,170,98,609,831,"5,404","1,027","3,343","3,228","4,600","6,140","3,420"
2021,10,40,"47,213","1,242",327,152,970,291,"2,208",107,"1,320",429,107,359,170,"1,131","1,569","6,229","1,332","4,923","4,341","6,768","7,723","5,515"
2021,10,50,"39,795","1,608",601,319,"1,285",539,"1,905",227,"1,684",644,192,556,261,"1,207","1,873","3,051","1,368","4,840","4,034","6,016","4,319","3,266"
2021,10,60,"28,557","1,521",756,402,"1,446",717,"1,586",304,"1,436",724,273,731,326,886,"1,693","1,606","1,082","3,508","1,984","4,150","1,930","1,496"
2021,10,70,"11,263",639,488,276,850,466,818,164,624,426,206,541,200,363,628,425,330,932,493,"1,269",637,488
2021,10,80,"5,169",345,254,157,510,261,392,69,337,250,109,328,125,175,225,164,105,335,168,441,210,209
2021,10,90,830,58,37,23,98,44,55,13,59,47,23,50,22,17,27,26,16,48,29,66,42,30
2021,10,100,26,1,1,0,3,3,2,0,0,1,0,4,0,1,1,0,0,2,2,1,1,3
2021,11,총,"241,576","8,104","3,076","1,568","7,250","2,849","11,851","1,089","8,054","3,501","1,059","3,092","1,374","5,956","9,165","26,940","7,297","25,940","20,773","34,468","34,424","23,746"
2021,11,0,"24,333",556,74,27,370,52,"1,272",30,437,164,28,64,44,355,473,"4,190",565,"2,269","1,566","3,094","5,342","3,361"
2021,11,10,"27,944",624,121,60,590,137,"1,144",43,637,256,25,102,69,611,920,"3,594",674,"2,980","2,202","4,196","5,153","3,806"
2021,11,20,"22,947",651,208,77,539,206,886,58,714,276,46,184,66,625,929,"2,234",795,"2,758","2,714","3,900","2,912","2,169"
2021,11,30,"33,189",832,201,83,572,133,"1,584",72,809,279,56,166,95,597,819,"5,361","1,011","3,310","3,212","4,542","6,072","3,383"
2021,11,40,"47,194","1,243",328,147,978,286,"2,206",108,"1,307",428,105,361,170,"1,128","1,559","6,264","1,332","4,922","4,323","6,743","7,737","5,519"
2021,11,50,"39,942","1,617",604,320,"1,294",538,"1,899",222,"1,680",644,189,553,260,"1,200","1,876","3,079","1,370","4,845","4,062","6,048","4,365","3,277"
2021,11,60,"28,693","1,535",758,398,"1,453",719,"1,593",309,"1,449",731,270,738,327,887,"1,701","1,608","1,093","3,528","1,999","4,149","1,945","1,503"
2021,11,70,"11,297",639,489,276,847,463,820,162,624,429,208,541,197,363,633,424,337,938,497,"1,282",641,487
2021,11,80,"5,178",350,253,155,507,266,391,72,336,245,109,329,125,170,225,160,106,341,167,446,214,211
2021,11,90,834,56,39,25,97,46,54,13,61,48,23,50,21,19,29,26,14,47,29,67,42,28
2021,11,100,25,1,1,0,3,3,2,0,0,1,0,4,0,1,1,0,0,2,2,1,1,2
2021,12,총,"241,216","8,132","3,076","1,562","7,272","2,845","11,828","1,086","8,046","3,490","1,056","3,098","1,374","5,865","9,172","26,932","7,259","25,842","20,753","34,323","34,418","23,787"
2021,12,0,"24,145",548,77,25,372,50,"1,256",29,433,160,28,66,46,352,466,"4,162",558,"2,231","1,559","3,058","5,316","3,353"
2021,12,10,"27,952",627,121,59,595,137,"1,153",44,638,253,25,104,68,602,911,"3,618",675,"2,971","2,177","4,187","5,154","3,833"
2021,12,20,"22,796",665,210,72,538,204,879,56,713,273,43,180,64,613,922,"2,212",782,"2,733","2,712","3,861","2,906","2,158"
2021,12,30,"32,802",822,202,83,561,135,"1,570",69,792,271,55,171,96,581,818,"5,305",999,"3,257","3,185","4,466","6,010","3,354"
2021,12,40,"47,254","1,246",329,147,984,280,"2,208",109,"1,293",429,104,362,171,"1,103","1,564","6,327","1,326","4,901","4,310","6,734","7,780","5,547"
2021,12,50,"40,041","1,630",598,317,"1,306",538,"1,893",220,"1,690",647,189,553,259,"1,180","1,889","3,089","1,359","4,863","4,081","6,058","4,385","3,297"
2021,12,60,"28,798","1,546",760,406,"1,454",722,"1,593",307,"1,462",734,273,734,323,878,"1,700","1,606","1,105","3,546","2,030","4,150","1,960","1,509"
2021,12,70,"11,361",638,489,269,851,462,827,167,628,424,206,546,201,361,648,429,336,948,498,"1,292",643,498
2021,12,80,"5,213",352,252,159,511,267,395,73,336,248,110,330,124,175,225,159,104,344,172,452,219,206
2021,12,90,833,58,38,25,97,47,53,12,61,51,23,48,22,19,28,25,15,46,27,64,44,30
2021,12,100,21,0,0,0,3,3,1,0,0,0,0,4,0,1,1,0,0,2,2,1,1,2
