년도,월,나이,충청북도,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 서원구,충청북도 청주시 흥덕구,충청북도 청주시 청원구,충청북도 충주시,충청북도 제천시,충청북도 보은군,충청북도 옥천군,충청북도 영동군,충청북도 증평군,충청북도 진천군,충청북도 괴산군,충청북도 음성군,충청북도 단양군
2021,8,총,"810,095","427,378","96,217","95,937","135,590","99,634","106,027","66,375","16,126","25,333","23,006","18,984","44,558","19,060","48,801","14,447"
2021,8,0,"60,798","36,816","8,155","6,651","12,143","9,867","7,049","4,285",707,"1,270","1,107","1,563","3,889",623,"2,897",592
2021,8,10,"76,412","44,083","10,241","10,179","13,647","10,016","9,634","5,918","1,082","2,021","1,682","1,760","4,352",969,"3,894","1,017"
2021,8,20,"109,105","65,099","13,285","15,297","22,073","14,444","13,787","8,106","1,363","2,401","2,262","2,611","5,379","1,563","5,321","1,213"
2021,8,30,"102,194","62,064","12,007","11,519","21,789","16,749","12,525","6,646","1,113","1,934","1,619","2,468","6,322","1,303","5,197","1,003"
2021,8,40,"123,131","68,881","15,121","14,816","21,931","17,013","15,565","9,185","1,768","3,280","2,707","2,970","7,468","2,107","7,480","1,720"
2021,8,50,"138,955","68,754","16,567","16,553","21,496","14,138","18,930","12,025","3,137","4,714","4,316","3,185","7,541","3,814","9,648","2,891"
2021,8,60,"119,511","51,118","12,838","12,909","14,681","10,690","16,956","12,030","3,740","5,304","4,993","2,648","5,735","4,857","8,676","3,454"
2021,8,70,"54,363","21,436","5,555","5,579","5,610","4,692","7,702","5,593","2,035","2,952","2,828","1,210","2,550","2,487","3,870","1,700"
2021,8,80,"23,509","8,403","2,225","2,256","2,060","1,862","3,551","2,391","1,069","1,303","1,373",525,"1,228","1,236","1,649",781
2021,8,90,"2,050",704,220,173,157,154,320,180,112,153,116,42,90,97,163,73
2021,8,100,67,20,3,5,3,9,8,16,0,1,3,2,4,4,6,3
2021,9,총,"809,981","427,871","96,277","95,955","135,825","99,814","105,958","66,273","16,050","25,283","22,912","18,973","44,559","18,963","48,723","14,416"
2021,9,0,"60,563","36,666","8,143","6,603","12,075","9,845","7,034","4,261",703,"1,265","1,100","1,566","3,869",624,"2,891",584
2021,9,10,"76,231","44,053","10,228","10,156","13,638","10,031","9,623","5,877","1,072","2,009","1,667","1,762","4,349",952,"3,853","1,014"
2021,9,20,"108,903","65,238","13,283","15,309","22,158","14,488","13,717","8,077","1,335","2,362","2,212","2,612","5,369","1,509","5,276","1,196"
2021,9,30,"102,092","62,139","11,974","11,577","21,846","16,742","12,485","6,620","1,103","1,924","1,589","2,451","6,317","1,281","5,179","1,004"
2021,9,40,"122,946","68,869","15,099","14,752","21,979","17,039","15,573","9,121","1,750","3,275","2,697","2,944","7,458","2,083","7,459","1,717"
2021,9,50,"139,155","68,949","16,630","16,581","21,533","14,205","18,946","12,034","3,125","4,717","4,329","3,188","7,548","3,807","9,642","2,870"
2021,9,60,"119,965","51,306","12,887","12,970","14,719","10,730","17,010","12,083","3,737","5,317","4,993","2,661","5,784","4,876","8,727","3,471"
2021,9,70,"54,346","21,441","5,563","5,562","5,616","4,700","7,681","5,590","2,053","2,951","2,825","1,214","2,539","2,491","3,859","1,702"
2021,9,80,"23,653","8,476","2,247","2,268","2,092","1,869","3,566","2,410","1,063","1,311","1,380",529,"1,230","1,234","1,671",783
2021,9,90,"2,060",714,220,172,166,156,314,185,109,151,117,44,92,102,160,72
2021,9,100,67,20,3,5,3,9,9,15,0,1,3,2,4,4,6,3
2021,10,총,"810,093","428,012","96,312","95,869","135,961","99,870","105,956","66,270","16,027","25,274","22,879","18,957","44,628","18,952","48,741","14,397"
2021,10,0,"60,245","36,524","8,124","6,561","12,040","9,799","6,984","4,236",692,"1,259","1,088","1,562","3,855",609,"2,858",578
2021,10,10,"76,203","44,039","10,222","10,141","13,651","10,025","9,614","5,877","1,067","2,003","1,671","1,753","4,348",956,"3,861","1,014"
2021,10,20,"108,726","65,139","13,268","15,286","22,135","14,450","13,714","8,067","1,329","2,348","2,200","2,603","5,385","1,481","5,258","1,202"
2021,10,30,"102,044","62,250","11,993","11,598","21,895","16,764","12,454","6,580","1,095","1,928","1,574","2,434","6,296","1,272","5,162",999
2021,10,40,"122,755","68,788","15,064","14,694","21,963","17,067","15,542","9,116","1,738","3,248","2,701","2,940","7,469","2,070","7,444","1,699"
2021,10,50,"139,337","69,051","16,635","16,597","21,563","14,256","18,942","12,018","3,133","4,740","4,311","3,200","7,590","3,823","9,663","2,866"
2021,10,60,"120,481","51,495","12,955","12,992","14,791","10,757","17,117","12,149","3,745","5,320","5,010","2,664","5,804","4,910","8,781","3,486"
2021,10,70,"54,430","21,503","5,571","5,570","5,655","4,707","7,670","5,601","2,045","2,968","2,825","1,226","2,555","2,489","3,865","1,683"
2021,10,80,"23,740","8,496","2,262","2,251","2,099","1,884","3,594","2,423","1,072","1,309","1,383",531,"1,225","1,235","1,678",794
2021,10,90,"2,069",709,215,174,166,154,316,188,111,150,114,44,96,103,165,73
2021,10,100,63,18,3,5,3,7,9,15,0,1,2,0,5,4,6,3
2021,11,총,"810,261","428,124","96,396","95,826","135,910","99,992","105,959","66,258","16,032","25,287","22,861","18,947","44,663","18,957","48,796","14,377"
2021,11,0,"59,953","36,401","8,110","6,526","11,993","9,772","6,959","4,220",691,"1,248","1,081","1,542","3,832",599,"2,809",571
2021,11,10,"76,115","43,948","10,188","10,097","13,637","10,026","9,608","5,884","1,061","2,008","1,670","1,748","4,342",959,"3,878","1,009"
2021,11,20,"108,548","65,059","13,266","15,280","22,055","14,458","13,672","8,050","1,332","2,352","2,168","2,616","5,372","1,483","5,253","1,191"
2021,11,30,"101,974","62,246","11,987","11,601","21,902","16,756","12,436","6,555","1,097","1,922","1,575","2,423","6,296","1,253","5,187",984
2021,11,40,"122,706","68,814","15,090","14,659","21,943","17,122","15,522","9,102","1,749","3,231","2,680","2,927","7,474","2,065","7,448","1,694"
2021,11,50,"139,470","69,138","16,665","16,614","21,582","14,277","18,952","12,019","3,109","4,757","4,333","3,196","7,611","3,842","9,648","2,865"
2021,11,60,"121,051","51,690","13,023","13,023","14,838","10,806","17,192","12,198","3,774","5,342","5,034","2,693","5,838","4,929","8,843","3,518"
2021,11,70,"54,493","21,571","5,578","5,587","5,686","4,720","7,686","5,588","2,032","2,973","2,820","1,223","2,553","2,498","3,876","1,673"
2021,11,80,"23,832","8,531","2,272","2,261","2,108","1,890","3,607","2,442","1,075","1,306","1,387",536,"1,243","1,223","1,686",796
2021,11,90,"2,067",710,214,175,162,159,316,193,112,147,111,43,97,103,162,73
2021,11,100,52,16,3,3,4,6,9,7,0,1,2,0,5,3,6,3
2021,12,총,"810,672","427,881","96,267","95,958","135,780","99,876","105,932","66,170","16,074","25,242","22,810","18,993","44,715","19,612","48,883","14,360"
2021,12,0,"59,729","36,275","8,074","6,537","11,939","9,725","6,926","4,203",691,"1,235","1,068","1,535","3,798",627,"2,802",569
2021,12,10,"76,037","43,888","10,160","10,102","13,593","10,033","9,592","5,873","1,063","2,003","1,668","1,743","4,339",994,"3,875",999
2021,12,20,"108,354","64,833","13,178","15,267","22,007","14,381","13,617","8,006","1,353","2,337","2,139","2,630","5,354","1,616","5,286","1,183"
2021,12,30,"101,877","62,127","11,948","11,664","21,854","16,661","12,438","6,516","1,089","1,899","1,572","2,455","6,303","1,305","5,197",976
2021,12,40,"122,922","68,928","15,118","14,660","21,951","17,199","15,525","9,079","1,746","3,238","2,671","2,924","7,502","2,161","7,465","1,683"
2021,12,50,"139,540","69,055","16,635","16,620","21,557","14,243","18,944","12,031","3,119","4,747","4,326","3,186","7,635","3,982","9,662","2,853"
2021,12,60,"121,418","51,795","13,030","13,055","14,876","10,834","17,236","12,194","3,784","5,341","5,045","2,708","5,867","5,056","8,855","3,537"
2021,12,70,"54,663","21,649","5,611","5,595","5,708","4,735","7,687","5,611","2,031","2,980","2,812","1,234","2,559","2,532","3,877","1,691"
2021,12,80,"24,012","8,613","2,301","2,282","2,128","1,902","3,645","2,456","1,080","1,315","1,394",533,"1,256","1,231","1,695",794
2021,12,90,"2,081",707,210,174,164,159,318,196,118,146,113,45,97,105,163,73
2021,12,100,39,11,2,2,3,4,4,5,0,1,2,0,5,3,6,2
