년도,월,나이,전라북도 정읍시,전라북도 정읍시 신태인읍,전라북도 정읍시 북면,전라북도 정읍시 입암면,전라북도 정읍시 소성면,전라북도 정읍시 고부면,전라북도 정읍시 영원면,전라북도 정읍시 덕천면,전라북도 정읍시 이평면,전라북도 정읍시 정우면,전라북도 정읍시 태인면,전라북도 정읍시 감곡면,전라북도 정읍시 옹동면,전라북도 정읍시 칠보면,전라북도 정읍시 산내면,전라북도 정읍시 산외면,전라북도 정읍시 수성동,전라북도 정읍시 장명동,전라북도 정읍시 내장상동,전라북도 정읍시 시기동,전라북도 정읍시 초산동,전라북도 정읍시 연지동,전라북도 정읍시 농소동,전라북도 정읍시 상교동
2021,5,40,"14,463",613,451,242,178,260,150,177,171,230,329,217,144,234,79,184,"3,077",469,"3,366",356,"1,721",923,473,419
2021,5,50,"18,228",875,826,543,343,434,259,341,328,448,569,432,260,397,242,358,"3,016",540,"3,388",526,"1,674",964,778,687
2021,5,60,"17,382","1,029",821,604,415,620,382,368,437,547,719,671,348,445,293,447,"1,998",424,"2,594",631,"1,236",896,759,698
2021,5,70,"13,208",928,573,479,416,519,371,296,409,465,618,600,327,406,228,404,"1,182",330,"1,621",489,774,710,505,558
2021,5,80,"8,286",575,401,396,324,375,254,214,339,347,490,392,237,311,157,291,557,208,805,240,364,291,324,394
2021,5,90,"1,191",78,51,56,35,51,45,40,47,47,72,59,48,37,22,47,63,25,121,47,36,60,40,64
2021,5,100,62,4,5,2,1,2,2,1,1,3,3,4,2,3,1,0,8,1,4,1,1,2,6,5
2021,6,총,"107,422","5,431","4,249","2,855","2,083","2,789","1,778","1,796","2,067","2,561","3,387","2,789","1,668","2,315","1,220","2,083","17,272","2,988","20,449","3,279","10,316","6,046","4,101","3,900"
2021,6,0,"6,053",238,172,57,64,67,48,37,41,76,66,51,48,84,30,55,"1,346",144,"1,553",153,953,460,183,127
2021,6,10,"9,449",361,268,144,74,117,72,98,86,110,145,66,67,141,54,90,"1,953",280,"2,712",262,"1,317",497,310,225
2021,6,20,"10,440",371,374,187,111,152,111,132,112,155,226,132,81,145,70,114,"2,183",326,"2,458",336,"1,210",618,410,426
2021,6,30,"8,619",359,297,140,116,190,86,84,94,141,166,167,101,115,49,94,"1,888",232,"1,817",243,"1,030",610,301,299
2021,6,40,"14,432",606,459,245,177,262,150,175,173,225,321,221,145,229,81,183,"3,056",467,"3,376",354,"1,714",920,473,420
2021,6,50,"18,179",875,823,540,348,432,259,341,324,438,559,420,261,395,240,358,"3,026",543,"3,379",521,"1,669",967,776,685
2021,6,60,"17,467","1,028",828,607,420,618,384,370,443,554,725,678,350,446,288,450,"2,002",432,"2,597",635,"1,245",901,766,700
2021,6,70,"13,204",933,569,479,411,516,371,300,411,466,612,601,325,406,227,401,"1,182",330,"1,624",489,775,714,507,555
2021,6,80,"8,325",579,402,398,327,381,250,218,335,344,491,390,240,313,158,290,564,209,808,239,366,297,331,395
2021,6,90,"1,192",77,52,56,34,52,45,40,47,49,73,59,48,38,22,48,64,24,121,46,36,60,38,63
2021,6,100,62,4,5,2,1,2,2,1,1,3,3,4,2,3,1,0,8,1,4,1,1,2,6,5
2021,7,총,"107,349","5,418","4,256","2,850","2,076","2,771","1,775","1,790","2,054","2,556","3,381","2,791","1,666","2,313","1,213","2,087","17,287","2,975","20,474","3,274","10,304","6,063","4,092","3,883"
2021,7,0,"6,035",231,168,59,63,68,54,35,36,76,66,57,47,80,27,55,"1,350",142,"1,555",154,949,458,182,123
2021,7,10,"9,424",357,272,143,74,117,70,96,80,108,143,64,68,141,52,89,"1,950",278,"2,707",260,"1,312",506,311,226
2021,7,20,"10,416",365,377,186,110,149,109,132,115,157,229,132,80,147,72,116,"2,176",321,"2,462",330,"1,211",616,403,421
2021,7,30,"8,585",361,293,137,116,187,86,82,94,140,163,167,100,114,48,94,"1,882",235,"1,810",243,"1,022",614,299,298
2021,7,40,"14,354",601,454,238,171,258,147,176,169,221,317,218,144,231,80,182,"3,050",464,"3,371",353,"1,703",922,474,410
2021,7,50,"18,153",864,834,541,346,428,250,334,322,443,557,414,257,393,239,361,"3,025",541,"3,393",517,"1,678",970,767,679
2021,7,60,"17,568","1,032",830,611,424,618,389,376,448,549,732,682,355,445,287,451,"2,030",429,"2,609",635,"1,252",899,777,708
2021,7,70,"13,211",940,567,481,411,512,370,300,405,463,605,602,325,410,230,406,"1,185",328,"1,631",493,774,715,504,554
2021,7,80,"8,345",586,403,398,326,380,254,215,336,347,491,390,241,312,156,289,566,212,811,241,366,297,332,396
2021,7,90,"1,195",77,53,54,34,52,45,43,48,49,75,61,47,37,20,44,65,24,120,47,36,64,37,63
2021,7,100,63,4,5,2,1,2,1,1,1,3,3,4,2,3,2,0,8,1,5,1,1,2,6,5
2021,8,총,"107,169","5,406","4,247","2,839","2,082","2,776","1,769","1,785","2,062","2,549","3,379","2,794","1,662","2,303","1,209","2,087","17,238","2,972","20,449","3,256","10,261","6,058","4,089","3,897"
2021,8,0,"5,991",230,167,57,61,70,50,35,36,73,65,60,47,79,27,56,"1,345",144,"1,546",149,933,458,182,121
2021,8,10,"9,400",356,270,137,77,116,71,96,91,105,145,64,67,141,54,89,"1,942",274,"2,700",255,"1,309",509,305,227
2021,8,20,"10,398",370,378,184,110,147,107,132,119,154,226,132,79,145,67,113,"2,163",322,"2,464",327,"1,211",612,407,429
2021,8,30,"8,508",355,292,136,118,184,85,81,95,138,163,164,101,109,47,93,"1,873",231,"1,795",238,"1,013",604,289,304
2021,8,40,"14,270",595,456,235,168,258,149,177,173,218,314,213,141,229,79,179,"3,023",463,"3,361",351,"1,687",922,471,408
2021,8,50,"18,141",861,827,531,350,430,248,327,322,448,554,416,258,396,237,358,"3,023",539,"3,387",521,"1,688",965,770,685
2021,8,60,"17,625","1,031",833,621,427,624,390,379,441,546,736,684,353,445,288,456,"2,041",430,"2,629",636,"1,246",908,776,705
2021,8,70,"13,181",942,565,479,406,512,365,298,397,467,600,595,325,403,232,407,"1,187",329,"1,631",488,774,716,512,551
2021,8,80,"8,383",585,400,403,330,379,259,217,340,347,495,399,243,314,156,293,564,214,815,242,363,297,331,397
2021,8,90,"1,209",77,54,54,34,54,44,42,47,50,78,62,46,39,20,43,69,25,117,48,36,65,40,65
2021,8,100,63,4,5,2,1,2,1,1,1,3,3,5,2,3,2,0,8,1,4,1,1,2,6,5
2021,9,총,"106,951","5,382","4,224","2,819","2,078","2,774","1,758","1,772","2,056","2,529","3,364","2,790","1,656","2,300","1,197","2,097","17,173","2,967","20,420","3,235","10,278","6,077","4,071","3,934"
2021,9,0,"5,953",225,166,57,59,70,47,34,36,72,64,61,45,77,27,58,"1,330",142,"1,535",150,929,464,183,122
2021,9,10,"9,365",346,270,135,79,113,71,98,91,105,143,63,67,141,50,87,"1,929",273,"2,700",247,"1,318",514,304,221
2021,9,20,"10,297",366,368,179,109,149,103,127,113,147,223,129,76,142,64,111,"2,149",322,"2,439",328,"1,208",605,404,436
2021,9,30,"8,480",347,295,135,118,180,85,82,95,141,160,162,100,106,46,98,"1,856",231,"1,787",231,"1,016",609,284,316
2021,9,40,"14,205",594,451,232,167,253,146,175,171,212,309,212,140,229,78,182,"3,009",463,"3,357",350,"1,678",921,467,409
2021,9,50,"18,146",861,821,523,348,433,245,324,323,445,546,419,255,399,233,359,"3,025",540,"3,400",520,"1,710",969,762,686
2021,9,60,"17,676","1,035",831,619,427,627,392,378,443,547,739,685,359,448,287,459,"2,050",429,"2,631",635,"1,245",909,780,721
2021,9,70,"13,128",936,565,478,400,515,363,297,395,460,600,588,320,400,234,403,"1,175",329,"1,632",488,774,716,509,551
2021,9,80,"8,421",590,396,405,334,376,261,214,337,349,500,405,247,314,156,298,574,211,818,238,365,304,332,397
2021,9,90,"1,219",78,56,54,36,56,44,42,51,49,77,61,45,41,20,42,68,26,117,48,34,64,40,70
2021,9,100,61,4,5,2,1,2,1,1,1,2,3,5,2,3,2,0,8,1,4,0,1,2,6,5
2021,10,총,"106,814","5,391","4,209","2,810","2,081","2,760","1,752","1,776","2,045","2,511","3,394","2,789","1,668","2,282","1,202","2,091","17,148","2,965","20,377","3,223","10,279","6,050","4,073","3,938"
2021,10,0,"5,915",220,165,55,58,70,45,34,35,72,63,59,43,78,26,55,"1,326",145,"1,524",148,922,465,185,122
2021,10,10,"9,338",351,258,132,81,111,69,100,88,101,163,65,69,139,52,86,"1,917",273,"2,685",245,"1,325",506,302,220
2021,10,20,"10,254",371,372,181,109,147,103,126,112,145,222,127,78,141,65,109,"2,137",315,"2,429",327,"1,201",599,405,433
2021,10,30,"8,445",341,292,133,118,180,85,83,96,139,163,164,100,103,47,95,"1,847",232,"1,774",230,"1,022",604,281,316
2021,10,40,"14,140",591,443,228,164,252,145,175,168,206,312,214,142,221,79,179,"3,009",461,"3,338",351,"1,674",911,464,413
2021,10,50,"18,140",853,826,519,350,423,246,325,318,443,545,421,256,397,231,363,"3,032",539,"3,410",519,"1,710",968,763,683
2021,10,60,"17,718","1,048",826,625,427,623,396,381,446,549,744,679,361,450,290,464,"2,045",435,"2,634",628,"1,249",913,784,721
2021,10,70,"13,119",936,571,478,402,513,353,295,393,457,598,580,325,397,232,401,"1,180",327,"1,636",488,774,719,507,557
2021,10,80,"8,445",595,395,400,333,378,263,214,335,350,499,415,246,315,157,297,576,210,825,242,364,302,336,398
2021,10,90,"1,240",81,57,57,38,61,45,42,53,48,81,59,46,41,21,41,71,27,119,45,37,61,39,70
2021,10,100,60,4,4,2,1,2,2,1,1,1,4,6,2,0,2,1,8,1,3,0,1,2,7,5
2021,11,총,"106,634","5,392","4,188","2,795","2,082","2,761","1,750","1,769","2,033","2,500","3,384","2,801","1,665","2,272","1,200","2,086","17,121","2,960","20,323","3,222","10,278","6,042","4,050","3,960"
2021,11,0,"5,874",223,163,53,60,71,46,35,34,67,64,59,43,76,27,55,"1,316",144,"1,514",145,911,466,181,121
2021,11,10,"9,291",346,257,128,81,110,69,101,84,101,162,66,68,135,50,87,"1,901",270,"2,675",246,"1,324",506,302,222
2021,11,20,"10,218",370,364,176,104,145,101,126,112,145,213,127,77,146,68,103,"2,150",309,"2,419",330,"1,195",597,402,439
2021,11,30,"8,443",351,293,136,119,186,83,84,97,137,164,169,103,97,48,97,"1,831",234,"1,773",226,"1,014",608,275,318
2021,11,40,"14,081",587,438,226,166,247,149,176,166,206,306,216,141,217,80,176,"3,002",455,"3,309",356,"1,679",904,460,419
2021,11,50,"18,129",848,828,518,348,422,247,323,314,437,554,422,254,398,228,366,"3,044",546,"3,410",512,"1,712",959,754,685
2021,11,60,"17,739","1,050",824,621,431,622,393,375,443,556,736,677,362,451,292,467,"2,038",438,"2,643",635,"1,257",916,788,724
2021,11,70,"13,110",929,570,475,398,513,353,295,396,456,600,580,320,400,228,395,"1,186",329,"1,633",486,782,722,511,553
2021,11,80,"8,454",600,392,400,333,380,264,211,333,345,502,419,249,312,160,300,575,206,823,242,367,303,335,403
2021,11,90,"1,245",84,56,60,41,63,43,42,53,49,81,61,46,40,19,39,70,29,121,44,36,59,38,71
2021,11,100,50,4,3,2,1,2,2,1,1,1,2,5,2,0,0,1,8,0,3,0,1,2,4,5
2021,12,총,"106,487","5,365","4,182","2,792","2,081","2,760","1,737","1,771","2,031","2,507","3,375","2,793","1,655","2,251","1,200","2,083","17,083","2,951","20,342","3,217","10,247","6,049","4,049","3,966"
2021,12,0,"5,840",222,163,54,58,70,44,37,36,68,64,60,44,76,29,54,"1,295",145,"1,508",146,900,468,180,119
2021,12,10,"9,257",339,253,126,81,110,64,102,84,101,161,66,68,135,47,88,"1,894",270,"2,669",243,"1,327",504,302,223
2021,12,20,"10,199",362,369,175,102,146,103,123,110,147,210,125,76,144,68,100,"2,158",300,"2,435",322,"1,176",597,404,447
2021,12,30,"8,394",342,292,131,121,184,79,85,99,135,161,172,99,95,47,96,"1,819",233,"1,776",226,"1,009",601,276,316
2021,12,40,"14,043",594,431,227,165,245,146,176,161,210,309,211,143,213,80,176,"2,997",452,"3,290",360,"1,679",901,458,419
2021,12,50,"18,118",838,819,519,347,426,247,325,317,438,555,426,252,393,222,368,"3,045",545,"3,427",507,"1,709",959,749,685
2021,12,60,"17,772","1,045",833,630,440,618,391,375,441,556,728,670,361,447,296,470,"2,048",440,"2,649",634,"1,261",919,794,726
2021,12,70,"13,055",929,569,470,386,512,351,293,393,455,604,578,316,393,230,395,"1,177",328,"1,638",490,774,728,502,544
2021,12,80,"8,507",605,394,400,339,384,267,212,334,346,500,416,250,313,161,295,573,207,830,245,375,310,341,410
2021,12,90,"1,255",85,58,58,41,63,43,42,55,50,80,65,44,42,20,40,70,31,117,44,36,60,39,72
2021,12,100,47,4,1,2,1,2,2,1,1,1,3,4,2,0,0,1,7,0,3,0,1,2,4,5
