년도,월,나이,전라남도 고흥군,전라남도 고흥군 고흥읍,전라남도 고흥군 도양읍,전라남도 고흥군 도양읍소록출장소,전라남도 고흥군 도양읍시산출장소,전라남도 고흥군 풍양면,전라남도 고흥군 도덕면,전라남도 고흥군 금산면,전라남도 고흥군 도화면,전라남도 고흥군 포두면,전라남도 고흥군 봉래면,전라남도 고흥군 점암면,전라남도 고흥군 과역면,전라남도 고흥군 남양면,전라남도 고흥군 동강면,전라남도 고흥군 대서면,전라남도 고흥군 두원면,전라남도 고흥군 영남면,전라남도 고흥군 동일면
2021,10,총,"62,930","12,412","9,669",601,222,"3,101","2,914","4,291","3,814","4,854","1,867","2,634","3,293","2,271","3,071","2,228","2,980","1,248","1,460"
2021,10,0,"2,446",976,496,26,1,62,77,117,81,116,52,37,87,56,97,57,57,26,25
2021,10,10,"3,692","1,401",743,23,12,90,116,184,158,214,87,92,108,97,113,70,94,36,54
2021,10,20,"3,905","1,216",720,16,9,125,149,207,187,228,72,109,204,116,190,101,122,54,80
2021,10,30,"3,451","1,109",672,27,15,129,133,159,148,193,62,86,147,111,158,92,93,49,68
2021,10,40,"5,995","1,828","1,115",31,31,220,217,320,293,412,149,193,236,147,261,128,206,84,124
2021,10,50,"9,924","1,989","1,652",30,41,456,461,667,617,802,279,400,551,334,446,350,422,197,230
2021,10,60,"13,007","1,842","1,941",93,33,703,614,950,868,"1,058",435,622,751,590,706,546,614,276,365
2021,10,70,"11,305","1,244","1,486",171,41,715,586,940,790,997,388,562,612,463,572,432,714,302,290
2021,10,80,"7,863",671,733,154,36,511,473,661,572,727,295,431,505,304,443,408,552,186,201
2021,10,90,"1,295",127,107,30,3,87,88,84,93,101,46,102,86,53,81,44,103,37,23
2021,10,100,47,9,4,0,0,3,0,2,7,6,2,0,6,0,4,0,3,1,0
2021,11,총,"62,833","12,411","9,653",609,223,"3,089","2,914","4,262","3,807","4,847","1,867","2,640","3,286","2,270","3,069","2,223","2,972","1,244","1,447"
2021,11,0,"2,424",969,494,25,1,59,76,115,78,115,51,38,86,52,97,59,57,26,26
2021,11,10,"3,684","1,408",737,24,12,92,115,180,158,214,84,92,108,98,112,68,95,36,51
2021,11,20,"3,885","1,220",716,16,8,121,148,207,184,230,73,107,202,115,190,100,118,55,75
2021,11,30,"3,430","1,091",678,29,16,128,130,151,147,191,64,85,150,110,159,93,91,47,70
2021,11,40,"5,988","1,822","1,119",30,31,217,221,321,293,407,148,198,235,149,260,123,208,81,125
2021,11,50,"9,909","1,997","1,645",32,42,451,462,660,611,802,282,405,549,335,447,349,413,198,229
2021,11,60,"13,011","1,850","1,940",91,33,710,617,944,871,"1,059",434,620,744,590,703,548,618,277,362
2021,11,70,"11,305","1,251","1,486",172,42,708,583,936,793,997,390,559,609,466,575,432,716,303,287
2021,11,80,"7,858",665,723,160,35,516,473,663,572,726,294,434,511,301,444,406,552,184,199
2021,11,90,"1,296",130,111,30,3,85,89,84,93,101,46,102,86,54,78,45,100,36,23
2021,11,100,43,8,4,0,0,2,0,1,7,5,1,0,6,0,4,0,4,1,0
2021,12,총,"62,762","12,432","9,629",609,223,"3,085","2,904","4,252","3,798","4,827","1,857","2,638","3,276","2,260","3,076","2,221","2,976","1,251","1,448"
2021,12,0,"2,413",972,488,26,1,58,70,112,81,114,51,39,86,48,96,60,57,28,26
2021,12,10,"3,671","1,409",728,24,11,92,115,177,158,210,84,90,105,94,116,71,97,38,52
2021,12,20,"3,855","1,217",714,17,9,117,149,203,179,224,69,110,205,116,188,98,118,53,69
2021,12,30,"3,407","1,096",673,26,16,123,127,152,142,190,64,80,145,109,158,95,90,50,71
2021,12,40,"5,974","1,825","1,110",35,30,214,215,320,301,401,148,196,232,147,262,122,208,81,127
2021,12,50,"9,920","1,995","1,644",30,43,452,469,665,611,805,281,403,546,331,455,348,416,197,229
2021,12,60,"13,008","1,854","1,938",88,33,709,621,940,864,"1,057",432,624,749,591,704,546,618,277,363
2021,12,70,"11,309","1,260","1,491",173,42,714,574,930,789,"1,000",390,561,605,470,572,430,718,304,286
2021,12,80,"7,851",663,727,161,35,518,475,666,573,720,291,431,510,300,442,404,550,184,201
2021,12,90,"1,313",133,112,29,3,86,89,86,93,102,46,104,88,54,79,47,100,38,24
2021,12,100,41,8,4,0,0,2,0,1,7,4,1,0,5,0,4,0,4,1,0
