년도,월,나이,강원도,강원도 춘천시,강원도 원주시,강원도 강릉시,강원도 동해시,강원도 태백시,강원도 속초시,강원도 삼척시,강원도 홍천군,강원도 횡성군,강원도 영월군,강원도 평창군,강원도 정선군,강원도 철원군,강원도 화천군,강원도 양구군,강원도 인제군,강원도 고성군,강원도 양양군
2021,6,0,"52,777","10,856","14,155","6,781","3,311","1,277","2,936","1,872","1,878","1,121",844,896,876,"1,637",888,853,"1,254",667,675
2021,6,10,"70,294","13,844","18,323","9,758","4,483","1,945","3,766","2,590","2,574","1,867","1,562","1,466","1,270","1,920",873,"1,009","1,188",878,978
2021,6,20,"99,587","19,904","24,006","13,638","5,506","2,066","4,985","3,876","4,033","2,172","1,822","1,950","1,567","3,575","2,601","1,977","2,800","1,708","1,401"
2021,6,30,"85,957","17,356","22,851","11,273","4,755","1,865","4,883","2,931","3,208","1,751","1,468","1,587","1,614","2,548","1,650","1,401","2,254","1,311","1,251"
2021,6,40,"113,209","20,767","27,940","16,271","7,469","3,280","6,153","4,745","4,322","2,803","2,381","2,825","2,752","2,979","1,440","1,329","2,178","1,673","1,902"
2021,6,50,"136,165","23,383","30,537","18,384","8,098","3,812","7,376","5,975","6,486","4,538","3,975","4,210","3,755","3,734","2,062","1,838","2,745","2,579","2,678"
2021,6,60,"125,765","19,458","23,877","16,660","6,949","3,810","6,466","5,804","7,638","5,618","4,371","4,803","4,065","3,461","2,172","1,896","2,975","2,801","2,941"
2021,6,70,"60,109","9,101","9,559","8,781","3,595","2,117","2,943","3,120","3,420","2,679","2,175","2,288","1,974","2,051","1,024",856,"1,251","1,480","1,695"
2021,6,80,"26,493","4,355","4,405","3,666","1,434",772,"1,146","1,344","1,624","1,256","1,008","1,011",777,840,500,417,553,671,714
2021,6,90,"2,478",462,426,326,100,53,111,119,155,118,97,71,57,82,51,39,66,77,68
2021,6,100,115,19,10,12,2,9,7,4,4,4,8,4,8,5,5,5,4,3,2
2021,7,총,"773,232","139,546","176,297","105,652","45,732","20,966","40,848","32,305","35,305","23,936","19,724","21,075","18,700","22,760","13,246","11,584","17,341","13,859","14,356"
2021,7,0,"52,541","10,773","14,146","6,764","3,296","1,267","2,914","1,861","1,862","1,117",838,884,870,"1,620",892,849,"1,252",664,672
2021,7,10,"70,136","13,860","18,275","9,734","4,461","1,935","3,772","2,567","2,561","1,864","1,548","1,458","1,268","1,918",866,"1,006","1,199",872,972
2021,7,20,"99,500","19,904","24,037","13,655","5,519","2,057","5,027","3,850","3,985","2,159","1,838","1,927","1,569","3,533","2,579","1,937","2,831","1,680","1,413"
2021,7,30,"85,889","17,354","22,840","11,277","4,747","1,860","4,863","2,917","3,213","1,754","1,462","1,582","1,584","2,553","1,651","1,404","2,261","1,313","1,254"
2021,7,40,"113,089","20,721","27,963","16,240","7,466","3,273","6,150","4,724","4,312","2,791","2,372","2,810","2,754","2,959","1,442","1,327","2,193","1,682","1,910"
2021,7,50,"136,100","23,368","30,529","18,434","8,115","3,804","7,402","5,953","6,468","4,524","3,966","4,196","3,750","3,731","2,044","1,823","2,721","2,588","2,684"
2021,7,60,"126,663","19,626","24,083","16,761","6,976","3,815","6,511","5,839","7,688","5,662","4,401","4,837","4,087","3,480","2,198","1,913","3,004","2,829","2,953"
2021,7,70,"60,131","9,085","9,569","8,772","3,607","2,117","2,938","3,121","3,432","2,685","2,182","2,293","1,976","2,038","1,010",860,"1,255","1,482","1,709"
2021,7,80,"26,574","4,372","4,422","3,671","1,438",777,"1,154","1,346","1,627","1,260","1,012","1,014",776,844,506,419,553,667,716
2021,7,90,"2,495",464,423,332,105,52,110,123,153,116,97,70,58,80,53,41,68,79,71
2021,7,100,114,19,10,12,2,9,7,4,4,4,8,4,8,4,5,5,4,3,2
2021,8,총,"773,260","139,628","176,452","105,698","45,716","20,936","40,847","32,250","35,273","23,922","19,719","21,057","18,664","22,693","13,223","11,565","17,378","13,899","14,340"
2021,8,0,"52,429","10,749","14,132","6,746","3,291","1,260","2,903","1,850","1,853","1,112",835,876,865,"1,612",894,848,"1,268",665,670
2021,8,10,"69,916","13,834","18,237","9,723","4,445","1,927","3,757","2,551","2,542","1,855","1,532","1,458","1,263","1,904",854,"1,009","1,196",869,960
2021,8,20,"99,324","19,952","24,015","13,655","5,483","2,046","5,017","3,836","3,941","2,134","1,851","1,915","1,563","3,493","2,567","1,908","2,830","1,702","1,416"
2021,8,30,"85,763","17,344","22,865","11,259","4,720","1,841","4,865","2,902","3,205","1,740","1,459","1,558","1,571","2,554","1,656","1,404","2,261","1,312","1,247"
2021,8,40,"112,857","20,679","27,920","16,219","7,478","3,268","6,143","4,688","4,315","2,775","2,360","2,804","2,732","2,946","1,434","1,323","2,199","1,670","1,904"
2021,8,50,"136,190","23,371","30,582","18,477","8,117","3,812","7,393","5,949","6,456","4,529","3,963","4,205","3,748","3,722","2,036","1,821","2,725","2,603","2,681"
2021,8,60,"127,357","19,744","24,256","16,828","7,022","3,822","6,553","5,884","7,737","5,698","4,417","4,845","4,099","3,493","2,207","1,921","3,019","2,846","2,966"
2021,8,70,"60,053","9,069","9,533","8,759","3,613","2,121","2,941","3,119","3,423","2,684","2,178","2,295","1,978","2,045","1,007",863,"1,246","1,480","1,699"
2021,8,80,"26,741","4,401","4,472","3,689","1,434",779,"1,159","1,347","1,643","1,269","1,018","1,028",778,838,510,421,558,671,726
2021,8,90,"2,517",466,430,330,111,51,109,121,154,122,98,69,59,82,54,42,72,78,69
2021,8,100,113,19,10,13,2,9,7,3,4,4,8,4,8,4,4,5,4,3,2
2021,9,총,"773,495","139,920","176,658","105,761","45,730","20,831","40,901","32,278","35,256","23,895","19,673","21,036","18,607","22,607","13,193","11,554","17,384","13,881","14,330"
2021,9,0,"52,156","10,737","14,052","6,698","3,253","1,248","2,884","1,833","1,846","1,120",837,862,856,"1,598",894,847,"1,256",669,666
2021,9,10,"69,904","13,808","18,248","9,760","4,470","1,908","3,747","2,602","2,527","1,843","1,516","1,450","1,254","1,896",861,998,"1,208",854,954
2021,9,20,"99,074","20,002","24,008","13,601","5,460","2,009","5,018","3,864","3,934","2,108","1,824","1,912","1,532","3,442","2,536","1,899","2,824","1,692","1,409"
2021,9,30,"85,746","17,427","22,916","11,241","4,719","1,820","4,890","2,878","3,179","1,731","1,454","1,535","1,562","2,538","1,647","1,398","2,259","1,306","1,246"
2021,9,40,"112,662","20,680","27,909","16,210","7,470","3,259","6,117","4,662","4,295","2,756","2,346","2,802","2,699","2,937","1,431","1,316","2,196","1,671","1,906"
2021,9,50,"136,369","23,434","30,620","18,549","8,129","3,807","7,425","5,943","6,459","4,530","3,959","4,187","3,762","3,715","2,032","1,817","2,729","2,598","2,674"
2021,9,60,"128,106","19,875","24,456","16,903","7,069","3,814","6,599","5,915","7,781","5,718","4,445","4,885","4,119","3,509","2,216","1,948","3,037","2,848","2,969"
2021,9,70,"59,907","9,028","9,517","8,743","3,594","2,120","2,938","3,103","3,418","2,684","2,160","2,297","1,972","2,035","1,007",861,"1,239","1,490","1,701"
2021,9,80,"26,929","4,441","4,489","3,710","1,450",787,"1,168","1,350","1,656","1,282","1,027","1,035",782,850,512,422,562,673,733
2021,9,90,"2,531",469,434,333,114,50,108,125,158,119,97,67,60,85,53,42,70,77,70
2021,9,100,111,19,9,13,2,9,7,3,3,4,8,4,9,2,4,6,4,3,2
2021,10,총,"774,008","140,204","176,866","105,783","45,756","20,777","40,975","32,272","35,274","23,916","19,669","21,085","18,585","22,552","13,158","11,540","17,392","13,895","14,309"
2021,10,0,"51,988","10,719","14,010","6,664","3,252","1,242","2,870","1,823","1,842","1,116",836,862,855,"1,580",887,842,"1,268",663,657
2021,10,10,"69,806","13,774","18,249","9,749","4,457","1,892","3,748","2,618","2,528","1,847","1,507","1,445","1,256","1,891",858,997,"1,193",852,945
2021,10,20,"99,042","20,039","23,967","13,613","5,457","2,013","5,031","3,860","3,933","2,097","1,821","1,919","1,533","3,438","2,515","1,891","2,813","1,695","1,407"
2021,10,30,"85,789","17,503","22,995","11,236","4,709","1,798","4,896","2,863","3,149","1,723","1,440","1,543","1,545","2,521","1,637","1,399","2,277","1,310","1,245"
2021,10,40,"112,450","20,686","27,860","16,184","7,465","3,254","6,107","4,634","4,299","2,746","2,343","2,778","2,691","2,913","1,425","1,312","2,199","1,670","1,884"
2021,10,50,"136,499","23,504","30,687","18,543","8,144","3,799","7,436","5,956","6,464","4,525","3,960","4,197","3,741","3,706","2,029","1,820","2,726","2,590","2,672"
2021,10,60,"128,852","19,999","24,597","16,981","7,095","3,818","6,661","5,938","7,818","5,779","4,473","4,932","4,155","3,536","2,229","1,948","3,033","2,871","2,989"
2021,10,70,"59,829","8,998","9,540","8,737","3,592","2,120","2,941","3,105","3,412","2,671","2,158","2,300","1,960","2,017",994,857,"1,242","1,487","1,698"
2021,10,80,"27,102","4,491","4,507","3,728","1,468",781,"1,171","1,349","1,673","1,289","1,025","1,037",783,865,525,424,569,676,741
2021,10,90,"2,545",471,445,336,115,51,108,124,153,119,98,68,61,83,55,43,68,78,69
2021,10,100,106,20,9,12,2,9,6,2,3,4,8,4,5,2,4,7,4,3,2
2021,11,총,"774,232","140,341","177,183","105,749","45,735","20,738","41,028","32,175","35,246","23,903","19,631","21,095","18,573","22,493","13,154","11,525","17,424","13,950","14,289"
2021,11,0,"51,809","10,706","13,967","6,641","3,231","1,232","2,871","1,809","1,831","1,112",834,857,839,"1,560",888,837,"1,262",676,656
2021,11,10,"69,694","13,772","18,253","9,731","4,455","1,892","3,740","2,598","2,511","1,838","1,500","1,439","1,250","1,886",854,991,"1,186",857,941
2021,11,20,"98,892","20,020","23,983","13,554","5,471","2,012","5,035","3,824","3,941","2,083","1,809","1,931","1,523","3,411","2,485","1,901","2,814","1,695","1,400"
2021,11,30,"85,840","17,560","23,079","11,238","4,674","1,772","4,903","2,841","3,127","1,728","1,433","1,535","1,544","2,499","1,648","1,382","2,303","1,331","1,243"
2021,11,40,"112,358","20,679","27,901","16,160","7,457","3,258","6,084","4,627","4,277","2,727","2,336","2,776","2,673","2,919","1,416","1,318","2,204","1,676","1,870"
2021,11,50,"136,593","23,522","30,712","18,567","8,157","3,792","7,458","5,959","6,460","4,513","3,957","4,197","3,742","3,702","2,043","1,817","2,728","2,596","2,671"
2021,11,60,"129,401","20,095","24,738","17,034","7,093","3,818","6,709","5,939","7,858","5,825","4,482","4,946","4,179","3,557","2,244","1,953","3,047","2,881","3,003"
2021,11,70,"59,776","8,950","9,576","8,717","3,613","2,113","2,937","3,109","3,399","2,669","2,154","2,306","1,976","2,001",991,854,"1,238","1,482","1,691"
2021,11,80,"27,231","4,547","4,527","3,761","1,469",789,"1,180","1,341","1,683","1,291","1,024","1,032",780,870,525,424,571,675,742
2021,11,90,"2,551",469,439,335,113,54,108,126,156,114,98,73,64,86,56,44,67,79,70
2021,11,100,87,21,8,11,2,6,3,2,3,3,4,3,3,2,4,4,4,2,2
2021,12,총,"774,332","140,584","177,396","105,667","45,795","20,656","41,080","32,043","35,184","23,859","19,626","21,091","18,565","22,453","13,138","11,464","17,461","14,019","14,251"
2021,12,0,"51,606","10,674","13,933","6,617","3,229","1,218","2,850","1,795","1,811","1,115",820,850,835,"1,546",886,823,"1,265",686,653
2021,12,10,"69,604","13,788","18,275","9,692","4,449","1,889","3,758","2,572","2,503","1,797","1,489","1,445","1,240","1,896",863,969,"1,185",858,936
2021,12,20,"98,744","20,039","23,959","13,449","5,520","1,994","5,067","3,747","3,938","2,085","1,818","1,920","1,532","3,389","2,469","1,897","2,821","1,710","1,390"
2021,12,30,"85,867","17,625","23,135","11,218","4,680","1,750","4,919","2,812","3,114","1,709","1,429","1,532","1,528","2,496","1,643","1,373","2,312","1,356","1,236"
2021,12,40,"112,385","20,733","27,972","16,190","7,413","3,244","6,073","4,635","4,261","2,728","2,332","2,775","2,656","2,905","1,410","1,310","2,193","1,687","1,868"
2021,12,50,"136,544","23,571","30,685","18,543","8,191","3,776","7,450","5,951","6,436","4,514","3,950","4,192","3,744","3,695","2,049","1,818","2,732","2,593","2,654"
2021,12,60,"129,786","20,132","24,863","17,084","7,096","3,833","6,729","5,957","7,881","5,832","4,506","4,961","4,195","3,563","2,239","1,948","3,076","2,890","3,001"
2021,12,70,"59,795","8,956","9,570","8,746","3,624","2,103","2,932","3,113","3,401","2,676","2,148","2,301","1,977","1,999",996,854,"1,235","1,474","1,690"
2021,12,80,"27,366","4,576","4,556","3,785","1,476",796,"1,196","1,332","1,676","1,285","1,029","1,040",790,871,523,427,571,684,753
2021,12,90,"2,566",470,441,333,116,53,105,129,161,115,101,73,65,91,56,42,67,80,68
2021,12,100,69,20,7,10,1,0,1,0,2,3,4,2,3,2,4,3,4,1,2
