년도,월,나이,경기도 의정부시,경기도 의정부시 의정부1동,경기도 의정부시 의정부2동,경기도 의정부시 의정부3동,경기도 의정부시 호원1동,경기도 의정부시 호원2동,경기도 의정부시 장암동,경기도 의정부시 신곡1동,경기도 의정부시 신곡2동,경기도 의정부시 송산1동,경기도 의정부시 송산2동,경기도 의정부시 송산3동,경기도 의정부시 자금동,경기도 의정부시 가능동,경기도 의정부시 흥선동,경기도 의정부시 녹양동
2021,7,60,"29,087","2,356","1,979",,"2,475","2,185","1,388","3,000","3,022","2,638","1,523","1,848","1,799","1,942","1,480","1,452"
2021,7,70,"13,734",980,915,,"1,582","1,299",708,"1,331","1,281","1,041",801,786,802,886,641,681
2021,7,80,"5,477",382,365,,594,601,285,492,491,417,368,218,343,352,280,289
2021,7,90,441,29,33,,41,58,18,32,49,27,28,27,29,19,15,36
2021,7,100,14,2,2,,1,1,1,0,0,2,1,1,1,1,1,0
2021,8,총,"228,349","16,538","15,608",,"17,595","16,923","9,714","21,205","23,232","21,276","16,601","22,772","13,270","12,974","9,769","10,872"
2021,8,0,"17,320",605,908,,"1,114","1,200",712,"1,421","1,760","1,852","1,404","3,337",920,753,579,755
2021,8,10,"21,643",803,"1,132",,"1,439","1,714","1,033","1,931","2,629","1,902","2,137","2,655","1,269","1,057",821,"1,121"
2021,8,20,"32,820","3,146","2,643",,"2,267","2,285","1,180","3,121","3,477","3,021","2,415","2,489","1,975","1,859","1,391","1,551"
2021,8,30,"30,721","2,758","2,431",,"2,250","1,951","1,111","2,574","2,759","3,334","1,840","3,759","1,639","1,772","1,262","1,281"
2021,8,40,"37,089","2,453","2,452",,"2,913","2,654","1,665","3,193","3,608","3,469","2,964","4,650","1,985","1,892","1,462","1,729"
2021,8,50,"39,737","3,013","2,742",,"2,897","2,964","1,597","4,089","4,140","3,527","3,108","2,982","2,485","2,424","1,800","1,969"
2021,8,60,"29,292","2,367","1,982",,"2,497","2,191","1,400","3,008","3,044","2,675","1,535","1,863","1,815","1,956","1,502","1,457"
2021,8,70,"13,759",983,922,,"1,580","1,298",710,"1,341","1,268","1,040",804,790,806,885,653,679
2021,8,80,"5,511",381,364,,595,608,286,494,498,425,363,217,347,356,282,295
2021,8,90,443,27,30,,42,57,19,33,49,29,30,29,28,19,16,35
2021,8,100,14,2,2,,1,1,1,0,0,2,1,1,1,1,1,0
2021,9,총,"228,451","16,562","15,611",,"17,578","16,909","9,725","21,183","23,207","21,332","16,603","22,760","13,293","12,999","9,859","10,830"
2021,9,0,"17,220",602,897,,"1,106","1,181",705,"1,418","1,745","1,856","1,392","3,304",921,756,593,744
2021,9,10,"21,600",809,"1,145",,"1,434","1,714","1,026","1,907","2,618","1,896","2,127","2,672","1,273","1,042",822,"1,115"
2021,9,20,"32,778","3,138","2,645",,"2,269","2,278","1,194","3,116","3,458","3,011","2,419","2,481","1,980","1,857","1,395","1,537"
2021,9,30,"30,678","2,771","2,435",,"2,235","1,943","1,104","2,544","2,748","3,339","1,834","3,730","1,656","1,777","1,287","1,275"
2021,9,40,"37,119","2,453","2,443",,"2,895","2,658","1,668","3,200","3,592","3,483","2,968","4,672","1,981","1,901","1,492","1,713"
2021,9,50,"39,826","3,000","2,737",,"2,916","2,964","1,606","4,109","4,150","3,548","3,117","2,988","2,489","2,431","1,807","1,964"
2021,9,60,"29,449","2,383","1,986",,"2,502","2,205","1,402","3,022","3,074","2,693","1,542","1,872","1,812","1,975","1,511","1,470"
2021,9,70,"13,770",990,921,,"1,577","1,297",715,"1,341","1,269","1,048",806,790,805,881,650,680
2021,9,80,"5,542",385,371,,602,608,285,490,503,427,366,221,346,360,284,294
2021,9,90,455,29,29,,41,60,19,36,50,29,31,29,29,18,17,38
2021,9,100,14,2,2,,1,1,1,0,0,2,1,1,1,1,1,0
2021,10,총,"228,574","16,624","15,613",,"17,599","16,920","9,705","21,075","23,180","21,365","16,634","22,802","13,312","13,006","9,909","10,830"
2021,10,0,"17,177",606,897,,"1,112","1,184",701,"1,403","1,735","1,855","1,388","3,297",915,750,602,732
2021,10,10,"21,535",802,"1,139",,"1,421","1,712","1,026","1,887","2,599","1,899","2,120","2,683","1,275","1,031",822,"1,119"
2021,10,20,"32,737","3,136","2,650",,"2,278","2,275","1,180","3,097","3,450","2,988","2,425","2,489","1,980","1,870","1,397","1,522"
2021,10,30,"30,739","2,794","2,432",,"2,232","1,956","1,094","2,537","2,745","3,361","1,846","3,712","1,661","1,778","1,308","1,283"
2021,10,40,"37,073","2,444","2,448",,"2,887","2,654","1,668","3,169","3,582","3,488","2,953","4,683","1,994","1,894","1,497","1,712"
2021,10,50,"39,878","3,015","2,723",,"2,934","2,957","1,608","4,104","4,166","3,557","3,132","2,995","2,473","2,442","1,804","1,968"
2021,10,60,"29,622","2,419","2,006",,"2,511","2,211","1,409","3,008","3,079","2,699","1,558","1,895","1,828","1,985","1,530","1,484"
2021,10,70,"13,777",990,916,,"1,578","1,301",715,"1,344","1,262","1,051",810,795,804,881,649,681
2021,10,80,"5,565",387,369,,604,608,286,491,511,435,369,223,352,355,282,293
2021,10,90,458,29,31,,41,61,17,35,51,30,32,29,29,20,17,36
2021,10,100,13,2,2,,1,1,1,0,0,2,1,1,1,0,1,0
2021,11,총,"228,555","16,655","15,607",,"17,596","16,892","9,714","20,989","23,130","21,374","16,636","22,858","13,341","13,008","9,937","10,818"
2021,11,0,"17,130",609,885,,"1,111","1,187",701,"1,387","1,731","1,849","1,382","3,288",920,748,605,727
2021,11,10,"21,522",804,"1,140",,"1,423","1,694","1,031","1,873","2,588","1,888","2,125","2,700","1,274","1,033",817,"1,132"
2021,11,20,"32,620","3,124","2,643",,"2,286","2,274","1,176","3,063","3,431","2,973","2,421","2,470","2,002","1,856","1,388","1,513"
2021,11,30,"30,748","2,803","2,446",,"2,212","1,951","1,095","2,542","2,739","3,383","1,844","3,706","1,651","1,775","1,328","1,273"
2021,11,40,"37,066","2,455","2,443",,"2,879","2,643","1,664","3,154","3,575","3,479","2,956","4,689","2,002","1,901","1,509","1,717"
2021,11,50,"39,908","3,024","2,716",,"2,938","2,975","1,609","4,069","4,171","3,582","3,129","3,022","2,467","2,431","1,806","1,969"
2021,11,60,"29,757","2,433","2,015",,"2,522","2,196","1,414","3,024","3,079","2,711","1,570","1,925","1,840","2,006","1,536","1,486"
2021,11,70,"13,761",986,922,,"1,576","1,296",718,"1,351","1,254","1,042",805,799,803,883,650,676
2021,11,80,"5,577",387,363,,605,614,290,492,514,436,371,228,350,356,281,290
2021,11,90,458,29,34,,43,61,16,34,48,29,32,30,31,19,17,35
2021,11,100,8,1,0,,1,1,0,0,0,2,1,1,1,0,0,0
2021,12,총,"228,538","16,694","15,612",,"17,572","16,846","9,701","20,917","23,095","21,613","16,578","22,826","13,356","12,993","9,954","10,781"
2021,12,0,"17,090",614,885,,"1,108","1,182",692,"1,377","1,723","1,882","1,375","3,258",924,747,607,716
2021,12,10,"21,464",798,"1,120",,"1,414","1,681","1,028","1,856","2,584","1,916","2,113","2,708","1,263","1,029",823,"1,131"
2021,12,20,"32,580","3,147","2,640",,"2,287","2,260","1,183","3,044","3,417","2,989","2,411","2,455","2,000","1,835","1,405","1,507"
2021,12,30,"30,734","2,821","2,455",,"2,203","1,938","1,088","2,547","2,732","3,426","1,829","3,669","1,658","1,783","1,323","1,262"
2021,12,40,"37,060","2,479","2,451",,"2,862","2,640","1,664","3,127","3,557","3,516","2,935","4,722","1,996","1,900","1,507","1,704"
2021,12,50,"39,952","3,009","2,720",,"2,953","2,971","1,604","4,077","4,170","3,629","3,139","3,019","2,476","2,421","1,802","1,962"
2021,12,60,"29,805","2,432","2,026",,"2,507","2,198","1,412","3,021","3,089","2,729","1,572","1,919","1,841","2,025","1,535","1,499"
2021,12,70,"13,771",980,913,,"1,584","1,297",723,"1,342","1,253","1,056",801,807,808,878,651,678
2021,12,80,"5,615",386,367,,612,616,292,493,523,440,367,239,353,356,284,287
2021,12,90,459,27,35,,41,62,15,33,47,28,35,29,36,19,17,35
2021,12,100,8,1,0,,1,1,0,0,0,2,1,1,1,0,0,0
