년도,월,나이,대구광역시 남구,대구광역시 남구 이천동,대구광역시 남구 봉덕1동,대구광역시 남구 봉덕2동,대구광역시 남구 봉덕3동,대구광역시 남구 대명1동,대구광역시 남구 대명2동,대구광역시 남구 대명3동,대구광역시 남구 대명4동,대구광역시 남구 대명5동,대구광역시 남구 대명6동,대구광역시 남구 대명9동,대구광역시 남구 대명10동,대구광역시 남구 대명11동
2021,10,40,"19,585","1,906","1,308","1,816","2,378","1,526","1,279","1,435","1,314",770,"1,399","2,279","1,152","1,023"
2021,10,50,"24,310","2,002","1,609","2,057","2,892","2,002","1,601","1,891","2,000","1,014","1,550","2,629","1,530","1,533"
2021,10,60,"24,385","1,775","1,576","2,075","2,826","1,945","1,582","2,027","2,114","1,041","1,497","2,486","1,690","1,751"
2021,10,70,"14,879","1,371",980,"1,217","1,631","1,094","1,083","1,281","1,202",631,852,"1,504","1,003","1,030"
2021,10,80,"7,556",779,576,697,914,487,538,571,530,308,430,690,534,502
2021,10,90,973,129,67,98,113,68,54,65,72,40,56,99,58,54
2021,10,100,21,0,1,4,3,1,1,1,2,0,2,2,2,2
2021,11,총,"143,645","12,073","9,174","12,680","16,630","11,373","10,300","10,807","11,106","6,411","9,582","15,731","9,143","8,635"
2021,11,0,"6,386",708,338,935,805,446,360,334,436,211,494,713,310,296
2021,11,10,"8,983","1,023",495,"1,026","1,267",726,562,564,610,350,620,858,448,434
2021,11,20,"19,908","1,213","1,115","1,237","2,014","1,739","1,988","1,509","1,607","1,322","1,461","2,364","1,304","1,035"
2021,11,30,"16,818","1,176","1,102","1,562","1,786","1,346","1,261","1,145","1,226",761,"1,234","2,115","1,117",987
2021,11,40,"19,523","1,898","1,312","1,800","2,383","1,513","1,278","1,423","1,306",762,"1,405","2,272","1,151","1,020"
2021,11,50,"24,214","1,998","1,604","2,057","2,869","1,998","1,596","1,884","1,999","1,001","1,537","2,617","1,525","1,529"
2021,11,60,"24,364","1,781","1,581","2,053","2,830","1,952","1,585","2,020","2,112","1,033","1,486","2,492","1,691","1,748"
2021,11,70,"14,867","1,371",977,"1,212","1,626","1,096","1,072","1,290","1,203",627,853,"1,508","1,001","1,031"
2021,11,80,"7,599",781,586,702,929,491,543,572,535,306,434,687,535,498
2021,11,90,965,124,63,93,118,65,54,66,70,38,56,103,59,56
2021,11,100,18,0,1,3,3,1,1,0,2,0,2,2,2,1
2021,12,총,"143,175","12,062","9,158","12,582","16,654","11,333","10,227","10,794","11,062","6,303","9,581","15,672","9,124","8,623"
2021,12,0,"6,329",702,326,935,813,443,349,329,433,207,486,703,308,295
2021,12,10,"8,943","1,016",495,"1,023","1,270",722,550,561,607,341,618,868,448,424
2021,12,20,"19,735","1,211","1,105","1,215","2,001","1,709","1,961","1,516","1,574","1,303","1,478","2,337","1,279","1,046"
2021,12,30,"16,713","1,163","1,101","1,543","1,787","1,336","1,256","1,134","1,225",743,"1,228","2,092","1,122",983
2021,12,40,"19,414","1,901","1,307","1,789","2,378","1,509","1,259","1,418","1,298",744,"1,386","2,254","1,145","1,026"
2021,12,50,"24,204","1,985","1,608","2,043","2,875","2,011","1,595","1,881","1,998","1,000","1,546","2,623","1,530","1,509"
2021,12,60,"24,316","1,790","1,585","2,033","2,853","1,942","1,588","2,022","2,112","1,002","1,482","2,487","1,676","1,744"
2021,12,70,"14,893","1,380",977,"1,205","1,631","1,107","1,069","1,281","1,206",625,854,"1,504","1,017","1,037"
2021,12,80,"7,636",788,587,702,925,488,547,582,535,299,443,699,537,504
2021,12,90,974,126,66,91,118,65,53,70,72,39,57,103,60,54
2021,12,100,18,0,1,3,3,1,0,0,2,0,3,2,2,1
