년도,월,나이,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2020,9,50,"98,247","43,919","2,233","4,026","3,095","1,348","2,074","3,589","2,654","2,072","3,395","3,550","6,219","2,600","3,142","3,922","54,328","3,972","2,115","3,830","2,767","1,716","7,144","3,563","3,969","2,948","3,441","2,622","1,198","3,858","4,251","2,513","2,474","1,947"
2020,9,60,"69,658","33,903","1,510","3,190","2,645","1,075","1,834","2,967","1,703","1,844","2,840","2,912","4,392","1,873","2,364","2,754","35,755","2,746","1,453","2,878","1,991","1,245","5,151","2,320","2,370","1,460","1,865","1,241",805,"2,829","3,018","1,394","1,604","1,385"
2020,9,70,"31,571","16,410",727,"1,614","1,253",667,974,"1,396",712,863,"1,418","1,384","2,223",844,"1,303","1,032","15,161","1,065",638,"1,186",901,610,"2,427","1,132","1,022",568,783,597,296,"1,011","1,004",686,601,634
2020,9,80,"13,963","6,866",283,608,473,336,479,607,253,336,603,584,927,407,517,453,"7,097",442,229,573,448,346,"1,047",507,507,343,440,307,126,423,414,384,254,307
2020,9,90,"2,129",971,48,81,59,47,52,77,61,49,76,110,128,42,65,76,"1,158",80,45,105,63,52,159,73,60,37,72,50,28,65,77,90,44,58
2020,9,100,178,82,1,10,7,0,5,14,7,5,11,6,7,1,7,1,96,19,10,8,2,1,12,6,3,5,3,2,5,6,8,2,0,4
2020,10,총,"552,154","240,364","12,762","21,860","16,834","7,274","11,000","21,050","15,996","11,035","17,697","19,987","32,657","13,799","15,425","22,988","311,790","21,717","11,147","18,688","17,685","11,188","37,240","19,444","27,506","15,145","24,169","16,898","8,219","20,556","22,107","15,509","13,334","11,238"
2020,10,0,"39,877","15,798",965,"1,220",882,275,502,"1,155","1,811",482,"1,026","1,470","2,231",962,710,"2,107","24,079","1,825",834,985,"1,488",756,"2,195","1,267","2,398","1,391","2,480","1,427",997,"1,475","1,664","1,183",975,739
2020,10,10,"52,825","19,026","1,100","1,533","1,324",494,782,"1,329","1,332",725,"1,296","1,563","2,662","1,357","1,185","2,344","33,799","2,260","1,091","1,435","2,284",732,"3,021","1,461","2,451","1,707","3,795","3,448",751,"1,740","2,108","2,339","1,619","1,557"
2020,10,20,"78,012","34,692","1,957","3,465","2,486","1,079","1,457","3,230","2,042","1,637","2,534","2,617","4,703","1,980","2,163","3,342","43,320","2,943","1,601","2,866","2,137","1,486","5,981","3,032","3,638","2,194","2,620","1,879",954,"3,263","3,269","1,995","1,940","1,522"
2020,10,30,"76,895","33,156","1,886","3,019","2,219",948,"1,399","3,535","2,797","1,510","2,146","2,731","4,268","1,597","1,668","3,433","43,739","2,808","1,423","2,426","2,239","2,346","4,885","3,053","5,877","1,886","3,291","1,254","1,593","3,078","3,004","1,860","1,615","1,101"
2020,10,40,"88,486","35,429","2,031","3,053","2,380","1,015","1,537","3,112","2,619","1,496","2,331","3,039","4,868","2,130","2,295","3,523","53,057","3,537","1,695","2,429","3,358","1,866","5,177","3,009","5,148","2,576","5,376","4,045","1,459","2,872","3,281","3,044","2,187","1,998"
2020,10,50,"98,036","43,775","2,224","4,038","3,082","1,343","2,044","3,596","2,641","2,055","3,370","3,547","6,207","2,599","3,122","3,907","54,261","3,951","2,125","3,805","2,766","1,718","7,129","3,559","3,980","2,953","3,441","2,638","1,206","3,803","4,243","2,516","2,478","1,950"
2020,10,60,"70,052","34,069","1,529","3,203","2,665","1,069","1,799","2,985","1,719","1,869","2,861","2,922","4,418","1,877","2,383","2,770","35,983","2,768","1,457","2,870","2,005","1,268","5,201","2,339","2,406","1,477","1,868","1,252",803,"2,828","3,037","1,413","1,619","1,372"
2020,10,70,"31,631","16,473",741,"1,619","1,264",666,955,"1,408",714,869,"1,436","1,391","2,218",845,"1,307","1,040","15,158","1,077",632,"1,187",893,611,"2,430","1,138","1,025",574,790,591,297,"1,007",998,677,601,630
2020,10,80,"14,020","6,887",280,617,466,340,468,611,255,338,608,589,945,406,517,447,"7,133",447,232,573,450,348,"1,050",505,520,343,430,316,124,420,419,391,257,308
2020,10,90,"2,141",976,48,83,59,45,52,75,59,49,78,111,130,45,68,74,"1,165",82,47,104,63,56,159,74,61,38,75,46,30,64,76,89,43,58
2020,10,100,179,83,1,10,7,0,5,14,7,5,11,7,7,1,7,1,96,19,10,8,2,1,12,7,2,6,3,2,5,6,8,2,0,3
2020,11,총,"551,296","239,947","12,729","21,861","16,835","7,285","10,840","21,085","15,957","11,028","17,711","19,929","32,612","13,736","15,399","22,940","311,349","21,724","11,127","18,528","17,664","11,183","37,168","19,396","27,547","15,113","24,139","16,870","8,238","20,524","22,064","15,484","13,334","11,246"
2020,11,0,"39,570","15,665",934,"1,205",875,273,492,"1,162","1,783",481,"1,033","1,458","2,243",943,705,"2,078","23,905","1,818",823,972,"1,475",746,"2,152","1,255","2,380","1,392","2,465","1,415",992,"1,486","1,653","1,173",964,744
2020,11,10,"52,587","18,949","1,098","1,531","1,323",496,765,"1,331","1,321",715,"1,291","1,554","2,647","1,350","1,184","2,343","33,638","2,245","1,086","1,416","2,269",733,"3,021","1,466","2,444","1,701","3,781","3,441",751,"1,718","2,092","2,321","1,612","1,541"
2020,11,20,"77,982","34,620","1,957","3,459","2,487","1,084","1,454","3,223","2,044","1,633","2,523","2,618","4,693","1,972","2,160","3,313","43,362","2,954","1,610","2,839","2,135","1,502","5,981","3,009","3,642","2,178","2,631","1,898",956,"3,276","3,273","2,005","1,939","1,534"
2020,11,30,"76,611","33,051","1,878","3,016","2,209",947,"1,384","3,532","2,777","1,514","2,153","2,725","4,233","1,572","1,674","3,437","43,560","2,809","1,407","2,408","2,242","2,322","4,859","3,028","5,883","1,883","3,257","1,234","1,605","3,077","2,989","1,848","1,613","1,096"
2020,11,40,"88,167","35,339","2,036","3,068","2,384","1,009","1,516","3,126","2,625","1,489","2,334","3,008","4,846","2,121","2,268","3,509","52,828","3,524","1,697","2,391","3,336","1,874","5,115","2,999","5,134","2,562","5,376","4,040","1,454","2,854","3,278","3,026","2,186","1,982"
2020,11,50,"97,809","43,562","2,212","4,017","3,058","1,342","1,988","3,578","2,638","2,060","3,355","3,540","6,182","2,592","3,101","3,899","54,247","3,928","2,128","3,752","2,771","1,709","7,143","3,564","4,000","2,948","3,446","2,646","1,214","3,785","4,236","2,529","2,487","1,961"
2020,11,60,"70,503","34,305","1,540","3,239","2,685","1,080","1,794","3,007","1,723","1,879","2,894","2,917","4,464","1,891","2,394","2,798","36,198","2,807","1,459","2,872","2,020","1,280","5,233","2,344","2,448","1,493","1,879","1,252",809,"2,838","3,029","1,424","1,621","1,390"
2020,11,70,"31,667","16,468",737,"1,612","1,277",665,930,"1,410",721,869,"1,431","1,397","2,219",844,"1,316","1,040","15,199","1,085",633,"1,183",902,608,"2,450","1,143","1,029",569,794,587,299,998,"1,008",677,608,626
2020,11,80,"14,068","6,926",288,620,469,344,460,630,258,332,610,592,948,404,521,450,"7,142",453,226,583,450,352,"1,041",505,523,343,431,309,123,422,420,392,258,311
2020,11,90,"2,153",979,48,84,61,45,52,72,60,51,76,113,130,46,69,72,"1,174",81,48,104,62,56,161,76,62,38,76,47,30,64,77,88,46,58
2020,11,100,179,83,1,10,7,0,5,14,7,5,11,7,7,1,7,1,96,20,10,8,2,1,12,7,2,6,3,1,5,6,9,1,0,3
2020,12,총,"550,027","239,413","12,728","21,854","16,800","7,275","10,693","21,078","15,903","11,025","17,692","19,898","32,565","13,701","15,375","22,826","310,614","21,658","11,113","18,406","17,615","11,146","37,036","19,377","27,588","15,047","24,106","16,830","8,240","20,383","22,043","15,501","13,287","11,238"
2020,12,0,"39,294","15,560",932,"1,199",853,274,488,"1,155","1,770",479,"1,016","1,459","2,240",931,701,"2,063","23,734","1,804",817,945,"1,445",739,"2,125","1,245","2,371","1,378","2,459","1,397",994,"1,460","1,656","1,178",966,755
2020,12,10,"52,357","18,859","1,096","1,535","1,326",487,742,"1,326","1,310",724,"1,282","1,555","2,637","1,341","1,173","2,325","33,498","2,222","1,079","1,385","2,261",735,"2,977","1,455","2,443","1,689","3,785","3,452",746,"1,712","2,086","2,324","1,610","1,537"
2020,12,20,"77,754","34,502","1,951","3,473","2,481","1,087","1,438","3,226","2,031","1,612","2,509","2,602","4,678","1,981","2,154","3,279","43,252","2,949","1,609","2,833","2,129","1,488","5,959","3,032","3,643","2,163","2,627","1,887",955,"3,256","3,271","2,005","1,916","1,530"
2020,12,30,"76,353","32,954","1,883","2,984","2,186",950,"1,368","3,544","2,770","1,530","2,153","2,717","4,223","1,548","1,675","3,423","43,399","2,807","1,398","2,382","2,223","2,302","4,833","3,021","5,907","1,883","3,244","1,222","1,599","3,035","2,971","1,861","1,616","1,095"
2020,12,40,"87,806","35,184","2,026","3,052","2,370","1,002","1,497","3,126","2,616","1,480","2,333","2,985","4,826","2,120","2,260","3,491","52,622","3,518","1,697","2,360","3,320","1,873","5,085","2,982","5,128","2,546","5,337","4,023","1,456","2,846","3,281","3,022","2,174","1,974"
2020,12,50,"97,513","43,385","2,211","4,012","3,066","1,337","1,950","3,575","2,623","2,046","3,344","3,517","6,156","2,577","3,102","3,869","54,128","3,902","2,129","3,740","2,772","1,695","7,130","3,559","4,012","2,937","3,460","2,643","1,213","3,757","4,227","2,524","2,464","1,964"
2020,12,60,"70,845","34,478","1,550","3,268","2,699","1,075","1,785","3,002","1,726","1,900","2,920","2,951","4,497","1,904","2,392","2,809","36,367","2,815","1,473","2,881","2,037","1,300","5,260","2,360","2,460","1,494","1,896","1,264",819,"2,824","3,036","1,439","1,623","1,386"
2020,12,70,"31,645","16,458",745,"1,607","1,274",668,917,"1,403",732,865,"1,439","1,386","2,223",844,"1,315","1,040","15,187","1,085",628,"1,187",908,606,"2,445","1,137","1,031",570,788,589,299,999,"1,003",673,612,627
2020,12,80,"14,124","6,969",284,627,479,348,452,633,261,336,610,603,949,408,526,453,"7,155",454,225,581,456,350,"1,045",505,526,346,430,306,125,423,430,390,258,305
2020,12,90,"2,157",978,49,87,59,47,51,74,55,48,75,116,129,46,70,72,"1,179",83,48,105,62,56,165,74,65,35,77,46,30,65,74,84,48,62
2020,12,100,179,86,1,10,7,0,5,14,9,5,11,7,7,1,7,2,93,19,10,7,2,2,12,7,2,6,3,1,4,6,8,1,0,3
2021,1,총,"549,730","239,070","12,681","21,841","16,775","7,281","10,663","21,077","15,847","11,023","17,640","19,885","32,519","13,700","15,334","22,804","310,660","21,649","11,080","18,376","17,568","11,136","36,958","19,348","27,568","15,017","24,089","16,807","8,691","20,347","22,046","15,426","13,312","11,242"
2021,1,0,"38,980","15,408",920,"1,178",834,271,487,"1,147","1,757",473,998,"1,449","2,220",929,686,"2,059","23,572","1,797",800,942,"1,424",727,"2,091","1,237","2,352","1,353","2,452","1,381","1,045","1,461","1,646","1,157",959,748
2021,1,10,"52,278","18,775","1,091","1,529","1,323",492,735,"1,313","1,298",721,"1,266","1,527","2,636","1,353","1,162","2,329","33,503","2,213","1,072","1,378","2,257",730,"2,980","1,445","2,434","1,683","3,785","3,461",797,"1,696","2,082","2,319","1,633","1,538"
2021,1,20,"77,416","34,358","1,957","3,464","2,476","1,079","1,425","3,229","2,014","1,598","2,504","2,593","4,658","1,976","2,147","3,238","43,058","2,947","1,609","2,809","2,124","1,490","5,897","2,995","3,644","2,166","2,605","1,878","1,002","3,227","3,249","1,987","1,897","1,532"
2021,1,30,"76,355","32,846","1,865","2,978","2,183",941,"1,364","3,542","2,746","1,538","2,141","2,713","4,192","1,537","1,681","3,425","43,509","2,810","1,389","2,381","2,212","2,315","4,856","3,002","5,888","1,876","3,243","1,222","1,710","3,043","2,993","1,863","1,614","1,092"
2021,1,40,"87,497","35,032","2,002","3,045","2,352",994,"1,479","3,141","2,610","1,466","2,307","2,988","4,814","2,117","2,227","3,490","52,465","3,496","1,679","2,348","3,300","1,855","5,065","2,991","5,115","2,527","5,318","4,007","1,546","2,839","3,248","2,999","2,177","1,955"
2021,1,50,"97,454","43,314","2,209","4,009","3,065","1,352","1,942","3,561","2,620","2,044","3,335","3,502","6,153","2,555","3,099","3,868","54,140","3,894","2,134","3,707","2,775","1,697","7,103","3,547","4,030","2,948","3,482","2,655","1,255","3,738","4,219","2,514","2,473","1,969"
2021,1,60,"71,437","34,752","1,562","3,283","2,725","1,082","1,799","3,018","1,740","1,914","2,937","2,988","4,528","1,942","2,416","2,818","36,685","2,850","1,477","2,917","2,036","1,305","5,288","2,390","2,472","1,505","1,908","1,275",856,"2,848","3,078","1,445","1,636","1,399"
2021,1,70,"31,772","16,510",741,"1,615","1,271",671,918,"1,406",737,876,"1,448","1,395","2,222",845,"1,314","1,051","15,262","1,083",636,"1,194",921,608,"2,452","1,147","1,036",570,784,578,311,"1,005","1,013",673,616,635
2021,1,80,"14,164","6,995",283,639,480,349,456,634,262,339,616,608,958,395,525,451,"7,169",453,227,584,455,349,"1,047",510,531,347,428,305,132,417,434,383,259,308
2021,1,90,"2,193",991,50,90,59,50,53,71,54,48,77,115,131,50,70,73,"1,202",87,47,108,62,58,167,77,64,36,80,44,33,67,76,85,48,63
2021,1,100,184,89,1,11,7,0,5,15,9,6,11,7,7,1,7,2,95,19,10,8,2,2,12,7,2,6,4,1,4,6,8,1,0,3
2021,2,총,"550,939","238,131","12,630","21,765","16,765","7,247","10,602","21,109","15,706","10,999","17,558","19,751","32,427","13,601","15,266","22,705","312,808","21,507","11,021","18,238","17,468","10,989","36,738","19,291","27,227","14,917","23,900","16,717","13,142","20,134","21,904","15,264","13,181","11,170"
2021,2,0,"39,128","15,168",910,"1,146",830,265,477,"1,150","1,719",470,982,"1,418","2,186",922,676,"2,017","23,960","1,765",779,912,"1,414",682,"2,044","1,225","2,270","1,344","2,430","1,393","1,825","1,434","1,615","1,136",945,747
2021,2,10,"52,215","18,634","1,081","1,513","1,310",494,721,"1,320","1,294",711,"1,262","1,506","2,617","1,333","1,147","2,325","33,581","2,192","1,075","1,353","2,228",718,"2,933","1,444","2,405","1,666","3,749","3,419","1,251","1,662","2,058","2,278","1,616","1,534"
2021,2,20,"77,167","34,108","1,939","3,473","2,455","1,077","1,420","3,213","1,987","1,601","2,458","2,554","4,615","1,952","2,141","3,223","43,059","2,914","1,602","2,776","2,107","1,484","5,865","2,959","3,606","2,145","2,552","1,849","1,444","3,194","3,226","1,956","1,872","1,508"
2021,2,30,"76,765","32,632","1,879","2,935","2,193",935,"1,348","3,513","2,709","1,519","2,140","2,678","4,166","1,530","1,678","3,409","44,133","2,767","1,377","2,357","2,199","2,281","4,813","3,006","5,781","1,869","3,214","1,238","2,766","3,009","2,947","1,845","1,596","1,068"
2021,2,40,"87,725","34,868","1,979","3,045","2,332",980,"1,471","3,173","2,587","1,478","2,302","2,953","4,817","2,092","2,191","3,468","52,857","3,480","1,666","2,316","3,271","1,809","5,014","2,989","5,060","2,476","5,303","3,983","2,367","2,812","3,254","2,952","2,157","1,948"
2021,2,50,"97,391","43,134","2,186","3,999","3,079","1,344","1,932","3,575","2,583","2,018","3,307","3,500","6,141","2,551","3,092","3,827","54,257","3,878","2,119","3,698","2,762","1,684","7,048","3,512","4,000","2,941","3,443","2,629","1,750","3,710","4,183","2,500","2,444","1,956"
2021,2,60,"72,021","34,932","1,583","3,293","2,733","1,077","1,801","3,033","1,757","1,927","2,949","3,018","4,547","1,937","2,429","2,848","37,089","2,866","1,480","2,922","2,052","1,316","5,335","2,406","2,477","1,514","1,915","1,282","1,115","2,834","3,096","1,447","1,637","1,395"
2021,2,70,"31,858","16,520",738,"1,617","1,280",676,918,"1,410",741,880,"1,441","1,387","2,226",844,"1,307","1,055","15,338","1,086",638,"1,200",919,601,"2,451","1,149","1,025",570,777,574,419,994,"1,000",681,615,639
2021,2,80,"14,249","7,036",282,643,487,349,457,633,263,340,629,613,967,389,530,454,"7,213",453,228,583,446,351,"1,053",515,539,350,433,306,161,413,441,382,251,308
2021,2,90,"2,231","1,007",52,90,58,50,52,74,57,49,76,117,137,50,68,77,"1,224",87,47,113,68,61,170,79,62,36,80,43,39,66,76,86,48,63
2021,2,100,189,92,1,11,8,0,5,15,9,6,12,7,8,1,7,2,97,19,10,8,2,2,12,7,2,6,4,1,5,6,8,1,0,4
2021,3,총,"551,136","237,879","12,539","21,583","16,593","7,177","10,481","22,566","15,578","10,859","17,485","19,570","32,188","13,495","15,147","22,618","313,257","21,344","10,948","17,881","17,366","10,875","36,486","19,113","26,884","14,798","23,681","16,674","16,284","19,925","21,701","15,173","13,067","11,057"
2021,3,0,"39,186","15,187",899,"1,128",805,258,470,"1,401","1,708",456,968,"1,384","2,144",899,659,"2,008","23,999","1,738",772,878,"1,395",652,"1,994","1,217","2,202","1,338","2,377","1,377","2,239","1,432","1,592","1,127",934,735
2021,3,10,"52,059","18,575","1,068","1,494","1,300",488,721,"1,408","1,280",706,"1,256","1,492","2,603","1,319","1,133","2,307","33,484","2,192","1,064","1,329","2,215",715,"2,903","1,418","2,366","1,638","3,709","3,427","1,473","1,621","2,043","2,252","1,593","1,526"
2021,3,20,"77,206","34,098","1,936","3,479","2,444","1,067","1,400","3,375","1,983","1,588","2,427","2,538","4,590","1,939","2,127","3,205","43,108","2,871","1,608","2,725","2,101","1,484","5,823","2,938","3,587","2,127","2,563","1,836","1,822","3,154","3,201","1,956","1,844","1,468"
2021,3,30,"77,261","32,727","1,862","2,902","2,158",930,"1,335","3,916","2,673","1,488","2,133","2,692","4,091","1,507","1,653","3,387","44,534","2,751","1,361","2,300","2,173","2,254","4,782","2,984","5,720","1,869","3,170","1,239","3,508","3,004","2,928","1,817","1,606","1,068"
2021,3,40,"87,440","34,699","1,957","2,974","2,304",965,"1,457","3,364","2,568","1,448","2,275","2,892","4,804","2,073","2,148","3,470","52,741","3,440","1,653","2,257","3,247","1,797","4,947","2,947","4,964","2,418","5,233","3,970","2,866","2,781","3,218","2,931","2,132","1,940"
2021,3,50,"97,080","42,957","2,172","3,966","3,029","1,321","1,891","3,773","2,557","1,991","3,291","3,452","6,107","2,545","3,085","3,777","54,123","3,847","2,095","3,626","2,732","1,656","6,987","3,466","3,955","2,929","3,428","2,614","2,188","3,657","4,129","2,480","2,412","1,922"
2021,3,60,"72,582","35,084","1,578","3,299","2,734","1,075","1,792","3,173","1,755","1,920","2,954","3,021","4,532","1,934","2,436","2,881","37,498","2,884","1,495","2,902","2,068","1,315","5,373","2,419","2,466","1,513","1,918","1,292","1,443","2,819","3,087","1,464","1,644","1,396"
2021,3,70,"31,803","16,496",740,"1,612","1,282",673,909,"1,430",738,872,"1,452","1,376","2,212",843,"1,299","1,058","15,307","1,082",630,"1,187",924,594,"2,433","1,132","1,018",576,768,570,509,981,989,674,612,628
2021,3,80,"14,254","7,042",276,640,482,354,450,649,258,339,642,609,964,387,539,453,"7,212",455,227,566,441,348,"1,064",512,544,347,435,304,190,409,439,383,240,308
2021,3,90,"2,166",964,50,83,54,46,52,69,53,47,75,114,138,49,63,71,"1,202",81,43,107,68,58,169,77,60,37,78,45,41,66,72,88,50,62
2021,3,100,99,50,1,6,1,0,4,8,5,4,12,0,3,0,5,1,49,3,0,4,2,2,11,3,2,6,2,0,5,1,3,1,0,4
2021,4,총,"551,189","238,231","12,518","21,551","16,534","7,122","10,407","23,772","15,497","10,823","17,414","19,512","32,041","13,466","15,069","22,505","312,958","21,288","10,956","17,501","17,296","10,862","36,351","19,091","26,872","14,749","23,628","16,628","16,937","19,889","21,648","15,176","13,046","11,040"
2021,4,0,"39,104","15,164",902,"1,102",801,256,451,"1,509","1,706",449,954,"1,387","2,115",900,640,"1,992","23,940","1,722",781,843,"1,382",657,"1,982","1,211","2,168","1,337","2,355","1,359","2,336","1,428","1,586","1,132",929,732
2021,4,10,"51,860","18,501","1,066","1,483","1,299",474,710,"1,471","1,281",693,"1,245","1,476","2,568","1,306","1,134","2,295","33,359","2,185","1,057","1,299","2,200",709,"2,868","1,415","2,354","1,639","3,710","3,433","1,508","1,608","2,027","2,234","1,590","1,523"
2021,4,20,"77,171","34,202","1,913","3,491","2,427","1,068","1,399","3,605","1,956","1,578","2,424","2,520","4,582","1,949","2,115","3,175","42,969","2,861","1,595","2,643","2,088","1,485","5,773","2,944","3,618","2,111","2,553","1,826","1,906","3,136","3,196","1,963","1,825","1,446"
2021,4,30,"77,390","32,830","1,864","2,889","2,144",924,"1,317","4,199","2,656","1,490","2,109","2,674","4,063","1,489","1,638","3,374","44,560","2,739","1,374","2,231","2,159","2,244","4,780","2,972","5,681","1,863","3,170","1,222","3,666","3,018","2,929","1,823","1,619","1,070"
2021,4,40,"87,348","34,691","1,960","2,963","2,278",954,"1,444","3,548","2,558","1,448","2,256","2,885","4,759","2,061","2,128","3,449","52,657","3,422","1,650","2,216","3,246","1,787","4,892","2,945","4,955","2,416","5,224","3,968","2,991","2,771","3,210","2,911","2,120","1,933"
2021,4,50,"96,883","42,909","2,163","3,956","3,005","1,295","1,882","3,938","2,532","1,982","3,280","3,440","6,087","2,535","3,067","3,747","53,974","3,852","2,081","3,528","2,716","1,657","6,954","3,453","3,972","2,926","3,407","2,606","2,262","3,632","4,109","2,494","2,404","1,921"
2021,4,60,"73,052","35,303","1,588","3,311","2,756","1,086","1,785","3,286","1,753","1,921","2,957","3,035","4,541","1,953","2,445","2,886","37,749","2,887","1,520","2,905","2,069","1,326","5,420","2,434","2,489","1,502","1,931","1,295","1,498","2,836","3,091","1,469","1,663","1,414"
2021,4,70,"31,808","16,530",735,"1,619","1,285",663,915,"1,471",736,872,"1,452","1,374","2,217",832,"1,301","1,058","15,278","1,083",628,"1,168",929,591,"2,431","1,126","1,027",572,756,567,527,976,983,676,608,630
2021,4,80,"14,289","7,073",277,642,485,355,447,663,262,339,648,607,966,393,534,455,"7,216",454,227,561,437,346,"1,069",513,544,341,439,308,193,414,442,386,238,304
2021,4,90,"2,181",976,49,89,53,47,53,74,52,47,76,114,140,48,62,72,"1,205",80,43,103,68,58,170,75,62,36,81,44,45,68,72,87,50,63
2021,4,100,103,52,1,6,1,0,4,8,5,4,13,0,3,0,5,2,51,3,0,4,2,2,12,3,2,6,2,0,5,2,3,1,0,4
2021,5,총,"550,750","238,331","12,495","21,512","16,552","7,088","10,355","24,253","15,508","10,840","17,386","19,496","31,953","13,432","15,006","22,455","312,419","21,252","10,966","16,817","17,272","10,878","36,215","19,075","26,896","14,718","23,624","16,643","17,394","19,860","21,596","15,142","13,015","11,056"
2021,5,0,"38,944","15,123",890,"1,103",802,255,452,"1,543","1,715",446,943,"1,374","2,112",881,622,"1,985","23,821","1,713",777,815,"1,361",653,"1,945","1,217","2,157","1,321","2,351","1,354","2,397","1,413","1,576","1,116",925,730
2021,5,10,"51,674","18,451","1,067","1,468","1,292",467,701,"1,507","1,270",691,"1,238","1,466","2,559","1,294","1,140","2,291","33,223","2,165","1,057","1,244","2,196",716,"2,852","1,414","2,348","1,636","3,702","3,425","1,530","1,603","1,998","2,216","1,589","1,532"
2021,5,20,"76,924","34,110","1,903","3,468","2,432","1,047","1,389","3,661","1,950","1,576","2,394","2,522","4,562","1,949","2,098","3,159","42,814","2,854","1,596","2,521","2,085","1,484","5,729","2,936","3,631","2,105","2,541","1,833","1,946","3,137","3,204","1,956","1,806","1,450"
2021,5,30,"77,392","32,871","1,859","2,883","2,132",915,"1,305","4,337","2,634","1,498","2,134","2,660","4,051","1,482","1,629","3,352","44,521","2,738","1,385","2,153","2,166","2,238","4,740","2,974","5,647","1,860","3,170","1,224","3,768","3,016","2,927","1,826","1,622","1,067"
2021,5,40,"86,990","34,559","1,949","2,943","2,288",959,"1,445","3,608","2,563","1,434","2,227","2,853","4,727","2,038","2,103","3,422","52,431","3,398","1,641","2,139","3,218","1,784","4,833","2,925","4,977","2,402","5,202","3,965","3,070","2,746","3,198","2,892","2,117","1,924"
2021,5,50,"96,800","42,981","2,168","3,940","3,010","1,293","1,857","4,007","2,547","1,988","3,282","3,481","6,070","2,543","3,044","3,751","53,819","3,836","2,068","3,340","2,717","1,667","6,957","3,453","3,984","2,925","3,421","2,617","2,324","3,630","4,074","2,497","2,388","1,921"
2021,5,60,"73,541","35,561","1,596","3,337","2,765","1,084","1,795","3,354","1,765","1,944","2,986","3,029","4,551","1,970","2,470","2,915","37,980","2,923","1,530","2,816","2,085","1,331","5,476","2,444","2,511","1,509","1,955","1,305","1,550","2,850","3,116","1,483","1,666","1,430"
2021,5,70,"31,831","16,535",736,"1,636","1,280",663,907,"1,478",744,870,"1,450","1,380","2,208",828,"1,299","1,056","15,296","1,082",641,"1,142",931,592,"2,428","1,122","1,020",577,754,569,553,985,977,678,615,630
2021,5,80,"14,367","7,119",277,639,492,357,446,676,264,346,644,618,974,398,535,453,"7,248",458,226,547,442,351,"1,073",510,555,341,443,306,206,409,450,387,239,305
2021,5,90,"2,184",969,49,89,58,48,54,74,52,43,75,113,136,49,60,69,"1,215",82,44,97,69,60,170,77,64,36,83,45,45,69,73,90,48,63
2021,5,100,103,52,1,6,1,0,4,8,4,4,13,0,3,0,6,2,51,3,1,3,2,2,12,3,2,6,2,0,5,2,3,1,0,4
2021,6,총,"549,903","238,391","12,488","21,435","16,557","7,051","10,352","24,612","15,439","10,808","17,435","19,493","31,878","13,413","14,988","22,442","311,512","21,232","10,960","15,774","17,276","10,914","36,169","19,040","26,904","14,697","23,604","16,644","17,656","19,821","21,631","15,168","12,989","11,033"
2021,6,0,"38,772","15,077",877,"1,100",806,245,452,"1,569","1,712",443,945,"1,364","2,095",877,616,"1,976","23,695","1,700",770,757,"1,354",665,"1,929","1,201","2,145","1,311","2,334","1,351","2,423","1,412","1,566","1,131",924,722
2021,6,10,"51,536","18,432","1,061","1,456","1,285",458,706,"1,520","1,274",681,"1,236","1,470","2,548","1,295","1,142","2,300","33,104","2,155","1,055","1,160","2,198",713,"2,838","1,412","2,355","1,630","3,698","3,434","1,552","1,586","1,994","2,206","1,578","1,540"
2021,6,20,"76,723","34,108","1,908","3,442","2,436","1,048","1,396","3,750","1,921","1,579","2,392","2,510","4,547","1,934","2,091","3,154","42,615","2,865","1,583","2,355","2,088","1,484","5,749","2,935","3,621","2,106","2,529","1,819","1,970","3,120","3,198","1,963","1,798","1,432"
2021,6,30,"77,247","32,934","1,859","2,878","2,125",908,"1,295","4,463","2,626","1,491","2,150","2,648","4,056","1,478","1,630","3,327","44,313","2,701","1,389","2,034","2,145","2,243","4,712","2,957","5,653","1,850","3,143","1,222","3,831","3,009","2,928","1,811","1,615","1,070"
2021,6,40,"86,801","34,553","1,941","2,922","2,288",953,"1,442","3,628","2,558","1,422","2,238","2,865","4,715","2,048","2,097","3,436","52,248","3,399","1,633","1,999","3,215","1,784","4,807","2,912","4,951","2,384","5,223","3,963","3,123","2,732","3,205","2,893","2,106","1,919"
