년도,월,나이,서울특별시 강동구,서울특별시 강동구 강일동,서울특별시 강동구 상일동,서울특별시 강동구 명일제1동,서울특별시 강동구 명일제2동,서울특별시 강동구 고덕제1동,서울특별시 강동구 고덕제2동,서울특별시 강동구 암사제1동,서울특별시 강동구 암사제2동,서울특별시 강동구 암사제3동,서울특별시 강동구 천호제1동,서울특별시 강동구 천호제2동,서울특별시 강동구 천호제3동,서울특별시 강동구 성내제1동,서울특별시 강동구 성내제2동,서울특별시 강동구 성내제3동,서울특별시 강동구 길동,서울특별시 강동구 둔촌제1동,서울특별시 강동구 둔촌제2동,서울특별시 강동구 상일제1동,서울특별시 강동구 상일제2동
2021,3,50,"72,317","5,854","5,310","4,037","2,739","3,432","3,275","5,904","2,240","2,665","4,575","5,607","4,220","3,029","3,794","4,001","7,416",18,"4,201",,
2021,3,60,"64,685","5,042","4,620","3,619","2,480","2,773","2,831","5,030","1,955","2,359","4,437","5,076","3,976","2,609","3,707","3,285","7,106",32,"3,748",,
2021,3,70,"30,912","2,619","1,613","1,610",979,"1,089","1,151","2,721","1,080","1,061","2,265","2,686","2,045","1,336","1,868","1,687","3,366",10,"1,726",,
2021,3,80,"10,650","1,066",461,562,330,425,383,906,350,355,741,914,746,448,685,546,"1,113",5,614,,
2021,3,90,"1,831",210,96,109,84,114,79,136,45,66,122,134,89,71,77,81,198,3,117,,
2021,3,100,116,9,2,3,4,29,2,8,2,2,4,2,6,2,10,7,11,1,12,,
2021,4,총,"465,331","41,411","38,242","26,084","17,389","25,242","22,517","34,896","15,341","18,095","27,150","33,624","26,413","20,214","24,016","23,340","46,080",134,"25,143",,
2021,4,0,"35,568","3,902","5,026","2,137","1,137","2,914","2,574","2,150","1,409","1,964","1,397","1,639","1,281","1,558","1,068","1,241","2,457",3,"1,711",,
2021,4,10,"39,122","4,920","3,903","2,462","2,477","3,464","1,978","2,550",996,"1,921","1,743","1,790","1,267","1,737","1,173","1,745","2,914",7,"2,075",,
2021,4,20,"61,776","4,848","3,982","3,194","2,230","2,349","2,388","4,806","1,999","1,961","3,793","4,850","4,288","2,761","3,961","3,684","7,133",17,"3,532",,
2021,4,30,"72,955","5,920","6,010","4,097","1,872","3,308","3,976","5,204","2,881","2,491","4,033","6,110","4,746","3,290","4,289","3,470","7,548",13,"3,697",,
2021,4,40,"75,011","6,745","7,059","4,222","3,045","5,356","3,884","5,494","2,390","3,267","4,015","4,884","3,769","3,363","3,375","3,575","6,822",25,"3,721",,
2021,4,50,"72,165","5,919","5,364","4,038","2,736","3,426","3,251","5,880","2,229","2,650","4,563","5,548","4,197","3,002","3,794","3,986","7,374",18,"4,190",,
2021,4,60,"65,060","5,169","4,693","3,641","2,494","2,774","2,851","5,040","1,951","2,360","4,459","5,074","3,983","2,632","3,712","3,310","7,141",32,"3,744",,
2021,4,70,"31,011","2,677","1,639","1,620",982,"1,084","1,152","2,715","1,086","1,064","2,275","2,681","2,039","1,344","1,856","1,695","3,366",10,"1,726",,
2021,4,80,"10,709","1,085",469,562,329,423,385,910,350,350,749,914,746,455,699,546,"1,115",5,617,,
2021,4,90,"1,838",217,94,108,83,115,76,139,48,65,120,132,91,70,79,81,199,3,118,,
2021,4,100,116,9,3,3,4,29,2,8,2,2,3,2,6,2,10,7,11,1,12,,
2021,5,총,"465,459","41,714","38,536","26,101","17,389","25,155","22,524","34,878","15,311","18,019","27,128","33,451","26,364","20,207","24,006","23,369","46,083",133,"25,091",,
2021,5,0,"35,504","3,918","5,049","2,143","1,140","2,892","2,570","2,134","1,400","1,933","1,390","1,641","1,279","1,551","1,071","1,238","2,441",3,"1,711",,
2021,5,10,"39,108","4,917","3,931","2,463","2,469","3,470","1,982","2,556",993,"1,917","1,751","1,781","1,255","1,733","1,168","1,741","2,893",6,"2,082",,
2021,5,20,"61,585","4,858","3,990","3,193","2,216","2,328","2,381","4,790","1,981","1,953","3,785","4,830","4,279","2,769","3,929","3,673","7,121",17,"3,492",,
2021,5,30,"72,793","5,939","6,021","4,066","1,883","3,261","3,968","5,177","2,867","2,468","4,002","6,085","4,754","3,267","4,309","3,495","7,548",13,"3,670",,
2021,5,40,"75,035","6,784","7,158","4,227","3,043","5,353","3,892","5,460","2,383","3,243","4,013","4,866","3,730","3,353","3,358","3,573","6,840",25,"3,734",,
2021,5,50,"72,130","5,990","5,384","4,065","2,724","3,413","3,244","5,883","2,232","2,649","4,564","5,478","4,190","3,004","3,793","3,985","7,351",18,"4,163",,
2021,5,60,"65,387","5,259","4,762","3,638","2,520","2,786","2,865","5,085","1,963","2,375","4,467","5,046","3,977","2,640","3,708","3,325","7,185",32,"3,754",,
2021,5,70,"31,161","2,721","1,671","1,628",985,"1,087","1,155","2,725","1,094","1,056","2,275","2,665","2,053","1,361","1,874","1,700","3,368",10,"1,733",,
2021,5,80,"10,803","1,101",470,568,322,423,390,921,350,355,756,923,749,458,707,552,"1,131",5,622,,
2021,5,90,"1,836",218,97,107,83,113,75,139,46,68,121,134,92,69,79,81,194,3,117,,
2021,5,100,117,9,3,3,4,29,2,8,2,2,4,2,6,2,10,6,11,1,13,,
2021,6,총,"465,209","41,881","38,683","26,033","17,431","25,070","22,512","34,825","15,338","18,001","27,121","33,299","26,315","20,214","23,961","23,377","46,019",134,"24,995",,
2021,6,0,"35,388","3,906","5,056","2,137","1,142","2,868","2,562","2,108","1,412","1,922","1,387","1,638","1,277","1,549","1,065","1,230","2,421",3,"1,705",,
2021,6,10,"39,098","4,931","3,944","2,463","2,466","3,464","1,992","2,555",993,"1,919","1,744","1,773","1,252","1,714","1,172","1,753","2,879",6,"2,078",,
2021,6,20,"61,387","4,865","3,986","3,161","2,223","2,300","2,368","4,774","1,968","1,954","3,789","4,809","4,259","2,761","3,902","3,654","7,116",17,"3,481",,
2021,6,30,"72,596","5,962","6,029","4,049","1,893","3,228","3,941","5,130","2,871","2,443","3,996","6,054","4,772","3,299","4,286","3,491","7,518",13,"3,621",,
2021,6,40,"75,103","6,799","7,213","4,229","3,060","5,340","3,911","5,485","2,389","3,256","4,000","4,854","3,720","3,342","3,353","3,578","6,817",25,"3,732",,
2021,6,50,"71,889","6,008","5,393","4,027","2,714","3,400","3,219","5,855","2,236","2,636","4,566","5,451","4,155","2,997","3,767","3,983","7,325",18,"4,139",,
2021,6,60,"65,729","5,339","4,805","3,663","2,535","2,801","2,884","5,121","1,970","2,382","4,476","5,012","3,990","2,658","3,733","3,337","7,241",32,"3,750",,
2021,6,70,"31,189","2,730","1,686","1,625",990,"1,092","1,165","2,723","1,089","1,057","2,270","2,653","2,042","1,362","1,892","1,701","3,368",11,"1,733",,
2021,6,80,"10,867","1,106",473,567,320,436,393,923,359,363,765,925,747,460,703,562,"1,136",5,624,,
2021,6,90,"1,844",226,95,109,84,112,75,142,49,67,124,128,94,70,78,82,187,3,119,,
2021,6,100,119,9,3,3,4,29,2,9,2,2,4,2,7,2,10,6,11,1,13,,
2021,7,총,"465,191","32,402",0,"26,045","17,500","25,012","22,561","34,814","15,271","17,942","27,092","33,236","26,245","20,189","23,930","23,343","45,962",134,"24,931","38,791","9,791"
2021,7,0,"35,271","3,047",0,"2,133","1,120","2,846","2,572","2,099","1,394","1,899","1,385","1,641","1,271","1,545","1,063","1,220","2,405",3,"1,707","5,044",877
2021,7,10,"39,075","3,637",0,"2,477","2,477","3,483","1,995","2,547",986,"1,919","1,732","1,763","1,228","1,701","1,163","1,738","2,872",6,"2,060","3,984","1,307"
2021,7,20,"61,344","3,614",0,"3,152","2,250","2,275","2,367","4,793","1,945","1,938","3,758","4,810","4,236","2,756","3,877","3,644","7,116",16,"3,452","3,993","1,352"
2021,7,30,"72,404","4,691",0,"4,013","1,912","3,192","3,933","5,074","2,852","2,410","3,996","6,050","4,762","3,285","4,286","3,489","7,487",14,"3,621","6,015","1,322"
2021,7,40,"75,077","5,301",0,"4,235","3,070","5,344","3,916","5,489","2,377","3,245","3,986","4,836","3,714","3,326","3,354","3,565","6,795",24,"3,724","7,235","1,541"
2021,7,50,"71,895","4,556",0,"4,040","2,719","3,398","3,239","5,876","2,240","2,632","4,553","5,415","4,149","3,004","3,765","3,964","7,316",19,"4,132","5,421","1,457"
2021,7,60,"65,966","4,414",0,"3,674","2,549","2,802","2,893","5,132","1,969","2,405","4,506","5,021","3,995","2,673","3,732","3,346","7,254",32,"3,754","4,835",980
2021,7,70,"31,267","2,144",0,"1,647",996,"1,089","1,173","2,726","1,093","1,058","2,275","2,647","2,050","1,366","1,888","1,709","3,376",11,"1,723","1,690",606
2021,7,80,"10,930",821,0,561,318,440,398,930,363,366,769,925,741,462,715,578,"1,146",5,627,475,290
2021,7,90,"1,842",172,0,110,86,114,73,139,50,67,128,126,91,69,78,84,184,3,117,96,55
2021,7,100,120,5,0,3,3,29,2,9,2,3,4,2,8,2,9,6,11,1,14,3,4
2021,8,총,"464,411","32,360",,"25,881","17,524","24,875","22,499","34,661","15,197","17,920","27,050","33,290","26,194","20,168","23,841","23,329","45,830",134,"24,812","38,905","9,941"
2021,8,0,"35,054","3,020",,"2,120","1,115","2,825","2,560","2,086","1,368","1,871","1,373","1,630","1,272","1,531","1,048","1,211","2,397",3,"1,696","5,059",869
2021,8,10,"38,968","3,618",,"2,442","2,471","3,474","2,002","2,532",986,"1,930","1,733","1,757","1,220","1,692","1,142","1,744","2,850",6,"2,052","4,009","1,308"
2021,8,20,"61,205","3,590",,"3,125","2,269","2,247","2,332","4,766","1,930","1,927","3,739","4,871","4,240","2,789","3,857","3,627","7,068",16,"3,394","3,982","1,436"
2021,8,30,"71,999","4,686",,"3,963","1,920","3,139","3,876","5,011","2,827","2,386","3,966","6,067","4,734","3,255","4,262","3,487","7,441",14,"3,604","6,009","1,352"
2021,8,40,"74,909","5,284",,"4,181","3,056","5,327","3,946","5,456","2,369","3,243","3,989","4,829","3,708","3,300","3,331","3,559","6,776",24,"3,713","7,278","1,540"
2021,8,50,"71,855","4,576",,"4,029","2,731","3,391","3,235","5,865","2,240","2,631","4,527","5,395","4,158","3,031","3,767","3,968","7,294",19,"4,100","5,429","1,469"
2021,8,60,"66,141","4,432",,"3,705","2,550","2,804","2,904","5,133","1,977","2,422","4,541","5,031","3,965","2,673","3,732","3,344","7,275",31,"3,763","4,858","1,001"
2021,8,70,"31,292","2,148",,"1,643","1,001","1,084","1,167","2,728","1,091","1,070","2,264","2,650","2,055","1,359","1,899","1,714","3,374",12,"1,724","1,699",610
2021,8,80,"11,016",828,,558,323,440,400,940,360,370,783,933,743,462,714,586,"1,159",4,637,481,295
2021,8,90,"1,848",173,,111,85,115,75,135,47,66,131,125,91,74,80,82,184,4,115,98,57
2021,8,100,124,5,,4,3,29,2,9,2,4,4,2,8,2,9,7,12,1,14,3,4
2021,9,총,"464,163","32,508",,"25,870","17,494","24,789","22,403","34,615","15,189","17,903","26,961","33,367","26,355","20,091","23,759","23,272","45,722",134,"24,738","38,940","10,053"
2021,9,0,"34,839","3,017",,"2,137","1,107","2,772","2,541","2,064","1,358","1,863","1,347","1,616","1,278","1,511","1,028","1,198","2,373",3,"1,681","5,076",869
2021,9,10,"38,975","3,624",,"2,441","2,472","3,514","1,994","2,541","1,001","1,924","1,728","1,757","1,222","1,687","1,137","1,739","2,830",6,"2,029","4,021","1,308"
2021,9,20,"61,144","3,600",,"3,092","2,260","2,243","2,303","4,754","1,909","1,917","3,722","4,941","4,312","2,773","3,844","3,593","7,035",16,"3,374","3,968","1,488"
2021,9,30,"71,743","4,676",,"3,978","1,906","3,060","3,812","5,001","2,808","2,371","3,941","6,100","4,789","3,239","4,213","3,489","7,381",14,"3,614","5,974","1,377"
2021,9,40,"74,953","5,299",,"4,176","3,073","5,324","3,974","5,454","2,374","3,248","3,983","4,827","3,727","3,266","3,321","3,554","6,767",24,"3,679","7,335","1,548"
2021,9,50,"71,862","4,636",,"4,013","2,712","3,397","3,234","5,857","2,250","2,653","4,515","5,386","4,147","3,039","3,756","3,966","7,288",20,"4,101","5,415","1,477"
2021,9,60,"66,244","4,473",,"3,705","2,548","2,799","2,911","5,139","1,983","2,414","4,527","5,022","3,977","2,674","3,750","3,352","7,286",30,"3,773","4,868","1,013"
2021,9,70,"31,344","2,174",,"1,650","1,010","1,094","1,160","2,708","1,097","1,074","2,271","2,652","2,057","1,359","1,902","1,703","3,390",12,"1,719","1,699",613
2021,9,80,"11,082",834,,562,320,443,398,949,363,369,792,938,747,465,716,587,"1,176",4,638,482,299
2021,9,90,"1,854",170,,112,83,115,74,139,44,66,131,126,91,76,83,84,185,4,116,98,57
2021,9,100,123,5,,4,3,28,2,9,2,4,4,2,8,2,9,7,11,1,14,4,4
2021,10,총,"463,752","32,558",,"25,865","17,569","24,691","22,245","34,532","15,193","17,914","26,851","33,326","26,475","20,031","23,684","23,200","45,669",134,"24,759","38,948","10,108"
2021,10,0,"34,674","3,021",,"2,148","1,108","2,759","2,517","2,031","1,353","1,852","1,337","1,618","1,259","1,502","1,019","1,187","2,366",3,"1,683","5,039",872
2021,10,10,"38,973","3,617",,"2,442","2,497","3,524","1,987","2,525","1,018","1,940","1,710","1,739","1,221","1,688","1,122","1,723","2,822",6,"2,037","4,046","1,309"
2021,10,20,"60,910","3,581",,"3,067","2,263","2,218","2,268","4,754","1,899","1,896","3,675","4,963","4,377","2,744","3,816","3,569","6,996",16,"3,363","3,943","1,502"
2021,10,30,"71,523","4,649",,"3,977","1,920","3,012","3,747","4,966","2,803","2,362","3,941","6,109","4,846","3,204","4,206","3,482","7,353",14,"3,612","5,935","1,385"
2021,10,40,"74,946","5,315",,"4,184","3,095","5,318","3,954","5,413","2,384","3,251","3,945","4,815","3,722","3,276","3,313","3,535","6,787",24,"3,692","7,378","1,545"
2021,10,50,"71,849","4,670",,"4,008","2,718","3,386","3,233","5,882","2,252","2,662","4,502","5,359","4,152","3,025","3,739","3,957","7,272",20,"4,087","5,423","1,502"
2021,10,60,"66,348","4,499",,"3,710","2,551","2,798","2,894","5,141","1,978","2,425","4,536","5,006","3,995","2,680","3,747","3,356","7,308",30,"3,791","4,883","1,020"
2021,10,70,"31,423","2,192",,"1,639","1,010","1,098","1,168","2,716","1,088","1,085","2,283","2,650","2,057","1,364","1,910","1,717","3,393",12,"1,710","1,718",613
2021,10,80,"11,137",841,,571,318,432,403,958,375,370,789,939,745,470,723,583,"1,177",4,653,485,301
2021,10,90,"1,849",168,,115,86,118,72,138,41,67,129,127,93,76,80,84,185,4,117,94,55
2021,10,100,120,5,,4,3,28,2,8,2,4,4,1,8,2,9,7,10,1,14,4,4
2021,11,총,"463,265","32,719",,"25,869","17,523","24,570","22,184","34,475","15,167","17,941","26,780","33,182","26,545","19,955","23,617","23,126","45,698",134,"24,709","38,941","10,130"
2021,11,0,"34,498","3,020",,"2,166","1,104","2,712","2,496","2,005","1,361","1,852","1,316","1,606","1,252","1,501",997,"1,168","2,366",3,"1,675","5,038",860
2021,11,10,"38,911","3,637",,"2,441","2,471","3,533","1,989","2,524","1,022","1,936","1,693","1,727","1,226","1,661","1,126","1,709","2,814",6,"2,041","4,050","1,305"
2021,11,20,"60,711","3,581",,"3,050","2,258","2,217","2,260","4,725","1,861","1,915","3,667","4,915","4,419","2,748","3,790","3,566","6,964",16,"3,343","3,908","1,508"
2021,11,30,"71,327","4,652",,"3,971","1,927","2,946","3,704","4,960","2,813","2,349","3,923","6,085","4,870","3,168","4,201","3,455","7,391",13,"3,614","5,906","1,379"
2021,11,40,"74,925","5,329",,"4,210","3,070","5,305","3,947","5,386","2,387","3,260","3,934","4,796","3,738","3,283","3,287","3,546","6,784",25,"3,669","7,419","1,550"
2021,11,50,"71,856","4,706",,"3,986","2,713","3,374","3,236","5,892","2,253","2,678","4,493","5,340","4,138","3,017","3,755","3,938","7,281",20,"4,099","5,427","1,510"
2021,11,60,"66,446","4,563",,"3,707","2,560","2,797","2,922","5,142","1,967","2,419","4,534","5,001","4,012","2,677","3,731","3,371","7,320",30,"3,779","4,884","1,030"
2021,11,70,"31,427","2,202",,"1,645","1,013","1,099","1,155","2,733","1,077","1,091","2,286","2,637","2,047","1,351","1,914","1,700","3,409",12,"1,709","1,725",622
2021,11,80,"11,217",858,,574,319,443,401,964,381,371,800,948,746,474,726,588,"1,177",4,649,488,306
2021,11,90,"1,831",166,,116,85,116,72,137,43,65,130,126,91,73,81,80,182,4,116,92,56
2021,11,100,116,5,,3,3,28,2,7,2,5,4,1,6,2,9,5,10,1,15,4,4
2021,12,총,"462,664","32,794",,"25,856","17,524","24,301","22,177","34,486","15,197","17,898","26,738","33,154","26,564","19,915","23,534","23,079","45,653",133,"24,661","38,834","10,166"
2021,12,0,"34,321","3,006",,"2,164","1,120","2,663","2,501","1,984","1,346","1,835","1,302","1,604","1,252","1,490",974,"1,176","2,350",3,"1,659","5,035",857
2021,12,10,"38,850","3,651",,"2,439","2,467","3,536","1,989","2,526","1,030","1,942","1,680","1,718","1,214","1,664","1,131","1,688","2,792",6,"2,026","4,047","1,304"
2021,12,20,"60,467","3,574",,"3,017","2,246","2,171","2,238","4,728","1,876","1,914","3,668","4,914","4,435","2,705","3,743","3,546","6,962",16,"3,342","3,863","1,509"
2021,12,30,"71,097","4,627",,"3,965","1,936","2,857","3,683","4,926","2,797","2,322","3,919","6,092","4,901","3,171","4,204","3,433","7,377",13,"3,611","5,875","1,388"
2021,12,40,"74,854","5,353",,"4,207","3,082","5,280","3,946","5,393","2,398","3,254","3,910","4,804","3,733","3,286","3,261","3,545","6,740",24,"3,666","7,421","1,551"
2021,12,50,"71,766","4,719",,"3,988","2,689","3,353","3,216","5,908","2,253","2,672","4,495","5,328","4,136","3,001","3,751","3,930","7,280",20,"4,098","5,409","1,520"
2021,12,60,"66,582","4,612",,"3,728","2,562","2,790","2,963","5,163","1,992","2,420","4,530","4,985","4,000","2,684","3,726","3,373","7,346",29,"3,776","4,863","1,040"
2021,12,70,"31,518","2,211",,"1,655","1,015","1,101","1,162","2,729","1,079","1,092","2,293","2,628","2,045","1,360","1,924","1,707","3,437",13,"1,707","1,734",626
2021,12,80,"11,293",869,,576,317,433,408,976,381,377,806,954,750,481,729,596,"1,178",4,660,487,311
2021,12,90,"1,836",167,,114,87,114,69,146,43,65,131,125,91,71,82,81,182,4,112,96,56
2021,12,100,80,5,,3,3,3,2,7,2,5,4,2,7,2,9,4,9,1,4,4,4
