년도,월,나이,보령시,웅천읍,주포면,오천면,오천면어항출장소,오천면원산도출장소,천북면,청소면,청라면,남포면,주산면,미산면,성주면,주교면,대천1동,대천2동,대천3동,대천4동,대천5동,원산도출장소
2021,8,60,"17,808","1,568",408,514,386,,836,597,913,"1,237",583,445,525,"1,124","2,134","1,014","1,875","1,941","1,447",261
2021,8,70,"11,291","1,042",274,354,184,,581,514,675,856,508,358,361,701,"1,274",649,917,"1,014",845,184
2021,8,80,"6,450",618,129,223,127,,418,376,434,549,385,232,171,432,546,361,443,461,415,130
2021,8,90,942,116,22,37,19,,53,60,58,101,72,41,16,62,68,33,47,61,57,19
2021,8,100,41,0,0,1,1,,1,0,6,10,2,0,1,1,1,1,3,9,4,0
2021,9,총,"98,620","6,074","1,647","2,167","1,628",,"3,464","2,588","3,871","5,129","2,409","1,703","2,184","5,181","14,138","6,847","16,410","15,738","6,327","1,115"
2021,9,0,"5,721",127,32,41,58,,106,54,109,136,35,40,71,169,994,451,"1,538","1,497",236,27
2021,9,10,"8,080",290,93,113,104,,170,98,197,242,85,58,106,318,"1,405",654,"1,930","1,791",363,63
2021,9,20,"9,138",359,178,134,124,,208,149,249,357,108,82,151,447,"1,604",709,"1,962","1,771",482,64
2021,9,30,"8,998",334,83,122,104,,208,128,201,264,94,69,141,367,"1,553",737,"2,143","1,867",524,59
2021,9,40,"13,420",553,156,234,215,,320,201,362,453,179,130,256,645,"2,161","1,065","2,971","2,693",727,99
2021,9,50,"16,603","1,062",268,385,304,,560,407,654,913,354,244,383,907,"2,391","1,149","2,572","2,627","1,214",209
2021,9,60,"17,868","1,568",410,523,386,,838,596,920,"1,241",590,446,526,"1,130","2,139","1,020","1,878","1,943","1,454",260
2021,9,70,"11,316","1,044",274,353,188,,583,514,681,856,503,358,359,705,"1,263",661,924,"1,018",846,186
2021,9,80,"6,473",618,131,224,125,,411,381,434,551,387,234,174,428,558,366,442,460,420,129
2021,9,90,962,119,22,37,19,,59,60,58,106,72,42,16,64,69,34,47,62,57,19
2021,9,100,41,0,0,1,1,,1,0,6,10,2,0,1,1,1,1,3,9,4,0
2021,10,총,"98,535","6,065","1,644","2,158","1,621",,"3,444","2,588","3,860","5,137","2,399","1,705","2,181","5,176","14,162","6,804","16,421","15,730","6,327","1,113"
2021,10,0,"5,683",128,33,39,56,,101,57,106,138,33,40,70,164,"1,002",429,"1,533","1,493",234,27
2021,10,10,"8,065",289,89,113,103,,168,100,197,245,86,59,104,318,"1,401",651,"1,930","1,787",365,60
2021,10,20,"9,116",355,174,136,124,,207,143,247,357,104,84,152,447,"1,616",706,"1,957","1,755",487,65
2021,10,30,"8,961",332,85,117,104,,204,128,198,266,93,67,138,362,"1,565",727,"2,124","1,871",519,61
2021,10,40,"13,380",553,153,231,214,,314,205,357,451,173,132,251,643,"2,151","1,053","2,980","2,692",728,99
2021,10,50,"16,629","1,060",269,388,302,,558,406,647,918,356,244,386,912,"2,400","1,151","2,576","2,638","1,209",209
2021,10,60,"17,874","1,572",411,524,387,,839,596,927,"1,242",588,444,525,"1,119","2,138","1,019","1,894","1,940","1,454",255
2021,10,70,"11,333","1,035",273,353,188,,588,513,682,852,507,358,360,716,"1,262",663,931,"1,014",849,189
2021,10,80,"6,493",621,134,220,121,,408,382,433,553,384,235,177,431,556,369,447,468,423,131
2021,10,90,961,120,23,36,21,,56,58,60,105,73,42,17,63,70,35,46,63,56,17
2021,10,100,40,0,0,1,1,,1,0,6,10,2,0,1,1,1,1,3,9,3,0
2021,11,총,"98,438","6,031","1,647","2,166","1,613",,"3,438","2,591","3,861","5,136","2,403","1,693","2,171","5,160","14,129","6,780","16,410","15,777","6,317","1,115"
2021,11,0,"5,646",124,34,40,55,,99,57,106,137,31,35,70,154,987,424,"1,538","1,496",232,27
2021,11,10,"8,043",285,86,112,101,,165,100,192,249,88,60,104,314,"1,394",652,"1,936","1,781",364,60
2021,11,20,"9,091",351,174,139,124,,210,140,252,351,104,82,148,448,"1,622",690,"1,945","1,768",479,64
2021,11,30,"8,933",336,88,119,101,,203,132,196,263,92,65,140,355,"1,549",728,"2,101","1,888",514,63
2021,11,40,"13,333",541,151,232,211,,317,203,360,448,172,127,249,636,"2,132","1,052","2,991","2,687",725,99
2021,11,50,"16,656","1,053",271,387,300,,556,404,646,917,362,245,383,920,"2,414","1,143","2,574","2,659","1,213",209
2021,11,60,"17,881","1,562",410,529,388,,838,598,927,"1,248",587,443,522,"1,119","2,140","1,027","1,892","1,935","1,460",256
2021,11,70,"11,330","1,028",275,352,188,,590,514,681,855,507,356,360,718,"1,256",657,936,"1,018",848,191
2021,11,80,"6,522",631,135,220,123,,399,381,436,551,385,239,178,433,565,370,447,481,422,126
2021,11,90,972,120,23,35,21,,60,62,60,107,74,41,16,62,69,36,47,62,57,20
2021,11,100,31,0,0,1,1,,1,0,5,10,1,0,1,1,1,1,3,2,3,0
2021,12,총,"98,408","6,018","1,632","2,149","1,602",,"3,423","2,593","3,851","5,101","2,398","1,702","2,148","5,160","14,048","6,721","16,196","16,276","6,277","1,113"
2021,12,0,"5,616",123,34,38,53,,101,56,104,137,30,35,68,154,977,421,"1,516","1,511",232,26
2021,12,10,"8,043",285,85,110,100,,165,100,191,247,85,63,101,317,"1,388",651,"1,915","1,818",361,61
2021,12,20,"9,094",348,172,135,119,,205,144,252,352,106,82,146,446,"1,616",681,"1,897","1,857",470,66
2021,12,30,"8,848",338,82,118,96,,197,130,193,258,89,65,132,345,"1,536",719,"2,051","1,934",505,60
2021,12,40,"13,356",536,152,227,210,,319,201,357,446,169,128,253,638,"2,117","1,048","2,988","2,742",725,100
2021,12,50,"16,641","1,048",271,383,301,,551,403,637,915,361,247,375,928,"2,408","1,134","2,527","2,739","1,206",207
2021,12,60,"17,910","1,559",405,530,387,,837,601,935,"1,238",591,445,519,"1,114","2,122","1,003","1,880","2,038","1,450",256
2021,12,70,"11,320","1,025",270,348,190,,585,514,677,856,506,355,358,716,"1,240",654,930,"1,061",845,190
2021,12,80,"6,568",632,137,223,124,,402,380,441,541,384,239,179,438,572,372,445,508,424,127
2021,12,90,987,124,24,36,21,,60,64,59,105,76,43,16,63,71,37,45,66,57,20
2021,12,100,25,0,0,1,1,,1,0,5,6,1,0,1,1,1,1,2,2,2,0
