년도,월,나이,부산광역시 사하구,부산광역시 사하구 괴정제1동,부산광역시 사하구 괴정제2동,부산광역시 사하구 괴정제3동,부산광역시 사하구 괴정제4동,부산광역시 사하구 당리동,부산광역시 사하구 하단제1동,부산광역시 사하구 하단제2동,부산광역시 사하구 신평제1동,부산광역시 사하구 신평제2동,부산광역시 사하구 장림제1동,부산광역시 사하구 장림제2동,부산광역시 사하구 다대제1동,부산광역시 사하구 다대제2동,부산광역시 사하구 구평동,부산광역시 사하구 감천제1동,부산광역시 사하구 감천제2동
2021,5,90,"1,330",133,65,66,59,111,77,73,73,56,22,74,169,158,44,92,58
2021,5,100,41,3,3,0,2,3,2,4,2,0,2,3,3,5,1,3,5
2021,6,총,"307,559","19,738","14,081","12,631","12,405","26,716","21,521","25,333","17,199","15,806","10,880","27,670","39,242","27,750","11,564","18,914","6,109"
2021,6,0,"19,017","1,045",845,501,725,"1,591","1,164","1,373","1,097","1,040",919,"1,868","2,900","1,649","1,271",899,130
2021,6,10,"24,773","1,551","1,088",754,947,"2,252","1,662","1,997","1,103","1,309",952,"2,407","3,909","2,374",837,"1,389",242
2021,6,20,"39,020","2,272","1,532","1,451","1,477","3,400","3,522","5,151","1,876","2,081","1,067","3,467","4,461","3,299","1,270","2,158",536
2021,6,30,"35,656","2,193","1,469","1,471","1,311","2,953","2,813","3,151","2,089","2,119","1,421","3,596","4,209","2,665","1,988","1,787",421
2021,6,40,"45,178","2,672","2,154","1,621","1,796","3,818","2,957","3,485","2,519","2,405","1,949","4,411","6,385","3,962","1,791","2,536",717
2021,6,50,"53,609","3,375","2,256","2,126","2,049","4,687","3,597","4,048","3,121","2,857","1,752","4,841","7,084","5,271","1,841","3,553","1,151"
2021,6,60,"52,507","3,535","2,606","2,582","2,314","4,753","3,459","3,646","3,125","2,550","1,617","4,443","6,019","5,052","1,634","3,847","1,325"
2021,6,70,"26,442","2,062","1,533","1,488","1,262","2,306","1,628","1,764","1,617","1,026",892,"1,967","2,923","2,295",688,"1,952","1,039"
2021,6,80,"9,983",895,531,570,462,842,639,641,577,363,288,592,"1,180","1,021",200,697,485
2021,6,90,"1,334",135,64,67,60,111,78,73,73,56,21,75,169,158,43,93,58
2021,6,100,40,3,3,0,2,3,2,4,2,0,2,3,3,4,1,3,5
2021,7,총,"306,866","19,665","14,106","12,574","12,368","26,635","21,514","25,321","17,140","15,798","10,846","27,591","39,159","27,638","11,580","18,861","6,070"
2021,7,0,"18,873","1,034",843,499,718,"1,577","1,166","1,379","1,095","1,031",908,"1,838","2,874","1,625","1,278",879,129
2021,7,10,"24,680","1,546","1,097",746,945,"2,231","1,665","1,978","1,101","1,309",948,"2,401","3,888","2,371",835,"1,380",239
2021,7,20,"38,791","2,241","1,532","1,443","1,476","3,368","3,492","5,146","1,855","2,074","1,063","3,451","4,449","3,258","1,272","2,142",529
2021,7,30,"35,452","2,181","1,467","1,455","1,297","2,931","2,810","3,157","2,081","2,097","1,416","3,553","4,190","2,646","1,984","1,770",417
2021,7,40,"45,075","2,661","2,159","1,606","1,792","3,822","2,954","3,477","2,497","2,409","1,948","4,410","6,352","3,952","1,797","2,532",707
2021,7,50,"53,390","3,362","2,262","2,113","2,046","4,653","3,593","4,033","3,110","2,855","1,738","4,807","7,078","5,236","1,827","3,535","1,142"
2021,7,60,"52,692","3,539","2,619","2,584","2,313","4,772","3,473","3,665","3,127","2,577","1,615","4,480","6,045","5,058","1,642","3,863","1,320"
2021,7,70,"26,508","2,064","1,520","1,490","1,261","2,322","1,638","1,773","1,610","1,028",895,"1,975","2,926","2,311",699,"1,961","1,035"
2021,7,80,"10,043",902,537,574,461,845,641,637,588,362,292,598,"1,188","1,026",202,700,490
2021,7,90,"1,323",132,67,64,57,111,80,72,74,56,21,75,166,151,43,96,58
2021,7,100,39,3,3,0,2,3,2,4,2,0,2,3,3,4,1,3,4
2021,8,총,"306,885","19,653","14,077","12,540","12,338","26,609","21,473","25,322","17,078","15,772","10,850","27,454","39,077","27,508","12,358","18,742","6,034"
2021,8,0,"18,786","1,027",836,491,715,"1,564","1,152","1,379","1,072","1,027",906,"1,800","2,839","1,618","1,356",880,124
2021,8,10,"24,665","1,551","1,101",743,941,"2,235","1,657","1,969","1,109","1,305",948,"2,387","3,887","2,337",900,"1,360",235
2021,8,20,"38,701","2,223","1,532","1,431","1,463","3,336","3,494","5,146","1,840","2,067","1,069","3,427","4,444","3,217","1,376","2,113",523
2021,8,30,"35,347","2,176","1,453","1,454","1,289","2,919","2,792","3,164","2,057","2,078","1,414","3,479","4,139","2,606","2,183","1,739",405
2021,8,40,"45,001","2,661","2,147","1,592","1,781","3,802","2,944","3,471","2,481","2,392","1,942","4,390","6,323","3,937","1,929","2,510",699
2021,8,50,"53,383","3,358","2,250","2,106","2,037","4,671","3,586","4,022","3,103","2,869","1,744","4,791","7,068","5,218","1,932","3,493","1,135"
2021,8,60,"52,879","3,547","2,618","2,600","2,324","4,785","3,474","3,675","3,125","2,584","1,607","4,493","6,060","5,072","1,716","3,872","1,327"
2021,8,70,"26,631","2,069","1,531","1,481","1,264","2,334","1,635","1,777","1,618","1,032",901,"1,998","2,953","2,314",718,"1,975","1,031"
2021,8,80,"10,120",906,541,576,463,849,654,642,597,360,295,610,"1,195","1,035",202,704,491
2021,8,90,"1,332",132,65,66,59,112,83,73,74,58,22,76,165,150,44,93,60
2021,8,100,40,3,3,0,2,2,2,4,2,0,2,3,4,4,2,3,4
2021,9,총,"306,843","19,626","14,049","12,548","12,330","26,588","21,464","25,370","17,038","15,759","10,827","27,440","38,974","27,446","12,711","18,666","6,007"
2021,9,0,"18,649","1,018",814,486,712,"1,554","1,145","1,367","1,061","1,018",888,"1,791","2,818","1,615","1,368",873,121
2021,9,10,"24,673","1,548","1,106",748,934,"2,236","1,637","1,984","1,109","1,301",951,"2,391","3,874","2,333",931,"1,355",235
2021,9,20,"38,656","2,213","1,535","1,420","1,462","3,328","3,506","5,172","1,837","2,062","1,065","3,413","4,406","3,205","1,430","2,087",515
2021,9,30,"35,268","2,155","1,451","1,455","1,292","2,905","2,784","3,169","2,039","2,082","1,397","3,468","4,120","2,571","2,259","1,721",400
2021,9,40,"44,932","2,659","2,136","1,598","1,788","3,777","2,935","3,475","2,486","2,367","1,943","4,381","6,309","3,896","1,988","2,495",699
2021,9,50,"53,367","3,352","2,233","2,096","2,027","4,684","3,590","4,032","3,091","2,881","1,748","4,796","7,019","5,219","1,992","3,480","1,127"
2021,9,60,"53,017","3,563","2,621","2,612","2,328","4,791","3,484","3,666","3,124","2,587","1,610","4,496","6,096","5,083","1,761","3,869","1,326"
2021,9,70,"26,698","2,081","1,538","1,480","1,255","2,344","1,642","1,788","1,612","1,042",904,"2,011","2,956","2,316",730,"1,978","1,021"
2021,9,80,"10,200",906,546,586,473,849,658,640,606,357,296,615,"1,204","1,053",205,711,495
2021,9,90,"1,340",127,66,67,57,118,81,73,70,62,23,75,168,150,45,94,64
2021,9,100,43,4,3,0,2,2,2,4,3,0,2,3,4,5,2,3,4
2021,10,총,"306,605","19,635","14,045","12,513","12,271","26,580","21,497","25,382","17,015","15,751","10,774","27,363","38,927","27,379","12,872","18,627","5,974"
2021,10,0,"18,519","1,008",809,489,713,"1,534","1,139","1,367","1,061","1,013",869,"1,765","2,792","1,602","1,378",860,120
2021,10,10,"24,613","1,550","1,104",740,931,"2,233","1,633","1,968","1,099","1,298",946,"2,392","3,868","2,318",945,"1,353",235
2021,10,20,"38,508","2,215","1,531","1,410","1,434","3,328","3,504","5,150","1,819","2,050","1,059","3,383","4,410","3,195","1,442","2,066",512
2021,10,30,"35,209","2,154","1,446","1,439","1,311","2,882","2,803","3,186","2,035","2,078","1,381","3,454","4,074","2,557","2,297","1,716",396
2021,10,40,"44,869","2,646","2,131","1,589","1,768","3,764","2,936","3,473","2,478","2,375","1,939","4,358","6,304","3,900","2,022","2,488",698
2021,10,50,"53,320","3,348","2,242","2,091","2,016","4,690","3,593","4,036","3,081","2,871","1,741","4,799","7,026","5,187","2,010","3,471","1,118"
2021,10,60,"53,136","3,569","2,621","2,616","2,323","4,815","3,496","3,676","3,140","2,594","1,605","4,504","6,111","5,097","1,776","3,884","1,309"
2021,10,70,"26,798","2,105","1,545","1,483","1,248","2,348","1,654","1,805","1,615","1,047",909,"2,010","2,961","2,319",747,"1,977","1,025"
2021,10,80,"10,254",909,548,588,467,865,659,644,612,362,300,623,"1,206","1,054",210,714,493
2021,10,90,"1,338",128,66,68,58,119,78,73,72,63,23,72,171,145,43,96,63
2021,10,100,41,3,2,0,2,2,2,4,3,0,2,3,4,5,2,2,5
2021,11,총,"306,421","19,557","14,046","12,497","12,297","26,580","21,516","25,381","16,976","15,763","10,748","27,357","38,898","27,345","12,887","18,624","5,949"
2021,11,0,"18,447",993,808,494,717,"1,518","1,134","1,358","1,049","1,012",867,"1,761","2,777","1,595","1,391",848,125
2021,11,10,"24,568","1,548","1,104",732,942,"2,239","1,626","1,952","1,106","1,294",940,"2,383","3,859","2,311",940,"1,365",227
2021,11,20,"38,363","2,196","1,535","1,397","1,427","3,313","3,508","5,140","1,804","2,043","1,044","3,375","4,395","3,176","1,436","2,063",511
2021,11,30,"35,126","2,141","1,429","1,442","1,306","2,877","2,814","3,195","2,009","2,076","1,367","3,443","4,076","2,544","2,305","1,709",393
2021,11,40,"44,792","2,626","2,127","1,585","1,778","3,779","2,931","3,471","2,481","2,372","1,934","4,357","6,277","3,884","2,027","2,478",685
2021,11,50,"53,302","3,356","2,242","2,078","2,015","4,671","3,589","4,048","3,076","2,873","1,748","4,796","7,033","5,187","2,008","3,467","1,115"
2021,11,60,"53,248","3,544","2,625","2,625","2,335","4,820","3,518","3,687","3,148","2,611","1,606","4,520","6,126","5,106","1,778","3,896","1,303"
2021,11,70,"26,889","2,117","1,551","1,482","1,239","2,371","1,655","1,796","1,620","1,055",913,"2,021","2,971","2,344",749,"1,982","1,023"
2021,11,80,"10,308",903,557,593,477,873,660,656,613,364,304,626,"1,207","1,048",209,719,499
2021,11,90,"1,344",129,66,69,59,118,79,73,67,63,25,74,177,145,42,95,63
2021,11,100,34,4,2,0,2,1,2,5,3,0,0,1,0,5,2,2,5
2021,12,총,"306,003","19,535","14,022","12,474","12,258","26,557","21,531","25,356","16,925","15,747","10,720","27,335","38,840","27,296","12,900","18,576","5,931"
2021,12,0,"18,330",992,809,497,709,"1,508","1,134","1,344","1,040","1,005",851,"1,752","2,754","1,591","1,387",836,121
2021,12,10,"24,510","1,542","1,093",730,945,"2,247","1,624","1,958","1,105","1,296",936,"2,371","3,847","2,303",940,"1,351",222
2021,12,20,"38,220","2,197","1,538","1,390","1,408","3,302","3,502","5,125","1,782","2,047","1,045","3,365","4,372","3,146","1,441","2,050",510
2021,12,30,"34,919","2,126","1,413","1,437","1,301","2,833","2,813","3,184","1,998","2,074","1,349","3,431","4,051","2,506","2,315","1,701",387
2021,12,40,"44,747","2,635","2,121","1,583","1,775","3,795","2,935","3,478","2,467","2,355","1,943","4,344","6,247","3,897","2,021","2,473",678
2021,12,50,"53,211","3,340","2,244","2,085","2,008","4,650","3,589","4,032","3,075","2,868","1,744","4,800","7,026","5,162","2,007","3,462","1,119"
2021,12,60,"53,340","3,554","2,629","2,613","2,325","4,838","3,530","3,688","3,145","2,617","1,614","4,535","6,152","5,131","1,779","3,893","1,297"
2021,12,70,"26,964","2,106","1,546","1,480","1,244","2,381","1,661","1,797","1,629","1,060",909,"2,032","2,990","2,359",754,"1,988","1,028"
2021,12,80,"10,369",907,560,589,482,878,661,667,616,365,306,628,"1,222","1,051",211,725,501
2021,12,90,"1,367",132,69,70,59,124,80,79,66,60,23,76,179,146,43,96,65
2021,12,100,26,4,0,0,2,1,2,4,2,0,0,1,0,4,2,1,3
