년도,월,나이,인천광역시 미추홀구,인천광역시 미추홀구 숭의2동,인천광역시 미추홀구 숭의1.3동,인천광역시 미추홀구 숭의4동,인천광역시 미추홀구 용현1.4동,인천광역시 미추홀구 용현2동,인천광역시 미추홀구 용현3동,인천광역시 미추홀구 용현5동,인천광역시 미추홀구 학익1동,인천광역시 미추홀구 학익2동,인천광역시 미추홀구 도화1동,인천광역시 미추홀구 도화2.3동,인천광역시 미추홀구 주안1동,인천광역시 미추홀구 주안2동,인천광역시 미추홀구 주안3동,인천광역시 미추홀구 주안4동,인천광역시 미추홀구 주안5동,인천광역시 미추홀구 주안6동,인천광역시 미추홀구 주안7동,인천광역시 미추홀구 주안8동,인천광역시 미추홀구 관교동,인천광역시 미추홀구 문학동
2021,3,80,"8,296",365,333,422,419,357,270,735,522,458,468,514,245,448,232,414,433,393,355,423,297,193
2021,3,90,"1,519",60,78,60,90,73,37,126,87,86,80,96,51,84,29,78,81,84,63,63,63,50
2021,3,100,61,4,4,1,1,9,5,3,4,2,3,6,1,1,4,0,2,3,2,2,2,2
2021,4,총,"200,504","7,270","7,190","8,270","7,911","8,913","3,507","24,140","15,452","9,532","11,594","15,993","9,812","8,149","4,379","6,949","8,626","11,115","6,561","10,885","7,806","6,450"
2021,4,0,"13,080",537,528,521,301,619,138,"1,967","1,062",548,746,"1,544",584,436,211,280,405,938,293,602,456,364
2021,4,10,"15,307",454,421,596,465,598,178,"2,363","1,601",839,800,"1,235",441,497,318,448,576,872,431,957,644,573
2021,4,20,"26,886",902,"1,089","1,030","1,444","1,325",329,"3,399","1,889","1,097","1,605","1,911","2,144",930,552,763,"1,157","1,394",707,"1,334",994,891
2021,4,30,"25,662",991,"1,140",999,723,"1,295",348,"3,156","1,533",999,"1,656","2,677","1,870",953,427,686,"1,046","1,638",613,"1,168",930,814
2021,4,40,"29,797",995,917,"1,216",877,"1,246",389,"4,099","2,731","1,455","1,654","2,419","1,336","1,063",630,849,"1,172","1,796",943,"1,641","1,132","1,237"
2021,4,50,"33,133","1,186","1,140","1,323","1,249","1,362",570,"3,962","2,752","1,692","1,887","2,398","1,530","1,358",729,"1,111","1,523","1,634","1,187","2,046","1,428","1,066"
2021,4,60,"29,668","1,084",966,"1,293","1,350","1,246",752,"2,838","2,111","1,479","1,674","2,093","1,116","1,508",732,"1,420","1,417","1,585","1,220","1,720","1,257",807
2021,4,70,"17,036",687,573,807,995,785,494,"1,483","1,151",873,"1,019","1,088",495,875,513,894,811,781,744,927,591,450
2021,4,80,"8,348",365,337,421,421,356,269,740,526,466,468,525,243,445,231,420,434,391,358,423,308,201
2021,4,90,"1,523",65,75,62,85,72,35,130,92,81,82,96,52,83,32,78,83,83,63,65,64,45
2021,4,100,64,4,4,2,1,9,5,3,4,3,3,7,1,1,4,0,2,3,2,2,2,2
2021,5,총,"200,672","7,287","7,152","8,269","7,913","8,925","3,507","24,152","15,472","9,502","11,602","16,087","9,796","8,208","4,402","6,920","8,630","11,132","6,556","10,879","7,795","6,486"
2021,5,0,"13,067",541,525,521,298,616,133,"1,958","1,056",553,746,"1,560",581,450,215,272,402,939,286,592,452,371
2021,5,10,"15,273",454,421,599,456,595,175,"2,369","1,601",829,789,"1,224",437,508,310,442,577,880,432,953,646,576
2021,5,20,"26,879",908,"1,087","1,019","1,454","1,313",343,"3,401","1,904","1,082","1,605","1,917","2,129",931,557,763,"1,149","1,396",700,"1,343",990,888
2021,5,30,"25,666",991,"1,131","1,007",727,"1,311",343,"3,160","1,532","1,004","1,642","2,684","1,868",972,435,667,"1,044","1,643",608,"1,163",920,814
2021,5,40,"29,757",988,915,"1,215",873,"1,246",388,"4,097","2,716","1,446","1,666","2,455","1,332","1,066",636,827,"1,173","1,790",932,"1,631","1,131","1,234"
2021,5,50,"33,153","1,186","1,140","1,327","1,246","1,363",567,"3,956","2,754","1,687","1,897","2,409","1,524","1,359",716,"1,133","1,517","1,637","1,201","2,041","1,416","1,077"
2021,5,60,"29,847","1,088",956,"1,293","1,360","1,254",754,"2,846","2,136","1,483","1,680","2,114","1,133","1,516",753,"1,418","1,432","1,582","1,225","1,739","1,267",818
2021,5,70,"17,032",695,567,803,980,791,491,"1,489","1,143",867,"1,011","1,093",494,877,511,899,815,786,748,923,597,452
2021,5,80,"8,402",366,335,419,432,357,271,744,532,465,483,524,245,445,232,418,437,393,359,430,310,205
2021,5,90,"1,533",66,71,64,86,70,37,130,94,83,80,100,52,83,33,81,82,83,63,62,64,49
2021,5,100,63,4,4,2,1,9,5,2,4,3,3,7,1,1,4,0,2,3,2,2,2,2
2021,6,총,"200,876","7,262","7,108","8,273","7,924","8,903","3,503","24,088","15,857","9,452","11,619","16,174","9,801","8,229","4,389","6,904","8,613","11,127","6,501","10,879","7,792","6,478"
2021,6,0,"13,046",528,518,526,297,613,134,"1,940","1,094",551,734,"1,577",571,451,220,276,401,930,278,589,448,370
2021,6,10,"15,281",447,420,592,454,596,169,"2,360","1,646",824,788,"1,239",437,505,301,433,578,886,429,952,653,572
2021,6,20,"26,884",915,"1,083","1,022","1,439","1,304",343,"3,389","1,940","1,075","1,611","1,924","2,140",946,554,774,"1,150","1,386",684,"1,336",983,886
2021,6,30,"25,663",985,"1,117",992,740,"1,308",337,"3,124","1,608",995,"1,653","2,694","1,870",969,434,657,"1,036","1,646",598,"1,171",915,814
2021,6,40,"29,793",983,922,"1,222",870,"1,252",392,"4,094","2,792","1,439","1,675","2,452","1,335","1,077",628,819,"1,154","1,786",909,"1,624","1,134","1,234"
2021,6,50,"33,130","1,169","1,136","1,327","1,254","1,348",565,"3,951","2,813","1,676","1,891","2,419","1,511","1,360",722,"1,130","1,519","1,631","1,192","2,026","1,418","1,072"
2021,6,60,"30,009","1,096",951,"1,307","1,368","1,256",760,"2,854","2,176","1,476","1,690","2,138","1,143","1,518",752,"1,413","1,441","1,596","1,238","1,746","1,268",822
2021,6,70,"17,024",699,559,793,976,790,488,"1,492","1,147",859,"1,010","1,095",493,877,511,905,809,789,749,932,601,450
2021,6,80,"8,461",371,329,425,439,356,273,752,545,471,486,529,248,446,230,416,439,390,362,439,307,208
2021,6,90,"1,520",65,69,65,85,71,36,130,92,83,78,100,52,79,33,81,84,84,60,62,63,48
2021,6,100,65,4,4,2,2,9,6,2,4,3,3,7,1,1,4,0,2,3,2,2,2,2
2021,7,총,"200,840","7,250","7,051","8,252","7,912","8,881","3,486","24,049","16,099","9,397","11,611","16,173","9,791","8,262","4,361","6,864","8,672","11,085","6,493","10,845","7,794","6,512"
2021,7,0,"12,974",521,513,523,293,605,134,"1,936","1,118",545,724,"1,575",566,449,215,275,401,910,268,590,441,372
2021,7,10,"15,284",453,410,591,448,604,164,"2,354","1,683",809,782,"1,240",438,510,299,429,584,892,429,944,653,568
2021,7,20,"26,856",912,"1,077","1,013","1,445","1,290",347,"3,389","1,974","1,062","1,601","1,912","2,114",941,546,770,"1,181","1,384",684,"1,334",984,896
2021,7,30,"25,593",976,"1,128",995,735,"1,309",332,"3,071","1,644",981,"1,654","2,678","1,874",976,428,654,"1,051","1,629",594,"1,151",910,823
2021,7,40,"29,772",983,923,"1,218",865,"1,248",385,"4,118","2,820","1,425","1,672","2,448","1,338","1,085",615,809,"1,154","1,786",901,"1,608","1,138","1,233"
2021,7,50,"33,098","1,161","1,116","1,317","1,252","1,349",563,"3,937","2,859","1,665","1,898","2,426","1,515","1,360",721,"1,119","1,508","1,619","1,193","2,028","1,402","1,090"
2021,7,60,"30,174","1,104",938,"1,312","1,366","1,252",760,"2,870","2,199","1,485","1,699","2,156","1,156","1,531",755,"1,414","1,458","1,608","1,248","1,753","1,284",826
2021,7,70,"16,999",702,543,792,978,785,484,"1,493","1,149",863,"1,015","1,095",488,876,511,899,813,783,754,929,605,442
2021,7,80,"8,505",372,333,419,442,359,274,751,552,476,488,535,248,454,233,416,439,385,361,442,313,213
2021,7,90,"1,519",62,66,70,86,71,37,129,97,82,75,101,53,79,34,79,80,86,59,64,62,47
2021,7,100,66,4,4,2,2,9,6,1,4,4,3,7,1,1,4,0,3,3,2,2,2,2
2021,8,총,"201,454","7,257","7,010","8,216","7,907","8,906","3,506","24,042","16,120","9,356","11,592","16,153","9,769","8,284","4,348","6,802","9,587","11,043","6,470","10,788","7,779","6,519"
2021,8,0,"12,929",517,519,513,292,598,130,"1,916","1,118",536,726,"1,564",558,445,209,269,473,899,264,578,439,366
2021,8,10,"15,338",450,406,590,445,615,162,"2,355","1,676",803,775,"1,248",437,518,303,431,655,890,424,932,654,569
2021,8,20,"26,919",904,"1,078","1,003","1,443","1,285",367,"3,370","1,970","1,044","1,605","1,916","2,114",951,542,755,"1,313","1,378",680,"1,322",979,900
2021,8,30,"25,656",981,"1,125",997,717,"1,310",335,"3,077","1,661",977,"1,644","2,641","1,855",976,427,650,"1,241","1,613",589,"1,144",892,804
2021,8,40,"29,851",985,920,"1,208",865,"1,254",380,"4,112","2,797","1,412","1,664","2,468","1,344","1,086",607,800,"1,301","1,779",901,"1,590","1,134","1,244"
2021,8,50,"33,200","1,156","1,106","1,313","1,253","1,356",566,"3,948","2,862","1,666","1,906","2,412","1,503","1,359",727,"1,100","1,652","1,613","1,180","2,029","1,394","1,099"
2021,8,60,"30,382","1,113",927,"1,313","1,383","1,253",763,"2,879","2,221","1,493","1,707","2,162","1,165","1,538",756,"1,412","1,549","1,615","1,250","1,753","1,302",828
2021,8,70,"17,027",704,532,788,977,788,487,"1,500","1,156",867,997,"1,091",492,871,507,884,862,780,761,930,601,452
2021,8,80,"8,552",377,326,419,443,366,271,752,558,472,491,544,248,457,233,421,455,389,360,442,318,210
2021,8,90,"1,534",65,67,70,87,72,39,133,97,82,75,100,52,82,34,80,82,84,59,66,64,44
2021,8,100,66,5,4,2,2,9,6,0,4,4,2,7,1,1,3,0,4,3,2,2,2,3
2021,9,총,"201,724","7,218","6,958","8,198","7,954","8,938","3,571","24,058","16,130","9,337","11,593","16,147","9,729","8,257","4,354","6,774","9,968","11,041","6,440","10,777","7,758","6,524"
2021,9,0,"12,878",514,513,508,289,602,130,"1,902","1,115",524,723,"1,564",549,447,214,263,513,899,253,570,428,358
2021,9,10,"15,336",445,406,587,445,617,163,"2,364","1,669",796,781,"1,241",434,523,304,422,670,886,421,932,655,575
2021,9,20,"26,948",896,"1,066","1,003","1,465","1,279",396,"3,376","1,972","1,048","1,605","1,896","2,104",938,541,761,"1,367","1,372",678,"1,313",973,899
2021,9,30,"25,644",971,"1,113",995,725,"1,320",355,"3,076","1,657",965,"1,638","2,631","1,844",973,426,644,"1,307","1,604",576,"1,143",890,791
2021,9,40,"29,861",975,923,"1,203",868,"1,256",388,"4,096","2,806","1,404","1,659","2,478","1,330","1,080",610,793,"1,362","1,788",904,"1,576","1,120","1,242"
2021,9,50,"33,269","1,161","1,096","1,313","1,256","1,360",566,"3,953","2,865","1,672","1,910","2,403","1,511","1,346",727,"1,094","1,715","1,604","1,176","2,030","1,399","1,112"
2021,9,60,"30,548","1,102",918,"1,310","1,400","1,264",765,"2,896","2,230","1,492","1,719","2,182","1,165","1,540",752,"1,419","1,608","1,620","1,251","1,771","1,307",837
2021,9,70,"16,996",703,528,787,968,784,490,"1,507","1,157",871,988,"1,089",486,866,504,879,869,784,755,929,600,452
2021,9,80,"8,616",382,324,424,447,373,273,751,556,478,494,553,251,458,239,416,468,396,361,442,321,209
2021,9,90,"1,559",63,67,66,89,74,39,137,99,83,74,103,54,85,34,83,85,85,63,68,62,46
2021,9,100,69,6,4,2,2,9,6,0,4,4,2,7,1,1,3,0,4,3,2,3,3,3
2021,10,총,"201,891","7,248","6,928","8,217","7,946","8,918","3,579","24,043","16,138","9,316","11,641","16,159","9,703","8,286","4,327","6,747","10,184","11,021","6,426","10,771","7,737","6,556"
2021,10,0,"12,841",517,498,504,284,606,133,"1,883","1,118",520,737,"1,561",535,447,209,260,532,897,251,566,425,358
2021,10,10,"15,276",446,408,585,431,621,159,"2,372","1,661",789,777,"1,235",434,526,304,422,659,890,416,917,642,582
2021,10,20,"26,985",900,"1,072","1,006","1,482","1,262",400,"3,366","1,975","1,048","1,603","1,892","2,087",957,544,759,"1,399","1,378",678,"1,308",962,907
2021,10,30,"25,673",978,"1,103",998,719,"1,313",368,"3,062","1,652",961,"1,653","2,635","1,845",965,422,647,"1,353","1,601",569,"1,139",893,797
2021,10,40,"29,843",979,917,"1,211",866,"1,260",381,"4,098","2,804","1,388","1,658","2,476","1,334","1,092",601,789,"1,386","1,786",897,"1,572","1,115","1,233"
2021,10,50,"33,300","1,163","1,094","1,318","1,247","1,354",576,"3,941","2,861","1,672","1,913","2,408","1,512","1,353",717,"1,092","1,746","1,598","1,176","2,036","1,399","1,124"
2021,10,60,"30,652","1,103",910,"1,319","1,410","1,266",753,"2,914","2,248","1,495","1,735","2,184","1,169","1,529",751,"1,401","1,649","1,618","1,258","1,781","1,317",842
2021,10,70,"17,007",703,524,783,970,789,496,"1,516","1,156",875,987,"1,096",479,871,502,872,886,773,751,929,597,452
2021,10,80,"8,691",387,332,425,446,370,271,754,558,484,502,559,254,465,238,420,479,394,364,452,325,212
2021,10,90,"1,565",67,66,67,89,76,38,137,101,80,74,106,54,80,36,84,91,83,64,67,59,46
2021,10,100,58,5,4,1,2,1,4,0,4,4,2,7,0,1,3,1,4,3,2,4,3,3
2021,11,총,"202,001","7,271","6,935","8,205","7,947","8,907","3,583","24,041","16,129","9,311","11,634","16,195","9,724","8,323","4,310","6,748","10,260","11,004","6,422","10,753","7,718","6,581"
2021,11,0,"12,792",517,498,498,294,605,131,"1,882","1,099",510,733,"1,559",545,448,206,259,531,886,248,554,426,363
2021,11,10,"15,258",450,407,586,428,614,156,"2,373","1,659",794,777,"1,234",433,528,297,419,660,891,414,921,636,581
2021,11,20,"26,944",898,"1,070","1,002","1,476","1,261",410,"3,343","1,974","1,035","1,591","1,899","2,082",972,547,755,"1,405","1,372",675,"1,309",959,909
2021,11,30,"25,683",993,"1,115",998,706,"1,308",366,"3,061","1,650",967,"1,642","2,623","1,860",961,412,648,"1,371","1,610",566,"1,129",877,820
2021,11,40,"29,876",982,919,"1,218",870,"1,262",378,"4,110","2,805","1,382","1,645","2,487","1,335","1,107",600,785,"1,400","1,774",907,"1,567","1,117","1,226"
2021,11,50,"33,340","1,155","1,104","1,311","1,246","1,352",576,"3,939","2,866","1,679","1,935","2,417","1,514","1,356",710,"1,098","1,765","1,597","1,165","2,034","1,391","1,130"
2021,11,60,"30,734","1,102",901,"1,321","1,409","1,271",754,"2,925","2,254","1,500","1,741","2,204","1,178","1,531",758,"1,398","1,649","1,615","1,268","1,789","1,325",841
2021,11,70,"17,005",711,519,779,971,790,496,"1,510","1,157",868,993,"1,095",470,873,503,876,900,784,745,918,597,450
2021,11,80,"8,744",392,333,426,456,365,274,762,560,489,504,563,253,467,239,422,478,387,369,462,327,216
2021,11,90,"1,574",67,65,65,89,79,39,135,103,83,71,107,54,79,35,87,97,85,63,67,60,44
2021,11,100,51,4,4,1,2,0,3,1,2,4,2,7,0,1,3,1,4,3,2,3,3,1
2021,12,총,"202,181","7,302","6,955","8,172","7,940","8,942","3,591","24,044","16,110","9,309","11,660","16,231","9,749","8,325","4,303","6,708","10,316","11,010","6,430","10,755","7,736","6,593"
2021,12,0,"12,773",525,500,495,290,613,129,"1,869","1,094",505,739,"1,567",548,447,198,259,531,875,247,559,425,358
2021,12,10,"15,229",458,406,591,429,610,153,"2,367","1,655",787,776,"1,239",428,519,296,414,666,894,410,913,637,581
2021,12,20,"26,976",898,"1,071","1,002","1,482","1,271",411,"3,327","1,966","1,048","1,600","1,877","2,104",977,553,743,"1,423","1,371",675,"1,307",968,902
2021,12,30,"25,745",995,"1,131",987,703,"1,315",364,"3,061","1,657",962,"1,637","2,644","1,868",964,414,649,"1,381","1,609",567,"1,141",871,825
2021,12,40,"29,837",997,916,"1,207",863,"1,260",383,"4,113","2,793","1,360","1,646","2,493","1,334","1,100",593,779,"1,414","1,776",902,"1,559","1,119","1,230"
2021,12,50,"33,355","1,147","1,108","1,298","1,247","1,342",579,"3,954","2,864","1,702","1,942","2,422","1,501","1,360",708,"1,090","1,774","1,599","1,166","2,021","1,391","1,140"
2021,12,60,"30,820","1,109",901,"1,320","1,408","1,283",755,"2,936","2,258","1,499","1,746","2,224","1,184","1,533",750,"1,396","1,650","1,616","1,276","1,800","1,333",843
2021,12,70,"17,006",707,520,779,973,798,497,"1,509","1,159",875,988,"1,088",468,871,510,868,904,781,744,915,604,448
2021,12,80,"8,809",396,334,425,453,372,277,774,558,484,513,561,260,471,243,419,476,399,379,471,325,219
2021,12,90,"1,584",66,66,67,91,78,40,133,103,83,71,113,53,82,35,90,92,87,62,66,60,46
2021,12,100,47,4,2,1,1,0,3,1,3,4,2,3,1,1,3,1,5,3,2,3,3,1
