년도,월,나이,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2021,2,10,"28,259","1,462","1,125","2,895","1,359",840,"1,687","2,656",571,"1,571",800,830,848,"1,075","1,120",476,"1,437",847,991,"1,500","2,287","1,882"
2021,2,20,"108,453","4,699","1,845","3,957","7,411","5,458","11,209","5,444","4,427","5,763","3,934","6,452","4,381","5,722","5,770","8,347","1,725","4,042","6,113","2,836","4,807","4,111"
2021,2,30,"86,427","4,061","2,562","3,895","6,015","3,527","6,823","5,334","2,991","4,941","3,664","4,573","3,237","4,702","3,933","5,626","1,866","3,275","4,764","2,622","4,281","3,735"
2021,2,40,"68,019","3,394","2,504","5,034","3,679","2,024","4,039","5,270","1,752","3,567","2,306","2,752","2,293","3,246","2,958","2,499","2,956","2,264","3,557","3,318","4,692","3,915"
2021,2,50,"68,073","3,419","2,329","4,805","3,477","1,645","3,940","4,884","1,830","3,502","2,542","2,805","2,441","3,153","3,232","1,772","2,574","2,401","3,210","4,197","5,017","4,898"
2021,2,60,"59,613","3,306","1,983","3,916","3,194","1,360","3,340","4,344","1,707","2,946","2,268","2,536","2,267","2,796","2,619","1,473","2,152","2,216","2,316","4,128","4,658","4,088"
2021,2,70,"37,254","2,164","1,233","2,515","2,104",963,"2,172","2,766","1,135","1,849","1,312","1,542","1,572","1,595","1,643",935,"1,293","1,242","1,354","2,669","2,659","2,537"
2021,2,80,"13,420",735,546,952,693,361,725,977,448,659,407,559,568,581,581,316,475,496,528,"1,056",849,908
2021,2,90,"1,794",100,76,147,97,43,99,120,49,79,62,56,81,82,72,42,62,62,65,179,113,108
2021,2,100,324,9,24,30,18,11,18,17,10,10,3,10,15,20,16,17,13,8,12,29,19,15
2021,3,총,"490,352","24,383","15,333","29,848","29,086","16,902","35,200","33,664","15,192","25,970","18,166","22,648","18,100","23,497","22,596","21,805","15,540","17,360","23,639","23,079","31,040","27,304"
2021,3,0,"21,474","1,162","1,237","1,993","1,152",664,"1,250","2,056",407,"1,114",955,654,574,787,782,349,"1,187",642,685,864,"1,713","1,247"
2021,3,10,"28,243","1,469","1,131","2,874","1,367",869,"1,702","2,640",573,"1,548",808,832,851,"1,058","1,119",497,"1,421",833,996,"1,501","2,291","1,863"
2021,3,20,"108,851","4,709","1,837","3,919","7,473","5,519","11,346","5,504","4,477","5,815","3,929","6,388","4,399","5,709","5,787","8,365","1,739","4,035","6,185","2,792","4,818","4,106"
2021,3,30,"85,950","4,024","2,555","3,890","5,957","3,507","6,771","5,292","2,957","4,950","3,628","4,578","3,204","4,657","3,923","5,627","1,847","3,225","4,770","2,630","4,272","3,686"
2021,3,40,"67,362","3,365","2,485","4,990","3,652","1,997","4,005","5,197","1,726","3,522","2,277","2,745","2,265","3,212","2,920","2,481","2,926","2,260","3,545","3,248","4,656","3,888"
2021,3,50,"67,516","3,375","2,302","4,773","3,454","1,648","3,880","4,858","1,798","3,502","2,528","2,789","2,416","3,108","3,192","1,762","2,542","2,391","3,206","4,136","4,995","4,861"
2021,3,60,"59,281","3,301","1,966","3,890","3,174","1,353","3,319","4,305","1,684","2,945","2,264","2,536","2,229","2,762","2,615","1,467","2,112","2,185","2,331","4,084","4,652","4,107"
2021,3,70,"36,688","2,139","1,204","2,455","2,073",945,"2,140","2,737","1,103","1,840","1,306","1,519","1,527","1,550","1,621",915,"1,258","1,240","1,328","2,609","2,653","2,526"
2021,3,80,"13,258",734,545,939,691,361,702,963,425,655,408,549,560,571,572,303,454,490,530,"1,041",860,905
2021,3,90,"1,625",100,68,120,86,35,83,107,38,76,62,53,71,77,61,33,50,56,62,167,113,107
2021,3,100,104,5,3,5,7,4,2,5,4,3,1,5,4,6,4,6,4,3,1,7,17,8
2021,4,총,"489,464","24,360","15,271","29,742","29,027","16,861","35,219","33,547","15,184","25,948","18,141","22,592","18,067","23,428","22,634","21,799","15,508","17,293","23,638","23,032","30,935","27,238"
2021,4,0,"21,264","1,165","1,222","1,974","1,133",659,"1,252","2,027",400,"1,104",955,653,559,776,775,344,"1,180",632,674,859,"1,700","1,221"
2021,4,10,"28,135","1,458","1,128","2,863","1,373",870,"1,685","2,641",564,"1,542",807,826,850,"1,053","1,102",505,"1,414",827,998,"1,496","2,272","1,861"
2021,4,20,"108,707","4,710","1,842","3,897","7,450","5,480","11,378","5,474","4,470","5,818","3,909","6,341","4,415","5,672","5,833","8,358","1,741","4,027","6,166","2,797","4,814","4,115"
2021,4,30,"85,746","4,031","2,533","3,884","5,951","3,494","6,780","5,235","2,979","4,941","3,607","4,573","3,197","4,650","3,930","5,634","1,829","3,214","4,795","2,593","4,245","3,651"
2021,4,40,"67,213","3,361","2,481","4,941","3,631","2,004","4,012","5,191","1,725","3,526","2,288","2,743","2,242","3,220","2,892","2,470","2,930","2,245","3,542","3,226","4,657","3,886"
2021,4,50,"67,363","3,363","2,292","4,760","3,448","1,651","3,871","4,850","1,796","3,484","2,535","2,778","2,413","3,095","3,206","1,766","2,551","2,384","3,204","4,137","4,949","4,830"
2021,4,60,"59,325","3,304","1,952","3,895","3,190","1,354","3,310","4,317","1,682","2,953","2,263","2,551","2,233","2,753","2,620","1,461","2,101","2,183","2,338","4,105","4,637","4,123"
2021,4,70,"36,629","2,128","1,199","2,457","2,066",948,"2,138","2,736","1,101","1,845","1,304","1,513","1,524","1,553","1,626",917,"1,245","1,228","1,317","2,597","2,665","2,522"
2021,4,80,"13,357",733,552,944,696,362,708,967,424,658,412,555,559,574,583,304,463,495,541,"1,048",864,915
2021,4,90,"1,622",102,67,123,82,35,83,104,39,74,60,54,71,76,63,34,50,55,62,167,115,106
2021,4,100,103,5,3,4,7,4,2,5,4,3,1,5,4,6,4,6,4,3,1,7,17,8
2021,5,총,"489,160","24,346","15,250","29,683","29,077","16,851","35,266","33,488","15,192","25,920","18,128","22,569","18,068","23,403","22,620","21,826","15,490","17,284","23,672","22,952","30,869","27,206"
2021,5,0,"21,166","1,145","1,226","1,962","1,119",641,"1,250","2,016",398,"1,101",952,660,545,782,776,343,"1,175",623,689,854,"1,694","1,215"
2021,5,10,"28,005","1,460","1,135","2,848","1,372",858,"1,670","2,642",558,"1,534",797,821,852,"1,036","1,094",501,"1,417",831,989,"1,485","2,246","1,859"
2021,5,20,"108,777","4,730","1,831","3,898","7,528","5,495","11,413","5,466","4,468","5,820","3,931","6,340","4,414","5,647","5,835","8,366","1,742","4,017","6,149","2,763","4,804","4,120"
2021,5,30,"85,737","4,034","2,534","3,859","5,939","3,511","6,814","5,201","2,994","4,940","3,592","4,550","3,195","4,666","3,932","5,652","1,810","3,208","4,822","2,591","4,258","3,635"
2021,5,40,"66,881","3,331","2,454","4,914","3,632","1,993","4,011","5,149","1,702","3,508","2,284","2,740","2,232","3,197","2,881","2,461","2,920","2,257","3,539","3,199","4,609","3,868"
2021,5,50,"67,334","3,367","2,298","4,772","3,435","1,649","3,866","4,869","1,807","3,458","2,537","2,770","2,420","3,096","3,176","1,779","2,555","2,378","3,216","4,129","4,940","4,817"
2021,5,60,"59,441","3,317","1,944","3,898","3,194","1,355","3,318","4,321","1,679","2,972","2,255","2,544","2,256","2,759","2,647","1,460","2,105","2,186","2,341","4,111","4,650","4,129"
2021,5,70,"36,615","2,109","1,200","2,448","2,058",948,"2,126","2,733","1,107","1,856","1,310","1,530","1,511","1,558","1,623",918,"1,244","1,229","1,319","2,597","2,658","2,533"
2021,5,80,"13,476",744,558,960,709,363,712,981,436,653,412,554,570,582,588,305,465,495,545,"1,051",879,914
2021,5,90,"1,624",103,67,118,85,34,84,105,39,75,57,55,69,74,64,36,53,57,62,165,114,108
2021,5,100,104,6,3,6,6,4,2,5,4,3,1,5,4,6,4,5,4,3,1,7,17,8
2021,6,총,"488,800","24,373","15,247","29,623","29,057","16,891","35,353","33,454","15,193","25,873","18,162","22,537","18,065","23,350","22,627","21,868","15,462","17,239","23,635","22,847","30,847","27,097"
2021,6,0,"21,044","1,145","1,228","1,944","1,119",634,"1,249","2,006",394,"1,084",951,659,539,779,757,346,"1,168",621,681,845,"1,690","1,205"
2021,6,10,"27,873","1,448","1,123","2,849","1,349",846,"1,658","2,646",560,"1,536",794,813,850,"1,033","1,081",504,"1,412",829,983,"1,470","2,245","1,844"
2021,6,20,"108,741","4,740","1,826","3,873","7,543","5,529","11,446","5,448","4,474","5,822","3,943","6,327","4,432","5,637","5,863","8,368","1,740","3,995","6,100","2,735","4,798","4,102"
2021,6,30,"85,734","4,051","2,535","3,830","5,957","3,514","6,874","5,180","2,993","4,939","3,604","4,548","3,181","4,642","3,953","5,680","1,804","3,182","4,845","2,569","4,236","3,617"
2021,6,40,"66,796","3,347","2,443","4,919","3,616","1,994","3,999","5,150","1,710","3,502","2,292","2,750","2,221","3,186","2,870","2,452","2,913","2,266","3,532","3,181","4,615","3,838"
2021,6,50,"67,131","3,353","2,298","4,772","3,426","1,653","3,851","4,863","1,795","3,452","2,534","2,739","2,413","3,094","3,188","1,786","2,550","2,373","3,209","4,097","4,908","4,777"
2021,6,60,"59,620","3,321","1,959","3,897","3,194","1,367","3,325","4,341","1,683","2,963","2,260","2,551","2,272","2,758","2,648","1,472","2,113","2,179","2,357","4,134","4,675","4,151"
2021,6,70,"36,573","2,116","1,198","2,451","2,056",948,"2,142","2,722","1,102","1,842","1,307","1,526","1,502","1,563","1,621",913,"1,239","1,229","1,319","2,591","2,663","2,523"
2021,6,80,"13,561",745,566,965,709,367,718,986,440,657,419,565,582,580,580,308,466,504,544,"1,053",884,923
2021,6,90,"1,621",101,68,117,82,35,89,107,38,73,56,54,69,72,62,34,53,58,64,165,115,109
2021,6,100,106,6,3,6,6,4,2,5,4,3,2,5,4,6,4,5,4,3,1,7,18,8
2021,7,총,"488,525","24,362","15,296","29,537","29,047","16,881","35,357","33,370","15,200","25,866","18,177","22,583","17,978","23,356","22,611","21,979","15,436","17,255","23,589","22,745","30,816","27,084"
2021,7,0,"20,855","1,139","1,224","1,926","1,115",621,"1,222","1,973",391,"1,075",953,651,531,773,757,342,"1,151",620,677,832,"1,684","1,198"
2021,7,10,"27,800","1,449","1,140","2,850","1,344",838,"1,632","2,656",564,"1,525",801,816,837,"1,036","1,074",502,"1,406",831,969,"1,459","2,229","1,842"
2021,7,20,"108,602","4,737","1,828","3,845","7,525","5,525","11,459","5,431","4,472","5,813","3,911","6,354","4,394","5,637","5,871","8,417","1,734","3,974","6,075","2,697","4,793","4,110"
2021,7,30,"85,760","4,026","2,553","3,788","5,980","3,532","6,903","5,151","2,991","4,959","3,642","4,568","3,166","4,630","3,954","5,696","1,806","3,200","4,837","2,557","4,224","3,597"
2021,7,40,"66,636","3,345","2,438","4,921","3,581","1,985","3,980","5,143","1,716","3,486","2,285","2,762","2,205","3,172","2,851","2,458","2,904","2,274","3,534","3,166","4,594","3,836"
2021,7,50,"67,075","3,361","2,296","4,746","3,437","1,643","3,839","4,836","1,788","3,450","2,550","2,721","2,420","3,107","3,180","1,806","2,553","2,369","3,188","4,091","4,917","4,777"
2021,7,60,"59,785","3,329","1,966","3,912","3,209","1,377","3,358","4,351","1,692","2,973","2,256","2,568","2,260","2,771","2,651","1,490","2,109","2,188","2,374","4,128","4,670","4,153"
2021,7,70,"36,641","2,111","1,204","2,453","2,061",951,"2,151","2,730","1,098","1,848","1,298","1,517","1,509","1,569","1,624",920,"1,251","1,233","1,318","2,586","2,680","2,529"
2021,7,80,"13,640",758,574,976,708,369,720,982,447,662,420,569,587,585,580,308,466,504,552,"1,058",892,923
2021,7,90,"1,622",101,70,114,81,36,90,112,35,73,58,52,65,70,65,35,52,59,64,164,115,111
2021,7,100,109,6,3,6,6,4,3,5,6,2,3,5,4,6,4,5,4,3,1,7,18,8
2021,8,총,"488,304","24,453","15,232","29,451","29,051","16,882","35,405","33,303","15,244","25,881","18,172","22,609","18,009","23,268","22,631","22,099","15,394","17,253","23,602","22,624","30,774","26,967"
2021,8,0,"20,551","1,127","1,211","1,897","1,097",622,"1,204","1,941",382,"1,044",933,646,526,753,756,343,"1,125",621,678,812,"1,649","1,184"
2021,8,10,"27,657","1,454","1,130","2,844","1,340",817,"1,619","2,660",575,"1,513",799,811,829,"1,026","1,065",500,"1,396",826,953,"1,451","2,222","1,827"
2021,8,20,"108,940","4,782","1,823","3,823","7,579","5,546","11,543","5,398","4,510","5,840","3,900","6,384","4,412","5,614","5,889","8,477","1,732","3,994","6,107","2,689","4,804","4,094"
2021,8,30,"85,658","4,035","2,521","3,762","5,944","3,532","6,889","5,151","2,986","4,952","3,657","4,586","3,182","4,610","3,970","5,744","1,806","3,195","4,850","2,517","4,192","3,577"
2021,8,40,"66,379","3,336","2,428","4,879","3,583","1,985","3,997","5,123","1,719","3,486","2,271","2,743","2,217","3,166","2,835","2,464","2,876","2,263","3,493","3,123","4,573","3,819"
2021,8,50,"67,039","3,378","2,292","4,757","3,436","1,629","3,812","4,846","1,791","3,456","2,551","2,726","2,413","3,094","3,180","1,807","2,573","2,358","3,198","4,093","4,914","4,735"
2021,8,60,"59,890","3,357","1,971","3,923","3,205","1,385","3,364","4,346","1,691","2,992","2,264","2,563","2,259","2,777","2,660","1,489","2,105","2,186","2,385","4,121","4,687","4,160"
2021,8,70,"36,688","2,110","1,209","2,463","2,068",952,"2,154","2,731","1,100","1,850","1,297","1,522","1,510","1,574","1,622",918,"1,258","1,238","1,317","2,586","2,688","2,521"
2021,8,80,"13,756",767,573,981,711,375,731,988,448,674,440,569,589,576,586,316,467,509,554,"1,063",908,931
2021,8,90,"1,636",102,70,117,82,35,89,114,36,72,57,54,68,71,64,35,52,60,66,161,119,112
2021,8,100,110,5,4,5,6,4,3,5,6,2,3,5,4,7,4,6,4,3,1,8,18,7
2021,9,총,"488,029","24,438","15,233","29,418","29,013","16,956","35,404","33,309","15,225","25,879","18,188","22,635","17,986","23,173","22,607","22,153","15,372","17,261","23,620","22,508","30,709","26,942"
2021,9,0,"20,403","1,118","1,204","1,878","1,081",628,"1,196","1,937",381,"1,031",929,648,525,745,754,339,"1,105",622,668,807,"1,638","1,169"
2021,9,10,"27,551","1,438","1,136","2,843","1,330",817,"1,585","2,657",572,"1,509",798,810,829,"1,034","1,054",506,"1,407",823,952,"1,418","2,227","1,806"
2021,9,20,"108,865","4,792","1,809","3,798","7,563","5,585","11,578","5,380","4,492","5,857","3,913","6,384","4,413","5,557","5,885","8,529","1,728","3,992","6,088","2,665","4,770","4,087"
2021,9,30,"85,613","4,022","2,513","3,735","5,923","3,564","6,890","5,151","3,007","4,897","3,659","4,614","3,175","4,579","3,980","5,761","1,798","3,191","4,889","2,496","4,173","3,596"
2021,9,40,"66,229","3,318","2,435","4,878","3,597","1,972","3,986","5,115","1,710","3,497","2,271","2,739","2,196","3,165","2,829","2,448","2,868","2,263","3,492","3,103","4,560","3,787"
2021,9,50,"67,066","3,393","2,297","4,766","3,456","1,630","3,808","4,865","1,780","3,479","2,543","2,724","2,414","3,084","3,171","1,802","2,569","2,354","3,199","4,082","4,903","4,747"
2021,9,60,"59,963","3,363","1,977","3,931","3,192","1,378","3,361","4,358","1,701","2,996","2,268","2,557","2,258","2,769","2,665","1,492","2,105","2,200","2,399","4,114","4,700","4,179"
2021,9,70,"36,726","2,116","1,205","2,475","2,063",968,"2,171","2,738","1,095","1,857","1,300","1,531","1,510","1,577","1,616",913,"1,263","1,245","1,301","2,584","2,685","2,513"
2021,9,80,"13,861",771,584,987,721,375,734,990,445,682,447,569,593,582,584,322,474,508,568,"1,071",915,939
2021,9,90,"1,644",102,70,122,81,35,92,113,37,72,57,54,69,74,65,35,51,60,63,160,120,112
2021,9,100,108,5,3,5,6,4,3,5,5,2,3,5,4,7,4,6,4,3,1,8,18,7
2021,10,총,"487,357","24,467","15,173","29,356","28,957","16,942","35,467","33,270","15,153","25,857","18,210","22,616","17,923","23,127","22,543","22,241","15,358","17,264","23,539","22,364","30,616","26,914"
2021,10,0,"20,229","1,120","1,191","1,866","1,068",620,"1,191","1,924",385,"1,022",928,643,519,734,761,339,"1,099",615,655,797,"1,591","1,161"
2021,10,10,"27,419","1,434","1,131","2,827","1,321",803,"1,577","2,652",563,"1,499",799,806,811,"1,034","1,046",508,"1,397",817,959,"1,402","2,226","1,807"
2021,10,20,"108,486","4,817","1,806","3,784","7,519","5,577","11,597","5,354","4,440","5,821","3,917","6,355","4,398","5,523","5,842","8,563","1,733","3,988","6,012","2,633","4,755","4,052"
2021,10,30,"85,657","4,018","2,505","3,721","5,920","3,547","6,935","5,176","3,016","4,927","3,661","4,635","3,165","4,571","3,988","5,769","1,786","3,204","4,867","2,484","4,160","3,602"
2021,10,40,"66,015","3,305","2,415","4,847","3,585","1,976","3,977","5,088","1,709","3,490","2,262","2,745","2,189","3,151","2,807","2,462","2,859","2,275","3,490","3,073","4,535","3,775"
2021,10,50,"67,047","3,406","2,294","4,776","3,452","1,644","3,807","4,851","1,766","3,483","2,560","2,725","2,405","3,085","3,148","1,808","2,581","2,351","3,209","4,056","4,890","4,750"
2021,10,60,"60,066","3,371","1,964","3,948","3,204","1,393","3,365","4,383","1,692","3,006","2,271","2,550","2,265","2,777","2,664","1,506","2,105","2,186","2,409","4,121","4,708","4,178"
2021,10,70,"36,697","2,108","1,203","2,467","2,074",967,"2,176","2,722","1,098","1,847","1,294","1,527","1,505","1,578","1,625",917,"1,261","1,259","1,298","2,556","2,689","2,526"
2021,10,80,"13,986",781,591,993,725,376,745,"1,003",441,688,458,569,593,595,591,329,482,503,575,"1,078",929,941
2021,10,90,"1,657",104,70,122,83,35,94,113,38,72,57,56,69,72,67,35,53,64,65,158,115,115
2021,10,100,98,3,3,5,6,4,3,4,5,2,3,5,4,7,4,5,2,2,0,6,18,7
2021,11,총,"486,427","24,428","15,170","29,259","28,979","16,900","35,417","33,210","15,131","25,819","18,142","22,610","17,873","23,041","22,546","22,323","15,331","17,268","23,459","22,129","30,555","26,837"
2021,11,0,"20,038","1,108","1,174","1,840","1,052",608,"1,193","1,905",390,"1,024",904,637,513,718,748,339,"1,091",611,659,785,"1,595","1,144"
2021,11,10,"27,225","1,424","1,140","2,821","1,315",793,"1,548","2,641",557,"1,484",788,809,800,"1,031","1,042",493,"1,399",809,949,"1,382","2,205","1,795"
2021,11,20,"108,181","4,802","1,796","3,759","7,554","5,542","11,551","5,359","4,429","5,819","3,901","6,322","4,378","5,469","5,825","8,621","1,724","4,002","5,939","2,616","4,736","4,037"
2021,11,30,"85,627","4,023","2,509","3,707","5,936","3,552","6,963","5,138","3,031","4,918","3,663","4,649","3,167","4,565","3,978","5,772","1,784","3,226","4,855","2,442","4,177","3,572"
2021,11,40,"65,817","3,305","2,419","4,839","3,562","1,970","3,980","5,088","1,698","3,472","2,242","2,737","2,198","3,121","2,805","2,473","2,848","2,259","3,493","3,039","4,504","3,765"
2021,11,50,"67,015","3,403","2,302","4,765","3,466","1,653","3,793","4,842","1,754","3,489","2,552","2,743","2,394","3,094","3,164","1,817","2,579","2,363","3,211","4,024","4,866","4,741"
2021,11,60,"60,027","3,368","1,968","3,941","3,206","1,392","3,370","4,389","1,689","2,996","2,267","2,540","2,248","2,784","2,680","1,517","2,105","2,183","2,404","4,077","4,715","4,188"
2021,11,70,"36,685","2,105","1,193","2,467","2,075",968,"2,164","2,718","1,106","1,847","1,300","1,538","1,510","1,579","1,636",918,"1,269","1,244","1,306","2,529","2,686","2,527"
2021,11,80,"14,067",781,599,993,729,384,760,"1,012",434,696,466,569,593,602,597,335,479,506,579,"1,072",936,945
2021,11,90,"1,651",106,69,121,78,35,92,114,38,72,56,61,68,73,67,33,52,63,64,157,116,116
2021,11,100,94,3,1,6,6,3,3,4,5,2,3,5,4,5,4,5,1,2,0,6,19,7
2021,12,총,"485,699","24,412","15,118","29,209","28,931","16,847","35,422","33,156","15,106","25,799","18,085","22,593","17,840","23,062","22,560","22,365","15,298","17,338","23,385","21,902","30,512","26,759"
2021,12,0,"19,843","1,107","1,148","1,839","1,047",597,"1,183","1,887",392,"1,005",893,635,504,717,743,328,"1,081",608,651,774,"1,582","1,122"
2021,12,10,"27,057","1,419","1,146","2,806","1,301",781,"1,548","2,625",547,"1,477",775,809,791,"1,015","1,033",486,"1,405",800,932,"1,367","2,208","1,786"
2021,12,20,"108,154","4,786","1,783","3,753","7,529","5,521","11,583","5,352","4,424","5,832","3,923","6,352","4,357","5,450","5,863","8,676","1,700","4,039","5,896","2,572","4,725","4,038"
2021,12,30,"85,556","4,048","2,503","3,658","5,951","3,533","6,967","5,127","3,032","4,937","3,651","4,630","3,158","4,590","3,970","5,774","1,787","3,235","4,838","2,431","4,177","3,559"
2021,12,40,"65,543","3,297","2,405","4,854","3,548","1,969","3,979","5,069","1,687","3,429","2,221","2,735","2,201","3,124","2,790","2,468","2,834","2,261","3,453","2,991","4,488","3,740"
2021,12,50,"67,025","3,396","2,318","4,763","3,473","1,659","3,775","4,848","1,739","3,494","2,539","2,741","2,390","3,101","3,186","1,822","2,572","2,379","3,236","4,001","4,871","4,722"
2021,12,60,"59,970","3,371","1,948","3,936","3,207","1,394","3,370","4,380","1,688","3,008","2,257","2,514","2,254","2,796","2,665","1,511","2,121","2,192","2,410","4,040","4,723","4,185"
2021,12,70,"36,640","2,092","1,195","2,470","2,061",965,"2,150","2,734","1,110","1,838","1,297","1,545","1,507","1,576","1,633",925,"1,261","1,247","1,312","2,501","2,690","2,531"
2021,12,80,"14,186",790,600,"1,001",736,389,770,"1,013",445,708,466,570,605,612,607,338,487,513,591,"1,060",932,953
2021,12,90,"1,664",104,71,124,75,37,95,118,40,70,60,57,70,76,66,34,50,62,66,161,111,117
2021,12,100,61,2,1,5,3,2,2,3,2,1,3,5,3,5,4,3,0,2,0,4,5,6
