년도,월,나이,경상북도 상주시,경상북도 상주시 함창읍,경상북도 상주시 중동면,경상북도 상주시 사벌국면,경상북도 상주시 낙동면,경상북도 상주시 낙동면동부출장소,경상북도 상주시 청리면,경상북도 상주시 공성면,경상북도 상주시 외남면,경상북도 상주시 내서면,경상북도 상주시 모동면,경상북도 상주시 모서면,경상북도 상주시 모서면서부출장소,경상북도 상주시 화동면,경상북도 상주시 화서면,경상북도 상주시 화북면,경상북도 상주시 화북면서부출장소,경상북도 상주시 외서면,경상북도 상주시 은척면,경상북도 상주시 은척면북부출장소,경상북도 상주시 공검면,경상북도 상주시 이안면,경상북도 상주시 화남면,경상북도 상주시 남원동,경상북도 상주시 북문동,경상북도 상주시 계림동,경상북도 상주시 동문동,경상북도 상주시 동성동,경상북도 상주시 신흥동
2021,6,30,"3,331",181,29,87,38,14,62,85,39,35,64,33,23,45,82,20,4,60,15,2,32,29,22,573,487,382,353,118,417
2021,6,40,"5,239",334,29,113,89,28,68,101,42,58,100,60,21,59,114,51,9,120,31,9,60,78,25,904,670,580,595,219,672
2021,6,50,"7,664",486,90,259,214,78,191,285,112,163,232,137,73,167,245,110,27,211,68,23,136,120,67,"1,045",726,711,693,293,702
2021,6,60,"9,582",681,161,426,311,119,323,506,187,229,324,215,90,222,312,143,44,316,155,36,265,217,88,"1,028",754,688,719,381,642
2021,6,70,"6,995",549,171,384,311,77,274,406,169,173,215,162,64,184,235,102,29,251,149,35,230,231,72,615,394,446,467,269,331
2021,6,80,"5,838",475,139,429,301,119,254,346,160,160,137,141,67,137,204,86,30,245,114,49,239,219,67,367,251,357,318,174,253
2021,6,90,"1,079",81,23,79,67,14,47,65,36,21,25,23,11,41,27,16,5,43,24,8,53,44,20,67,48,50,52,38,51
2021,6,100,36,5,0,4,4,0,2,2,0,0,3,0,0,0,0,1,0,2,2,0,1,2,0,2,1,3,2,0,0
2021,7,총,"48,974","3,348",709,"1,960","1,513",497,"1,333","2,002",831,933,"1,265",859,393,968,"1,421",603,158,"1,422",606,177,"1,114","1,041",422,"6,149","4,497","4,272","4,208","1,820","4,453"
2021,7,0,"2,397",119,14,51,39,13,36,48,27,28,42,32,10,23,69,9,3,53,11,6,22,19,15,423,351,292,254,65,323
2021,7,10,"3,517",279,31,61,72,18,34,90,25,27,72,32,19,51,79,33,5,68,21,6,48,45,16,562,380,418,385,152,488
2021,7,20,"3,302",159,26,70,66,19,42,69,31,39,54,26,14,39,60,34,4,51,20,3,31,36,29,554,432,334,374,115,571
2021,7,30,"3,335",180,29,86,39,13,63,81,39,35,62,31,22,46,83,21,4,59,15,2,31,31,21,582,490,384,354,118,414
2021,7,40,"5,215",330,29,114,87,28,67,103,41,56,100,59,21,58,110,51,9,121,28,9,60,78,26,902,663,583,592,220,670
2021,7,50,"7,647",484,88,259,214,78,192,282,114,160,230,138,73,163,244,108,25,211,69,22,136,119,67,"1,041",733,713,689,291,704
2021,7,60,"9,611",686,160,426,313,117,323,513,187,231,326,215,90,224,312,143,43,321,153,37,265,220,87,"1,031",753,689,722,379,645
2021,7,70,"6,997",549,171,383,305,78,270,406,169,173,217,163,66,186,235,102,30,248,148,35,227,229,74,622,397,446,465,270,333
2021,7,80,"5,833",477,138,424,306,118,257,344,162,160,136,140,67,138,203,85,29,245,115,49,241,217,67,364,250,357,319,171,254
2021,7,90,"1,085",79,23,82,68,15,47,64,36,24,23,23,11,40,26,16,6,43,24,8,52,45,20,66,48,54,52,39,51
2021,7,100,35,6,0,4,4,0,2,2,0,0,3,0,0,0,0,1,0,2,2,0,1,2,0,2,0,2,2,0,0
2021,8,총,"48,893","3,332",709,"1,948","1,508",495,"1,334","1,987",828,926,"1,271",855,392,973,"1,422",602,160,"1,417",609,174,"1,109","1,046",423,"6,138","4,493","4,293","4,187","1,814","4,448"
2021,8,0,"2,389",116,13,49,39,12,36,45,27,25,42,33,10,24,68,9,4,51,11,5,21,20,16,423,356,296,251,62,325
2021,8,10,"3,507",276,32,60,70,18,36,91,25,27,77,32,19,52,78,32,5,68,21,6,48,47,16,557,379,423,382,150,480
2021,8,20,"3,283",158,26,68,67,19,44,67,32,38,53,27,14,40,63,35,4,49,19,2,29,35,29,552,429,336,367,114,567
2021,8,30,"3,306",179,27,86,40,13,62,76,40,34,62,29,22,44,83,21,3,58,14,2,33,33,22,571,484,384,352,118,414
2021,8,40,"5,205",325,29,112,86,28,68,107,40,53,99,58,22,62,110,50,10,123,29,9,59,80,25,905,663,581,586,220,666
2021,8,50,"7,629",477,91,256,211,77,186,277,115,161,230,136,72,161,242,108,25,210,71,21,134,118,67,"1,038",732,725,693,289,706
2021,8,60,"9,626",692,158,429,318,117,327,508,183,232,328,217,91,228,311,143,44,319,154,36,268,221,87,"1,032",755,686,717,380,645
2021,8,70,"6,993",547,172,380,301,78,269,410,170,169,214,160,65,187,238,102,30,253,149,35,228,226,73,626,393,443,466,271,338
2021,8,80,"5,836",479,139,422,307,118,257,342,161,162,139,139,66,135,202,84,29,242,113,50,236,219,66,367,253,361,320,171,257
2021,8,90,"1,085",78,22,83,65,15,47,62,35,25,24,24,11,40,27,17,6,42,26,8,52,45,22,65,49,55,51,39,50
2021,8,100,34,5,0,3,4,0,2,2,0,0,3,0,0,0,0,1,0,2,2,0,1,2,0,2,0,3,2,0,0
2021,9,총,"48,802","3,311",708,"1,953","1,513",494,"1,331","1,991",824,920,"1,268",854,392,974,"1,425",602,156,"1,420",609,177,"1,106","1,033",413,"6,143","4,500","4,292","4,153","1,805","4,435"
2021,9,0,"2,370",114,13,49,39,13,36,45,25,24,40,33,10,22,68,10,4,51,11,5,21,19,16,419,357,298,244,59,325
2021,9,10,"3,488",274,31,63,70,17,36,91,26,27,78,30,19,54,81,32,5,68,20,6,48,45,13,560,381,415,378,147,473
2021,9,20,"3,247",147,25,70,68,19,44,66,32,36,50,29,13,38,62,35,4,50,20,2,29,33,27,553,428,332,364,110,561
2021,9,30,"3,279",179,26,89,40,12,60,76,40,32,62,27,20,44,81,21,3,58,13,2,32,30,22,572,477,391,342,118,410
2021,9,40,"5,194",321,27,111,86,28,67,114,41,53,98,58,23,62,109,48,10,124,28,12,58,76,24,905,671,588,576,217,659
2021,9,50,"7,614",471,92,256,212,74,187,272,112,160,229,133,73,162,246,108,25,210,72,21,135,116,66,"1,035",731,719,694,289,714
2021,9,60,"9,640",691,161,431,320,118,323,510,184,233,329,222,92,228,310,145,43,317,157,36,266,222,86,"1,040",753,684,717,377,645
2021,9,70,"6,969",550,171,376,298,79,271,409,167,168,215,158,64,186,239,102,27,255,148,34,229,222,71,623,394,441,462,273,337
2021,9,80,"5,869",481,139,422,312,118,258,341,162,162,139,140,67,138,200,83,29,242,112,51,231,223,66,368,259,365,324,176,261
2021,9,90,"1,098",78,23,83,64,16,47,65,35,25,25,24,11,40,29,17,6,43,26,8,56,45,22,66,49,56,50,39,50
2021,9,100,34,5,0,3,4,0,2,2,0,0,3,0,0,0,0,1,0,2,2,0,1,2,0,2,0,3,2,0,0
2021,10,총,"48,749","3,305",707,"1,946","1,523",495,"1,338","1,983",826,919,"1,269",854,386,975,"1,430",606,151,"1,407",611,177,"1,111","1,017",410,"6,122","4,498","4,308","4,151","1,818","4,406"
2021,10,0,"2,353",111,13,49,38,13,36,44,25,28,40,33,10,20,70,9,2,49,12,5,20,18,14,415,357,299,246,58,319
2021,10,10,"3,474",273,30,63,71,17,37,88,25,27,78,28,19,57,82,33,5,66,19,6,48,43,15,554,378,421,374,149,468
2021,10,20,"3,249",148,24,70,70,17,47,64,33,35,48,30,11,40,63,36,4,48,22,2,32,35,25,548,422,335,367,111,562
2021,10,30,"3,270",179,26,88,40,13,61,76,39,28,62,25,20,43,79,21,2,54,14,2,33,26,22,574,480,393,346,120,404
2021,10,40,"5,170",324,29,106,82,29,69,113,42,54,97,60,23,61,109,46,9,123,28,12,59,76,24,904,668,585,571,219,648
2021,10,50,"7,612",464,92,258,216,75,187,269,113,162,232,134,72,162,246,107,24,209,71,21,134,113,67,"1,027",734,716,693,293,721
2021,10,60,"9,651",690,160,427,323,118,323,514,187,229,332,220,92,228,313,148,43,318,156,36,266,221,85,"1,044",757,688,716,379,638
2021,10,70,"6,950",551,169,380,299,79,270,404,166,170,211,158,59,182,236,103,27,256,145,34,230,220,69,624,394,444,460,273,337
2021,10,80,"5,876",481,141,420,317,116,258,345,161,159,141,142,69,141,203,82,29,240,115,50,229,221,67,364,259,367,324,176,259
2021,10,90,"1,109",79,23,82,63,18,48,64,35,27,25,24,11,41,29,20,6,42,27,9,59,42,22,66,49,57,52,39,50
2021,10,100,35,5,0,3,4,0,2,2,0,0,3,0,0,0,0,1,0,2,2,0,1,2,0,2,0,3,2,1,0
2021,11,총,"48,752","3,301",705,"1,950","1,525",491,"1,320","1,979",821,915,"1,266",848,389,972,"1,435",607,149,"1,400",612,177,"1,112","1,018",413,"6,039","4,629","4,438","4,078","1,805","4,358"
2021,11,0,"2,346",114,12,50,37,12,34,46,25,27,40,34,11,22,73,10,2,48,12,5,21,18,16,393,368,307,236,58,315
2021,11,10,"3,456",271,32,65,73,16,35,87,24,28,78,28,18,53,83,33,4,65,19,5,47,43,15,544,389,441,366,141,453
2021,11,20,"3,260",148,23,65,69,16,47,61,34,35,46,29,11,44,63,36,4,47,21,2,35,35,25,544,440,347,352,115,566
2021,11,30,"3,269",179,26,90,41,13,57,74,37,29,61,29,20,41,75,22,2,54,15,2,34,24,21,552,508,419,336,118,390
2021,11,40,"5,170",323,30,105,82,29,67,113,40,52,96,60,23,60,111,47,9,122,29,12,59,74,24,892,693,608,560,211,639
2021,11,50,"7,602",466,91,259,218,72,182,267,112,157,229,133,72,162,244,107,24,209,69,22,130,117,67,"1,017",751,737,681,294,713
2021,11,60,"9,683",684,160,428,320,120,323,520,188,231,337,217,93,229,316,148,43,317,158,36,267,221,87,"1,047",769,700,709,381,634
2021,11,70,"6,932",548,164,381,301,80,266,400,162,173,211,154,59,177,235,100,26,254,145,34,230,222,70,624,398,445,461,273,339
2021,11,80,"5,890",482,144,419,315,116,259,344,165,158,141,141,71,143,204,82,29,241,114,50,230,221,67,361,265,371,323,175,259
2021,11,90,"1,110",81,23,85,65,17,48,65,34,25,25,23,11,41,31,21,6,41,28,9,58,41,21,64,48,60,52,38,49
2021,11,100,34,5,0,3,4,0,2,2,0,0,2,0,0,0,0,1,0,2,2,0,1,2,0,1,0,3,2,1,1
2021,12,총,"48,697","3,290",707,"1,939","1,522",489,"1,316","1,977",818,927,"1,261",840,390,966,"1,438",601,148,"1,389",609,182,"1,106","1,017",412,"5,970","4,648","4,590","4,039","1,784","4,322"
2021,12,0,"2,350",114,13,49,38,12,33,46,26,26,41,32,11,23,77,9,2,45,12,7,20,17,16,384,369,338,228,51,311
2021,12,10,"3,448",268,33,64,71,16,37,89,23,32,74,29,18,53,84,32,4,60,18,5,47,43,15,531,386,462,360,141,453
2021,12,20,"3,230",151,24,67,66,16,47,59,34,36,48,26,11,45,59,37,3,48,19,2,34,34,25,523,436,370,344,113,553
2021,12,30,"3,258",176,26,86,43,13,57,75,37,27,60,26,20,39,77,23,2,51,16,3,30,25,20,552,512,445,329,108,380
2021,12,40,"5,155",323,28,102,81,27,67,113,38,56,96,60,22,57,112,45,9,122,29,13,61,73,24,872,698,639,549,211,628
2021,12,50,"7,578",456,91,261,218,72,179,262,112,157,229,133,71,160,245,104,23,203,68,23,128,116,67,"1,010",757,751,672,294,716
2021,12,60,"9,683",682,158,426,319,118,323,524,187,234,337,217,94,230,314,148,43,319,157,36,268,220,86,"1,040",780,696,716,378,633
2021,12,70,"6,939",548,165,377,300,80,262,397,164,176,209,156,59,175,235,99,27,257,145,34,228,225,71,627,397,454,465,271,336
2021,12,80,"5,901",489,145,420,317,116,260,345,163,157,138,138,73,144,203,82,29,243,114,49,230,222,66,362,265,371,321,177,262
2021,12,90,"1,121",78,24,84,65,19,49,65,33,26,27,23,11,40,32,21,6,40,29,10,59,40,22,68,48,61,53,39,49
2021,12,100,34,5,0,3,4,0,2,2,1,0,2,0,0,0,0,1,0,1,2,0,1,2,0,1,0,3,2,1,1
