년도,월,나이,인천광역시 서구,인천광역시 서구 검암경서동,인천광역시 서구 연희동,인천광역시 서구 청라1동,인천광역시 서구 청라2동,인천광역시 서구 청라3동,인천광역시 서구 가정1동,인천광역시 서구 가정2동,인천광역시 서구 가정3동,인천광역시 서구 석남1동,인천광역시 서구 석남2동,인천광역시 서구 석남3동,인천광역시 서구 신현원창동,인천광역시 서구 가좌1동,인천광역시 서구 가좌2동,인천광역시 서구 가좌3동,인천광역시 서구 가좌4동,인천광역시 서구 검단동,인천광역시 서구 불로대곡동,인천광역시 서구 원당동,인천광역시 서구 당하동,인천광역시 서구 오류왕길동,인천광역시 서구 마전동,인천광역시 서구 아라동
2021,2,60,"29,168","2,065","2,571",952,"1,743",976,"1,698",476,703,"1,803","1,112","1,088","2,176",865,"1,479","1,407",782,"1,729","1,158",961,"1,140","1,271","1,013",
2021,2,70,"13,181",934,"1,279",387,598,310,715,151,283,806,543,525,825,469,572,655,323,847,736,540,530,629,524,
2021,2,80,"6,967",414,733,199,286,165,372,104,169,419,269,298,387,233,347,369,198,452,384,251,265,363,290,
2021,2,90,"1,375",87,150,39,67,42,82,29,26,77,55,47,84,31,73,76,43,76,41,50,46,92,62,
2021,2,100,80,2,9,2,5,0,5,3,2,6,5,3,6,1,2,6,4,9,4,3,1,2,0,
2021,3,총,"267,524","22,442","20,200","15,769","24,559","15,447","14,078","3,126","4,885","10,989","6,360","6,970","15,998","5,718","10,379","8,113","5,240","15,918","11,193","12,160","14,144","12,098","11,738",
2021,3,0,"23,583","2,152","1,166","1,796","3,190","2,304","1,533",165,231,584,325,251,"1,343",301,646,317,397,"1,253",898,"1,174","1,435","1,113","1,009",
2021,3,10,"27,453","2,106","1,674","2,203","3,109","1,912","1,024",195,357,739,433,626,"1,509",421,952,589,363,"1,684","1,358","1,719","1,573","1,277","1,630",
2021,3,20,"34,551","3,158","2,994","2,036","2,813","1,633","1,704",441,764,"1,469",740,994,"2,040",779,"1,375","1,110",658,"2,206","1,305","1,331","1,913","1,501","1,587",
2021,3,30,"38,285","3,971","2,261","2,840","4,298","2,988","2,436",412,523,"1,296",684,655,"2,192",660,"1,235",792,763,"2,091","1,224","1,683","2,239","1,587","1,455",
2021,3,40,"46,558","4,075","3,020","3,324","5,105","3,094","2,154",360,635,"1,435",858,"1,001","2,408",798,"1,589","1,087",749,"2,805","2,225","2,784","2,738","2,090","2,224",
2021,3,50,"46,019","3,460","4,308","1,990","3,328","1,998","2,346",785,"1,183","2,339","1,321","1,476","3,021","1,149","2,090","1,686",947,"2,760","1,844","1,656","2,252","2,138","1,942",
2021,3,60,"29,467","2,080","2,594",952,"1,756","1,001","1,711",481,709,"1,828","1,133","1,095","2,185",873,"1,498","1,424",794,"1,749","1,165",964,"1,152","1,297","1,026",
2021,3,70,"13,193",928,"1,284",389,594,315,719,147,282,805,545,527,829,471,570,656,321,848,743,537,529,632,522,
2021,3,80,"6,978",423,740,200,295,158,365,106,172,417,266,297,382,234,350,372,201,445,387,257,264,365,282,
2021,3,90,"1,383",87,151,37,66,44,84,31,29,75,54,46,85,31,72,77,43,72,42,52,49,95,61,
2021,3,100,54,2,8,2,5,0,2,3,0,2,1,2,4,1,2,3,4,5,2,3,0,3,0,
2021,4,총,"267,525","22,449","20,152","15,787","24,531","15,528","14,063","3,138","4,892","10,968","6,349","6,953","15,969","5,717","10,382","8,133","5,190","15,902","11,184","12,141","14,147","12,251","11,699",
2021,4,0,"23,447","2,146","1,149","1,790","3,149","2,302","1,527",167,230,574,325,248,"1,326",294,645,320,392,"1,245",903,"1,169","1,419","1,133",994,
2021,4,10,"27,467","2,105","1,669","2,199","3,122","1,921","1,037",197,356,742,424,625,"1,508",421,942,586,360,"1,686","1,354","1,721","1,584","1,283","1,625",
2021,4,20,"34,529","3,140","2,964","2,029","2,810","1,671","1,703",451,758,"1,459",746,991,"2,030",791,"1,374","1,113",639,"2,197","1,307","1,330","1,916","1,527","1,583",
2021,4,30,"38,187","3,988","2,272","2,846","4,270","2,965","2,416",416,525,"1,284",672,654,"2,163",651,"1,239",796,767,"2,073","1,222","1,669","2,231","1,621","1,447",
2021,4,40,"46,542","4,059","3,004","3,320","5,106","3,135","2,159",354,638,"1,436",853,988,"2,417",800,"1,591","1,086",736,"2,802","2,213","2,775","2,737","2,120","2,213",
2021,4,50,"45,982","3,467","4,279","1,993","3,331","2,012","2,331",782,"1,180","2,329","1,308","1,481","3,004","1,147","2,089","1,687",941,"2,772","1,853","1,661","2,255","2,141","1,939",
2021,4,60,"29,699","2,096","2,625",975,"1,771","1,007","1,722",488,717,"1,835","1,148","1,101","2,216",875,"1,503","1,435",789,"1,757","1,164",961,"1,163","1,319","1,032",
2021,4,70,"13,195",936,"1,276",390,600,311,713,146,281,801,552,523,830,474,571,653,317,848,740,539,531,638,525,
2021,4,80,"7,036",423,751,206,298,162,368,103,179,430,267,292,384,233,354,378,206,445,383,259,263,370,282,
2021,4,90,"1,390",87,155,37,69,42,85,31,28,76,53,48,87,30,72,76,41,73,43,54,48,96,59,
2021,4,100,51,2,8,2,5,0,2,3,0,2,1,2,4,1,2,3,2,4,2,3,0,3,0,
2021,5,총,"267,684","22,410","20,132","15,816","24,567","15,652","14,049","3,128","4,879","10,954","6,325","6,922","15,938","5,705","10,356","8,136","5,179","15,923","11,162","12,146","14,168","12,439","11,698",
2021,5,0,"23,363","2,137","1,139","1,790","3,134","2,314","1,514",169,228,563,318,243,"1,320",293,645,321,390,"1,242",893,"1,171","1,407","1,140",992,
2021,5,10,"27,435","2,108","1,670","2,196","3,131","1,933","1,023",189,356,750,421,622,"1,506",418,928,590,354,"1,681","1,343","1,718","1,592","1,289","1,617",
2021,5,20,"34,535","3,109","2,965","2,033","2,813","1,693","1,716",450,749,"1,455",734,973,"2,021",792,"1,364","1,109",638,"2,211","1,297","1,332","1,925","1,564","1,592",
2021,5,30,"38,134","3,954","2,259","2,847","4,270","2,971","2,400",420,526,"1,278",664,661,"2,149",652,"1,243",806,764,"2,068","1,222","1,659","2,236","1,658","1,427",
2021,5,40,"46,438","4,055","2,985","3,323","5,109","3,171","2,159",345,631,"1,438",855,968,"2,420",788,"1,578","1,076",724,"2,791","2,189","2,765","2,724","2,135","2,209",
2021,5,50,"46,103","3,478","4,260","2,005","3,352","2,023","2,336",786,"1,179","2,324","1,315","1,469","2,994","1,138","2,084","1,675",945,"2,786","1,879","1,667","2,269","2,191","1,948",
2021,5,60,"29,959","2,120","2,651",990,"1,792","1,028","1,736",487,719,"1,837","1,148","1,113","2,224",886,"1,511","1,440",799,"1,768","1,170",975,"1,169","1,351","1,045",
2021,5,70,"13,195",930,"1,281",389,592,315,708,146,281,805,547,527,830,472,573,660,316,845,738,543,526,645,526,
2021,5,80,"7,078",426,760,205,302,162,369,102,182,425,269,296,384,237,353,381,206,450,386,258,272,370,283,
2021,5,90,"1,392",91,153,37,67,42,85,31,28,77,52,48,87,28,75,75,41,77,43,55,48,93,59,
2021,5,100,52,2,9,1,5,0,3,3,0,2,2,2,3,1,2,3,2,4,2,3,0,3,0,
2021,6,총,"267,893","22,385","20,114","15,814","24,618","15,724","14,023","3,110","4,881","10,911","6,320","6,903","15,949","5,706","10,350","8,123","5,148","15,942","11,154","12,102","14,145","12,471","11,707",293.0
2021,6,0,"23,282","2,119","1,132","1,780","3,117","2,310","1,515",169,226,559,316,245,"1,325",290,642,319,381,"1,240",875,"1,160","1,391","1,138",991,42.0
2021,6,10,"27,447","2,107","1,667","2,206","3,146","1,957","1,018",188,358,744,416,616,"1,504",419,926,580,346,"1,681","1,347","1,715","1,592","1,283","1,602",29.0
2021,6,20,"34,493","3,094","2,953","2,039","2,816","1,696","1,696",450,740,"1,434",737,969,"2,009",798,"1,354","1,110",630,"2,214","1,298","1,329","1,926","1,581","1,601",19.0
2021,6,30,"38,075","3,936","2,247","2,813","4,268","2,969","2,400",415,536,"1,276",653,665,"2,157",647,"1,242",804,759,"2,065","1,211","1,631","2,211","1,655","1,423",92.0
2021,6,40,"46,450","4,048","2,986","3,326","5,122","3,200","2,158",343,630,"1,428",852,960,"2,421",785,"1,562","1,072",719,"2,789","2,172","2,771","2,715","2,135","2,203",53.0
2021,6,50,"46,114","3,483","4,233","2,034","3,357","2,025","2,324",769,"1,173","2,313","1,318","1,460","2,990","1,133","2,081","1,667",935,"2,796","1,889","1,660","2,276","2,204","1,959",35.0
2021,6,60,"30,275","2,147","2,681",987,"1,822","1,041","1,748",495,724,"1,850","1,160","1,126","2,237",896,"1,534","1,459",804,"1,783","1,187",974,"1,180","1,365","1,057",18.0
2021,6,70,"13,209",929,"1,285",386,596,321,708,146,283,802,546,519,833,471,576,652,324,839,741,546,531,646,528,1.0
2021,6,80,"7,109",429,768,205,303,164,368,100,184,428,268,292,382,240,356,385,208,455,388,255,276,368,286,1.0
2021,6,90,"1,386",91,153,37,66,41,85,32,27,75,52,49,88,26,75,72,40,75,44,58,47,93,57,3.0
2021,6,100,53,2,9,1,5,0,3,3,0,2,2,2,3,1,2,3,2,5,2,3,0,3,0,0.0
2021,7,총,"268,575","22,336","20,095","15,793","24,612","15,783","14,005","3,102","4,862","10,909","6,306","6,879","15,944","5,718","10,338","8,120","5,143","15,893","11,176","12,032","14,128","12,461","11,664","1,276"
2021,7,0,"23,340","2,113","1,126","1,776","3,094","2,317","1,506",169,222,545,315,246,"1,321",295,633,321,377,"1,228",870,"1,140","1,366","1,137",977,246
2021,7,10,"27,464","2,103","1,653","2,199","3,175","1,969","1,020",178,344,745,412,613,"1,502",422,923,573,344,"1,674","1,344","1,694","1,598","1,279","1,585",115
2021,7,20,"34,446","3,063","2,968","2,017","2,804","1,687","1,667",460,748,"1,440",727,950,"1,991",796,"1,348","1,106",622,"2,209","1,313","1,339","1,933","1,564","1,604",90
2021,7,30,"38,200","3,887","2,231","2,804","4,254","2,970","2,384",413,538,"1,281",653,665,"2,154",649,"1,241",805,766,"2,052","1,207","1,602","2,191","1,657","1,415",381
2021,7,40,"46,537","4,054","2,973","3,329","5,136","3,219","2,165",340,619,"1,419",838,954,"2,427",779,"1,550","1,064",708,"2,765","2,170","2,755","2,709","2,133","2,195",236
2021,7,50,"46,205","3,488","4,225","2,040","3,360","2,045","2,337",761,"1,173","2,284","1,319","1,455","2,974","1,137","2,089","1,668",936,"2,795","1,902","1,663","2,278","2,200","1,955",121
2021,7,60,"30,563","2,166","2,707",999,"1,820","1,054","1,759",505,725,"1,880","1,172","1,139","2,263",903,"1,539","1,463",811,"1,793","1,186",976,"1,203","1,384","1,059",57
2021,7,70,"13,242",936,"1,286",384,605,316,708,147,280,801,548,514,834,470,578,657,330,837,746,545,525,645,535,15
2021,7,80,"7,145",429,765,207,297,164,371,95,188,435,270,293,389,242,360,388,208,461,393,259,277,363,281,10
2021,7,90,"1,377",96,153,37,63,42,85,30,24,77,50,48,85,24,75,72,39,73,43,56,48,95,58,4
2021,7,100,56,1,8,1,4,0,3,4,1,2,2,2,4,1,2,3,2,6,2,3,0,4,0,1
2021,8,총,"269,662","22,325","20,065","15,793","24,612","15,803","13,961","3,104","4,849","10,876","6,297","6,859","15,913","5,698","10,314","8,112","5,121","15,888","11,150","11,961","14,095","12,453","11,624","2,789"
2021,8,0,"23,461","2,102","1,115","1,771","3,061","2,305","1,494",167,220,532,310,245,"1,307",292,631,328,378,"1,220",857,"1,120","1,353","1,141",957,555
2021,8,10,"27,553","2,092","1,660","2,199","3,199","1,986","1,026",174,341,735,419,607,"1,501",417,917,569,336,"1,667","1,343","1,680","1,600","1,279","1,578",228
2021,8,20,"34,445","3,058","2,949","2,033","2,783","1,671","1,632",462,735,"1,439",726,937,"1,968",790,"1,338","1,110",619,"2,182","1,307","1,347","1,936","1,557","1,601",265
2021,8,30,"38,491","3,879","2,226","2,794","4,225","2,964","2,384",414,543,"1,267",651,671,"2,141",650,"1,233",810,763,"2,073","1,191","1,573","2,170","1,641","1,397",831
2021,8,40,"46,610","4,039","2,951","3,309","5,162","3,235","2,149",337,606,"1,412",825,942,"2,417",774,"1,546","1,063",698,"2,760","2,162","2,736","2,699","2,135","2,179",474
2021,8,50,"46,360","3,513","4,224","2,054","3,357","2,054","2,345",760,"1,182","2,280","1,325","1,455","2,977","1,121","2,084","1,664",929,"2,800","1,913","1,660","2,279","2,193","1,965",226
2021,8,60,"30,816","2,181","2,723","1,006","1,842","1,063","1,764",508,729,"1,888","1,168","1,151","2,284",918,"1,546","1,459",812,"1,805","1,193",976,"1,204","1,399","1,066",131
2021,8,70,"13,283",938,"1,282",381,612,318,706,150,280,803,550,510,834,466,574,651,335,836,749,548,529,641,538,52
2021,8,80,"7,195",422,772,210,301,163,373,98,188,440,270,290,395,244,367,384,211,463,390,262,281,368,283,20
2021,8,90,"1,392",100,155,35,66,44,85,30,24,78,51,49,85,25,77,71,38,76,43,56,44,94,60,6
2021,8,100,56,1,8,1,4,0,3,4,1,2,2,2,4,1,1,3,2,6,2,3,0,5,0,1
2021,9,총,"271,798","22,281","20,003","15,788","24,618","15,813","13,942","3,095","4,840","10,868","6,289","6,844","15,901","5,698","10,289","8,137","5,090","15,859","11,104","11,814","14,041","12,482","11,584","5,418"
2021,9,0,"23,723","2,079","1,098","1,765","3,046","2,301","1,489",168,215,525,308,237,"1,311",290,620,333,372,"1,216",840,"1,094","1,328","1,131",950,"1,007"
2021,9,10,"27,671","2,083","1,649","2,201","3,206","1,980","1,028",170,337,732,417,603,"1,494",419,910,568,335,"1,655","1,321","1,637","1,589","1,292","1,568",477
2021,9,20,"34,611","3,046","2,946","2,026","2,784","1,668","1,623",456,731,"1,422",720,930,"1,953",786,"1,331","1,123",609,"2,180","1,311","1,343","1,948","1,554","1,591",530
2021,9,30,"39,030","3,851","2,220","2,800","4,199","2,957","2,363",417,545,"1,279",649,670,"2,136",647,"1,224",801,754,"2,076","1,175","1,532","2,152","1,640","1,388","1,555"
2021,9,40,"46,912","4,038","2,915","3,305","5,175","3,257","2,161",333,606,"1,412",826,942,"2,406",773,"1,544","1,066",691,"2,731","2,140","2,705","2,682","2,135","2,170",899
2021,9,50,"46,622","3,534","4,219","2,051","3,371","2,047","2,354",755,"1,182","2,261","1,318","1,452","2,970","1,119","2,084","1,661",931,"2,802","1,939","1,661","2,287","2,195","1,965",464
2021,9,60,"31,137","2,191","2,742","1,011","1,847","1,077","1,758",519,731,"1,906","1,171","1,158","2,308",924,"1,558","1,467",815,"1,806","1,188",970,"1,206","1,416","1,070",298
2021,9,70,"13,351",934,"1,277",385,611,316,705,147,277,806,554,510,832,466,573,655,334,839,747,543,523,647,538,132
2021,9,80,"7,271",422,777,205,308,163,375,95,191,444,273,292,400,248,367,389,210,468,398,265,283,372,283,43
2021,9,90,"1,411",102,152,38,66,46,83,31,24,79,51,48,87,25,77,71,37,80,43,61,43,94,61,12
2021,9,100,59,1,8,1,5,1,3,4,1,2,2,2,4,1,1,3,2,6,2,3,0,6,0,1
2021,10,총,"273,461","22,285","19,981","15,803","24,635","15,843","13,927","3,098","4,824","10,850","6,271","6,836","15,889","5,739","10,255","8,143","5,080","15,860","11,062","11,773","13,972","12,508","11,567","7,260"
2021,10,0,"23,892","2,070","1,096","1,763","3,017","2,302","1,483",169,214,523,302,231,"1,305",291,620,332,372,"1,205",827,"1,078","1,299","1,137",942,"1,314"
2021,10,10,"27,747","2,074","1,630","2,209","3,205","1,996","1,032",171,331,733,420,600,"1,494",421,903,570,334,"1,645","1,302","1,614","1,576","1,285","1,561",641
2021,10,20,"34,768","3,040","2,947","2,021","2,812","1,666","1,601",450,722,"1,410",720,931,"1,946",799,"1,313","1,113",602,"2,180","1,310","1,340","1,939","1,574","1,608",724
2021,10,30,"39,387","3,848","2,217","2,805","4,175","2,941","2,351",417,552,"1,277",650,674,"2,125",649,"1,220",812,754,"2,078","1,175","1,522","2,142","1,649","1,372","1,982"
2021,10,40,"47,131","4,043","2,895","3,296","5,187","3,279","2,156",339,602,"1,397",820,943,"2,407",779,"1,543","1,059",689,"2,714","2,119","2,682","2,649","2,128","2,160","1,245"
2021,10,50,"46,883","3,538","4,221","2,067","3,374","2,053","2,352",759,"1,179","2,259","1,313","1,445","2,964","1,124","2,079","1,658",931,"2,809","1,936","1,666","2,294","2,191","1,968",703
2021,10,60,"31,404","2,204","2,761","1,010","1,867","1,072","1,776",518,733,"1,923","1,163","1,153","2,317",929,"1,562","1,474",818,"1,824","1,198",980,"1,211","1,425","1,068",418
2021,10,70,"13,431",940,"1,273",388,615,319,711,144,272,806,553,516,834,473,572,663,331,842,746,552,535,646,539,161
2021,10,80,"7,329",421,785,205,313,169,379,97,194,438,278,291,403,245,368,385,211,474,404,272,282,370,289,56
2021,10,90,"1,434",106,149,38,65,45,83,30,24,82,50,50,91,28,74,75,36,84,43,64,45,97,60,15
2021,10,100,55,1,7,1,5,1,3,4,1,2,2,2,3,1,1,2,2,5,2,3,0,6,0,1
2021,11,총,"274,341","22,289","19,975","15,794","24,615","15,918","13,922","3,090","4,803","10,866","6,274","6,830","15,842","5,767","10,255","8,151","5,075","15,861","11,069","11,834","13,946","12,518","11,553","8,094"
2021,11,0,"23,910","2,066","1,091","1,753","3,004","2,293","1,472",170,214,524,298,232,"1,300",294,612,330,368,"1,195",820,"1,086","1,280","1,129",933,"1,446"
2021,11,10,"27,838","2,080","1,629","2,210","3,203","2,009","1,041",174,327,738,421,594,"1,488",420,906,565,335,"1,651","1,296","1,607","1,578","1,296","1,548",722
2021,11,20,"34,827","3,033","2,956","2,017","2,823","1,668","1,594",444,714,"1,417",717,937,"1,935",805,"1,306","1,116",603,"2,157","1,311","1,360","1,924","1,574","1,609",807
2021,11,30,"39,465","3,833","2,209","2,793","4,122","2,964","2,343",420,540,"1,271",651,674,"2,112",658,"1,226",821,750,"2,082","1,176","1,521","2,140","1,638","1,360","2,161"
2021,11,40,"47,240","4,034","2,874","3,282","5,204","3,293","2,158",337,600,"1,403",823,930,"2,401",782,"1,540","1,053",685,"2,704","2,097","2,681","2,650","2,127","2,159","1,423"
2021,11,50,"47,099","3,555","4,230","2,090","3,397","2,060","2,341",754,"1,178","2,250","1,311","1,444","2,951","1,122","2,071","1,654",928,"2,827","1,968","1,690","2,297","2,195","1,987",799
2021,11,60,"31,620","2,219","2,770","1,015","1,870","1,085","1,790",518,738,"1,928","1,165","1,161","2,332",937,"1,570","1,487",823,"1,833","1,203",990,"1,215","1,434","1,070",467
2021,11,70,"13,467",939,"1,260",388,611,326,712,149,271,808,559,511,831,473,583,664,332,840,745,556,538,643,540,188
2021,11,80,"7,363",423,795,209,313,171,383,95,196,441,278,292,397,247,367,382,210,482,407,275,278,375,286,61
2021,11,90,"1,462",106,154,36,62,48,85,29,24,84,49,53,92,29,73,77,39,86,44,65,46,101,61,19
2021,11,100,50,1,7,1,6,1,3,0,1,2,2,2,3,0,1,2,2,4,2,3,0,6,0,1
2021,12,총,"274,982","22,276","19,948","15,800","24,646","15,959","13,948","3,112","4,805","10,829","6,273","6,814","15,833","5,827","10,244","8,158","5,063","15,880","11,090","11,844","13,961","12,529","11,569","8,574"
2021,12,0,"23,866","2,039","1,081","1,748","2,996","2,277","1,464",172,211,522,295,231,"1,294",293,601,326,366,"1,196",815,"1,080","1,281","1,131",932,"1,515"
2021,12,10,"27,877","2,074","1,627","2,207","3,187","2,025","1,059",175,326,731,418,580,"1,489",421,910,575,336,"1,637","1,304","1,613","1,577","1,287","1,549",770
2021,12,20,"34,840","3,049","2,934","2,014","2,831","1,671","1,595",448,719,"1,400",713,944,"1,921",824,"1,301","1,103",598,"2,164","1,311","1,351","1,918","1,578","1,593",860
2021,12,30,"39,539","3,828","2,216","2,786","4,098","2,967","2,338",422,533,"1,270",655,670,"2,103",667,"1,228",831,744,"2,091","1,176","1,527","2,132","1,629","1,358","2,270"
2021,12,40,"47,376","4,047","2,860","3,293","5,222","3,315","2,165",340,598,"1,398",822,928,"2,415",781,"1,528","1,053",684,"2,684","2,101","2,682","2,649","2,140","2,159","1,512"
2021,12,50,"47,254","3,563","4,238","2,093","3,418","2,067","2,341",753,"1,173","2,237","1,315","1,436","2,945","1,133","2,079","1,653",926,"2,845","1,978","1,694","2,307","2,198","2,008",854
2021,12,60,"31,784","2,217","2,765","1,020","1,887","1,093","1,798",527,753,"1,937","1,165","1,159","2,342",950,"1,574","1,492",822,"1,846","1,205",996,"1,224","1,443","1,070",499
2021,12,70,"13,509",935,"1,260",392,620,326,713,149,274,809,561,516,830,475,581,668,334,841,740,553,543,640,550,199
2021,12,80,"7,411",418,803,211,321,170,383,97,191,438,278,296,400,252,368,374,210,488,412,280,285,375,286,75
2021,12,90,"1,472",104,157,35,60,47,89,29,25,85,49,52,91,30,73,81,41,83,46,65,45,102,64,19
2021,12,100,54,2,7,1,6,1,3,0,2,2,2,2,3,1,1,2,2,5,2,3,0,6,0,1
