년도,월,나이,전라북도,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 덕진구,전라북도 군산시,전라북도 익산시,전라북도 정읍시,전라북도 남원시,전라북도 김제시,전라북도 완주군,전라북도 진안군,전라북도 무주군,전라북도 장수군,전라북도 임실군,전라북도 순창군,전라북도 고창군,전라북도 부안군
2021,4,60,"261,328","78,480","43,135","35,345","38,212","41,359","17,305","13,269","14,876","14,271","5,034","4,518","4,309","5,081","4,924","9,927","9,763"
2021,4,70,"170,497","44,357","24,100","20,257","23,106","24,719","13,243","9,765","11,414","9,288","3,796","3,332","3,098","4,246","4,123","8,315","7,695"
2021,4,80,"92,815","19,959","10,794","9,165","10,281","12,599","8,246","6,232","7,218","5,357","2,533","2,374","2,174","3,039","2,768","5,359","4,676"
2021,4,90,"14,018","2,838","1,626","1,212","1,601","2,087","1,172",978,"1,231",817,377,334,303,436,372,844,628
2021,4,100,559,91,56,35,60,94,64,31,41,33,17,22,11,17,22,34,22
2021,5,총,"1,794,682","656,934","337,822","319,112","266,345","280,152","107,489","80,086","81,593","91,126","25,233","23,917","21,902","27,019","27,321","54,018","51,547"
2021,5,0,"124,523","52,871","24,057","28,814","20,321","18,388","6,124","4,814","4,139","6,622","1,221","1,137","1,089","1,326","1,395","2,593","2,483"
2021,5,10,"172,288","70,738","35,409","35,329","26,439","27,479","9,463","7,162","6,086","8,180","1,637","1,802","1,641","1,646","2,161","4,208","3,646"
2021,5,20,"209,564","92,972","49,166","43,806","29,495","35,674","10,430","7,498","7,036","8,844","1,901","1,742","1,618","2,009","2,027","4,146","4,172"
2021,5,30,"185,440","81,442","39,513","41,929","29,831","27,804","8,652","6,234","6,432","9,087","1,581","1,669","1,495","1,847","1,873","3,727","3,766"
2021,5,40,"264,055","106,019","52,499","53,520","43,023","41,108","14,463","10,434","9,767","13,356","2,640","2,798","2,491","2,726","3,208","6,042","5,980"
2021,5,50,"298,283","106,500","57,116","49,384","44,025","48,541","18,228","13,582","13,408","15,166","4,458","4,156","3,635","4,597","4,415","8,873","8,699"
2021,5,60,"262,317","78,933","43,397","35,536","38,220","41,600","17,382","13,343","14,875","14,327","5,039","4,539","4,324","5,121","4,940","9,904","9,770"
2021,5,70,"170,496","44,465","24,153","20,312","23,064","24,744","13,208","9,758","11,373","9,297","3,806","3,336","3,100","4,237","4,117","8,286","7,705"
2021,5,80,"93,082","20,036","10,818","9,218","10,264","12,650","8,286","6,250","7,215","5,393","2,547","2,378","2,193","3,051","2,783","5,362","4,674"
2021,5,90,"14,093","2,866","1,638","1,228","1,607","2,074","1,191",981,"1,223",824,386,338,305,442,381,845,630
2021,5,100,541,92,56,36,56,90,62,30,39,30,17,22,11,17,21,32,22
2021,6,총,"1,794,345","657,428","337,968","319,460","266,389","280,072","107,422","80,032","81,462","91,024","25,181","23,875","21,880","27,009","27,283","53,869","51,419"
2021,6,0,"123,823","52,657","23,940","28,717","20,219","18,263","6,053","4,799","4,107","6,567","1,215","1,126","1,075","1,318","1,383","2,569","2,472"
2021,6,10,"172,059","70,652","35,328","35,324","26,418","27,457","9,449","7,144","6,080","8,184","1,640","1,794","1,647","1,639","2,162","4,172","3,621"
2021,6,20,"209,721","93,163","49,255","43,908","29,539","35,662","10,440","7,493","7,052","8,819","1,892","1,734","1,611","2,008","2,021","4,120","4,167"
2021,6,30,"185,117","81,444","39,519","41,925","29,741","27,791","8,619","6,224","6,399","9,059","1,562","1,656","1,480","1,836","1,853","3,711","3,742"
2021,6,40,"263,566","105,864","52,403","53,461","42,997","41,039","14,432","10,419","9,731","13,300","2,621","2,790","2,481","2,711","3,215","6,023","5,943"
2021,6,50,"297,676","106,504","57,056","49,448","43,935","48,434","18,179","13,526","13,315","15,117","4,435","4,138","3,634","4,590","4,397","8,817","8,655"
2021,6,60,"263,759","79,452","43,681","35,771","38,452","41,841","17,467","13,386","14,921","14,427","5,075","4,564","4,342","5,162","4,960","9,934","9,776"
2021,6,70,"170,487","44,523","24,180","20,343","23,106","24,792","13,204","9,730","11,350","9,288","3,794","3,324","3,096","4,234","4,098","8,258","7,690"
2021,6,80,"93,460","20,190","10,893","9,297","10,312","12,645","8,325","6,291","7,240","5,397","2,549","2,391","2,200","3,050","2,791","5,381","4,698"
2021,6,90,"14,150","2,886","1,656","1,230","1,616","2,072","1,192",988,"1,226",836,382,336,303,445,382,853,633
2021,6,100,527,93,57,36,54,76,62,32,41,30,16,22,11,16,21,31,22
2021,7,총,"1,793,902","657,664","337,946","319,718","266,226","279,836","107,349","80,027","81,406","91,197","25,113","23,849","21,854","26,952","27,219","53,826","51,384"
2021,7,0,"123,179","52,470","23,830","28,640","20,075","18,124","6,035","4,790","4,074","6,536","1,202","1,108","1,071","1,307","1,375","2,552","2,460"
2021,7,10,"171,743","70,526","35,204","35,322","26,364","27,366","9,424","7,164","6,072","8,177","1,634","1,793","1,651","1,632","2,170","4,152","3,618"
2021,7,20,"209,534","93,200","49,247","43,953","29,489","35,593","10,416","7,482","7,014","8,875","1,871","1,721","1,597","1,988","1,984","4,142","4,162"
2021,7,30,"184,768","81,480","39,563","41,917","29,649","27,755","8,585","6,172","6,385","9,009","1,546","1,660","1,464","1,821","1,844","3,677","3,721"
2021,7,40,"262,826","105,660","52,228","53,432","42,885","40,904","14,354","10,375","9,684","13,314","2,600","2,769","2,462","2,715","3,197","5,997","5,910"
2021,7,50,"297,818","106,698","57,143","49,555","43,946","48,408","18,153","13,539","13,340","15,158","4,406","4,130","3,638","4,550","4,383","8,809","8,660"
2021,7,60,"264,807","79,733","43,819","35,914","38,610","42,006","17,568","13,423","14,958","14,551","5,113","4,577","4,358","5,175","4,970","9,969","9,796"
2021,7,70,"170,737","44,612","24,221","20,391","23,194","24,874","13,211","9,738","11,356","9,296","3,785","3,313","3,102","4,240","4,083","8,241","7,692"
2021,7,80,"93,733","20,281","10,963","9,318","10,333","12,656","8,345","6,305","7,266","5,416","2,554","2,415","2,197","3,055","2,805","5,403","4,702"
2021,7,90,"14,225","2,910","1,669","1,241","1,627","2,076","1,195","1,007","1,214",835,385,340,302,453,387,852,642
2021,7,100,532,94,59,35,54,74,63,32,43,30,17,23,12,16,21,32,21
2021,8,총,"1,792,476","657,577","337,747","319,830","266,026","279,517","107,169","79,933","81,347","91,223","25,063","23,834","21,811","26,873","27,120","53,739","51,244"
2021,8,0,"122,405","52,240","23,719","28,521","19,946","17,995","5,991","4,741","4,040","6,492","1,190","1,103","1,059","1,292","1,353","2,522","2,441"
2021,8,10,"171,386","70,378","35,084","35,294","26,304","27,311","9,400","7,166","6,078","8,173","1,642","1,794","1,649","1,618","2,146","4,145","3,582"
2021,8,20,"209,061","93,119","49,129","43,990","29,420","35,508","10,398","7,440","7,004","8,843","1,841","1,724","1,579","1,956","1,960","4,130","4,139"
2021,8,30,"184,140","81,366","39,545","41,821","29,533","27,638","8,508","6,158","6,342","8,977","1,538","1,645","1,454","1,811","1,836","3,647","3,687"
2021,8,40,"261,996","105,488","52,040","53,448","42,783","40,740","14,270","10,299","9,656","13,305","2,569","2,759","2,458","2,694","3,175","5,936","5,864"
2021,8,50,"298,043","106,805","57,204","49,601","43,984","48,454","18,141","13,556","13,342","15,180","4,416","4,125","3,628","4,554","4,382","8,814","8,662"
2021,8,60,"265,736","80,097","44,013","36,084","38,731","42,104","17,625","13,456","14,982","14,633","5,127","4,600","4,360","5,188","4,986","10,021","9,826"
2021,8,70,"170,813","44,690","24,263","20,427","23,266","24,892","13,181","9,740","11,348","9,311","3,788","3,298","3,113","4,240","4,055","8,218","7,673"
2021,8,80,"93,996","20,353","11,003","9,350","10,370","12,715","8,383","6,317","7,278","5,437","2,545","2,424","2,195","3,042","2,816","5,417","4,704"
2021,8,90,"14,369","2,947","1,687","1,260","1,634","2,087","1,209","1,028","1,234",843,390,340,305,462,389,857,644
2021,8,100,531,94,60,34,55,73,63,32,43,29,17,22,11,16,22,32,22
2021,9,총,"1,791,110","658,235","337,671","320,564","265,770","279,207","106,951","79,673","81,177","91,146","24,985","23,764","21,755","26,755","27,033","53,606","51,053"
2021,9,0,"121,707","52,059","23,583","28,476","19,810","17,883","5,953","4,696","3,999","6,458","1,161","1,096","1,047","1,284","1,337","2,508","2,416"
2021,9,10,"171,106","70,337","34,965","35,372","26,278","27,240","9,365","7,138","6,080","8,153","1,633","1,789","1,650","1,596","2,147","4,134","3,566"
2021,9,20,"208,407","93,358","49,220","44,138","29,329","35,394","10,297","7,341","6,920","8,774","1,810","1,688","1,564","1,905","1,914","4,065","4,048"
2021,9,30,"183,643","81,427","39,520","41,907","29,359","27,563","8,480","6,098","6,281","8,948","1,524","1,626","1,430","1,799","1,816","3,637","3,655"
2021,9,40,"261,232","105,344","51,903","53,441","42,649","40,623","14,205","10,222","9,617","13,266","2,565","2,748","2,440","2,685","3,153","5,883","5,832"
2021,9,50,"298,271","106,986","57,229","49,757","44,045","48,476","18,146","13,574","13,338","15,223","4,397","4,122","3,633","4,542","4,387","8,782","8,620"
2021,9,60,"266,473","80,404","44,161","36,243","38,856","42,194","17,676","13,467","15,004","14,661","5,147","4,616","4,357","5,180","4,996","10,064","9,851"
2021,9,70,"170,869","44,795","24,289","20,506","23,326","24,894","13,128","9,733","11,349","9,334","3,779","3,293","3,111","4,233","4,051","8,173","7,670"
2021,9,80,"94,400","20,451","11,049","9,402","10,420","12,782","8,421","6,341","7,313","5,440","2,563","2,429","2,204","3,048","2,809","5,462","4,717"
2021,9,90,"14,476","2,980","1,692","1,288","1,645","2,086","1,219","1,030","1,234",861,389,335,308,467,400,866,656
2021,9,100,526,94,60,34,53,72,61,33,42,28,17,22,11,16,23,32,22
2021,10,총,"1,789,770","658,216","337,186","321,030","265,504","278,798","106,814","79,649","81,106","91,093","24,941","23,769","21,731","26,717","26,980","53,534","50,918"
2021,10,0,"120,964","51,815","23,361","28,454","19,649","17,763","5,915","4,677","3,965","6,429","1,152","1,080","1,029","1,294","1,328","2,478","2,390"
2021,10,10,"170,807","70,266","34,854","35,412","26,224","27,165","9,338","7,137","6,063","8,149","1,632","1,792","1,642","1,585","2,145","4,120","3,549"
2021,10,20,"207,837","93,201","49,100","44,101","29,250","35,270","10,254","7,339","6,916","8,734","1,798","1,684","1,562","1,877","1,902","4,038","4,012"
2021,10,30,"183,205","81,357","39,372","41,985","29,231","27,517","8,445","6,082","6,229","8,918","1,520","1,612","1,430","1,800","1,799","3,613","3,652"
2021,10,40,"260,450","105,088","51,685","53,403","42,569","40,446","14,140","10,194","9,609","13,224","2,553","2,742","2,422","2,683","3,127","5,859","5,794"
2021,10,50,"298,603","107,266","57,332","49,934","44,124","48,566","18,140","13,555","13,301","15,252","4,378","4,141","3,633","4,527","4,392","8,773","8,555"
2021,10,60,"267,130","80,631","44,274","36,357","38,896","42,231","17,718","13,504","15,039","14,732","5,171","4,624","4,375","5,178","5,023","10,106","9,902"
2021,10,70,"171,004","44,960","24,357","20,603","23,400","24,916","13,119","9,722","11,346","9,302","3,766","3,298","3,104","4,220","4,026","8,157","7,668"
2021,10,80,"94,656","20,535","11,078","9,457","10,443","12,786","8,445","6,373","7,345","5,453","2,565","2,437","2,212","3,070","2,813","5,473","4,706"
2021,10,90,"14,619","3,004","1,712","1,292","1,665","2,091","1,240","1,033","1,250",873,390,337,311,468,404,885,668
2021,10,100,495,93,61,32,53,47,60,33,43,27,16,22,11,15,21,32,22
2021,11,총,"1,788,616","657,930","336,540","321,390","265,452","278,496","106,634","79,581","81,012","91,137","24,974","23,770","21,723","26,665","26,922","53,468","50,852"
2021,11,0,"120,244","51,584","23,162","28,422","19,532","17,630","5,874","4,640","3,933","6,376","1,151","1,075","1,029","1,291","1,304","2,458","2,367"
2021,11,10,"170,547","70,173","34,759","35,414","26,211","27,120","9,291","7,104","6,031","8,202","1,636","1,771","1,637","1,575","2,148","4,110","3,538"
2021,11,20,"207,328","92,980","48,922","44,058","29,118","35,143","10,218","7,352","6,956","8,722","1,801","1,695","1,557","1,872","1,909","4,014","3,991"
2021,11,30,"182,723","81,222","39,223","41,999","29,154","27,465","8,443","6,053","6,192","8,847","1,512","1,617","1,423","1,790","1,774","3,598","3,633"
2021,11,40,"260,016","104,973","51,530","53,443","42,556","40,395","14,081","10,161","9,570","13,224","2,546","2,738","2,410","2,659","3,103","5,833","5,767"
2021,11,50,"298,709","107,359","57,284","50,075","44,166","48,540","18,129","13,591","13,278","15,259","4,392","4,140","3,626","4,497","4,388","8,785","8,559"
2021,11,60,"267,848","80,861","44,372","36,489","39,032","42,294","17,739","13,494","15,055","14,826","5,205","4,646","4,392","5,209","5,043","10,126","9,926"
2021,11,70,"170,880","44,976","24,366","20,610","23,440","24,865","13,110","9,719","11,335","9,307","3,750","3,282","3,088","4,214","4,000","8,123","7,671"
2021,11,80,"95,174","20,704","11,165","9,539","10,518","12,885","8,454","6,401","7,373","5,474","2,580","2,446","2,236","3,072","2,819","5,505","4,707"
2021,11,90,"14,708","3,023","1,712","1,311","1,681","2,113","1,245","1,034","1,250",874,386,340,314,472,414,891,671
2021,11,100,439,75,45,30,44,46,50,32,39,26,15,20,11,14,20,25,22
2021,12,총,"1,786,855","657,269","335,804","321,465","265,304","278,113","106,487","79,431","80,913","91,142","24,987","23,748","21,695","26,730","26,855","53,386","50,795"
2021,12,0,"119,673","51,443","23,057","28,386","19,483","17,514","5,840","4,595","3,874","6,324","1,147","1,066","1,025","1,285","1,272","2,454","2,351"
2021,12,10,"170,128","70,071","34,610","35,461","26,150","27,014","9,257","7,093","6,040","8,177","1,619","1,772","1,627","1,574","2,151","4,066","3,517"
2021,12,20,"206,579","92,498","48,640","43,858","29,021","34,997","10,199","7,320","6,942","8,745","1,810","1,697","1,548","1,887","1,906","4,021","3,988"
2021,12,30,"182,181","80,960","39,088","41,872","29,074","27,390","8,394","6,020","6,196","8,842","1,507","1,622","1,400","1,814","1,752","3,574","3,636"
2021,12,40,"259,675","104,928","51,369","53,559","42,523","40,310","14,043","10,118","9,549","13,207","2,536","2,720","2,405","2,664","3,096","5,833","5,743"
2021,12,50,"298,654","107,276","57,172","50,104","44,185","48,537","18,118","13,595","13,237","15,316","4,420","4,122","3,635","4,497","4,387","8,775","8,554"
2021,12,60,"268,393","81,129","44,491","36,638","39,086","42,355","17,772","13,508","15,081","14,830","5,215","4,664","4,394","5,243","5,058","10,130","9,928"
2021,12,70,"170,337","44,980","24,351","20,629","23,380","24,794","13,055","9,676","11,203","9,295","3,729","3,253","3,075","4,200","3,938","8,094","7,665"
2021,12,80,"95,991","20,859","11,256","9,603","10,670","13,030","8,507","6,425","7,495","5,506","2,610","2,468","2,258","3,077","2,855","5,509","4,722"
2021,12,90,"14,839","3,054","1,728","1,326","1,691","2,131","1,255","1,052","1,257",878,386,343,316,475,424,905,672
2021,12,100,405,71,42,29,41,41,47,29,39,22,8,21,12,14,16,25,19
