년도,월,나이,경주시,감포읍,안강읍,건천읍,외동읍,양북면,양남면,내남면,산내면,서면,현곡면,강동면,천북면,중부동,황오동,성건동,황남동,선도동,월성동,용강동,황성동,동천동,불국동,보덕동,문무대왕면
2021,4,100,51,3,9,4,3,0,2,2,0,1,0,2,1,0,2,1,6,1,2,4,1,1,2,1,3
2021,5,총,"126,278","2,699","12,383","4,627","10,285",,"2,936","2,357","1,647","1,598","10,981","3,037","2,722","2,596","3,296","6,965","2,345","7,354","2,942","11,960","14,516","11,170","4,937",880,"2,045"
2021,5,0,"7,778",66,536,150,661,,130,43,22,34,"1,113",98,139,100,92,186,44,551,174,"1,413","1,202",576,320,27,101
2021,5,10,"9,805",109,976,230,546,,155,98,40,43,"1,185",152,158,135,142,382,96,773,152,"1,276","1,706","1,040",295,46,70
2021,5,20,"11,458",126,970,263,925,,194,115,53,67,"1,052",197,220,231,271,834,141,825,184,"1,168","1,696","1,287",389,89,161
2021,5,30,"11,681",135,777,272,"1,068",,209,96,67,67,"1,479",145,258,207,226,509,109,683,255,"1,692","1,638","1,022",529,49,189
2021,5,40,"17,420",222,"1,564",422,"1,241",,288,167,80,118,"1,928",292,294,281,321,811,218,"1,295",341,"2,151","2,776","1,782",611,87,130
2021,5,50,"22,533",427,"2,393",773,"1,992",,548,385,271,227,"1,798",546,458,422,549,"1,182",358,"1,372",474,"2,084","2,746","2,284",820,148,276
2021,5,60,"21,410",639,"2,275","1,044","1,852",,680,540,488,393,"1,293",653,518,570,779,"1,522",521,948,594,"1,218","1,552","1,804",927,192,408
2021,5,70,"13,635",554,"1,598",813,"1,062",,395,443,335,368,621,487,380,413,575,"1,032",458,530,429,542,690,859,570,140,341
2021,5,80,"9,063",354,"1,139",574,801,,272,413,252,242,436,402,262,213,292,429,349,318,286,351,431,452,398,86,311
2021,5,90,"1,443",64,147,82,132,,63,56,39,38,76,63,34,24,47,77,45,58,51,61,79,61,76,15,55
2021,5,100,52,3,8,4,5,,2,1,0,1,0,2,1,0,2,1,6,1,2,4,0,3,2,1,3
2021,6,총,"126,173","2,697","12,338","4,611","10,349",,"2,926","2,346","1,638","1,593","11,000","3,033","2,718","2,597","3,283","6,931","2,333","7,331","2,944","12,025","14,488","11,164","4,923",875,"2,030"
2021,6,0,"7,757",64,527,151,665,,128,43,21,34,"1,112",100,137,100,86,182,43,548,174,"1,419","1,200",580,319,25,99
2021,6,10,"9,759",107,967,223,545,,156,99,38,41,"1,184",149,153,136,143,377,96,760,151,"1,289","1,698","1,038",293,45,71
2021,6,20,"11,414",126,964,267,938,,192,110,53,66,"1,045",197,217,231,264,825,137,832,187,"1,169","1,689","1,282",381,86,156
2021,6,30,"11,646",134,770,269,"1,085",,205,92,66,67,"1,485",144,256,208,224,512,104,671,254,"1,701","1,630","1,016",518,46,189
2021,6,40,"17,380",220,"1,560",414,"1,241",,289,168,75,116,"1,934",290,295,281,323,802,216,"1,290",342,"2,160","2,755","1,784",607,88,130
2021,6,50,"22,449",425,"2,365",768,"2,003",,546,382,264,223,"1,804",539,452,413,545,"1,171",351,"1,372",474,"2,090","2,748","2,281",819,148,266
2021,6,60,"21,536",640,"2,291","1,044","1,869",,680,542,489,396,"1,306",657,532,577,781,"1,518",528,948,594,"1,232","1,564","1,806",937,196,409
2021,6,70,"13,654",558,"1,596",814,"1,057",,392,440,339,370,623,490,377,415,575,"1,036",457,535,434,545,693,860,570,137,341
2021,6,80,"9,072",356,"1,143",576,802,,273,413,254,243,432,401,265,211,294,430,350,316,282,354,428,451,400,88,310
2021,6,90,"1,452",63,148,81,139,,63,56,39,36,74,64,33,25,46,77,45,58,50,62,83,62,77,15,56
2021,6,100,54,4,7,4,5,,2,1,0,1,1,2,1,0,2,1,6,1,2,4,0,4,2,1,3
2021,7,총,"126,094","2,689","12,314","4,604","10,384",,"2,910","2,342","1,637","1,593","11,005","3,045","2,710","2,604","3,287","6,903","2,321","7,302","2,933","12,088","14,448","11,158","4,921",877,"2,019"
2021,7,0,"7,716",65,520,151,666,,127,43,21,34,"1,106",98,135,101,86,181,43,538,178,"1,417","1,190",580,315,26,95
2021,7,10,"9,746",108,960,221,554,,156,101,36,41,"1,183",151,152,136,144,373,95,755,153,"1,292","1,685","1,046",289,45,70
2021,7,20,"11,366",124,969,268,934,,191,104,51,66,"1,054",197,219,234,267,821,136,821,184,"1,163","1,676","1,276",373,85,153
2021,7,30,"11,579",133,766,265,"1,087",,196,94,66,68,"1,469",143,245,204,224,495,104,664,252,"1,717","1,629","1,000",523,46,189
2021,7,40,"17,346",222,"1,552",413,"1,249",,287,167,79,111,"1,931",291,296,280,318,809,215,"1,279",339,"2,187","2,723","1,773",611,86,128
2021,7,50,"22,437",415,"2,361",762,"1,996",,542,383,259,227,"1,813",542,450,415,546,"1,163",350,"1,376",471,"2,094","2,756","2,276",824,151,265
2021,7,60,"21,613",640,"2,278","1,047","1,889",,680,542,486,395,"1,313",664,539,577,784,"1,520",522,946,591,"1,247","1,586","1,821",940,197,409
2021,7,70,"13,687",562,"1,609",811,"1,061",,390,439,344,370,628,494,373,414,575,"1,033",454,543,428,552,691,870,569,136,341
2021,7,80,"9,098",350,"1,143",582,804,,273,411,254,244,433,400,267,218,294,434,350,325,286,353,429,450,401,90,307
2021,7,90,"1,451",66,149,81,139,,66,57,41,36,74,63,33,25,47,72,46,54,49,62,83,62,73,14,59
2021,7,100,55,4,7,3,5,,2,1,0,1,1,2,1,0,2,2,6,1,2,4,0,4,3,1,3
2021,8,총,"126,040","2,687","12,276","4,587","10,417",,"2,910","2,350","1,627","1,584","10,982","3,030","2,699","2,608","3,284","6,894","2,313","7,308","2,938","12,159","14,435","11,140","4,929",871,"2,012"
2021,8,0,"7,652",64,508,150,661,,131,43,19,34,"1,097",94,134,94,85,180,41,532,178,"1,418","1,190",572,309,26,92
2021,8,10,"9,738",106,958,215,554,,149,99,36,39,"1,187",150,151,135,143,372,95,762,154,"1,313","1,673","1,039",293,45,70
2021,8,20,"11,343",125,959,268,937,,192,103,50,68,"1,042",199,219,242,268,819,133,824,184,"1,160","1,680","1,268",371,81,151
2021,8,30,"11,560",135,765,257,"1,099",,197,94,61,67,"1,461",136,238,200,224,499,104,663,250,"1,722","1,631",994,527,43,193
2021,8,40,"17,293",219,"1,530",408,"1,245",,280,172,81,110,"1,927",286,294,282,322,799,214,"1,273",339,"2,214","2,701","1,766",616,87,128
2021,8,50,"22,423",416,"2,350",761,"2,000",,545,385,256,220,"1,812",541,451,416,546,"1,156",344,"1,379",473,"2,098","2,763","2,275",821,150,265
2021,8,60,"21,697",642,"2,287","1,056","1,899",,685,548,486,392,"1,314",661,542,577,780,"1,527",522,945,595,"1,255","1,597","1,832",944,199,412
2021,8,70,"13,720",559,"1,620",802,"1,068",,391,440,342,371,635,500,370,416,572,"1,029",454,552,430,562,693,873,568,135,338
2021,8,80,"9,100",353,"1,140",587,806,,273,407,255,245,431,397,268,222,294,437,354,323,285,348,426,453,405,90,301
2021,8,90,"1,457",64,152,80,143,,65,58,41,37,75,64,31,24,48,74,46,54,46,65,81,64,72,14,59
2021,8,100,57,4,7,3,5,,2,1,0,1,1,2,1,0,2,2,6,1,4,4,0,4,3,1,3
2021,9,총,"126,116","2,680","12,257","4,578","10,436",,"2,913","2,358","1,630","1,579","11,018","3,024","2,689","2,604","3,287","6,903","2,296","7,333","2,940","12,191","14,442","11,135","4,941",867,"2,015"
2021,9,0,"7,636",61,504,149,659,,133,45,18,34,"1,099",91,132,94,86,178,40,531,177,"1,421","1,195",564,310,25,90
2021,9,10,"9,712",107,955,217,553,,150,99,36,38,"1,191",152,151,132,143,375,92,757,155,"1,306","1,665","1,035",295,41,67
2021,9,20,"11,328",121,945,260,924,,188,106,51,66,"1,045",196,210,238,264,830,134,830,185,"1,171","1,693","1,268",373,80,150
2021,9,30,"11,547",137,767,254,"1,107",,192,96,61,69,"1,454",133,238,201,224,498,97,662,245,"1,724","1,618",998,530,43,199
2021,9,40,"17,237",217,"1,520",406,"1,242",,278,171,81,107,"1,934",284,289,282,317,796,216,"1,270",342,"2,207","2,697","1,752",610,91,128
2021,9,50,"22,493",419,"2,343",751,"2,015",,545,389,254,223,"1,819",546,456,419,550,"1,157",339,"1,394",473,"2,119","2,772","2,275",814,150,271
2021,9,60,"21,749",641,"2,292","1,061","1,909",,695,546,490,386,"1,320",666,541,573,779,"1,524",524,952,594,"1,258","1,600","1,841",946,198,413
2021,9,70,"13,765",556,"1,628",807,"1,074",,391,439,342,373,641,492,372,419,578,"1,031",449,554,434,567,696,877,576,135,334
2021,9,80,"9,128",354,"1,143",590,805,,274,407,258,245,439,397,267,219,296,437,354,326,284,351,424,457,410,89,302
2021,9,90,"1,464",63,153,80,143,,64,59,39,37,75,65,32,27,48,75,45,56,47,63,82,65,74,14,58
2021,9,100,57,4,7,3,5,,3,1,0,1,1,2,1,0,2,2,6,1,4,4,0,3,3,1,3
2021,10,총,"126,106","2,689","12,236","4,576","10,481",,"2,938","2,347","1,636","1,571","10,996","3,006","2,702","2,601","3,282","6,895","2,280","7,337","2,935","12,230","14,442","11,103","4,950",866,"2,007"
2021,10,0,"7,593",62,493,148,664,,133,44,17,34,"1,093",89,131,91,86,174,38,528,172,"1,431","1,191",552,311,26,85
2021,10,10,"9,705",106,954,217,555,,153,99,39,38,"1,191",151,156,134,140,374,92,744,157,"1,309","1,658","1,036",296,41,65
2021,10,20,"11,297",124,948,260,918,,189,104,52,66,"1,029",188,215,233,265,826,134,834,188,"1,163","1,689","1,270",373,79,150
2021,10,30,"11,518",139,756,253,"1,117",,199,91,60,64,"1,446",136,238,195,218,507,99,655,244,"1,738","1,616",973,533,44,197
2021,10,40,"17,200",217,"1,515",405,"1,238",,278,173,81,110,"1,928",281,285,281,319,788,214,"1,271",339,"2,218","2,679","1,746",612,90,132
2021,10,50,"22,506",412,"2,342",749,"2,034",,554,385,255,216,"1,822",541,458,425,550,"1,149",337,"1,397",469,"2,116","2,784","2,282",811,148,270
2021,10,60,"21,772",639,"2,289","1,058","1,918",,698,544,495,387,"1,324",664,543,572,778,"1,521",519,956,589,"1,264","1,621","1,838",944,199,412
2021,10,70,"13,811",565,"1,628",809,"1,076",,392,436,338,373,647,494,375,422,577,"1,039",451,564,440,569,697,872,581,135,331
2021,10,80,"9,163",359,"1,146",593,811,,277,406,261,244,440,396,265,219,299,438,349,329,285,355,425,461,412,87,306
2021,10,90,"1,487",62,158,82,145,,62,64,38,38,75,64,35,29,48,77,44,58,48,63,81,70,74,16,56
2021,10,100,54,4,7,2,5,,3,1,0,1,1,2,1,0,2,2,3,1,4,4,1,3,3,1,3
2021,11,총,"126,007","2,688","12,236","4,556","10,459",,"2,932","2,338","1,631","1,566","11,036","2,994","2,704","2,586","3,267","6,879","2,281","7,332","2,952","12,216","14,453","11,095","4,935",863,"2,008"
2021,11,0,"7,539",62,480,146,654,,132,44,17,33,"1,100",89,130,91,84,173,38,529,174,"1,415","1,181",547,308,27,85
2021,11,10,"9,689",105,956,214,548,,153,99,40,38,"1,191",151,155,128,141,367,92,742,160,"1,309","1,662","1,038",293,41,66
2021,11,20,"11,246",125,944,261,902,,187,101,52,67,"1,033",189,213,233,256,826,131,830,192,"1,150","1,689","1,271",367,74,153
2021,11,30,"11,469",141,752,250,"1,118",,195,94,57,61,"1,442",134,235,194,218,497,101,655,244,"1,735","1,617",964,525,45,195
2021,11,40,"17,180",213,"1,514",401,"1,227",,281,170,79,112,"1,937",282,284,279,311,789,214,"1,271",344,"2,225","2,670","1,746",613,90,128
2021,11,50,"22,510",415,"2,340",746,"2,037",,551,385,256,213,"1,830",535,465,420,553,"1,140",340,"1,397",472,"2,113","2,789","2,282",810,146,275
2021,11,60,"21,813",640,"2,307","1,053","1,932",,700,539,493,386,"1,338",662,541,565,773,"1,520",515,953,590,"1,276","1,628","1,839",949,200,414
2021,11,70,"13,823",561,"1,627",808,"1,076",,387,434,338,375,649,493,373,428,583,"1,048",450,569,435,571,709,868,577,136,328
2021,11,80,"9,186",360,"1,153",592,810,,282,405,262,244,438,396,270,218,301,441,351,327,286,354,422,467,415,87,305
2021,11,90,"1,504",63,157,85,151,,61,66,37,36,77,61,37,30,45,76,47,58,51,64,85,70,75,16,56
2021,11,100,48,3,6,0,4,,3,1,0,1,1,2,1,0,2,2,2,1,4,4,1,3,3,1,3
2021,12,총,"125,865","2,693","12,204","4,537","10,471",,"2,939","2,326","1,633","1,561","11,030","2,996","2,714","2,582","3,259","6,862","2,271","7,303","2,963","12,201","14,415","11,082","4,944",871,"2,008"
2021,12,0,"7,514",61,475,144,661,,130,43,16,32,"1,095",88,134,90,83,170,38,517,176,"1,413","1,170",555,309,27,87
2021,12,10,"9,684",108,956,215,549,,156,100,41,36,"1,191",148,156,122,143,369,91,743,161,"1,304","1,666","1,032",289,41,67
2021,12,20,"11,192",126,941,253,895,,186,97,53,66,"1,033",189,212,238,256,819,131,831,191,"1,143","1,673","1,261",370,75,153
2021,12,30,"11,402",141,743,250,"1,125",,200,93,57,62,"1,436",132,229,189,210,491,101,643,244,"1,734","1,602",954,525,45,196
2021,12,40,"17,145",218,"1,503",397,"1,225",,282,167,79,110,"1,926",283,298,278,313,784,211,"1,268",348,"2,226","2,661","1,743",605,90,130
2021,12,50,"22,484",413,"2,337",740,"2,029",,552,382,254,210,"1,847",538,460,419,556,"1,137",339,"1,396",471,"2,108","2,791","2,268",819,149,269
2021,12,60,"21,863",641,"2,295","1,057","1,952",,698,534,492,392,"1,332",665,542,567,769,"1,525",515,952,596,"1,281","1,639","1,848",951,204,416
2021,12,70,"13,821",559,"1,639",802,"1,087",,389,434,340,368,653,494,374,427,581,"1,038",445,562,434,569,710,880,577,136,323
2021,12,80,"9,204",360,"1,150",595,794,,280,408,264,248,440,393,271,221,302,450,351,331,287,357,421,466,421,86,308
2021,12,90,"1,511",63,160,84,151,,63,67,37,36,75,63,37,31,44,77,47,59,51,63,82,71,75,17,58
2021,12,100,45,3,5,0,3,,3,1,0,1,2,3,1,0,2,2,2,1,4,3,0,4,3,1,1
