년도,월,나이,경상북도 영주시,경상북도 영주시 풍기읍,경상북도 영주시 이산면,경상북도 영주시 평은면,경상북도 영주시 문수면,경상북도 영주시 장수면,경상북도 영주시 안정면,경상북도 영주시 봉현면,경상북도 영주시 순흥면,경상북도 영주시 단산면,경상북도 영주시 부석면,경상북도 영주시 상망동,경상북도 영주시 하망동,경상북도 영주시 영주1동,경상북도 영주시 영주2동,경상북도 영주시 휴천1동,경상북도 영주시 휴천2동,경상북도 영주시 휴천3동,경상북도 영주시 가흥1동,경상북도 영주시 가흥2동
2021,8,총,"102,258","10,620","2,321","1,436","1,937","2,184","2,980","2,732","2,014","1,851","3,046","7,634","6,105","4,042","4,991","6,616","10,077","7,825","15,829","8,018"
2021,8,0,"5,827",459,52,22,54,52,79,68,36,22,54,442,330,149,212,455,506,406,"1,914",515
2021,8,10,"8,654",735,93,51,86,102,119,129,68,55,109,899,573,282,341,864,698,675,"1,997",778
2021,8,20,"9,586",932,172,83,131,160,176,166,122,100,132,735,592,323,372,704,"1,161",896,"1,748",881
2021,8,30,"8,213",731,106,42,107,110,141,127,85,80,128,552,455,271,340,500,820,610,"2,243",765
2021,8,40,"13,504","1,167",176,98,163,172,247,255,135,138,201,"1,199",833,471,563,"1,102","1,250",996,"3,106","1,232"
2021,8,50,"17,395","1,785",452,246,317,349,475,472,355,318,526,"1,359","1,116",675,855,"1,208","1,793","1,543","2,172","1,379"
2021,8,60,"19,140","2,388",586,352,475,533,769,746,588,479,875,"1,184","1,061",878,"1,103",889,"1,937","1,462","1,530","1,305"
2021,8,70,"11,745","1,428",349,280,306,369,522,455,339,331,559,779,706,604,758,555,"1,217",778,711,699
2021,8,80,"7,050",842,294,220,240,276,379,269,242,283,394,415,394,339,395,301,610,396,357,404
2021,8,90,"1,091",141,41,40,57,56,72,39,42,44,67,68,40,46,50,36,83,62,50,57
2021,8,100,53,12,0,2,1,5,1,6,2,1,1,2,5,4,2,2,2,1,1,3
2021,9,총,"102,065","10,586","2,319","1,431","1,933","2,176","2,977","2,726","2,010","1,844","3,040","7,607","6,089","4,017","4,998","6,614","10,040","7,816","15,831","8,011"
2021,9,0,"5,786",452,52,22,51,51,77,69,37,22,51,439,329,152,208,459,503,396,"1,905",511
2021,9,10,"8,611",724,90,50,89,100,121,128,66,56,111,892,574,280,339,853,690,680,"1,998",770
2021,9,20,"9,555",925,170,83,132,160,172,163,118,98,130,718,587,317,378,706,"1,163",892,"1,755",888
2021,9,30,"8,146",722,110,41,105,108,142,125,82,78,124,548,445,271,336,495,815,602,"2,239",758
2021,9,40,"13,488","1,170",178,94,161,170,248,256,139,137,202,"1,196",839,466,564,"1,094","1,228",997,"3,109","1,240"
2021,9,50,"17,371","1,773",452,250,315,351,472,465,354,319,523,"1,364","1,117",667,842,"1,216","1,790","1,548","2,176","1,377"
2021,9,60,"19,135","2,390",582,353,475,535,769,748,589,479,880,"1,179","1,050",871,"1,113",890,"1,933","1,460","1,530","1,309"
2021,9,70,"11,774","1,434",350,277,309,367,526,452,340,329,558,780,712,609,769,563,"1,219",778,705,697
2021,9,80,"7,048",840,293,219,238,274,374,274,241,280,392,418,391,337,397,300,616,400,363,401
2021,9,90,"1,097",144,42,40,57,55,75,40,42,45,68,70,40,43,50,36,81,62,50,57
2021,9,100,54,12,0,2,1,5,1,6,2,1,1,3,5,4,2,2,2,1,1,3
2021,10,총,"101,929","10,580","2,315","1,435","1,931","2,176","2,966","2,703","2,010","1,843","3,013","7,593","6,085","4,024","4,986","6,597","10,012","7,801","15,829","8,030"
2021,10,0,"5,772",447,54,25,52,51,78,68,35,21,50,437,333,157,206,454,493,403,"1,901",507
2021,10,10,"8,597",725,88,50,89,100,121,126,68,56,110,883,577,279,337,845,698,676,"1,993",776
2021,10,20,"9,534",921,169,81,129,163,175,155,116,97,133,727,577,319,372,715,"1,157",886,"1,749",893
2021,10,30,"8,099",714,110,42,104,107,140,123,79,76,121,546,442,268,335,482,809,599,"2,233",769
2021,10,40,"13,432","1,168",177,91,156,167,245,253,139,135,195,"1,183",842,463,559,"1,091","1,222",995,"3,108","1,243"
2021,10,50,"17,336","1,773",446,252,313,352,473,459,351,320,516,"1,370","1,102",669,843,"1,222","1,783","1,540","2,181","1,371"
2021,10,60,"19,173","2,394",588,355,478,534,766,752,595,484,877,"1,178","1,059",870,"1,109",889,"1,923","1,461","1,543","1,318"
2021,10,70,"11,784","1,435",347,277,313,368,517,450,342,328,558,775,720,609,774,565,"1,226",782,701,697
2021,10,80,"7,051",847,295,220,236,274,377,273,239,279,385,419,387,342,400,299,619,395,369,396
2021,10,90,"1,096",144,41,40,60,55,73,38,43,46,67,71,41,43,49,34,80,63,50,58
2021,10,100,55,12,0,2,1,5,1,6,3,1,1,4,5,5,2,1,2,1,1,2
2021,11,총,"101,895","10,524","2,302","1,416","1,935","2,168","2,972","2,704","1,990","1,834","3,006","7,550","6,044","3,962","4,962","6,537","9,882","7,703","15,496","8,908"
2021,11,0,"5,755",432,53,22,50,52,78,69,30,23,49,430,334,148,205,442,468,403,"1,822",645
2021,11,10,"8,601",714,85,49,87,102,124,125,67,56,109,875,571,273,335,832,684,661,"1,953",899
2021,11,20,"9,502",919,167,77,130,158,176,155,116,95,131,720,563,309,364,706,"1,129",868,"1,723",996
2021,11,30,"8,090",696,113,42,104,104,139,117,79,76,121,535,433,263,330,482,777,585,"2,147",947
2021,11,40,"13,409","1,167",174,92,161,167,242,256,133,133,190,"1,178",835,448,552,"1,074","1,198",973,"3,036","1,400"
2021,11,50,"17,350","1,771",447,250,313,350,481,456,348,315,513,"1,367","1,093",653,840,"1,214","1,768","1,513","2,166","1,492"
2021,11,60,"19,173","2,385",589,350,476,533,760,757,593,483,882,"1,176","1,065",871,"1,107",892,"1,907","1,461","1,538","1,348"
2021,11,70,"11,783","1,431",345,275,313,365,517,453,340,324,555,777,712,610,770,559,"1,240",788,701,708
2021,11,80,"7,081",847,290,218,238,276,380,272,239,282,387,419,393,340,409,301,627,392,364,407
2021,11,90,"1,093",149,39,39,62,56,72,38,42,46,68,69,40,42,48,34,82,58,46,63
2021,11,100,58,13,0,2,1,5,3,6,3,1,1,4,5,5,2,1,2,1,0,3
2021,12,총,"101,942","10,485","2,295","1,422","1,938","2,143","2,962","2,700","1,983","1,831","2,995","7,430","6,007","3,912","4,915","6,511","9,837","7,599","15,303","9,674"
2021,12,0,"5,742",430,54,26,48,48,77,66,26,22,45,417,328,134,205,436,461,385,"1,765",769
2021,12,10,"8,608",700,83,48,86,98,122,125,66,55,109,857,569,270,326,821,679,646,"1,946","1,002"
2021,12,20,"9,477",912,164,74,136,153,176,155,114,90,128,694,559,310,358,713,"1,108",859,"1,696","1,078"
2021,12,30,"8,121",692,116,44,104,105,140,115,75,79,117,515,432,255,325,486,771,572,"2,107","1,071"
2021,12,40,"13,410","1,161",173,91,158,158,238,259,133,133,192,"1,145",825,439,543,"1,059","1,201",955,"2,967","1,580"
2021,12,50,"17,337","1,763",442,255,319,350,479,448,345,315,508,"1,369","1,086",640,835,"1,200","1,753","1,489","2,166","1,575"
2021,12,60,"19,200","2,386",594,352,474,532,755,762,599,478,883,"1,165","1,058",872,"1,097",894,"1,911","1,448","1,545","1,395"
2021,12,70,"11,785","1,432",339,273,311,363,515,453,342,330,556,772,707,606,762,563,"1,235",796,704,726
2021,12,80,"7,112",844,291,219,235,275,385,274,238,282,389,423,399,343,412,304,632,390,363,414
2021,12,90,"1,101",152,39,39,66,56,72,40,42,46,67,69,41,41,50,34,84,58,43,62
2021,12,100,49,13,0,1,1,5,3,3,3,1,1,4,3,2,2,1,2,1,1,2
