년도,월,나이,울산광역시 중구,울산광역시 중구 학성동,울산광역시 중구 반구1동,울산광역시 중구 반구2동,울산광역시 중구 복산1동,울산광역시 중구 복산2동,울산광역시 중구 중앙동,울산광역시 중구 우정동,울산광역시 중구 태화동,울산광역시 중구 다운동,울산광역시 중구 병영1동,울산광역시 중구 병영2동,울산광역시 중구 약사동,울산광역시 중구 성안동
2021,12,10,"9,123",311,625,264,136,507,290,697,"1,737",851,"1,010",894,604,"1,197"
2021,12,20,"11,054",596,852,565,234,640,647,948,"1,553","1,248","1,187",920,571,"1,093"
2021,12,30,"11,919",587,"1,061",458,190,739,504,"1,043","2,103",900,"1,051","1,302",813,"1,168"
2021,12,40,"16,187",662,"1,170",521,239,857,682,"1,306","2,987","1,561","1,621","1,606",937,"2,038"
2021,12,50,"20,203",897,"1,552",871,462,"1,076","1,162","1,684","3,057","2,471","2,335","1,851",979,"1,806"
2021,12,60,"17,207","1,125","1,389",814,476,813,"1,406","1,637","2,295","2,064","1,864","1,581",551,"1,192"
2021,12,70,"7,976",720,548,405,253,340,857,824,939,993,751,615,207,524
2021,12,80,"3,517",290,216,172,97,169,369,397,376,517,300,279,83,252
2021,12,90,544,47,40,34,12,28,38,50,66,63,54,39,18,55
2021,12,100,10,3,0,0,0,0,0,0,2,0,2,1,1,1
