년도,월,나이,서울특별시 서초구,서울특별시 서초구 서초1동,서울특별시 서초구 서초2동,서울특별시 서초구 서초3동,서울특별시 서초구 서초4동,서울특별시 서초구 잠원동,서울특별시 서초구 반포본동,서울특별시 서초구 반포1동,서울특별시 서초구 반포2동,서울특별시 서초구 반포3동,서울특별시 서초구 반포4동,서울특별시 서초구 방배본동,서울특별시 서초구 방배1동,서울특별시 서초구 방배2동,서울특별시 서초구 방배3동,서울특별시 서초구 방배4동,서울특별시 서초구 양재1동,서울특별시 서초구 양재2동,서울특별시 서초구 내곡동
2021,7,10,"22,017",931,"1,042","1,214","2,008","1,629",663,"1,846","1,431","1,454","1,053","1,464",621,808,877,"1,415","2,119",787,655
2021,7,20,"27,763","1,464","1,765","2,940","1,803","1,789",573,"2,278",676,"1,238","1,128","1,404","1,278","1,345","1,123","1,724","2,656","1,671",908
2021,7,30,"32,954","1,870","2,511","2,936","2,015","1,934",380,"2,954",878,"1,401","1,413","1,334","1,562","1,647","1,323","1,908","3,386","2,110","1,392"
2021,7,40,"40,412","1,961","2,312","2,690","3,338","2,835",920,"3,509","1,993","2,508","1,940","2,152","1,492","1,591","1,587","2,383","3,886","1,818","1,497"
2021,7,50,"31,884","1,547","1,578","2,510","2,302","2,226",868,"2,097",974,"1,759","1,522","1,733","1,310","1,683","1,671","1,862","3,255","1,689","1,298"
2021,7,60,"25,962","1,248","1,289","1,965","1,648","1,493",495,"1,738",728,"1,232","1,264","1,239","1,188","1,606","1,520","1,322","3,234","1,412","1,341"
2021,7,70,"14,452",690,714,"1,120",956,737,421,931,512,764,650,734,705,862,754,879,"1,617",678,728
2021,7,80,"5,592",286,199,450,379,343,122,322,183,308,244,355,277,286,299,374,634,225,306
2021,7,90,"1,280",59,47,97,82,83,18,74,37,77,61,71,46,70,69,72,176,73,68
2021,7,100,82,1,4,4,13,3,5,7,4,10,2,7,1,4,4,2,5,3,3
2021,8,총,"217,846","10,679","13,153","16,779","15,860","13,958","3,754","17,448","8,239","11,637","10,108","11,217","9,000","10,455","9,924","12,770","22,646","11,104","9,115"
2021,8,0,"15,766",662,"1,139",841,"1,342",964,150,"1,612",811,913,790,705,551,550,612,808,"1,749",642,925
2021,8,10,"21,991",923,"1,097","1,221","1,999","1,621",541,"1,853","1,442","1,457","1,065","1,467",618,816,899,"1,428","2,103",797,644
2021,8,20,"27,708","1,479","1,841","2,964","1,795","1,767",471,"2,265",683,"1,225","1,135","1,412","1,257","1,324","1,138","1,711","2,642","1,684",915
2021,8,30,"32,837","1,856","2,608","2,934","2,008","1,917",308,"2,979",860,"1,377","1,413","1,333","1,556","1,649","1,327","1,903","3,342","2,085","1,382"
2021,8,40,"40,340","1,944","2,427","2,686","3,328","2,820",755,"3,526","1,989","2,499","1,958","2,153","1,467","1,598","1,596","2,390","3,889","1,816","1,499"
2021,8,50,"31,852","1,536","1,680","2,504","2,308","2,224",691,"2,111",982,"1,758","1,519","1,744","1,321","1,672","1,707","1,868","3,256","1,684","1,287"
2021,8,60,"26,000","1,249","1,351","1,965","1,641","1,484",412,"1,760",734,"1,242","1,268","1,235","1,191","1,609","1,525","1,332","3,229","1,418","1,355"
2021,8,70,"14,393",685,743,"1,118",963,737,308,938,513,768,654,737,715,869,744,875,"1,623",676,727
2021,8,80,"5,608",285,216,451,380,341,98,320,182,312,243,353,280,294,301,379,634,228,311
2021,8,90,"1,269",59,47,91,83,80,15,77,39,76,61,71,43,70,71,74,174,71,67
2021,8,100,82,1,4,4,13,3,5,7,4,10,2,7,1,4,4,2,5,3,3
2021,9,총,"217,217","10,678","13,378","16,828","15,844","13,946","3,014","17,570","8,238","11,638","10,132","11,220","9,013","10,426","9,722","12,785","22,600","11,045","9,140"
2021,9,0,"15,713",663,"1,160",842,"1,339",968,118,"1,623",802,911,779,700,540,546,643,811,"1,720",626,922
2021,9,10,"21,966",916,"1,117","1,221","2,002","1,618",447,"1,881","1,445","1,463","1,081","1,484",622,810,887,"1,427","2,108",790,647
2021,9,20,"27,568","1,483","1,858","2,996","1,805","1,762",381,"2,259",684,"1,217","1,146","1,403","1,254","1,306","1,102","1,705","2,627","1,670",910
2021,9,30,"32,692","1,851","2,661","2,945","1,986","1,885",243,"3,008",848,"1,358","1,399","1,324","1,541","1,642","1,328","1,888","3,323","2,080","1,382"
2021,9,40,"40,253","1,951","2,478","2,689","3,314","2,830",611,"3,556","1,981","2,505","1,966","2,160","1,473","1,599","1,570","2,393","3,886","1,797","1,494"
2021,9,50,"31,745","1,539","1,696","2,492","2,311","2,235",560,"2,114","1,000","1,767","1,520","1,737","1,335","1,671","1,642","1,882","3,261","1,684","1,299"
2021,9,60,"25,984","1,250","1,380","1,976","1,647","1,488",319,"1,782",735,"1,251","1,277","1,244","1,203","1,606","1,456","1,338","3,243","1,425","1,364"
2021,9,70,"14,317",679,752,"1,115",963,733,239,940,515,762,657,738,719,880,727,882,"1,615",673,728
2021,9,80,"5,631",287,224,456,383,339,79,322,185,318,244,352,281,291,295,382,639,229,325
2021,9,90,"1,262",58,48,91,81,84,12,77,39,76,61,71,44,71,68,75,172,68,66
2021,9,100,86,1,4,5,13,4,5,8,4,10,2,7,1,4,4,2,6,3,3
2021,10,총,"216,613","10,658","13,533","16,814","15,850","13,932","2,285","17,644","8,221","11,635","10,163","11,238","8,994","10,396","9,715","12,785","22,578","11,051","9,121"
2021,10,0,"15,645",648,"1,186",842,"1,348",961,85,"1,617",801,902,778,702,526,554,637,811,"1,709",617,921
2021,10,10,"21,956",911,"1,132","1,207","1,989","1,632",356,"1,887","1,444","1,471","1,096","1,506",618,816,899,"1,433","2,110",794,655
2021,10,20,"27,386","1,484","1,863","2,996","1,793","1,736",288,"2,278",685,"1,208","1,138","1,392","1,247","1,296","1,099","1,702","2,617","1,670",894
2021,10,30,"32,509","1,832","2,690","2,944","1,984","1,869",181,"3,000",828,"1,367","1,392","1,314","1,542","1,631","1,317","1,875","3,307","2,066","1,370"
2021,10,40,"40,151","1,952","2,502","2,678","3,311","2,817",466,"3,575","1,993","2,484","1,985","2,168","1,468","1,601","1,573","2,394","3,876","1,803","1,505"
2021,10,50,"31,705","1,541","1,724","2,505","2,319","2,250",435,"2,125",998,"1,783","1,540","1,738","1,343","1,658","1,637","1,892","3,246","1,690","1,281"
2021,10,60,"25,955","1,259","1,394","1,980","1,654","1,500",238,"1,796",730,"1,253","1,269","1,246","1,202","1,599","1,455","1,330","3,251","1,430","1,369"
2021,10,70,"14,288",682,758,"1,106",968,736,171,953,515,759,652,734,722,875,729,889,"1,627",679,733
2021,10,80,"5,671",287,231,463,389,343,55,330,185,323,250,358,279,293,298,381,650,232,324
2021,10,90,"1,268",61,51,88,82,84,6,75,40,75,61,73,46,70,67,77,179,67,66
2021,10,100,79,1,2,5,13,4,4,8,2,10,2,7,1,3,4,1,6,3,3
2021,11,총,"215,757","10,637","13,638","16,810","15,844","13,899","1,487","17,636","8,240","11,637","10,174","11,238","8,994","10,347","9,707","12,810","22,548","11,013","9,098"
2021,11,0,"15,518",642,"1,188",844,"1,323",940,59,"1,610",806,902,795,693,522,551,634,801,"1,691",609,908
2021,11,10,"21,887",903,"1,140","1,217","2,000","1,646",243,"1,902","1,441","1,474","1,090","1,505",628,797,904,"1,448","2,117",777,655
2021,11,20,"27,191","1,475","1,896","2,983","1,798","1,723",172,"2,251",693,"1,208","1,140","1,387","1,241","1,283","1,097","1,704","2,592","1,653",895
2021,11,30,"32,312","1,824","2,712","2,924","1,960","1,849",121,"2,990",818,"1,355","1,386","1,310","1,536","1,634","1,320","1,870","3,293","2,065","1,345"
2021,11,40,"40,048","1,952","2,514","2,703","3,326","2,814",317,"3,583","1,994","2,485","1,979","2,166","1,466","1,601","1,564","2,393","3,883","1,796","1,512"
2021,11,50,"31,581","1,552","1,741","2,499","2,322","2,242",265,"2,135","1,005","1,781","1,546","1,752","1,349","1,641","1,635","1,904","3,245","1,694","1,273"
2021,11,60,"25,919","1,252","1,400","1,978","1,655","1,514",157,"1,808",730,"1,266","1,272","1,251","1,201","1,597","1,447","1,325","3,259","1,430","1,377"
2021,11,70,"14,267",684,763,"1,100",976,740,113,948,523,757,650,733,726,875,740,900,"1,622",682,735
2021,11,80,"5,691",290,229,469,393,343,31,330,189,325,254,362,277,295,295,386,659,236,328
2021,11,90,"1,271",62,53,88,83,83,5,72,40,76,60,72,47,70,67,78,181,68,66
2021,11,100,72,1,2,5,8,5,4,7,1,8,2,7,1,3,4,1,6,3,4
2021,12,총,"215,245","10,633","13,701","16,844","15,823","13,893","1,033","17,698","8,209","11,649","10,192","11,242","8,970","10,274","9,704","12,821","22,520","10,978","9,061"
2021,12,0,"15,418",628,"1,190",841,"1,321",939,42,"1,620",798,898,800,691,522,543,628,799,"1,672",594,892
2021,12,10,"21,857",904,"1,149","1,221","1,994","1,653",173,"1,903","1,439","1,489","1,103","1,511",623,794,898,"1,464","2,116",772,651
2021,12,20,"27,032","1,476","1,900","2,989","1,784","1,717",118,"2,252",690,"1,195","1,123","1,385","1,209","1,269","1,106","1,688","2,600","1,633",898
2021,12,30,"32,246","1,833","2,720","2,937","1,959","1,855",83,"2,998",804,"1,348","1,385","1,322","1,537","1,618","1,311","1,854","3,283","2,070","1,329"
2021,12,40,"39,937","1,938","2,541","2,702","3,304","2,790",213,"3,601","1,992","2,497","1,984","2,165","1,467","1,608","1,575","2,391","3,860","1,802","1,507"
2021,12,50,"31,520","1,554","1,749","2,501","2,335","2,254",186,"2,139","1,003","1,788","1,562","1,740","1,350","1,618","1,630","1,918","3,242","1,677","1,274"
2021,12,60,"25,919","1,262","1,407","1,986","1,663","1,507",108,"1,815",737,"1,266","1,266","1,251","1,203","1,579","1,452","1,336","3,272","1,436","1,373"
2021,12,70,"14,257",688,759,"1,097",974,743,77,959,516,757,653,732,737,872,736,901,"1,627",689,740
2021,12,80,"5,708",285,231,473,394,348,25,332,189,326,255,365,274,299,295,392,663,235,327
2021,12,90,"1,282",64,55,92,88,82,4,73,40,77,60,73,47,70,69,77,178,67,66
2021,12,100,69,1,0,5,7,5,4,6,1,8,1,7,1,4,4,1,7,3,4
