년도,월,나이,경기도 광명시,경기도 광명시 광명1동,경기도 광명시 광명2동,경기도 광명시 광명3동,경기도 광명시 광명4동,경기도 광명시 광명5동,경기도 광명시 광명6동,경기도 광명시 광명7동,경기도 광명시 철산1동,경기도 광명시 철산2동,경기도 광명시 철산3동,경기도 광명시 철산4동,경기도 광명시 하안1동,경기도 광명시 하안2동,경기도 광명시 하안3동,경기도 광명시 하안4동,경기도 광명시 소하1동,경기도 광명시 소하2동,경기도 광명시 학온동,경기도 광명시 일직동
2021,6,90,"1,103",3,14,41,54,61,29,79,28,37,110,27,96,82,127,37,108,145,25,
2021,6,100,35,0,0,3,1,0,2,1,1,1,3,3,5,2,4,1,2,5,1,
2021,7,총,"295,560",193,"3,303","9,711","13,754","14,275","10,565","21,103","10,983","6,652","34,656","13,163","26,003","13,876","20,223","12,374","31,815","50,758","2,153",
2021,7,0,"22,448",0,110,336,662,818,773,"1,566",878,222,"3,060",985,"2,180",952,"1,405",925,"2,898","4,617",61,
2021,7,10,"29,958",6,234,603,917,"1,231","1,113","1,820","1,378",434,"4,366","1,182","3,170","1,020","1,798","1,373","4,268","4,959",86,
2021,7,20,"37,496",10,395,"1,234","1,801","1,809","1,270","2,710","1,481",962,"4,337","1,653","3,186","1,738","2,441","1,653","3,697","6,925",194,
2021,7,30,"40,535",23,374,"1,167","1,827","1,708","1,221","3,094","1,465",860,"4,054","2,281","2,958","2,493","2,807","1,984","3,871","8,139",209,
2021,7,40,"50,595",27,463,"1,327","1,920","2,302","1,777","3,316","1,990",944,"6,455","2,259","4,852","2,349","3,360","2,252","6,065","8,720",217,
2021,7,50,"49,082",58,584,"1,849","2,403","2,423","1,783","3,475","1,826","1,392","5,734","2,139","4,439","2,177","3,320","2,058","4,916","8,083",423,
2021,7,60,"39,007",48,634,"1,811","2,477","2,303","1,553","3,132","1,210","1,092","4,170","1,626","3,245","1,728","2,631","1,288","3,761","5,766",532,
2021,7,70,"17,658",16,361,958,"1,249","1,145",755,"1,379",512,477,"1,633",763,"1,317",818,"1,466",540,"1,590","2,440",239,
2021,7,80,"7,648",2,135,382,443,474,289,532,214,234,738,244,557,516,865,265,636,956,166,
2021,7,90,"1,097",3,13,41,54,62,29,78,28,34,106,28,95,83,124,35,111,148,25,
2021,7,100,36,0,0,3,1,0,2,1,1,1,3,3,4,2,6,1,2,5,1,
2021,8,총,"295,335",180,"3,275","9,772","13,699","14,221","10,570","21,256","10,999","6,287","34,740","13,169","26,016","13,868","20,148","12,399","31,800","50,794","2,142",
2021,8,0,"22,356",0,109,337,650,812,773,"1,580",880,202,"3,047",990,"2,178",938,"1,389",925,"2,880","4,607",59,
2021,8,10,"29,892",4,231,614,911,"1,229","1,104","1,829","1,374",407,"4,373","1,155","3,175","1,012","1,799","1,370","4,265","4,955",85,
2021,8,20,"37,388",10,387,"1,237","1,781","1,783","1,263","2,722","1,485",914,"4,345","1,659","3,173","1,748","2,421","1,651","3,697","6,915",197,
2021,8,30,"40,537",20,367,"1,178","1,818","1,702","1,212","3,161","1,472",817,"4,065","2,289","2,966","2,500","2,781","1,976","3,852","8,156",205,
2021,8,40,"50,426",24,457,"1,339","1,916","2,287","1,779","3,318","1,982",875,"6,457","2,254","4,851","2,323","3,348","2,254","6,067","8,681",214,
2021,8,50,"49,049",53,582,"1,847","2,384","2,415","1,781","3,490","1,831","1,333","5,764","2,137","4,428","2,173","3,309","2,067","4,912","8,123",420,
2021,8,60,"39,182",48,630,"1,825","2,491","2,306","1,573","3,146","1,216","1,037","4,204","1,644","3,258","1,746","2,637","1,304","3,782","5,801",534,
2021,8,70,"17,675",16,361,969,"1,253","1,149",759,"1,395",514,454,"1,627",766,"1,321",822,"1,464",545,"1,592","2,433",235,
2021,8,80,"7,689",2,139,383,439,475,296,532,216,212,746,245,568,519,866,271,642,972,166,
2021,8,90,"1,104",3,12,40,55,63,28,82,28,35,109,27,93,85,128,35,109,146,26,
2021,8,100,37,0,0,3,1,0,2,1,1,1,3,3,5,2,6,1,2,5,1,
2021,9,총,"294,895",169,"3,241","9,813","13,630","14,176","10,555","21,301","10,976","5,908","34,777","13,163","26,056","13,879","20,138","12,378","31,778","50,831","2,126",
2021,9,0,"22,258",0,110,337,635,815,769,"1,584",870,192,"3,029",988,"2,155",935,"1,394",922,"2,860","4,605",58,
2021,9,10,"29,821",4,226,619,915,"1,218","1,117","1,823","1,365",384,"4,364","1,158","3,178","1,006","1,796","1,355","4,261","4,949",83,
2021,9,20,"37,204",7,374,"1,244","1,751","1,775","1,250","2,722","1,475",863,"4,344","1,651","3,180","1,744","2,409","1,644","3,673","6,904",194,
2021,9,30,"40,452",18,365,"1,186","1,800","1,706","1,204","3,184","1,471",756,"4,049","2,285","2,956","2,501","2,790","1,984","3,848","8,149",200,
2021,9,40,"50,210",25,450,"1,335","1,907","2,260","1,766","3,312","1,977",804,"6,455","2,239","4,852","2,318","3,316","2,249","6,051","8,682",212,
2021,9,50,"49,107",50,568,"1,862","2,369","2,413","1,779","3,494","1,832","1,266","5,806","2,158","4,450","2,181","3,321","2,059","4,930","8,153",416,
2021,9,60,"39,266",45,639,"1,829","2,496","2,299","1,580","3,159","1,223",969,"4,229","1,636","3,287","1,757","2,649","1,307","3,803","5,828",531,
2021,9,70,"17,690",15,358,970,"1,258","1,146",762,"1,404",517,435,"1,638",767,"1,331",825,"1,453",547,"1,593","2,434",237,
2021,9,80,"7,737",2,138,387,443,482,298,534,218,205,751,249,570,524,875,274,644,976,167,
2021,9,90,"1,111",3,13,40,55,61,28,84,27,34,109,29,92,86,129,36,112,146,27,
2021,9,100,39,0,0,4,1,1,2,1,1,0,3,3,5,2,6,1,3,5,1,
2021,10,총,"294,458",154,"3,237","9,831","13,554","14,092","10,521","21,327","10,946","5,811","34,811","13,138","25,987","13,894","20,095","12,380","31,737","50,827","2,116",
2021,10,0,"22,110",0,106,336,628,815,758,"1,592",855,189,"3,025",989,"2,128",936,"1,365",914,"2,829","4,588",57,
2021,10,10,"29,746",4,234,624,901,"1,201","1,114","1,799","1,357",379,"4,381","1,143","3,162","1,007","1,783","1,349","4,267","4,955",86,
2021,10,20,"37,073",7,365,"1,233","1,744","1,761","1,231","2,730","1,464",846,"4,338","1,657","3,154","1,739","2,414","1,650","3,665","6,882",193,
2021,10,30,"40,362",18,364,"1,192","1,777","1,689","1,202","3,200","1,476",739,"4,019","2,296","2,962","2,514","2,773","1,991","3,828","8,121",201,
2021,10,40,"50,083",23,453,"1,345","1,908","2,244","1,767","3,303","1,967",788,"6,456","2,223","4,834","2,303","3,312","2,234","6,040","8,670",213,
2021,10,50,"49,113",44,568,"1,847","2,347","2,404","1,785","3,491","1,835","1,240","5,840","2,149","4,459","2,197","3,316","2,067","4,935","8,182",407,
2021,10,60,"39,360",42,636,"1,843","2,494","2,290","1,574","3,183","1,234",964,"4,242","1,638","3,290","1,756","2,665","1,307","3,812","5,856",534,
2021,10,70,"17,670",12,361,967,"1,255","1,149",760,"1,403",510,427,"1,640",762,"1,329",826,"1,451",556,"1,601","2,431",230,
2021,10,80,"7,780",2,138,400,442,477,299,538,222,205,759,249,574,525,881,275,639,989,166,
2021,10,90,"1,122",2,12,41,57,61,29,87,25,34,110,29,90,89,126,36,118,148,28,
2021,10,100,39,0,0,3,1,1,2,1,1,0,1,3,5,2,9,1,3,5,1,
2021,11,총,"293,763",150,"3,215","9,867","13,470","13,890","10,516","21,380","10,931","5,736","34,815","13,078","25,945","13,862","20,047","12,366","31,695","28,794","2,103","21,903"
2021,11,0,"21,931",0,105,332,614,805,754,"1,587",838,186,"2,994",985,"2,117",925,"1,349",917,"2,803","1,852",56,"2,712"
2021,11,10,"29,668",4,216,635,900,"1,178","1,119","1,798","1,357",372,"4,413","1,137","3,140","1,001","1,776","1,340","4,258","2,968",85,"1,971"
2021,11,20,"36,969",6,363,"1,222","1,730","1,717","1,222","2,749","1,455",838,"4,339","1,646","3,149","1,729","2,415","1,659","3,670","3,703",194,"3,163"
2021,11,30,"40,142",17,368,"1,203","1,772","1,659","1,206","3,180","1,484",726,"4,017","2,295","2,954","2,502","2,753","1,981","3,787","3,427",197,"4,614"
2021,11,40,"49,927",22,453,"1,356","1,883","2,211","1,764","3,307","1,959",782,"6,435","2,200","4,824","2,300","3,305","2,222","6,021","4,497",214,"4,172"
2021,11,50,"49,097",44,570,"1,855","2,341","2,363","1,777","3,504","1,853","1,207","5,864","2,147","4,458","2,198","3,320","2,067","4,957","5,034",401,"3,137"
2021,11,60,"39,420",40,636,"1,853","2,477","2,277","1,587","3,211","1,236",968,"4,243","1,628","3,305","1,757","2,676","1,307","3,821","4,271",529,"1,598"
2021,11,70,"17,642",13,354,964,"1,251","1,147",759,"1,417",506,413,"1,641",758,"1,326",829,"1,442",560,"1,609","2,073",230,350
2021,11,80,"7,804",2,139,403,443,474,298,539,218,212,758,249,580,528,876,275,646,848,168,148
2021,11,90,"1,127",2,11,41,58,59,29,87,25,31,110,30,87,91,126,37,121,116,28,38
2021,11,100,36,0,0,3,1,0,1,1,0,1,1,3,5,2,9,1,2,5,1,0
2021,12,총,"292,893",149,"3,188","9,884","13,363","13,496","10,477","21,359","10,917","5,766","34,822","13,074","25,943","13,831","19,994","12,335","31,670","28,666","2,098","21,861"
2021,12,0,"21,820",0,104,336,611,790,735,"1,604",828,184,"2,988",988,"2,105",911,"1,353",916,"2,785","1,831",55,"2,696"
2021,12,10,"29,533",4,204,629,883,"1,152","1,106","1,780","1,355",373,"4,422","1,131","3,145",996,"1,758","1,329","4,250","2,952",87,"1,977"
2021,12,20,"36,783",6,362,"1,224","1,701","1,667","1,223","2,711","1,460",854,"4,349","1,642","3,141","1,709","2,396","1,654","3,678","3,661",196,"3,149"
2021,12,30,"39,974",17,366,"1,200","1,761","1,624","1,199","3,197","1,479",728,"3,981","2,296","2,950","2,492","2,738","1,979","3,753","3,412",201,"4,601"
2021,12,40,"49,814",21,449,"1,356","1,870","2,162","1,742","3,306","1,954",787,"6,433","2,198","4,825","2,318","3,299","2,224","6,010","4,482",211,"4,167"
2021,12,50,"48,957",44,575,"1,853","2,327","2,271","1,783","3,495","1,850","1,208","5,874","2,137","4,449","2,196","3,325","2,053","4,978","5,004",403,"3,132"
2021,12,60,"39,425",40,627,"1,867","2,455","2,204","1,588","3,219","1,244",971,"4,253","1,640","3,312","1,764","2,676","1,316","3,836","4,288",524,"1,601"
2021,12,70,"17,625",13,352,962,"1,252","1,107",772,"1,427",504,415,"1,655",754,"1,343",826,"1,442",554,"1,607","2,061",225,354
2021,12,80,"7,816",2,137,414,447,463,302,535,218,215,751,255,576,526,874,275,653,858,167,148
2021,12,90,"1,113",2,12,41,55,56,27,84,25,30,115,30,92,91,124,35,118,113,28,35
2021,12,100,33,0,0,2,1,0,0,1,0,1,1,3,5,2,9,0,2,4,1,1
