년도,월,나이,경기도 안성시,경기도 안성시 공도읍,경기도 안성시 보개면,경기도 안성시 금광면,경기도 안성시 서운면,경기도 안성시 미양면,경기도 안성시 대덕면,경기도 안성시 양성면,경기도 안성시 원곡면,경기도 안성시 일죽면,경기도 안성시 죽산면,경기도 안성시 삼죽면,경기도 안성시 고삼면,경기도 안성시 안성1동,경기도 안성시 안성2동,경기도 안성시 안성3동
2021,9,50,"31,730","9,167","1,006","1,329",654,"1,097","2,354","1,021","1,207","1,329","1,392",657,369,"2,193","3,991","3,964"
2021,9,60,"27,452","5,889","1,242","1,484",786,"1,299","2,037","1,266","1,061","1,808","1,537",804,501,"2,071","2,918","2,749"
2021,9,70,"13,789","2,969",689,705,450,699,915,639,484,976,807,468,238,"1,103","1,309","1,338"
2021,9,80,"7,817","1,413",457,466,323,461,467,459,253,589,518,303,173,623,630,682
2021,9,90,"1,111",180,75,71,41,66,64,103,43,93,60,31,32,96,75,81
2021,9,100,40,7,4,2,1,3,1,4,0,5,3,1,2,4,0,3
2021,10,총,"189,732","60,305","5,368","7,370","3,335","5,941","15,453","5,257","6,510","7,626","7,020","3,770","1,952","12,387","24,840","22,598"
2021,10,0,"13,297","5,620",165,363,82,201,"1,277",131,380,269,221,72,48,680,"2,020","1,768"
2021,10,10,"18,013","7,538",292,608,139,266,"1,080",262,388,486,477,341,81,"1,004","2,577","2,474"
2021,10,20,"23,260","7,092",492,737,285,559,"2,119",454,787,675,712,481,201,"1,576","3,803","3,287"
2021,10,30,"22,791","8,249",414,618,232,550,"2,481",375,947,594,523,271,138,"1,334","3,373","2,692"
2021,10,40,"30,150","12,084",527,980,340,728,"2,639",537,924,814,756,332,175,"1,678","4,106","3,530"
2021,10,50,"31,811","9,216","1,004","1,326",655,"1,094","2,354","1,024","1,221","1,320","1,398",657,368,"2,215","4,003","3,956"
2021,10,60,"27,580","5,916","1,248","1,495",784,"1,307","2,049","1,270","1,075","1,808","1,540",812,497,"2,067","2,936","2,776"
2021,10,70,"13,838","2,979",692,700,447,706,918,642,492,977,814,469,240,"1,108","1,314","1,340"
2021,10,80,"7,827","1,417",455,468,327,462,471,455,253,584,517,301,171,625,631,690
2021,10,90,"1,129",187,77,73,43,65,64,104,43,94,60,33,31,97,77,81
2021,10,100,36,7,2,2,1,3,1,3,0,5,2,1,2,3,0,4
2021,11,총,"189,559","60,180","5,362","7,337","3,314","5,887","15,443","5,255","6,506","7,540","6,990","3,666","1,940","12,377","25,276","22,486"
2021,11,0,"13,193","5,558",164,358,79,192,"1,251",134,374,263,218,72,46,670,"2,066","1,748"
2021,11,10,"17,836","7,522",291,607,138,264,"1,085",264,382,432,461,239,80,"1,006","2,595","2,470"
2021,11,20,"23,178","7,065",496,728,278,553,"2,134",441,777,656,702,462,194,"1,570","3,858","3,264"
2021,11,30,"22,770","8,195",405,610,232,531,"2,472",377,952,590,519,268,136,"1,319","3,504","2,660"
2021,11,40,"30,121","12,031",523,967,338,720,"2,634",544,928,809,755,332,174,"1,681","4,189","3,496"
2021,11,50,"31,942","9,261","1,002","1,334",652,"1,092","2,373","1,016","1,223","1,315","1,403",670,370,"2,219","4,045","3,967"
2021,11,60,"27,686","5,940","1,258","1,496",786,"1,304","2,054","1,272","1,082","1,810","1,547",811,495,"2,078","2,979","2,774"
2021,11,70,"13,832","2,980",693,693,443,703,903,643,493,981,806,472,243,"1,112","1,326","1,341"
2021,11,80,"7,854","1,434",455,472,325,459,472,455,252,584,521,306,170,624,638,687
2021,11,90,"1,114",187,73,70,42,66,64,104,43,95,56,33,30,97,76,78
2021,11,100,33,7,2,2,1,3,1,5,0,5,2,1,2,1,0,1
2021,12,총,"189,534","60,103","5,327","7,301","3,299","5,854","15,403","5,245","6,531","7,479","6,915","3,591","1,932","12,311","25,832","22,411"
2021,12,0,"13,123","5,506",160,341,79,185,"1,230",132,373,255,215,73,47,671,"2,133","1,723"
2021,12,10,"17,717","7,514",279,601,140,263,"1,086",263,379,409,416,199,79,999,"2,645","2,445"
2021,12,20,"23,111","7,037",489,725,269,550,"2,116",443,774,646,680,448,190,"1,542","3,947","3,255"
2021,12,30,"22,791","8,172",402,596,240,520,"2,450",374,953,584,514,254,139,"1,314","3,644","2,635"
2021,12,40,"30,184","12,009",519,961,328,722,"2,643",542,933,802,758,333,174,"1,684","4,294","3,482"
2021,12,50,"31,990","9,291","1,000","1,328",645,"1,074","2,375","1,010","1,239","1,306","1,406",660,372,"2,196","4,105","3,983"
2021,12,60,"27,745","5,950","1,261","1,508",785,"1,310","2,044","1,279","1,084","1,815","1,535",811,491,"2,073","3,026","2,773"
2021,12,70,"13,840","2,980",683,689,447,702,916,641,501,975,813,471,239,"1,112","1,330","1,341"
2021,12,80,"7,869","1,450",456,477,323,458,476,456,249,587,518,307,168,622,630,692
2021,12,90,"1,132",188,76,74,42,67,66,100,46,95,58,34,30,97,78,81
2021,12,100,32,6,2,1,1,3,1,5,0,5,2,1,3,1,0,1
