년도,월,나이,전라남도 신안군,전라남도 신안군 지도읍,전라남도 신안군 지도읍선도출장소,전라남도 신안군 압해읍,전라남도 신안군 압해읍매화출장소,전라남도 신안군 압해읍고이도출장소,전라남도 신안군 증도면,전라남도 신안군 증도면병풍출장소,전라남도 신안군 임자면,전라남도 신안군 자은면,전라남도 신안군 비금면,전라남도 신안군 도초면,전라남도 신안군 도초면우이도출장소,전라남도 신안군 흑산면,전라남도 신안군 흑산면가거도출장소,전라남도 신안군 흑산면태도출장소,전라남도 신안군 흑산면홍도출장소,전라남도 신안군 흑산면대둔도출장소,전라남도 신안군 하의면,전라남도 신안군 신의면,전라남도 신안군 장산면,전라남도 신안군 안좌면,전라남도 신안군 안좌면자라출장소,전라남도 신안군 팔금면,전라남도 신안군 암태면
2021,7,0,725,62,3,95,5,4,22,7,87,32,61,56,2,36,5,6,9,6,33,36,35,56,8,12,47
2021,7,10,978,112,4,150,3,2,19,1,112,53,102,112,3,48,9,6,12,10,44,52,39,44,2,12,27
2021,7,20,"1,053",102,3,179,2,1,39,9,83,57,104,63,5,68,17,6,26,10,48,60,27,81,8,11,44
2021,7,30,958,102,5,157,3,3,23,1,89,43,73,58,8,66,9,4,12,9,48,51,39,73,12,26,44
2021,7,40,"1,398",155,5,211,5,5,44,11,131,76,149,107,5,85,20,5,25,10,65,68,49,71,10,26,60
2021,7,50,"2,684",306,16,458,15,11,100,19,228,184,222,152,20,149,29,15,38,16,113,102,75,171,20,70,155
2021,7,60,"3,522",391,22,569,26,22,123,37,280,236,328,202,20,159,31,16,37,27,144,123,159,251,29,98,192
2021,7,70,"3,385",406,26,423,33,27,153,30,283,211,322,208,13,182,23,13,19,19,146,111,151,265,20,118,183
2021,7,80,"2,850",330,28,315,19,16,124,17,190,172,243,235,13,137,17,16,26,14,145,92,133,249,22,103,194
2021,7,90,420,50,2,62,1,1,14,1,17,17,43,19,2,40,1,2,0,7,22,11,21,48,1,19,19
2021,7,100,8,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
2021,8,총,"17,949","2,017",114,"2,612",112,95,662,134,"1,502","1,072","1,652","1,208",91,963,158,86,197,129,810,708,727,"1,317",131,496,956
2021,8,0,722,63,3,93,5,4,21,7,87,32,62,56,2,35,5,6,9,6,33,38,34,56,8,12,45
2021,8,10,966,111,4,152,3,2,19,1,110,48,102,111,3,46,8,6,12,10,46,51,39,41,2,12,27
2021,8,20,"1,059",107,3,176,2,2,42,9,86,58,104,62,5,66,17,6,24,10,47,60,25,84,8,11,45
2021,8,30,939,100,4,157,3,3,24,1,85,43,70,56,8,64,9,4,11,9,46,50,38,74,11,25,44
2021,8,40,"1,401",154,6,208,5,6,41,11,134,73,150,105,5,85,20,5,24,10,67,69,50,77,10,26,60
2021,8,50,"2,687",301,16,458,15,11,102,19,228,183,228,158,20,150,28,15,38,17,114,101,74,168,21,72,150
2021,8,60,"3,534",395,21,570,26,23,122,38,282,238,326,201,20,160,31,14,34,27,145,123,159,256,29,100,194
2021,8,70,"3,360",405,27,421,33,27,153,30,280,209,323,205,11,180,20,12,20,19,145,111,151,260,20,117,181
2021,8,80,"2,857",331,28,314,19,16,123,16,193,169,243,235,14,138,20,16,25,14,145,93,135,255,21,103,191
2021,8,90,416,50,2,62,1,1,14,2,17,18,44,18,3,37,0,2,0,7,22,11,21,46,1,18,19
2021,8,100,8,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
2021,9,총,"17,846","1,995",114,"2,596",113,95,657,133,"1,499","1,075","1,639","1,195",92,961,160,82,196,126,794,709,722,"1,318",130,492,953
2021,9,0,708,62,3,92,6,4,20,7,84,32,55,56,2,34,5,6,8,6,33,37,35,56,8,12,45
2021,9,10,972,109,4,154,3,2,20,1,112,48,99,111,3,48,8,6,12,9,47,52,39,43,2,12,28
2021,9,20,"1,010",105,3,165,2,2,35,9,85,54,100,60,5,62,17,5,24,8,43,58,24,84,8,9,43
2021,9,30,936,99,4,153,3,3,24,1,85,44,73,54,8,65,10,4,10,9,45,51,38,74,11,23,45
2021,9,40,"1,398",153,6,211,5,6,41,11,134,74,148,103,6,85,21,4,24,10,64,69,50,78,9,26,60
2021,9,50,"2,660",295,16,450,15,11,102,18,226,181,229,157,20,152,28,12,37,16,112,101,74,166,20,73,149
2021,9,60,"3,535",391,21,575,26,23,123,39,280,241,326,199,20,157,31,15,36,27,143,124,157,255,30,101,195
2021,9,70,"3,354",409,26,414,33,27,154,29,281,213,322,205,11,181,20,12,20,20,144,110,150,261,19,114,179
2021,9,80,"2,850",323,29,320,19,16,124,16,194,169,244,231,14,136,20,16,25,14,143,95,133,254,22,105,188
2021,9,90,415,49,2,61,1,1,13,2,18,18,43,18,3,39,0,2,0,7,20,11,21,47,1,17,21
2021,9,100,8,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
2021,10,총,"17,811","1,989",112,"2,594",114,94,656,132,"1,502","1,074","1,633","1,194",93,951,159,80,197,128,795,708,724,"1,315",129,488,950
2021,10,0,700,61,2,92,6,4,20,7,84,32,54,55,2,31,5,6,8,8,33,37,35,55,8,11,44
2021,10,10,965,109,4,153,3,2,20,1,113,46,97,112,3,48,8,6,12,9,47,51,39,42,2,11,27
2021,10,20,993,106,3,165,2,2,31,9,84,55,103,58,4,58,16,4,24,7,41,56,23,83,7,10,42
2021,10,30,929,95,4,151,3,3,25,1,88,44,71,54,9,64,10,4,11,9,47,51,35,74,11,22,43
2021,10,40,"1,392",153,6,207,5,6,43,10,131,73,148,106,6,83,22,4,23,10,65,68,52,75,9,25,62
2021,10,50,"2,655",293,15,453,15,11,101,18,228,179,224,154,21,153,27,12,38,17,112,105,72,167,20,71,149
2021,10,60,"3,552",394,21,575,27,23,124,38,283,247,326,202,20,156,31,13,35,27,143,123,162,259,29,102,192
2021,10,70,"3,349",402,26,420,33,27,153,30,279,210,319,205,11,180,21,13,21,20,145,110,148,261,20,114,181
2021,10,80,"2,855",328,29,318,19,15,125,16,195,169,247,229,14,137,19,16,25,14,141,96,136,252,22,104,189
2021,10,90,413,48,2,59,1,1,13,2,17,18,44,18,3,39,0,2,0,7,21,10,21,47,1,18,21
2021,10,100,8,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
2021,11,총,"17,772","1,987",114,"2,590",112,95,657,131,"1,498","1,071","1,624","1,200",91,956,157,80,195,125,789,702,718,"1,316",129,483,952
2021,11,0,690,59,2,92,5,4,21,7,84,29,53,55,2,31,5,6,8,8,32,35,35,56,8,10,43
2021,11,10,959,109,4,153,3,2,19,1,110,45,97,110,2,48,8,6,12,9,47,52,39,42,2,12,27
2021,11,20,985,105,4,167,2,2,31,9,83,56,99,62,4,57,16,3,23,7,39,53,22,81,7,10,43
2021,11,30,930,95,4,150,2,3,25,1,88,42,72,55,9,66,9,5,11,8,48,51,34,76,11,21,44
2021,11,40,"1,383",152,6,204,5,6,43,11,131,74,147,105,6,83,22,4,22,10,66,67,51,74,9,25,60
2021,11,50,"2,648",295,15,451,15,12,101,16,229,178,222,155,20,158,26,12,38,15,108,105,71,167,20,69,150
2021,11,60,"3,553",394,22,577,27,23,125,37,283,248,326,203,20,154,32,12,35,26,145,124,160,258,29,99,194
2021,11,70,"3,340",402,26,419,33,27,152,31,274,211,316,206,10,180,21,14,21,20,145,110,149,261,20,111,181
2021,11,80,"2,865",329,29,320,19,14,124,16,198,170,249,230,15,138,18,16,25,15,139,95,134,253,22,108,189
2021,11,90,413,47,2,57,1,2,15,2,18,18,43,18,3,39,0,2,0,7,20,9,22,48,1,18,21
2021,11,100,6,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
2021,12,총,"17,762","1,992",114,"2,580",112,93,653,134,"1,503","1,071","1,622","1,203",92,952,157,79,197,122,787,699,713,"1,319",131,484,953
2021,12,0,687,59,2,92,5,4,22,7,86,30,52,55,2,30,4,6,8,7,30,34,35,57,7,10,43
2021,12,10,957,108,4,154,3,2,19,1,111,43,97,109,2,46,9,6,14,8,48,51,39,41,3,12,27
2021,12,20,984,104,4,171,2,1,29,11,83,55,95,62,4,60,16,3,22,8,39,53,20,80,8,10,44
2021,12,30,920,97,4,145,2,3,24,1,87,41,75,54,8,64,9,5,11,6,48,50,33,76,10,21,46
2021,12,40,"1,383",152,5,201,5,6,43,12,128,74,144,108,7,82,22,4,22,10,66,68,53,75,9,26,61
2021,12,50,"2,653",293,15,449,14,11,102,15,234,182,224,153,21,156,26,11,39,15,109,105,71,166,22,70,150
2021,12,60,"3,560",403,23,575,28,22,125,37,283,249,327,206,20,156,32,12,35,26,144,124,156,256,29,98,194
2021,12,70,"3,332",396,25,416,33,27,146,31,274,211,315,208,10,177,21,15,21,20,146,108,151,267,20,114,180
2021,12,80,"2,867",331,30,319,18,15,128,17,199,167,250,229,15,140,18,16,25,15,138,95,133,253,22,106,188
2021,12,90,413,49,2,58,2,2,14,2,18,19,43,18,3,39,0,1,0,7,19,10,21,48,1,17,20
2021,12,100,6,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0
