년도,월,나이,광산구,송정1동,송정2동,도산동,신흥동,어룡동,우산동,월곡1동,월곡2동,비아동,첨단1동,첨단2동,신가동,운남동,수완동,하남동,임곡동,동곡동,평동,삼도동,본량동,신창동
2021,5,0,"18,911",318,141,655,143,"1,853","1,138",347,521,321,979,"1,820",976,"1,391","4,850","1,493",36,19,66,28,14,"1,802"
2021,5,10,"25,189",552,183,750,199,"1,828","1,038",520,963,353,"1,698","2,680","1,393","1,865","6,791","1,572",46,30,67,56,46,"2,559"
2021,5,20,"27,508",762,460,987,274,"1,793","2,039",862,"1,153",375,"2,412","3,702","1,219","2,273","4,625","1,536",67,70,175,56,68,"2,600"
2021,5,30,"26,445",552,373,"1,022",246,"2,625","2,078",579,853,423,"1,690","2,759","1,176","1,989","5,454","1,850",45,47,168,56,58,"2,402"
2021,5,40,"38,086",891,377,"1,292",342,"2,809","2,034",815,"1,409",620,"2,339","4,203","1,974","2,967","9,320","2,407",67,67,145,79,82,"3,847"
2021,5,50,"31,199",887,529,"1,210",382,"2,297","2,470","1,126","1,474",590,"2,847","3,761","1,281","2,802","4,730","1,732",150,134,232,137,131,"2,297"
2021,5,60,"17,187",705,517,824,343,"1,579","1,683",719,887,339,"1,124","1,409",592,"1,327","2,124",954,206,202,365,212,166,910
2021,5,70,"9,725",527,431,579,240,777,906,305,416,224,459,694,342,850,"1,010",341,182,196,304,193,225,524
2021,5,80,"5,554",213,208,278,114,429,637,192,195,160,263,436,158,417,408,202,178,138,238,217,209,264
2021,5,90,959,36,30,47,23,74,119,31,30,21,63,71,27,48,80,34,44,24,49,36,36,36
2021,5,100,45,2,6,2,3,5,0,0,1,0,1,4,1,3,2,2,1,2,3,1,2,4
2021,6,총,"200,731","5,424","3,270","7,630","2,291","16,103","14,249","5,460","7,889","3,420","13,862","21,553","9,113","15,905","39,334","12,132","1,018",926,"1,811","1,064","1,019","17,258"
2021,6,0,"18,798",312,142,656,139,"1,849","1,144",332,522,320,966,"1,824",974,"1,385","4,778","1,498",36,19,64,28,14,"1,796"
2021,6,10,"25,125",546,181,751,193,"1,834","1,045",520,949,349,"1,696","2,670","1,381","1,853","6,792","1,572",46,28,66,55,45,"2,553"
2021,6,20,"27,533",754,477,976,273,"1,801","2,061",852,"1,154",375,"2,411","3,703","1,216","2,278","4,635","1,536",67,70,173,52,67,"2,602"
2021,6,30,"26,377",553,376,"1,018",241,"2,622","2,088",573,857,416,"1,682","2,774","1,176","1,975","5,419","1,832",45,45,170,55,58,"2,402"
2021,6,40,"38,015",881,375,"1,278",343,"2,820","2,035",810,"1,394",624,"2,337","4,186","1,964","2,952","9,316","2,426",67,67,142,80,79,"3,839"
2021,6,50,"31,286",885,535,"1,212",380,"2,284","2,503","1,121","1,476",595,"2,861","3,775","1,281","2,800","4,755","1,731",150,132,233,135,127,"2,315"
2021,6,60,"17,278",714,511,836,339,"1,600","1,708",727,889,336,"1,118","1,420",597,"1,331","2,124",956,206,203,368,209,160,926
2021,6,70,"9,715",523,428,575,245,777,901,301,416,222,461,693,340,858,"1,014",347,179,196,301,193,221,524
2021,6,80,"5,591",219,206,280,111,432,641,193,202,162,265,434,156,423,419,198,177,139,241,221,211,261
2021,6,90,968,35,33,46,24,79,123,31,29,21,64,70,27,47,80,34,44,25,50,34,36,36
2021,6,100,45,2,6,2,3,5,0,0,1,0,1,4,1,3,2,2,1,2,3,2,1,4
2021,7,총,"200,663","5,415","3,297","7,612","2,285","16,087","14,269","5,448","7,885","3,413","13,813","21,551","9,133","15,894","39,332","12,169","1,014",925,"1,798","1,060","1,011","17,252"
2021,7,0,"18,730",310,149,659,141,"1,836","1,142",326,522,319,960,"1,835",977,"1,371","4,748","1,501",34,19,65,28,14,"1,774"
2021,7,10,"25,055",542,183,747,188,"1,829","1,040",520,946,345,"1,689","2,644","1,372","1,843","6,805","1,583",48,29,65,53,43,"2,541"
2021,7,20,"27,546",750,485,975,270,"1,806","2,075",855,"1,155",371,"2,382","3,714","1,227","2,287","4,620","1,541",65,70,166,52,65,"2,615"
2021,7,30,"26,309",559,382,"1,009",240,"2,605","2,090",572,854,419,"1,677","2,746","1,182","1,963","5,415","1,833",45,45,172,54,58,"2,389"
2021,7,40,"37,945",876,375,"1,280",341,"2,825","2,030",811,"1,379",618,"2,327","4,182","1,949","2,949","9,294","2,442",66,68,139,80,78,"3,836"
2021,7,50,"31,347",887,534,"1,204",376,"2,287","2,504","1,111","1,490",597,"2,864","3,784","1,295","2,801","4,781","1,731",149,132,228,132,127,"2,333"
2021,7,60,"17,379",712,512,833,342,"1,605","1,725",730,889,340,"1,125","1,433",602,"1,345","2,146",954,206,202,368,213,160,937
2021,7,70,"9,730",524,438,577,245,774,899,301,416,220,462,697,341,862,"1,018",345,180,195,301,192,220,523
2021,7,80,"5,607",218,201,280,114,437,642,191,204,162,260,444,160,423,424,201,172,139,242,221,208,264
2021,7,90,972,35,32,46,25,79,122,31,29,22,66,69,27,47,80,36,48,24,49,33,37,35
2021,7,100,43,2,6,2,3,4,0,0,1,0,1,3,1,3,1,2,1,2,3,2,1,5
2021,8,총,"200,670","5,390","3,302","7,615","2,275","16,109","14,286","5,435","7,860","3,468","13,800","21,525","9,116","15,878","39,338","12,243","1,015",921,"1,798","1,065","1,017","17,214"
2021,8,0,"18,620",305,147,652,141,"1,833","1,135",320,514,322,953,"1,833",972,"1,348","4,718","1,506",33,18,65,29,14,"1,762"
2021,8,10,"25,064",536,181,754,185,"1,834","1,041",515,941,362,"1,692","2,644","1,376","1,838","6,818","1,591",54,29,61,53,43,"2,516"
2021,8,20,"27,503",746,488,966,265,"1,811","2,078",857,"1,154",373,"2,373","3,684","1,224","2,293","4,615","1,541",61,70,166,56,66,"2,616"
2021,8,30,"26,241",558,385,"1,016",239,"2,612","2,101",569,845,422,"1,665","2,754","1,180","1,942","5,353","1,838",41,47,170,55,61,"2,388"
2021,8,40,"37,864",865,369,"1,277",336,"2,820","2,012",803,"1,370",640,"2,329","4,149","1,935","2,952","9,305","2,461",65,65,139,81,77,"3,814"
2021,8,50,"31,502",881,542,"1,205",382,"2,289","2,510","1,121","1,494",604,"2,868","3,802","1,298","2,803","4,833","1,761",151,132,229,135,126,"2,336"
2021,8,60,"17,505",716,510,836,339,"1,613","1,739",732,893,341,"1,133","1,451",605,"1,358","2,170",960,208,201,370,211,165,954
2021,8,70,"9,725",527,441,581,245,771,899,301,417,220,460,691,343,863,"1,017",345,178,194,302,188,218,524
2021,8,80,"5,633",219,202,280,116,444,648,186,202,163,261,448,155,430,428,200,174,139,244,223,209,262
2021,8,90,968,35,31,46,24,78,123,31,29,21,65,66,27,48,80,38,49,24,49,31,36,37
2021,8,100,45,2,6,2,3,4,0,0,1,0,1,3,1,3,1,2,1,2,3,3,2,5
2021,9,총,"200,798","5,393","3,304","7,613","2,263","16,082","14,275","5,401","7,822","3,501","13,814","21,542","9,087","15,855","39,311","12,508","1,025",920,"1,805","1,056","1,018","17,203"
2021,9,0,"18,533",306,149,653,140,"1,834","1,124",322,510,333,947,"1,817",965,"1,344","4,671","1,521",33,19,63,28,14,"1,740"
2021,9,10,"25,050",538,178,751,187,"1,822","1,046",508,922,366,"1,697","2,637","1,370","1,819","6,832","1,623",53,26,61,53,41,"2,520"
2021,9,20,"27,521",747,488,962,256,"1,798","2,057",852,"1,156",369,"2,371","3,703","1,215","2,278","4,629","1,582",65,75,161,58,67,"2,632"
2021,9,30,"26,163",558,383,"1,005",237,"2,605","2,107",562,828,426,"1,649","2,741","1,176","1,952","5,307","1,886",44,47,178,51,62,"2,359"
2021,9,40,"37,880",871,372,"1,283",333,"2,810","2,007",796,"1,359",648,"2,320","4,140","1,924","2,943","9,310","2,524",64,64,139,84,79,"3,810"
2021,9,50,"31,666",871,545,"1,208",384,"2,300","2,511","1,111","1,494",609,"2,891","3,832","1,302","2,814","4,857","1,811",154,131,230,132,126,"2,353"
2021,9,60,"17,570",718,508,840,338,"1,612","1,753",734,899,344,"1,138","1,461",607,"1,361","2,182",970,205,202,372,208,165,953
2021,9,70,"9,749",528,441,584,245,771,902,300,419,221,467,693,346,863,"1,014",351,180,191,303,186,216,528
2021,9,80,"5,645",220,203,280,117,450,644,183,204,164,266,449,155,431,424,197,174,141,245,221,209,268
2021,9,90,975,34,31,45,23,76,124,33,30,21,67,66,26,46,83,41,52,22,50,33,37,35
2021,9,100,46,2,6,2,3,4,0,0,1,0,1,3,1,4,2,2,1,2,3,2,2,5
2021,10,총,"200,708","5,363","3,292","7,586","2,264","16,088","14,292","5,380","7,799","3,523","13,796","21,504","9,093","15,802","39,306","12,625","1,033",916,"1,793","1,063","1,016","17,174"
2021,10,0,"18,468",303,151,646,139,"1,828","1,122",317,499,331,955,"1,806",957,"1,328","4,660","1,532",33,19,61,29,15,"1,737"
2021,10,10,"24,965",531,176,744,186,"1,816","1,046",506,916,373,"1,679","2,615","1,364","1,804","6,844","1,628",54,26,60,53,41,"2,503"
2021,10,20,"27,486",737,480,949,255,"1,799","2,058",840,"1,157",368,"2,364","3,698","1,222","2,282","4,631","1,599",66,74,157,59,67,"2,624"
2021,10,30,"26,111",552,383,"1,006",235,"2,596","2,100",561,823,428,"1,656","2,740","1,170","1,951","5,282","1,890",47,50,176,51,63,"2,351"
2021,10,40,"37,824",867,372,"1,274",338,"2,812","2,021",788,"1,364",654,"2,296","4,124","1,935","2,906","9,287","2,554",67,61,143,83,80,"3,798"
2021,10,50,"31,754",868,540,"1,214",386,"2,309","2,495","1,109","1,479",619,"2,900","3,842","1,298","2,816","4,891","1,852",153,129,228,135,124,"2,367"
2021,10,60,"17,693",716,513,844,338,"1,626","1,776",739,908,339,"1,147","1,474",620,"1,375","2,190",978,208,203,373,210,164,952
2021,10,70,"9,745",533,440,579,245,770,902,302,418,224,467,694,343,864,"1,007",354,176,189,299,186,216,537
2021,10,80,"5,645",220,201,284,116,451,649,184,204,165,264,441,158,426,431,194,176,142,244,220,209,266
2021,10,90,971,34,30,44,23,76,123,34,30,22,67,67,25,46,81,42,52,21,49,35,35,35
2021,10,100,46,2,6,2,3,5,0,0,1,0,1,3,1,4,2,2,1,2,3,2,2,4
2021,11,총,"200,573","5,349","3,298","7,582","2,275","16,140","14,256","5,341","7,772","3,521","13,776","21,500","9,100","15,800","39,276","12,668","1,032",909,"1,793","1,053","1,011","17,121"
2021,11,0,"18,376",302,155,644,141,"1,829","1,120",315,483,330,953,"1,793",963,"1,314","4,617","1,532",35,19,64,27,15,"1,725"
2021,11,10,"24,932",524,173,742,185,"1,831","1,037",492,919,373,"1,672","2,604","1,355","1,798","6,850","1,637",53,26,59,53,42,"2,507"
2021,11,20,"27,385",732,477,944,256,"1,798","2,033",834,"1,152",367,"2,338","3,693","1,229","2,280","4,634","1,605",65,72,158,58,66,"2,594"
2021,11,30,"26,002",554,379,"1,010",240,"2,577","2,092",552,812,423,"1,666","2,745","1,159","1,942","5,250","1,882",49,50,173,51,64,"2,332"
2021,11,40,"37,826",857,377,"1,270",339,"2,839","2,020",788,"1,354",654,"2,278","4,128","1,935","2,907","9,291","2,560",66,59,143,83,77,"3,801"
2021,11,50,"31,865",873,543,"1,212",383,"2,321","2,497","1,103","1,487",617,"2,910","3,854","1,305","2,831","4,927","1,869",152,129,228,133,127,"2,364"
2021,11,60,"17,745",719,514,837,342,"1,630","1,781",745,907,345,"1,157","1,483",624,"1,382","2,185",987,209,202,374,207,164,951
2021,11,70,"9,752",531,443,582,248,780,909,295,420,225,464,686,340,866,"1,010",354,176,185,295,186,212,545
2021,11,80,"5,679",222,203,293,115,453,645,184,209,166,272,444,163,429,428,195,174,147,247,218,209,263
2021,11,90,975,35,31,46,23,77,122,33,28,21,65,67,26,47,82,45,52,20,49,36,34,36
2021,11,100,36,0,3,2,3,5,0,0,1,0,1,3,1,4,2,2,1,0,3,1,1,3
2021,12,총,"200,514","5,346","3,291","7,559","2,267","16,144","14,221","5,352","7,737","3,516","13,827","21,470","9,092","15,755","39,292","12,724","1,037",906,"1,798","1,051","1,004","17,125"
2021,12,0,"18,296",310,158,638,142,"1,818","1,116",313,469,330,957,"1,771",955,"1,304","4,595","1,538",34,20,64,27,16,"1,721"
2021,12,10,"24,890",517,174,733,183,"1,833","1,035",499,913,373,"1,661","2,597","1,350","1,773","6,864","1,641",51,27,59,53,42,"2,512"
2021,12,20,"27,318",727,470,941,248,"1,782","2,016",828,"1,149",366,"2,340","3,692","1,238","2,275","4,642","1,609",68,69,161,56,64,"2,577"
2021,12,30,"25,921",547,377,997,239,"2,561","2,101",554,809,417,"1,682","2,745","1,139","1,924","5,226","1,891",51,52,170,53,63,"2,323"
2021,12,40,"37,797",852,375,"1,267",342,"2,850","2,003",782,"1,351",654,"2,285","4,099","1,939","2,890","9,289","2,580",66,59,150,83,77,"3,804"
2021,12,50,"32,013",883,543,"1,220",382,"2,335","2,492","1,108","1,486",619,"2,930","3,869","1,308","2,846","4,956","1,878",156,129,230,133,127,"2,383"
2021,12,60,"17,831",720,516,840,345,"1,644","1,784",752,904,348,"1,170","1,497",629,"1,389","2,185",994,209,202,374,203,165,961
2021,12,70,"9,710",530,443,577,246,785,908,294,417,223,456,681,341,860,"1,009",352,177,182,292,188,208,541
2021,12,80,"5,717",224,201,296,114,456,644,188,208,165,278,450,166,441,435,195,174,146,248,217,208,263
2021,12,90,991,36,33,49,23,77,122,34,30,21,67,66,26,50,88,45,50,20,47,37,33,37
2021,12,100,30,0,1,1,3,3,0,0,1,0,1,3,1,3,3,1,1,0,3,1,1,3
