년도,월,나이,서울특별시 종로구,서울특별시 종로구 청운효자동,서울특별시 종로구 사직동,서울특별시 종로구 삼청동,서울특별시 종로구 부암동,서울특별시 종로구 평창동,서울특별시 종로구 무악동,서울특별시 종로구 교남동,서울특별시 종로구 가회동,서울특별시 종로구 종로1.2.3.4가동,서울특별시 종로구 종로5.6가동,서울특별시 종로구 이화동,서울특별시 종로구 혜화동,서울특별시 종로구 창신제1동,서울특별시 종로구 창신제2동,서울특별시 종로구 창신제3동,서울특별시 종로구 숭인제1동,서울특별시 종로구 숭인제2동
2021,7,20,"23,039","1,573","1,244",314,"1,274","2,399",901,"1,231",489,926,"1,069","1,609","4,380",609,"1,148",939,781,"2,153"
2021,7,30,"19,584","1,600","1,470",323,"1,206","2,213",916,"1,605",558,920,735,"1,243","2,044",531,882,936,807,"1,595"
2021,7,40,"21,341","2,115","1,448",348,"1,600","2,693","1,421","1,797",711,936,569,916,"2,153",596,"1,017",912,880,"1,229"
2021,7,50,"24,890","1,912","1,508",387,"1,666","3,232","1,396","1,561",707,"1,317",903,"1,093","2,337","1,050","1,792","1,241","1,136","1,652"
2021,7,60,"20,221","1,384","1,209",414,"1,314","2,623","1,027","1,180",583,"1,409",760,927,"1,655","1,032","1,399","1,039",916,"1,350"
2021,7,70,"11,774",935,720,247,758,"1,322",586,723,393,832,495,561,"1,184",520,762,509,513,714
2021,7,80,"5,995",517,460,142,381,770,314,331,192,392,218,307,661,238,314,233,226,299
2021,7,90,943,72,85,28,74,164,41,41,34,62,30,38,98,31,41,35,32,37
2021,7,100,53,7,5,6,4,8,4,2,2,5,0,2,3,0,3,1,0,1
2021,8,총,"145,551","12,014","9,360","2,475","9,661","18,132","8,298","10,107","4,148","7,199","5,110","7,315","16,499","4,925","8,021","6,699","5,897","9,691"
2021,8,0,"7,155",765,550,99,513,"1,154",669,838,184,188,100,227,626,134,210,364,264,270
2021,8,10,"10,587","1,142",669,175,878,"1,585",990,806,326,217,237,381,"1,331",217,456,488,351,338
2021,8,20,"23,034","1,582","1,227",317,"1,264","2,383",909,"1,223",483,915,"1,067","1,616","4,391",597,"1,141",932,774,"2,213"
2021,8,30,"19,549","1,591","1,464",326,"1,202","2,189",918,"1,609",545,922,736,"1,244","2,044",541,896,937,800,"1,585"
2021,8,40,"21,228","2,098","1,456",339,"1,587","2,679","1,417","1,781",708,935,570,911,"2,148",587,"1,006",910,875,"1,221"
2021,8,50,"24,917","1,910","1,512",386,"1,674","3,234","1,411","1,563",706,"1,322",898,"1,099","2,348","1,033","1,796","1,247","1,129","1,649"
2021,8,60,"20,258","1,384","1,206",414,"1,328","2,648","1,031","1,185",573,"1,409",757,920,"1,661","1,028","1,388","1,042",931,"1,353"
2021,8,70,"11,789",940,726,245,756,"1,316",589,724,397,824,497,567,"1,181",519,769,509,506,724
2021,8,80,"6,028",521,461,141,381,771,318,333,190,398,219,308,668,236,315,232,236,300
2021,8,90,952,74,85,27,73,165,42,43,34,63,29,40,98,33,41,37,31,37
2021,8,100,54,7,4,6,5,8,4,2,2,6,0,2,3,0,3,1,0,1
2021,9,총,"145,512","12,020","9,379","2,490","9,648","18,158","8,295","10,071","4,162","7,187","5,133","7,312","16,530","4,943","7,985","6,668","5,881","9,650"
2021,9,0,"7,148",762,553,102,513,"1,153",673,838,184,187,97,226,625,138,207,365,259,266
2021,9,10,"10,565","1,145",668,177,871,"1,595",983,792,325,224,232,375,"1,341",219,446,481,352,339
2021,9,20,"23,036","1,567","1,223",326,"1,252","2,391",900,"1,227",487,927,"1,095","1,611","4,394",602,"1,139",924,766,"2,205"
2021,9,30,"19,517","1,592","1,466",320,"1,207","2,172",914,"1,598",546,922,742,"1,237","2,050",546,892,933,803,"1,577"
2021,9,40,"21,226","2,110","1,465",347,"1,589","2,678","1,422","1,779",716,924,567,916,"2,147",587,"1,004",898,872,"1,205"
2021,9,50,"24,921","1,919","1,519",385,"1,676","3,243","1,407","1,567",709,"1,316",895,"1,101","2,365","1,031","1,784","1,239","1,132","1,633"
2021,9,60,"20,291","1,391","1,207",416,"1,327","2,653","1,043","1,176",571,"1,400",764,929,"1,657","1,031","1,384","1,052",927,"1,363"
2021,9,70,"11,727",934,720,243,748,"1,314",587,720,398,814,492,568,"1,176",517,768,507,498,723
2021,9,80,"6,081",521,467,142,387,789,321,330,190,403,219,306,672,239,321,232,240,302
2021,9,90,943,72,88,26,73,162,41,42,34,64,28,40,99,33,37,36,32,36
2021,9,100,57,7,3,6,5,8,4,2,2,6,2,3,4,0,3,1,0,1
2021,10,총,"145,346","12,011","9,367","2,478","9,631","18,145","8,312","10,088","4,156","7,188","5,130","7,289","16,515","4,926","7,980","6,640","5,867","9,623"
2021,10,0,"7,095",754,552,100,507,"1,154",659,837,181,187,98,223,619,136,208,366,254,260
2021,10,10,"10,543","1,155",680,175,861,"1,587",991,792,327,225,224,373,"1,336",215,441,478,347,336
2021,10,20,"22,957","1,567","1,207",326,"1,241","2,364",907,"1,218",484,930,"1,106","1,613","4,393",601,"1,141",909,756,"2,194"
2021,10,30,"19,475","1,593","1,456",309,"1,214","2,180",906,"1,579",543,919,742,"1,238","2,036",548,898,939,802,"1,573"
2021,10,40,"21,176","2,095","1,469",353,"1,578","2,684","1,422","1,802",710,920,562,904,"2,148",583,986,889,861,"1,210"
2021,10,50,"24,947","1,919","1,520",382,"1,678","3,254","1,424","1,577",717,"1,318",884,"1,084","2,378","1,023","1,792","1,233","1,139","1,625"
2021,10,60,"20,331","1,401","1,204",413,"1,334","2,652","1,047","1,178",570,"1,408",773,938,"1,649","1,033","1,383","1,052",934,"1,362"
2021,10,70,"11,712",929,717,247,753,"1,310",586,724,395,809,492,566,"1,177",513,766,507,499,722
2021,10,80,"6,115",521,471,142,387,793,325,337,194,401,220,306,673,242,324,232,242,305
2021,10,90,941,72,88,25,74,160,41,42,33,65,27,40,102,32,38,34,33,35
2021,10,100,54,5,3,6,4,7,4,2,2,6,2,4,4,0,3,1,0,1
2021,11,총,"145,073","12,006","9,367","2,467","9,629","18,152","8,292","10,069","4,127","7,174","5,127","7,285","16,437","4,888","7,953","6,618","5,855","9,627"
2021,11,0,"7,039",749,555,101,500,"1,154",652,830,184,179,94,222,610,130,208,366,249,256
2021,11,10,"10,465","1,151",672,173,863,"1,585",990,789,320,228,222,365,"1,302",218,437,477,339,334
2021,11,20,"22,896","1,575","1,199",327,"1,236","2,356",904,"1,209",478,925,"1,114","1,612","4,384",593,"1,123",907,755,"2,199"
2021,11,30,"19,473","1,583","1,456",304,"1,218","2,182",903,"1,577",541,931,743,"1,232","2,031",546,910,929,798,"1,589"
2021,11,40,"21,065","2,090","1,476",345,"1,563","2,683","1,413","1,796",701,914,559,898,"2,115",584,982,888,861,"1,197"
2021,11,50,"24,982","1,923","1,536",386,"1,689","3,259","1,429","1,585",716,"1,308",886,"1,097","2,382","1,002","1,783","1,230","1,148","1,623"
2021,11,60,"20,362","1,401","1,205",409,"1,350","2,666","1,045","1,176",572,"1,412",766,943,"1,654","1,030","1,389","1,046",930,"1,368"
2021,11,70,"11,659",933,706,247,741,"1,303",585,724,388,804,493,564,"1,177",510,761,506,498,719
2021,11,80,"6,146",525,476,144,391,799,327,338,193,403,221,308,672,244,322,234,243,306
2021,11,90,944,74,85,25,74,158,40,41,32,67,28,40,107,31,38,34,34,36
2021,11,100,42,2,1,6,4,7,4,4,2,3,1,4,3,0,0,1,0,0
2021,12,총,"144,683","11,978","9,372","2,456","9,579","18,152","8,259","10,046","4,088","7,197","5,089","7,231","16,383","4,891","7,911","6,575","5,837","9,639"
2021,12,0,"6,984",738,558,102,497,"1,148",645,829,171,185,93,222,606,128,203,359,243,257
2021,12,10,"10,381","1,148",675,171,854,"1,579",976,785,320,225,211,360,"1,287",217,430,469,340,334
2021,12,20,"22,802","1,566","1,202",320,"1,227","2,342",907,"1,205",475,932,"1,112","1,585","4,366",597,"1,102",905,749,"2,210"
2021,12,30,"19,470","1,581","1,447",303,"1,210","2,200",903,"1,576",535,942,735,"1,221","2,015",546,924,926,794,"1,612"
2021,12,40,"20,969","2,075","1,489",348,"1,551","2,690","1,389","1,778",694,915,557,885,"2,112",590,975,881,861,"1,179"
2021,12,50,"24,957","1,925","1,533",385,"1,682","3,256","1,433","1,590",709,"1,316",881,"1,096","2,377","1,001","1,775","1,227","1,147","1,624"
2021,12,60,"20,352","1,407","1,207",407,"1,353","2,679","1,040","1,180",567,"1,398",763,939,"1,665","1,021","1,391","1,038",928,"1,369"
2021,12,70,"11,637",932,700,245,733,"1,303",592,720,391,809,492,566,"1,172",513,749,501,504,715
2021,12,80,"6,149",529,476,147,396,790,331,341,195,403,215,311,673,245,322,235,237,303
2021,12,90,950,75,84,26,73,159,40,39,31,69,29,42,107,33,40,33,34,36
2021,12,100,32,2,1,2,3,6,3,3,0,3,1,4,3,0,0,1,0,0
