년도,월,나이,대전광역시 중구,대전광역시 중구 은행선화동,대전광역시 중구 목동,대전광역시 중구 중촌동,대전광역시 중구 대흥동,대전광역시 중구 문창동,대전광역시 중구 석교동,대전광역시 중구 대사동,대전광역시 중구 부사동,대전광역시 중구 용두동,대전광역시 중구 오류동,대전광역시 중구 태평1동,대전광역시 중구 태평2동,대전광역시 중구 유천1동,대전광역시 중구 유천2동,대전광역시 중구 문화1동,대전광역시 중구 문화2동,대전광역시 중구 산성동
2021,5,60,"34,385","2,180","1,232","2,111","1,829",908,"3,075",939,"1,235","1,175","1,474","1,578","3,541","1,192","2,263","2,620","2,103","4,930"
2021,5,70,"20,555","1,104",686,"1,226","1,064",626,"1,861",616,740,809,967,"1,022","2,216",625,"1,452","1,667","1,239","2,635"
2021,5,80,"9,436",470,310,578,468,311,732,330,377,402,558,447,"1,014",263,634,816,677,"1,049"
2021,5,90,"1,308",76,39,83,93,37,94,42,68,58,93,47,145,30,86,97,78,142
2021,5,100,48,4,5,3,3,1,7,2,1,3,0,0,7,0,2,2,4,4
2021,6,총,"232,841","15,797","14,533","12,978","13,862","4,681","15,781","5,475","6,643","9,522","10,675","13,494","26,012","6,574","13,831","22,603","12,798","27,582"
2021,6,0,"14,503",856,"1,438",646,877,172,690,163,292,498,639,"1,144","1,898",326,896,"1,880",627,"1,461"
2021,6,10,"21,449",998,"2,464","1,164","1,118",291,"1,117",254,424,728,789,"1,598","3,048",327,967,"2,801","1,060","2,301"
2021,6,20,"30,529","2,767","1,573","1,557","2,385",494,"1,782","1,033",791,"1,746","1,538","1,511","3,043",872,"1,809","2,880","1,536","3,212"
2021,6,30,"25,481","2,321","1,472","1,297","1,899",438,"1,590",620,637,"1,275","1,369","1,509","2,298",870,"1,582","2,372","1,270","2,662"
2021,6,40,"35,988","2,466","3,246","2,008","2,145",585,"2,029",589,858,"1,366","1,470","2,405","4,325",931,"1,910","3,896","1,813","3,946"
2021,6,50,"38,943","2,548","2,054","2,298","1,969",821,"2,787",884,"1,210","1,452","1,774","2,218","4,455","1,124","2,213","3,560","2,377","5,199"
2021,6,60,"34,547","2,184","1,240","2,111","1,843",903,"3,097",948,"1,241","1,174","1,469","1,589","3,558","1,190","2,285","2,632","2,118","4,965"
2021,6,70,"20,561","1,108",691,"1,227","1,064",629,"1,856",609,741,816,973,"1,028","2,219",632,"1,441","1,665","1,230","2,632"
2021,6,80,"9,490",468,311,583,468,310,733,333,377,408,561,443,"1,017",273,641,815,684,"1,065"
2021,6,90,"1,301",77,39,84,91,37,93,40,71,56,93,49,144,28,85,100,79,135
2021,6,100,49,4,5,3,3,1,7,2,1,3,0,0,7,1,2,2,4,4
2021,7,총,"232,627","15,795","14,508","12,864","13,848","4,686","15,756","5,470","6,655","9,552","10,692","13,489","25,970","6,612","13,796","22,596","12,801","27,537"
2021,7,0,"14,459",864,"1,426",635,867,176,693,163,295,504,636,"1,138","1,888",331,887,"1,887",621,"1,448"
2021,7,10,"21,364","1,002","2,453","1,152","1,115",288,"1,124",258,423,728,788,"1,594","3,026",332,956,"2,781","1,051","2,293"
2021,7,20,"30,475","2,740","1,566","1,526","2,380",502,"1,767","1,028",795,"1,776","1,552","1,521","3,042",873,"1,796","2,874","1,530","3,207"
2021,7,30,"25,442","2,336","1,467","1,287","1,912",437,"1,583",620,643,"1,266","1,364","1,507","2,272",876,"1,568","2,382","1,277","2,645"
2021,7,40,"35,854","2,456","3,228","1,991","2,146",583,"2,021",591,850,"1,370","1,471","2,390","4,302",927,"1,908","3,874","1,815","3,931"
2021,7,50,"38,945","2,539","2,073","2,271","1,970",811,"2,772",882,"1,210","1,453","1,777","2,227","4,470","1,138","2,216","3,580","2,378","5,178"
2021,7,60,"34,627","2,188","1,243","2,101","1,835",914,"3,107",943,"1,249","1,180","1,478","1,587","3,565","1,192","2,293","2,639","2,126","4,987"
2021,7,70,"20,600","1,117",692,"1,228","1,059",626,"1,853",609,742,811,972,"1,036","2,233",638,"1,449","1,664","1,230","2,641"
2021,7,80,"9,510",468,315,587,466,310,735,335,377,407,563,440,"1,021",275,638,813,688,"1,072"
2021,7,90,"1,300",81,40,83,95,38,95,39,70,54,91,49,143,29,83,99,81,130
2021,7,100,51,4,5,3,3,1,6,2,1,3,0,0,8,1,2,3,4,5
2021,8,총,"232,309","15,778","14,498","12,768","13,818","4,679","15,733","5,476","6,678","9,567","10,700","13,476","25,910","6,614","13,803","22,537","12,764","27,510"
2021,8,0,"14,353",869,"1,410",633,851,173,688,160,295,507,638,"1,130","1,870",332,886,"1,871",608,"1,432"
2021,8,10,"21,311",994,"2,444","1,140","1,114",289,"1,110",258,430,734,775,"1,592","3,010",331,953,"2,779","1,060","2,298"
2021,8,20,"30,374","2,741","1,571","1,505","2,380",497,"1,758","1,020",790,"1,775","1,563","1,514","3,033",865,"1,804","2,845","1,526","3,187"
2021,8,30,"25,353","2,328","1,460","1,278","1,894",438,"1,576",626,652,"1,271","1,369","1,499","2,264",878,"1,566","2,365","1,258","2,631"
2021,8,40,"35,749","2,444","3,220","1,963","2,140",574,"2,018",595,852,"1,377","1,461","2,397","4,267",933,"1,907","3,859","1,805","3,937"
2021,8,50,"39,008","2,531","2,091","2,268","1,977",820,"2,778",879,"1,213","1,448","1,779","2,227","4,486","1,136","2,216","3,596","2,380","5,183"
2021,8,60,"34,674","2,198","1,250","2,089","1,833",907,"3,106",949,"1,249","1,182","1,488","1,592","3,564","1,201","2,303","2,648","2,129","4,986"
2021,8,70,"20,579","1,119",687,"1,215","1,062",628,"1,866",606,749,801,972,"1,032","2,238",631,"1,438","1,661","1,225","2,649"
2021,8,80,"9,547",468,320,590,468,313,733,340,378,413,560,443,"1,033",275,647,808,687,"1,071"
2021,8,90,"1,310",82,40,84,96,39,93,41,69,56,95,50,138,31,81,102,82,131
2021,8,100,51,4,5,3,3,1,7,2,1,3,0,0,7,1,2,3,4,5
2021,9,총,"232,077","15,769","14,465","12,666","13,860","4,679","15,723","5,466","6,702","9,565","10,701","13,411","25,882","6,642","13,775","22,541","12,762","27,468"
2021,9,0,"14,273",878,"1,404",638,838,169,686,156,294,503,644,"1,108","1,856",333,886,"1,859",603,"1,418"
2021,9,10,"21,228",996,"2,439","1,126","1,108",285,"1,097",263,425,727,770,"1,590","3,004",328,949,"2,784","1,050","2,287"
2021,9,20,"30,367","2,738","1,571","1,481","2,404",499,"1,763","1,026",792,"1,782","1,555","1,507","3,016",878,"1,793","2,851","1,535","3,176"
2021,9,30,"25,306","2,333","1,433","1,275","1,930",426,"1,573",632,661,"1,279","1,372","1,480","2,263",870,"1,563","2,360","1,246","2,610"
2021,9,40,"35,602","2,439","3,212","1,933","2,141",577,"2,006",592,842,"1,351","1,459","2,387","4,246",944,"1,904","3,856","1,803","3,910"
2021,9,50,"39,039","2,510","2,105","2,250","1,986",828,"2,778",867,"1,229","1,463","1,776","2,227","4,495","1,137","2,213","3,586","2,381","5,208"
2021,9,60,"34,705","2,190","1,251","2,076","1,822",909,"3,115",945,"1,257","1,187","1,502","1,591","3,581","1,215","2,294","2,665","2,131","4,974"
2021,9,70,"20,576","1,122",686,"1,208","1,062",628,"1,866",601,753,802,965,"1,032","2,235",625,"1,436","1,656","1,232","2,667"
2021,9,80,"9,602",475,318,590,468,315,739,343,380,411,561,441,"1,039",280,655,820,688,"1,079"
2021,9,90,"1,328",84,41,86,98,42,93,39,68,57,96,48,140,31,80,102,89,134
2021,9,100,51,4,5,3,3,1,7,2,1,3,1,0,7,1,2,2,4,5
2021,10,총,"231,852","15,769","14,453","12,618","13,871","4,696","15,696","5,443","6,750","9,549","10,687","13,412","25,822","6,623","13,769","22,512","12,725","27,457"
2021,10,0,"14,188",878,"1,391",635,836,171,681,157,295,507,652,"1,096","1,843",326,874,"1,837",601,"1,408"
2021,10,10,"21,144",993,"2,433","1,115","1,109",285,"1,092",259,424,724,767,"1,594","2,979",332,958,"2,776","1,040","2,264"
2021,10,20,"30,295","2,719","1,560","1,478","2,417",500,"1,758","1,011",809,"1,755","1,538","1,491","2,998",885,"1,786","2,854","1,542","3,194"
2021,10,30,"25,262","2,331","1,432","1,276","1,934",430,"1,558",633,669,"1,320","1,366","1,468","2,244",872,"1,547","2,351","1,236","2,595"
2021,10,40,"35,467","2,416","3,195","1,914","2,145",571,"2,012",588,845,"1,341","1,451","2,388","4,248",931,"1,906","3,830","1,785","3,901"
2021,10,50,"39,072","2,535","2,119","2,244","1,994",834,"2,767",854,"1,225","1,458","1,789","2,242","4,478","1,133","2,212","3,606","2,379","5,203"
2021,10,60,"34,809","2,203","1,267","2,066","1,807",917,"3,117",951,"1,284","1,179","1,508","1,600","3,593","1,214","2,300","2,681","2,126","4,996"
2021,10,70,"20,599","1,129",685,"1,211","1,060",626,"1,870",603,752,805,967,"1,034","2,250",618,"1,439","1,652","1,230","2,668"
2021,10,80,"9,645",478,326,588,467,318,743,345,379,407,555,450,"1,038",280,665,823,694,"1,089"
2021,10,90,"1,331",83,40,88,99,43,96,41,67,53,94,49,145,31,80,100,88,134
2021,10,100,40,4,5,3,3,1,2,1,1,0,0,0,6,1,2,2,4,5
2021,11,총,"231,306","15,723","14,434","12,564","13,843","4,708","15,666","5,446","6,744","9,529","10,640","13,365","25,715","6,596","13,739","22,490","12,705","27,399"
2021,11,0,"14,056",873,"1,378",623,836,164,683,161,294,513,642,"1,087","1,810",324,850,"1,813",602,"1,403"
2021,11,10,"21,064",979,"2,442","1,110","1,098",297,"1,080",252,424,718,769,"1,571","2,974",327,954,"2,788","1,032","2,249"
2021,11,20,"30,196","2,712","1,558","1,470","2,452",508,"1,757","1,019",803,"1,733","1,508","1,478","2,967",884,"1,776","2,861","1,540","3,170"
2021,11,30,"25,188","2,337","1,419","1,252","1,950",418,"1,545",636,677,"1,334","1,362","1,462","2,243",869,"1,544","2,319","1,241","2,580"
2021,11,40,"35,384","2,399","3,181","1,913","2,140",572,"2,007",583,837,"1,340","1,442","2,385","4,220",929,"1,923","3,843","1,766","3,904"
2021,11,50,"38,996","2,527","2,140","2,235","1,952",838,"2,762",852,"1,229","1,452","1,790","2,247","4,477","1,124","2,208","3,604","2,371","5,188"
2021,11,60,"34,827","2,211","1,260","2,069","1,798",923,"3,126",946,"1,288","1,172","1,512","1,599","3,582","1,211","2,296","2,687","2,133","5,014"
2021,11,70,"20,561","1,123",689,"1,208","1,045",616,"1,857",605,750,806,966,"1,038","2,260",615,"1,439","1,647","1,230","2,667"
2021,11,80,"9,680",478,324,594,471,328,755,349,372,410,556,449,"1,033",282,668,827,700,"1,084"
2021,11,90,"1,315",81,38,87,98,43,92,42,69,51,93,49,142,30,79,99,87,135
2021,11,100,39,3,5,3,3,1,2,1,1,0,0,0,7,1,2,2,3,5
2021,12,총,"230,341","15,644","14,379","12,527","13,752","4,699","15,622","5,474","6,748","9,465","10,577","13,291","25,613","6,555","13,711","22,378","12,631","27,275"
2021,12,0,"13,883",854,"1,352",630,827,165,678,160,288,509,628,"1,081","1,802",318,839,"1,778",588,"1,386"
2021,12,10,"20,948",971,"2,447","1,092","1,092",292,"1,069",255,425,701,761,"1,547","2,966",322,949,"2,789","1,024","2,246"
2021,12,20,"30,051","2,678","1,549","1,478","2,432",501,"1,753","1,035",808,"1,740","1,505","1,477","2,952",868,"1,770","2,848","1,528","3,129"
2021,12,30,"24,970","2,328","1,411","1,244","1,925",422,"1,522",642,679,"1,326","1,342","1,445","2,210",863,"1,537","2,272","1,238","2,564"
2021,12,40,"35,204","2,384","3,162","1,910","2,133",570,"2,005",590,843,"1,333","1,430","2,365","4,190",928,"1,913","3,821","1,740","3,887"
2021,12,50,"38,869","2,532","2,152","2,213","1,942",837,"2,749",852,"1,216","1,450","1,792","2,230","4,463","1,123","2,207","3,598","2,368","5,145"
2021,12,60,"34,798","2,215","1,254","2,068","1,796",918,"3,130",944,"1,296","1,156","1,511","1,611","3,571","1,208","2,297","2,681","2,128","5,014"
2021,12,70,"20,521","1,119",688,"1,203","1,030",620,"1,854",605,744,794,965,"1,030","2,259",609,"1,440","1,662","1,225","2,674"
2021,12,80,"9,735",479,323,594,475,328,762,347,378,407,551,456,"1,054",286,677,824,702,"1,092"
2021,12,90,"1,326",81,39,92,97,45,98,43,70,49,92,49,140,29,79,103,87,133
2021,12,100,36,3,2,3,3,1,2,1,1,0,0,0,6,1,3,2,3,5
