년도,월,나이,서울특별시 관악구,서울특별시 관악구 보라매동,서울특별시 관악구 청림동,서울특별시 관악구 성현동,서울특별시 관악구 행운동,서울특별시 관악구 낙성대동,서울특별시 관악구 청룡동,서울특별시 관악구 은천동,서울특별시 관악구 중앙동,서울특별시 관악구 인헌동,서울특별시 관악구 남현동,서울특별시 관악구 서원동,서울특별시 관악구 신원동,서울특별시 관악구 서림동,서울특별시 관악구 신사동,서울특별시 관악구 신림동,서울특별시 관악구 난향동,서울특별시 관악구 조원동,서울특별시 관악구 대학동,서울특별시 관악구 삼성동,서울특별시 관악구 미성동,서울특별시 관악구 난곡동
2021,3,40,"35,974","1,745","1,269","2,480","1,912","1,050","2,077","2,681",936,"1,786","1,158","1,506","1,224","1,938","1,510","1,424","1,478","1,201","2,395","1,755","2,402","2,047"
2021,3,50,"33,969","1,591","1,131","2,325","1,690",860,"1,943","2,395",903,"1,714","1,167","1,343","1,199","1,659","1,602",995,"1,284","1,285","2,027","2,080","2,407","2,369"
2021,3,60,"27,581","1,543",889,"1,749","1,471",651,"1,537","1,945",778,"1,343","1,020","1,156",982,"1,327","1,234",705,971,"1,076","1,216","1,887","2,136","1,965"
2021,3,70,"16,774",975,530,"1,059",919,440,992,"1,228",492,807,609,716,687,741,738,438,585,607,609,"1,153","1,272","1,177"
2021,3,80,"5,515",297,205,343,305,146,303,408,174,280,205,237,216,246,262,136,179,222,248,405,343,355
2021,3,90,363,21,18,30,19,11,20,13,8,25,12,15,11,10,12,5,12,19,14,41,27,20
2021,3,100,20,0,1,1,2,1,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021,4,총,"245,666","11,967","7,473","14,375","14,112","8,501","16,843","16,386","7,264","12,629","8,750","11,615","9,059","12,898","11,362","11,504","7,602","8,729","14,248","11,552","15,123","13,674"
2021,4,0,"10,925",592,646,"1,027",582,339,616,"1,074",224,568,496,339,267,399,414,169,595,319,345,456,853,605
2021,4,10,"14,360",773,582,"1,492",674,425,821,"1,336",269,805,373,432,429,532,587,251,711,420,511,800,"1,134","1,003"
2021,4,20,"52,892","2,262",953,"1,941","3,385","2,622","4,939","2,589","1,864","2,767","1,762","3,199","2,224","3,159","2,774","4,096",895,"1,809","3,644","1,505","2,366","2,137"
2021,4,30,"47,376","2,177","1,267","1,945","3,164","1,944","3,604","2,711","1,622","2,549","1,927","2,667","1,832","2,883","2,229","3,272",890,"1,783","3,243","1,470","2,199","1,998"
2021,4,40,"35,894","1,742","1,267","2,443","1,899","1,058","2,080","2,685",935,"1,778","1,168","1,506","1,209","1,951","1,498","1,424","1,478","1,195","2,393","1,733","2,403","2,049"
2021,4,50,"33,942","1,591","1,125","2,323","1,683",867,"1,942","2,387",893,"1,701","1,175","1,339","1,207","1,652","1,601","1,006","1,296","1,288","2,028","2,089","2,394","2,355"
2021,4,60,"27,604","1,541",883,"1,762","1,484",648,"1,525","1,952",784,"1,348","1,018","1,165",981,"1,319","1,237",707,962,"1,075","1,219","1,897","2,125","1,972"
2021,4,70,"16,733",973,521,"1,064",913,440,989,"1,227",486,809,612,713,683,742,743,433,579,602,601,"1,154","1,274","1,175"
2021,4,80,"5,555",294,210,346,306,146,306,410,177,280,207,239,215,251,266,139,182,220,249,406,345,361
2021,4,90,365,22,18,31,20,11,20,13,9,24,12,15,11,10,12,6,13,18,15,41,25,19
2021,4,100,20,0,1,1,2,1,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021,5,총,"245,552","11,948","7,450","14,336","14,103","8,496","16,871","16,346","7,268","12,626","8,752","11,645","9,066","12,892","11,365","11,539","7,593","8,721","14,279","11,506","15,099","13,651"
2021,5,0,"10,861",582,645,"1,022",572,326,614,"1,062",224,569,498,346,255,400,412,168,595,315,352,454,848,602
2021,5,10,"14,291",768,585,"1,481",672,421,817,"1,339",267,794,368,429,435,523,576,248,714,422,510,794,"1,130",998
2021,5,20,"52,917","2,253",946,"1,948","3,407","2,622","4,968","2,581","1,864","2,765","1,774","3,219","2,237","3,147","2,790","4,113",892,"1,800","3,624","1,477","2,355","2,135"
2021,5,30,"47,408","2,191","1,266","1,933","3,158","1,960","3,613","2,689","1,630","2,562","1,919","2,664","1,825","2,895","2,228","3,287",873,"1,779","3,270","1,465","2,212","1,989"
2021,5,40,"35,752","1,729","1,258","2,421","1,895","1,057","2,083","2,662",918,"1,773","1,166","1,507","1,208","1,938","1,492","1,425","1,474","1,204","2,392","1,721","2,384","2,045"
2021,5,50,"33,962","1,591","1,126","2,331","1,672",867,"1,940","2,408",907,"1,695","1,181","1,336","1,210","1,651","1,593","1,012","1,303","1,286","2,038","2,082","2,392","2,341"
2021,5,60,"27,645","1,545",873,"1,756","1,484",645,"1,527","1,947",776,"1,354","1,017","1,168",992,"1,329","1,249",705,966,"1,076","1,222","1,910","2,126","1,978"
2021,5,70,"16,715",963,523,"1,059",906,439,980,"1,229",488,813,612,723,676,744,746,434,576,599,605,"1,152","1,269","1,179"
2021,5,80,"5,609",302,209,352,315,146,308,414,184,277,205,238,216,253,265,140,186,220,251,410,351,367
2021,5,90,371,24,18,32,20,11,20,13,9,24,12,14,11,12,13,6,13,20,15,40,27,17
2021,5,100,21,0,1,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021,6,총,"245,404","11,965","7,449","14,307","14,076","8,534","16,927","16,335","7,275","12,617","8,779","11,622","9,067","12,863","11,380","11,555","7,575","8,712","14,247","11,448","15,090","13,581"
2021,6,0,"10,794",582,647,"1,016",574,323,611,"1,056",220,563,499,342,252,395,404,169,586,314,345,452,848,596
2021,6,10,"14,215",761,575,"1,482",662,414,814,"1,338",269,793,372,424,428,522,575,246,715,420,504,787,"1,128",986
2021,6,20,"52,896","2,248",944,"1,930","3,402","2,654","4,993","2,587","1,863","2,774","1,790","3,208","2,247","3,143","2,796","4,099",886,"1,802","3,605","1,460","2,353","2,112"
2021,6,30,"47,451","2,207","1,269","1,920","3,156","1,965","3,654","2,665","1,640","2,572","1,918","2,674","1,821","2,882","2,243","3,315",866,"1,761","3,279","1,454","2,210","1,980"
2021,6,40,"35,722","1,741","1,251","2,417","1,890","1,061","2,084","2,657",922,"1,768","1,175","1,507","1,203","1,939","1,487","1,422","1,476","1,210","2,385","1,710","2,382","2,035"
2021,6,50,"33,851","1,584","1,125","2,338","1,673",868,"1,924","2,408",899,"1,687","1,175","1,327","1,215","1,644","1,602","1,017","1,302","1,283","2,031","2,059","2,374","2,316"
2021,6,60,"27,713","1,547",882,"1,751","1,479",651,"1,528","1,967",776,"1,345","1,015","1,163",998,"1,328","1,255",707,968,"1,080","1,226","1,920","2,138","1,989"
2021,6,70,"16,714",971,523,"1,067",903,436,989,"1,225",488,813,612,719,670,746,739,428,574,600,607,"1,155","1,272","1,177"
2021,6,80,"5,654",301,214,352,313,149,309,417,187,279,211,243,221,254,265,146,189,220,249,409,353,373
2021,6,90,373,23,18,33,22,11,20,13,10,23,12,14,11,10,13,5,12,22,16,41,27,17
2021,6,100,21,0,1,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021,7,총,"245,370","11,972","7,471","14,267","14,090","8,511","16,971","16,301","7,285","12,616","8,790","11,652","9,040","12,859","11,382","11,619","7,566","8,705","14,206","11,399","15,078","13,590"
2021,7,0,"10,697",577,650,"1,007",568,314,601,"1,038",216,559,497,339,250,392,402,168,579,310,346,443,852,589
2021,7,10,"14,178",761,581,"1,483",666,408,800,"1,349",272,781,380,424,421,521,569,250,709,420,497,780,"1,121",985
2021,7,20,"52,842","2,254",944,"1,919","3,384","2,645","5,034","2,580","1,871","2,768","1,776","3,213","2,237","3,135","2,824","4,123",888,"1,779","3,566","1,438","2,350","2,114"
2021,7,30,"47,516","2,190","1,274","1,902","3,192","1,964","3,680","2,655","1,641","2,586","1,943","2,701","1,811","2,878","2,238","3,315",864,"1,773","3,279","1,443","2,204","1,983"
2021,7,40,"35,666","1,745","1,249","2,422","1,868","1,064","2,071","2,650",927,"1,773","1,168","1,512","1,197","1,932","1,478","1,420","1,478","1,208","2,391","1,706","2,373","2,034"
2021,7,50,"33,853","1,596","1,125","2,318","1,684",858,"1,926","2,405",891,"1,678","1,181","1,315","1,223","1,657","1,599","1,040","1,304","1,279","2,018","2,061","2,374","2,321"
2021,7,60,"27,802","1,549",889,"1,760","1,483",658,"1,542","1,959",783,"1,350","1,015","1,176",996,"1,325","1,256",719,964,"1,087","1,234","1,921","2,141","1,995"
2021,7,70,"16,723",972,521,"1,062",906,436,987,"1,233",482,816,607,715,669,752,737,430,578,605,610,"1,152","1,275","1,178"
2021,7,80,"5,695",305,219,360,316,150,307,416,191,282,210,242,225,257,264,148,189,221,249,414,356,374
2021,7,90,377,23,18,33,21,12,22,14,10,23,13,14,10,10,14,5,12,23,16,40,27,17
2021,7,100,21,0,1,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021,8,총,"245,308","12,022","7,430","14,226","14,109","8,497","17,013","16,269","7,294","12,626","8,784","11,667","9,068","12,820","11,393","11,707","7,544","8,713","14,218","11,312","15,058","13,538"
2021,8,0,"10,555",566,642,992,567,314,596,"1,021",210,544,490,337,247,382,400,173,560,312,349,429,835,589
2021,8,10,"14,084",761,570,"1,481",666,398,787,"1,350",280,771,377,419,417,514,559,246,705,414,490,777,"1,120",982
2021,8,20,"53,062","2,283",943,"1,917","3,423","2,656","5,095","2,558","1,881","2,777","1,771","3,217","2,259","3,123","2,839","4,136",892,"1,807","3,585","1,429","2,370","2,101"
2021,8,30,"47,443","2,193","1,252","1,882","3,177","1,954","3,671","2,646","1,630","2,586","1,951","2,707","1,818","2,873","2,244","3,377",864,"1,761","3,286","1,422","2,184","1,965"
2021,8,40,"35,534","1,742","1,242","2,404","1,870","1,066","2,076","2,651",922,"1,775","1,159","1,510","1,200","1,929","1,470","1,420","1,459","1,206","2,366","1,681","2,349","2,037"
2021,8,50,"33,876","1,609","1,128","2,325","1,688",848,"1,913","2,419",902,"1,685","1,181","1,329","1,223","1,648","1,600","1,047","1,318","1,270","2,026","2,055","2,372","2,290"
2021,8,60,"27,874","1,562",891,"1,773","1,470",666,"1,552","1,956",782,"1,359","1,018","1,172",996,"1,333","1,258",721,961,"1,087","1,242","1,917","2,155","2,003"
2021,8,70,"16,721",974,522,"1,058",908,430,987,"1,226",485,818,603,719,669,752,737,429,582,609,608,"1,147","1,279","1,179"
2021,8,80,"5,748",308,221,359,316,151,311,424,191,288,221,242,227,254,271,152,190,224,248,415,361,374
2021,8,90,389,24,17,34,22,12,24,16,10,23,13,14,11,12,14,5,12,23,18,39,28,18
2021,8,100,22,0,2,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021,9,총,"245,220","12,020","7,418","14,205","14,106","8,499","17,049","16,249","7,297","12,623","8,784","11,693","9,061","12,762","11,362","11,752","7,532","8,718","14,254","11,268","15,027","13,541"
2021,9,0,"10,474",562,633,983,561,318,590,"1,022",208,537,484,340,248,374,398,172,543,310,347,431,830,583
2021,9,10,"14,060",754,579,"1,480",662,398,774,"1,353",281,772,373,414,418,522,556,252,719,413,487,755,"1,125",973
2021,9,20,"52,970","2,282",929,"1,906","3,412","2,653","5,122","2,542","1,879","2,776","1,782","3,221","2,264","3,096","2,800","4,158",888,"1,807","3,584","1,416","2,341","2,112"
2021,9,30,"47,502","2,197","1,247","1,864","3,178","1,958","3,686","2,638","1,646","2,564","1,948","2,730","1,816","2,854","2,259","3,405",861,"1,763","3,317","1,414","2,184","1,973"
2021,9,40,"35,427","1,733","1,239","2,406","1,878","1,056","2,075","2,636",918,"1,784","1,150","1,506","1,187","1,925","1,471","1,414","1,454","1,198","2,370","1,670","2,340","2,017"
2021,9,50,"33,913","1,623","1,130","2,329","1,703",854,"1,917","2,430",889,"1,693","1,180","1,326","1,220","1,641","1,593","1,037","1,316","1,274","2,029","2,053","2,374","2,302"
2021,9,60,"27,918","1,559",899,"1,772","1,466",660,"1,547","1,957",794,"1,365","1,022","1,170",991,"1,331","1,265",727,963,"1,095","1,251","1,916","2,159","2,009"
2021,9,70,"16,736",975,517,"1,068",901,436,996,"1,229",480,817,607,728,674,752,733,427,583,612,599,"1,153","1,271","1,178"
2021,9,80,"5,808",310,227,361,322,152,316,424,191,293,225,243,232,253,272,154,192,223,252,421,370,375
2021,9,90,391,25,17,35,21,12,25,16,10,22,13,14,10,14,14,5,12,23,18,38,28,19
2021,9,100,21,0,1,1,2,2,1,2,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021,10,총,"244,844","12,033","7,381","14,160","14,058","8,491","17,095","16,222","7,268","12,595","8,797","11,728","9,058","12,750","11,328","11,778","7,519","8,716","14,182","11,196","14,972","13,517"
2021,10,0,"10,374",556,623,971,550,316,584,"1,013",213,531,486,335,250,369,406,175,540,311,340,423,803,579
2021,10,10,"14,004",749,579,"1,468",657,388,771,"1,352",274,770,378,413,409,532,554,257,712,416,485,745,"1,123",972
2021,10,20,"52,739","2,305",922,"1,890","3,378","2,658","5,149","2,520","1,863","2,743","1,777","3,228","2,267","3,077","2,770","4,172",888,"1,803","3,516","1,401","2,330","2,082"
2021,10,30,"47,509","2,193","1,244","1,863","3,176","1,944","3,707","2,644","1,641","2,568","1,942","2,752","1,816","2,855","2,273","3,394",860,"1,766","3,314","1,408","2,170","1,979"
2021,10,40,"35,291","1,724","1,228","2,385","1,866","1,060","2,071","2,622",917,"1,789","1,148","1,510","1,186","1,921","1,456","1,425","1,444","1,201","2,356","1,649","2,321","2,012"
2021,10,50,"33,938","1,628","1,130","2,333","1,708",862,"1,911","2,429",883,"1,695","1,192","1,333","1,213","1,637","1,577","1,035","1,322","1,275","2,041","2,048","2,379","2,307"
2021,10,60,"27,991","1,560",891,"1,782","1,475",664,"1,558","1,980",793,"1,377","1,026","1,169",999,"1,334","1,266",730,962,"1,083","1,255","1,917","2,166","2,004"
2021,10,70,"16,711",975,516,"1,067",901,435,996,"1,220",483,806,603,730,676,754,736,423,582,617,601,"1,146","1,266","1,178"
2021,10,80,"5,872",319,230,362,322,151,320,425,190,294,232,242,232,258,275,161,196,222,256,421,382,382
2021,10,90,395,24,17,38,23,11,27,16,10,22,13,15,9,13,14,5,12,22,18,37,27,22
2021,10,100,20,0,1,1,2,2,1,1,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021,11,총,"244,367","12,022","7,384","14,116","14,065","8,454","17,068","16,193","7,270","12,571","8,755","11,734","9,047","12,705","11,338","11,788","7,505","8,694","14,138","11,079","14,964","13,477"
2021,11,0,"10,272",556,615,954,543,311,588,"1,002",215,533,474,330,245,361,397,175,536,306,339,414,809,569
2021,11,10,"13,922",741,582,"1,463",656,379,758,"1,350",268,764,371,422,404,537,553,247,716,416,484,730,"1,112",969
2021,11,20,"52,545","2,293",922,"1,880","3,380","2,626","5,126","2,516","1,858","2,745","1,766","3,232","2,260","3,047","2,777","4,179",882,"1,789","3,466","1,395","2,334","2,072"
2021,11,30,"47,501","2,201","1,240","1,860","3,191","1,946","3,724","2,624","1,651","2,565","1,945","2,754","1,828","2,854","2,267","3,380",858,"1,780","3,307","1,390","2,167","1,969"
2021,11,40,"35,203","1,725","1,225","2,383","1,854","1,057","2,074","2,622",913,"1,785","1,144","1,499","1,188","1,908","1,455","1,436","1,439","1,184","2,368","1,623","2,317","2,004"
2021,11,50,"33,941","1,641","1,135","2,325","1,715",864,"1,904","2,433",877,"1,695","1,185","1,345","1,210","1,635","1,585","1,039","1,322","1,281","2,040","2,040","2,364","2,306"
2021,11,60,"27,954","1,548",893,"1,781","1,473",666,"1,550","1,987",800,"1,366","1,018","1,159",994,"1,340","1,267",742,959,"1,082","1,256","1,902","2,169","2,002"
2021,11,70,"16,714",975,519,"1,069",906,441,991,"1,212",490,804,603,738,674,750,742,420,585,611,600,"1,129","1,274","1,181"
2021,11,80,"5,893",317,234,362,326,151,325,430,187,292,235,238,234,261,280,164,194,223,260,414,384,382
2021,11,90,402,25,18,38,19,11,27,16,10,22,14,16,9,12,14,5,13,22,18,41,29,23
2021,11,100,20,0,1,1,2,2,1,1,1,0,0,1,1,0,1,1,1,0,0,1,5,0
2021,12,총,"243,991","12,014","7,358","14,091","14,040","8,462","17,083","16,152","7,266","12,553","8,720","11,696","9,032","12,713","11,345","11,802","7,475","8,728","14,101","10,976","14,950","13,434"
2021,12,0,"10,186",560,602,951,541,307,585,990,219,525,467,331,242,367,394,171,534,303,329,410,805,553
2021,12,10,"13,835",733,587,"1,459",649,376,758,"1,345",262,763,368,419,401,523,549,242,717,410,475,719,"1,115",965
2021,12,20,"52,492","2,286",911,"1,874","3,338","2,632","5,145","2,505","1,868","2,755","1,776","3,246","2,247","3,042","2,789","4,177",866,"1,813","3,453","1,378","2,323","2,068"
2021,12,30,"47,453","2,222","1,233","1,838","3,210","1,938","3,727","2,627","1,645","2,563","1,936","2,718","1,828","2,859","2,262","3,392",857,"1,783","3,304","1,385","2,167","1,959"
2021,12,40,"35,040","1,715","1,221","2,388","1,854","1,054","2,079","2,604",908,"1,760","1,134","1,496","1,189","1,903","1,454","1,436","1,427","1,181","2,333","1,594","2,318","1,992"
2021,12,50,"33,980","1,636","1,145","2,326","1,724",877,"1,890","2,433",866,"1,704","1,179","1,349","1,211","1,645","1,587","1,048","1,317","1,294","2,055","2,031","2,362","2,301"
2021,12,60,"27,931","1,547",880,"1,773","1,483",670,"1,559","1,981",801,"1,364","1,006","1,143",997,"1,351","1,274",741,967,"1,084","1,263","1,884","2,170","1,993"
2021,12,70,"16,709",967,522,"1,073",898,441,979,"1,222",497,799,606,740,665,749,737,426,579,614,604,"1,120","1,278","1,193"
2021,12,80,"5,948",324,237,369,326,154,333,427,190,298,232,238,242,260,285,163,198,225,265,412,383,387
2021,12,90,408,24,19,39,17,12,28,17,10,22,16,15,9,14,13,5,13,21,20,43,28,23
2021,12,100,9,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0
