년도,월,나이,용인시,처인구,포곡읍,모현읍,이동읍,남사면,원삼면,백암면,양지면,중앙동,역삼동,유림동,동부동,기흥구,신갈동,영덕동,영덕1동,영덕2동,구갈동,상갈동,보라동,기흥동,서농동,구성동,마북동,동백1동,동백2동,동백3동,동백동,상하동,보정동,수지구,풍덕천1동,풍덕천2동,신봉동,죽전1동,죽전2동,동천동,상현1동,상현2동,성복동,남사읍,역북동,삼가동,죽전3동,상현3동
2020,8,60,"49,252","15,141","1,768","1,784","1,368","1,352",834,952,"1,319","1,397","1,797","1,585",985,"18,789","1,869",,"1,180",788,"1,669",603,"1,539","1,200",861,"1,873","1,706",884,918,841,,"1,238","1,620","15,322","1,652","1,148","1,544","2,316",827,"2,188","1,874","1,359","2,414",,,,,
2020,8,70,"29,927","7,380",818,888,665,769,472,451,578,640,861,794,444,"11,853","1,046",,534,361,875,403,"1,014",685,348,"1,409","1,267",581,554,765,,669,"1,342","10,694","1,035",693,"1,263","1,484",494,"1,200","1,282","1,156","2,087",,,,,
2020,8,80,"11,152","2,655",332,314,247,217,169,227,202,245,285,283,134,"4,485",420,,141,208,252,174,358,229,123,568,508,240,203,318,,241,502,"4,012",382,369,503,630,181,380,486,411,670,,,,,
2020,8,90,"1,076",259,24,25,21,25,22,23,25,22,26,25,21,446,44,,13,48,26,9,39,13,10,43,55,29,21,32,,20,44,371,38,34,33,60,27,36,38,47,58,,,,,
2020,8,100,36,13,0,2,1,1,0,1,1,5,2,0,0,16,3,,0,1,1,1,2,0,1,1,2,0,2,1,,0,1,7,2,2,0,0,0,0,1,0,2,,,,,
2020,9,총,"534,153","132,853","17,252","13,605","10,317","11,777","4,279","4,963","11,028","12,402","22,324","18,113","6,793","217,828","19,421",,"15,318","8,721","21,075","6,958","16,698","10,536","13,167","19,087","15,876","15,930","13,404","11,415",,"12,218","18,004","183,472","18,316","20,561","18,625","27,558","9,126","24,360","23,629","16,629","24,668",,,,,
2020,9,0,"52,275","10,911","1,192","1,016",796,"1,608",170,130,677,796,"2,554","1,613",359,"22,427","1,736",,"1,826",971,"2,281",551,"1,652",935,"1,630","1,753","1,439","1,801","1,414","1,550",,"1,068","1,820","18,937","1,440","2,429","1,826","2,621",793,"3,008","2,426","1,791","2,603",,,,,
2020,9,10,"63,849","14,409","2,096","1,223",941,895,291,646,"1,962","1,145","2,294","2,274",642,"26,302","1,900",,"1,848",662,"1,755",659,"2,256","1,130","1,239","2,518","1,602","2,915","2,439","1,539",,"1,480","2,360","23,138","1,909","2,981","2,717","3,603",834,"2,753","3,137","2,198","3,006",,,,,
2020,9,20,"71,087","18,766","2,654","1,835","1,220","1,028",418,551,"1,474","2,282","3,662","2,591","1,051","29,061","2,569",,"2,002","1,303","3,273","1,032","2,019","1,342","2,833","2,221","2,101","1,760","1,593","1,077",,"1,764","2,172","23,260","2,798","2,435","2,118","3,913","1,415","2,792","3,076","1,932","2,781",,,,,
2020,9,30,"72,479","17,933","2,150","1,592","1,267","2,096",428,449,"1,318","1,713","3,779","2,345",796,"29,642","3,289",,"2,395","1,657","4,005","1,028","1,960","1,373","2,323","2,081","2,043","1,551","1,083","1,481",,"1,404","1,969","24,904","3,298","2,975","1,898","3,352","1,653","3,762","3,280","2,070","2,616",,,,,
2020,9,40,"99,189","22,923","3,112","2,393","1,835","2,220",611,622,"1,682","2,032","3,938","3,429","1,049","41,299","3,363",,"2,990","1,401","3,646","1,265","3,280","1,908","2,259","3,765","2,645","3,793","2,931","2,447",,"2,144","3,462","34,967","2,999","4,440","3,739","5,278","1,503","4,723","4,462","3,166","4,657",,,,,
2020,9,50,"83,334","22,270","3,083","2,505","1,934","1,557",858,899,"1,770","2,099","3,105","3,155","1,305","33,334","3,165",,"2,375","1,309","3,284","1,236","2,572","1,700","1,536","2,841","2,487","2,372","2,235","1,337",,"2,173","2,712","27,730","2,736","3,048","2,963","4,270","1,406","3,514","3,556","2,494","3,743",,,,,
2020,9,60,"49,645","15,316","1,791","1,812","1,392","1,365",835,964,"1,333","1,413","1,820","1,597",994,"18,917","1,888",,"1,190",792,"1,679",602,"1,542","1,223",863,"1,878","1,714",891,930,848,,"1,250","1,627","15,412","1,670","1,155","1,554","2,342",822,"2,196","1,879","1,362","2,432",,,,,
2020,9,70,"29,906","7,378",820,886,666,757,474,450,580,647,856,799,443,"11,847","1,036",,536,360,875,399,"1,016",684,354,"1,408","1,269",576,551,771,,676,"1,336","10,681","1,030",691,"1,274","1,483",488,"1,199","1,280","1,152","2,084",,,,,
2020,9,80,"11,256","2,675",329,318,244,225,173,228,205,248,287,285,133,"4,531",428,,143,213,250,174,360,228,120,581,517,243,205,332,,237,500,"4,050",397,370,499,634,184,374,492,415,685,,,,,
2020,9,90,"1,097",260,25,23,21,26,21,23,26,22,27,25,21,451,44,,13,52,26,11,39,13,9,40,56,28,21,32,,22,45,386,37,35,37,62,28,39,40,49,59,,,,,
2020,9,100,36,12,0,2,1,0,0,1,1,5,2,0,0,17,3,,0,1,1,1,2,0,1,1,3,0,2,1,,0,1,7,2,2,0,0,0,0,1,0,2,,,,,
2020,10,총,"533,921","132,715","17,314","13,629","10,315","11,797","4,281","4,841","10,865","12,414","22,326","18,130","6,803","217,772","19,376",,"15,295","8,710","21,050","6,947","16,733","10,537","13,207","19,099","15,868","15,949","13,401","11,424",,"12,206","17,970","183,434","18,316","20,515","18,596","27,494","9,147","24,366","23,613","16,649","24,738",,,,,
2020,10,0,"51,907","10,892","1,195","1,011",803,"1,608",168,131,675,792,"2,541","1,613",355,"22,219","1,718",,"1,810",964,"2,270",543,"1,631",932,"1,621","1,752","1,426","1,776","1,397","1,541",,"1,060","1,778","18,796","1,428","2,404","1,807","2,597",798,"2,977","2,415","1,773","2,597",,,,,
2020,10,10,"63,514","14,094","2,082","1,228",942,908,293,535,"1,794","1,143","2,276","2,259",634,"26,245","1,876",,"1,845",662,"1,741",650,"2,262","1,129","1,236","2,508","1,601","2,915","2,441","1,533",,"1,475","2,371","23,175","1,916","2,977","2,726","3,607",837,"2,764","3,133","2,193","3,022",,,,,
2020,10,20,"71,258","18,784","2,681","1,833","1,212","1,021",416,551,"1,458","2,285","3,670","2,600","1,057","29,234","2,590",,"2,010","1,300","3,270","1,033","2,044","1,338","2,875","2,237","2,107","1,778","1,614","1,085",,"1,767","2,186","23,240","2,786","2,428","2,112","3,892","1,406","2,790","3,080","1,952","2,794",,,,,
2020,10,30,"72,148","17,927","2,148","1,592","1,273","2,081",424,443,"1,332","1,716","3,779","2,335",804,"29,388","3,238",,"2,357","1,645","3,990","1,034","1,934","1,367","2,313","2,077","2,018","1,536","1,068","1,480",,"1,383","1,948","24,833","3,303","2,964","1,892","3,335","1,662","3,738","3,257","2,063","2,619",,,,,
2020,10,40,"99,102","22,933","3,112","2,396","1,826","2,247",613,615,"1,679","2,039","3,944","3,435","1,027","41,278","3,359",,"3,000","1,399","3,638","1,267","3,289","1,915","2,251","3,768","2,643","3,794","2,911","2,443",,"2,145","3,456","34,891","2,985","4,418","3,723","5,242","1,503","4,723","4,477","3,171","4,649",,,,,
2020,10,50,"83,575","22,300","3,095","2,512","1,929","1,549",859,895,"1,767","2,103","3,114","3,160","1,317","33,445","3,172",,"2,381","1,315","3,297","1,227","2,596","1,685","1,547","2,835","2,475","2,393","2,258","1,346",,"2,182","2,736","27,830","2,749","3,055","2,966","4,286","1,419","3,534","3,550","2,507","3,764",,,,,
2020,10,60,"50,001","15,461","1,820","1,835","1,401","1,371",841,971,"1,355","1,419","1,819","1,621","1,008","19,048","1,906",,"1,203",797,"1,691",606,"1,545","1,240",879,"1,893","1,737",902,931,845,,"1,257","1,616","15,492","1,673","1,165","1,564","2,357",823,"2,206","1,883","1,372","2,449",,,,,
2020,10,70,"29,927","7,382",825,881,666,760,478,449,575,643,865,795,445,"11,854","1,035",,535,359,872,400,"1,025",679,354,"1,400","1,279",583,550,772,,677,"1,334","10,691","1,035",692,"1,269","1,480",486,"1,221","1,284","1,146","2,078",,,,,
2020,10,80,"11,342","2,667",331,316,240,224,169,228,203,247,288,286,135,"4,583",436,,141,214,254,175,366,239,121,584,522,243,209,345,,237,497,"4,092",403,375,500,634,184,373,496,424,703,,,,,
2020,10,90,"1,109",262,25,23,22,28,20,22,26,22,27,26,21,460,43,,13,54,26,11,39,13,9,44,57,29,20,32,,23,47,387,36,35,37,64,29,40,37,48,61,,,,,
2020,10,100,38,13,0,2,1,0,0,1,1,5,3,0,0,18,3,,0,1,1,1,2,0,1,1,3,0,2,2,,0,1,7,2,2,0,0,0,0,1,0,2,,,,,
2020,11,총,"533,488","132,516","17,326","13,701","10,353","11,815","4,270","4,642","10,629","12,410","22,416","18,160","6,794","217,694","19,376",,"15,251","8,729","21,035","6,930","16,725","10,569","13,245","19,079","15,842","15,925","13,372","11,421",,"12,211","17,984","183,278","18,292","20,472","18,555","27,457","9,124","24,409","23,614","16,597","24,758",,,,,
2020,11,0,"51,671","10,860","1,196","1,009",803,"1,602",167,131,673,786,"2,546","1,598",349,"22,092","1,724",,"1,803",965,"2,258",533,"1,619",927,"1,604","1,730","1,421","1,750","1,386","1,548",,"1,048","1,776","18,719","1,417","2,399","1,790","2,582",797,"2,976","2,407","1,752","2,599",,,,,
2020,11,10,"62,953","13,627","2,058","1,233",926,918,287,356,"1,549","1,139","2,275","2,254",632,"26,176","1,866",,"1,842",657,"1,734",644,"2,238","1,136","1,229","2,505","1,597","2,923","2,436","1,522",,"1,476","2,371","23,150","1,911","2,973","2,724","3,600",830,"2,760","3,134","2,194","3,024",,,,,
2020,11,20,"71,407","18,850","2,699","1,856","1,222","1,021",420,536,"1,438","2,282","3,700","2,624","1,052","29,319","2,577",,"2,003","1,301","3,276","1,038","2,065","1,342","2,933","2,245","2,104","1,772","1,610","1,084",,"1,774","2,195","23,238","2,808","2,420","2,108","3,897","1,384","2,798","3,081","1,937","2,805",,,,,
2020,11,30,"71,908","17,954","2,149","1,597","1,296","2,081",418,433,"1,343","1,715","3,789","2,330",803,"29,232","3,240",,"2,326","1,657","3,969","1,029","1,931","1,373","2,279","2,060","2,010","1,532","1,047","1,475",,"1,366","1,938","24,722","3,287","2,933","1,881","3,315","1,664","3,738","3,257","2,057","2,590",,,,,
2020,11,40,"98,898","22,884","3,103","2,399","1,812","2,252",603,612,"1,688","2,023","3,946","3,424","1,022","41,213","3,353",,"2,987","1,396","3,640","1,260","3,273","1,915","2,266","3,765","2,635","3,777","2,902","2,431",,"2,151","3,462","34,801","2,966","4,416","3,698","5,229","1,502","4,731","4,458","3,150","4,651",,,,,
2020,11,50,"83,773","22,350","3,103","2,530","1,929","1,547",857,895,"1,763","2,110","3,120","3,179","1,317","33,537","3,173",,"2,393","1,314","3,294","1,225","2,611","1,685","1,549","2,845","2,478","2,402","2,281","1,352",,"2,193","2,742","27,886","2,736","3,063","2,964","4,298","1,414","3,547","3,562","2,525","3,777",,,,,
2020,11,60,"50,392","15,651","1,847","1,852","1,431","1,383",850,980,"1,365","1,436","1,851","1,641","1,015","19,161","1,918",,"1,208",797,"1,702",614,"1,561","1,253",895,"1,899","1,739",912,925,847,,"1,262","1,629","15,580","1,686","1,170","1,586","2,360",831,"2,222","1,894","1,371","2,460",,,,,
2020,11,70,"29,901","7,392",821,885,666,758,481,448,578,644,871,793,447,"11,842","1,041",,531,364,880,396,"1,015",681,359,"1,388","1,273",582,550,777,,682,"1,323","10,667","1,036",683,"1,264","1,468",486,"1,223","1,284","1,141","2,082",,,,,
2020,11,80,"11,438","2,671",326,315,246,225,169,227,204,246,287,290,136,"4,640",439,,145,220,257,179,370,244,121,597,525,246,212,349,,236,500,"4,127",405,378,503,647,188,375,499,425,707,,,,,
2020,11,90,"1,110",264,24,23,21,28,18,23,27,24,28,27,21,465,42,,13,57,24,11,40,13,9,44,57,29,21,34,,23,48,381,38,35,37,61,28,39,37,45,61,,,,,
2020,11,100,37,13,0,2,1,0,0,1,1,5,3,0,0,17,3,,0,1,1,1,2,0,1,1,3,0,2,2,,0,0,7,2,2,0,0,0,0,1,0,2,,,,,
2020,12,총,"532,847","131,974","17,230","13,729","10,372","11,849","4,302","4,561","10,131","12,458","22,398","18,148","6,796","217,663","19,365",,"15,271","8,736","20,974","6,931","16,723","10,546","13,312","19,040","15,838","15,903","13,374","11,432",,"12,220","17,998","183,210","18,307","20,442","18,543","27,442","9,151","24,413","23,535","16,604","24,773",,,,,
2020,12,0,"51,507","10,834","1,187","1,015",796,"1,599",168,133,681,778,"2,526","1,595",356,"21,958","1,714",,"1,789",962,"2,236",530,"1,607",923,"1,591","1,719","1,404","1,735","1,381","1,543",,"1,052","1,772","18,715","1,430","2,405","1,793","2,573",802,"2,987","2,383","1,744","2,598",,,,,
2020,12,10,"62,194","12,955","1,946","1,230",930,924,303,282,"1,062","1,139","2,266","2,253",620,"26,115","1,861",,"1,842",641,"1,735",641,"2,231","1,133","1,246","2,492","1,594","2,907","2,421","1,522",,"1,467","2,382","23,124","1,894","2,953","2,730","3,583",830,"2,768","3,136","2,196","3,034",,,,,
2020,12,20,"71,344","18,759","2,690","1,873","1,217","1,023",421,531,"1,356","2,291","3,694","2,608","1,055","29,375","2,564",,"2,004","1,306","3,267","1,040","2,070","1,319","2,975","2,229","2,122","1,784","1,629","1,094",,"1,780","2,192","23,210","2,810","2,412","2,100","3,897","1,390","2,785","3,075","1,939","2,802",,,,,
2020,12,30,"71,746","18,018","2,144","1,600","1,305","2,090",423,437,"1,377","1,730","3,781","2,332",799,"29,164","3,251",,"2,333","1,665","3,941","1,032","1,927","1,373","2,288","2,044","2,009","1,519","1,035","1,456",,"1,355","1,936","24,564","3,296","2,946","1,848","3,280","1,670","3,709","3,216","2,042","2,557",,,,,
2020,12,40,"98,833","22,901","3,115","2,391","1,814","2,253",606,612,"1,699","2,030","3,941","3,415","1,025","41,136","3,338",,"2,969","1,395","3,642","1,249","3,264","1,915","2,271","3,768","2,618","3,777","2,892","2,433",,"2,147","3,458","34,796","2,965","4,397","3,707","5,218","1,509","4,733","4,449","3,156","4,662",,,,,
2020,12,50,"83,930","22,350","3,112","2,533","1,930","1,552",853,885,"1,773","2,108","3,124","3,174","1,306","33,669","3,167",,"2,426","1,316","3,283","1,229","2,625","1,691","1,553","2,849","2,497","2,406","2,305","1,367",,"2,202","2,753","27,911","2,730","3,062","2,979","4,312","1,406","3,533","3,557","2,538","3,794",,,,,
2020,12,60,"50,673","15,776","1,862","1,859","1,439","1,395",856,981,"1,373","1,459","1,871","1,655","1,026","19,226","1,936",,"1,207",804,"1,709",622,"1,576","1,248",901,"1,903","1,729",919,917,854,,"1,276","1,625","15,671","1,693","1,168","1,584","2,396",843,"2,253","1,900","1,373","2,461",,,,,
2020,12,70,"29,896","7,406",822,887,674,757,483,446,578,644,871,793,451,"11,847","1,040",,539,367,878,394,"1,011",687,359,"1,393","1,269",580,551,774,,683,"1,322","10,643","1,039",684,"1,252","1,467",481,"1,222","1,281","1,138","2,079",,,,,
2020,12,80,"11,564","2,701",329,316,246,228,171,231,204,249,293,296,138,"4,680",447,,149,221,259,181,369,244,117,598,535,245,220,352,,236,507,"4,183",410,380,509,651,191,384,500,435,723,,,,,
2020,12,90,"1,123",261,23,23,20,28,18,22,27,25,28,27,20,476,44,,12,58,23,12,41,13,10,44,59,31,21,35,,22,51,386,38,33,41,65,29,39,37,43,61,,,,,
2020,12,100,37,13,0,2,1,0,0,1,1,5,3,0,0,17,3,,1,1,1,1,2,0,1,1,2,0,2,2,,0,0,7,2,2,0,0,0,0,1,0,2,,,,,
2021,1,총,"533,222","132,112","17,210","13,799","10,391","11,906","4,283","4,543","10,045","12,503","22,431","18,191","6,810","217,700","19,322",,"15,248","8,735","20,948","6,915","16,718","10,602","13,445","19,028","15,812","15,874","13,397","11,437",,"12,199","18,020","183,410","18,343","20,438","18,576","27,452","9,161","24,493","23,499","16,600","24,848",,,,,
2021,1,0,"51,142","10,776","1,176","1,022",782,"1,597",167,130,669,776,"2,515","1,586",356,"21,743","1,688",,"1,769",962,"2,220",519,"1,579",918,"1,570","1,708","1,402","1,708","1,370","1,540",,"1,034","1,756","18,623","1,428","2,388","1,791","2,544",799,"2,989","2,372","1,738","2,574",,,,,
2021,1,10,"62,134","12,859","1,931","1,231",937,938,298,269,985,"1,139","2,266","2,246",619,"26,090","1,851",,"1,839",643,"1,723",630,"2,249","1,127","1,248","2,488","1,594","2,897","2,435","1,514",,"1,461","2,391","23,185","1,887","2,963","2,744","3,585",831,"2,778","3,125","2,197","3,075",,,,,
2021,1,20,"71,477","18,720","2,673","1,891","1,214","1,026",415,524,"1,323","2,305","3,676","2,633","1,040","29,526","2,563",,"1,999","1,301","3,252","1,052","2,067","1,342","3,086","2,247","2,106","1,786","1,642","1,103",,"1,781","2,199","23,231","2,810","2,407","2,104","3,881","1,410","2,800","3,083","1,936","2,800",,,,,
2021,1,30,"71,443","18,026","2,147","1,599","1,301","2,093",417,436,"1,376","1,745","3,775","2,320",817,"28,953","3,225",,"2,308","1,642","3,918","1,030","1,910","1,384","2,285","2,020","1,986","1,508","1,032","1,443",,"1,357","1,905","24,464","3,311","2,939","1,829","3,276","1,660","3,701","3,182","2,024","2,542",,,,,
2021,1,40,"98,747","22,962","3,111","2,412","1,823","2,270",598,616,"1,712","2,030","3,969","3,410","1,011","41,051","3,329",,"2,957","1,403","3,636","1,234","3,252","1,909","2,296","3,740","2,624","3,746","2,882","2,434",,"2,134","3,475","34,734","2,952","4,384","3,703","5,205","1,499","4,737","4,438","3,150","4,666",,,,,
2021,1,50,"84,294","22,384","3,120","2,538","1,931","1,546",848,876,"1,775","2,111","3,138","3,187","1,314","33,832","3,157",,"2,446","1,321","3,294","1,230","2,648","1,717","1,558","2,872","2,489","2,444","2,319","1,374",,"2,202","2,761","28,078","2,749","3,083","2,990","4,333","1,407","3,558","3,570","2,541","3,847",,,,,
2021,1,60,"51,124","15,958","1,873","1,876","1,456","1,415",869,989,"1,392","1,469","1,894","1,687","1,038","19,380","1,966",,"1,225",810,"1,732",628,"1,581","1,251",903,"1,914","1,730",924,927,861,,"1,289","1,639","15,786","1,708","1,178","1,595","2,433",850,"2,260","1,905","1,393","2,464",,,,,
2021,1,70,"29,986","7,430",832,882,676,765,482,449,577,648,868,798,453,"11,877","1,044",,542,370,885,394,"1,013",688,366,"1,389","1,277",588,544,770,,684,"1,323","10,679","1,049",682,"1,262","1,472",483,"1,237","1,274","1,138","2,082",,,,,
2021,1,80,"11,706","2,720",324,323,249,228,171,231,207,251,299,296,141,"4,752",451,,149,223,262,185,374,253,123,606,542,243,223,362,,236,520,"4,234",410,378,516,660,195,391,511,440,733,,,,,
2021,1,90,"1,131",263,23,23,21,27,18,22,28,24,28,28,21,479,45,,13,59,25,12,43,13,9,43,60,30,21,34,,21,51,389,37,34,42,63,27,42,38,43,63,,,,,
2021,1,100,38,14,0,2,1,1,0,1,1,5,3,0,0,17,3,,1,1,1,1,2,0,1,1,2,0,2,2,,0,0,7,2,2,0,0,0,0,1,0,2,,,,,
2021,2,총,"533,604","132,193","17,215","13,848","10,392",0,"4,291","4,560","10,044","12,529","22,400","18,189","6,794","217,511","19,306",,"15,185","8,717","20,910","6,904","16,701","10,649","13,499","19,031","15,772","15,832","13,410","11,430",,"12,207","17,958","183,900","18,314","20,439","18,512","27,371","9,145","24,506","23,453","16,531","25,629","11,931",,,,
2021,2,0,"51,035","10,730","1,181","1,023",770,0,170,134,667,768,"2,489","1,573",355,"21,592","1,683",,"1,741",954,"2,197",512,"1,564",918,"1,558","1,704","1,391","1,683","1,370","1,547",,"1,023","1,747","18,713","1,418","2,394","1,766","2,502",786,"2,993","2,360","1,726","2,768","1,600",,,,
2021,2,10,"61,966","12,772","1,905","1,243",927,0,288,264,946,"1,137","2,264","2,238",612,"26,006","1,849",,"1,837",630,"1,704",625,"2,241","1,136","1,257","2,484","1,582","2,888","2,428","1,516",,"1,460","2,369","23,188","1,881","2,938","2,728","3,566",825,"2,782","3,110","2,176","3,182",948,,,,
2021,2,20,"71,467","18,673","2,649","1,884","1,224",0,417,517,"1,323","2,311","3,661","2,644","1,035","29,510","2,557",,"1,973","1,306","3,259","1,050","2,071","1,345","3,124","2,244","2,102","1,784","1,651","1,094",,"1,768","2,182","23,284","2,797","2,431","2,094","3,888","1,422","2,786","3,068","1,946","2,852","1,008",,,,
2021,2,30,"71,184","18,030","2,155","1,606","1,300",0,423,445,"1,383","1,757","3,772","2,297",813,"28,755","3,215",,"2,291","1,635","3,897","1,025","1,884","1,380","2,289","2,003","1,975","1,484","1,002","1,432",,"1,361","1,882","24,399","3,281","2,919","1,824","3,240","1,643","3,673","3,170","1,989","2,660","2,079",,,,
2021,2,40,"98,769","22,944","3,115","2,409","1,804",0,599,615,"1,718","2,039","3,942","3,396","1,008","41,021","3,327",,"2,951","1,388","3,637","1,236","3,251","1,923","2,300","3,740","2,620","3,733","2,895","2,415",,"2,130","3,475","34,804","2,957","4,364","3,680","5,163","1,496","4,745","4,447","3,127","4,825","2,299",,,,
2021,2,50,"84,613","22,421","3,132","2,544","1,942",0,847,881,"1,774","2,093","3,154","3,205","1,308","33,944","3,154",,"2,448","1,327","3,300","1,232","2,654","1,731","1,559","2,879","2,483","2,473","2,327","1,387",,"2,217","2,773","28,248","2,748","3,095","3,007","4,347","1,408","3,579","3,569","2,557","3,938","1,541",,,,
2021,2,60,"51,585","16,135","1,891","1,889","1,470",0,875,999,"1,418","1,495","1,915","1,707","1,044","19,513","1,978",,"1,235",822,"1,745",630,"1,600","1,260",913,"1,929","1,739",925,938,863,,"1,303","1,633","15,937","1,732","1,196","1,600","2,469",860,"2,277","1,911","1,388","2,504","1,432",,,,
2021,2,70,"29,982","7,463",837,899,678,0,482,451,579,646,867,800,456,"11,863","1,038",,547,372,879,397,"1,013",690,366,"1,390","1,268",592,544,770,,682,"1,315","10,656","1,042",689,"1,256","1,463",478,"1,234","1,269","1,134","2,091",768,,,,
2021,2,80,"11,821","2,744",324,327,254,0,173,231,206,254,304,301,142,"4,806",457,,147,223,267,184,376,252,124,614,550,240,232,369,,242,529,"4,271",418,377,516,669,199,394,508,445,745,228,,,,
2021,2,90,"1,140",266,26,22,22,0,17,22,29,24,29,28,20,483,45,,14,59,24,12,45,13,8,43,60,30,21,35,,21,53,391,38,34,41,64,28,42,40,43,61,27,,,,
2021,2,100,42,15,0,2,1,0,0,1,1,5,3,0,1,18,3,,1,1,1,1,2,1,1,1,2,0,2,2,,0,0,9,2,2,0,0,0,1,1,0,3,1,,,,
2021,3,총,"533,356","132,245","17,214","13,903","10,389",,"4,276","4,549","10,050","12,531","22,384","18,235","6,768","217,273","19,229",,"15,202","8,716","20,899","6,882","16,670","10,701","13,479","19,006","15,741","15,836","13,412","11,391",,"12,183","17,926","183,838","18,283","20,361","18,460","27,350","9,124","24,424","23,406","16,454","25,976","11,946",,,,
2021,3,0,"50,761","10,697","1,178","1,021",760,,172,136,664,771,"2,473","1,571",347,"21,492","1,672",,"1,737",950,"2,199",507,"1,546",927,"1,548","1,694","1,376","1,663","1,364","1,538",,"1,020","1,751","18,572","1,410","2,356","1,742","2,480",775,"2,964","2,335","1,707","2,803","1,604",,,,
2021,3,10,"61,825","12,755","1,897","1,234",933,,272,263,935,"1,134","2,257","2,241",615,"25,927","1,849",,"1,839",630,"1,704",620,"2,240","1,132","1,264","2,464","1,582","2,863","2,409","1,513",,"1,456","2,362","23,143","1,865","2,934","2,708","3,558",814,"2,771","3,096","2,173","3,224",974,,,,
2021,3,20,"71,627","18,709","2,655","1,912","1,212",,412,515,"1,322","2,323","3,670","2,659","1,027","29,559","2,538",,"1,985","1,311","3,260","1,055","2,061","1,357","3,111","2,260","2,090","1,812","1,674","1,096",,"1,770","2,179","23,359","2,796","2,439","2,104","3,899","1,432","2,779","3,056","1,946","2,908","1,002",,,,
2021,3,30,"71,049","18,039","2,143","1,615","1,312",,423,448,"1,386","1,756","3,774","2,301",804,"28,640","3,207",,"2,275","1,634","3,885","1,023","1,886","1,385","2,275","1,994","1,967","1,488","1,001","1,408",,"1,336","1,876","24,370","3,291","2,906","1,836","3,231","1,631","3,642","3,183","1,966","2,684","2,077",,,,
2021,3,40,"98,334","22,894","3,104","2,423","1,802",,589,608,"1,705","2,027","3,936","3,400","1,009","40,740","3,289",,"2,950","1,382","3,613","1,227","3,207","1,930","2,307","3,712","2,594","3,706","2,858","2,408",,"2,101","3,456","34,700","2,948","4,341","3,654","5,129","1,491","4,728","4,437","3,091","4,881","2,291",,,,
2021,3,50,"84,780","22,405","3,146","2,543","1,937",,850,874,"1,776","2,089","3,144","3,203","1,301","34,041","3,148",,"2,461","1,327","3,304","1,220","2,671","1,732","1,559","2,899","2,486","2,509","2,353","1,381",,"2,218","2,773","28,334","2,743","3,077","2,987","4,359","1,415","3,591","3,571","2,556","4,035","1,542",,,,
2021,3,60,"52,022","16,303","1,908","1,915","1,482",,883,"1,004","1,444","1,511","1,935","1,731","1,048","19,687","1,991",,"1,251",830,"1,771",649,"1,605","1,277",925,"1,914","1,763",935,947,868,,"1,318","1,643","16,032","1,734","1,207","1,614","2,498",855,"2,289","1,918","1,398","2,519","1,442",,,,
2021,3,70,"29,899","7,436",837,888,678,,485,453,576,641,862,798,456,"11,843","1,035",,539,371,875,387,"1,018",688,363,"1,388","1,266",593,553,770,,693,"1,304","10,620","1,040",688,"1,250","1,456",483,"1,217","1,261","1,121","2,104",762,,,,
2021,3,80,"11,900","2,738",323,328,249,,173,227,211,255,302,303,141,"4,855",459,,149,221,263,184,389,259,120,635,555,237,231,373,,248,532,"4,307",415,379,523,675,199,402,511,450,753,226,,,,
2021,3,90,"1,133",260,23,24,23,,17,21,30,21,29,28,19,476,40,,15,59,24,10,45,13,7,45,60,30,21,34,,23,50,397,40,34,42,65,29,41,37,46,63,25,,,,
2021,3,100,26,9,0,0,1,,0,0,1,3,2,0,1,13,1,,1,1,1,0,2,1,0,1,2,0,1,2,,0,0,4,1,0,0,0,0,0,1,0,2,1,,,,
2021,4,총,"534,238","133,193","17,279","13,936","10,381",,"4,281","4,796","10,545","12,550","22,389","18,297","6,760","217,098","19,196",,"15,158","8,694","20,910","6,898","16,655","10,736","13,433","18,970","15,739","15,853","13,407","11,393",,"12,183","17,873","183,947","18,275","20,359","18,426","27,380","9,127","24,427","23,405","16,413","26,135","11,979",,,,
2021,4,0,"50,522","10,649","1,159","1,009",747,,171,137,658,779,"2,453","1,585",344,"21,362","1,674",,"1,717",943,"2,190",504,"1,533",927,"1,544","1,685","1,363","1,655","1,354","1,522",,"1,014","1,737","18,511","1,415","2,357","1,709","2,458",771,"2,962","2,334","1,683","2,822","1,607",,,,
2021,4,10,"62,462","13,442","1,962","1,242",926,,280,465,"1,350","1,119","2,260","2,240",615,"25,893","1,842",,"1,839",618,"1,702",624,"2,234","1,133","1,273","2,456","1,585","2,858","2,395","1,531",,"1,460","2,343","23,127","1,867","2,928","2,715","3,540",812,"2,761","3,092","2,174","3,238",983,,,,
2021,4,20,"71,671","18,772","2,657","1,903","1,213",,405,543,"1,369","2,326","3,684","2,654","1,021","29,515","2,514",,"1,988","1,313","3,266","1,051","2,076","1,373","3,059","2,260","2,096","1,821","1,678","1,089",,"1,764","2,167","23,384","2,775","2,451","2,105","3,928","1,440","2,771","3,047","1,936","2,931",997,,,,
2021,4,30,"70,935","18,038","2,143","1,623","1,305",,422,451,"1,389","1,757","3,755","2,318",799,"28,530","3,193",,"2,254","1,610","3,876","1,034","1,871","1,386","2,257","1,993","1,962","1,497",999,"1,392",,"1,329","1,877","24,367","3,308","2,896","1,822","3,242","1,634","3,644","3,178","1,952","2,691","2,076",,,,
