년도,월,나이,충청북도,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 서원구,충청북도 청주시 흥덕구,충청북도 청주시 청원구,충청북도 충주시,충청북도 제천시,충청북도 보은군,충청북도 옥천군,충청북도 영동군,충청북도 증평군,충청북도 진천군,충청북도 괴산군,충청북도 음성군,충청북도 단양군
2021,5,60,"233,727","102,194","25,404","26,323","29,076","21,391","33,216","23,650","7,129","10,230","9,542","5,214","10,951","9,000","15,964","6,637"
2021,5,70,"119,892","47,447","12,381","12,486","12,167","10,413","17,244","12,384","4,520","6,328","6,411","2,664","5,508","5,368","8,150","3,868"
2021,5,80,"67,252","24,243","6,436","6,249","5,999","5,559","10,188","6,503","3,157","3,811","3,951","1,513","3,531","3,415","4,755","2,185"
2021,5,90,"9,385","3,448",997,886,829,736,"1,329",839,501,608,524,177,490,458,717,294
2021,5,100,330,113,34,24,16,39,35,66,14,15,13,3,12,17,22,20
2021,6,총,"1,597,503","847,392","193,737","193,472","266,518","193,665","209,638","132,313","32,096","50,282","46,316","36,499","84,746","37,337","92,232","28,652"
2021,6,0,"120,162","72,740","16,228","13,232","23,818","19,462","14,149","8,425","1,392","2,521","2,211","3,062","7,599","1,261","5,653","1,149"
2021,6,10,"147,347","85,073","19,724","19,792","26,267","19,290","18,608","11,507","2,052","3,797","3,243","3,341","8,384","1,937","7,494","1,911"
2021,6,20,"197,067","119,824","24,894","28,189","40,831","25,910","24,058","14,675","2,330","4,254","4,081","4,449","9,269","2,754","9,254","2,119"
2021,6,30,"192,382","118,110","23,516","22,212","41,291","31,091","23,141","12,687","2,070","3,785","3,079","4,513","11,507","2,331","9,253","1,906"
2021,6,40,"238,483","136,168","30,671","30,168","43,178","32,151","30,393","17,984","3,225","6,114","5,102","5,531","13,681","3,698","13,430","3,157"
2021,6,50,"269,456","136,904","33,148","33,664","42,647","27,445","36,937","23,511","5,681","8,757","8,097","5,994","13,728","7,047","17,371","5,429"
2021,6,60,"235,661","103,162","25,683","26,528","29,405","21,546","33,523","23,780","7,162","10,314","9,623","5,240","11,034","9,052","16,109","6,662"
2021,6,70,"119,763","47,497","12,380","12,506","12,206","10,405","17,206","12,365","4,511","6,305","6,388","2,666","5,496","5,342","8,146","3,841"
2021,6,80,"67,491","24,353","6,465","6,267","6,031","5,590","10,254","6,496","3,156","3,810","3,953","1,522","3,555","3,441","4,777","2,174"
2021,6,90,"9,376","3,449",996,890,827,736,"1,336",825,504,611,526,177,480,456,724,288
2021,6,100,315,112,32,24,17,39,33,58,13,14,13,4,13,18,21,16
2021,7,총,"1,597,501","847,642","193,640","193,127","267,095","193,780","209,602","132,269","32,062","50,312","46,261","36,470","84,845","37,229","92,231","28,578"
2021,7,0,"119,553","72,434","16,134","13,122","23,837","19,341","14,074","8,381","1,380","2,491","2,196","3,030","7,576","1,250","5,604","1,137"
2021,7,10,"147,224","85,036","19,709","19,682","26,342","19,303","18,550","11,492","2,046","3,808","3,240","3,345","8,401","1,913","7,483","1,910"
2021,7,20,"196,710","119,652","24,766","28,133","40,824","25,929","24,057","14,626","2,323","4,213","4,043","4,456","9,278","2,717","9,241","2,104"
2021,7,30,"192,127","118,131","23,495","22,152","41,417","31,067","23,059","12,626","2,066","3,781","3,069","4,483","11,490","2,290","9,252","1,880"
2021,7,40,"238,200","136,086","30,601","30,072","43,210","32,203","30,350","17,922","3,205","6,123","5,057","5,518","13,727","3,668","13,407","3,137"
2021,7,50,"269,459","136,934","33,176","33,602","42,735","27,421","36,959","23,521","5,669","8,764","8,102","5,990","13,721","7,024","17,362","5,413"
2021,7,60,"236,905","103,759","25,844","26,617","29,584","21,714","33,679","23,923","7,191","10,350","9,648","5,268","11,099","9,101","16,198","6,689"
2021,7,70,"119,913","47,621","12,401","12,544","12,260","10,416","17,209","12,361","4,510","6,328","6,400","2,667","5,508","5,342","8,141","3,826"
2021,7,80,"67,734","24,432","6,493","6,296","6,038","5,605","10,300","6,537","3,156","3,828","3,964","1,532","3,552","3,453","4,798","2,182"
2021,7,90,"9,360","3,443",990,882,830,741,"1,332",822,502,613,528,177,480,452,725,286
2021,7,100,316,114,31,25,18,40,33,58,14,13,14,4,13,19,20,14
2021,8,총,"1,597,179","847,965","193,628","193,176","267,280","193,881","209,546","132,090","32,004","50,287","46,139","36,406","84,904","37,101","92,224","28,513"
2021,8,0,"119,045","72,219","16,073","13,047","23,818","19,281","13,992","8,344","1,378","2,473","2,177","2,995","7,541","1,233","5,568","1,125"
2021,8,10,"147,072","85,008","19,752","19,610","26,347","19,299","18,537","11,421","2,046","3,800","3,235","3,363","8,398","1,898","7,467","1,899"
2021,8,20,"196,158","119,532","24,657","28,170","40,802","25,903","23,941","14,515","2,291","4,216","3,991","4,416","9,291","2,655","9,224","2,086"
2021,8,30,"191,827","118,061","23,458","22,187","41,387","31,029","23,070","12,584","2,047","3,753","3,049","4,454","11,445","2,271","9,229","1,864"
2021,8,40,"237,631","135,849","30,492","29,971","43,140","32,246","30,241","17,876","3,192","6,104","5,015","5,496","13,717","3,640","13,379","3,122"
2021,8,50,"269,862","137,285","33,286","33,641","42,883","27,475","37,012","23,514","5,638","8,763","8,076","6,009","13,767","7,008","17,380","5,410"
2021,8,60,"237,954","104,235","25,963","26,744","29,718","21,810","33,842","24,045","7,245","10,367","9,690","5,272","11,152","9,137","16,279","6,690"
2021,8,70,"119,892","47,650","12,388","12,547","12,298","10,417","17,194","12,343","4,494","6,342","6,390","2,681","5,524","5,320","8,135","3,819"
2021,8,80,"68,024","24,548","6,541","6,341","6,035","5,631","10,349","6,563","3,161","3,846","3,970","1,537","3,577","3,459","4,817","2,197"
2021,8,90,"9,396","3,463",987,894,832,750,"1,335",825,498,610,532,179,479,462,726,287
2021,8,100,318,115,31,24,20,40,33,60,14,13,14,4,13,18,20,14
2021,9,총,"1,596,765","848,711","193,680","193,192","267,592","194,247","209,438","131,879","31,893","50,215","45,976","36,388","84,917","36,880","92,027","28,441"
2021,9,0,"118,430","71,858","16,039","12,947","23,664","19,208","13,938","8,269","1,365","2,457","2,156","2,994","7,507","1,225","5,548","1,113"
2021,9,10,"146,872","85,017","19,709","19,580","26,362","19,366","18,545","11,383","2,034","3,781","3,210","3,369","8,369","1,871","7,401","1,892"
2021,9,20,"195,670","119,709","24,597","28,220","40,919","25,973","23,820","14,434","2,252","4,172","3,918","4,405","9,240","2,538","9,122","2,060"
2021,9,30,"191,514","118,109","23,434","22,234","41,436","31,005","23,011","12,519","2,029","3,732","3,000","4,421","11,449","2,232","9,155","1,857"
2021,9,40,"237,294","135,789","30,445","29,881","43,151","32,312","30,205","17,784","3,156","6,096","4,995","5,470","13,729","3,610","13,344","3,116"
2021,9,50,"270,258","137,648","33,394","33,694","42,963","27,597","37,032","23,516","5,628","8,770","8,101","6,018","13,792","6,996","17,382","5,375"
2021,9,60,"238,847","104,619","26,063","26,834","29,825","21,897","33,976","24,146","7,254","10,387","9,690","5,306","11,239","9,149","16,365","6,716"
2021,9,70,"119,718","47,652","12,385","12,517","12,316","10,434","17,150","12,306","4,497","6,339","6,375","2,673","5,501","5,306","8,111","3,808"
2021,9,80,"68,404","24,709","6,596","6,375","6,086","5,652","10,391","6,632","3,165","3,851","3,981","1,546","3,599","3,470","4,857","2,203"
2021,9,90,"9,438","3,487",988,886,850,763,"1,332",831,498,618,536,182,479,466,722,287
2021,9,100,320,114,30,24,20,40,38,59,15,12,14,4,13,17,20,14
2021,10,총,"1,596,948","848,878","193,772","192,953","267,811","194,342","209,499","131,902","31,863","50,194","45,938","36,371","85,051","36,843","92,004","28,405"
2021,10,0,"117,903","71,597","15,995","12,867","23,605","19,130","13,858","8,245","1,346","2,443","2,141","2,989","7,484","1,197","5,499","1,104"
2021,10,10,"146,758","84,970","19,701","19,534","26,382","19,353","18,537","11,372","2,028","3,770","3,209","3,361","8,369","1,865","7,387","1,890"
2021,10,20,"195,227","119,401","24,547","28,161","40,796","25,897","23,791","14,415","2,243","4,149","3,892","4,395","9,271","2,506","9,102","2,062"
2021,10,30,"191,363","118,233","23,470","22,255","41,515","30,993","22,955","12,458","2,016","3,728","2,985","4,390","11,427","2,217","9,107","1,847"
2021,10,40,"236,996","135,679","30,406","29,757","43,163","32,353","30,163","17,743","3,130","6,054","5,001","5,454","13,749","3,586","13,341","3,096"
2021,10,50,"270,478","137,803","33,394","33,691","43,025","27,693","37,015","23,512","5,634","8,804","8,082","6,033","13,857","7,005","17,386","5,347"
2021,10,60,"239,916","105,022","26,218","26,882","29,948","21,974","34,206","24,274","7,286","10,406","9,703","5,322","11,279","9,212","16,444","6,762"
2021,10,70,"119,853","47,768","12,403","12,526","12,381","10,458","17,134","12,320","4,475","6,356","6,392","2,691","5,515","5,290","8,133","3,779"
2021,10,80,"68,636","24,796","6,630","6,357","6,123","5,686","10,447","6,668","3,190","3,853","3,978","1,546","3,606","3,478","4,856","2,218"
2021,10,90,"9,500","3,496",977,897,854,768,"1,353",836,500,618,541,188,480,471,730,287
2021,10,100,318,113,31,26,19,37,40,59,15,13,14,2,14,16,19,13
2021,11,총,"1,597,019","849,024","194,013","192,748","267,725","194,538","209,484","131,810","31,862","50,184","45,874","36,351","85,104","36,887","92,086","28,353"
2021,11,0,"117,375","71,372","15,971","12,799","23,523","19,079","13,808","8,214","1,343","2,427","2,117","2,952","7,437","1,187","5,428","1,090"
2021,11,10,"146,547","84,813","19,684","19,430","26,342","19,357","18,511","11,360","2,023","3,768","3,206","3,352","8,372","1,867","7,398","1,877"
2021,11,20,"194,924","119,241","24,557","28,122","40,679","25,883","23,716","14,380","2,237","4,139","3,858","4,403","9,241","2,532","9,126","2,051"
2021,11,30,"190,993","118,102","23,471","22,217","41,467","30,947","22,880","12,383","2,025","3,718","2,976","4,373","11,423","2,196","9,104","1,813"
2021,11,40,"236,989","135,727","30,457","29,669","43,166","32,435","30,188","17,707","3,143","6,023","4,969","5,440","13,778","3,577","13,351","3,086"
2021,11,50,"270,634","137,986","33,458","33,725","43,031","27,772","36,983","23,508","5,589","8,828","8,105","6,030","13,865","7,025","17,372","5,343"
2021,11,60,"240,966","105,408","26,318","26,952","30,049","22,089","34,369","24,365","7,339","10,450","9,737","5,367","11,348","9,249","16,537","6,797"
2021,11,70,"119,947","47,881","12,410","12,542","12,458","10,471","17,145","12,297","4,446","6,365","6,385","2,691","5,510","5,301","8,154","3,772"
2021,11,80,"68,819","24,886","6,681","6,389","6,129","5,687","10,477","6,716","3,201","3,840","3,975","1,551","3,632","3,459","4,861","2,221"
2021,11,90,"9,532","3,501",975,881,859,786,"1,370",836,502,613,531,190,484,479,736,290
2021,11,100,293,107,31,22,22,32,37,44,14,13,15,2,14,15,19,13
2021,12,총,"1,597,427","848,482","193,827","192,899","267,429","194,327","209,358","131,591","31,878","50,093","45,773","36,426","85,176","38,122","92,197","28,331"
2021,12,0,"116,975","71,136","15,904","12,811","23,434","18,987","13,756","8,188","1,334","2,397","2,087","2,947","7,389","1,248","5,407","1,086"
2021,12,10,"146,411","84,739","19,650","19,409","26,297","19,383","18,472","11,339","2,017","3,763","3,195","3,337","8,353","1,942","7,394","1,860"
2021,12,20,"194,415","118,755","24,415","28,114","40,499","25,727","23,613","14,271","2,247","4,111","3,814","4,412","9,223","2,757","9,161","2,051"
2021,12,30,"190,607","117,775","23,399","22,254","41,340","30,782","22,837","12,312","2,016","3,681","2,963","4,408","11,398","2,291","9,120","1,806"
2021,12,40,"237,327","135,963","30,482","29,693","43,211","32,577","30,153","17,667","3,135","6,025","4,956","5,442","13,827","3,756","13,343","3,060"
2021,12,50,"270,874","137,868","33,421","33,740","42,996","27,711","37,001","23,490","5,605","8,818","8,088","6,038","13,912","7,313","17,395","5,346"
2021,12,60,"241,697","105,609","26,351","27,020","30,094","22,144","34,440","24,399","7,353","10,447","9,767","5,394","11,395","9,494","16,580","6,819"
2021,12,70,"120,068","47,969","12,455","12,532","12,507","10,475","17,156","12,298","4,423","6,362","6,365","2,701","5,523","5,345","8,149","3,777"
2021,12,80,"69,193","25,055","6,752","6,424","6,154","5,725","10,516","6,751","3,220","3,865","3,995","1,551","3,654","3,477","4,885","2,224"
2021,12,90,"9,592","3,517",972,882,877,786,"1,384",838,514,611,528,193,488,484,744,291
2021,12,100,268,96,26,20,20,30,30,38,14,13,15,3,14,15,19,11
