년도,월,나이,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2021,4,50,"37,317","1,762","1,285","1,477","1,424","1,472",810,"2,073","1,156",951,"1,863","1,619","1,952",980,"1,327","1,802","2,752","1,284","3,768",382,"1,335","3,011","1,056","1,776"
2021,4,60,"27,084","1,203","1,286","1,422","1,352","1,271",747,"1,304",931,828,"1,435","1,407","1,248",652,"1,276","1,504","1,926",843,"1,766",431,659,"1,791",634,"1,168"
2021,4,70,"12,009",603,725,779,590,636,402,481,420,468,774,590,433,270,545,440,740,330,763,266,386,556,198,614
2021,4,80,"4,183",193,230,292,198,236,147,193,142,161,256,177,147,82,209,151,238,140,230,137,158,191,71,204
2021,4,90,396,16,20,20,19,20,17,17,12,13,21,10,8,6,30,16,27,17,15,21,24,17,9,21
2021,4,100,11,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0
2021,5,총,"233,764","11,201","7,710","8,783","8,010","8,266","5,916","13,175","9,357","5,843","11,475","11,029","12,518","6,013","7,159","10,593","20,502","7,549","24,666","1,947","8,423","17,521","6,458","9,650"
2021,5,0,"19,079","1,071",385,461,569,533,321,894,584,420,936,617,705,197,381,912,"2,705",655,"3,141",57,816,"1,632",476,611
2021,5,10,"25,167","1,542",516,729,759,635,324,"1,261",650,550,"1,271",867,971,291,659,"1,451","2,459",840,"3,114",89,"1,773","2,214",679,"1,523"
2021,5,20,"37,511","1,455","1,384","1,353","1,088","1,163","1,112","2,509","2,098",813,"1,654","2,205","2,877","1,549","1,019","1,497","2,539","1,315","3,458",162,883,"2,680","1,302","1,396"
2021,5,30,"33,385","1,289",899,996,887,"1,113","1,145","2,339","1,900",743,"1,361","1,971","2,260","1,132",796,"1,266","3,183","1,053","3,901",157,574,"2,554","1,037",829
2021,5,40,"37,353","2,042",973,"1,248","1,109","1,185",895,"2,099","1,453",898,"1,894","1,544","1,905",847,907,"1,547","3,919","1,065","4,459",247,"1,800","2,843",984,"1,490"
2021,5,50,"37,326","1,761","1,291","1,474","1,410","1,464",808,"2,069","1,159",959,"1,865","1,620","1,944",982,"1,319","1,796","2,751","1,281","3,787",375,"1,341","3,028","1,061","1,781"
2021,5,60,"27,306","1,221","1,289","1,422","1,377","1,267",750,"1,316",942,824,"1,441","1,426","1,270",663,"1,288","1,517","1,937",851,"1,790",438,667,"1,799",638,"1,173"
2021,5,70,"12,020",606,723,783,593,646,398,479,415,463,774,589,432,265,545,438,743,334,767,263,386,561,200,617
2021,5,80,"4,208",196,229,297,197,238,145,193,143,160,257,179,146,80,213,153,239,139,234,138,158,193,72,209
2021,5,90,398,17,20,20,20,21,17,16,13,13,22,10,8,6,31,16,26,16,15,21,23,17,9,21
2021,5,100,11,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0
2021,6,총,"233,513","11,183","7,721","8,769","8,010","8,245","5,898","13,131","9,404","5,837","11,472","11,004","12,520","5,998","7,146","10,574","20,517","7,545","24,636","1,937","8,397","17,474","6,446","9,649"
2021,6,0,"18,982","1,055",382,463,566,524,319,891,587,415,941,615,692,194,378,906,"2,696",651,"3,134",56,803,"1,630",473,611
2021,6,10,"25,119","1,547",517,716,764,642,318,"1,249",645,555,"1,261",862,972,287,660,"1,439","2,465",839,"3,117",90,"1,777","2,207",671,"1,519"
2021,6,20,"37,471","1,454","1,393","1,355","1,084","1,155","1,103","2,518","2,106",804,"1,655","2,215","2,879","1,542","1,019","1,495","2,534","1,318","3,437",161,877,"2,662","1,304","1,401"
2021,6,30,"33,303","1,284",888,988,882,"1,099","1,148","2,325","1,914",739,"1,376","1,970","2,266","1,122",789,"1,265","3,179","1,047","3,884",156,563,"2,560","1,037",822
2021,6,40,"37,283","2,030",981,"1,254","1,102","1,182",896,"2,094","1,469",900,"1,882","1,532","1,907",857,907,"1,543","3,918","1,059","4,449",244,"1,798","2,820",971,"1,488"
2021,6,50,"37,219","1,762","1,295","1,457","1,409","1,457",804,"2,045","1,151",953,"1,861","1,612","1,944",975,"1,314","1,786","2,765","1,287","3,787",369,"1,343","3,010","1,065","1,768"
2021,6,60,"27,512","1,229","1,294","1,439","1,388","1,274",749,"1,327",957,838,"1,449","1,422","1,275",670,"1,291","1,531","1,948",853,"1,815",441,670,"1,815",642,"1,195"
2021,6,70,"11,995",606,718,783,594,651,397,472,420,456,770,587,431,265,544,438,742,336,763,261,385,557,203,616
2021,6,80,"4,224",198,232,295,200,238,146,194,142,164,255,178,146,79,212,154,243,138,235,141,159,196,71,208
2021,6,90,394,17,20,19,20,22,17,16,13,13,22,10,8,6,31,17,26,17,15,18,20,17,9,21
2021,6,100,11,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0
2021,7,총,"233,371","11,174","7,724","8,760","7,981","8,219","5,900","13,139","9,430","5,816","11,471","11,025","12,505","6,025","7,125","10,565","20,502","7,520","24,655","1,928","8,358","17,476","6,425","9,648"
2021,7,0,"18,866","1,053",376,461,561,519,308,889,582,415,936,602,688,197,377,905,"2,683",639,"3,131",56,788,"1,630",470,600
2021,7,10,"25,089","1,544",519,713,764,641,323,"1,245",649,544,"1,260",858,967,290,653,"1,427","2,475",838,"3,116",86,"1,777","2,200",670,"1,530"
2021,7,20,"37,444","1,453","1,400","1,352","1,066","1,140","1,104","2,531","2,105",798,"1,644","2,244","2,858","1,557","1,021","1,489","2,521","1,316","3,448",162,869,"2,648","1,306","1,412"
2021,7,30,"33,229","1,282",888,997,875,"1,112","1,137","2,321","1,919",731,"1,367","1,972","2,284","1,120",775,"1,274","3,152","1,039","3,863",154,552,"2,571","1,030",814
2021,7,40,"37,214","2,026",973,"1,238","1,109","1,171",910,"2,074","1,478",903,"1,895","1,539","1,916",862,895,"1,543","3,923","1,049","4,452",241,"1,782","2,798",957,"1,480"
2021,7,50,"37,226","1,757","1,298","1,458","1,396","1,452",804,"2,068","1,164",950,"1,856","1,602","1,932",970,"1,320","1,772","2,765","1,288","3,798",372,"1,349","3,029","1,059","1,767"
2021,7,60,"27,609","1,235","1,293","1,437","1,392","1,274",750,"1,328",948,836,"1,458","1,430","1,274",680,"1,292","1,542","1,967",858,"1,825",440,675,"1,827",646,"1,202"
2021,7,70,"12,037",607,720,789,597,650,400,468,429,461,774,588,433,261,547,443,741,338,769,261,384,557,206,614
2021,7,80,"4,257",199,236,296,201,239,146,200,142,165,261,179,145,81,213,152,246,139,238,139,160,200,72,208
2021,7,90,389,17,20,19,19,20,17,15,14,13,20,10,8,6,31,18,28,16,15,17,20,16,9,21
2021,7,100,11,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0
2021,8,총,"233,278","11,166","7,745","8,749","7,968","8,204","5,915","13,130","9,404","5,804","11,461","11,026","12,517","6,034","7,103","10,556","20,554","7,488","24,646","1,923","8,361","17,444","6,446","9,634"
2021,8,0,"18,761","1,056",374,464,550,519,313,886,566,406,929,599,682,187,377,897,"2,679",632,"3,123",57,790,"1,609",467,599
2021,8,10,"25,046","1,540",521,704,770,641,320,"1,243",645,539,"1,252",848,962,294,654,"1,429","2,490",837,"3,112",85,"1,778","2,188",668,"1,526"
2021,8,20,"37,408","1,435","1,398","1,353","1,064","1,137","1,113","2,516","2,097",797,"1,653","2,258","2,880","1,565","1,000","1,489","2,523","1,301","3,446",158,866,"2,640","1,319","1,400"
2021,8,30,"33,231","1,282",893,990,871,"1,104","1,139","2,342","1,918",735,"1,348","1,987","2,288","1,125",771,"1,262","3,154","1,033","3,833",153,546,"2,596","1,042",819
2021,8,40,"37,130","2,031",985,"1,233","1,105","1,162",902,"2,072","1,480",892,"1,898","1,524","1,913",858,892,"1,540","3,934","1,037","4,455",243,"1,776","2,778",951,"1,469"
2021,8,50,"37,231","1,759","1,300","1,450","1,396","1,451",806,"2,061","1,163",947,"1,859","1,592","1,930",976,"1,326","1,770","2,777","1,294","3,803",367,"1,358","3,018","1,063","1,765"
2021,8,60,"27,730","1,237","1,292","1,446","1,392","1,281",755,"1,325",951,846,"1,462","1,441","1,282",683,"1,288","1,556","1,973",858,"1,844",443,680,"1,839",649,"1,207"
2021,8,70,"12,043",607,722,793,599,652,399,467,428,461,770,588,429,259,551,442,744,338,773,257,383,560,205,616
2021,8,80,"4,295",202,238,297,199,237,149,203,142,168,268,177,143,80,212,154,252,141,240,143,161,202,73,214
2021,8,90,392,16,21,19,21,19,18,15,14,13,22,11,8,6,31,17,27,17,17,17,21,14,9,19
2021,8,100,11,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0
2021,9,총,"233,248","11,148","7,773","8,723","7,959","8,208","5,884","13,143","9,439","5,787","11,449","11,080","12,525","6,028","7,078","10,562","20,582","7,472","24,630","1,924","8,346","17,439","6,457","9,612"
2021,9,0,"18,661","1,038",375,461,547,517,305,879,568,409,924,600,686,188,369,892,"2,668",630,"3,103",56,784,"1,608",462,592
2021,9,10,"25,007","1,543",524,704,771,638,314,"1,242",644,530,"1,246",853,954,292,652,"1,428","2,506",833,"3,118",86,"1,774","2,166",667,"1,522"
2021,9,20,"37,452","1,437","1,413","1,357","1,056","1,134","1,125","2,515","2,116",800,"1,654","2,282","2,884","1,564",988,"1,492","2,525","1,299","3,433",158,858,"2,645","1,317","1,400"
2021,9,30,"33,223","1,273",900,986,877,"1,113","1,119","2,346","1,918",729,"1,338","2,001","2,288","1,130",780,"1,272","3,147","1,027","3,821",151,549,"2,586","1,051",821
2021,9,40,"37,059","2,023",993,"1,222","1,108","1,153",899,"2,083","1,487",891,"1,885","1,528","1,901",847,887,"1,533","3,941","1,035","4,453",244,"1,774","2,778",946,"1,448"
2021,9,50,"37,262","1,761","1,292","1,441","1,386","1,451",808,"2,057","1,165",939,"1,873","1,594","1,937",973,"1,321","1,776","2,789","1,295","3,811",367,"1,361","3,034","1,065","1,766"
2021,9,60,"27,788","1,239","1,292","1,442","1,396","1,289",746,"1,337",949,852,"1,462","1,446","1,292",687,"1,283","1,556","1,974",859,"1,861",447,677,"1,835",661,"1,206"
2021,9,70,"12,062",612,718,794,595,651,398,467,432,459,773,585,432,262,552,442,750,333,773,256,386,566,205,621
2021,9,80,"4,336",205,245,299,200,241,152,203,146,168,272,179,143,79,215,153,254,143,240,142,159,206,75,217
2021,9,90,386,16,20,17,22,20,17,14,14,10,22,11,8,5,30,18,26,18,17,17,22,15,8,19
2021,9,100,12,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,2,0,0,0,2,0,0,0
2021,10,총,"233,068","11,131","7,800","8,710","7,940","8,226","5,872","13,136","9,448","5,770","11,429","11,044","12,539","6,034","7,051","10,537","20,583","7,488","24,611","1,927","8,331","17,410","6,448","9,603"
2021,10,0,"18,585","1,022",375,457,545,521,302,877,572,401,922,595,690,179,366,893,"2,643",636,"3,097",59,784,"1,594",463,592
2021,10,10,"24,922","1,540",520,703,764,641,320,"1,240",647,524,"1,240",838,956,290,651,"1,419","2,516",835,"3,102",83,"1,765","2,156",665,"1,507"
2021,10,20,"37,337","1,439","1,427","1,355","1,058","1,133","1,114","2,506","2,098",789,"1,647","2,268","2,873","1,545",981,"1,478","2,531","1,299","3,427",155,862,"2,649","1,303","1,400"
2021,10,30,"33,239","1,276",897,972,868,"1,116","1,123","2,358","1,931",732,"1,328","2,001","2,297","1,157",781,"1,276","3,135","1,028","3,796",151,551,"2,576","1,060",829
2021,10,40,"36,952","2,013",998,"1,225","1,105","1,158",896,"2,062","1,485",892,"1,872","1,516","1,894",843,873,"1,522","3,942","1,030","4,470",242,"1,762","2,762",939,"1,451"
2021,10,50,"37,319","1,749","1,295","1,441","1,381","1,442",816,"2,063","1,174",944,"1,882","1,612","1,936",979,"1,316","1,766","2,811","1,291","3,815",366,"1,358","3,046","1,073","1,763"
2021,10,60,"27,850","1,257","1,298","1,441","1,399","1,300",734,"1,343",942,850,"1,465","1,439","1,301",688,"1,285","1,571","1,968",872,"1,873",453,679,"1,829",658,"1,205"
2021,10,70,"12,099",613,722,794,596,654,401,469,434,458,773,585,432,268,553,441,755,333,771,258,390,574,204,621
2021,10,80,"4,373",205,247,305,201,242,148,203,151,169,278,178,152,79,217,153,255,146,242,144,157,209,75,217
2021,10,90,381,16,21,17,22,18,18,15,14,11,22,11,8,5,27,18,25,18,17,16,21,15,8,18
2021,10,100,11,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,2,0,1,0,2,0,0,0
2021,11,총,"233,010","11,089","7,773","8,750","7,900","8,180","5,865","13,122","9,428","5,757","11,376","11,027","12,504","5,998","7,012","10,504","21,046","7,471","24,523","1,921","8,320","17,419","6,441","9,584"
2021,11,0,"18,500","1,007",365,459,532,517,288,866,561,394,913,594,687,171,363,882,"2,725",632,"3,064",56,783,"1,591",460,590
2021,11,10,"24,876","1,546",514,701,761,636,317,"1,238",640,520,"1,232",833,948,289,650,"1,415","2,556",831,"3,091",84,"1,774","2,145",653,"1,502"
2021,11,20,"37,308","1,425","1,426","1,364","1,052","1,120","1,134","2,508","2,089",780,"1,640","2,257","2,851","1,539",976,"1,476","2,571","1,305","3,418",156,854,"2,662","1,306","1,399"
2021,11,30,"33,202","1,266",887,981,860,"1,097","1,111","2,368","1,939",741,"1,318","2,000","2,296","1,146",758,"1,278","3,250","1,014","3,735",148,542,"2,566","1,073",828
2021,11,40,"36,926","2,000",993,"1,226","1,096","1,160",890,"2,052","1,482",885,"1,856","1,519","1,880",839,867,"1,517","4,018","1,032","4,471",234,"1,755","2,779",931,"1,444"
2021,11,50,"37,315","1,752","1,293","1,447","1,380","1,435",825,"2,047","1,177",942,"1,869","1,603","1,939",971,"1,299","1,756","2,868","1,289","3,828",371,"1,365","3,029","1,075","1,755"
2021,11,60,"27,972","1,254","1,299","1,449","1,399","1,294",730,"1,356",941,857,"1,474","1,445","1,303",687,"1,304","1,568","2,013",868,"1,884",454,677,"1,848",657,"1,211"
2021,11,70,"12,112",613,722,801,594,660,404,473,430,456,769,578,433,271,552,443,761,333,774,255,390,576,203,621
2021,11,80,"4,402",209,253,306,204,241,146,201,156,171,282,186,158,80,216,150,254,148,238,147,155,210,75,216
2021,11,90,387,16,21,16,22,19,20,13,13,11,23,11,9,4,26,19,28,19,19,16,23,13,8,18
2021,11,100,10,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,1,0,2,0,0,0
2021,12,총,"232,714","11,019","7,776","8,728","7,848","8,138","5,859","13,108","9,399","5,728","11,352","11,032","12,437","5,997","6,973","10,408","21,766","7,415","24,335","1,898","8,272","17,273","6,406","9,547"
2021,12,0,"18,470",988,368,455,522,501,282,863,539,391,893,598,675,163,363,863,"2,946",615,"2,996",57,773,"1,583",455,581
2021,12,10,"24,805","1,538",512,693,753,634,313,"1,230",635,515,"1,236",828,944,287,643,"1,405","2,612",831,"3,078",80,"1,779","2,113",647,"1,499"
2021,12,20,"37,149","1,406","1,417","1,363","1,033","1,112","1,146","2,508","2,103",775,"1,632","2,256","2,817","1,535",962,"1,463","2,599","1,295","3,395",155,834,"2,642","1,308","1,393"
2021,12,30,"33,146","1,249",882,980,852,"1,094","1,114","2,360","1,917",740,"1,316","1,994","2,291","1,158",750,"1,264","3,391",998,"3,703",140,532,"2,547","1,051",823
2021,12,40,"36,910","2,002",991,"1,217","1,095","1,150",878,"2,059","1,478",868,"1,849","1,529","1,872",839,866,"1,506","4,159","1,019","4,436",232,"1,751","2,749",926,"1,439"
2021,12,50,"37,251","1,742","1,297","1,447","1,372","1,431",826,"2,038","1,179",942,"1,868","1,608","1,921",970,"1,285","1,734","2,949","1,288","3,807",372,"1,360","2,999","1,080","1,736"
2021,12,60,"27,998","1,252","1,314","1,445","1,393","1,291",730,"1,352",940,855,"1,475","1,447","1,311",688,"1,305","1,564","2,039",869,"1,896",444,676,"1,840",651,"1,221"
2021,12,70,"12,130",615,716,803,596,655,403,482,438,456,772,572,438,271,553,438,782,333,764,253,387,579,205,619
2021,12,80,"4,451",209,256,308,209,251,148,202,157,176,287,187,159,79,219,152,257,147,243,149,157,206,76,217
2021,12,90,397,17,23,17,23,19,19,14,13,10,24,12,9,6,26,19,30,20,17,16,22,15,7,19
2021,12,100,7,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,0
