년도,월,나이,서울특별시 구로구,서울특별시 구로구 신도림동,서울특별시 구로구 구로제1동,서울특별시 구로구 구로제2동,서울특별시 구로구 구로제3동,서울특별시 구로구 구로제4동,서울특별시 구로구 구로제5동,서울특별시 구로구 가리봉동,서울특별시 구로구 고척제1동,서울특별시 구로구 고척제2동,서울특별시 구로구 개봉제1동,서울특별시 구로구 개봉제2동,서울특별시 구로구 개봉제3동,서울특별시 구로구 오류제1동,서울특별시 구로구 오류제2동,서울특별시 구로구 수궁동,서울특별시 구로구 항동
2021,7,30,"61,546","6,051","3,732","2,843","4,898","2,864","5,506","1,233","2,797","3,153","5,080","4,312","2,651","4,436","5,059","3,222","3,709"
2021,7,40,"61,866","6,496","3,606","3,340","3,970","2,818","4,109","1,076","3,384","4,181","4,896","4,736","3,072","3,147","6,488","3,727","2,820"
2021,7,50,"62,236","5,033","2,981","4,586","3,047","3,440","4,489","1,759","3,854","4,685","5,736","4,872","3,433","3,022","5,627","3,896","1,776"
2021,7,60,"57,114","4,127","2,703","4,090","2,617","3,088","3,852","1,609","3,567","4,101","5,257","5,138","3,529","3,026","5,136","3,711","1,563"
2021,7,70,"31,822","1,978",993,"2,621","1,568","2,108","2,079",834,"1,930","2,337","2,875","2,973","1,831","1,847","3,252","1,961",635
2021,7,80,"11,911",734,386,"1,027",602,876,802,358,690,921,"1,047",943,715,711,"1,204",678,217
2021,7,90,"1,501",100,63,119,71,90,91,46,93,108,137,118,77,93,166,87,42
2021,7,100,49,3,4,4,1,0,1,3,2,4,4,6,4,4,3,3,3
2021,8,총,"397,887","35,648","20,911","23,971","23,555","19,917","29,303","8,933","22,555","26,836","33,969","31,092","20,279","22,778","38,216","23,651","16,273"
2021,8,0,"26,485","3,484","1,770",827,"1,236",763,"1,755",236,"1,250","1,684","2,165","2,017","1,084","1,181","2,930","1,414","2,689"
2021,8,10,"29,348","3,499","1,935","1,378","1,353","1,045","1,545",272,"1,861","2,182","2,309","2,248","1,375","1,200","3,948","1,936","1,262"
2021,8,20,"54,380","4,144","2,769","3,179","4,201","2,839","5,086","1,542","3,148","3,471","4,546","3,759","2,528","4,105","4,478","3,009","1,576"
2021,8,30,"61,217","5,996","3,699","2,820","4,868","2,861","5,487","1,230","2,805","3,145","5,044","4,302","2,623","4,441","5,018","3,228","3,650"
2021,8,40,"61,679","6,501","3,609","3,316","3,968","2,809","4,106","1,066","3,356","4,162","4,879","4,722","3,073","3,137","6,435","3,692","2,848"
2021,8,50,"62,188","5,051","2,981","4,589","3,042","3,420","4,475","1,759","3,844","4,697","5,707","4,838","3,425","3,018","5,629","3,936","1,777"
2021,8,60,"57,227","4,153","2,701","4,094","2,636","3,100","3,872","1,591","3,581","4,119","5,248","5,158","3,537","3,028","5,138","3,695","1,576"
2021,8,70,"31,855","1,987",994,"2,611","1,568","2,112","2,087",834,"1,920","2,337","2,872","2,972","1,837","1,850","3,269","1,970",635
2021,8,80,"11,953",730,385,"1,031",612,879,799,355,697,927,"1,054",952,717,721,"1,198",679,217
2021,8,90,"1,506",100,64,122,70,89,89,44,91,108,141,118,76,93,171,89,41
2021,8,100,49,3,4,4,1,0,2,4,2,4,4,6,4,4,2,3,2
2021,9,총,"397,506","35,733","20,874","23,899","23,554","19,835","29,235","8,916","22,502","26,782","33,881","31,054","20,257","22,727","38,310","23,638","16,309"
2021,9,0,"26,324","3,468","1,773",809,"1,218",755,"1,742",231,"1,249","1,662","2,158","1,999","1,073","1,174","2,913","1,398","2,702"
2021,9,10,"29,325","3,519","1,925","1,372","1,359","1,033","1,523",270,"1,857","2,186","2,281","2,240","1,373","1,194","3,981","1,939","1,273"
2021,9,20,"54,112","4,147","2,756","3,167","4,187","2,816","5,050","1,549","3,115","3,446","4,513","3,747","2,516","4,071","4,483","2,996","1,553"
2021,9,30,"61,057","5,992","3,686","2,818","4,849","2,853","5,498","1,241","2,810","3,124","5,033","4,266","2,606","4,445","4,971","3,236","3,629"
2021,9,40,"61,595","6,534","3,597","3,288","3,991","2,775","4,074","1,066","3,344","4,158","4,842","4,713","3,095","3,112","6,451","3,677","2,878"
2021,9,50,"62,301","5,083","2,973","4,587","3,049","3,429","4,473","1,745","3,843","4,703","5,727","4,842","3,406","3,041","5,666","3,945","1,789"
2021,9,60,"57,306","4,160","2,718","4,081","2,641","3,097","3,867","1,583","3,581","4,118","5,245","5,184","3,541","3,034","5,175","3,698","1,583"
2021,9,70,"31,865","1,991",988,"2,608","1,572","2,103","2,112",831,"1,915","2,333","2,878","2,971","1,838","1,831","3,279","1,974",641
2021,9,80,"12,048",734,391,"1,044",617,883,805,351,696,938,"1,059",967,727,723,"1,214",683,216
2021,9,90,"1,522",101,62,121,70,91,89,45,90,110,141,119,78,98,175,89,43
2021,9,100,51,4,5,4,1,0,2,4,2,4,4,6,4,4,2,3,2
2021,10,총,"397,330","35,888","20,858","23,872","23,508","19,803","29,234","8,940","22,444","26,703","33,851","31,042","20,231","22,672","38,336","23,597","16,351"
2021,10,0,"26,201","3,477","1,765",809,"1,207",755,"1,735",237,"1,245","1,630","2,156","1,994","1,051","1,156","2,879","1,393","2,712"
2021,10,10,"29,274","3,528","1,925","1,365","1,354","1,024","1,510",271,"1,844","2,180","2,286","2,225","1,370","1,193","3,985","1,931","1,283"
2021,10,20,"53,997","4,204","2,736","3,156","4,166","2,800","5,053","1,565","3,095","3,433","4,470","3,745","2,522","4,029","4,500","2,982","1,541"
2021,10,30,"61,042","6,049","3,681","2,818","4,837","2,880","5,504","1,248","2,800","3,118","5,042","4,263","2,610","4,442","4,929","3,217","3,604"
2021,10,40,"61,442","6,549","3,599","3,276","3,977","2,730","4,062","1,057","3,334","4,129","4,820","4,688","3,063","3,113","6,471","3,663","2,911"
2021,10,50,"62,366","5,090","2,966","4,581","3,064","3,432","4,477","1,743","3,829","4,707","5,728","4,858","3,420","3,033","5,683","3,964","1,791"
2021,10,60,"57,400","4,150","2,735","4,095","2,630","3,099","3,868","1,587","3,586","4,121","5,258","5,185","3,549","3,042","5,199","3,692","1,604"
2021,10,70,"31,895","1,995",995,"2,597","1,577","2,107","2,120",823,"1,922","2,321","2,888","2,976","1,821","1,846","3,295","1,973",639
2021,10,80,"12,132",738,388,"1,052",626,887,808,361,697,954,"1,056",979,741,720,"1,217",688,220
2021,10,90,"1,529",104,63,119,69,89,94,44,90,106,143,123,80,94,176,91,44
2021,10,100,52,4,5,4,1,0,3,4,2,4,4,6,4,4,2,3,2
2021,11,총,"397,058","35,964","20,854","23,842","23,533","19,727","29,192","8,954","22,389","26,643","33,803","30,989","20,241","22,605","38,416","23,570","16,336"
2021,11,0,"26,062","3,459","1,741",813,"1,204",743,"1,714",238,"1,241","1,615","2,157","1,984","1,049","1,144","2,860","1,389","2,711"
2021,11,10,"29,264","3,562","1,935","1,354","1,353","1,011","1,500",273,"1,838","2,157","2,277","2,234","1,370","1,182","3,996","1,938","1,284"
2021,11,20,"53,866","4,223","2,725","3,162","4,159","2,805","5,031","1,587","3,068","3,440","4,437","3,697","2,538","4,025","4,474","2,965","1,530"
2021,11,30,"61,026","6,072","3,695","2,810","4,855","2,869","5,531","1,263","2,787","3,107","5,034","4,267","2,604","4,427","4,935","3,205","3,565"
2021,11,40,"61,303","6,555","3,587","3,263","3,979","2,700","4,045","1,046","3,318","4,113","4,798","4,679","3,077","3,105","6,464","3,649","2,925"
2021,11,50,"62,345","5,108","2,965","4,578","3,058","3,431","4,478","1,731","3,823","4,699","5,702","4,845","3,406","3,036","5,731","3,948","1,806"
2021,11,60,"57,484","4,149","2,750","4,080","2,643","3,094","3,859","1,593","3,589","4,126","5,283","5,196","3,551","3,030","5,232","3,706","1,603"
2021,11,70,"31,907","1,994","1,002","2,596","1,580","2,094","2,117",817,"1,923","2,314","2,900","2,978","1,812","1,836","3,304","1,991",649
2021,11,80,"12,214",735,387,"1,062",634,889,819,362,706,965,"1,058",983,748,723,"1,239",686,218
2021,11,90,"1,537",103,63,119,67,91,95,40,94,103,153,120,83,93,180,90,43
2021,11,100,50,4,4,5,1,0,3,4,2,4,4,6,3,4,1,3,2
2021,12,총,"396,754","36,049","20,827","23,802","23,529","19,667","29,212","8,958","22,337","26,631","33,775","30,894","20,222","22,540","38,456","23,506","16,349"
2021,12,0,"25,967","3,444","1,740",802,"1,182",743,"1,708",236,"1,231","1,611","2,157","1,973","1,050","1,137","2,854","1,388","2,711"
2021,12,10,"29,191","3,565","1,929","1,346","1,348",997,"1,489",274,"1,825","2,159","2,271","2,228","1,363","1,188","4,007","1,919","1,283"
2021,12,20,"53,703","4,243","2,699","3,149","4,208","2,803","5,023","1,606","3,049","3,414","4,412","3,663","2,539","3,989","4,445","2,936","1,525"
2021,12,30,"61,071","6,112","3,705","2,820","4,852","2,858","5,565","1,285","2,792","3,106","5,034","4,241","2,598","4,415","4,929","3,218","3,541"
2021,12,40,"61,183","6,556","3,569","3,235","3,955","2,684","4,042","1,038","3,298","4,128","4,784","4,686","3,054","3,106","6,481","3,624","2,943"
2021,12,50,"62,294","5,120","2,970","4,574","3,074","3,406","4,474","1,717","3,812","4,677","5,708","4,837","3,394","3,035","5,757","3,930","1,809"
2021,12,60,"57,489","4,154","2,759","4,080","2,620","3,106","3,871","1,585","3,590","4,137","5,281","5,155","3,566","3,019","5,245","3,706","1,615"
2021,12,70,"31,972","2,000","1,002","2,595","1,580","2,093","2,123",813,"1,931","2,316","2,911","2,989","1,820","1,823","3,311","2,002",663
2021,12,80,"12,288",745,387,"1,077",640,887,816,361,713,971,"1,067",987,750,734,"1,244",691,218
2021,12,90,"1,554",106,64,121,69,90,98,39,94,108,146,129,86,93,182,90,39
2021,12,100,42,4,3,3,1,0,3,4,2,4,4,6,2,1,1,2,2
