년도,월,나이,인천광역시 남동구,인천광역시 남동구 구월1동,인천광역시 남동구 구월2동,인천광역시 남동구 구월3동,인천광역시 남동구 구월4동,인천광역시 남동구 간석1동,인천광역시 남동구 간석2동,인천광역시 남동구 간석3동,인천광역시 남동구 간석4동,인천광역시 남동구 만수1동,인천광역시 남동구 만수2동,인천광역시 남동구 만수3동,인천광역시 남동구 만수4동,인천광역시 남동구 만수5동,인천광역시 남동구 만수6동,인천광역시 남동구 장수서창동,인천광역시 남동구 서창2동,인천광역시 남동구 남촌도림동,인천광역시 남동구 논현1동,인천광역시 남동구 논현2동,인천광역시 남동구 논현고잔동
2021,5,50,"44,057","2,417","2,863","2,232","1,462","1,877","1,919","2,608","2,541","1,642","2,057","1,555","1,790","1,476","2,289","1,660","2,367","2,168","2,797","2,811","3,526"
2021,5,60,"33,001","1,813","2,006","1,468","1,145","1,525","1,469","2,048","2,078","1,371","1,654","1,250","1,495","1,298","1,820","1,477","2,005","1,635","1,764","1,805","1,875"
2021,5,70,"14,112",737,833,620,552,788,705,906,887,607,750,543,664,643,712,570,794,661,671,831,638
2021,5,80,"4,422",207,239,191,187,249,204,313,267,234,206,141,191,213,249,196,173,220,224,305,213
2021,5,90,385,19,19,19,10,14,31,29,25,20,18,12,18,13,27,17,8,21,23,25,17
2021,5,100,14,0,2,0,0,0,0,3,2,0,1,0,2,0,0,0,1,0,0,3,0
2021,6,총,"258,876","15,462","17,571","14,852","7,464","10,819","11,021","13,866","14,456","8,468","12,002","8,958","10,387","7,684","11,988","9,991","19,715","10,798","16,248","16,643","20,483"
2021,6,0,"20,465","1,570","1,860",861,323,576,789,757,883,421,848,660,710,314,717,772,"2,979",637,"1,384","1,244","2,160"
2021,6,10,"25,203","1,482","2,248",938,543,810,"1,087","1,045","1,171",554,"1,225",824,994,491,"1,143","1,138","2,030",998,"1,847","1,708","2,927"
2021,6,20,"36,071","2,057","2,243","2,859","1,104","1,607","1,508","2,040","2,129","1,187","1,703","1,314","1,489","1,135","1,809","1,276","1,849","1,551","2,232","2,504","2,475"
2021,6,30,"36,362","2,226","2,061","3,085",922,"1,661","1,354","1,900","2,131","1,183","1,480","1,169","1,445","1,019","1,472","1,182","3,497","1,199","2,348","2,547","2,481"
2021,6,40,"44,617","2,912","3,181","2,564","1,219","1,737","1,943","2,232","2,329","1,227","2,054","1,487","1,584","1,091","1,739","1,707","3,993","1,712","2,923","2,842","4,141"
2021,6,50,"43,904","2,417","2,854","2,231","1,452","1,855","1,935","2,587","2,524","1,643","2,057","1,548","1,782","1,458","2,289","1,635","2,353","2,142","2,790","2,807","3,545"
2021,6,60,"33,267","1,824","2,020","1,481","1,152","1,528","1,462","2,056","2,106","1,386","1,657","1,264","1,508","1,310","1,829","1,489","2,038","1,651","1,800","1,826","1,880"
2021,6,70,"14,134",746,840,620,553,782,707,903,886,612,751,541,661,641,713,578,789,667,672,827,645
2021,6,80,"4,458",210,243,193,186,249,205,315,271,236,208,139,194,212,251,197,177,221,228,309,214
2021,6,90,382,18,19,20,10,14,31,28,25,19,18,12,18,13,26,17,9,20,24,26,15
2021,6,100,13,0,2,0,0,0,0,3,1,0,1,0,2,0,0,0,1,0,0,3,0
2021,7,총,"258,582","15,408","17,546","14,908","7,428","10,767","11,037","13,846","14,453","8,433","12,008","8,936","10,368","7,687","11,959","9,964","19,712","10,776","16,242","16,657","20,447"
2021,7,0,"20,312","1,559","1,854",858,311,571,790,736,878,414,842,654,709,313,718,757,"2,956",636,"1,378","1,227","2,151"
2021,7,10,"25,186","1,470","2,247",936,545,815,"1,088","1,050","1,171",549,"1,235",812,982,489,"1,129","1,142","2,049",990,"1,838","1,706","2,943"
2021,7,20,"35,934","2,052","2,229","2,871","1,100","1,593","1,507","2,024","2,120","1,173","1,704","1,316","1,481","1,128","1,797","1,274","1,842","1,541","2,229","2,497","2,456"
2021,7,30,"36,197","2,213","2,044","3,103",915,"1,662","1,369","1,905","2,108","1,183","1,457","1,160","1,444","1,018","1,457","1,160","3,460","1,195","2,333","2,564","2,447"
2021,7,40,"44,567","2,908","3,187","2,591","1,193","1,714","1,924","2,231","2,341","1,223","2,064","1,478","1,588","1,093","1,725","1,709","4,009","1,702","2,914","2,839","4,134"
2021,7,50,"43,870","2,382","2,841","2,236","1,452","1,858","1,937","2,578","2,520","1,623","2,063","1,556","1,768","1,460","2,284","1,635","2,356","2,143","2,819","2,807","3,552"
2021,7,60,"33,480","1,845","2,038","1,484","1,167","1,508","1,477","2,069","2,124","1,398","1,664","1,268","1,520","1,320","1,854","1,490","2,053","1,661","1,806","1,843","1,891"
2021,7,70,"14,147",750,838,613,552,776,704,907,894,615,750,541,658,643,715,579,798,665,675,831,643
2021,7,80,"4,499",209,247,198,184,258,210,316,270,236,210,138,198,210,256,201,179,224,228,314,213
2021,7,90,377,20,19,18,9,12,31,27,26,19,18,13,18,13,24,17,9,19,22,26,17
2021,7,100,13,0,2,0,0,0,0,3,1,0,1,0,2,0,0,0,1,0,0,3,0
2021,8,총,"258,080","15,363","17,524","14,919","7,411","10,671","11,046","13,843","14,374","8,410","11,975","8,944","10,342","7,657","11,900","9,957","19,638","10,779","16,257","16,632","20,438"
2021,8,0,"20,148","1,540","1,841",849,317,558,783,742,865,414,830,653,696,309,705,752,"2,926",634,"1,366","1,226","2,142"
2021,8,10,"25,133","1,475","2,249",930,536,803,"1,087","1,052","1,158",549,"1,230",815,971,489,"1,118","1,144","2,062",984,"1,839","1,709","2,933"
2021,8,20,"35,782","2,044","2,228","2,864","1,095","1,593","1,498","2,007","2,107","1,150","1,701","1,322","1,486","1,116","1,782","1,260","1,822","1,548","2,229","2,489","2,441"
2021,8,30,"35,953","2,187","2,034","3,110",902,"1,636","1,367","1,905","2,090","1,194","1,442","1,141","1,426","1,013","1,445","1,155","3,417","1,177","2,330","2,536","2,446"
2021,8,40,"44,408","2,898","3,188","2,592","1,190","1,689","1,919","2,217","2,315","1,215","2,060","1,476","1,581","1,083","1,708","1,702","4,018","1,706","2,914","2,817","4,120"
2021,8,50,"43,888","2,373","2,831","2,239","1,451","1,830","1,953","2,585","2,530","1,619","2,058","1,557","1,781","1,457","2,289","1,643","2,349","2,137","2,818","2,818","3,570"
2021,8,60,"33,685","1,861","2,046","1,504","1,178","1,518","1,489","2,084","2,121","1,398","1,675","1,282","1,525","1,319","1,864","1,497","2,052","1,681","1,837","1,854","1,900"
2021,8,70,"14,173",752,844,615,550,773,708,905,890,615,748,546,661,646,707,581,803,667,673,837,652
2021,8,80,"4,518",211,243,199,183,258,209,318,273,238,210,138,195,211,259,205,179,226,229,316,218
2021,8,90,380,22,18,17,9,13,33,25,25,18,20,14,18,14,23,18,9,19,22,27,16
2021,8,100,12,0,2,0,0,0,0,3,0,0,1,0,2,0,0,0,1,0,0,3,0
2021,9,총,"257,803","15,343","17,483","14,931","7,402","10,649","11,015","13,804","14,354","8,408","11,958","8,968","10,306","7,632","11,869","9,950","19,650","10,815","16,230","16,613","20,423"
2021,9,0,"20,004","1,543","1,824",838,312,556,776,735,855,410,830,654,694,305,705,753,"2,882",636,"1,356","1,217","2,123"
2021,9,10,"25,063","1,472","2,242",931,534,801,"1,075","1,039","1,150",542,"1,219",813,957,484,"1,104","1,147","2,089",984,"1,833","1,706","2,941"
2021,9,20,"35,745","2,031","2,242","2,895","1,092","1,575","1,504","2,004","2,112","1,156","1,694","1,321","1,482","1,116","1,766","1,250","1,821","1,551","2,219","2,474","2,440"
2021,9,30,"35,842","2,163","2,006","3,106",908,"1,656","1,349","1,902","2,086","1,191","1,442","1,144","1,422","1,004","1,441","1,153","3,389","1,188","2,329","2,546","2,417"
2021,9,40,"44,370","2,914","3,169","2,596","1,177","1,687","1,912","2,208","2,304","1,220","2,053","1,491","1,577","1,072","1,709","1,698","4,042","1,708","2,916","2,800","4,117"
2021,9,50,"43,836","2,361","2,833","2,231","1,459","1,812","1,956","2,574","2,538","1,612","2,065","1,542","1,774","1,448","2,275","1,638","2,365","2,140","2,804","2,820","3,589"
2021,9,60,"33,800","1,873","2,057","1,502","1,179","1,520","1,491","2,085","2,112","1,409","1,670","1,301","1,523","1,330","1,872","1,506","2,065","1,689","1,843","1,868","1,905"
2021,9,70,"14,191",755,845,611,549,770,708,906,897,611,753,547,659,645,710,581,804,673,676,831,660
2021,9,80,"4,555",211,245,203,183,259,211,322,275,239,211,141,199,214,264,204,183,225,232,322,212
2021,9,90,386,20,18,18,9,13,33,26,25,18,20,14,17,14,23,20,9,21,22,27,19
2021,9,100,11,0,2,0,0,0,0,3,0,0,1,0,2,0,0,0,1,0,0,2,0
2021,10,총,"257,616","15,318","17,470","14,968","7,366","10,606","10,969","13,759","14,401","8,411","11,955","8,970","10,301","7,624","11,833","9,919","19,640","10,838","16,204","16,634","20,430"
2021,10,0,"19,895","1,533","1,809",841,302,546,764,733,860,405,833,661,694,303,692,742,"2,865",636,"1,356","1,215","2,105"
2021,10,10,"24,937","1,482","2,240",928,521,794,"1,062","1,019","1,145",537,"1,207",803,957,483,"1,093","1,135","2,106",977,"1,822","1,690","2,936"
2021,10,20,"35,679","2,018","2,247","2,878","1,090","1,578","1,490","2,001","2,120","1,167","1,686","1,323","1,468","1,109","1,748","1,243","1,805","1,558","2,217","2,489","2,444"
2021,10,30,"35,792","2,125","2,004","3,123",899,"1,650","1,362","1,891","2,092","1,175","1,454","1,147","1,419","1,007","1,451","1,151","3,369","1,204","2,306","2,556","2,407"
2021,10,40,"44,254","2,932","3,172","2,607","1,167","1,662","1,895","2,178","2,305","1,226","2,047","1,487","1,580","1,066","1,693","1,698","4,057","1,697","2,906","2,785","4,094"
2021,10,50,"43,901","2,348","2,819","2,240","1,466","1,814","1,952","2,577","2,559","1,610","2,066","1,541","1,776","1,449","2,279","1,636","2,364","2,140","2,810","2,837","3,618"
2021,10,60,"33,969","1,892","2,073","1,520","1,176","1,526","1,493","2,093","2,116","1,415","1,669","1,311","1,531","1,332","1,875","1,507","2,077","1,699","1,858","1,878","1,928"
2021,10,70,"14,211",751,836,613,552,759,707,913,904,617,758,545,657,650,714,582,801,676,676,837,663
2021,10,80,"4,582",218,250,202,183,264,212,326,272,241,214,138,200,211,266,207,185,231,230,317,215
2021,10,90,385,19,18,16,10,13,32,25,28,18,20,14,17,14,22,18,10,20,23,28,20
2021,10,100,11,0,2,0,0,0,0,3,0,0,1,0,2,0,0,0,1,0,0,2,0
2021,11,총,"257,523","15,301","17,453","14,981","7,381","10,525","10,955","13,774","14,461","8,400","11,938","8,977","10,280","7,603","11,816","9,924","19,630","10,852","16,152","16,683","20,437"
2021,11,0,"19,764","1,511","1,783",826,299,531,762,740,859,397,831,661,694,296,684,745,"2,846",631,"1,357","1,223","2,088"
2021,11,10,"24,936","1,487","2,253",926,517,781,"1,060","1,018","1,151",533,"1,200",808,955,478,"1,096","1,134","2,118",978,"1,820","1,689","2,934"
2021,11,20,"35,603","2,011","2,245","2,888","1,087","1,571","1,479","1,997","2,134","1,162","1,682","1,321","1,460","1,108","1,734","1,241","1,777","1,553","2,185","2,508","2,460"
2021,11,30,"35,723","2,117","1,988","3,114",906,"1,643","1,368","1,897","2,101","1,175","1,450","1,142","1,408","1,003","1,446","1,149","3,372","1,216","2,276","2,556","2,396"
2021,11,40,"44,226","2,926","3,178","2,621","1,167","1,644","1,885","2,183","2,309","1,225","2,047","1,490","1,584","1,057","1,685","1,691","4,063","1,689","2,909","2,776","4,097"
2021,11,50,"43,913","2,353","2,821","2,246","1,481","1,795","1,953","2,567","2,574","1,607","2,060","1,542","1,771","1,443","2,292","1,642","2,357","2,141","2,810","2,839","3,619"
2021,11,60,"34,114","1,903","2,086","1,523","1,179","1,533","1,497","2,106","2,116","1,417","1,676","1,311","1,537","1,340","1,869","1,511","2,089","1,711","1,864","1,896","1,950"
2021,11,70,"14,238",751,829,617,552,752,709,916,910,627,754,546,655,653,716,584,809,679,677,846,656
2021,11,80,"4,598",221,249,205,184,260,210,321,276,239,218,142,196,211,271,210,186,232,232,318,217
2021,11,90,398,21,19,15,9,15,32,26,31,18,20,14,18,14,23,17,12,22,22,30,20
2021,11,100,10,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,2,0
2021,12,총,"257,468","15,295","17,473","15,049","7,391","10,457","10,963","13,738","14,529","8,359","11,903","8,959","10,283","7,624","11,809","9,921","19,636","10,822","16,151","16,670","20,436"
2021,12,0,"19,613","1,511","1,759",822,295,530,761,737,851,396,818,657,686,293,671,736,"2,838",614,"1,353","1,204","2,081"
2021,12,10,"24,923","1,481","2,261",932,519,776,"1,057","1,012","1,155",520,"1,188",806,961,479,"1,104","1,139","2,118",977,"1,817","1,685","2,936"
2021,12,20,"35,526","1,997","2,258","2,887","1,080","1,540","1,478","1,993","2,160","1,154","1,676","1,308","1,453","1,111","1,720","1,240","1,764","1,550","2,180","2,500","2,477"
2021,12,30,"35,645","2,117","1,982","3,135",908,"1,632","1,376","1,888","2,107","1,172","1,450","1,141","1,418","1,004","1,441","1,131","3,342","1,229","2,266","2,547","2,359"
2021,12,40,"44,284","2,933","3,181","2,639","1,178","1,645","1,878","2,177","2,321","1,211","2,038","1,491","1,583","1,068","1,700","1,686","4,101","1,670","2,901","2,790","4,093"
2021,12,50,"43,945","2,339","2,846","2,251","1,477","1,781","1,964","2,567","2,589","1,605","2,063","1,537","1,771","1,448","2,283","1,655","2,355","2,140","2,819","2,838","3,617"
2021,12,60,"34,212","1,920","2,080","1,539","1,186","1,525","1,495","2,098","2,128","1,411","1,680","1,317","1,537","1,331","1,872","1,518","2,100","1,706","1,880","1,915","1,974"
2021,12,70,"14,265",749,836,622,552,748,705,916,914,631,749,549,656,664,715,586,813,678,678,843,661
2021,12,80,"4,647",227,251,205,187,265,217,323,272,241,220,141,198,212,279,213,191,236,235,316,218
2021,12,90,399,21,17,17,9,15,32,25,32,18,21,12,18,14,24,17,13,22,22,30,20
2021,12,100,9,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,2,0
