년도,월,나이,성동구,왕십리제2동,왕십리도선동,마장동,사근동,행당제1동,행당제2동,응봉동,금호1가동,금호2.3가동,금호4가동,옥수동,성수1가제1동,성수1가제2동,성수2가제1동,성수2가제3동,송정동,용답동
2021,8,총,"140,517","8,040","12,658","11,100","6,137","6,720","10,997","7,382","7,345","10,874","6,877","12,142","8,338","6,289","8,410","5,536","5,571","6,101"
2021,8,0,"10,009",605,"1,183",591,212,477,846,586,631,890,681,"1,241",545,363,409,290,262,197
2021,8,10,"9,581",597,805,789,334,483,929,790,554,692,482,847,565,422,441,263,297,291
2021,8,20,"21,794","1,147","1,965","2,154","2,571","1,082","1,381",854,874,"1,404",735,"1,280","1,353",996,"1,174",935,864,"1,025"
2021,8,30,"23,232","1,441","2,123","1,664",869,"1,101","1,684","1,064","1,199","1,970","1,225","2,199","1,409","1,143","1,381",987,879,894
2021,8,40,"21,928","1,246","1,998","1,488",598,"1,044","1,880","1,365","1,286","1,793","1,271","2,195","1,171",946,"1,155",739,833,920
2021,8,50,"23,038","1,288","2,069","1,781",631,"1,077","1,912","1,207","1,127","1,722","1,028","1,766","1,557","1,023","1,618",948,"1,046","1,238"
2021,8,60,"18,304","1,031","1,512","1,533",465,847,"1,314",796,984,"1,395",839,"1,522","1,143",840,"1,445",820,910,908
2021,8,70,"8,979",486,713,773,312,434,749,490,491,720,445,751,432,419,572,387,351,454
2021,8,80,"3,334",182,268,301,130,156,281,211,183,256,154,306,147,126,203,146,117,167
2021,8,90,289,16,22,24,10,18,20,17,16,29,15,32,14,10,10,18,11,7
2021,8,100,29,1,0,2,5,1,1,2,0,3,2,3,2,1,2,3,1,0
2021,9,총,"140,290","8,026","12,630","11,096","6,180","6,720","10,987","7,379","7,307","10,846","6,855","12,156","8,299","6,255","8,365","5,500","5,576","6,113"
2021,9,0,"9,961",612,"1,175",585,209,472,845,579,627,882,679,"1,244",538,362,409,288,261,194
2021,9,10,"9,549",584,803,786,343,482,923,798,550,683,475,840,560,427,439,268,294,294
2021,9,20,"21,737","1,148","1,952","2,168","2,592","1,080","1,373",857,857,"1,401",739,"1,281","1,325",979,"1,162",918,873,"1,032"
2021,9,30,"23,177","1,439","2,108","1,655",881,"1,112","1,681","1,058","1,191","1,968","1,208","2,191","1,422","1,137","1,366",985,878,897
2021,9,40,"21,871","1,240","1,999","1,485",602,"1,041","1,875","1,361","1,282","1,789","1,271","2,195","1,158",942,"1,155",730,830,916
2021,9,50,"22,969","1,295","2,061","1,773",628,"1,070","1,907","1,207","1,124","1,721","1,023","1,777","1,550","1,012","1,604",937,"1,044","1,236"
2021,9,60,"18,377","1,024","1,525","1,538",468,855,"1,327",802,985,"1,393",841,"1,536","1,154",835,"1,440",822,916,916
2021,9,70,"8,976",483,715,777,310,435,753,489,489,718,449,750,428,419,570,385,352,454
2021,9,80,"3,356",184,270,302,132,155,282,209,186,260,152,307,149,131,208,146,116,167
2021,9,90,288,16,22,25,10,17,20,17,16,28,16,32,13,10,10,18,11,7
2021,9,100,29,1,0,2,5,1,1,2,0,3,2,3,2,1,2,3,1,0
2021,10,총,"139,958","7,978","12,597","11,079","6,195","6,717","10,958","7,354","7,296","10,820","6,847","12,146","8,278","6,242","8,324","5,481","5,553","6,093"
2021,10,0,"9,910",601,"1,168",582,210,474,851,577,621,878,670,"1,237",545,358,398,289,257,194
2021,10,10,"9,480",575,805,775,332,472,912,791,553,678,482,839,554,424,437,267,295,289
2021,10,20,"21,609","1,137","1,929","2,164","2,600","1,075","1,359",849,854,"1,392",727,"1,275","1,311",979,"1,159",907,865,"1,027"
2021,10,30,"23,162","1,434","2,102","1,659",896,"1,118","1,678","1,061","1,192","1,962","1,196","2,189","1,424","1,140","1,361",974,876,900
2021,10,40,"21,791","1,240","1,975","1,484",601,"1,032","1,856","1,359","1,285","1,783","1,283","2,189","1,150",936,"1,148",726,824,920
2021,10,50,"22,970","1,292","2,077","1,774",631,"1,073","1,919","1,210","1,117","1,727","1,025","1,776","1,542","1,015","1,585",937,"1,040","1,230"
2021,10,60,"18,385","1,016","1,534","1,537",467,862,"1,328",800,986,"1,395",843,"1,543","1,158",828,"1,448",824,916,900
2021,10,70,"8,967",481,714,773,308,435,755,482,488,714,450,754,432,418,567,389,352,455
2021,10,80,"3,374",185,272,305,136,156,279,208,184,261,154,309,148,133,209,148,116,171
2021,10,90,287,16,21,26,11,19,20,16,16,27,15,32,12,10,10,18,11,7
2021,10,100,23,1,0,0,3,1,1,1,0,3,2,3,2,1,2,2,1,0
2021,11,총,"139,709","7,970","12,555","11,060","6,198","6,708","10,935","7,362","7,276","10,829","6,823","12,107","8,284","6,228","8,290","5,449","5,554","6,081"
2021,11,0,"9,864",598,"1,157",578,211,477,850,583,618,876,669,"1,233",548,354,385,287,254,186
2021,11,10,"9,462",578,806,770,320,468,907,795,553,677,475,851,555,420,434,261,300,292
2021,11,20,"21,509","1,128","1,905","2,151","2,622","1,077","1,356",847,845,"1,395",718,"1,261","1,306",982,"1,147",895,862,"1,012"
2021,11,30,"23,087","1,438","2,093","1,660",895,"1,116","1,664","1,063","1,193","1,952","1,188","2,165","1,422","1,136","1,365",966,869,902
2021,11,40,"21,764","1,240","1,980","1,479",599,"1,026","1,843","1,350","1,281","1,802","1,276","2,183","1,155",937,"1,144",722,830,917
2021,11,50,"22,929","1,283","2,074","1,778",631,"1,077","1,921","1,212","1,111","1,718","1,035","1,767","1,537","1,007","1,581",927,"1,037","1,233"
2021,11,60,"18,441","1,018","1,532","1,540",467,862,"1,341",807,988,"1,406",839,"1,549","1,162",832,"1,442",830,918,908
2021,11,70,"8,944",480,708,771,305,428,752,480,484,713,455,751,435,418,570,392,351,451
2021,11,80,"3,399",189,279,306,137,157,280,206,186,259,152,314,149,132,210,148,121,174
2021,11,90,292,17,21,27,11,19,20,19,17,28,14,30,13,10,10,19,11,6
2021,11,100,18,1,0,0,0,1,1,0,0,3,2,3,2,0,2,2,1,0
2021,12,총,"139,380","7,964","12,552","11,039","6,154","6,688","10,907","7,352","7,260","10,824","6,803","12,119","8,249","6,201","8,263","5,407","5,551","6,047"
2021,12,0,"9,797",600,"1,150",578,206,473,847,579,604,869,663,"1,244",544,351,373,279,253,184
2021,12,10,"9,436",582,809,764,303,465,900,796,565,673,472,851,553,422,428,264,299,290
2021,12,20,"21,395","1,113","1,897","2,150","2,603","1,066","1,364",849,841,"1,400",711,"1,261","1,298",961,"1,137",880,858,"1,006"
2021,12,30,"23,032","1,433","2,091","1,665",893,"1,122","1,655","1,057","1,170","1,951","1,188","2,154","1,422","1,138","1,368",947,876,902
2021,12,40,"21,733","1,240","1,988","1,475",597,"1,014","1,815","1,343","1,285","1,805","1,277","2,193","1,146",941,"1,145",727,830,912
2021,12,50,"22,846","1,279","2,066","1,759",632,"1,078","1,929","1,211","1,119","1,715","1,023","1,768","1,533",995,"1,583",913,"1,030","1,213"
2021,12,60,"18,458","1,021","1,534","1,541",470,858,"1,345",809,984,"1,410",848,"1,544","1,161",835,"1,437",839,914,908
2021,12,70,"8,951",489,708,779,301,434,748,480,487,714,452,756,427,417,568,386,357,448
2021,12,80,"3,419",190,287,300,138,158,282,209,188,256,153,313,150,132,212,152,121,178
2021,12,90,299,17,22,28,11,19,21,19,17,30,14,32,13,9,10,19,12,6
2021,12,100,14,0,0,0,0,1,1,0,0,1,2,3,2,0,2,1,1,0
