년도,월,나이,광명시,광명1동,광명2동,광명3동,광명4동,광명5동,광명6동,광명7동,철산1동,철산2동,철산3동,철산4동,하안1동,하안2동,하안3동,하안4동,소하1동,소하2동,학온동,일직동
2021,7,0,"11,451",0,66,167,327,431,362,765,446,106,"1,542",523,"1,120",472,759,489,"1,474","2,371",31,
2021,7,10,"15,442",3,139,314,458,637,585,914,720,228,"2,271",614,"1,623",518,918,702,"2,193","2,549",56,
2021,7,20,"19,533",5,216,653,926,999,658,"1,452",777,509,"2,239",885,"1,688",866,"1,215",834,"1,890","3,610",111,
2021,7,30,"20,576",14,222,653,995,872,615,"1,591",735,496,"1,918","1,148","1,471","1,311","1,417","1,027","1,837","4,130",124,
2021,7,40,"24,988",16,251,682,975,"1,162",872,"1,682",929,509,"3,053","1,130","2,360","1,165","1,631","1,054","2,918","4,459",140,
2021,7,50,"24,484",37,301,877,"1,188","1,180",893,"1,676",903,778,"2,860","1,097","2,264","1,019","1,608","1,000","2,431","4,120",252,
2021,7,60,"18,529",22,292,796,"1,155","1,075",750,"1,490",597,581,"2,027",766,"1,604",714,"1,184",583,"1,803","2,785",305,
2021,7,70,"7,976",8,163,414,558,519,359,656,238,215,794,354,626,323,542,219,739,"1,125",124,
2021,7,80,"2,562",1,45,138,154,163,110,193,77,88,274,79,172,134,248,90,198,322,76,
2021,7,90,232,1,6,6,12,14,6,17,6,7,23,3,19,17,27,6,23,34,5,
2021,7,100,8,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,2,0,
2021,8,총,"145,603",100,"1,683","4,733","6,724","7,018","5,208","10,507","5,434","3,317","17,038","6,609","12,948","6,531","9,515","6,022","15,493","25,505","1,218",
2021,8,0,"11,386",0,64,165,323,429,364,770,445,97,"1,522",526,"1,115",463,748,490,"1,466","2,367",32,
2021,8,10,"15,412",3,139,326,455,630,583,917,717,210,"2,281",597,"1,629",514,922,696,"2,196","2,542",55,
2021,8,20,"19,439",5,209,647,912,980,655,"1,460",781,478,"2,241",889,"1,677",870,"1,203",838,"1,876","3,606",112,
2021,8,30,"20,595",12,217,662,"1,000",866,605,"1,627",741,469,"1,928","1,154","1,472","1,313","1,401","1,032","1,838","4,136",122,
2021,8,40,"24,891",14,248,686,966,"1,160",872,"1,686",920,466,"3,056","1,132","2,367","1,148","1,631","1,055","2,911","4,435",138,
2021,8,50,"24,455",34,297,877,"1,181","1,174",892,"1,680",907,746,"2,877","1,092","2,259","1,022","1,606","1,000","2,429","4,131",251,
2021,8,60,"18,615",22,294,807,"1,164","1,079",759,"1,492",600,557,"2,038",778,"1,605",723,"1,186",593,"1,808","2,806",304,
2021,8,70,"7,988",8,163,419,561,522,358,665,239,207,790,358,629,324,542,222,744,"1,114",123,
2021,8,80,"2,584",1,47,138,150,164,114,191,78,80,281,78,176,137,248,90,202,333,76,
2021,8,90,230,1,5,4,12,14,6,19,6,7,23,3,19,17,27,6,23,33,5,
2021,8,100,8,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,2,0,
2021,9,총,"145,398",93,"1,660","4,763","6,686","6,994","5,205","10,525","5,433","3,111","17,062","6,599","12,974","6,537","9,516","6,009","15,485","25,543","1,203",
2021,9,0,"11,328",0,64,168,309,425,369,772,442,92,"1,510",519,"1,104",460,749,485,"1,460","2,370",30,
2021,9,10,"15,387",3,136,330,461,630,584,915,716,192,"2,277",598,"1,633",515,924,691,"2,189","2,540",53,
2021,9,20,"19,371",4,205,648,899,973,649,"1,457",777,450,"2,251",886,"1,681",867,"1,203",835,"1,878","3,598",110,
2021,9,30,"20,563",11,214,673,988,870,603,"1,631",741,438,"1,924","1,153","1,476","1,319","1,400","1,035","1,826","4,143",118,
2021,9,40,"24,759",14,244,680,965,"1,150",867,"1,682",919,428,"3,048","1,117","2,357","1,143","1,624","1,044","2,896","4,444",137,
2021,9,50,"24,491",32,290,890,"1,168","1,166",890,"1,692",908,706,"2,900","1,106","2,266","1,026","1,613","1,002","2,442","4,146",248,
2021,9,60,"18,655",20,296,808,"1,169","1,080",761,"1,500",603,524,"2,051",773,"1,622",724,"1,188",598,"1,819","2,817",302,
2021,9,70,"8,010",7,160,418,564,519,364,667,240,198,794,362,639,329,536,222,747,"1,120",124,
2021,9,80,"2,594",1,46,142,152,166,111,191,81,76,283,80,178,137,250,91,204,329,76,
2021,9,90,231,1,5,4,11,14,7,18,6,7,23,3,18,17,28,6,24,34,5,
2021,9,100,9,0,0,2,0,1,0,0,0,0,1,2,0,0,1,0,0,2,0,
2021,10,총,"145,171",86,"1,657","4,780","6,647","6,948","5,204","10,533","5,411","3,054","17,076","6,587","12,942","6,537","9,501","6,002","15,470","25,538","1,198",
2021,10,0,"11,258",0,61,170,302,426,367,781,435,88,"1,505",518,"1,094",461,735,475,"1,446","2,365",29,
2021,10,10,"15,347",3,140,335,454,625,580,906,707,190,"2,286",595,"1,617",513,917,686,"2,188","2,549",56,
2021,10,20,"19,299",4,202,640,897,958,642,"1,455",777,441,"2,249",894,"1,671",864,"1,208",835,"1,873","3,580",109,
2021,10,30,"20,551",11,212,683,972,862,610,"1,632",737,435,"1,911","1,155","1,485","1,325","1,393","1,042","1,826","4,142",118,
2021,10,40,"24,680",12,246,684,968,"1,141",868,"1,679",918,419,"3,043","1,108","2,345","1,134","1,627","1,028","2,892","4,429",139,
2021,10,50,"24,458",30,291,888,"1,156","1,160",895,"1,690",904,684,"2,921","1,094","2,267","1,032","1,610","1,011","2,439","4,147",239,
2021,10,60,"18,730",19,291,813,"1,171","1,076",761,"1,512",610,520,"2,059",780,"1,631",721,"1,194",599,"1,826","2,841",306,
2021,10,70,"7,986",5,164,414,563,521,363,664,235,193,789,357,636,333,536,227,751,"1,113",122,
2021,10,80,"2,616",1,46,148,151,164,111,195,82,77,289,80,178,136,254,93,203,333,75,
2021,10,90,237,1,4,4,13,14,7,19,6,7,23,4,18,18,25,6,26,37,5,
2021,10,100,9,0,0,1,0,1,0,0,0,0,1,2,0,0,2,0,0,2,0,
2021,11,총,"144,827",83,"1,638","4,809","6,608","6,850","5,194","10,554","5,417","3,026","17,067","6,556","12,944","6,528","9,475","5,997","15,435","14,408","1,189","11,049"
2021,11,0,"11,166",0,63,169,295,421,362,775,426,86,"1,489",516,"1,092",457,729,478,"1,428",946,28,"1,406"
2021,11,10,"15,301",3,119,342,453,615,583,905,711,189,"2,296",590,"1,609",508,914,681,"2,186","1,543",56,998
2021,11,20,"19,250",4,201,640,894,939,635,"1,457",773,438,"2,252",882,"1,671",864,"1,212",840,"1,870","2,021",110,"1,547"
2021,11,30,"20,440",10,215,685,970,843,610,"1,625",749,429,"1,904","1,160","1,487","1,315","1,377","1,042","1,800","1,829",116,"2,274"
2021,11,40,"24,589",11,245,689,955,"1,127",866,"1,681",909,421,"3,029","1,101","2,345","1,137","1,622","1,018","2,881","2,273",138,"2,141"
2021,11,50,"24,453",30,293,896,"1,148","1,138",886,"1,699",915,665,"2,933","1,090","2,271","1,033","1,617","1,010","2,447","2,523",237,"1,622"
2021,11,60,"18,767",17,290,822,"1,168","1,069",771,"1,524",613,522,"2,061",776,"1,639",719,"1,197",601,"1,830","2,016",302,830
2021,11,70,"7,974",6,160,411,560,520,362,674,234,187,792,356,628,338,529,228,756,931,122,180
2021,11,80,"2,642",1,48,150,152,166,112,195,81,82,289,79,184,139,251,93,209,296,75,40
2021,11,90,237,1,4,4,13,12,7,19,6,7,21,4,18,18,25,6,28,28,5,11
2021,11,100,8,0,0,1,0,0,0,0,0,0,1,2,0,0,2,0,0,2,0,0
2021,12,총,"144,384",82,"1,618","4,808","6,546","6,658","5,174","10,556","5,410","3,048","17,075","6,543","12,945","6,515","9,459","5,981","15,424","14,350","1,186","11,006"
2021,12,0,"11,124",0,62,169,300,416,358,785,421,86,"1,484",517,"1,084",454,732,476,"1,420",934,28,"1,398"
2021,12,10,"15,223",3,109,337,438,596,578,895,711,191,"2,307",585,"1,614",501,903,675,"2,184","1,543",57,996
2021,12,20,"19,149",4,201,644,882,909,627,"1,445",769,448,"2,257",877,"1,674",858,"1,206",841,"1,871","1,996",113,"1,527"
2021,12,30,"20,343",10,217,678,957,829,613,"1,632",755,427,"1,885","1,160","1,480","1,303","1,370","1,033","1,787","1,825",120,"2,262"
2021,12,40,"24,549",10,241,688,947,"1,105",852,"1,684",903,429,"3,029","1,099","2,349","1,156","1,622","1,025","2,872","2,266",134,"2,138"
2021,12,50,"24,371",30,294,893,"1,140","1,096",890,"1,695",914,664,"2,930","1,083","2,263","1,029","1,622",998,"2,456","2,513",238,"1,623"
2021,12,60,"18,745",17,284,829,"1,154","1,029",770,"1,530",620,523,"2,069",779,"1,640",717,"1,194",607,"1,839","2,019",296,829
2021,12,70,"7,986",6,160,409,561,501,366,678,232,191,806,356,639,337,533,227,756,925,120,183
2021,12,80,"2,656",1,46,156,154,166,114,194,80,82,286,81,184,142,251,93,212,299,75,40
2021,12,90,229,1,4,4,13,11,6,18,5,7,21,4,18,18,24,6,27,28,5,9
2021,12,100,9,0,0,1,0,0,0,0,0,0,1,2,0,0,2,0,0,2,0,1
