년도,월,나이,수원시,장안구,파장동,율천동,정자1동,정자2동,정자3동,영화동,송죽동,조원1동,조원2동,연무동,권선구,세류1동,세류2동,세류3동,평동,서둔동,구운동,금곡동,호매실동,권선1동,권선2동,곡선동,입북동,팔달구,매교동,매산동,고등동,화서1동,화서2동,지동,우만1동,우만2동,인계동,행궁동,영통구,매탄1동,매탄2동,매탄3동,매탄4동,원천동,영통1동,영통2동,영통3동,망포1동,망포2동,광교1동,광교2동
2020,7,20,"187,083","44,152","3,426","10,080","4,194","4,380","6,268","2,713","3,078","4,419","3,016","2,578","54,952","1,543","3,594","2,809","6,364","5,922","3,992","6,245","5,160","4,981","6,956","5,320","2,066","28,689",914,"1,948","1,121","3,188","4,174","1,354","3,266","3,639","7,566","1,519","59,290","3,183","2,521","6,525","3,778","6,620","4,983","5,845","6,375","4,583","3,469","8,339","3,069"
2020,7,30,"181,719","33,316","2,976","5,869","3,562","3,780","4,536","2,516","2,747","3,357","2,117","1,856","59,475","1,738","3,561","2,663","5,833","5,464","3,335","6,869","9,585","4,462","8,163","5,483","2,319","24,797",885,"1,679","1,092","2,725","3,509","1,250","2,989","2,263","7,093","1,312","64,131","2,514","2,007","5,583","3,237","7,786","5,656","6,852","4,517","5,061","5,989","9,594","5,335"
2020,7,40,"204,528","46,291","3,783","6,630","5,519","5,147","9,274","3,012","3,136","4,603","2,949","2,238","61,795","1,484","3,740","3,157","6,245","6,116","3,810","8,139","8,164","3,729","8,948","4,992","3,271","27,693",874,"1,459","1,356","3,915","4,617","1,708","3,118","2,778","6,350","1,518","68,749","3,136","2,507","6,879","3,836","7,176","7,253","4,287","6,236","5,949","5,406","10,783","5,301"
2020,7,50,"196,537","49,361","4,433","6,827","5,311","5,468","7,385","3,998","3,695","5,517","3,857","2,870","62,490","1,909","4,334","3,477","7,662","6,856","4,915","7,633","5,970","4,263","8,063","4,597","2,811","30,720","1,118","1,986","1,775","4,152","5,144","2,149","3,784","2,735","5,670","2,207","53,966","3,302","2,798","5,521","3,800","4,719","5,683","3,065","5,311","5,145","3,636","7,038","3,948"
2020,7,60,"116,194","29,863","3,269","3,617","2,937","3,281","2,707","3,408","2,436","3,640","1,972","2,596","38,505","1,318","3,306","2,794","4,822","4,888","3,166","3,994","3,574","2,699","4,243","1,966","1,735","21,837",872,"1,567","1,475","3,064","2,505","2,028","2,840","1,649","3,876","1,961","25,989","2,013","1,718","2,653","2,256","2,880","2,326","1,171","2,048","2,083","1,470","2,901","2,470"
2020,7,70,"56,025","15,635","1,661","1,724","1,471","1,965","1,328","1,758","1,187","1,984","1,012","1,545","17,295",667,"1,646","1,483","2,178","2,375","1,438","1,895","1,550","1,068","1,475",751,769,"11,842",512,818,948,"1,746","1,219","1,224","1,642",787,"1,794","1,152","11,253",895,824,"1,172",985,"1,288","1,048",594,798,817,528,"1,181","1,123"
2020,7,80,"24,418","7,355",722,883,708,853,687,672,519,936,642,733,"7,352",283,668,543,937,907,660,884,648,466,636,395,325,"4,771",202,330,337,651,581,492,621,339,758,460,"4,940",325,354,532,458,522,519,275,458,320,253,478,446
2020,7,90,"3,833","1,199",116,130,121,128,102,99,86,159,110,148,"1,130",49,96,83,162,129,88,133,77,70,118,78,47,718,24,50,50,90,85,74,83,54,116,92,786,59,52,74,73,93,74,40,75,61,40,81,64
2020,7,100,307,87,9,11,8,7,1,20,5,6,2,18,92,11,10,12,18,10,6,2,6,3,8,5,1,89,6,6,14,12,4,11,6,1,17,12,39,6,6,4,3,3,5,3,1,3,2,0,3
2020,8,총,"1,190,074","274,984","23,721","43,078","29,960","30,328","43,105","20,314","19,847","29,020","19,230","16,381","370,337","10,554","23,720","19,562","41,155","38,399","25,031","45,946","46,490","24,862","49,986","27,675","16,957","175,063","5,973","10,779","9,086","23,340","26,975","11,462","20,745","17,353","38,378","10,972","369,690","18,624","15,321","36,466","22,154","39,225","36,259","27,036","32,989","31,776","28,449","53,230","28,161"
2020,8,0,"99,782","18,887","1,418","3,186","2,586","2,060","3,789",869,"1,184","1,583","1,488",724,"33,405",923,"1,142","1,001","3,215","2,512","1,499","5,085","7,251","1,370","5,891","1,751","1,765","9,762",244,433,365,"1,554","2,056",452,955,"1,236","2,192",275,"37,728","1,240",979,"3,004","1,448","4,644","3,752","2,688","2,745","3,585","4,415","5,796","3,432"
2020,8,10,"119,718","29,034","1,914","4,139","3,580","3,253","7,052","1,240","1,790","2,874","2,101","1,091","33,806",621,"1,650","1,589","3,664","3,241","2,114","5,028","4,483","1,748","5,475","2,343","1,850","14,132",317,497,597,"2,235","3,079",728,"1,501","1,871","2,829",478,"42,746","1,981","1,564","4,520","2,343","3,525","5,001","2,217","4,372","4,148","3,239","6,908","2,928"
2020,8,20,"186,891","44,070","3,422","10,075","4,176","4,368","6,272","2,712","3,064","4,386","2,996","2,599","54,840","1,540","3,588","2,794","6,365","5,913","3,999","6,255","5,128","4,981","6,912","5,309","2,056","28,758",915,"1,940","1,109","3,178","4,167","1,365","3,246","3,654","7,651","1,533","59,223","3,177","2,509","6,510","3,760","6,574","4,948","5,805","6,413","4,586","3,452","8,401","3,088"
2020,8,30,"181,054","33,184","2,970","5,873","3,534","3,768","4,518","2,491","2,746","3,338","2,097","1,849","59,220","1,730","3,575","2,632","5,842","5,424","3,343","6,805","9,526","4,454","8,155","5,428","2,306","24,711",901,"1,683","1,084","2,715","3,505","1,246","2,965","2,248","7,063","1,301","63,939","2,486","1,989","5,585","3,217","7,739","5,634","6,859","4,514","5,041","5,967","9,603","5,305"
2020,8,40,"204,192","46,090","3,776","6,585","5,501","5,151","9,216","3,013","3,112","4,569","2,950","2,217","61,834","1,484","3,713","3,144","6,240","6,103","3,787","8,154","8,222","3,729","8,991","4,999","3,268","27,569",865,"1,460","1,328","3,906","4,590","1,695","3,098","2,768","6,354","1,505","68,699","3,118","2,496","6,856","3,818","7,197","7,237","4,287","6,200","5,945","5,427","10,793","5,325"
2020,8,50,"196,509","49,329","4,429","6,801","5,308","5,467","7,415","3,992","3,700","5,520","3,848","2,849","62,455","1,916","4,319","3,471","7,645","6,865","4,911","7,657","5,956","4,267","8,014","4,614","2,820","30,698","1,103","1,974","1,769","4,161","5,156","2,147","3,765","2,726","5,692","2,205","54,027","3,296","2,805","5,535","3,773","4,718","5,686","3,080","5,332","5,155","3,642","7,062","3,943"
2020,8,60,"117,078","30,027","3,278","3,659","2,948","3,304","2,707","3,436","2,452","3,654","1,987","2,602","38,847","1,325","3,325","2,801","4,885","4,913","3,187","4,030","3,635","2,702","4,296","1,997","1,751","21,961",883,"1,582","1,480","3,087","2,531","2,026","2,863","1,659","3,888","1,962","26,243","2,037","1,735","2,666","2,280","2,913","2,346","1,188","2,076","2,106","1,484","2,914","2,498"
2020,8,70,"56,151","15,685","1,664","1,729","1,484","1,969","1,337","1,765","1,190","2,001","1,006","1,540","17,317",668,"1,633","1,485","2,181","2,381","1,442","1,903","1,543","1,071","1,487",755,768,"11,864",509,822,947,"1,752","1,220","1,223","1,642",790,"1,809","1,150","11,285",899,830,"1,163",982,"1,288","1,056",595,798,823,535,"1,190","1,126"
2020,8,80,"24,530","7,381",727,889,713,853,693,673,518,934,642,739,"7,385",288,669,549,938,910,654,892,660,464,640,397,324,"4,799",205,331,342,651,585,495,622,346,765,457,"4,965",325,353,547,460,531,518,273,464,322,248,476,448
2020,8,90,"3,864","1,211",115,131,122,129,105,103,86,155,113,152,"1,138",48,96,84,163,127,89,135,81,73,117,77,48,719,24,51,51,89,82,74,82,54,118,94,796,59,55,76,70,93,76,41,74,62,38,87,65
2020,8,100,305,86,8,11,8,6,1,20,5,6,2,19,90,11,10,12,17,10,6,2,5,3,8,5,1,90,7,6,14,12,4,11,6,1,17,12,39,6,6,4,3,3,5,3,1,3,2,0,3
2020,9,총,"1,188,926","274,911","23,705","43,382","29,890","30,251","43,040","20,336","19,777","28,966","19,195","16,369","369,755","10,540","23,683","19,506","41,060","38,311","24,976","45,839","46,508","24,880","49,867","27,640","16,945","174,879","6,004","10,757","9,089","23,305","26,912","11,433","20,663","17,335","38,419","10,962","369,381","18,547","15,261","36,517","22,094","39,156","36,212","26,947","32,941","31,750","28,423","53,311","28,222"
2020,9,0,"99,091","18,735","1,412","3,166","2,568","2,044","3,753",868,"1,170","1,573","1,463",718,"33,177",914,"1,131",992,"3,203","2,496","1,480","5,027","7,221","1,358","5,858","1,741","1,756","9,695",251,430,359,"1,546","2,045",459,935,"1,223","2,171",276,"37,484","1,217",965,"3,005","1,408","4,595","3,723","2,677","2,708","3,583","4,405","5,789","3,409"
2020,9,10,"119,489","29,103","1,905","4,300","3,572","3,231","7,051","1,244","1,777","2,850","2,097","1,076","33,704",625,"1,642","1,571","3,639","3,229","2,109","5,005","4,501","1,738","5,463","2,334","1,848","14,048",328,491,592,"2,226","3,067",723,"1,490","1,857","2,800",474,"42,634","1,966","1,555","4,508","2,318","3,532","4,991","2,199","4,354","4,132","3,255","6,871","2,953"
2020,9,20,"186,673","44,119","3,415","10,206","4,151","4,350","6,248","2,723","3,046","4,379","2,998","2,603","54,675","1,522","3,564","2,786","6,348","5,898","3,977","6,274","5,119","4,964","6,862","5,313","2,048","28,754",922,"1,945","1,118","3,162","4,143","1,368","3,243","3,651","7,677","1,525","59,125","3,169","2,500","6,514","3,773","6,518","4,959","5,770","6,431","4,549","3,426","8,423","3,093"
2020,9,30,"180,350","33,030","2,965","5,878","3,509","3,747","4,491","2,478","2,722","3,328","2,069","1,843","58,934","1,734","3,593","2,623","5,818","5,385","3,332","6,746","9,437","4,473","8,114","5,375","2,304","24,659",896,"1,674","1,092","2,709","3,497","1,235","2,929","2,240","7,088","1,299","63,727","2,450","1,984","5,594","3,203","7,680","5,584","6,839","4,490","5,060","5,916","9,643","5,284"
2020,9,40,"203,757","45,867","3,761","6,565","5,479","5,123","9,171","3,000","3,079","4,543","2,948","2,198","61,796","1,487","3,720","3,120","6,210","6,104","3,770","8,125","8,268","3,737","8,993","5,006","3,256","27,458",872,"1,457","1,333","3,890","4,558","1,669","3,080","2,769","6,330","1,500","68,636","3,097","2,477","6,847","3,793","7,223","7,236","4,276","6,166","5,925","5,447","10,796","5,353"
2020,9,50,"196,578","49,412","4,423","6,819","5,320","5,467","7,468","3,988","3,703","5,516","3,854","2,854","62,372","1,902","4,300","3,473","7,615","6,836","4,898","7,656","5,978","4,261","8,010","4,617","2,826","30,681","1,103","1,960","1,755","4,155","5,147","2,154","3,764","2,739","5,707","2,197","54,113","3,296","2,794","5,557","3,779","4,732","5,692","3,092","5,334","5,150","3,641","7,089","3,957"
2020,9,60,"117,938","30,199","3,282","3,684","2,964","3,334","2,715","3,457","2,468","3,683","2,002","2,610","39,138","1,331","3,332","2,812","4,931","4,931","3,220","4,072","3,679","2,724","4,322","2,015","1,769","22,078",884,"1,587","1,494","3,106","2,556","2,016","2,874","1,664","3,925","1,972","26,523","2,060","1,734","2,691","2,298","2,954","2,373","1,180","2,121","2,137","1,509","2,946","2,520"
2020,9,70,"56,208","15,708","1,677","1,727","1,471","1,965","1,338","1,775","1,199","1,991","1,012","1,553","17,325",674,"1,628","1,478","2,182","2,385","1,436","1,901","1,549","1,087","1,488",752,765,"11,870",512,827,940,"1,754","1,223","1,226","1,633",784,"1,816","1,155","11,305",898,839,"1,165",982,"1,294","1,053",591,801,821,539,"1,192","1,130"
2020,9,80,"24,616","7,419",737,889,725,855,698,677,519,943,637,739,"7,386",289,665,552,932,909,658,893,668,461,634,403,322,"4,827",206,328,343,654,588,498,627,352,773,458,"4,984",328,350,557,468,528,521,277,457,328,246,473,451
2020,9,90,"3,918","1,232",120,137,123,129,106,105,89,154,113,156,"1,157",51,98,86,165,128,90,138,83,74,115,79,50,718,23,52,50,91,84,74,82,55,114,93,811,60,57,75,69,97,75,43,78,62,37,89,69
2020,9,100,308,87,8,11,8,6,1,21,5,6,2,19,91,11,10,13,17,10,6,2,5,3,8,5,1,91,7,6,13,12,4,11,6,1,18,13,39,6,6,4,3,3,5,3,1,3,2,0,3
2020,10,총,"1,187,638","274,480","23,682","43,347","29,845","30,194","42,996","20,305","19,732","28,880","19,184","16,315","369,314","10,485","23,661","19,432","41,037","38,281","24,901","45,892","46,438","24,863","49,781","27,609","16,934","174,683","5,994","10,729","9,096","23,321","26,869","11,373","20,590","17,325","38,424","10,962","369,161","18,525","15,217","36,424","22,058","39,146","36,157","26,893","32,976","31,748","28,393","53,342","28,282"
2020,10,0,"98,328","18,603","1,404","3,153","2,550","2,030","3,722",864,"1,162","1,553","1,460",705,"32,927",906,"1,124",976,"3,187","2,480","1,469","4,994","7,175","1,323","5,818","1,730","1,745","9,600",244,430,350,"1,542","2,032",441,919,"1,210","2,155",277,"37,198","1,205",942,"2,960","1,389","4,565","3,692","2,658","2,681","3,579","4,400","5,719","3,408"
2020,10,10,"119,069","28,952","1,894","4,282","3,552","3,200","7,032","1,237","1,767","2,832","2,086","1,070","33,606",622,"1,623","1,570","3,609","3,221","2,087","5,025","4,489","1,740","5,457","2,320","1,843","13,974",315,497,579,"2,209","3,059",729,"1,462","1,847","2,790",487,"42,537","1,961","1,537","4,501","2,296","3,553","4,974","2,177","4,352","4,110","3,242","6,880","2,954"
2020,10,20,"186,568","44,116","3,427","10,218","4,147","4,344","6,254","2,725","3,035","4,370","3,002","2,594","54,621","1,497","3,575","2,756","6,368","5,879","3,957","6,278","5,125","4,997","6,828","5,315","2,046","28,720",924,"1,919","1,138","3,181","4,132","1,355","3,228","3,651","7,684","1,508","59,111","3,166","2,504","6,500","3,770","6,502","4,959","5,718","6,441","4,561","3,421","8,471","3,098"
2020,10,30,"179,607","32,847","2,962","5,835","3,495","3,723","4,485","2,465","2,704","3,286","2,056","1,836","58,650","1,731","3,580","2,618","5,797","5,358","3,310","6,733","9,356","4,462","8,070","5,341","2,294","24,656",903,"1,669","1,100","2,697","3,485","1,214","2,929","2,245","7,104","1,310","63,454","2,437","1,961","5,539","3,207","7,594","5,553","6,842","4,502","5,067","5,857","9,623","5,272"
2020,10,40,"203,312","45,617","3,714","6,569","5,459","5,091","9,114","2,968","3,061","4,515","2,948","2,178","61,708","1,485","3,697","3,107","6,192","6,090","3,775","8,134","8,279","3,735","8,996","4,978","3,240","27,376",866,"1,459","1,321","3,890","4,551","1,658","3,062","2,760","6,305","1,504","68,611","3,081","2,461","6,845","3,775","7,270","7,213","4,259","6,155","5,902","5,471","10,800","5,379"
2020,10,50,"196,754","49,407","4,424","6,803","5,308","5,480","7,500","3,995","3,687","5,523","3,836","2,851","62,370","1,892","4,302","3,457","7,613","6,826","4,876","7,669","6,004","4,242","8,003","4,637","2,849","30,627","1,097","1,952","1,756","4,159","5,148","2,142","3,747","2,730","5,719","2,177","54,350","3,311","2,794","5,569","3,793","4,758","5,716","3,129","5,362","5,158","3,653","7,140","3,967"
2020,10,60,"118,651","30,394","3,301","3,713","2,995","3,355","2,737","3,472","2,490","3,697","2,021","2,613","39,369","1,329","3,346","2,816","4,964","4,965","3,234","4,112","3,697","2,736","4,357","2,040","1,773","22,182",896,"1,590","1,500","3,114","2,569","2,029","2,883","1,686","3,935","1,980","26,706","2,069","1,765","2,701","2,303","2,974","2,399","1,191","2,136","2,160","1,520","2,944","2,544"
2020,10,70,"56,366","15,763","1,690","1,737","1,484","1,973","1,345","1,769","1,206","1,986","1,020","1,553","17,383",676,"1,627","1,474","2,184","2,404","1,437","1,909","1,557","1,090","1,500",756,769,"11,888",510,827,944,"1,763","1,217","1,216","1,644",788,"1,827","1,152","11,332",897,846,"1,165",988,"1,294","1,046",598,808,821,539,"1,195","1,135"
2020,10,80,"24,724","7,448",737,886,726,864,696,684,522,952,640,741,"7,433",286,677,557,942,917,662,897,671,460,633,407,324,"4,844",208,326,344,664,587,502,628,351,772,462,"4,999",330,342,564,466,535,522,274,459,327,252,478,450
2020,10,90,"3,943","1,244",121,140,120,128,110,105,92,160,113,155,"1,153",50,99,88,165,130,87,139,80,75,110,80,50,722,24,54,51,90,84,76,81,56,114,92,824,62,59,76,67,98,78,44,79,61,36,92,72
2020,10,100,316,89,8,11,9,6,1,21,6,6,2,19,94,11,11,13,16,11,7,2,5,3,9,5,1,94,7,6,13,12,5,11,7,1,19,13,39,6,6,4,4,3,5,3,1,2,2,0,3
2020,11,총,"1,187,153","274,148","23,646","43,305","29,837","30,101","42,897","20,310","19,689","28,877","19,153","16,333","369,150","10,469","23,626","19,421","41,064","38,283","24,816","45,906","46,529","24,876","49,666","27,551","16,943","174,709","5,987","10,721","9,130","23,319","26,859","11,336","20,518","17,301","38,606","10,932","369,146","18,456","15,172","36,345","22,047","39,197","36,063","26,816","32,931","31,753","28,353","53,312","28,701"
2020,11,0,"97,684","18,473","1,390","3,154","2,538","1,994","3,692",865,"1,158","1,540","1,448",694,"32,721",902,"1,118",962,"3,190","2,475","1,452","4,967","7,160","1,313","5,748","1,701","1,733","9,497",233,423,341,"1,528","2,016",426,901,"1,194","2,161",274,"36,993","1,178",927,"2,924","1,376","4,562","3,675","2,645","2,663","3,570","4,395","5,649","3,429"
2020,11,10,"118,729","28,804","1,878","4,248","3,547","3,180","7,001","1,224","1,747","2,828","2,076","1,075","33,554",615,"1,612","1,565","3,591","3,201","2,072","5,015","4,523","1,736","5,478","2,303","1,843","13,925",317,500,587,"2,196","3,049",720,"1,447","1,835","2,796",478,"42,446","1,950","1,526","4,482","2,293","3,571","4,939","2,173","4,331","4,106","3,231","6,877","2,967"
2020,11,20,"186,689","44,125","3,420","10,186","4,155","4,362","6,257","2,715","3,041","4,377","2,996","2,616","54,549","1,488","3,569","2,750","6,379","5,868","3,938","6,268","5,125","5,021","6,790","5,304","2,049","28,837",914,"1,902","1,163","3,204","4,126","1,359","3,227","3,657","7,773","1,512","59,178","3,169","2,501","6,498","3,765","6,524","4,963","5,688","6,459","4,578","3,413","8,483","3,137"
2020,11,30,"179,021","32,740","2,968","5,838","3,488","3,664","4,463","2,488","2,674","3,273","2,045","1,839","58,447","1,738","3,566","2,618","5,799","5,331","3,273","6,719","9,316","4,476","8,013","5,300","2,298","24,645",907,"1,675","1,100","2,673","3,476","1,208","2,921","2,232","7,143","1,310","63,189","2,405","1,958","5,486","3,215","7,539","5,524","6,792","4,472","5,051","5,820","9,561","5,366"
2020,11,40,"203,131","45,467","3,696","6,554","5,452","5,090","9,057","2,945","3,050","4,520","2,937","2,166","61,712","1,484","3,717","3,097","6,166","6,109","3,755","8,130","8,335","3,716","9,013","4,977","3,213","27,325",856,"1,451","1,310","3,895","4,559","1,661","3,036","2,756","6,307","1,494","68,627","3,040","2,456","6,827","3,758","7,274","7,202","4,285","6,148","5,893","5,471","10,817","5,456"
2020,11,50,"196,733","49,334","4,423","6,787","5,311","5,455","7,511","3,992","3,680","5,498","3,833","2,844","62,321","1,883","4,278","3,459","7,602","6,831","4,856","7,679","5,996","4,245","7,974","4,648","2,870","30,581","1,104","1,954","1,753","4,158","5,144","2,139","3,714","2,726","5,726","2,163","54,497","3,329","2,768","5,592","3,779","4,782","5,708","3,113","5,367","5,169","3,660","7,186","4,044"
2020,11,60,"119,555","30,598","3,316","3,759","3,009","3,377","2,765","3,485","2,514","3,729","2,028","2,616","39,675","1,327","3,353","2,821","5,014","4,987","3,270","4,150","3,743","2,750","4,398","2,063","1,799","22,333",904,"1,601","1,512","3,129","2,595","2,024","2,904","1,708","3,970","1,986","26,949","2,081","1,770","2,717","2,331","3,003","2,406","1,198","2,150","2,178","1,533","2,973","2,609"
2020,11,70,"56,498","15,779","1,684","1,738","1,486","1,982","1,345","1,774","1,200","1,985","1,022","1,563","17,453",682,"1,622","1,486","2,191","2,416","1,446","1,930","1,568","1,087","1,499",760,766,"11,875",506,824,950,"1,770","1,214","1,209","1,643",786,"1,824","1,149","11,391",903,856,"1,167",995,"1,300","1,038",600,809,818,543,"1,207","1,155"
2020,11,80,"24,829","7,478",743,888,716,864,698,690,525,957,648,749,"7,468",289,680,561,951,929,658,902,675,458,634,411,320,"4,869",213,329,350,666,588,506,633,350,773,461,"5,014",333,342,571,465,543,523,274,451,328,252,469,463
2020,11,90,"3,969","1,262",120,142,126,128,107,111,94,164,118,152,"1,155",50,99,89,164,125,89,144,83,71,111,79,51,728,26,56,51,87,87,73,84,56,115,93,824,62,62,77,67,96,80,45,80,60,33,90,72
2020,11,100,315,88,8,11,9,5,1,21,6,6,2,19,95,11,12,13,17,11,7,2,5,3,8,5,1,94,7,6,13,13,5,11,8,1,18,12,38,6,6,4,3,3,5,3,1,2,2,0,3
2020,12,총,"1,186,078","273,661","23,611","43,147","29,813","30,060","42,795","20,340","19,673","28,771","19,137","16,314","368,645","10,438","23,656","19,309","41,043","38,247","24,793","45,833","46,514","24,858","49,547","27,498","16,909","174,930","5,988","10,677","9,191","23,268","26,802","11,306","20,471","17,242","39,069","10,916","368,842","18,335","15,162","36,279","22,021","39,135","35,948","26,744","32,908","31,693","28,355","53,205","29,057"
2020,12,0,"97,114","18,341","1,380","3,149","2,529","1,979","3,666",860,"1,139","1,516","1,425",698,"32,512",887,"1,131",951,"3,176","2,459","1,439","4,931","7,128","1,307","5,704","1,680","1,719","9,483",238,415,334,"1,514","2,009",418,899,"1,183","2,201",272,"36,778","1,159",915,"2,913","1,368","4,501","3,659","2,617","2,630","3,541","4,392","5,633","3,450"
2020,12,10,"118,329","28,651","1,864","4,173","3,536","3,167","6,982","1,217","1,746","2,814","2,084","1,068","33,479",616,"1,615","1,537","3,577","3,181","2,078","5,005","4,543","1,734","5,479","2,279","1,835","13,840",313,498,580,"2,194","3,021",721,"1,408","1,819","2,816",470,"42,359","1,919","1,528","4,452","2,271","3,585","4,903","2,181","4,338","4,104","3,228","6,857","2,993"
2020,12,20,"186,605","43,999","3,414","10,094","4,149","4,364","6,241","2,734","3,044","4,342","2,987","2,630","54,503","1,485","3,594","2,738","6,378","5,866","3,943","6,258","5,084","5,041","6,757","5,303","2,056","28,980",912,"1,880","1,212","3,192","4,128","1,357","3,257","3,666","7,873","1,503","59,123","3,136","2,505","6,484","3,769","6,535","4,927","5,645","6,480","4,582","3,405","8,450","3,205"
2020,12,30,"178,587","32,667","2,972","5,850","3,479","3,654","4,444","2,495","2,648","3,255","2,039","1,831","58,163","1,716","3,583","2,590","5,770","5,323","3,263","6,674","9,252","4,476","7,961","5,286","2,269","24,699",920,"1,668","1,111","2,640","3,447","1,203","2,922","2,195","7,285","1,308","63,058","2,401","1,959","5,468","3,220","7,513","5,526","6,779","4,452","5,006","5,789","9,532","5,413"
2020,12,40,"202,837","45,313","3,692","6,531","5,454","5,063","8,998","2,933","3,056","4,497","2,933","2,156","61,685","1,488","3,718","3,085","6,170","6,093","3,738","8,117","8,367","3,700","9,019","4,967","3,223","27,325",862,"1,442","1,311","3,887","4,546","1,645","3,017","2,760","6,363","1,492","68,514","3,001","2,440","6,823","3,745","7,270","7,172","4,258","6,119","5,881","5,489","10,796","5,520"
2020,12,50,"196,496","49,266","4,408","6,786","5,291","5,442","7,505","3,996","3,678","5,497","3,831","2,832","62,091","1,873","4,250","3,435","7,578","6,809","4,841","7,663","6,015","4,200","7,944","4,627","2,856","30,545","1,094","1,960","1,749","4,160","5,153","2,116","3,677","2,717","5,762","2,157","54,594","3,334","2,781","5,599","3,776","4,772","5,690","3,136","5,382","5,155","3,672","7,180","4,117"
2020,12,60,"120,296","30,739","3,328","3,763","3,025","3,402","2,799","3,499","2,525","3,738","2,044","2,616","39,976","1,324","3,360","2,823","5,062","5,025","3,291","4,190","3,777","2,777","4,445","2,092","1,810","22,450",901,"1,595","1,522","3,136","2,603","2,050","2,929","1,705","4,019","1,990","27,131","2,082","1,772","2,728","2,347","3,010","2,423","1,214","2,169","2,196","1,547","2,996","2,647"
2020,12,70,"56,575","15,803","1,676","1,747","1,492","1,984","1,349","1,780","1,208","1,983","1,021","1,563","17,476",695,"1,621","1,482","2,183","2,414","1,454","1,942","1,571","1,090","1,494",765,765,"11,901",502,825,952,"1,774","1,216","1,206","1,642",787,"1,837","1,160","11,395",906,850,"1,159",992,"1,303","1,037",589,813,831,545,"1,199","1,171"
2020,12,80,"24,953","7,526",750,900,723,870,703,693,526,959,653,749,"7,502",290,671,566,968,941,648,902,687,463,627,414,325,"4,893",212,331,356,671,588,508,631,353,784,459,"5,032",331,343,573,461,545,529,276,447,336,252,471,468
2020,12,90,"3,970","1,267",119,143,126,129,107,112,97,164,118,152,"1,163",52,101,89,164,125,91,149,85,67,110,80,50,720,26,57,51,87,86,71,81,56,112,93,820,61,63,76,69,98,76,46,77,59,34,91,70
2020,12,100,316,89,8,11,9,6,1,21,6,6,2,19,95,12,12,13,17,11,7,2,5,3,7,5,1,94,8,6,13,13,5,11,8,1,17,12,38,5,6,4,3,3,6,3,1,2,2,0,3
2021,1,총,"1,185,741","273,324","23,573","43,017","29,779","30,060","42,707","20,355","19,667","28,763","19,103","16,300","368,686","10,429","23,728","19,312","41,041","38,211","24,791","45,794","46,598","24,895","49,532","27,497","16,858","175,098","5,967","10,660","9,115","23,411","26,776","11,284","20,473","17,191","39,288","10,933","368,633","18,238","15,171","36,282","22,038","39,144","35,889","26,701","32,908","31,598","28,315","53,158","29,191"
2021,1,0,"96,331","18,132","1,343","3,112","2,503","1,953","3,629",856,"1,131","1,498","1,406",701,"32,303",878,"1,136",946,"3,154","2,424","1,430","4,915","7,080","1,314","5,668","1,665","1,693","9,380",238,422,330,"1,509","1,980",402,904,"1,164","2,163",268,"36,516","1,160",911,"2,882","1,357","4,459","3,616","2,602","2,610","3,509","4,370","5,597","3,443"
2021,1,10,"118,004","28,542","1,867","4,122","3,527","3,170","6,940","1,214","1,738","2,823","2,085","1,056","33,414",611,"1,606","1,536","3,572","3,175","2,057","4,985","4,587","1,729","5,460","2,264","1,832","13,777",313,485,558,"2,180","3,012",719,"1,396","1,802","2,835",477,"42,271","1,892","1,529","4,424","2,255","3,595","4,873","2,188","4,317","4,090","3,246","6,863","2,999"
2021,1,20,"186,382","43,862","3,411","10,027","4,140","4,349","6,255","2,725","3,021","4,331","2,973","2,630","54,418","1,478","3,618","2,739","6,361","5,871","3,920","6,233","5,086","5,033","6,732","5,297","2,050","29,052",902,"1,857","1,256","3,208","4,128","1,341","3,269","3,650","7,940","1,501","59,050","3,114","2,499","6,480","3,789","6,543","4,924","5,590","6,529","4,547","3,383","8,443","3,209"
2021,1,30,"178,182","32,590","2,966","5,854","3,463","3,656","4,396","2,500","2,651","3,249","2,022","1,833","58,003","1,718","3,584","2,589","5,794","5,296","3,289","6,614","9,200","4,490","7,919","5,268","2,242","24,758",914,"1,667","1,129","2,643","3,438","1,201","2,920","2,197","7,334","1,315","62,831","2,384","1,963","5,479","3,228","7,474","5,498","6,791","4,444","4,965","5,719","9,496","5,390"
2021,1,40,"202,513","45,141","3,683","6,501","5,431","5,058","8,953","2,931","3,046","4,485","2,907","2,146","61,702","1,486","3,712","3,068","6,155","6,074","3,723","8,159","8,416","3,701","9,024","4,967","3,217","27,261",862,"1,456","1,290","3,892","4,525","1,636","2,985","2,737","6,385","1,493","68,409","2,986","2,422","6,818","3,727","7,275","7,126","4,254","6,084","5,860","5,522","10,768","5,567"
2021,1,50,"196,509","49,257","4,395","6,778","5,286","5,433","7,550","3,977","3,687","5,486","3,842","2,823","62,014","1,871","4,258","3,427","7,558","6,792","4,827","7,636","6,023","4,184","7,950","4,624","2,864","30,525","1,085","1,946","1,712","4,182","5,149","2,119","3,672","2,719","5,797","2,144","54,713","3,291","2,779","5,618","3,786","4,780","5,730","3,140","5,379","5,184","3,677","7,195","4,154"
