년도,월,나이,광주시,오포읍,초월읍,곤지암읍,도척면,퇴촌면,남종면,남한산성면,경안동,송정동,광남동,쌍령동,탄벌동,광남1동,광남2동
2021,10,60,"52,083","13,947","6,246","3,776","1,890","3,123",417,542,"3,437","3,220",,"2,229","5,468","4,972","2,816"
2021,10,70,"22,835","6,213","2,737","1,661",860,"1,653",223,289,"1,553","1,402",,883,"2,132","2,000","1,229"
2021,10,80,"9,102","2,337","1,205",850,444,670,141,166,632,506,,294,773,686,398
2021,10,90,"1,301",350,160,114,67,109,23,29,84,77,,43,86,98,61
2021,10,100,51,12,6,3,4,4,0,2,2,4,,4,5,3,2
2021,11,총,"386,573","113,432","46,929","23,280","9,588","15,817","1,497","2,511","26,064","22,192",,"18,396","39,276","33,603","33,988"
2021,11,0,"33,292","10,737","3,597","1,339",435,"1,033",27,141,"2,065","1,538",,"1,890","2,871","2,501","5,118"
2021,11,10,"34,078","8,994","4,824","1,784",629,"1,276",62,176,"2,256","2,025",,"1,607","3,593","2,679","4,173"
2021,11,20,"44,945","13,227","5,573","2,854","1,013","1,227",107,173,"3,498","2,768",,"2,312","5,032","4,254","2,907"
2021,11,30,"55,678","19,118","6,174","2,749","1,021","1,460",99,208,"3,753","2,889",,"2,808","5,055","4,635","5,709"
2021,11,40,"67,685","20,631","8,182","3,516","1,314","2,530",134,329,"4,269","3,693",,"3,212","6,797","5,666","7,412"
2021,11,50,"65,143","17,752","8,184","4,602","1,912","2,704",259,456,"4,500","4,037",,"3,091","7,426","6,057","4,163"
2021,11,60,"52,373","14,049","6,282","3,797","1,890","3,140",422,541,"3,458","3,245",,"2,240","5,501","5,000","2,808"
2021,11,70,"22,847","6,201","2,741","1,661",860,"1,662",223,288,"1,540","1,407",,892,"2,138","2,005","1,229"
2021,11,80,"9,177","2,359","1,211",859,440,670,139,169,640,510,,297,775,702,406
2021,11,90,"1,306",352,155,116,70,111,25,28,84,77,,43,83,101,61
2021,11,100,49,12,6,3,4,4,0,2,1,3,,4,5,3,2
2021,12,총,"387,289","112,984","46,550","23,189","9,558","15,844","1,490","2,493","28,610","22,041",,"18,308","39,051","33,369","33,802"
2021,12,0,"33,239","10,532","3,486","1,313",424,"1,029",26,143,"2,681","1,470",,"1,859","2,808","2,443","5,025"
2021,12,10,"33,989","8,975","4,680","1,772",626,"1,277",60,169,"2,432","2,012",,"1,587","3,581","2,656","4,162"
2021,12,20,"44,958","13,163","5,521","2,842","1,005","1,223",105,173,"3,758","2,758",,"2,311","4,960","4,230","2,909"
2021,12,30,"55,722","18,928","6,088","2,716",998,"1,451",99,207,"4,514","2,823",,"2,762","4,988","4,545","5,603"
2021,12,40,"68,000","20,630","8,152","3,512","1,319","2,550",136,328,"4,719","3,676",,"3,205","6,748","5,630","7,395"
2021,12,50,"65,287","17,762","8,205","4,572","1,917","2,704",258,452,"4,600","4,045",,"3,094","7,441","6,060","4,177"
2021,12,60,"52,575","14,054","6,307","3,828","1,896","3,160",419,536,"3,533","3,253",,"2,248","5,529","4,988","2,824"
2021,12,70,"22,867","6,195","2,730","1,652",851,"1,659",225,288,"1,604","1,411",,890,"2,123","2,008","1,231"
2021,12,80,"9,295","2,379","1,222",862,444,677,136,168,679,515,,304,785,707,417
2021,12,90,"1,311",355,154,118,74,110,26,27,89,75,,44,84,98,57
2021,12,100,46,11,5,2,4,4,0,2,1,3,,4,4,4,2
