년도,월,나이,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2021,2,40,"46,054","1,281","1,900","1,831","2,207","2,209","1,000","2,925","2,653","3,027","1,751","3,082","3,969","1,853","2,908",459,"1,681","1,883","3,876","2,103","1,081","1,502",873
2021,2,50,"40,370","1,224","1,397","1,445","2,031","1,884","1,046","2,151","2,144","3,439","1,627","2,257","2,688","1,730","2,769",533,"1,829","1,958","2,916","1,812","1,208","1,274","1,008"
2021,2,60,"27,357",824,"1,022",973,"1,389","1,375",777,"1,104",911,"2,118",720,"1,447","1,170","1,252","1,731",554,"1,434","1,385","2,246","1,321","1,145","1,083","1,376"
2021,2,70,"16,242",618,650,725,"1,113",856,476,759,557,"1,074",480,813,795,621,"1,096",362,696,628,"1,302",556,654,614,797
2021,2,80,"5,118",292,219,225,469,281,149,256,164,257,153,271,270,199,376,111,155,174,440,135,164,137,221
2021,2,90,530,30,20,20,45,31,22,18,15,21,7,21,30,30,37,10,11,16,62,16,22,13,33
2021,2,100,62,1,3,6,2,7,2,3,4,2,2,5,2,5,2,1,3,2,4,1,1,0,4
2021,3,총,"255,880","7,627","10,709","10,069","12,425","12,533","6,519","14,219","12,372","18,640","9,470","17,149","17,070","10,388","15,717","3,190","10,644","11,516","20,842","11,667","7,582","8,685","6,847"
2021,3,0,"18,676",503,336,566,"1,015","1,164",453,"1,257","1,031","1,054",362,507,"1,461",846,"1,474",197,856,867,"2,172","1,179",369,696,311
2021,3,10,"30,494",825,427,686,"1,344","1,185",733,"1,929","3,076","3,626","1,314",680,"2,604","1,096","2,080",298,"1,205","1,150","2,277","1,906",665,"1,104",284
2021,3,20,"34,654","1,023","2,067","1,574","1,478","1,712",989,"1,818","1,254","2,551","1,615","3,208","1,905","1,369","1,810",380,"1,452","1,655","2,543","1,346","1,101","1,005",799
2021,3,30,"36,865","1,028","2,717","2,013","1,392","1,897",894,"2,034",586,"1,518","1,491","4,926","2,229","1,423","1,439",307,"1,305","1,772","3,023","1,310","1,177","1,243","1,141"
2021,3,40,"45,703","1,273","1,871","1,838","2,166","2,185",991,"2,909","2,609","2,989","1,731","3,070","3,919","1,835","2,895",450,"1,690","1,885","3,861","2,076","1,071","1,512",877
2021,3,50,"40,259","1,215","1,392","1,438","2,019","1,869","1,043","2,140","2,163","3,418","1,617","2,237","2,715","1,721","2,769",532,"1,812","1,976","2,910","1,812","1,206","1,262",993
2021,3,60,"27,388",823,"1,013",983,"1,388","1,369",775,"1,117",914,"2,134",713,"1,438","1,166","1,253","1,729",544,"1,448","1,391","2,245","1,326","1,145","1,092","1,382"
2021,3,70,"16,195",616,646,727,"1,114",840,471,740,554,"1,070",475,797,785,619,"1,096",366,704,632,"1,303",558,662,619,801
2021,3,80,"5,106",292,219,221,464,286,147,257,168,259,145,264,265,195,385,105,158,171,441,138,163,138,225
2021,3,90,512,29,21,20,45,24,22,16,15,20,7,21,21,30,39,10,11,16,63,15,21,14,32
2021,3,100,28,0,0,3,0,2,1,2,2,1,0,1,0,1,1,1,3,1,4,1,2,0,2
2021,4,총,"255,243","7,579","10,675","10,016","12,393","12,488","6,506","14,235","12,353","18,597","9,434","17,156","17,016","10,350","15,653","3,169","10,573","11,538","20,825","11,643","7,556","8,666","6,822"
2021,4,0,"18,543",500,335,551,"1,014","1,148",447,"1,273","1,023","1,046",358,505,"1,437",839,"1,460",196,850,865,"2,165","1,165",367,690,309
2021,4,10,"30,340",808,428,675,"1,332","1,180",725,"1,915","3,061","3,611","1,290",671,"2,614","1,089","2,090",296,"1,187","1,146","2,280","1,907",658,"1,096",281
2021,4,20,"34,483","1,016","2,057","1,569","1,462","1,720",984,"1,811","1,252","2,519","1,605","3,223","1,885","1,368","1,789",369,"1,425","1,659","2,545","1,351","1,094",992,788
2021,4,30,"36,698","1,013","2,686","1,997","1,382","1,870",903,"2,046",591,"1,520","1,494","4,932","2,219","1,409","1,421",309,"1,291","1,768","3,008","1,297","1,177","1,230","1,135"
2021,4,40,"45,539","1,267","1,878","1,830","2,145","2,184",989,"2,895","2,594","2,974","1,712","3,069","3,902","1,831","2,881",443,"1,690","1,888","3,852","2,063","1,065","1,519",868
2021,4,50,"40,261","1,216","1,396","1,442","2,032","1,870","1,036","2,153","2,169","3,398","1,624","2,232","2,711","1,721","2,762",528,"1,791","1,979","2,916","1,817","1,202","1,268",998
2021,4,60,"27,511",820,"1,006",984,"1,401","1,373",786,"1,124",921,"2,163",721,"1,448","1,172","1,254","1,728",546,"1,462","1,410","2,247","1,330","1,144","1,089","1,382"
2021,4,70,"16,202",616,648,722,"1,114",827,467,743,561,"1,082",478,795,789,613,"1,092",362,707,628,"1,305",560,660,631,802
2021,4,80,"5,120",293,219,223,465,290,146,256,164,262,145,259,267,196,389,109,156,178,442,137,164,136,224
2021,4,90,517,30,22,20,46,24,22,17,15,21,7,21,20,29,40,10,11,16,61,15,23,14,33
2021,4,100,29,0,0,3,0,2,1,2,2,1,0,1,0,1,1,1,3,1,4,1,2,1,2
2021,5,총,"254,558","7,543","10,637","9,987","12,333","12,422","6,487","14,153","12,348","18,537","9,420","17,175","16,976","10,326","15,601","3,164","10,529","11,511","20,788","11,628","7,530","8,668","6,795"
2021,5,0,"18,355",494,329,548,"1,000","1,145",446,"1,248","1,002","1,049",348,496,"1,419",834,"1,444",194,854,853,"2,136","1,152",366,691,307
2021,5,10,"30,271",795,423,662,"1,339","1,179",729,"1,902","3,053","3,571","1,285",678,"2,624","1,089","2,094",297,"1,181","1,145","2,290","1,916",651,"1,089",279
2021,5,20,"34,308","1,018","2,072","1,562","1,441","1,685",969,"1,802","1,264","2,507","1,600","3,219","1,872","1,358","1,780",364,"1,416","1,649","2,534","1,343","1,097",983,773
2021,5,30,"36,514","1,005","2,671","1,985","1,362","1,840",906,"2,024",583,"1,526","1,502","4,949","2,185","1,397","1,405",305,"1,273","1,771","2,999","1,296","1,166","1,241","1,123"
2021,5,40,"45,308","1,259","1,858","1,843","2,124","2,167",983,"2,852","2,574","2,964","1,699","3,079","3,899","1,818","2,854",443,"1,686","1,876","3,837","2,056","1,065","1,511",861
2021,5,50,"40,310","1,219","1,404","1,434","2,031","1,884","1,039","2,169","2,189","3,380","1,644","2,215","2,733","1,737","2,768",524,"1,778","1,972","2,924","1,813","1,192","1,266",995
2021,5,60,"27,580",819,995,987,"1,405","1,385",777,"1,134",932,"2,174",714,"1,457","1,166","1,253","1,734",552,"1,466","1,421","2,248","1,333","1,141","1,097","1,390"
2021,5,70,"16,223",612,642,718,"1,111",822,467,743,565,"1,084",475,796,788,617,"1,094",366,707,629,"1,314",563,664,639,807
2021,5,80,"5,143",294,221,224,475,289,148,259,168,258,146,265,270,193,387,108,154,179,442,139,163,136,225
2021,5,90,517,28,22,21,45,24,22,18,16,23,7,20,20,29,40,10,12,15,59,16,23,14,33
2021,5,100,29,0,0,3,0,2,1,2,2,1,0,1,0,1,1,1,2,1,5,1,2,1,2
2021,6,총,"254,139","7,525","10,630","9,986","12,311","12,335","6,474","14,108","12,312","18,507","9,417","17,177","16,950","10,308","15,563","3,160","10,522","11,523","20,754","11,613","7,533","8,654","6,777"
2021,6,0,"18,243",492,332,549,"1,002","1,130",438,"1,244",976,"1,056",341,490,"1,414",831,"1,435",191,857,856,"2,113","1,133",368,692,303
2021,6,10,"30,283",785,426,659,"1,336","1,173",731,"1,882","3,068","3,560","1,297",694,"2,619","1,097","2,089",302,"1,172","1,153","2,302","1,924",652,"1,084",278
2021,6,20,"34,200","1,014","2,039","1,550","1,440","1,691",969,"1,808","1,269","2,501","1,598","3,208","1,863","1,358","1,773",358,"1,420","1,649","2,523","1,332","1,092",979,766
2021,6,30,"36,279","1,001","2,679","1,994","1,343","1,812",897,"2,009",571,"1,496","1,495","4,927","2,155","1,384","1,395",303,"1,264","1,770","2,973","1,300","1,167","1,228","1,116"
2021,6,40,"45,249","1,251","1,872","1,838","2,108","2,145",975,"2,852","2,558","2,961","1,698","3,098","3,903","1,808","2,844",443,"1,683","1,878","3,844","2,043","1,063","1,524",860
2021,6,50,"40,284","1,220","1,401","1,438","2,033","1,878","1,052","2,164","2,190","3,381","1,649","2,204","2,734","1,736","2,772",523,"1,766","1,969","2,927","1,814","1,183","1,258",992
2021,6,60,"27,665",826,999,988,"1,405","1,383",780,"1,132",930,"2,174",706,"1,473","1,182","1,256","1,732",557,"1,480","1,421","2,257","1,341","1,152","1,098","1,393"
2021,6,70,"16,232",613,642,718,"1,118",810,462,740,561,"1,088",480,797,787,611,"1,098",365,710,637,"1,313",569,665,638,810
2021,6,80,"5,166",294,218,228,483,288,150,257,171,266,146,266,274,197,384,106,156,174,437,139,168,138,226
2021,6,90,509,29,22,21,43,23,19,18,16,23,7,19,19,29,40,11,12,15,60,17,21,14,31
2021,6,100,29,0,0,3,0,2,1,2,2,1,0,1,0,1,1,1,2,1,5,1,2,1,2
2021,7,총,"253,799","7,485","10,563","9,968","12,280","12,301","6,446","14,139","12,272","18,460","9,421","17,267","16,929","10,298","15,547","3,148","10,526","11,530","20,688","11,595","7,512","8,639","6,785"
2021,7,0,"18,111",485,332,546,999,"1,120",432,"1,218",968,"1,059",333,494,"1,385",833,"1,419",189,858,859,"2,098","1,128",362,685,309
2021,7,10,"30,396",785,415,661,"1,338","1,181",724,"1,903","3,070","3,576","1,313",727,"2,620","1,106","2,101",298,"1,181","1,152","2,310","1,920",647,"1,089",279
2021,7,20,"33,994","1,005","2,019","1,532","1,430","1,680",944,"1,807","1,244","2,478","1,598","3,217","1,854","1,358","1,768",356,"1,404","1,640","2,505","1,329","1,082",979,765
2021,7,30,"36,036",983,"2,653","1,989","1,321","1,781",896,"2,022",576,"1,478","1,493","4,932","2,144","1,368","1,388",298,"1,263","1,766","2,920","1,279","1,169","1,212","1,105"
2021,7,40,"45,163","1,243","1,870","1,836","2,103","2,142",991,"2,835","2,522","2,929","1,702","3,120","3,902","1,806","2,832",443,"1,683","1,870","3,854","2,040","1,066","1,510",864
2021,7,50,"40,315","1,230","1,405","1,441","2,030","1,889","1,044","2,183","2,200","3,382","1,638","2,203","2,755","1,729","2,780",522,"1,758","1,971","2,917","1,812","1,169","1,273",984
2021,7,60,"27,788",818,992,992,"1,409","1,384",775,"1,140",940,"2,180",715,"1,493","1,181","1,258","1,736",556,"1,491","1,441","2,280","1,355","1,152","1,097","1,403"
2021,7,70,"16,242",609,634,717,"1,123",812,468,747,562,"1,089",475,790,794,610,"1,092",365,719,640,"1,308",571,670,638,809
2021,7,80,"5,211",299,220,230,483,287,153,264,172,264,147,271,274,199,390,109,156,175,430,142,172,140,234
2021,7,90,514,28,23,21,44,23,18,18,16,24,7,19,20,30,40,11,11,15,61,18,21,15,31
2021,7,100,29,0,0,3,0,2,1,2,2,1,0,1,0,1,1,1,2,1,5,1,2,1,2
2021,8,총,"254,936","7,464","10,566","9,952","12,225","12,277","6,424","14,096","12,218","18,389","9,458","17,285","16,931","10,229","15,493","3,130","12,286","11,514","20,582","11,550","7,504","8,577","6,786"
2021,8,0,"18,209",483,325,548,996,"1,114",436,"1,211",960,"1,060",330,484,"1,385",823,"1,402",187,"1,107",853,"2,049","1,115",358,667,316
2021,8,10,"30,765",790,410,667,"1,327","1,173",714,"1,912","3,047","3,593","1,353",756,"2,623","1,104","2,113",298,"1,528","1,147","2,318","1,912",642,"1,063",275
2021,8,20,"34,086",993,"2,004","1,520","1,412","1,661",944,"1,799","1,236","2,473","1,614","3,231","1,858","1,346","1,752",355,"1,613","1,644","2,493","1,320","1,074",976,768
2021,8,30,"35,978",978,"2,663","1,971","1,325","1,778",885,"2,021",571,"1,456","1,491","4,927","2,127","1,359","1,372",298,"1,356","1,756","2,894","1,270","1,179","1,211","1,090"
2021,8,40,"45,356","1,225","1,882","1,834","2,081","2,153",984,"2,802","2,502","2,930","1,688","3,102","3,902","1,787","2,834",433,"2,068","1,871","3,831","2,022","1,066","1,490",869
2021,8,50,"40,606","1,236","1,410","1,449","2,027","1,879","1,041","2,192","2,204","3,319","1,639","2,208","2,767","1,721","2,775",518,"2,119","1,958","2,915","1,821","1,161","1,267",980
2021,8,60,"27,924",826,999,992,"1,408","1,398",775,"1,137",940,"2,176",717,"1,495","1,182","1,253","1,726",552,"1,575","1,451","2,288","1,357","1,156","1,111","1,410"
2021,8,70,"16,208",604,630,719,"1,121",805,472,738,562,"1,090",468,786,793,604,"1,087",367,738,644,"1,299",569,671,635,806
2021,8,80,"5,262",300,219,229,483,290,154,263,178,267,151,278,274,201,394,110,168,173,430,145,176,141,238
2021,8,90,513,29,24,20,45,25,18,19,16,24,7,17,20,30,37,11,12,16,60,18,18,15,32
2021,8,100,29,0,0,3,0,1,1,2,2,1,0,1,0,1,1,1,2,1,5,1,3,1,2
2021,9,총,"255,264","7,483","10,527","9,920","12,208","12,166","6,403","14,138","12,211","18,359","9,440","17,305","16,912","10,198","15,464","3,126","13,021","11,504","20,570","11,541","7,478","8,547","6,743"
2021,9,0,"18,093",488,323,538,982,"1,098",439,"1,198",951,"1,051",330,488,"1,354",814,"1,381",185,"1,172",845,"2,019","1,112",354,656,315
2021,9,10,"30,853",797,408,669,"1,332","1,143",715,"1,937","3,047","3,593","1,344",750,"2,622","1,097","2,105",298,"1,645","1,136","2,328","1,926",638,"1,053",270
2021,9,20,"34,061",982,"1,993","1,518","1,408","1,647",929,"1,794","1,231","2,466","1,615","3,216","1,863","1,337","1,749",356,"1,734","1,638","2,474","1,305","1,073",970,763
2021,9,30,"35,963",981,"2,638","1,965","1,309","1,763",880,"2,032",563,"1,438","1,489","4,940","2,118","1,356","1,357",298,"1,453","1,761","2,901","1,274","1,161","1,215","1,071"
2021,9,40,"45,324","1,226","1,884","1,819","2,079","2,133",986,"2,796","2,487","2,922","1,692","3,124","3,898","1,786","2,801",427,"2,151","1,867","3,818","2,016","1,062","1,485",865
2021,9,50,"40,804","1,234","1,412","1,445","2,037","1,870","1,039","2,209","2,214","3,316","1,632","2,215","2,784","1,717","2,811",520,"2,282","1,961","2,920","1,812","1,153","1,258",963
2021,9,60,"28,037",828,995,999,"1,408","1,398",769,"1,142",947,"2,180",714,"1,500","1,181","1,251","1,732",550,"1,625","1,454","2,306","1,365","1,162","1,110","1,421"
2021,9,70,"16,255",615,624,713,"1,116",801,472,744,572,"1,101",462,772,793,606,"1,095",368,763,649,"1,300",564,676,643,806
2021,9,80,"5,328",304,226,231,492,286,156,267,180,267,155,282,279,202,396,112,181,175,436,148,177,140,236
2021,9,90,517,28,24,20,45,26,17,17,17,24,7,17,20,31,36,11,13,17,63,18,19,16,31
2021,9,100,29,0,0,3,0,1,1,2,2,1,0,1,0,1,1,1,2,1,5,1,3,1,2
2021,10,총,"255,473","7,459","10,503","9,886","12,188","12,059","6,382","14,396","12,229","18,473","9,440","17,314","16,950","10,202","15,423","3,098","13,306","11,488","20,482","11,523","7,428","8,502","6,742"
2021,10,0,"17,983",481,318,527,972,"1,089",435,"1,209",936,"1,068",324,480,"1,338",813,"1,365",180,"1,206",840,"1,994","1,102",348,648,310
2021,10,10,"30,950",790,411,663,"1,330","1,135",713,"1,983","3,061","3,617","1,349",747,"2,635","1,094","2,108",297,"1,692","1,135","2,320","1,925",631,"1,042",272
2021,10,20,"33,978",977,"1,976","1,530","1,405","1,625",926,"1,800","1,236","2,466","1,610","3,208","1,856","1,337","1,738",353,"1,761","1,632","2,444","1,300","1,069",969,760
2021,10,30,"35,940",968,"2,647","1,949","1,318","1,720",865,"2,076",551,"1,435","1,494","4,970","2,119","1,352","1,352",294,"1,477","1,753","2,892","1,273","1,161","1,208","1,066"
2021,10,40,"45,279","1,233","1,861","1,808","2,046","2,125",985,"2,831","2,489","2,958","1,676","3,104","3,909","1,794","2,785",418,"2,200","1,861","3,810","1,996","1,052","1,464",874
2021,10,50,"40,959","1,226","1,410","1,446","2,043","1,865","1,041","2,268","2,236","3,337","1,637","2,229","2,814","1,705","2,798",516,"2,341","1,961","2,913","1,811","1,143","1,254",965
2021,10,60,"28,166",839,"1,007","1,000","1,417","1,395",769,"1,170",949,"2,182",715,"1,508","1,181","1,263","1,745",548,"1,636","1,463","2,311","1,376","1,161","1,109","1,422"
2021,10,70,"16,292",607,622,711,"1,117",794,478,762,571,"1,113",467,763,798,611,"1,091",370,789,646,"1,292",571,663,651,805
2021,10,80,"5,380",308,225,230,495,285,153,277,182,272,161,287,280,200,402,111,188,178,442,150,178,140,236
2021,10,90,520,30,26,20,45,25,16,18,16,24,7,17,20,32,39,10,14,18,59,19,19,16,30
2021,10,100,26,0,0,2,0,1,1,2,2,1,0,1,0,1,0,1,2,1,5,0,3,1,2
2021,11,총,"255,319","7,442","10,435","9,878","12,192","11,985","6,364","14,541","12,194","18,489","9,399","17,296","16,910","10,165","15,404","3,083","13,441","11,491","20,496","11,499","7,396","8,489","6,730"
2021,11,0,"17,907",475,315,534,974,"1,066",423,"1,210",925,"1,080",330,481,"1,317",808,"1,350",182,"1,221",847,"1,976","1,105",343,634,311
2021,11,10,"30,958",783,407,657,"1,338","1,143",718,"1,994","3,060","3,612","1,335",725,"2,625","1,101","2,117",291,"1,716","1,130","2,335","1,925",629,"1,043",274
2021,11,20,"33,878",963,"1,942","1,541","1,400","1,606",918,"1,825","1,237","2,449","1,587","3,205","1,866","1,328","1,726",351,"1,776","1,621","2,447","1,298","1,063",972,757
2021,11,30,"35,819",972,"2,618","1,940","1,307","1,701",872,"2,099",545,"1,428","1,492","4,966","2,116","1,336","1,354",290,"1,479","1,755","2,873","1,259","1,160","1,199","1,058"
2021,11,40,"45,142","1,217","1,861","1,799","2,053","2,107",974,"2,829","2,463","2,956","1,663","3,110","3,880","1,784","2,764",416,"2,232","1,863","3,797","1,984","1,050","1,462",878
2021,11,50,"41,074","1,240","1,407","1,459","2,044","1,877","1,041","2,317","2,234","3,345","1,643","2,213","2,832","1,698","2,797",505,"2,366","1,965","2,918","1,822","1,133","1,258",960
2021,11,60,"28,268",842,"1,009",990,"1,425","1,383",775,"1,192",955,"2,195",717,"1,526","1,179","1,266","1,751",555,"1,652","1,460","2,341","1,369","1,160","1,111","1,415"
2021,11,70,"16,282",608,623,704,"1,108",786,471,776,572,"1,123",461,756,794,609,"1,096",372,798,647,"1,294",569,656,650,809
2021,11,80,"5,433",312,225,231,495,290,155,279,185,276,163,294,282,201,410,110,185,184,451,149,178,144,234
2021,11,90,534,30,28,22,48,25,16,18,16,24,8,19,19,33,39,10,15,18,59,19,21,15,32
2021,11,100,24,0,0,1,0,1,1,2,2,1,0,1,0,1,0,1,1,1,5,0,3,1,2
2021,12,총,"255,047","7,415","10,381","9,821","12,187","11,987","6,334","14,560","12,151","18,483","9,364","17,285","16,914","10,133","15,400","3,147","13,524","11,480","20,426","11,482","7,386","8,479","6,708"
2021,12,0,"17,904",471,307,525,981,"1,076",411,"1,207",918,"1,105",337,486,"1,296",803,"1,356",189,"1,235",849,"1,959","1,103",336,638,316
2021,12,10,"30,864",780,408,651,"1,334","1,156",717,"1,977","3,036","3,599","1,311",696,"2,625","1,102","2,122",303,"1,737","1,118","2,334","1,911",626,"1,046",275
2021,12,20,"33,686",952,"1,905","1,530","1,390","1,595",908,"1,842","1,228","2,409","1,563","3,198","1,879","1,311","1,712",355,"1,783","1,627","2,420","1,302","1,064",965,748
2021,12,30,"35,758",970,"2,614","1,936","1,298","1,694",877,"2,092",551,"1,448","1,481","4,979","2,104","1,330","1,370",292,"1,472","1,757","2,852","1,253","1,149","1,187","1,052"
2021,12,40,"45,110","1,207","1,854","1,780","2,046","2,101",963,"2,840","2,432","2,949","1,678","3,121","3,898","1,783","2,755",426,"2,242","1,855","3,786","1,980","1,062","1,479",873
2021,12,50,"41,108","1,246","1,411","1,458","2,052","1,880","1,039","2,334","2,231","3,337","1,647","2,209","2,835","1,695","2,794",516,"2,386","1,975","2,928","1,810","1,126","1,251",948
2021,12,60,"28,300",843,"1,004",990,"1,435","1,384",771,"1,182",966,"2,200",723,"1,522","1,180","1,267","1,751",567,"1,663","1,450","2,339","1,381","1,163","1,100","1,419"
2021,12,70,"16,281",604,625,700,"1,103",784,473,785,586,"1,133",451,756,793,607,"1,085",375,805,647,"1,287",574,657,649,802
2021,12,80,"5,472",313,224,229,498,292,158,282,185,278,164,298,282,203,415,111,187,184,455,149,178,148,239
2021,12,90,547,29,29,22,50,24,17,18,16,25,9,20,22,32,40,12,13,18,61,19,22,15,34
2021,12,100,17,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,5,0,3,1,2
