년도,월,나이,구미시,선산읍,고아읍,무을면,옥성면,도개면,해평면,산동면,장천면,송정동,원평1동,원평2동,도량동,지산동,선주원남동,형곡1동,형곡2동,신평1동,신평2동,비산동,공단1동,공단2동,광평동,상모사곡동,임오동,인동동,진미동,양포동,산동읍,공단동,원평동
2021,1,90,214,20,24,11,9,11,13,0,7,5,2,5,13,0,9,2,6,1,3,3,0,0,4,12,6,16,7,13,12,0,
2021,1,100,7,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
2021,2,총,"213,328","7,350","18,776",927,881,"1,149","2,129",,"1,621","12,023","2,095","1,643","14,560","1,149","19,960","7,226","8,519","1,860","1,776","6,987",,,"2,335","16,180","9,837","25,002","8,812","24,187","13,899","2,445",
2021,2,0,"21,013",454,"1,804",20,8,22,35,,46,881,34,45,"1,238",32,"1,934",558,451,75,159,867,,,175,"1,398","1,116","2,518",474,"3,494","2,848",327,
2021,2,10,"23,242",566,"2,098",28,22,74,74,,113,"1,247",45,80,"1,696",63,"2,667",874,"1,046",87,124,551,,,166,"1,973","1,346","3,111",543,"3,370","1,175",103,
2021,2,20,"31,247",848,"2,662",66,69,96,172,,137,"1,864",263,197,"2,223",136,"2,850","1,114","1,580",371,229,"1,030",,,372,"2,679","1,337","3,887","2,150","3,326","1,189",400,
2021,2,30,"34,702",662,"2,286",49,54,68,140,,102,"1,807",288,178,"1,787",97,"2,502",828,872,333,343,"1,590",,,422,"2,381","1,527","4,514","2,547","4,408","4,279",638,
2021,2,40,"36,925","1,013","2,742",83,96,118,265,,225,"1,842",410,204,"2,266",157,"3,630","1,086","1,200",270,244,"1,154",,,417,"2,958","1,916","4,888","1,549","5,315","2,458",419,
2021,2,50,"35,647","1,461","3,872",209,177,241,489,,341,"2,105",504,328,"2,810",258,"3,587","1,430","1,835",345,345,"1,109",,,398,"3,204","1,705","3,612",949,"2,870","1,130",333,
2021,2,60,"20,697","1,394","2,303",255,235,257,495,,331,"1,588",370,369,"1,821",261,"2,036",926,"1,153",245,223,506,,,243,"1,147",665,"1,753",417,974,547,183,
2021,2,70,"7,094",645,695,129,135,171,268,,219,551,145,179,520,110,579,322,306,100,71,149,,,109,322,163,540,146,299,184,37,
2021,2,80,"2,537",288,287,77,77,91,175,,100,133,34,58,184,35,166,84,69,33,35,29,,,29,105,57,162,30,117,77,5,
2021,2,90,218,19,26,11,8,10,15,,7,4,2,5,15,0,9,4,7,1,3,2,,,4,12,5,17,7,13,12,0,
2021,2,100,6,0,1,0,0,1,1,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,
2021,3,총,"213,131","7,352","19,220",930,879,"1,131","2,126",,"1,612","11,954","2,112","1,608","14,456","1,145","19,841","7,187","8,467","1,851","1,761","6,974",,,"2,342","16,119","9,817","24,951","8,805","24,184","13,879","2,428",
2021,3,0,"20,893",452,"1,891",20,7,21,35,,46,873,37,41,"1,219",32,"1,934",553,445,68,153,853,,,177,"1,381","1,109","2,490",471,"3,440","2,826",319,
2021,3,10,"23,147",558,"2,093",27,22,71,74,,105,"1,244",50,77,"1,679",64,"2,630",860,"1,039",85,126,553,,,167,"1,954","1,336","3,114",535,"3,380","1,196",108,
2021,3,20,"31,185",850,"2,719",67,69,93,169,,137,"1,824",266,191,"2,186",134,"2,827","1,095","1,562",386,228,"1,024",,,366,"2,661","1,334","3,910","2,129","3,366","1,191",401,
2021,3,30,"34,622",656,"2,438",49,54,68,140,,103,"1,786",291,176,"1,755",96,"2,484",832,863,328,338,"1,593",,,425,"2,369","1,516","4,480","2,547","4,377","4,234",624,
2021,3,40,"36,807","1,007","2,773",81,96,115,262,,217,"1,839",409,196,"2,259",156,"3,597","1,073","1,184",266,239,"1,147",,,419,"2,937","1,917","4,854","1,559","5,319","2,471",415,
2021,3,50,"35,637","1,469","3,921",210,178,232,491,,341,"2,095",506,322,"2,782",254,"3,570","1,421","1,826",337,347,"1,114",,,401,"3,213","1,702","3,604",961,"2,887","1,121",332,
2021,3,60,"20,964","1,405","2,373",259,233,260,499,,339,"1,592",371,369,"1,848",263,"2,048",937,"1,170",246,222,509,,,245,"1,163",673,"1,778",421,985,569,187,
2021,3,70,"7,094",646,693,130,133,166,266,,219,561,146,176,524,111,574,328,302,99,70,150,,,109,321,166,539,145,299,184,37,
2021,3,80,"2,563",290,292,76,79,94,176,,99,135,34,55,189,35,169,84,69,35,35,29,,,29,107,59,165,30,118,75,5,
2021,3,90,216,19,27,11,8,11,14,,6,4,2,5,15,0,8,4,7,1,3,2,,,4,12,5,17,7,12,12,0,
2021,3,100,3,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,
2021,4,총,"213,007","7,342","19,376",927,876,"1,127","2,119",,"1,599","11,963","2,107","1,566","14,419","1,138","19,779","7,148","8,420","1,855","1,744","6,963",,,"2,347","16,139","9,820","24,897","8,838","24,177","13,896","2,425",
2021,4,0,"20,772",445,"1,913",21,6,19,33,,45,873,37,39,"1,207",31,"1,910",541,440,70,147,856,,,177,"1,378","1,103","2,455",471,"3,418","2,822",315,
2021,4,10,"23,137",562,"2,099",27,21,68,75,,99,"1,242",49,74,"1,680",62,"2,622",852,"1,027",87,124,546,,,169,"1,948","1,340","3,109",536,"3,403","1,208",108,
2021,4,20,"31,086",840,"2,713",63,72,95,168,,136,"1,818",260,188,"2,169",134,"2,801","1,095","1,545",386,228,"1,035",,,359,"2,667","1,332","3,895","2,130","3,361","1,189",407,
2021,4,30,"34,569",652,"2,491",49,51,65,140,,101,"1,797",294,166,"1,744",95,"2,497",820,861,326,329,"1,587",,,425,"2,382","1,517","4,461","2,558","4,336","4,213",612,
2021,4,40,"36,748","1,004","2,792",82,94,116,259,,212,"1,828",407,196,"2,254",152,"3,567","1,066","1,175",263,242,"1,128",,,423,"2,932","1,909","4,846","1,569","5,330","2,487",415,
2021,4,50,"35,641","1,459","3,938",208,178,231,486,,341,"2,099",506,311,"2,758",249,"3,574","1,420","1,822",335,343,"1,108",,,404,"3,213","1,706","3,617",966,"2,899","1,133",337,
2021,4,60,"21,142","1,424","2,408",258,232,262,502,,342,"1,595",371,358,"1,877",269,"2,059",938,"1,170",249,222,519,,,245,"1,180",685,"1,791",424,996,577,189,
2021,4,70,"7,105",646,700,131,135,165,264,,219,569,147,173,523,111,573,328,302,102,72,152,,,112,321,164,535,146,303,175,37,
2021,4,80,"2,582",290,295,77,80,95,177,,98,137,34,55,191,35,167,84,71,36,34,30,,,29,105,58,171,31,117,80,5,
2021,4,90,222,20,27,11,7,11,15,,6,4,2,6,16,0,9,4,7,1,3,2,,,4,12,6,17,7,13,12,0,
2021,4,100,3,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,
2021,5,총,"212,907","7,309","19,397",924,873,"1,126","2,120",,"1,596","11,968","2,091","1,490","14,388","1,133","19,784","7,119","8,378","1,861","1,751","6,955",,,"2,343","16,154","9,828","24,923","8,860","24,192","13,918","2,426",
2021,5,0,"20,627",438,"1,899",21,6,17,34,,46,866,35,39,"1,200",31,"1,904",541,430,71,144,858,,,172,"1,371","1,085","2,447",468,"3,379","2,809",316,
2021,5,10,"23,143",570,"2,097",27,21,70,74,,95,"1,239",48,69,"1,671",61,"2,623",846,"1,019",85,129,552,,,167,"1,944","1,352","3,096",539,"3,418","1,223",108,
2021,5,20,"31,115",832,"2,717",62,70,94,167,,135,"1,815",264,179,"2,156",130,"2,816","1,078","1,530",387,225,"1,025",,,363,"2,681","1,349","3,920","2,144","3,360","1,207",409,
2021,5,30,"34,421",638,"2,505",48,49,66,140,,102,"1,803",282,157,"1,717",95,"2,482",823,862,331,332,"1,573",,,419,"2,374","1,494","4,436","2,566","4,335","4,186",606,
2021,5,40,"36,668",996,"2,770",81,93,115,256,,207,"1,827",400,191,"2,239",152,"3,552","1,057","1,163",266,242,"1,137",,,422,"2,930","1,919","4,858","1,555","5,321","2,502",417,
2021,5,50,"35,667","1,454","3,943",210,177,236,480,,342,"2,092",506,293,"2,772",246,"3,567","1,410","1,816",331,346,"1,102",,,405,"3,219","1,708","3,636",975,"2,926","1,139",336,
2021,5,60,"21,290","1,419","2,441",258,238,257,506,,342,"1,604",372,339,"1,892",270,"2,087",940,"1,175",249,223,524,,,248,"1,191",688,"1,811",429,"1,014",581,192,
2021,5,70,"7,154",650,702,129,131,167,270,,221,575,147,165,534,113,575,335,305,104,74,153,,,114,324,166,531,146,308,179,36,
2021,5,80,"2,591",288,295,77,82,94,178,,99,142,35,51,191,35,168,85,71,36,33,29,,,29,107,61,170,31,118,80,6,
2021,5,90,228,24,28,11,6,10,15,,7,4,2,7,16,0,10,4,7,1,3,2,,,4,12,6,18,7,12,12,0,
2021,5,100,3,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,
2021,6,총,"212,841","7,294","19,386",926,876,"1,115","2,107",,"1,580","11,982","2,074","1,443","14,351","1,131","19,818","7,097","8,354","1,845","1,737","6,961",,,"2,349","16,155","9,826","24,923","8,890","24,237","13,953","2,431",
2021,6,0,"20,538",430,"1,894",21,6,18,32,,45,867,31,39,"1,188",31,"1,906",534,423,71,144,857,,,174,"1,364","1,070","2,436",465,"3,363","2,815",314,
2021,6,10,"23,141",570,"2,082",27,22,65,72,,96,"1,232",48,68,"1,660",62,"2,623",837,"1,017",85,127,557,,,174,"1,939","1,347","3,104",542,"3,440","1,237",108,
2021,6,20,"31,103",828,"2,714",62,72,92,166,,136,"1,823",258,168,"2,143",127,"2,817","1,078","1,528",380,223,"1,017",,,365,"2,681","1,361","3,924","2,161","3,370","1,200",409,
2021,6,30,"34,273",634,"2,509",47,49,64,140,,100,"1,799",282,154,"1,701",95,"2,461",816,855,334,330,"1,568",,,415,"2,380","1,484","4,410","2,557","4,325","4,153",611,
2021,6,40,"36,704",991,"2,771",79,94,113,252,,194,"1,822",395,187,"2,240",149,"3,569","1,052","1,165",260,239,"1,137",,,422,"2,914","1,926","4,852","1,574","5,344","2,544",419,
2021,6,50,"35,600","1,444","3,925",213,173,237,481,,336,"2,090",503,278,"2,774",246,"3,570","1,403","1,792",330,342,"1,101",,,405,"3,227","1,713","3,640",971,"2,933","1,141",332,
2021,6,60,"21,500","1,430","2,476",259,239,254,500,,344,"1,622",378,331,"1,899",272,"2,122",945,"1,187",246,223,537,,,247,"1,208",694,"1,837",435,"1,024",594,197,
2021,6,70,"7,161",652,695,130,134,167,271,,223,578,143,160,537,113,574,344,307,104,73,153,,,115,323,163,532,148,309,178,35,
2021,6,80,"2,590",290,291,77,81,95,178,,99,144,34,51,193,36,167,83,73,34,33,31,,,29,106,62,171,31,116,79,6,
2021,6,90,228,25,29,11,6,10,15,,7,4,2,7,16,0,9,5,7,1,3,3,,,3,12,6,17,6,12,12,0,
2021,6,100,3,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,
2021,7,총,"212,803","7,290","19,385",919,870,"1,121","2,110",,"1,575","11,973",0,0,"14,334","1,136","19,824","7,090","8,365","1,832","1,728","6,939",,,"2,351","16,153","9,829","24,908","8,930","24,249","13,974","2,429","3,489"
2021,7,0,"20,446",426,"1,899",21,6,18,30,,44,873,0,0,"1,177",31,"1,885",526,422,69,144,858,,,174,"1,355","1,059","2,415",460,"3,349","2,825",311,69
2021,7,10,"23,132",572,"2,082",27,22,66,72,,95,"1,221",0,0,"1,653",61,"2,626",834,"1,017",81,129,553,,,173,"1,927","1,352","3,105",548,"3,443","1,253",109,111
2021,7,20,"31,046",826,"2,692",62,69,94,164,,136,"1,817",0,0,"2,122",129,"2,835","1,069","1,519",380,216,"1,004",,,365,"2,680","1,357","3,912","2,181","3,398","1,189",410,420
2021,7,30,"34,146",628,"2,489",44,46,61,142,,98,"1,793",0,0,"1,706",96,"2,448",816,863,332,328,"1,565",,,419,"2,384","1,487","4,419","2,553","4,279","4,115",603,432
2021,7,40,"36,741",986,"2,770",78,93,113,259,,192,"1,828",0,0,"2,239",149,"3,572","1,049","1,169",258,242,"1,132",,,417,"2,912","1,926","4,852","1,580","5,354","2,576",425,570
2021,7,50,"35,553","1,445","3,919",208,173,236,473,,330,"2,072",0,0,"2,766",243,"3,565","1,406","1,783",327,336,"1,098",,,409,"3,232","1,715","3,639",976,"2,948","1,147",330,777
2021,7,60,"21,711","1,439","2,503",263,238,262,506,,350,"1,642",0,0,"1,910",275,"2,143",956,"1,199",250,222,544,,,247,"1,223",702,"1,844",442,"1,040",602,200,709
2021,7,70,"7,204",653,705,129,135,167,272,,222,578,0,0,549,117,574,346,312,101,76,151,,,115,323,162,535,153,311,176,35,307
2021,7,80,"2,594",291,298,75,82,93,177,,102,144,0,0,196,35,167,83,74,33,32,31,,,29,105,63,170,31,114,79,6,84
2021,7,90,227,24,28,12,6,11,15,,6,4,0,0,16,0,9,5,7,1,3,3,,,3,11,6,17,6,12,12,0,10
2021,7,100,3,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,1,0,0,0
2021,8,총,"212,607","7,270","19,345",917,872,"1,122","2,110",,"1,564","11,946",,,"14,331","1,137","19,837","7,056","8,366","1,827","1,718","6,919",,,"2,332","16,156","9,822","24,918","8,924","24,252","13,944","2,436","3,486"
2021,8,0,"20,329",424,"1,886",21,5,18,29,,45,875,,,"1,175",31,"1,879",519,419,69,143,855,,,163,"1,347","1,061","2,400",449,"3,328","2,813",310,65
2021,8,10,"23,107",565,"2,087",27,23,65,70,,93,"1,211",,,"1,650",60,"2,630",832,"1,010",83,128,552,,,176,"1,920","1,342","3,090",550,"3,457","1,262",113,111
2021,8,20,"30,933",818,"2,643",61,70,94,166,,133,"1,811",,,"2,105",129,"2,830","1,053","1,523",377,214,992,,,359,"2,685","1,357","3,929","2,176","3,402","1,170",415,421
2021,8,30,"34,027",630,"2,489",43,44,61,140,,96,"1,794",,,"1,709",93,"2,448",808,860,332,324,"1,559",,,416,"2,382","1,475","4,411","2,554","4,249","4,082",592,436
2021,8,40,"36,757",983,"2,772",76,94,111,251,,188,"1,830",,,"2,240",152,"3,571","1,038","1,158",260,242,"1,130",,,408,"2,912","1,934","4,850","1,572","5,375","2,599",438,573
2021,8,50,"35,556","1,441","3,915",208,176,238,474,,325,"2,058",,,"2,766",245,"3,555","1,408","1,792",323,333,"1,100",,,413,"3,234","1,720","3,659",978,"2,958","1,143",324,770
2021,8,60,"21,813","1,435","2,515",261,237,262,514,,354,"1,637",,,"1,921",274,"2,170",955,"1,204",247,218,546,,,251,"1,239",702,"1,853",455,"1,042",606,203,712
2021,8,70,"7,245",657,714,132,135,169,275,,222,582,,,550,116,572,355,317,102,81,151,,,115,322,162,537,153,314,177,34,301
2021,8,80,"2,609",292,294,76,82,93,175,,102,143,,,199,37,172,83,76,33,32,31,,,28,103,63,173,33,115,80,7,87
2021,8,90,228,25,30,12,6,11,16,,6,4,,,16,0,10,5,7,1,3,3,,,3,10,6,16,4,12,12,0,10
2021,8,100,3,0,0,0,0,0,0,,0,1,,,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0
2021,9,총,"212,547","7,257","19,304",914,864,"1,116","2,100",,"1,557","11,911",,,"14,282","1,127","19,825","7,038","8,362","1,834","1,714","6,890",,,"2,315","16,143","9,820","24,965","9,031","24,292","13,958","2,459","3,469"
2021,9,0,"20,207",431,"1,871",20,5,19,28,,44,869,,,"1,170",33,"1,858",508,413,71,145,849,,,161,"1,356","1,045","2,381",440,"3,305","2,801",322,62
2021,9,10,"23,074",559,"2,082",28,23,60,69,,91,"1,203",,,"1,642",57,"2,624",836,"1,011",80,129,550,,,176,"1,901","1,342","3,091",551,"3,461","1,288",112,108
2021,9,20,"30,876",805,"2,618",57,65,89,163,,132,"1,782",,,"2,075",129,"2,804","1,052","1,515",384,210,982,,,347,"2,679","1,365","3,948","2,243","3,443","1,156",417,416
2021,9,30,"34,027",632,"2,476",43,43,63,137,,95,"1,789",,,"1,698",93,"2,452",801,861,331,325,"1,550",,,414,"2,391","1,481","4,426","2,595","4,235","4,055",601,440
2021,9,40,"36,690",974,"2,777",77,92,110,247,,187,"1,825",,,"2,236",148,"3,583","1,030","1,161",258,240,"1,122",,,405,"2,893","1,919","4,850","1,571","5,352","2,628",442,563
2021,9,50,"35,605","1,439","3,904",206,175,234,473,,326,"2,053",,,"2,757",241,"3,565","1,394","1,792",327,335,"1,101",,,416,"3,232","1,724","3,680",987,"2,998","1,152",317,777
2021,9,60,"21,945","1,439","2,533",262,237,266,516,,354,"1,653",,,"1,940",276,"2,180",966,"1,210",245,215,551,,,250,"1,251",715,"1,853",456,"1,056",611,206,704
2021,9,70,"7,275",663,719,133,135,168,275,,219,579,,,552,116,572,363,317,105,81,151,,,115,326,162,546,151,315,178,35,299
2021,9,80,"2,613",290,292,75,82,95,176,,103,152,,,196,34,176,84,75,32,32,31,,,29,102,61,174,33,115,77,7,90
2021,9,90,232,25,32,13,7,12,16,,6,5,,,16,0,11,4,7,1,2,3,,,2,10,6,16,4,12,12,0,10
2021,9,100,3,0,0,0,0,0,0,,0,1,,,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0
2021,10,총,"212,427","7,264","19,292",912,865,"1,119","2,099",,"1,554","11,875",,,"14,283","1,127","19,801","7,030","8,334","1,834","1,708","6,882",,,"2,318","16,167","9,815","24,937","9,059","24,253","13,978","2,461","3,460"
2021,10,0,"20,099",432,"1,861",21,5,18,26,,45,872,,,"1,173",33,"1,829",502,415,70,145,841,,,160,"1,350","1,044","2,349",435,"3,277","2,815",322,59
2021,10,10,"23,012",552,"2,082",28,23,60,70,,92,"1,198",,,"1,622",57,"2,628",836,"1,004",83,128,544,,,175,"1,898","1,332","3,081",549,"3,459","1,295",110,106
2021,10,20,"30,819",816,"2,602",58,66,88,166,,133,"1,752",,,"2,080",127,"2,811","1,048","1,499",382,211,979,,,350,"2,674","1,362","3,939","2,262","3,434","1,142",426,412
2021,10,30,"33,937",630,"2,460",41,42,60,138,,92,"1,769",,,"1,697",95,"2,448",803,871,327,327,"1,545",,,419,"2,405","1,474","4,418","2,599","4,211","4,036",594,436
2021,10,40,"36,637",973,"2,777",76,93,114,243,,184,"1,828",,,"2,224",149,"3,573","1,015","1,138",257,234,"1,123",,,404,"2,903","1,922","4,847","1,572","5,341","2,655",439,553
2021,10,50,"35,684","1,440","3,911",207,176,235,470,,324,"2,059",,,"2,768",235,"3,566","1,399","1,786",329,333,"1,106",,,415,"3,229","1,726","3,696",997,"3,013","1,159",321,784
2021,10,60,"22,077","1,437","2,553",262,237,270,516,,354,"1,663",,,"1,945",281,"2,186",975,"1,219",248,216,557,,,251,"1,267",721,"1,860",459,"1,072",611,205,712
2021,10,70,"7,303",667,725,132,134,165,278,,219,577,,,561,116,571,362,321,105,81,151,,,113,329,168,555,148,317,177,37,294
2021,10,80,"2,620",292,288,74,82,97,174,,105,151,,,197,33,178,86,74,32,31,33,,,29,100,60,175,34,117,76,7,95
2021,10,90,236,25,32,13,7,12,18,,6,6,,,16,1,11,4,7,1,2,3,,,2,10,6,17,4,12,12,0,9
2021,10,100,3,0,1,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0
2021,11,총,"212,262","7,238","19,295",914,865,"1,113","2,092",,"1,553","11,886",,,"14,255","1,119","19,790","7,015","8,326","1,831","1,691","6,888",,,"2,294","16,139","9,831","24,926","9,072","24,248","13,996","2,454","3,431"
2021,11,0,"19,991",424,"1,850",20,5,18,27,,42,865,,,"1,169",33,"1,825",496,414,68,140,839,,,153,"1,339","1,040","2,341",432,"3,264","2,811",318,58
2021,11,10,"23,002",549,"2,084",28,23,59,68,,90,"1,202",,,"1,624",53,"2,630",832,"1,009",84,124,547,,,177,"1,881","1,334","3,081",547,"3,457","1,302",112,105
2021,11,20,"30,712",811,"2,578",56,63,83,167,,134,"1,736",,,"2,064",131,"2,799","1,044","1,488",377,212,979,,,349,"2,692","1,361","3,911","2,247","3,436","1,151",427,416
2021,11,30,"33,825",628,"2,460",41,42,63,138,,89,"1,782",,,"1,688",93,"2,439",788,878,332,319,"1,537",,,407,"2,382","1,478","4,416","2,616","4,204","3,992",588,425
2021,11,40,"36,703",967,"2,803",77,88,111,241,,184,"1,840",,,"2,220",147,"3,573","1,015","1,125",255,238,"1,135",,,398,"2,897","1,928","4,850","1,576","5,344","2,704",439,548
2021,11,50,"35,687","1,437","3,901",209,181,238,467,,323,"2,059",,,"2,764",232,"3,566","1,405","1,788",325,329,"1,098",,,407,"3,238","1,732","3,708","1,006","3,021","1,155",321,777
2021,11,60,"22,154","1,442","2,570",263,239,267,512,,358,"1,665",,,"1,953",280,"2,194",978,"1,218",253,217,566,,,259,"1,268",725,"1,864",463,"1,068",613,206,713
2021,11,70,"7,318",662,727,133,136,163,278,,220,579,,,562,115,573,365,326,104,79,150,,,112,330,169,560,147,324,180,36,288
2021,11,80,"2,630",295,289,74,81,99,174,,106,152,,,195,34,180,88,73,32,31,34,,,30,100,59,178,34,118,75,7,92
2021,11,90,237,23,32,13,7,12,20,,7,6,,,16,1,11,4,7,1,2,3,,,2,10,5,17,4,12,13,0,9
2021,11,100,3,0,1,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0
2021,12,총,"212,021","7,231","19,296",908,870,"1,111","2,094",,"1,549","11,859",,,"14,220","1,112","19,732","7,009","8,319","1,825","1,685","6,885",,,"2,310","16,149","9,814","24,935","9,071","24,154","14,027","2,446","3,410"
2021,12,0,"19,886",422,"1,854",20,5,17,28,,45,857,,,"1,155",34,"1,815",498,403,72,137,831,,,149,"1,344","1,033","2,332",422,"3,230","2,810",317,56
2021,12,10,"22,962",540,"2,074",27,23,59,65,,92,"1,201",,,"1,620",53,"2,620",829,"1,002",82,125,550,,,178,"1,880","1,335","3,081",547,"3,455","1,308",110,106
2021,12,20,"30,590",827,"2,574",55,63,81,170,,134,"1,708",,,"2,049",133,"2,788","1,033","1,491",378,212,972,,,356,"2,674","1,353","3,912","2,231","3,407","1,154",423,412
2021,12,30,"33,673",621,"2,448",41,44,66,138,,86,"1,784",,,"1,672",90,"2,416",794,881,329,317,"1,534",,,407,"2,386","1,464","4,402","2,622","4,153","3,968",590,420
2021,12,40,"36,717",965,"2,805",76,88,109,240,,183,"1,840",,,"2,229",143,"3,569","1,010","1,118",249,239,"1,144",,,405,"2,887","1,918","4,865","1,583","5,346","2,733",435,538
2021,12,50,"35,701","1,435","3,885",206,183,238,463,,325,"2,057",,,"2,752",231,"3,556","1,412","1,779",327,326,"1,097",,,409,"3,253","1,742","3,717","1,018","3,034","1,159",319,778
2021,12,60,"22,246","1,443","2,591",263,238,265,518,,360,"1,668",,,"1,964",281,"2,205",978,"1,235",251,216,566,,,261,"1,277",734,"1,860",460,"1,074",621,208,709
2021,12,70,"7,360",657,743,134,139,161,277,,215,584,,,569,113,569,361,331,103,80,153,,,113,334,168,569,150,327,184,37,289
2021,12,80,"2,647",299,288,73,82,103,175,,102,155,,,194,33,183,90,72,33,31,35,,,30,103,62,178,34,116,76,7,93
2021,12,90,237,22,33,13,5,12,20,,7,5,,,16,1,11,4,7,1,2,3,,,2,10,5,19,4,12,14,0,9
2021,12,100,2,0,1,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0
