년도,월,나이,서울특별시 서초구,서울특별시 서초구 서초1동,서울특별시 서초구 서초2동,서울특별시 서초구 서초3동,서울특별시 서초구 서초4동,서울특별시 서초구 잠원동,서울특별시 서초구 반포본동,서울특별시 서초구 반포1동,서울특별시 서초구 반포2동,서울특별시 서초구 반포3동,서울특별시 서초구 반포4동,서울특별시 서초구 방배본동,서울특별시 서초구 방배1동,서울특별시 서초구 방배2동,서울특별시 서초구 방배3동,서울특별시 서초구 방배4동,서울특별시 서초구 양재1동,서울특별시 서초구 양재2동,서울특별시 서초구 내곡동
2021,7,0,"16,747",743,995,913,"1,563","1,047",222,"1,626",932,"1,007",835,735,548,571,648,797,"1,862",755,948
2021,7,10,"22,881",999,"1,152","1,614","2,145","1,722",710,"1,893","1,379","1,518","1,120","1,273",710,809,912,"1,210","2,237",797,681
2021,7,20,"25,727","1,340","1,449","2,500","1,722","1,650",572,"1,929",649,"1,237","1,075","1,237","1,147","1,375","1,227","1,363","2,588","1,672",995
2021,7,30,"28,047","1,634","2,053","2,613","1,480","1,612",292,"2,569",538,"1,119","1,088","1,020","1,339","1,396","1,204","1,541","3,077","2,273","1,199"
2021,7,40,"35,718","1,808","2,124","2,378","2,891","2,380",675,"3,471","1,634","2,020","1,593","1,700","1,274","1,407","1,338","1,911","3,708","1,861","1,545"
2021,7,50,"31,076","1,445","1,597","2,415","2,522","2,327",846,"2,360","1,177","1,812","1,361","1,738","1,118","1,390","1,465","1,741","2,972","1,656","1,134"
2021,7,60,"22,302","1,127","1,119","1,783","1,458","1,343",466,"1,507",633,"1,043","1,062","1,062",959,"1,284","1,373","1,112","2,525","1,264","1,182"
2021,7,70,"12,669",626,632,"1,049",894,617,304,805,411,600,588,583,612,766,746,725,"1,397",607,707
2021,7,80,"4,432",213,216,361,372,227,135,240,156,216,192,256,226,251,267,327,394,161,222
2021,7,90,478,30,22,34,43,31,12,25,7,29,27,33,26,24,29,18,54,13,21
2021,7,100,30,0,3,4,3,3,1,1,4,1,1,0,4,1,0,1,1,1,1
2021,8,총,"199,722","9,937","12,017","15,658","15,050","12,887","3,371","16,559","7,498","10,568","8,945","9,642","7,916","9,253","9,342","10,738","20,710","11,053","8,578"
2021,8,0,"16,704",737,"1,090",915,"1,548","1,039",181,"1,635",925,989,836,734,545,572,672,792,"1,824",742,928
2021,8,10,"22,787",995,"1,219","1,616","2,131","1,720",557,"1,908","1,371","1,521","1,115","1,280",699,808,940,"1,218","2,227",789,673
2021,8,20,"25,670","1,363","1,542","2,504","1,716","1,627",455,"1,949",645,"1,227","1,074","1,237","1,125","1,360","1,239","1,363","2,568","1,688",988
2021,8,30,"27,948","1,623","2,149","2,601","1,472","1,587",255,"2,590",522,"1,100","1,094","1,017","1,322","1,392","1,191","1,506","3,070","2,273","1,184"
2021,8,40,"35,657","1,787","2,233","2,370","2,877","2,372",541,"3,500","1,628","2,017","1,587","1,708","1,277","1,401","1,368","1,928","3,678","1,853","1,532"
2021,8,50,"31,042","1,437","1,681","2,421","2,524","2,313",683,"2,377","1,188","1,821","1,364","1,737","1,123","1,389","1,499","1,725","2,970","1,657","1,133"
2021,8,60,"22,304","1,128","1,172","1,781","1,464","1,341",377,"1,514",640,"1,041","1,059","1,061",958,"1,283","1,380","1,132","2,524","1,267","1,182"
2021,8,70,"12,652",626,667,"1,048",896,625,218,818,409,600,594,578,606,766,752,727,"1,399",611,712
2021,8,80,"4,451",210,239,364,373,231,94,242,159,220,195,258,231,257,271,327,397,159,224
2021,8,90,477,31,22,34,46,29,9,25,7,31,26,32,26,24,30,19,52,13,21
2021,8,100,30,0,3,4,3,3,1,1,4,1,1,0,4,1,0,1,1,1,1
2021,9,총,"199,068","9,943","12,267","15,654","15,032","12,875","2,711","16,638","7,502","10,537","8,951","9,642","7,940","9,213","9,157","10,713","20,703","11,011","8,579"
2021,9,0,"16,622",733,"1,126",921,"1,523","1,029",137,"1,655",921,964,842,722,550,567,697,771,"1,809",731,924
2021,9,10,"22,775","1,002","1,250","1,606","2,147","1,730",449,"1,905","1,379","1,544","1,107","1,285",704,820,931,"1,230","2,231",782,673
2021,9,20,"25,449","1,368","1,571","2,494","1,701","1,634",368,"1,947",639,"1,201","1,075","1,237","1,118","1,335","1,191","1,350","2,576","1,665",979
2021,9,30,"27,842","1,627","2,189","2,600","1,470","1,564",201,"2,616",523,"1,093","1,094","1,021","1,329","1,382","1,162","1,496","3,043","2,251","1,181"
2021,9,40,"35,539","1,775","2,289","2,373","2,868","2,361",444,"3,502","1,626","2,016","1,586","1,705","1,276","1,392","1,354","1,924","3,660","1,859","1,529"
2021,9,50,"31,024","1,444","1,701","2,421","2,535","2,326",572,"2,409","1,194","1,821","1,362","1,742","1,124","1,394","1,449","1,739","2,988","1,654","1,149"
2021,9,60,"22,256","1,129","1,195","1,781","1,468","1,342",293,"1,507",643,"1,049","1,067","1,057",972,"1,277","1,341","1,131","2,545","1,280","1,179"
2021,9,70,"12,590",623,680,"1,054",894,630,159,824,407,594,592,579,607,761,733,726,"1,403",612,712
2021,9,80,"4,465",210,240,365,378,227,79,247,159,224,198,263,230,260,268,328,395,163,231
2021,9,90,476,32,23,35,45,29,8,25,7,30,27,31,26,24,31,17,52,13,21
2021,9,100,30,0,3,4,3,3,1,1,4,1,1,0,4,1,0,1,1,1,1
2021,10,총,"198,470","9,935","12,400","15,636","15,050","12,881","2,058","16,688","7,507","10,540","8,986","9,670","7,914","9,223","9,097","10,701","20,661","10,984","8,539"
2021,10,0,"16,532",726,"1,145",917,"1,507","1,035",113,"1,650",922,965,836,714,544,570,680,773,"1,794",723,918
2021,10,10,"22,745",999,"1,263","1,591","2,156","1,726",347,"1,915","1,385","1,543","1,117","1,306",706,824,941,"1,238","2,229",788,671
2021,10,20,"25,316","1,360","1,572","2,502","1,703","1,640",284,"1,944",638,"1,200","1,087","1,241","1,109","1,317","1,169","1,343","2,562","1,675",970
2021,10,30,"27,648","1,639","2,218","2,588","1,463","1,553",153,"2,629",512,"1,087","1,085","1,025","1,321","1,374","1,149","1,464","3,026","2,209","1,153"
2021,10,40,"35,377","1,761","2,295","2,361","2,863","2,346",329,"3,492","1,624","2,006","1,600","1,703","1,271","1,403","1,352","1,926","3,646","1,869","1,530"
2021,10,50,"31,095","1,455","1,727","2,432","2,555","2,339",448,"2,430","1,206","1,834","1,384","1,748","1,119","1,404","1,460","1,760","2,986","1,659","1,149"
2021,10,60,"22,228","1,133","1,221","1,782","1,482","1,352",205,"1,519",645,"1,055","1,064","1,055",971,"1,280","1,330","1,131","2,559","1,269","1,175"
2021,10,70,"12,564",624,691,"1,056",893,631,113,833,403,592,587,578,612,769,724,719,"1,405",614,720
2021,10,80,"4,466",207,241,367,382,227,59,249,162,226,198,271,232,258,263,329,400,164,231
2021,10,90,469,31,24,35,43,29,7,26,6,31,27,29,25,23,29,17,53,13,21
2021,10,100,30,0,3,5,3,3,0,1,4,1,1,0,4,1,0,1,1,1,1
2021,11,총,"197,606","9,926","12,486","15,590","15,032","12,875","1,323","16,722","7,510","10,529","8,985","9,677","7,899","9,152","9,079","10,720","20,622","10,954","8,525"
2021,11,0,"16,397",722,"1,151",907,"1,490","1,023",75,"1,649",901,954,831,712,551,567,685,781,"1,767",716,915
2021,11,10,"22,682",987,"1,275","1,599","2,162","1,731",223,"1,924","1,393","1,551","1,117","1,314",702,814,941,"1,250","2,239",783,677
2021,11,20,"25,093","1,357","1,586","2,480","1,711","1,642",168,"1,947",640,"1,197","1,075","1,230","1,103","1,301","1,156","1,335","2,531","1,670",964
2021,11,30,"27,460","1,634","2,217","2,562","1,440","1,552",105,"2,625",502,"1,084","1,095","1,019","1,300","1,365","1,147","1,455","3,036","2,188","1,134"
2021,11,40,"35,262","1,761","2,315","2,363","2,857","2,327",234,"3,490","1,623","1,989","1,598","1,706","1,270","1,393","1,345","1,933","3,644","1,880","1,534"
2021,11,50,"31,025","1,466","1,750","2,442","2,564","2,340",268,"2,439","1,219","1,845","1,397","1,758","1,134","1,388","1,459","1,773","2,985","1,650","1,148"
2021,11,60,"22,198","1,134","1,229","1,775","1,481","1,357",137,"1,530",648,"1,053","1,061","1,065",964,"1,284","1,323","1,132","2,567","1,273","1,185"
2021,11,70,"12,514",624,696,"1,053",894,640,74,839,405,595,584,569,614,759,722,712,"1,395",619,720
2021,11,80,"4,483",210,240,367,388,231,37,253,168,230,198,274,233,258,271,333,406,162,224
2021,11,90,467,31,24,37,44,29,2,25,7,30,28,30,24,22,30,16,52,13,23
2021,11,100,25,0,3,5,1,3,0,1,4,1,1,0,4,1,0,0,0,0,1
2021,12,총,"197,034","9,891","12,536","15,593","15,010","12,878",936,"16,766","7,498","10,541","8,985","9,665","7,878","9,073","9,079","10,703","20,554","10,949","8,499"
2021,12,0,"16,281",712,"1,164",901,"1,479","1,004",57,"1,673",884,950,830,710,553,557,679,768,"1,740",712,908
2021,12,10,"22,620",982,"1,279","1,596","2,155","1,745",144,"1,937","1,411","1,567","1,118","1,306",692,808,952,"1,256","2,218",780,674
2021,12,20,"24,977","1,344","1,586","2,457","1,704","1,651",119,"1,945",641,"1,193","1,074","1,225","1,110","1,290","1,143","1,327","2,523","1,684",961
2021,12,30,"27,299","1,633","2,228","2,567","1,440","1,538",78,"2,614",497,"1,073","1,079","1,014","1,292","1,341","1,138","1,444","3,019","2,184","1,120"
2021,12,40,"35,141","1,753","2,320","2,366","2,853","2,324",167,"3,502","1,608","1,986","1,610","1,705","1,263","1,400","1,351","1,928","3,624","1,859","1,522"
2021,12,50,"31,059","1,463","1,760","2,464","2,574","2,352",185,"2,444","1,226","1,864","1,401","1,762","1,135","1,365","1,470","1,779","2,997","1,653","1,165"
2021,12,60,"22,176","1,133","1,239","1,774","1,473","1,367",103,"1,533",646,"1,047","1,060","1,069",960,"1,278","1,324","1,135","2,573","1,280","1,182"
2021,12,70,"12,481",627,691,"1,055",898,630,52,835,408,600,583,567,611,756,721,717,"1,394",617,719
2021,12,80,"4,511",212,243,370,391,236,29,258,166,231,202,275,234,259,270,332,412,167,224
2021,12,90,465,32,23,38,42,28,2,24,7,29,27,32,24,19,31,17,54,13,23
2021,12,100,24,0,3,5,1,3,0,1,4,1,1,0,4,0,0,0,0,0,1
