년도,월,나이,경기도 김포시,경기도 김포시 통진읍,경기도 김포시 고촌읍,경기도 김포시 양촌읍,경기도 김포시 대곶면,경기도 김포시 월곶면,경기도 김포시 하성면,경기도 김포시 김포본동,경기도 김포시 장기본동,경기도 김포시 사우동,경기도 김포시 풍무동,경기도 김포시 장기동,경기도 김포시 구래동,경기도 김포시 마산동,경기도 김포시 운양동
2021,8,90,380,46,27,30,19,16,21,55,23,18,45,14,15,26,25
2021,8,100,14,3,2,2,0,0,0,2,1,0,2,1,1,0,0
2021,9,총,"243,017","15,404","23,945","15,328","5,775","3,009","4,477","30,084","18,979","11,381","30,194","20,177","22,299","17,620","24,345"
2021,9,0,"27,745",902,"3,367","1,136",164,60,129,"2,962","2,310",810,"3,317","2,735","3,265","2,843","3,745"
2021,9,10,"25,205","1,274","2,399","1,301",293,107,249,"3,210","2,828","1,078","3,577","2,538","1,984","1,576","2,791"
2021,9,20,"27,193","2,100","2,170","1,602",587,318,502,"4,063","1,985","1,652","3,700","2,009","2,815","1,501","2,189"
2021,9,30,"37,231","1,805","4,087","2,143",544,242,400,"3,939","2,470","1,466","4,281","3,033","5,113","3,764","3,944"
2021,9,40,"47,586","2,377","4,841","2,729",772,359,539,"5,196","4,145","1,892","5,745","4,690","4,725","3,819","5,757"
2021,9,50,"35,137","2,986","3,037","2,722","1,386",656,939,"5,084","2,604","2,061","4,483","2,517","2,090","1,705","2,867"
2021,9,60,"25,863","2,499","2,547","2,296","1,261",726,994,"3,475","1,508","1,467","2,906","1,548","1,437","1,380","1,819"
2021,9,70,"12,366","1,015","1,135","1,008",531,384,483,"1,503",834,689,"1,572",824,673,797,918
2021,9,80,"4,282",396,333,359,218,140,221,593,270,248,560,265,181,209,289
2021,9,90,395,47,28,30,19,17,20,57,24,18,51,17,15,26,26
2021,9,100,14,3,1,2,0,0,1,2,1,0,2,1,1,0,0
2021,10,총,"243,149","15,461","23,935","15,369","5,782","2,999","4,472","30,060","18,994","11,378","30,134","20,155","22,370","17,725","24,315"
2021,10,0,"27,605",906,"3,340","1,135",163,59,124,"2,950","2,310",797,"3,257","2,715","3,253","2,873","3,723"
2021,10,10,"25,290","1,279","2,411","1,310",287,104,246,"3,214","2,837","1,073","3,592","2,559","1,994","1,582","2,802"
2021,10,20,"27,118","2,104","2,162","1,612",583,313,498,"4,032","1,984","1,654","3,685","1,987","2,830","1,504","2,170"
2021,10,30,"37,112","1,806","4,072","2,135",551,240,403,"3,948","2,464","1,469","4,250","3,013","5,118","3,756","3,887"
2021,10,40,"47,681","2,374","4,857","2,745",768,364,537,"5,197","4,133","1,885","5,745","4,676","4,741","3,868","5,791"
2021,10,50,"35,228","2,996","3,045","2,724","1,388",646,938,"5,067","2,620","2,065","4,495","2,538","2,109","1,712","2,885"
2021,10,60,"26,015","2,530","2,548","2,306","1,272",738,998,"3,502","1,513","1,469","2,922","1,559","1,452","1,384","1,822"
2021,10,70,"12,377","1,018","1,134","1,007",530,381,484,"1,496",838,696,"1,573",824,673,808,915
2021,10,80,"4,313",401,335,363,220,138,221,594,271,251,564,267,183,213,292
2021,10,90,396,45,30,30,19,16,22,58,23,19,49,16,16,25,28
2021,10,100,14,2,1,2,1,0,1,2,1,0,2,1,1,0,0
2021,11,총,"243,279","15,507","23,950","15,374","5,778","2,997","4,477","30,015","18,974","11,353","30,103","20,185","22,429","17,783","24,354"
2021,11,0,"27,461",902,"3,331","1,133",158,59,121,"2,928","2,284",795,"3,234","2,710","3,249","2,869","3,688"
2021,11,10,"25,407","1,288","2,430","1,314",289,100,247,"3,229","2,840","1,057","3,602","2,575","1,994","1,602","2,840"
2021,11,20,"27,060","2,107","2,154","1,599",575,310,490,"4,028","1,976","1,651","3,681","1,988","2,841","1,499","2,161"
2021,11,30,"36,965","1,807","4,033","2,136",549,240,402,"3,917","2,457","1,463","4,244","2,980","5,132","3,737","3,868"
2021,11,40,"47,781","2,374","4,887","2,743",765,363,539,"5,204","4,140","1,872","5,747","4,698","4,736","3,899","5,814"
2021,11,50,"35,346","3,018","3,050","2,722","1,391",650,935,"5,060","2,634","2,077","4,495","2,555","2,131","1,726","2,902"
2021,11,60,"26,093","2,539","2,556","2,314","1,278",740,"1,013","3,499","1,508","1,470","2,914","1,567","1,458","1,396","1,841"
2021,11,70,"12,412","1,020","1,145","1,015",528,377,483,"1,491",837,695,"1,572",830,686,814,919
2021,11,80,"4,340",405,331,366,225,142,223,597,271,254,562,266,185,217,296
2021,11,90,399,45,32,30,19,16,23,59,26,19,50,15,16,24,25
2021,11,100,15,2,1,2,1,0,1,3,1,0,2,1,1,0,0
2021,12,총,"243,415","15,531","23,991","15,356","5,797","2,988","4,463","29,983","18,948","11,360","30,084","20,170","22,550","17,839","24,355"
2021,12,0,"27,354",890,"3,338","1,127",159,56,119,"2,910","2,259",791,"3,213","2,692","3,261","2,863","3,676"
2021,12,10,"25,447","1,294","2,437","1,310",293,100,247,"3,219","2,853","1,053","3,591","2,578","2,007","1,619","2,846"
2021,12,20,"26,969","2,098","2,155","1,603",572,305,485,"4,006","1,971","1,648","3,686","1,973","2,842","1,478","2,147"
2021,12,30,"36,839","1,807","4,023","2,116",559,243,400,"3,910","2,429","1,471","4,201","2,953","5,141","3,738","3,848"
2021,12,40,"47,904","2,373","4,905","2,740",763,364,536,"5,205","4,119","1,871","5,761","4,715","4,761","3,942","5,849"
2021,12,50,"35,434","3,019","3,060","2,711","1,395",645,933,"5,059","2,656","2,081","4,508","2,573","2,162","1,735","2,897"
2021,12,60,"26,188","2,557","2,561","2,328","1,279",743,"1,016","3,509","1,515","1,471","2,930","1,566","1,472","1,390","1,851"
2021,12,70,"12,496","1,031","1,145","1,020",528,378,481,"1,501",849,700,"1,575",840,697,831,920
2021,12,80,"4,367",416,335,370,229,138,221,600,271,251,567,266,190,217,296
2021,12,90,404,45,31,30,19,16,24,61,25,23,50,14,16,26,24
2021,12,100,13,1,1,1,1,0,1,3,1,0,2,0,1,0,1
