년도,월,나이,인천광역시 미추홀구,인천광역시 미추홀구 숭의2동,인천광역시 미추홀구 숭의1.3동,인천광역시 미추홀구 숭의4동,인천광역시 미추홀구 용현1.4동,인천광역시 미추홀구 용현2동,인천광역시 미추홀구 용현3동,인천광역시 미추홀구 용현5동,인천광역시 미추홀구 학익1동,인천광역시 미추홀구 학익2동,인천광역시 미추홀구 도화1동,인천광역시 미추홀구 도화2.3동,인천광역시 미추홀구 주안1동,인천광역시 미추홀구 주안2동,인천광역시 미추홀구 주안3동,인천광역시 미추홀구 주안4동,인천광역시 미추홀구 주안5동,인천광역시 미추홀구 주안6동,인천광역시 미추홀구 주안7동,인천광역시 미추홀구 주안8동,인천광역시 미추홀구 관교동,인천광역시 미추홀구 문학동
2021,5,60,"27,371","1,009",926,"1,187","1,240","1,130",657,"2,703","2,033","1,300","1,516","2,087","1,132","1,348",708,"1,179","1,277","1,319","1,051","1,488","1,201",880
2021,5,70,"14,160",535,447,689,801,698,416,"1,223",971,725,821,916,451,771,401,757,636,678,548,738,568,370
2021,5,80,"4,825",193,178,213,299,194,167,420,315,239,292,300,157,253,118,263,230,258,207,249,163,117
2021,5,90,453,24,12,33,29,19,17,34,21,28,30,18,9,24,20,18,19,20,23,26,22,7
2021,5,100,25,1,0,0,0,4,1,0,3,1,0,4,3,0,2,1,2,0,1,0,1,1
2021,6,총,"203,742","7,463","7,149","8,301","9,380","8,952","3,874","23,698","15,756","9,149","11,586","16,663","10,755","8,399","4,475","6,888","8,626","11,049","6,148","10,410","7,512","7,509"
2021,6,0,"13,623",560,568,524,321,680,133,"2,028","1,090",524,838,"1,632",647,441,221,280,371,987,273,598,524,383
2021,6,10,"16,263",466,431,690,509,706,173,"2,534","1,853",874,757,"1,323",443,561,350,410,559,928,502,933,670,591
2021,6,20,"29,887","1,040","1,053","1,149","2,525","1,269",519,"3,446","2,194","1,275","1,624","2,013","2,091","1,149",640,911,"1,243","1,408",799,"1,502","1,023","1,014"
2021,6,30,"29,776","1,201","1,287","1,172","1,098","1,483",509,"3,206","1,674","1,095","1,891","3,099","2,415","1,104",541,842,"1,349","1,755",694,"1,344",949,"1,068"
2021,6,40,"33,518","1,193","1,140","1,276","1,179","1,355",558,"4,233","2,724","1,445","1,908","2,887","1,811","1,289",717,"1,020","1,407","2,055",964,"1,648","1,128","1,581"
2021,6,50,"33,651","1,230","1,122","1,354","1,360","1,398",714,"3,844","2,836","1,646","1,906","2,357","1,597","1,468",765,"1,205","1,523","1,641","1,082","1,862","1,256","1,485"
2021,6,60,"27,543","1,017",919,"1,204","1,263","1,140",664,"2,727","2,064","1,301","1,521","2,107","1,136","1,342",703,"1,175","1,290","1,327","1,054","1,501","1,199",889
2021,6,70,"14,149",539,439,688,797,697,415,"1,220",974,720,822,919,448,770,398,760,630,673,546,749,576,369
2021,6,80,"4,854",193,178,211,297,201,171,426,322,242,287,304,154,251,118,267,233,257,211,248,163,120
2021,6,90,451,23,11,33,31,19,17,34,22,26,32,17,10,24,20,17,19,18,22,25,23,8
2021,6,100,27,1,1,0,0,4,1,0,3,1,0,5,3,0,2,1,2,0,1,0,1,1
2021,7,총,"203,720","7,442","7,050","8,310","9,382","8,959","3,877","23,708","15,964","9,081","11,571","16,659","10,746","8,463","4,453","6,831","8,676","11,004","6,110","10,388","7,506","7,540"
2021,7,0,"13,590",556,567,527,321,683,132,"2,008","1,108",518,836,"1,630",644,463,216,269,376,980,263,590,516,387
2021,7,10,"16,244",471,428,693,503,699,172,"2,537","1,875",859,749,"1,317",444,565,340,410,567,927,487,932,676,593
2021,7,20,"29,884","1,030","1,018","1,125","2,530","1,274",525,"3,467","2,227","1,263","1,629","2,013","2,099","1,155",645,903,"1,244","1,407",799,"1,490","1,028","1,013"
2021,7,30,"29,677","1,187","1,278","1,177","1,091","1,479",501,"3,198","1,694","1,095","1,877","3,080","2,384","1,097",529,839,"1,376","1,749",695,"1,336",952,"1,063"
2021,7,40,"33,479","1,202","1,133","1,281","1,180","1,359",552,"4,220","2,759","1,422","1,904","2,894","1,822","1,296",716,"1,000","1,398","2,030",951,"1,643","1,119","1,598"
2021,7,50,"33,694","1,227","1,106","1,372","1,361","1,391",719,"3,860","2,888","1,633","1,908","2,359","1,589","1,477",763,"1,197","1,529","1,638","1,075","1,861","1,254","1,487"
2021,7,60,"27,641","1,015",900,"1,207","1,267","1,146",667,"2,732","2,085","1,302","1,520","2,120","1,155","1,362",704,"1,170","1,297","1,327","1,061","1,512","1,197",895
2021,7,70,"14,141",540,431,683,794,697,418,"1,220",976,720,829,923,437,770,396,759,634,670,543,748,579,374
2021,7,80,"4,889",191,178,212,302,207,172,432,326,241,286,301,159,254,122,266,235,258,213,251,162,121
2021,7,90,453,22,10,32,33,20,18,34,23,27,33,17,10,24,20,17,18,18,22,25,22,8
2021,7,100,28,1,1,1,0,4,1,0,3,1,0,5,3,0,2,1,2,0,1,0,1,1
2021,8,총,"204,357","7,408","6,978","8,268","9,394","8,981","3,933","23,694","15,985","9,047","11,552","16,611","10,769","8,488","4,452","6,790","9,592","10,987","6,111","10,329","7,453","7,535"
2021,8,0,"13,567",555,566,523,321,681,132,"1,995","1,112",506,833,"1,607",645,463,209,262,462,972,262,581,501,379
2021,8,10,"16,255",471,418,687,505,696,173,"2,539","1,867",852,748,"1,316",442,576,346,409,607,922,480,926,669,606
2021,8,20,"29,916","1,017","1,004","1,106","2,533","1,282",553,"3,446","2,231","1,257","1,615","1,987","2,106","1,153",642,894,"1,376","1,419",799,"1,485","1,010","1,001"
2021,8,30,"29,895","1,173","1,278","1,173","1,088","1,479",517,"3,200","1,705","1,094","1,874","3,066","2,373","1,116",529,833,"1,629","1,753",698,"1,315",947,"1,055"
2021,8,40,"33,531","1,190","1,131","1,273","1,179","1,367",561,"4,205","2,744","1,411","1,889","2,905","1,830","1,288",717,"1,005","1,554","2,024",942,"1,629","1,109","1,578"
2021,8,50,"33,788","1,231","1,083","1,369","1,358","1,379",715,"3,865","2,890","1,624","1,924","2,346","1,610","1,484",754,"1,188","1,656","1,630","1,081","1,844","1,249","1,508"
2021,8,60,"27,823","1,017",887,"1,209","1,277","1,165",675,"2,758","2,107","1,305","1,525","2,133","1,149","1,351",717,"1,156","1,377","1,328","1,063","1,521","1,197",906
2021,8,70,"14,178",537,422,681,799,699,417,"1,217",975,724,826,925,437,776,391,761,670,670,549,747,585,370
2021,8,80,"4,919",193,178,214,300,209,171,435,328,246,285,304,163,257,126,264,241,252,213,255,162,123
2021,8,90,455,23,10,32,34,19,18,34,23,27,33,17,11,24,19,17,17,17,23,26,23,8
2021,8,100,30,1,1,1,0,5,1,0,3,1,0,5,3,0,2,1,3,0,1,0,1,1
2021,9,총,"204,758","7,400","6,917","8,243","9,421","9,006","4,009","23,678","15,954","9,020","11,593","16,627","10,774","8,465","4,457","6,779","9,980","11,008","6,115","10,314","7,421","7,577"
2021,9,0,"13,461",546,563,526,321,683,138,"1,964","1,093",504,832,"1,594",626,459,213,254,495,960,255,573,485,377
2021,9,10,"16,302",466,428,672,506,702,172,"2,554","1,867",855,745,"1,330",434,580,346,400,629,930,485,929,669,603
2021,9,20,"30,000","1,014",993,"1,103","2,564","1,273",584,"3,432","2,202","1,244","1,636","1,991","2,128","1,150",636,895,"1,439","1,434",797,"1,476","1,006","1,003"
2021,9,30,"29,970","1,175","1,262","1,156","1,082","1,486",538,"3,180","1,718","1,086","1,895","3,050","2,371","1,109",532,844,"1,719","1,748",694,"1,318",936,"1,071"
2021,9,40,"33,561","1,188","1,123","1,279","1,182","1,369",580,"4,201","2,735","1,405","1,887","2,913","1,827","1,299",716,997,"1,614","2,011",943,"1,609","1,101","1,582"
2021,9,50,"33,867","1,236","1,072","1,371","1,356","1,378",715,"3,883","2,891","1,615","1,914","2,346","1,613","1,466",752,"1,193","1,700","1,646","1,086","1,853","1,254","1,527"
2021,9,60,"27,953","1,018",869,"1,208","1,274","1,170",680,"2,766","2,120","1,309","1,538","2,149","1,162","1,347",720,"1,154","1,431","1,334","1,069","1,526","1,201",908
2021,9,70,"14,184",539,418,677,800,707,412,"1,221",969,723,826,925,431,768,397,759,685,676,549,744,583,375
2021,9,80,"4,967",194,177,217,301,211,172,444,332,251,286,305,168,265,124,265,247,252,213,259,163,121
2021,9,90,462,23,11,33,35,22,17,33,24,27,33,19,11,22,19,17,18,17,23,27,22,9
2021,9,100,31,1,1,1,0,5,1,0,3,1,1,5,3,0,2,1,3,0,1,0,1,1
2021,10,총,"204,898","7,405","6,878","8,241","9,436","8,996","4,041","23,659","15,990","8,993","11,587","16,671","10,752","8,473","4,443","6,765","10,197","10,995","6,092","10,273","7,408","7,603"
2021,10,0,"13,401",538,547,521,311,684,140,"1,939","1,092",498,830,"1,597",609,464,214,253,532,964,246,567,480,375
2021,10,10,"16,314",464,420,678,508,697,174,"2,556","1,864",853,752,"1,332",438,583,345,396,627,940,479,931,671,606
2021,10,20,"29,961","1,008","1,004","1,107","2,576","1,268",589,"3,433","2,209","1,237","1,630","1,978","2,113","1,149",633,895,"1,472","1,423",788,"1,452",990,"1,007"
2021,10,30,"29,986","1,183","1,251","1,148","1,086","1,480",542,"3,183","1,721","1,085","1,884","3,048","2,377","1,099",529,835,"1,781","1,722",697,"1,325",936,"1,074"
2021,10,40,"33,560","1,195","1,116","1,275","1,187","1,373",585,"4,195","2,745","1,392","1,892","2,918","1,816","1,295",713,"1,002","1,637","2,011",939,"1,594","1,098","1,582"
2021,10,50,"33,933","1,232","1,072","1,378","1,357","1,366",719,"3,877","2,898","1,615","1,913","2,379","1,620","1,482",748,"1,187","1,725","1,656","1,080","1,839","1,253","1,537"
2021,10,60,"28,075","1,026",864,"1,209","1,278","1,186",683,"2,773","2,131","1,306","1,544","2,163","1,161","1,344",720,"1,159","1,464","1,336","1,076","1,532","1,206",914
2021,10,70,"14,157",542,416,671,797,705,415,"1,217",967,720,816,922,432,768,399,753,690,672,552,740,584,379
2021,10,80,"5,021",192,175,220,302,215,175,452,336,258,292,311,172,268,121,267,250,252,212,265,166,120
2021,10,90,463,24,12,33,33,21,18,34,24,28,33,18,12,21,19,17,16,19,22,28,23,8
2021,10,100,27,1,1,1,1,1,1,0,3,1,1,5,2,0,2,1,3,0,1,0,1,1
2021,11,총,"205,009","7,406","6,873","8,226","9,435","8,999","4,037","23,639","16,008","8,968","11,592","16,718","10,775","8,481","4,459","6,788","10,283","10,995","6,078","10,256","7,374","7,619"
2021,11,0,"13,358",546,545,516,308,678,141,"1,920","1,087",492,828,"1,600",602,460,215,256,535,969,252,557,473,378
2021,11,10,"16,303",467,422,673,507,698,174,"2,566","1,855",853,749,"1,339",439,583,342,390,633,936,479,932,665,601
2021,11,20,"29,953","1,003","1,008","1,110","2,577","1,265",595,"3,395","2,219","1,240","1,625","1,976","2,103","1,153",644,901,"1,481","1,425",782,"1,463",978,"1,010"
2021,11,30,"29,969","1,184","1,245","1,143","1,082","1,484",540,"3,196","1,727","1,067","1,876","3,044","2,403","1,100",534,839,"1,803","1,709",683,"1,303",921,"1,086"
2021,11,40,"33,608","1,201","1,117","1,281","1,185","1,373",586,"4,194","2,736","1,380","1,890","2,936","1,815","1,301",709,"1,013","1,660","2,012",939,"1,601","1,099","1,580"
2021,11,50,"33,991","1,228","1,067","1,377","1,367","1,372",719,"3,879","2,921","1,622","1,918","2,391","1,632","1,474",743,"1,187","1,734","1,660","1,074","1,837","1,250","1,539"
2021,11,60,"28,117","1,022",864,"1,205","1,280","1,188",674,"2,780","2,133","1,307","1,554","2,169","1,161","1,346",724,"1,157","1,475","1,340","1,075","1,538","1,204",921
2021,11,70,"14,182",538,418,665,793,704,417,"1,221",965,717,820,926,431,771,405,760,697,675,555,736,591,377
2021,11,80,"5,052",191,174,223,304,217,173,452,341,261,297,316,176,272,123,268,246,250,218,262,169,119
2021,11,90,455,25,12,32,31,18,18,36,24,29,34,16,11,21,18,16,17,19,20,27,23,8
2021,11,100,21,1,1,1,1,2,0,0,0,0,1,5,2,0,2,1,2,0,1,0,1,0
2021,12,총,"205,283","7,424","6,900","8,237","9,471","9,006","4,051","23,646","15,995","8,956","11,636","16,792","10,784","8,460","4,459","6,752","10,358","10,978","6,094","10,240","7,387","7,657"
2021,12,0,"13,331",545,555,521,308,677,141,"1,916","1,082",476,824,"1,604",600,449,219,254,541,954,255,561,474,375
2021,12,10,"16,291",474,414,676,512,697,176,"2,556","1,846",849,749,"1,353",441,585,337,387,632,936,480,918,669,604
2021,12,20,"29,929","1,006","1,003","1,111","2,595","1,259",602,"3,381","2,215","1,249","1,633","1,981","2,090","1,144",651,884,"1,491","1,423",780,"1,452",976,"1,003"
2021,12,30,"30,089","1,187","1,271","1,149","1,085","1,486",545,"3,210","1,721","1,066","1,871","3,042","2,402","1,102",530,841,"1,849","1,708",688,"1,317",910,"1,109"
2021,12,40,"33,688","1,206","1,121","1,283","1,178","1,385",590,"4,199","2,733","1,381","1,900","2,952","1,825","1,303",703,"1,016","1,659","2,013",939,"1,591","1,110","1,601"
2021,12,50,"34,022","1,231","1,075","1,371","1,374","1,365",721,"3,875","2,935","1,623","1,926","2,409","1,635","1,472",747,"1,176","1,732","1,649","1,081","1,837","1,243","1,545"
2021,12,60,"28,194","1,021",862,"1,203","1,288","1,194",672,"2,796","2,129","1,309","1,576","2,186","1,167","1,337",724,"1,155","1,485","1,345","1,074","1,543","1,211",917
2021,12,70,"14,161",540,417,659,791,699,410,"1,219",969,708,822,924,438,769,406,753,709,674,556,729,595,374
2021,12,80,"5,106",187,171,231,310,224,176,458,341,266,300,322,175,277,122,267,242,256,221,264,175,121
2021,12,90,458,26,10,32,29,18,18,36,24,29,35,18,11,22,18,18,17,20,18,28,23,8
2021,12,100,14,1,1,1,1,2,0,0,0,0,0,1,0,0,2,1,1,0,2,0,1,0
