년도,월,나이,경상남도 거제시,경상남도 거제시 일운면,경상남도 거제시 동부면,경상남도 거제시 남부면,경상남도 거제시 거제면,경상남도 거제시 둔덕면,경상남도 거제시 사등면,경상남도 거제시 사등면가조출장소,경상남도 거제시 연초면,경상남도 거제시 하청면,경상남도 거제시 하청면칠천출장소,경상남도 거제시 장목면,경상남도 거제시 장목면외포출장소,경상남도 거제시 장승포동,경상남도 거제시 능포동,경상남도 거제시 아주동,경상남도 거제시 옥포1동,경상남도 거제시 옥포2동,경상남도 거제시 장평동,경상남도 거제시 고현동,경상남도 거제시 상문동,경상남도 거제시 수양동
2021,6,20,"10,274",275,98,34,236,70,394,28,296,141,22,81,29,264,421,976,326,"1,294","1,118","1,784","1,406",981
2021,6,30,"16,495",406,75,39,279,60,851,26,347,123,29,73,46,250,377,"2,670",468,"1,664","1,199","2,297","3,297","1,919"
2021,6,40,"21,711",586,131,61,429,124,967,48,549,176,36,132,78,464,691,"2,704",580,"2,322","1,800","3,344","3,691","2,798"
2021,6,50,"18,135",753,283,138,637,255,849,110,706,301,84,253,115,499,844,"1,307",636,"2,400","1,714","2,907","1,942","1,402"
2021,6,60,"13,574",712,369,185,679,346,760,142,650,363,127,356,155,406,797,749,541,"1,640",935,"2,043",922,697
2021,6,70,"5,784",335,259,171,452,237,413,92,311,209,111,285,118,203,313,218,158,461,225,652,320,241
2021,6,80,"3,526",234,164,110,352,174,265,51,235,162,82,233,87,120,150,131,82,224,117,293,125,135
2021,6,90,682,50,31,18,88,32,42,8,48,43,19,39,18,15,20,22,12,45,24,48,38,22
2021,6,100,21,0,0,0,4,2,2,0,1,1,0,3,0,1,0,0,0,1,3,0,1,2
2021,7,총,"115,512","3,930","1,496",792,"3,624","1,392","5,768",540,"3,640","1,705",529,"1,532",706,"2,689","4,235","12,535","3,368","12,575","8,937","16,894","16,980","11,645"
2021,7,0,"12,121",270,34,14,175,27,674,17,204,81,11,32,25,170,220,"2,073",293,"1,137",738,"1,559","2,734","1,633"
2021,7,10,"13,312",296,53,27,295,66,539,20,300,120,13,44,39,304,419,"1,692",304,"1,403","1,059","2,036","2,477","1,806"
2021,7,20,"10,204",276,98,31,237,69,397,26,300,141,21,79,28,257,406,995,314,"1,275","1,113","1,759","1,404",978
2021,7,30,"16,360",408,74,39,274,58,846,27,346,120,30,72,45,244,371,"2,630",458,"1,657","1,197","2,279","3,274","1,911"
2021,7,40,"21,680",586,131,60,430,124,961,49,544,176,35,133,78,468,688,"2,719",574,"2,320","1,796","3,313","3,701","2,794"
2021,7,50,"18,120",764,280,137,632,256,859,107,696,293,81,250,109,503,847,"1,303",638,"2,387","1,710","2,901","1,954","1,413"
2021,7,60,"13,690",712,373,186,680,342,768,142,659,364,126,362,156,405,798,760,535,"1,664",953,"2,062",940,703
2021,7,70,"5,798",330,259,169,455,240,415,90,309,208,113,286,123,200,316,217,160,461,226,648,329,244
2021,7,80,"3,525",238,164,111,353,174,266,53,233,159,80,232,85,122,150,126,80,224,120,288,128,139
2021,7,90,682,50,30,18,89,34,41,9,48,42,19,39,18,15,20,20,12,46,23,49,38,22
2021,7,100,20,0,0,0,4,2,2,0,1,1,0,3,0,1,0,0,0,1,2,0,1,2
2021,8,총,"115,399","3,926","1,491",786,"3,634","1,377","5,753",536,"3,633","1,700",528,"1,533",704,"2,682","4,233","12,534","3,380","12,561","8,953","16,852","16,978","11,625"
2021,8,0,"12,029",269,33,14,177,25,665,16,201,80,11,30,23,169,218,"2,062",285,"1,136",743,"1,540","2,714","1,618"
2021,8,10,"13,323",299,52,27,295,65,540,20,297,119,12,43,41,303,415,"1,703",309,"1,397","1,052","2,036","2,485","1,813"
2021,8,20,"10,126",276,97,30,235,69,390,26,300,138,21,78,28,255,402,998,319,"1,264","1,105","1,739","1,389",967
2021,8,30,"16,254",407,74,36,273,54,839,26,347,121,27,69,44,242,375,"2,607",461,"1,646","1,207","2,263","3,237","1,899"
2021,8,40,"21,645",585,132,60,438,120,961,46,537,174,37,134,78,464,683,"2,712",572,"2,309","1,791","3,307","3,721","2,784"
2021,8,50,"18,174",760,274,136,627,248,863,106,704,292,79,247,110,500,848,"1,320",641,"2,393","1,723","2,901","1,972","1,430"
2021,8,60,"13,778",715,374,186,688,345,770,143,657,364,128,366,154,410,811,768,540,"1,679",956,"2,064",956,704
2021,8,70,"5,826",327,262,168,456,239,411,91,309,205,113,291,122,202,312,216,162,466,233,656,337,248
2021,8,80,"3,538",238,163,111,352,174,272,53,233,164,79,234,86,123,149,127,79,223,119,293,130,136
2021,8,90,685,50,30,18,89,36,40,9,47,42,21,38,18,13,20,21,12,46,22,53,36,24
2021,8,100,21,0,0,0,4,2,2,0,1,1,0,3,0,1,0,0,0,2,2,0,1,2
2021,9,총,"115,226","3,932","1,490",779,"3,627","1,378","5,735",537,"3,622","1,702",532,"1,520",701,"2,671","4,224","12,539","3,364","12,510","8,968","16,817","16,939","11,639"
2021,9,0,"11,915",273,32,14,175,25,651,15,198,80,12,29,20,165,214,"2,052",278,"1,134",736,"1,524","2,680","1,608"
2021,9,10,"13,348",301,54,27,298,66,545,18,304,119,13,41,41,297,415,"1,710",306,"1,393","1,054","2,029","2,497","1,820"
2021,9,20,"10,004",273,95,29,232,69,379,25,294,137,22,76,28,257,405,993,318,"1,238","1,091","1,720","1,365",958
2021,9,30,"16,133",408,75,36,270,53,823,26,346,121,27,67,46,240,373,"2,589",456,"1,631","1,215","2,241","3,214","1,876"
2021,9,40,"21,661",585,128,59,440,122,966,47,530,175,37,126,74,466,676,"2,730",571,"2,297","1,798","3,306","3,722","2,806"
2021,9,50,"18,185",753,276,132,626,245,867,106,705,294,73,248,109,496,837,"1,314",635,"2,385","1,730","2,913","1,996","1,445"
2021,9,60,"13,872",724,377,185,682,343,774,148,654,362,133,363,156,410,822,789,543,"1,699",963,"2,073",961,711
2021,9,70,"5,861",326,261,169,463,245,412,89,312,206,114,295,122,200,314,215,167,463,233,666,338,251
2021,9,80,"3,529",240,159,110,348,172,275,55,233,162,78,231,87,126,146,126,78,223,122,291,129,138
2021,9,90,697,49,33,18,89,35,41,8,46,45,23,41,18,13,22,21,12,45,24,54,36,24
2021,9,100,21,0,0,0,4,3,2,0,0,1,0,3,0,1,0,0,0,2,2,0,1,2
2021,10,총,"115,145","3,946","1,479",775,"3,639","1,375","5,724",534,"3,611","1,697",530,"1,513",693,"2,668","4,222","12,526","3,380","12,457","8,969","16,781","16,960","11,666"
2021,10,0,"11,798",271,31,14,176,24,631,15,196,81,12,26,19,161,210,"2,029",275,"1,121",730,"1,496","2,665","1,615"
2021,10,10,"13,373",301,53,26,297,65,553,18,299,112,13,44,37,295,418,"1,732",314,"1,390","1,041","2,042","2,515","1,808"
2021,10,20,"9,979",266,92,30,236,70,379,23,288,138,22,75,27,262,403,996,322,"1,223","1,089","1,712","1,363",963
2021,10,30,"16,002",412,74,35,269,51,804,24,341,121,26,68,47,237,367,"2,569",456,"1,612","1,218","2,220","3,184","1,867"
2021,10,40,"21,659",585,124,60,437,116,979,47,529,176,37,125,71,459,684,"2,733",570,"2,289","1,796","3,296","3,737","2,809"
2021,10,50,"18,239",752,274,132,626,246,862,105,706,294,74,245,108,501,834,"1,315",639,"2,377","1,732","2,922","2,022","1,473"
2021,10,60,"13,949",738,382,186,697,343,775,149,659,361,132,360,158,411,819,792,545,"1,710",979,"2,075",966,712
2021,10,70,"5,868",329,255,162,462,245,414,90,316,208,115,295,121,199,318,214,169,462,237,672,334,251
2021,10,80,"3,553",241,161,111,348,177,282,55,231,162,77,229,85,127,147,124,77,226,121,293,136,143
2021,10,90,706,51,33,19,89,35,43,8,46,43,22,43,20,15,22,22,13,45,24,53,37,23
2021,10,100,19,0,0,0,2,3,2,0,0,1,0,3,0,1,0,0,0,2,2,0,1,2
2021,11,총,"115,080","3,965","1,487",771,"3,654","1,371","5,694",534,"3,602","1,695",524,"1,510",688,"2,663","4,223","12,521","3,361","12,453","8,995","16,736","16,984","11,649"
2021,11,0,"11,737",272,31,13,175,24,624,14,200,79,11,26,20,163,204,"2,019",268,"1,118",739,"1,470","2,657","1,610"
2021,11,10,"13,376",300,52,27,298,58,552,17,290,113,12,44,36,287,426,"1,744",310,"1,385","1,036","2,036","2,536","1,817"
2021,11,20,"9,926",271,94,29,238,73,379,23,288,139,21,71,27,264,396,982,312,"1,224","1,083","1,706","1,351",955
2021,11,30,"15,892",410,75,35,275,50,786,27,338,121,26,66,45,232,362,"2,559",456,"1,595","1,224","2,193","3,164","1,853"
2021,11,40,"21,667",589,124,58,437,115,976,47,522,174,37,127,71,464,683,"2,742",563,"2,289","1,798","3,291","3,751","2,809"
2021,11,50,"18,291",757,275,132,632,246,864,101,701,291,72,242,108,498,838,"1,331",634,"2,377","1,745","2,940","2,038","1,469"
2021,11,60,"14,031",744,385,185,703,345,774,152,674,367,130,361,157,413,824,785,554,"1,725",984,"2,073",976,720
2021,11,70,"5,874",330,256,162,461,238,414,87,309,208,116,296,121,200,319,215,174,465,240,678,334,251
2021,11,80,"3,557",243,161,109,344,183,280,58,232,158,77,231,84,124,147,122,78,229,120,295,139,143
2021,11,90,711,49,34,21,89,36,43,8,48,44,22,43,19,17,24,22,12,44,24,54,37,21
2021,11,100,18,0,0,0,2,3,2,0,0,1,0,3,0,1,0,0,0,2,2,0,1,1
2021,12,총,"114,925","3,973","1,484",768,"3,675","1,373","5,684",533,"3,592","1,684",521,"1,516",690,"2,643","4,212","12,530","3,338","12,400","8,991","16,673","16,973","11,672"
2021,12,0,"11,650",268,31,12,180,22,614,12,198,78,11,27,20,161,200,"2,013",262,"1,093",732,"1,457","2,647","1,612"
2021,12,10,"13,383",303,52,26,303,59,562,18,290,111,12,46,36,285,426,"1,756",307,"1,382","1,020","2,032","2,532","1,825"
2021,12,20,"9,870",278,95,27,237,73,375,23,290,138,19,71,26,260,389,970,313,"1,213","1,090","1,690","1,348",945
2021,12,30,"15,734",404,76,36,271,54,775,25,324,117,25,70,46,232,358,"2,551",448,"1,573","1,209","2,160","3,133","1,847"
2021,12,40,"21,690",587,124,58,439,112,980,47,526,175,37,126,70,455,684,"2,760",562,"2,269","1,806","3,291","3,769","2,813"
2021,12,50,"18,328",763,273,130,637,244,864,101,701,289,71,243,109,498,836,"1,336",629,"2,391","1,753","2,936","2,039","1,485"
2021,12,60,"14,067",747,385,189,706,351,770,151,673,367,131,358,157,409,823,781,557,"1,734",996,"2,070",989,723
2021,12,70,"5,903",330,254,158,465,236,419,89,312,204,115,297,123,198,325,222,171,466,238,687,336,258
2021,12,80,"3,575",243,161,111,345,183,282,59,231,158,78,233,83,128,148,120,76,233,123,299,140,141
2021,12,90,709,50,33,21,90,36,42,8,47,47,22,42,20,16,23,21,13,44,22,51,39,22
2021,12,100,16,0,0,0,2,3,1,0,0,0,0,3,0,1,0,0,0,2,2,0,1,1
