년도,월,나이,서울특별시 은평구,서울특별시 은평구 녹번동,서울특별시 은평구 불광제1동,서울특별시 은평구 불광제2동,서울특별시 은평구 갈현제1동,서울특별시 은평구 갈현제2동,서울특별시 은평구 구산동,서울특별시 은평구 대조동,서울특별시 은평구 응암제1동,서울특별시 은평구 응암제2동,서울특별시 은평구 응암제3동,서울특별시 은평구 역촌동,서울특별시 은평구 신사제1동,서울특별시 은평구 신사제2동,서울특별시 은평구 증산동,서울특별시 은평구 수색동,서울특별시 은평구 진관동
2021,6,10,"18,442","1,119","1,237",844,725,"1,194","1,429",863,"1,277","1,098",749,"1,716",961,713,567,362,"3,588"
2021,6,20,"34,640","2,635","2,740","2,146","1,815","2,248","2,294","2,760","2,424","1,345","1,786","3,462","1,908","1,421","1,044",722,"3,890"
2021,6,30,"34,215","3,028","2,699","1,813","1,380","1,962","1,997","2,125","2,793","2,571","1,597","3,358","2,010","1,285",988,857,"3,752"
2021,6,40,"37,901","2,792","3,002","1,798","1,551","2,362","2,481","2,015","2,787","2,558","1,712","3,729","2,082","1,544","1,124",752,"5,612"
2021,6,50,"39,796","3,046","3,510","2,592","2,111","2,545","2,794","2,131","2,473","1,866","2,079","4,052","2,340","1,780","1,266",979,"4,232"
2021,6,60,"35,562","2,874","3,118","2,405","1,908","2,075","2,405","1,995","2,129","1,633","2,035","3,558","2,149","1,645","1,309",893,"3,431"
2021,6,70,"21,763","1,767","1,981","1,528","1,132","1,321","1,390","1,345","1,324",980,"1,505","2,157","1,266",894,755,504,"1,914"
2021,6,80,"9,817",766,986,678,427,546,666,601,595,450,727,913,531,434,302,264,931
2021,6,90,"1,467",133,125,88,78,77,108,80,81,64,98,125,71,63,56,44,176
2021,6,100,242,4,10,10,4,8,3,16,1,15,3,9,1,3,2,0,153
2021,7,총,"247,669","19,360","20,477","14,411","11,531","15,025","16,501","14,421","17,239","14,126","12,702","24,295","14,071","10,248","7,753","5,745","29,764"
2021,7,0,"13,841","1,187","1,095",528,438,705,876,521,"1,249","1,519",455,"1,243",773,493,340,342,"2,077"
2021,7,10,"18,413","1,123","1,233",842,722,"1,189","1,433",862,"1,290","1,097",734,"1,707",955,711,574,363,"3,578"
2021,7,20,"34,543","2,619","2,718","2,122","1,815","2,239","2,278","2,746","2,443","1,347","1,783","3,454","1,906","1,408","1,045",729,"3,891"
2021,7,30,"34,211","3,051","2,712","1,818","1,360","1,977","2,027","2,122","2,807","2,570","1,588","3,340","1,993","1,283",979,857,"3,727"
2021,7,40,"37,847","2,767","2,986","1,792","1,550","2,348","2,473","2,016","2,808","2,569","1,712","3,726","2,088","1,521","1,124",763,"5,604"
2021,7,50,"39,807","3,043","3,501","2,595","2,097","2,542","2,810","2,115","2,479","1,876","2,068","4,065","2,327","1,779","1,276",980,"4,254"
2021,7,60,"35,668","2,901","3,133","2,405","1,912","2,075","2,423","1,994","2,148","1,635","2,034","3,557","2,153","1,653","1,303",893,"3,449"
2021,7,70,"21,753","1,762","1,977","1,524","1,127","1,319","1,398","1,346","1,337",985,"1,493","2,152","1,271",896,753,500,"1,913"
2021,7,80,"9,868",768,985,681,430,548,673,607,596,448,731,917,531,437,303,272,941
2021,7,90,"1,476",135,127,94,76,75,107,76,82,65,100,125,73,64,54,46,177
2021,7,100,242,4,10,10,4,8,3,16,0,15,4,9,1,3,2,0,153
2021,8,총,"247,450","19,350","20,458","14,388","11,489","15,008","16,489","14,399","17,307","14,102","12,656","24,274","14,069","10,247","7,723","5,767","29,724"
2021,8,0,"13,759","1,189","1,096",517,439,703,862,512,"1,257","1,507",452,"1,228",764,492,339,344,"2,058"
2021,8,10,"18,321","1,119","1,227",832,710,"1,182","1,426",852,"1,291","1,100",720,"1,689",949,711,570,367,"3,576"
2021,8,20,"34,498","2,623","2,703","2,148","1,798","2,234","2,274","2,752","2,435","1,344","1,776","3,453","1,916","1,408","1,030",728,"3,876"
2021,8,30,"34,112","3,039","2,713","1,820","1,347","1,958","2,011","2,120","2,822","2,544","1,596","3,317","1,990","1,278",961,868,"3,728"
2021,8,40,"37,722","2,755","2,983","1,773","1,532","2,343","2,466","2,007","2,821","2,564","1,694","3,728","2,083","1,518","1,125",761,"5,569"
2021,8,50,"39,811","3,035","3,503","2,571","2,100","2,547","2,824","2,105","2,500","1,884","2,051","4,069","2,325","1,778","1,278",973,"4,268"
2021,8,60,"35,817","2,905","3,129","2,415","1,926","2,084","2,432","2,010","2,163","1,639","2,035","3,585","2,167","1,658","1,300",900,"3,469"
2021,8,70,"21,745","1,769","1,980","1,525","1,120","1,319","1,409","1,338","1,336",983,"1,499","2,144","1,266",893,757,504,"1,903"
2021,8,80,"9,930",774,987,680,435,555,676,610,601,455,731,924,531,444,308,277,942
2021,8,90,"1,490",139,126,97,78,75,106,76,81,67,98,127,77,63,53,45,182
2021,8,100,245,3,11,10,4,8,3,17,0,15,4,10,1,4,2,0,153
2021,9,총,"247,229","19,310","20,447","14,337","11,418","14,966","16,483","14,414","17,279","14,103","12,639","24,266","14,070","10,229","7,705","5,785","29,778"
2021,9,0,"13,660","1,181","1,084",513,433,690,852,513,"1,247","1,503",446,"1,219",763,490,333,347,"2,046"
2021,9,10,"18,281","1,121","1,220",827,701,"1,182","1,431",841,"1,279","1,101",718,"1,683",948,704,570,368,"3,587"
2021,9,20,"34,456","2,619","2,703","2,135","1,782","2,223","2,266","2,749","2,446","1,337","1,793","3,448","1,904","1,403","1,031",735,"3,882"
2021,9,30,"34,064","3,030","2,713","1,815","1,341","1,949","2,007","2,131","2,806","2,547","1,592","3,313","1,994","1,272",958,877,"3,719"
2021,9,40,"37,558","2,720","2,971","1,751","1,516","2,339","2,453","1,989","2,816","2,569","1,667","3,732","2,082","1,522","1,107",760,"5,564"
2021,9,50,"39,894","3,045","3,506","2,569","2,097","2,544","2,835","2,124","2,495","1,888","2,053","4,059","2,331","1,778","1,286",976,"4,308"
2021,9,60,"35,881","2,904","3,138","2,415","1,916","2,080","2,441","2,012","2,173","1,641","2,037","3,610","2,177","1,661","1,300",894,"3,482"
2021,9,70,"21,722","1,762","1,972","1,524","1,120","1,320","1,414","1,346","1,338",980,"1,490","2,141","1,262",892,755,507,"1,899"
2021,9,80,"9,963",787,997,677,430,555,676,615,598,455,738,923,532,442,310,274,954
2021,9,90,"1,507",138,132,101,78,76,104,77,81,68,101,129,77,61,53,47,184
2021,9,100,243,3,11,10,4,8,4,17,0,14,4,9,0,4,2,0,153
2021,10,총,"246,855","19,380","20,426","14,308","11,342","14,936","16,479","14,349","17,313","14,074","12,576","24,245","14,052","10,230","7,673","5,791","29,681"
2021,10,0,"13,567","1,197","1,074",501,424,678,841,501,"1,262","1,492",439,"1,215",753,487,330,348,"2,025"
2021,10,10,"18,231","1,119","1,223",826,692,"1,176","1,429",830,"1,272","1,102",709,"1,674",946,707,564,363,"3,599"
2021,10,20,"34,281","2,611","2,673","2,135","1,756","2,216","2,261","2,723","2,438","1,313","1,775","3,434","1,905","1,407","1,023",734,"3,877"
2021,10,30,"34,058","3,058","2,721","1,820","1,328","1,951","2,007","2,120","2,823","2,518","1,576","3,316","1,989","1,282",958,877,"3,714"
2021,10,40,"37,500","2,721","2,952","1,739","1,520","2,319","2,448","1,981","2,833","2,586","1,657","3,723","2,072","1,518","1,094",762,"5,575"
2021,10,50,"39,903","3,053","3,529","2,560","2,081","2,541","2,838","2,121","2,488","1,901","2,052","4,049","2,328","1,766","1,298",986,"4,312"
2021,10,60,"35,945","2,917","3,138","2,416","1,920","2,093","2,439","2,017","2,175","1,645","2,035","3,613","2,183","1,670","1,289",891,"3,504"
2021,10,70,"21,746","1,768","1,973","1,532","1,103","1,313","1,426","1,343","1,338",978,"1,494","2,150","1,267",883,754,509,"1,915"
2021,10,80,"10,011",793,"1,000",671,434,565,682,615,600,456,734,933,532,444,312,274,966
2021,10,90,"1,519",140,133,98,80,76,104,82,83,69,101,130,77,62,49,47,188
2021,10,100,94,3,10,10,4,8,4,16,1,14,4,8,0,4,2,0,6
2021,11,총,"246,913","19,372","20,364","14,268","11,256","14,876","16,469","14,366","17,349","14,212","12,521","24,142","14,029","10,173","7,634","6,186","29,696"
2021,11,0,"13,502","1,187","1,069",498,409,673,832,486,"1,250","1,504",432,"1,207",739,479,321,415,"2,001"
2021,11,10,"18,212","1,116","1,214",818,685,"1,156","1,431",835,"1,280","1,117",704,"1,659",942,707,561,398,"3,589"
2021,11,20,"34,171","2,594","2,652","2,124","1,730","2,221","2,251","2,733","2,443","1,310","1,754","3,401","1,903","1,390","1,011",773,"3,881"
2021,11,30,"34,122","3,066","2,706","1,833","1,321","1,929","2,009","2,140","2,841","2,552","1,569","3,288","1,972","1,281",953,940,"3,722"
2021,11,40,"37,468","2,718","2,936","1,720","1,499","2,310","2,436","1,966","2,827","2,623","1,656","3,707","2,082","1,503","1,080",848,"5,557"
2021,11,50,"39,974","3,048","3,534","2,554","2,071","2,528","2,836","2,131","2,504","1,927","2,034","4,046","2,320","1,761","1,294","1,049","4,337"
2021,11,60,"36,049","2,929","3,131","2,418","1,926","2,103","2,461","2,025","2,183","1,656","2,045","3,597","2,188","1,661","1,296",920,"3,510"
2021,11,70,"21,730","1,765","1,972","1,524","1,099","1,311","1,419","1,344","1,338",981,"1,485","2,155","1,268",880,749,516,"1,924"
2021,11,80,"10,098",806,"1,008",672,432,569,687,615,601,468,738,939,539,446,319,280,979
2021,11,90,"1,520",140,133,97,81,74,103,85,81,71,100,135,75,61,48,47,189
2021,11,100,67,3,9,10,3,2,4,6,1,3,4,8,1,4,2,0,7
2021,12,총,"246,849","19,373","20,351","14,215","11,204","14,861","16,430","14,384","17,343","14,365","12,482","24,063","13,996","10,114","7,636","6,438","29,594"
2021,12,0,"13,422","1,177","1,059",496,407,672,811,483,"1,242","1,525",433,"1,190",729,474,319,442,"1,963"
2021,12,10,"18,165","1,109","1,209",806,673,"1,158","1,428",836,"1,282","1,142",691,"1,642",937,699,557,421,"3,575"
2021,12,20,"34,118","2,601","2,653","2,117","1,713","2,213","2,249","2,736","2,438","1,289","1,751","3,388","1,898","1,371","1,009",820,"3,872"
2021,12,30,"34,130","3,066","2,704","1,836","1,326","1,922","1,998","2,153","2,842","2,579","1,576","3,278","1,966","1,290",949,968,"3,677"
2021,12,40,"37,430","2,711","2,931","1,713","1,500","2,305","2,422","1,960","2,824","2,672","1,630","3,676","2,081","1,494","1,083",889,"5,539"
2021,12,50,"40,044","3,063","3,550","2,536","2,049","2,530","2,841","2,135","2,503","1,941","2,048","4,046","2,309","1,739","1,299","1,099","4,356"
2021,12,60,"36,073","2,932","3,130","2,414","1,921","2,099","2,463","2,023","2,194","1,673","2,028","3,597","2,186","1,661","1,293",941,"3,518"
2021,12,70,"21,726","1,762","1,975","1,517","1,099","1,315","1,421","1,344","1,331",992,"1,473","2,162","1,266",880,755,525,"1,909"
2021,12,80,"10,166",813,999,675,436,574,693,619,607,476,748,938,545,443,324,287,989
2021,12,90,"1,516",136,133,101,77,71,100,89,79,73,100,138,78,60,47,46,188
2021,12,100,59,3,8,4,3,2,4,6,1,3,4,8,1,3,1,0,8
