년도,월,나이,서산시,대산읍,인지면,부석면,팔봉면,지곡면,성연면,음암면,운산면,해미면,고북면,부춘동,동문1동,동문2동,수석동,석남동
2021,9,총,"176,491","13,570","7,277","5,297","3,347","8,130","15,529","9,264","5,039","7,294","6,062","19,039","18,652","8,721","15,820","33,450"
2021,9,0,"14,973",679,465,113,60,565,"2,888",461,121,230,348,"1,558","1,604",527,"1,311","4,043"
2021,9,10,"17,124",993,674,203,112,773,"1,240",734,261,446,423,"1,973","2,254",862,"1,907","4,269"
2021,9,20,"18,985","1,744",594,262,148,664,"1,578",821,273,672,552,"2,599","2,076","1,054","1,981","3,967"
2021,9,30,"21,738","1,433",579,262,148,897,"3,831",765,244,456,510,"2,622","2,055",825,"1,882","5,229"
2021,9,40,"27,796","1,940","1,071",469,281,"1,214","2,433","1,291",518,823,812,"3,189","3,332","1,401","2,766","6,256"
2021,9,50,"28,580","3,014","1,319",840,576,"1,368","1,636","1,698",814,"1,316",784,"3,170","3,268","1,523","2,521","4,733"
2021,9,60,"23,543","2,074","1,172","1,342",899,"1,292","1,052","1,615","1,180","1,476","1,105","2,162","2,170","1,358","1,859","2,787"
2021,9,70,"13,993",983,777,"1,002",674,803,510,"1,048",929,"1,127",825,"1,075","1,174",754,995,"1,317"
2021,9,80,"8,432",606,547,704,401,469,309,727,611,644,621,590,611,356,514,722
2021,9,90,"1,286",100,72,99,47,84,51,102,86,103,76,98,103,59,82,124
2021,9,100,41,4,7,1,1,1,1,2,2,1,6,3,5,2,2,3
2021,10,총,"176,595","13,577","7,281","5,272","3,338","8,112","15,485","9,279","5,032","7,286","6,093","19,085","18,633","8,757","15,819","33,546"
2021,10,0,"14,898",677,463,105,58,557,"2,876",456,121,225,350,"1,573","1,588",523,"1,299","4,027"
2021,10,10,"17,129",989,681,200,107,763,"1,242",733,258,442,424,"1,974","2,260",871,"1,915","4,270"
2021,10,20,"18,959","1,743",598,260,149,664,"1,562",819,268,669,564,"2,581","2,055","1,071","1,973","3,983"
2021,10,30,"21,693","1,428",567,253,148,895,"3,794",775,244,461,500,"2,646","2,051",825,"1,874","5,232"
2021,10,40,"27,803","1,931","1,072",463,276,"1,212","2,454","1,286",513,816,816,"3,185","3,316","1,411","2,759","6,293"
2021,10,50,"28,683","3,024","1,328",836,576,"1,364","1,629","1,712",807,"1,324",797,"3,175","3,289","1,531","2,525","4,766"
2021,10,60,"23,609","2,092","1,169","1,340",899,"1,297","1,062","1,618","1,188","1,468","1,096","2,174","2,179","1,361","1,872","2,794"
2021,10,70,"14,054",988,779,"1,009",670,799,506,"1,053",931,"1,137",835,"1,085","1,175",749,"1,007","1,331"
2021,10,80,"8,430",601,546,707,403,475,306,721,611,640,627,592,613,352,512,724
2021,10,90,"1,296",100,72,97,51,85,53,104,89,103,78,97,102,61,81,123
2021,10,100,41,4,6,2,1,1,1,2,2,1,6,3,5,2,2,3
2021,11,총,"176,610","13,554","7,283","5,271","3,347","8,139","15,450","9,275","5,016","7,279","6,071","19,078","18,587","8,763","15,856","33,641"
2021,11,0,"14,813",674,461,103,58,560,"2,856",447,120,221,344,"1,570","1,578",523,"1,286","4,012"
2021,11,10,"17,096",979,680,202,108,759,"1,254",735,254,441,419,"1,959","2,242",872,"1,914","4,278"
2021,11,20,"18,949","1,736",608,264,148,660,"1,550",816,259,662,566,"2,587","2,046","1,067","1,997","3,983"
2021,11,30,"21,667","1,430",562,252,150,907,"3,775",779,242,467,495,"2,639","2,033",821,"1,878","5,237"
2021,11,40,"27,759","1,909","1,073",463,275,"1,212","2,457","1,278",510,810,810,"3,160","3,312","1,420","2,756","6,314"
2021,11,50,"28,758","3,029","1,329",830,582,"1,376","1,626","1,714",806,"1,316",800,"3,178","3,284","1,536","2,536","4,816"
2021,11,60,"23,717","2,098","1,169","1,339",905,"1,297","1,069","1,631","1,187","1,484","1,088","2,195","2,197","1,362","1,884","2,812"
2021,11,70,"14,066",996,775,"1,011",670,803,500,"1,050",940,"1,132",837,"1,096","1,169",745,"1,006","1,336"
2021,11,80,"8,441",597,550,709,401,481,308,717,606,639,623,591,617,356,517,729
2021,11,90,"1,305",102,71,95,49,83,54,106,90,106,83,100,106,59,80,121
2021,11,100,39,4,5,3,1,1,1,2,2,1,6,3,3,2,2,3
2021,12,총,"176,645","13,493","7,291","5,267","3,338","8,172","15,447","9,281","5,012","7,285","6,044","19,079","18,586","8,766","15,852","33,732"
2021,12,0,"14,755",669,462,104,59,560,"2,846",438,116,227,340,"1,568","1,563",523,"1,271","4,009"
2021,12,10,"17,111",974,680,196,108,766,"1,266",742,249,438,413,"1,941","2,258",869,"1,909","4,302"
2021,12,20,"18,885","1,732",604,265,143,659,"1,521",807,258,655,567,"2,594","2,025","1,067","2,004","3,984"
2021,12,30,"21,597","1,416",554,250,149,904,"3,780",777,241,462,499,"2,620","2,013",820,"1,887","5,225"
2021,12,40,"27,812","1,891","1,079",466,271,"1,210","2,481","1,289",510,807,796,"3,167","3,324","1,407","2,769","6,345"
2021,12,50,"28,792","3,001","1,327",828,584,"1,387","1,621","1,719",815,"1,324",802,"3,192","3,287","1,541","2,522","4,842"
2021,12,60,"23,804","2,099","1,181","1,337",906,"1,316","1,072","1,639","1,184","1,491","1,086","2,206","2,209","1,361","1,890","2,827"
2021,12,70,"14,009","1,003",768,"1,006",662,802,494,"1,041",926,"1,125",834,"1,092","1,170",752,"1,001","1,333"
2021,12,80,"8,521",601,557,714,404,481,311,723,620,647,617,597,627,365,516,741
2021,12,90,"1,321",103,74,98,51,86,55,103,91,108,84,99,108,59,81,121
2021,12,100,38,4,5,3,1,1,0,3,2,1,6,3,2,2,2,3
